0	Index      	 *	Score 	Summary	Detail	
1	13311 12343	 * 	214.74	紫4易伤3伤害1全技能	1核27最后敌人3等级4579易伤67a伤害7序列升级8全技能
51	12354 51322	   	198.44	紫3易伤2伤害2全技能	1核259雷电39伤害469易伤78全技能9序列升级a立即金币
52	15611 11321	   	198.39	紫3易伤2伤害1全技能1策反	1核2策反34a易伤5低血量敌人69伤害7全技能8立即金币
53	13511 12553	   	198.14	紫3易伤2伤害1全技能1暴击	1核27a最后敌人3金币生成457易伤67伤害7序列升级8暴击9全技能
54	51314 12321	   	198.08	紫3易伤3伤害1全技能	127易伤27序列升级3最后敌人47矿等5核679伤害8全技能a攻速
55	51364 12321	   	198.08	紫3易伤3伤害1全技能	127易伤27序列升级3最后敌人47金币生成5核679伤害8全技能a攻速
56	51364 12323	   	198.08	紫3易伤3伤害1全技能	127易伤27序列升级3最后敌人47金币生成5核679伤害8全技能a时间
57	13311 12522	   	198.04	紫3易伤2伤害1全技能1喷火对愈	1核27最后敌人3等级457易伤67伤害7序列升级8喷火对愈9全技能a金币生成
58	13311 12524	   	198.04	紫3易伤2伤害1全技能1喷火对愈	1核27最后敌人3等级457易伤67伤害7序列升级8喷火对愈9全技能a矿等
59	13411 12522	   	198.04	紫3易伤2伤害1全技能1喷火对愈	1核27最后敌人3掉矿457易伤67伤害7序列升级8喷火对愈9全技能a金币生成
60	13411 12524	   	198.04	紫3易伤2伤害1全技能1喷火对愈	1核27最后敌人3掉矿457易伤67伤害7序列升级8喷火对愈9全技能a矿等
61	13511 12551	   	198.04	紫3易伤2伤害1全技能1暴击	1核27最后敌人3金币生成457易伤67伤害7序列升级8暴击9全技能a掉矿
62	13311 12526	   	197.94	紫3易伤2伤害1全技能1喷火对愈	1核27最后敌人3a等级457易伤67伤害7序列升级8喷火对愈9全技能
63	13411 12526	   	197.94	紫3易伤2伤害1全技能1喷火对愈	1核27最后敌人3掉矿457易伤67伤害7序列升级8喷火对愈9全技能a等级
64	13413 12525	   	197.94	紫3易伤2伤害1全技能1喷火对愈	1核27最后敌人35掉矿47a易伤67伤害7序列升级8喷火对愈9全技能
65	13311 15525	   	197.84	紫3易伤2伤害1全技能1喷火对愈	1核2最后敌人3等级45a易伤67伤害8喷火对愈9全技能
66	13511 12562	   	197.54	紫3易伤2伤害1全技能1暴击	1核27最后敌人3金币生成457易伤67伤害7序列升级8暴击9雷电a全技能
67	13411 12152	   	197.44	紫3易伤2伤害1全技能1暴击	1核27最后敌人3掉矿457易伤67伤害7序列升级8雷电9暴击a全技能
68	12354 51323	   	197.13	紫3易伤2伤害2全技能	1核259雷电39伤害469易伤78全技能9序列升级a低血量敌人
69	13511 11453	   	196.49	紫3易伤2伤害1全技能1策反	1核2最后敌人3金币生成459易伤6a伤害7全技能8策反
70	13311 11433	   	196.39	紫3易伤2伤害1全技能1策反	1核2最后敌人3等级459易伤6a伤害7全技能8策反
71	13411 11433	   	196.39	紫3易伤2伤害1全技能1策反	1核2最后敌人3掉矿459易伤6a伤害7全技能8策反
72	13511 15325	   	196.33	紫3伤害2易伤2全技能	1核2最后敌人3金币生成45易伤679伤害8a全技能
73	13311 15325	   	196.23	紫3伤害2易伤2全技能	1核2最后敌人3等级45易伤679伤害8a全技能
74	13311 12364	   	195.99	紫3易伤2伤害1全技能1策反	1核27最后敌人3等级457易伤67伤害7序列升级8全技能9金币生成a策反
75	13511 12314	   	195.99	紫3易伤2伤害1全技能1策反	1核27最后敌人3金币生成457易伤67伤害7序列升级8全技能9掉矿a策反
76	13311 12314	   	195.89	紫3易伤2伤害1全技能1策反	1核27最后敌人3等级457易伤67伤害7序列升级8全技能9掉矿a策反
77	36121 51243	 * 	195.82	橙3易伤3伤害1全技能	18a伤害28等级3矿等4掉矿589易伤6核7全技能8序列升级
78	16313 53226	   	195.82	紫2易伤2伤害1全技能1暴击2时间	1核2a时间3等级4a易伤5暴击6基地爆炸7全技能8平台9a伤害a序列升级
79	16313 23226	   	195.72	紫2易伤2伤害1全技能1暴击2时间	1核2a时间3等级4a易伤5暴击6挖尘7全技能8平台9a伤害a序列升级
80	13311 12563	   	195.27	紫4易伤2伤害1喷火对愈	1核27最后敌人3等级4579易伤67伤害7序列升级8喷火对愈a时间
81	13411 12563	   	195.27	紫4易伤2伤害1喷火对愈	1核27最后敌人3掉矿4579易伤67伤害7序列升级8喷火对愈a时间
82	32614 32316	   	195.23	紫4易伤2伤害1全技能	17伤害2掉矿3679易伤47矿等5核7序列升级8时间a全技能
83	11163 25126	   	195.19	紫2易伤2伤害1全技能1暴击1策反	1核2a基地爆炸3挖尘4a易伤5平台6全技能7策反8暴击9a伤害a序列升级
84	31451 23523	 * 	195.00	橙3伤害2易伤3策反1暴击	18a伤害26a策反3额外掉落4暴击5掉矿7核9a易伤a序列升级
85	15611 11341	   	194.91	紫4易伤1全技能1伤害1策反	1核2策反349a易伤5低血量敌人6伤害7全技能8立即金币
86	36121 51241	 * 	194.27	橙4易伤2伤害1全技能	18伤害28等级3矿等4掉矿589a易伤6核7全技能8序列升级
87	31613 15421	   	194.22	橙4易伤2伤害1暴击1策反	19伤害2策反379a易伤4矿等5暴击6核89金币生成9序列升级
88	16513 13513	   	193.51	紫3易伤2伤害1暴击2时间	1核29时间3金币生成49a易伤5暴击6平台7攻速89伤害9序列升级
89	16313 13513	   	193.41	紫3易伤2伤害1暴击2时间	1核29时间3等级49a易伤5暴击6平台7攻速89伤害9序列升级
90	31442 36332	   	193.21	橙2易伤2伤害1全技能1暴击1策反	16伤害2策反3额外掉落49易伤5暴击7核8全技能a时间
91	31452 36332	   	193.21	橙2易伤2伤害1全技能1暴击1策反	16伤害2策反3额外掉落4暴击59易伤7核8全技能a时间
92	31662 36332	   	193.21	橙2易伤2伤害1全技能1暴击1策反	16伤害2策反39易伤4额外掉落5暴击7核8全技能a时间
93	31442 36322	   	193.21	橙2易伤2伤害1全技能1暴击1策反	16伤害2策反3额外掉落4a易伤5暴击7核8全技能9攻速
94	31452 36322	   	193.21	橙2易伤2伤害1全技能1暴击1策反	16伤害2策反3额外掉落4暴击5a易伤7核8全技能9攻速
95	31662 36322	   	193.21	橙2易伤2伤害1全技能1暴击1策反	16伤害2策反3a易伤4额外掉落5暴击7核8全技能9攻速
96	13311 12616	   	192.63	紫4易伤2伤害1策反	1核27最后敌人3等级4579易伤67伤害7序列升级8策反a时间
97	13411 12616	   	192.63	紫4易伤2伤害1策反	1核27最后敌人3掉矿4579易伤67伤害7序列升级8策反a时间
98	13511 11442	   	192.55	紫3易伤1全技能1伤害1暴击1策反	1核2最后敌人3金币生成45a易伤6伤害7全技能8策反9暴击
99	13311 11442	   	192.45	紫3易伤1全技能1伤害1暴击1策反	1核2最后敌人3等级45a易伤6伤害7全技能8策反9暴击
100	13411 11442	   	192.45	紫3易伤1全技能1伤害1暴击1策反	1核2最后敌人3掉矿45a易伤6伤害7全技能8策反9暴击
101	16412 13413	   	192.39	紫3易伤3伤害3时间	1核29a时间3掉矿49a易伤58最后敌人6挖尘79a伤害9a序列升级
102	16161 43113	   	192.29	紫3易伤3伤害3时间	1核29a时间3挖尘49a易伤5最后敌人68掉矿79a伤害9a序列升级
103	16161 43313	   	192.29	紫3易伤3伤害3时间	1核29a时间38挖尘49a易伤5最后敌人6掉矿79a伤害9a序列升级
104	16412 13113	   	192.29	紫3易伤3伤害3时间	1核29a时间38掉矿49a易伤5最后敌人6挖尘79a伤害9a序列升级
105	16412 13313	   	192.29	紫3易伤3伤害3时间	1核29a时间3掉矿49a易伤5最后敌人68挖尘79a伤害9a序列升级
106	12366 53132	   	192.18	紫3易伤1全技能1伤害1策反	1核2雷电3伤害4策反5攻速69a易伤7时间8全技能
107	13511 15321	   	191.83	紫3伤害2易伤1全技能	1核2最后敌人3金币生成45易伤679伤害8全技能a攻速
108	13511 15323	   	191.83	紫3伤害2易伤1全技能	1核2最后敌人3金币生成45易伤679伤害8全技能a时间
109	11253 63126	   	191.82	紫2易伤2伤害1全技能1暴击	1核2a基地爆炸3平台4敌人爆炸5全技能6a易伤7暴击8攻速9a伤害a序列升级
110	13311 15321	   	191.73	紫3伤害2易伤1全技能	1核2最后敌人3等级45易伤679伤害8全技能a攻速
111	11153 63126	   	191.72	紫2易伤2伤害1全技能1暴击	1核2a基地爆炸3挖尘4平台5全技能6a易伤7暴击8攻速9a伤害a序列升级
112	13233 74177	   	191.72	紫2易伤2伤害1全技能1暴击	1核2a最后敌人3平台4加一5全技能6a易伤7暴击8攻速9a伤害a序列升级
113	51314 12322	   	191.14	紫3易伤3伤害1全技能	127易伤27序列升级3最后敌人47矿等5核679伤害8全技能a金币生成
114	51314 12323	   	191.14	紫3易伤3伤害1全技能	127易伤27序列升级3最后敌人47矿等5核679伤害8全技能a基地爆炸
115	51314 12363	   	191.14	紫3易伤3伤害1全技能	127易伤27序列升级3最后敌人47矿等5核67a伤害8全技能9金币生成
116	51364 12322	   	191.14	紫3易伤3伤害1全技能	127易伤27序列升级3最后敌人47a金币生成5核679伤害8全技能
117	11163 23126	   	191.12	紫2易伤2伤害1全技能1暴击	1核2a基地爆炸3挖尘4a易伤5平台6全技能7暴击8攻速9a伤害a序列升级
118	15613 13216	   	191.10	紫4易伤1全技能1伤害1策反	1核2策反3489易伤5基地爆炸6伤害7掉矿a全技能
119	51314 12313	   	191.04	紫3易伤3伤害1全技能	127易伤27序列升级3最后敌人47矿等5核67a伤害8全技能9掉矿
120	51314 12326	   	191.04	紫3易伤3伤害1全技能	127易伤27序列升级3最后敌人47矿等5核679伤害8全技能a等级
121	51364 12313	   	191.04	紫3易伤3伤害1全技能	127易伤27序列升级3最后敌人47金币生成5核67a伤害8全技能9掉矿
122	13511 12424	   	190.64	紫4易伤3伤害	1核27a最后敌人389金币生成457a易伤67a伤害7a序列升级
123	11412 16513	   	190.44	紫4易伤3伤害	1核29a基地爆炸3掉矿479a易伤5最后敌人6挖尘89a伤害9a序列升级
124	13511 12463	   	190.44	紫4易伤3伤害	1核27最后敌人38金币生成457a易伤679伤害7序列升级
125	12351 33232	   	190.13	紫3易伤1全技能1伤害2时间1策反	1核28雷电3伤害48a易伤5金币生成6策反78时间8序列升级9全技能
126	13511 12642	   	189.99	紫3易伤3伤害1暴击	1核27最后敌人3金币生成457易伤679伤害7序列升级8低血量敌人a暴击
127	13411 12342	   	189.89	紫3易伤3伤害1暴击	1核27最后敌人3掉矿457易伤679伤害7序列升级8敌人爆炸a暴击
128	13411 12512	   	189.89	紫3易伤3伤害1喷火对愈	1核27最后敌人3掉矿457易伤67a伤害7序列升级8喷火对愈9随机矿
129	13411 12542	   	189.89	紫3易伤3伤害1喷火对愈	1核27最后敌人3掉矿457易伤67a伤害7序列升级8喷火对愈9矿等
130	51314 12521	   	189.84	紫3易伤2伤害1全技能1喷火对愈	127易伤27序列升级3最后敌人47矿等5核67伤害8喷火对愈9全技能a立即金币
131	13413 12562	   	189.79	紫3易伤3伤害1喷火对愈	1核27最后敌人35掉矿479易伤67a伤害7序列升级8喷火对愈
132	13311 15562	   	189.69	紫3易伤3伤害1喷火对愈	1核2最后敌人3等级459易伤67a伤害8喷火对愈
133	15611 12532	 * 	189.64	紫4易伤2伤害2策反	1核29策反3489易伤5低血量敌人6a伤害79激光对冰9序列升级
134	13311 12565	   	189.64	紫4易伤2伤害1喷火对愈	1核27最后敌人3等级4579易伤67伤害7序列升级8喷火对愈a立即金币
135	51314 12334	   	189.59	紫4易伤2伤害1全技能	127a易伤27序列升级3最后敌人47矿等5核67伤害8全技能9敌人爆炸
136	51314 12343	   	189.59	紫4易伤2伤害1全技能	1279易伤27序列升级3最后敌人47矿等5核67伤害8全技能a随机矿
137	16233 77124	   	189.59	紫3伤害1全技能1易伤1暴击	1核2时间3平台4加一5全技能6易伤79a伤害8暴击
138	51314 12316	   	189.49	紫4易伤2伤害1全技能	127a易伤27序列升级3最后敌人47矿等5核67伤害8全技能9掉矿
139	51314 12342	   	189.49	紫4易伤2伤害1全技能	1279易伤27序列升级3最后敌人47矿等5核67伤害8全技能a等级
140	51364 12333	   	189.14	紫3易伤2伤害1全技能1暴击	127易伤27序列升级3最后敌人47金币生成5核67伤害8全技能9敌人爆炸a暴击
141	15613 12242	 * 	189.07	紫3易伤2伤害3策反	1核28a策反348易伤5基地爆炸69伤害78低血量敌人8序列升级
142	15622 33513	   	188.75	紫2易伤2伤害1暴击2时间1策反	1核2策反39易伤4掉矿5低血量敌人69时间7攻速89伤害9序列升级a暴击
143	51314 12522	   	188.54	紫3易伤2伤害1全技能1喷火对愈	127易伤27序列升级3最后敌人47矿等5核67伤害8喷火对愈9全技能a金币生成
144	16311 11364	   	188.47	紫3易伤3伤害2时间	1核2a时间3等级45a易伤69a伤害78双倍矿a序列升级
145	16311 32514	   	188.47	紫3易伤3伤害2时间	1核29时间3等级459易伤6低血量敌人7最后敌人89a伤害9序列升级
146	16161 23314	   	188.47	紫3易伤3伤害2时间	1核29时间3挖尘489易伤5最后敌人6金币生成79a伤害9序列升级
147	16512 13314	   	188.47	紫3易伤3伤害2时间	1核29时间3金币生成489易伤5最后敌人6挖尘79a伤害9序列升级
148	13511 12531	   	188.44	紫4易伤2伤害1暴击	1核27最后敌人3金币生成457a易伤67伤害7序列升级8暴击9双倍矿
149	13511 12542	   	188.44	紫4易伤2伤害1暴击	1核27最后敌人3金币生成457a易伤67伤害7序列升级8暴击9随机矿
150	16312 13314	   	188.37	紫3易伤3伤害2时间	1核29时间3等级489易伤5最后敌人6挖尘79a伤害9序列升级
151	13311 12561	   	188.34	紫4易伤2伤害1喷火对愈	1核27最后敌人3等级4579易伤67伤害7序列升级8喷火对愈a基地爆炸
152	13411 12561	   	188.34	紫4易伤2伤害1喷火对愈	1核27最后敌人3掉矿4579易伤67伤害7序列升级8喷火对愈a基地爆炸
153	32614 32216	   	188.19	紫4易伤2伤害1全技能	17伤害2掉矿3679易伤47矿等5核7序列升级8挖尘a全技能
154	31451 33523	 * 	187.78	橙3伤害2易伤2暴击2策反	18a伤害2a策反3额外掉落46暴击5掉矿7核9a易伤a序列升级
155	22614 23513	   	187.58	紫4易伤3伤害	19a挖尘2掉矿349a易伤5核6时间7低血量敌人89a伤害9a序列升级
156	12351 33225	   	187.53	紫2易伤1全技能1伤害1暴击2时间1策反	1核28雷电3伤害48易伤5金币生成6策反78时间8序列升级9暴击a全技能
157	13311 12414	   	187.51	紫5易伤2伤害	1核27最后敌人3等级4579a易伤67伤害7序列升级8金币生成
158	13411 12414	   	187.51	紫5易伤2伤害	1核27最后敌人3掉矿4579a易伤67伤害7序列升级8金币生成
159	13511 12214	   	187.51	紫5易伤2伤害	1核27最后敌人3金币生成4579a易伤67伤害7序列升级8掉矿
160	34263 31341	   	187.45	橙4易伤2伤害1喷火对愈	1a伤害2时间3a加农对壮4喷火对愈5掉矿689a易伤7核a序列升级
161	13311 12214	   	187.41	紫5易伤2伤害	1核27最后敌人3等级4579a易伤67伤害7序列升级8掉矿
162	13511 11321	   	187.39	紫3易伤2伤害1全技能	1核2最后敌人3金币生成45a易伤69伤害7全技能8立即金币
163	16233 71743	   	187.39	紫3易伤2全技能1伤害	1核2时间3平台4加一57全技能689易伤a伤害
164	13311 11343	   	187.29	紫3易伤2伤害1全技能	1核2最后敌人3等级459易伤6a伤害7全技能8立即金币
165	13311 11321	   	187.29	紫3易伤2伤害1全技能	1核2最后敌人3等级45a易伤69伤害7全技能8立即金币
166	13311 11323	   	187.29	紫3伤害2易伤1全技能	1核2最后敌人3等级45易伤69a伤害7全技能8立即金币
167	15431 52323	   	187.09	紫2易伤2伤害1全技能2策反	1核27策反3金币生成47最后敌人5立即金币67易伤7序列升级8全技能9a伤害
168	31442 36323	 * 	187.07	橙2伤害2全技能1易伤1暴击1策反	16伤害2策反3额外掉落4易伤5暴击7核8a全技能9攻速
169	31452 36323	   	187.07	橙2伤害2全技能1易伤1暴击1策反	16伤害2策反3额外掉落4暴击5易伤7核8a全技能9攻速
170	31662 36323	   	187.07	橙2伤害2全技能1易伤1暴击1策反	16伤害2策反3易伤4额外掉落5暴击7核8a全技能9攻速
171	16311 16216	   	187.04	紫4易伤1全技能1伤害	1核2时间3等级4589易伤6伤害7随机矿a全技能
172	16511 13216	   	187.04	紫4易伤1全技能1伤害	1核2时间3金币生成4589易伤6伤害7掉矿a全技能
173	16311 13216	   	186.94	紫4易伤1全技能1伤害	1核2时间3等级4589易伤6伤害7掉矿a全技能
174	16311 32513	   	186.92	紫4易伤2伤害2时间	1核29时间3等级459a易伤6低血量敌人7最后敌人89伤害9序列升级
175	16311 36513	   	186.92	紫4易伤2伤害2时间	1核29时间3等级459a易伤6低血量敌人7敌人爆炸89伤害9序列升级
176	51314 11433	   	186.89	紫3易伤2伤害1全技能1策反	129易伤2序列升级3最后敌人4矿等5核6a伤害7全技能8策反
177	12623 56232	   	186.44	紫3易伤1全技能1伤害1策反	1核2雷电39a易伤4时间5策反6全技能7伤害8矿等
178	51314 12314	   	186.39	紫3易伤2伤害1全技能1策反	127易伤27序列升级3最后敌人47矿等5核67伤害8全技能9掉矿a策反
179	31442 36312	   	186.27	橙2易伤2伤害1全技能1暴击1策反	16伤害2策反3额外掉落4a易伤5暴击7核8全技能9矿等
180	31442 36333	   	186.27	橙2易伤2伤害1全技能1暴击1策反	16伤害2策反3额外掉落49易伤5暴击7核8全技能a最后敌人
181	31452 36312	   	186.27	橙2易伤2伤害1全技能1暴击1策反	16伤害2策反3额外掉落4暴击5a易伤7核8全技能9矿等
182	31452 36333	   	186.27	橙2易伤2伤害1全技能1暴击1策反	16伤害2策反3额外掉落4暴击59易伤7核8全技能a最后敌人
183	31662 36312	   	186.27	橙2易伤2伤害1全技能1暴击1策反	16伤害2策反3a易伤4额外掉落5暴击7核8全技能9矿等
184	31662 36333	   	186.27	橙2易伤2伤害1全技能1暴击1策反	16伤害2策反39易伤4额外掉落5暴击7核8全技能a最后敌人
185	15212 22242	   	186.24	紫2伤害1全技能1易伤1喷火对愈1策反	1核2策反3加农对壮48伤害5攻速6立即金币7全技能9喷火对愈a易伤
186	31442 36331	   	186.17	橙2易伤2伤害1全技能1暴击1策反	16伤害2策反3额外掉落49易伤5暴击7核8全技能a挖尘
187	31452 36331	   	186.17	橙2易伤2伤害1全技能1暴击1策反	16伤害2策反3额外掉落4暴击59易伤7核8全技能a挖尘
188	31662 36331	   	186.17	橙2易伤2伤害1全技能1暴击1策反	16伤害2策反39易伤4额外掉落5暴击7核8全技能a挖尘
189	16161 33116	 * 	185.98	紫2易伤2伤害1全技能3时间	1核29a时间3挖尘4a易伤5最后敌人6敌人爆炸7全技能8a伤害a序列升级
190	15211 31254	 * 	185.89	紫2伤害1全技能2喷火对愈2策反1暴击	1核29策反3加农对壮49伤害5暴击6时间79喷火对愈8随机矿9序列升级a全技能
191	12351 34232	   	185.84	紫3易伤1全技能1伤害1策反	1核2雷电3伤害49a易伤5金币生成6策反7全技能8时间
192	12362 54232	   	185.84	紫3易伤1全技能1伤害1策反	1核2雷电3伤害4策反5矿等69a易伤7全技能8时间
193	13511 11414	   	185.84	紫3易伤1全技能1伤害1策反	1核2最后敌人3金币生成45a易伤6伤害7全技能8策反9攻速
194	15611 11132	   	185.84	紫3易伤1全技能1伤害1策反	1核2策反34a易伤5低血量敌人6伤害7全技能8雷电9攻速
195	13511 12414	   	185.79	紫4易伤2伤害1策反	1核27最后敌人38金币生成457a易伤67伤害7序列升级9策反
196	13311 11435	   	185.74	紫3易伤1全技能1伤害1策反	1核2最后敌人3等级459易伤6伤害7全技能8策反a时间
197	13411 11435	   	185.74	紫3易伤1全技能1伤害1策反	1核2最后敌人3掉矿459易伤6伤害7全技能8策反a时间
198	13311 11414	   	185.74	紫3易伤1全技能1伤害1策反	1核2最后敌人3等级45a易伤6伤害7全技能8策反9攻速
199	13411 11414	   	185.74	紫3易伤1全技能1伤害1策反	1核2最后敌人3掉矿45a易伤6伤害7全技能8策反9攻速
200	13311 12611	   	185.69	紫4易伤2伤害1策反	1核27最后敌人3等级4579易伤67伤害7序列升级8策反a双倍矿
201	13411 12611	   	185.69	紫4易伤2伤害1策反	1核27最后敌人3掉矿4579易伤67伤害7序列升级8策反a双倍矿
202	32614 32511	   	185.67	紫4易伤2伤害1暴击	17伤害2掉矿367a易伤47矿等5核7序列升级8暴击9攻速
203	13311 12612	   	185.59	紫4易伤2伤害1策反	1核27最后敌人3等级4579易伤67伤害7序列升级8策反a挖尘
204	13311 12613	   	185.59	紫4易伤2伤害1策反	1核27最后敌人3a等级4579易伤67伤害7序列升级8策反
205	13311 12634	   	185.59	紫4易伤2伤害1策反	1核27最后敌人39等级457a易伤67伤害7序列升级8策反
206	13411 12214	   	185.59	紫4易伤2伤害1策反	1核27最后敌人38掉矿457a易伤67伤害7序列升级9策反
207	13411 12612	   	185.59	紫4易伤2伤害1策反	1核27最后敌人3掉矿4579易伤67伤害7序列升级8策反a挖尘
208	13411 12613	   	185.59	紫4易伤2伤害1策反	1核27最后敌人3掉矿4579易伤67伤害7序列升级8策反a等级
209	13411 12635	   	185.59	紫4易伤2伤害1策反	1核27最后敌人3掉矿457a易伤67伤害7序列升级8策反9等级
