0	Index      	 *	Score 	Summary	Detail	
1	11333 13644	 * 	274.05	DCR|DCR|2MLV|1VULN|1CDMG|1AART	1RMIN|2CDMG|3CANSTR|4LIT|57MLV|6aRCR|8VULN|9AART
46	53121 33552	 * 	255.34	DCR|DCR|2DMG|1VULN	15DMG|2FEWX|348TLV|6VULN|7LIT|9aRCR
47	54413 33111	   	255.28	DCR|DCR|1VULN|1DMG|1AART|1ZMB	1DMG|2DUR|3BBNT|4MDPS|5AART|6DLOT|7aRCR|8ZMB|9VULN
48	11433 16214	   	254.01	DCR|DCR|1VULN|2CDMG|1AART|1ZMB	1RMIN|24CDMG|3AART|5LIT|6ZMB|7VULN|89RCR|aNUKE
49	21233 52366	   	252.99	DCR|DCR|1VULN|1MLV|1RPLT	1MLV|2LHND|3RPLT|4ERES|5LWND|6AIRARM|7VULN|8aRCR|9DUR
50	22543 33451	 * 	252.85	DCR|3VULN|2MLV|2CDMG|1ASPD	19MLV|2MBVNT|3BBNT|4ASPD|569VULN|7RCR|89CDMG|9BPWR|aDUR
51	36636 21112	   	251.31	DCR|DCR|1VULN|1DMG|1ASPD	1FEWX|2LIT|3FRZARM|4ASPD|5DMG|6VULN|7LHND|8BLASTR|9aRCR
52	36636 22112	   	251.31	DCR|DCR|1VULN|1DMG|1ASPD	1FEWX|2LIT|3FRZARM|4ASPD|5DMG|6VULN|7LWND|8BLASTR|9aRCR
53	32336 63432	   	251.21	DCR|DCR|1VULN|1DMG|1ASPD	1FEWX|2FRZFST|3LIT|4ASPD|5DMG|6LHND|7SNITOX|8aRCR|9VULN
54	32336 21112	   	251.21	DCR|DCR|1VULN|1DMG|1ASPD	1FEWX|2FRZFST|3LIT|4ASPD|5DMG|6VULN|7LHND|8BLASTR|9aRCR
55	32336 22112	   	251.21	DCR|DCR|1VULN|1DMG|1ASPD	1FEWX|2FRZFST|3LIT|4ASPD|5DMG|6VULN|7LWND|8BLASTR|9aRCR
56	32336 63512	   	251.21	DCR|DCR|1VULN|1DMG|1ASPD	1FEWX|2FRZFST|3LIT|4ASPD|5DMG|6LHND|7SNITOX|8VULN|9aRCR
57	32336 65112	   	251.21	DCR|DCR|1VULN|1DMG|1ASPD	1FEWX|2FRZFST|3LIT|4ASPD|5DMG|6LHND|7VULN|8BLASTR|9aRCR
58	22444 37546	   	249.65	DCR|2VULN|2DMG|2MLV|1ASPD|1AART	1aMLV|2MBVNT|3LWND|4aVULN|5ASPD|6AELOIC|7RCR|8aDMG|9AART|aBPWR
59	11425 43212	   	249.11	DCR|DCR|1VULN|1CDMG|1AART	1RMIN|2CDMG|3AART|4DUR|5AIRHEA|6TBNT|79RCR|8AME|aVULN
60	36112 21414	   	248.68	DCR|DCR|1VULN|2AART|1CDMG	1FEWX|2LIT|38AART|4DMSP|5CDMG|6CANTOX|7VULN|9aRCR
61	22157 38111	   	248.58	DCR|3VULN|2DMG|2MLV	18MLV|2MBVNT|3TLV|48DMG|568VULN|7RCR|8BPWR|9LIT|aLWND
62	22157 38112	   	248.58	DCR|3VULN|2DMG|2MLV	18MLV|2MBVNT|3TLV|48DMG|568VULN|7RCR|8BPWR|9LIT|aRMIN
63	22157 38114	   	248.58	DCR|3VULN|2DMG|2MLV	18MLV|2MBVNT|3TLV|48DMG|568VULN|7RCR|8BPWR|9LIT|aTBNT
64	22157 38142	   	248.58	DCR|3VULN|2DMG|2MLV	18MLV|2MBVNT|3TLV|48DMG|568VULN|7RCR|8BPWR|9RMIN|aLHND
65	23357 38111	   	248.58	DCR|3VULN|2DMG|2MLV	18MLV|2CGEN|3MBVNT|48DMG|568VULN|7RCR|8BPWR|9LIT|aLWND
66	23357 38112	   	248.58	DCR|3VULN|2DMG|2MLV	18MLV|2CGEN|3MBVNT|48DMG|568VULN|7RCR|8BPWR|9LIT|aRMIN
67	23357 38114	   	248.58	DCR|3VULN|2DMG|2MLV	18MLV|2CGEN|3MBVNT|48DMG|568VULN|7RCR|8BPWR|9LIT|aTBNT
68	23357 38142	   	248.58	DCR|3VULN|2DMG|2MLV	18MLV|2CGEN|3MBVNT|48DMG|568VULN|7RCR|8BPWR|9RMIN|aLHND
69	22121 28141	   	248.58	DCR|3VULN|2DMG|2MLV	18MLV|2MBVNT|34TLV|58DMG|68aVULN|7RCR|8BPWR|9RMIN
70	22121 28175	   	248.58	DCR|3VULN|2DMG|2MLV	18MLV|2MBVNT|34TLV|58DMG|68aVULN|7RCR|8BPWR|9LWND
71	22151 28141	   	248.58	DCR|3VULN|2DMG|2MLV	18MLV|2MBVNT|35TLV|48DMG|68aVULN|7RCR|8BPWR|9RMIN
72	23331 28141	   	248.58	DCR|3VULN|2DMG|2MLV	18MLV|24CGEN|3MBVNT|58DMG|68aVULN|7RCR|8BPWR|9RMIN
73	23331 28175	   	248.58	DCR|3VULN|2DMG|2MLV	18MLV|24CGEN|3MBVNT|58DMG|68aVULN|7RCR|8BPWR|9LWND
74	22543 14358	 * 	248.50	DCR|2VULN|2MLV|3CDMG|1DMG|1ASPD	19MLV|2MBVNT|3BBNT|4ASPD|59VULN|689CDMG|7RCR|9BPWR|aDMG
75	22157 38113	   	248.48	DCR|3VULN|2DMG|2MLV|1ZMB	18MLV|2MBVNT|3TLV|48DMG|568VULN|7RCR|8BPWR|9LIT|aZMB
76	22157 38143	   	248.48	DCR|3VULN|2DMG|2MLV	18MLV|2MBVNT|3TLV|48DMG|568VULN|7RCR|8BPWR|9RMIN|aAME
77	22157 38144	   	248.48	DCR|3VULN|2DMG|2MLV	18MLV|2MBVNT|3TLV|48DMG|568VULN|7RCR|8BPWR|9RMIN|aVENICY
78	23357 38113	   	248.48	DCR|3VULN|2DMG|2MLV|1ZMB	18MLV|2CGEN|3MBVNT|48DMG|568VULN|7RCR|8BPWR|9LIT|aZMB
79	23357 38143	   	248.48	DCR|3VULN|2DMG|2MLV	18MLV|2CGEN|3MBVNT|48DMG|568VULN|7RCR|8BPWR|9RMIN|aAME
80	23357 38144	   	248.48	DCR|3VULN|2DMG|2MLV	18MLV|2CGEN|3MBVNT|48DMG|568VULN|7RCR|8BPWR|9RMIN|aVENICY
81	22121 28131	   	248.48	DCR|3VULN|2DMG|2MLV	18MLV|2MBVNT|34TLV|58DMG|68aVULN|7RCR|8BPWR|9NUKE
82	22121 28151	   	248.48	DCR|3VULN|2DMG|2MLV	18MLV|2MBVNT|34TLV|58DMG|68aVULN|7RCR|8BPWR|9ERES
83	22151 28131	   	248.48	DCR|3VULN|2DMG|2MLV	18MLV|2MBVNT|35TLV|48DMG|68aVULN|7RCR|8BPWR|9NUKE
84	22151 28151	   	248.48	DCR|3VULN|2DMG|2MLV	18MLV|2MBVNT|35TLV|48DMG|68aVULN|7RCR|8BPWR|9ERES
85	23331 28131	   	248.48	DCR|3VULN|2DMG|2MLV	18MLV|24CGEN|3MBVNT|58DMG|68aVULN|7RCR|8BPWR|9NUKE
86	23331 28151	   	248.48	DCR|3VULN|2DMG|2MLV	18MLV|24CGEN|3MBVNT|58DMG|68aVULN|7RCR|8BPWR|9ERES
87	52261 34133	 * 	248.47	DCR|DCR|3DMG|1RPLT	135DMG|2RPLT|4LIT|6DUST|7aRCR|8AAC|9TLV
88	22121 28124	   	248.39	DCR|2VULN|2DMG|2MLV|1ASPD	18MLV|2MBVNT|34TLV|58DMG|68VULN|7RCR|8BPWR|9DUR|aASPD
89	22151 28124	   	248.39	DCR|2VULN|2DMG|2MLV|1ASPD	18MLV|2MBVNT|35TLV|48DMG|68VULN|7RCR|8BPWR|9DUR|aASPD
90	23331 28124	   	248.39	DCR|2VULN|2DMG|2MLV|1ASPD	18MLV|24CGEN|3MBVNT|58DMG|68VULN|7RCR|8BPWR|9DUR|aASPD
91	21222 25365	   	247.61	DCR|DCR|1DMG|1MLV|2DUR|1RPLT	1MLV|2LHND|3RPLT|4FEWX|5CANTOX|67DUR|8aRCR|9DMG
92	33212 16365	   	247.22	DCR|DCR|1VULN|1DMG|1RPLT	1FEWX|2ERES|3RPLT|4BEXP|5CANTOX|6RCVC|7VULN|8aRCR|9DMG
93	53413 33411	   	247.22	DCR|DCR|1VULN|1DMG|1AART	1DMG|2FEWX|3BBNT|4MDPS|5AART|6DLOT|7aRCR|8AAC|9VULN
94	11433 16211	   	247.07	DCR|DCR|1VULN|2CDMG|1AART|1ZMB	1RMIN|24CDMG|3AART|5LIT|6ZMB|7VULN|89RCR|aFEWX
95	11433 16213	   	247.07	DCR|DCR|1VULN|2CDMG|1AART|1ZMB	1RMIN|24CDMG|3AART|5LIT|6ZMB|7VULN|89RCR|aLHND
96	11433 16212	   	246.97	DCR|DCR|1VULN|2CDMG|1AART|1ZMB|1MSE	1RMIN|24CDMG|3AART|5LIT|6ZMB|7VULN|89RCR|aMSE
97	11433 16215	   	246.97	DCR|DCR|1VULN|2CDMG|1AART|1ZMB	1RMIN|24CDMG|3AART|5LIT|6ZMB|7VULN|89RCR|aFRZFST
98	11433 16216	   	246.97	DCR|DCR|1VULN|2CDMG|1AART|1ZMB|1SELL	1RMIN|24CDMG|3AART|5LIT|6ZMB|7VULN|89RCR|aSELL
99	53413 33111	   	246.97	DCR|DCR|1VULN|1DMG|1AART|1ZMB	1DMG|2FEWX|3BBNT|4MDPS|5AART|6DLOT|7aRCR|8ZMB|9VULN
100	24132 65333	   	246.90	DCR|3VULN|1DMG|1MLV|1CDMG|1AART	1MLV|2DUR|3TLV|458VULN|6CDMG|7AART|9DMG|aRCR
101	32326 32432	   	245.96	DCR|DCR|1VULN|1DMG	1FEWX|2FRZFST|3LIT|4AAC|5DMG|6DUR|7LSRICY|8aRCR|9VULN
102	32326 32512	   	245.96	DCR|DCR|1VULN|1DMG	1FEWX|2FRZFST|3LIT|4AAC|5DMG|6DUR|7LSRICY|8VULN|9aRCR
103	22126 43458	   	244.79	DCR|DCR|1VULN|1MLV|1AART	1MLV|2MBVNT|34TLV|5AART|68FEWX|7aRCR|9VULN
104	23234 12625	   	244.79	DCR|DCR|1VULN|1MLV|1RPLT	1MLV|2CGEN|3RMIN|4AAC|5RPLT|6FEWX|7MSLFST|8aRCR|9VULN
105	21233 54326	   	244.59	DCR|DCR|1VULN|1MLV|1RPLT	1MLV|2LHND|3RPLT|4ERES|5LWND|6AIRARM|7LEGI|8aRCR|9VULN
106	23224 12625	   	244.54	DCR|DCR|1VULN|1MLV|1RPLT|1ZMB	1MLV|2CGEN|3RMIN|4ZMB|5RPLT|6FEWX|7MSLFST|8aRCR|9VULN
107	22543 33452	   	244.54	DCR|3VULN|2MLV|2CDMG|1ASPD	19MLV|2MBVNT|3BBNT|4ASPD|569VULN|7RCR|89CDMG|9BPWR|aLHND
108	22543 33454	   	244.54	DCR|3VULN|2MLV|2CDMG|1ASPD	19MLV|2MBVNT|3BBNT|4ASPD|569VULN|7RCR|89CDMG|9BPWR|aCGEN
109	22543 33456	   	244.54	DCR|3VULN|2MLV|2CDMG|1ASPD	19MLV|2MBVNT|3BBNT|4ASPD|569VULN|7RCR|89CDMG|9BPWR|aAAC
110	22543 33458	   	244.54	DCR|3VULN|2MLV|2CDMG|1ASPD	19MLV|2MBVNT|3BBNT|4ASPD|569VULN|7RCR|89CDMG|9BPWR|aBELT
111	22157 35241	   	244.44	DCR|3VULN|2MLV|1DMG|1ASPD	19MLV|2MBVNT|3TLV|4DMG|56aVULN|7ASPD|8RCR
112	22543 33453	   	244.44	DCR|3VULN|2MLV|2CDMG|1ASPD	19MLV|2MBVNT|3BBNT|4ASPD|569VULN|7RCR|89CDMG|9BPWR|aDUST
113	22543 33455	   	244.44	DCR|3VULN|2MLV|2CDMG|1ASPD	19MLV|2MBVNT|3BBNT|4ASPD|569VULN|7RCR|89CDMG|9BPWR|aLEGI
114	22543 33457	   	244.44	DCR|3VULN|2MLV|2CDMG|1ASPD	19MLV|2MBVNT|3BBNT|4ASPD|569VULN|7RCR|89CDMG|9BPWR|aERES
115	23331 28184	   	244.40	DCR|2VULN|2DMG|2MLV|1RPLT	18MLV|24CGEN|3MBVNT|58DMG|68VULN|7RCR|8BPWR|9RPLT|aDUR
