0	Index      	 *	Score 	Summary	Detail	
1	53144 31235	 * 	282.16	DCR|3LIT|1FLTARM|1MLV|1VULN|1ASPD	167LIT|2LHND|3MLV|4MBVNT|5ASPD|8VULN|9RCR|aFLTARM
40	53132 61241	 * 	261.26	DCR|1LIT|2VULN|1MLV|2ASPD|1DMG	1LIT|2LHND|3MLV|4CGEN|57VULN|6DMG|89ASPD|aRCR
41	53134 11241	   	261.26	DCR|1LIT|2VULN|1MLV|2ASPD|1DMG	1LIT|2LHND|3MLV|4CGEN|5DMG|67VULN|89ASPD|aRCR
42	12213 13332	 * 	260.76	DCR|3LIT|3VULN|1ASPD	1BEXP|2ASPD|345VULN|67aLIT|8BELT|9RCR
43	53144 31238	   	260.66	DCR|3LIT|1VULN|1MLV|1AART|1ASPD	167LIT|2LHND|3MLV|4MBVNT|5ASPD|8VULN|9RCR|aAART
44	15221 21633	   	260.00	DCR|2LIT|3VULN|1MLV|1DUR	1BEXP|267VULN|3MLV|48LIT|5FEWX|9DUR|aRCR
45	15226 21623	   	260.00	DCR|2LIT|3VULN|1MLV	1BEXP|267VULN|3MLV|48LIT|5DUST|9FEWX|aRCR
46	54831 21411	   	260.00	DCR|2LIT|3VULN|1MLV	19LIT|2MBVNT|367VULN|4CGEN|5FEWX|8MLV|aRCR
47	54841 21411	   	260.00	DCR|2LIT|3VULN|1MLV	19LIT|2MBVNT|367VULN|4TLV|5FEWX|8MLV|aRCR
48	54171 21311	   	259.90	DCR|2LIT|3VULN|1MLV	19LIT|2MBVNT|3MLV|467VULN|5FEWX|8ERES|aRCR
49	54371 21411	   	259.90	DCR|2LIT|3VULN|1MLV	19LIT|2MBVNT|3NUKE|467VULN|5FEWX|8MLV|aRCR
50	15213 16211	   	259.86	DCR|2LIT|3VULN|1MLV|1SELL	1BEXP|245VULN|3MLV|69LIT|7RPLT|8SELL|aRCR
51	15213 46211	   	259.86	DCR|2LIT|3VULN|1MLV|1SELL	1BEXP|245VULN|3MLV|6RPLT|79LIT|8SELL|aRCR
52	15221 24116	   	259.83	DCR|2LIT|2VULN|1MLV|1DMG	1BEXP|26VULN|3MLV|47LIT|5FEWX|8LHND|9RCR|aDMG
53	15221 25216	   	259.83	DCR|2LIT|2VULN|1MLV|1DMG	1BEXP|26VULN|3MLV|48LIT|5FEWX|7LHND|9RCR|aDMG
54	11212 26216	   	259.73	DCR|2LIT|2VULN|1MLV|1DMG	1BEXP|2DUST|3MLV|46VULN|5LHND|78LIT|9RCR|aDMG
55	15225 22216	   	259.73	DCR|2LIT|2VULN|1MLV|1DMG	1BEXP|26VULN|3MLV|48LIT|5LEGI|7FEWX|9RCR|aDMG
56	16213 26216	   	259.73	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	1BEXP|2LHND|3MLV|46VULN|5DUR|78LIT|9RCR|aDMG
57	12522 12346	   	259.24	DCR|1LIT|2DMG|1VULN|1MLV|1CDMG|1ASPD	1BEXP|2ASPD|3aDMG|4VULN|5CDMG|6CGEN|7RCR|8LIT|9MLV
58	12522 22346	   	259.24	DCR|1LIT|2DMG|1VULN|1MLV|1CDMG|1ASPD	1BEXP|2ASPD|3aDMG|4VULN|5CDMG|6TLV|7RCR|8LIT|9MLV
59	12522 22626	   	259.24	DCR|1LIT|2DMG|1VULN|1MLV|1CDMG|1ASPD	1BEXP|2ASPD|3aDMG|4VULN|5CDMG|6TLV|7RCR|8MLV|9LIT
60	15213 14116	 * 	259.10	DCR|3VULN|1LIT|1MLV|1DMG	1BEXP|245VULN|3MLV|6LIT|7LWND|8LHND|9RCR|aDMG
61	15221 21116	   	259.10	DCR|3VULN|1LIT|1MLV|1DMG	1BEXP|267VULN|3MLV|4LIT|5FEWX|8LHND|9RCR|aDMG
62	15225 21116	   	259.00	DCR|3VULN|1LIT|1MLV|1DMG	1BEXP|267VULN|3MLV|4LIT|5LEGI|8LHND|9RCR|aDMG
63	15226 21116	   	259.00	DCR|3VULN|1LIT|1MLV|1DMG	1BEXP|267VULN|3MLV|4LIT|5DUST|8LHND|9RCR|aDMG
64	16216 13313	   	259.00	DCR|3VULN|1LIT|1MLV|1DMG	1BEXP|2LHND|3MLV|478VULN|5ERES|6DMG|9RCR|aLIT
65	54173 24212	   	258.71	DCR|2LIT|2VULN|1MLV|1CDMG	17LIT|2MBVNT|3MLV|4aVULN|5RPLT|6RCR|8CDMG|9BEXP
66	54173 24242	   	258.71	DCR|2LIT|2VULN|1MLV|1CDMG	17LIT|2MBVNT|3MLV|4aVULN|5RPLT|6RCR|8CDMG|9LHND
67	15231 51211	   	258.55	DCR|2LIT|2VULN|1MLV|1ASPD	1BEXP|25VULN|3MLV|4ZMB|6RMIN|7ASPD|89LIT|aRCR
68	53132 51211	   	258.55	DCR|2LIT|2VULN|1MLV|1ASPD	19LIT|2LHND|3MLV|4CGEN|57VULN|6ZMB|8ASPD|aRCR
69	53162 51211	   	258.55	DCR|2LIT|2VULN|1MLV|1ASPD	19LIT|2LHND|3MLV|4RMIN|57VULN|6ZMB|8ASPD|aRCR
70	53144 32734	   	258.45	DCR|2LIT|2VULN|1MLV|1ASPD	16LIT|2LHND|3MLV|4MBVNT|5ASPD|78VULN|9ZMB|aRCR
71	53144 61234	   	258.45	DCR|2LIT|2VULN|1MLV|1ASPD	18LIT|2LHND|3MLV|4MBVNT|5ASPD|6ZMB|79VULN|aRCR
72	54213 31234	   	258.45	DCR|2LIT|2VULN|1MLV|1ASPD	18LIT|2MBVNT|3LWND|4ASPD|5ZMB|6MLV|79VULN|aRCR
73	22342 32163	 * 	258.04	DCR|1LIT|2VULN|2DMG|1MLV	1VENICY|2LHND|35DMG|4LIT|6RPLT|7RCR|8aVULN|9MLV
74	32342 32163	   	258.04	DCR|1LIT|2VULN|2DMG|1MLV	1CANTOX|2LHND|35DMG|4LIT|6RPLT|7RCR|8aVULN|9MLV
75	15221 22522	   	258.03	DCR|2LIT|2VULN|1MLV|1DMG	1BEXP|26VULN|3MLV|48LIT|5FEWX|7BELT|9DMG|aRCR
76	15221 24422	   	258.03	DCR|2LIT|2VULN|1MLV|1DMG	1BEXP|26VULN|3MLV|47LIT|5FEWX|8BELT|9DMG|aRCR
77	15241 16233	   	258.03	DCR|2LIT|2VULN|1MLV|1DMG	1BEXP|29VULN|3MLV|4FEWX|5TLV|6DMG|78LIT|aRCR
78	11211 16233	   	257.93	DCR|2LIT|2VULN|1MLV|1DMG	1BEXP|2DUST|3MLV|49VULN|5TLV|6DMG|78LIT|aRCR
79	15226 22522	   	257.93	DCR|2LIT|2VULN|1MLV|1DMG	1BEXP|26VULN|3MLV|48LIT|5DUST|7BELT|9DMG|aRCR
80	15432 16233	   	257.93	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	1BEXP|29VULN|3DUR|4TLV|5MLV|6DMG|78LIT|aRCR
81	15222 33233	   	257.83	DCR|2LIT|2VULN|1MLV|1DMG	1BEXP|29VULN|3MLV|48LIT|5ERES|6DUST|7DMG|aRCR
82	54132 71311	   	257.83	DCR|2LIT|2VULN|1MLV|1DMG	19LIT|2MBVNT|3MLV|4CGEN|57VULN|6DMG|8ERES|aRCR
83	54135 11311	   	257.83	DCR|2LIT|2VULN|1MLV|1DMG	19LIT|2MBVNT|3MLV|4CGEN|5DMG|67VULN|8ERES|aRCR
84	54135 31234	   	257.83	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	18LIT|2MBVNT|3MLV|4CGEN|5DMG|6DUR|79VULN|aRCR
85	56112 61233	   	257.83	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	18LIT|2BEXP|3MLV|4DUR|5ERES|6DMG|79VULN|aRCR
86	25333 62531	   	257.62	DCR|3VULN|1LIT|1MLV|1CDMG	15VENICY|2ZMB|3CDMG|456VULN|5BPWR|7LIT|8DUST|9MLV|aRCR
87	35333 62531	   	257.62	DCR|3VULN|1LIT|1MLV|1CDMG	15CANTOX|2ZMB|3CDMG|456VULN|5BPWR|7LIT|8DUST|9MLV|aRCR
88	15221 21422	   	257.30	DCR|3VULN|1LIT|1MLV|1DMG	1BEXP|267VULN|3MLV|4LIT|5FEWX|8BELT|9DMG|aRCR
89	15221 26333	   	257.30	DCR|3VULN|1LIT|1MLV|1DMG	1BEXP|269VULN|3MLV|4LIT|5FEWX|7TLV|8DMG|aRCR
90	15222 61433	   	257.20	DCR|3VULN|1LIT|1MLV|1DMG	1BEXP|279VULN|3MLV|4LIT|5ERES|6DMG|8FEWX|aRCR
91	15226 21422	   	257.20	DCR|3VULN|1LIT|1MLV|1DMG	1BEXP|267VULN|3MLV|4LIT|5DUST|8BELT|9DMG|aRCR
92	15226 26333	   	257.20	DCR|3VULN|1LIT|1MLV|1DMG	1BEXP|269VULN|3MLV|4LIT|5DUST|7TLV|8DMG|aRCR
93	54171 23334	   	257.20	DCR|3VULN|1LIT|1MLV|1DMG	1LIT|2MBVNT|3MLV|469VULN|5FEWX|7CGEN|8DMG|aRCR
94	63123 16236	   	257.20	DCR|3VULN|1LIT|1MLV|1DMG	1DMSP|2DUST|3MLV|459VULN|6LIT|7RPLT|8DMG|aRCR
95	51422 31432	   	257.10	DCR|3LIT|1FLTARM|1VULN|1ASPD	167LIT|2ASPD|3ZMB|4LHND|5VULN|8BEXP|9RCR|aFLTARM
96	51425 31232	   	257.10	DCR|3LIT|1FLTARM|1VULN|1ASPD	167LIT|2ASPD|3ZMB|4LHND|5BEXP|8VULN|9RCR|aFLTARM
97	11216 13353	   	257.10	DCR|3VULN|1LIT|1MLV|1DMG	1BEXP|2DUST|3MLV|478VULN|5ERES|6DMG|9LIT|aRCR
98	15222 61533	   	257.10	DCR|3VULN|1LIT|1MLV|1DMG	1BEXP|279VULN|3MLV|4LIT|5ERES|6DMG|8DUST|aRCR
99	53162 31116	 * 	257.06	DCR|3LIT|2VULN|1MLV	167LIT|2LHND|3MLV|4RMIN|5aVULN|8FEWX|9RCR
100	53152 31216	   	256.86	DCR|3LIT|2VULN|1MLV|1DUR	167LIT|2LHND|3MLV|4DUR|5ERES|8aVULN|9RCR
101	12513 52236	 * 	256.44	DCR|3VULN|1LIT|2DMG|1ASPD	1BEXP|2ASPD|38DMG|4RPLT|569VULN|7LIT|aRCR
102	51411 12613	 * 	256.44	DCR|2LIT|1MLV|2ASPD|1DMG|2CDMG	17LIT|27ASPD|3ZMB|4FEWX|57CDMG|6MBVNT|7BPWR|8RCR|9DMG|aMLV
103	15213 13123	   	256.30	DCR|4VULN|1LIT|1MLV	1BEXP|2457VULN|3MLV|6LIT|8DUST|9FEWX|aRCR
104	15213 13333	   	256.30	DCR|4VULN|1LIT|1MLV|1DUR	1BEXP|2457VULN|3MLV|6LIT|8FEWX|9DUR|aRCR
105	15213 13423	   	256.30	DCR|4VULN|1LIT|1MLV	1BEXP|2457VULN|3MLV|6LIT|8LEGI|9FEWX|aRCR
106	15213 13511	   	256.30	DCR|4VULN|1LIT|1MLV	1BEXP|2457VULN|3MLV|6LIT|8MBVNT|9RMIN|aRCR
107	15213 13561	   	256.30	DCR|4VULN|1LIT|1MLV	1BEXP|2457VULN|3MLV|6LIT|8MBVNT|9CGEN|aRCR
108	15213 42315	   	256.28	DCR|3VULN|1LIT|1MLV|1CDMG	1BEXP|245VULN|3MLV|6RPLT|7RCR|8LIT|9RCVC|aCDMG
109	15213 42333	   	256.28	DCR|3VULN|1LIT|1MLV|1CDMG	1BEXP|245VULN|3MLV|6RPLT|7RCR|8LIT|9LWND|aCDMG
110	15213 42363	   	256.28	DCR|3VULN|1LIT|1MLV|1CDMG	1BEXP|245VULN|3MLV|6RPLT|7RCR|8LIT|9FEWX|aCDMG
111	15213 42423	   	256.28	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|245VULN|3MLV|6RPLT|7RCR|8CGEN|9LIT|aASPD
112	15213 42623	   	256.28	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|245VULN|3MLV|6RPLT|7RCR|8TLV|9LIT|aASPD
113	15211 32244	   	256.21	DCR|4VULN|1MLV|1DMG|1CDMG	1BEXP|2489VULN|3MLV|5ERES|6CDMG|7DMG|aRCR
114	15213 13551	   	256.20	DCR|4VULN|1LIT|1MLV	1BEXP|2457VULN|3MLV|6LIT|8MBVNT|9ERES|aRCR
115	54371 21431	   	256.20	DCR|4VULN|1LIT|1MLV	1LIT|2MBVNT|3NUKE|4679VULN|5FEWX|8MLV|aRCR
116	15213 42323	   	256.18	DCR|3VULN|1LIT|1MLV|1CDMG	1BEXP|245VULN|3MLV|6RPLT|7RCR|8LIT|9DUST|aCDMG
117	12213 11332	 * 	255.91	DCR|2LIT|3VULN|2ASPD	1BEXP|27ASPD|345VULN|6aLIT|8BELT|9RCR
118	53162 31262	   	255.26	DCR|3LIT|2VULN|1MLV	167LIT|29LHND|3MLV|4RMIN|58VULN|aRCR
119	53162 32162	   	255.26	DCR|3LIT|2VULN|1MLV	168LIT|29LHND|3MLV|4RMIN|57VULN|aRCR
120	51673 43312	   	254.53	DCR|1LIT|2VULN|1MLV|1CDMG|1ASPD	1LIT|2ASPD|3MBVNT|4aVULN|5ZMB|6TSLARM|7RCR|8MLV|9CDMG
121	54813 43312	   	254.53	DCR|1LIT|2VULN|1MLV|1CDMG|1ASPD	1LIT|2MBVNT|3aVULN|4ASPD|5ZMB|6TSLARM|7RCR|8MLV|9CDMG
122	15216 11325	   	254.38	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|24aVULN|3MLV|5LWND|6ASPD|7DUST|8RCR|9LIT
123	12522 12343	   	254.11	DCR|1LIT|1VULN|1MLV|2ASPD|1DMG|1CDMG	1BEXP|2aASPD|3DMG|4VULN|5CDMG|6CGEN|7RCR|8LIT|9MLV
124	12522 22343	   	254.11	DCR|1LIT|1VULN|1MLV|2ASPD|1DMG|1CDMG	1BEXP|2aASPD|3DMG|4VULN|5CDMG|6TLV|7RCR|8LIT|9MLV
125	12522 22623	   	254.11	DCR|1LIT|1VULN|1MLV|2ASPD|1DMG|1CDMG	1BEXP|2aASPD|3DMG|4VULN|5CDMG|6TLV|7RCR|8MLV|9LIT
126	56316 23232	 * 	253.47	ACR|3LIT|2VULN|1FLTARM|2DUR|1ASPD	178LIT|2BEXP|3NUKE|47DUR|5RCR|67VULN|7BPWR|9ASPD|aFLTARM
127	15221 24111	   	253.41	DCR|2LIT|2VULN|1MLV|1ASPD	1BEXP|26VULN|3MLV|47LIT|5FEWX|8LHND|9RCR|aASPD
128	15221 25211	   	253.41	DCR|2LIT|2VULN|1MLV|1ASPD	1BEXP|26VULN|3MLV|48LIT|5FEWX|7LHND|9RCR|aASPD
129	15242 26211	   	253.41	DCR|2LIT|2VULN|1MLV|1ASPD	1BEXP|26VULN|3MLV|4FEWX|5LHND|78LIT|9RCR|aASPD
130	15352 26211	   	253.41	DCR|2LIT|2VULN|1MLV|1ASPD	1BEXP|26VULN|3FEWX|4LWND|5MLV|78LIT|9RCR|aASPD
131	15225 24111	   	253.31	DCR|2LIT|2VULN|1MLV|1ASPD	1BEXP|26VULN|3MLV|47LIT|5LEGI|8LHND|9RCR|aASPD
132	15226 24111	   	253.31	DCR|2LIT|2VULN|1MLV|1ASPD	1BEXP|26VULN|3MLV|47LIT|5DUST|8LHND|9RCR|aASPD
133	11212 26211	   	253.31	DCR|2LIT|2VULN|1MLV|1ASPD	1BEXP|2DUST|3MLV|46VULN|5LHND|78LIT|9RCR|aASPD
134	15216 36211	   	253.31	DCR|2LIT|2VULN|1MLV|1ASPD|1DUR	1BEXP|24VULN|3MLV|5LWND|6DUR|78LIT|9RCR|aASPD
135	15225 22211	   	253.31	DCR|2LIT|2VULN|1MLV|1ASPD	1BEXP|26VULN|3MLV|48LIT|5LEGI|7FEWX|9RCR|aASPD
136	15225 25211	   	253.31	DCR|2LIT|2VULN|1MLV|1ASPD	1BEXP|26VULN|3MLV|48LIT|5LEGI|7LHND|9RCR|aASPD
137	15226 25211	   	253.31	DCR|2LIT|2VULN|1MLV|1ASPD	1BEXP|26VULN|3MLV|48LIT|5DUST|7LHND|9RCR|aASPD
138	16213 26211	   	253.31	DCR|2LIT|2VULN|1MLV|1ASPD|1DUR	1BEXP|2LHND|3MLV|46VULN|5DUR|78LIT|9RCR|aASPD
139	16432 26211	   	253.31	DCR|2LIT|2VULN|1MLV|1ASPD|1DUR	1BEXP|2LHND|3DUR|46VULN|5MLV|78LIT|9RCR|aASPD
140	54173 24221	   	253.10	DCR|2LIT|1VULN|1MLV|1CDMG|1ASPD	17LIT|2MBVNT|3MLV|4VULN|5RPLT|6RCR|8CDMG|9ZMB|aASPD
141	15213 42341	 * 	252.94	DCR|2MLV|3VULN|1LIT	1BEXP|245VULN|39MLV|6RPLT|7RCR|8LIT|aRCVC
142	15213 42342	   	252.94	DCR|2MLV|3VULN|1LIT	1BEXP|245VULN|39MLV|6RPLT|7RCR|8LIT|aRMIN
143	11162 43323	   	252.91	DCR|2LIT|1FLTARM|1VULN|1MLV	1BEXP|2DUST|3SPLARM|47LIT|5VULN|6FRZICY|8RCR|9FLTARM|aMLV
144	11162 13323	   	252.81	DCR|2LIT|1FLTARM|1MLV|1VULN	1BEXP|2DUST|3SPLARM|47LIT|5VULN|6BASARM|8RCR|9FLTARM|aMLV
145	15213 42343	   	252.79	DCR|2MLV|3VULN|1LIT|1DUR	1BEXP|245VULN|39MLV|6RPLT|7RCR|8LIT|aDUR
146	12125 65313	   	252.78	DCR|3VULN|1LIT|1MLV|1ASPD	15BEXP|2ASPD|3TLV|458VULN|5BPWR|6MLV|7LWND|9RCR|aLIT
147	12125 66313	   	252.78	DCR|3VULN|1LIT|1MLV|1ASPD	15BEXP|2ASPD|3TLV|458VULN|5BPWR|6MLV|7LHND|9RCR|aLIT
148	15213 14111	   	252.68	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|245VULN|3MLV|6LIT|7LWND|8LHND|9RCR|aASPD
149	15213 14411	   	252.68	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|245VULN|3MLV|6LIT|7LWND|8FEWX|9RCR|aASPD
150	15221 21111	   	252.68	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|267VULN|3MLV|4LIT|5FEWX|8LHND|9RCR|aASPD
151	12121 65313	   	252.68	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|2ASPD|3TLV|458VULN|6MLV|7LWND|9RCR|aLIT
152	12121 66313	   	252.68	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|2ASPD|3TLV|458VULN|6MLV|7LHND|9RCR|aLIT
153	12213 21313	   	252.68	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|2ASPD|345VULN|6CGEN|7LWND|8MLV|9RCR|aLIT
154	12213 61313	   	252.68	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|2ASPD|345VULN|6TLV|7LWND|8MLV|9RCR|aLIT
155	12213 66313	   	252.68	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|2ASPD|345VULN|6TLV|7MLV|8LHND|9RCR|aLIT
156	15213 62313	   	252.68	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|245VULN|3MLV|6TLV|7ASPD|8LHND|9RCR|aLIT
157	15216 41313	   	252.68	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|246VULN|3MLV|5LWND|7ASPD|8TLV|9RCR|aLIT
158	63123 16216	   	252.64	DCR|1LIT|2VULN|2DMG|1MLV	1DMSP|2DUST|3MLV|45VULN|6LIT|7RPLT|89DMG|aRCR
159	15225 21111	   	252.58	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|267VULN|3MLV|4LIT|5LEGI|8LHND|9RCR|aASPD
160	15225 21411	   	252.58	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|267VULN|3MLV|4LIT|5LEGI|8FEWX|9RCR|aASPD
161	15226 21111	   	252.58	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|267VULN|3MLV|4LIT|5DUST|8LHND|9RCR|aASPD
162	12211 65313	   	252.58	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|2ASPD|348VULN|5ERES|6MLV|7LWND|9RCR|aLIT
163	12211 66313	   	252.58	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|2ASPD|348VULN|5ERES|6MLV|7LHND|9RCR|aLIT
164	12213 25313	   	252.58	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|2ASPD|345VULN|6CGEN|7LEGI|8MLV|9RCR|aLIT
165	12213 26513	   	252.58	DCR|3VULN|1LIT|1MLV|1ASPD|1DUR	1BEXP|2ASPD|345VULN|6CGEN|7MLV|8DUR|9RCR|aLIT
166	12213 65313	   	252.58	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|2ASPD|345VULN|6TLV|7LEGI|8MLV|9RCR|aLIT
167	12213 66513	   	252.58	DCR|3VULN|1LIT|1MLV|1ASPD|1DUR	1BEXP|2ASPD|345VULN|6TLV|7MLV|8DUR|9RCR|aLIT
168	15213 14511	   	252.58	DCR|3VULN|1LIT|1MLV|1ASPD	1BEXP|245VULN|3MLV|6LIT|7LWND|8DUST|9RCR|aASPD
169	15213 22513	   	252.58	DCR|3VULN|1LIT|1MLV|1ASPD|1DUR	1BEXP|245VULN|3MLV|6CGEN|7ASPD|8DUR|9RCR|aLIT
