0	Index      	 *	Score 	Summary	Detail	
1	62212 12542	 * 	202.40	ACR|3DMG|1BASARM|1VULN	1ERES|28CGEN|357DMG|4RCR|6VENFST|9BASARM|aVULN
50	65215 23123	   	185.65	ACR|2VULN|2DMG|1ASPD|1BEXP	1ERES|2MLV|38DMG|4RCR|5LWND|6aVULN|7BEXP|9ASPD
51	63213 31661	 * 	185.55	ACR|2DMG|2BEXP|1ASPD|1AART	19ERES|2AAC|39DMG|4RCR|5DMSP|69BEXP|7LEGI|8AART|9BPWR|aASPD
52	62213 35133	   	185.54	ACR|1BASARM|2DMG|1AART	1ERES|2CGEN|39DMG|4RCR|5AART|6MLV|7RMIN|8LHND|aBASARM
53	62213 35423	   	185.54	ACR|1BASARM|2DMG|1AART	1ERES|2CGEN|38DMG|4RCR|5AART|6MLV|7RMIN|9LHND|aBASARM
54	62212 33244	   	185.44	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6BEXP|7LWND|8AIRHEL|9BASARM|aZMB
55	62213 63423	   	185.44	ACR|1BASARM|2DMG|1AART	1ERES|2CGEN|38DMG|4RCR|5AART|6RMIN|7TLV|9LHND|aBASARM
56	63212 33531	   	185.44	ACR|1BASARM|2DMG|1BEXP	1ERES|2AAC|35DMG|4RCR|6BEXP|7LWND|8DUR|9LHND|aBASARM
57	62213 63133	   	185.44	ACR|1BASARM|2DMG|1AART	1ERES|2CGEN|39DMG|4RCR|5AART|6RMIN|7TLV|8LHND|aBASARM
58	62212 11241	   	185.34	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6VENFST|7DUR|8DUST|9BASARM|aBEXP
59	62212 11242	   	185.34	ACR|1BASARM|2DMG|1VULN	1ERES|2CGEN|35DMG|4RCR|6VENFST|7DUR|8DUST|9BASARM|aVULN
60	62212 13241	   	185.34	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6VENFST|7BEXP|8DUST|9BASARM|aFEWX
61	62212 13244	   	185.34	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6VENFST|7BEXP|8DUST|9BASARM|aZMB
62	62212 16241	   	185.34	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6VENFST|7FEWX|8DUST|9BASARM|aBEXP
63	62212 16242	   	185.34	ACR|1BASARM|2DMG|1VULN	1ERES|2CGEN|35DMG|4RCR|6VENFST|7FEWX|8DUST|9BASARM|aVULN
64	62212 31244	   	185.34	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6BEXP|7LEGI|8AIRHEL|9BASARM|aZMB
65	62212 32241	   	185.34	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6BEXP|7MSLFST|8DUST|9BASARM|aFEWX
66	62212 32244	   	185.34	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6BEXP|7MSLFST|8DUST|9BASARM|aZMB
67	62212 33245	   	185.34	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6BEXP|7LWND|8AIRHEL|9BASARM|aAEMAG
68	62212 33246	   	185.34	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6BEXP|7LWND|8AIRHEL|9BASARM|aMBVNT
69	62212 34241	   	185.34	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6BEXP|7DUST|8AIRHEL|9BASARM|aFEWX
70	62212 51242	   	185.34	ACR|1BASARM|2DMG|1VULN	1ERES|27CGEN|35DMG|4RCR|6MDPS|8AIRHEL|9BASARM|aVULN
71	62213 15623	   	185.34	ACR|1BASARM|2DMG|1AART	1ERES|2CGEN|38DMG|4RCR|5AART|6FEWX|7DUST|9FLTARM|aBASARM
72	62213 25623	   	185.34	ACR|1BASARM|2DMG|1AART	1ERES|2CGEN|38DMG|4RCR|5AART|6LWND|7DUST|9FLTARM|aBASARM
73	63212 31331	   	185.34	ACR|1BASARM|2DMG|1BEXP	1ERES|2AAC|35DMG|4RCR|6BEXP|7LEGI|8LWND|9LHND|aBASARM
74	63212 31351	   	185.34	ACR|1BASARM|2DMG|1BEXP	1ERES|2AAC|35DMG|4RCR|6BEXP|7LEGI|8LWND|9DUR|aBASARM
75	63212 31531	   	185.34	ACR|1BASARM|2DMG|1BEXP	1ERES|2AAC|35DMG|4RCR|6BEXP|7LEGI|8DUR|9LHND|aBASARM
76	63212 33561	   	185.34	ACR|1BASARM|2DMG|1BEXP	1ERES|2AAC|35DMG|4RCR|6BEXP|7LWND|8DUR|9DUST|aBASARM
77	63212 34331	   	185.34	ACR|1BASARM|2DMG|1BEXP	1ERES|2AAC|35DMG|4RCR|6BEXP|7DUST|8LWND|9LHND|aBASARM
78	63212 34431	   	185.34	ACR|1BASARM|2DMG|1BEXP	1ERES|2AAC|35DMG|4RCR|6BEXP|7DUST|8DUR|9LHND|aBASARM
79	63212 51423	   	185.34	ACR|1BASARM|2DMG|1VULN	1ERES|2AAC|35DMG|4RCR|6MDPS|7CGEN|8BASARM|9MLV|aVULN
80	65212 11241	   	185.34	ACR|1BASARM|2DMG|1BEXP	1ERES|2MLV|35DMG|4RCR|6VENFST|7DUR|8DUST|9BASARM|aBEXP
81	65212 11242	   	185.34	ACR|1BASARM|2DMG|1VULN	1ERES|2MLV|35DMG|4RCR|6VENFST|7DUR|8DUST|9BASARM|aVULN
82	65212 13241	   	185.34	ACR|1BASARM|2DMG|1BEXP	1ERES|2MLV|35DMG|4RCR|6VENFST|7BEXP|8DUST|9BASARM|aFEWX
83	65212 32241	   	185.34	ACR|1BASARM|2DMG|1BEXP	1ERES|2MLV|35DMG|4RCR|6BEXP|7MSLFST|8DUST|9BASARM|aFEWX
84	62212 13243	   	185.24	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6VENFST|7BEXP|8aDUST|9BASARM
85	62212 13245	   	185.24	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6VENFST|7BEXP|8DUST|9BASARM|aAEMAG
86	62212 13246	   	185.24	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6VENFST|7BEXP|8DUST|9BASARM|aMBVNT
87	62212 31245	   	185.24	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6BEXP|7LEGI|8AIRHEL|9BASARM|aAEMAG
88	62212 31246	   	185.24	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6BEXP|7LEGI|8AIRHEL|9BASARM|aMBVNT
89	62212 32243	   	185.24	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6BEXP|7MSLFST|8aDUST|9BASARM
90	62212 32245	   	185.24	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6BEXP|7MSLFST|8DUST|9BASARM|aAEMAG
91	62212 32246	   	185.24	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6BEXP|7MSLFST|8DUST|9BASARM|aMBVNT
92	62212 34243	   	185.24	ACR|1BASARM|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6BEXP|7aDUST|8AIRHEL|9BASARM
93	63212 31561	   	185.24	ACR|1BASARM|2DMG|1BEXP	1ERES|2AAC|35DMG|4RCR|6BEXP|7LEGI|8DUR|9DUST|aBASARM
94	65212 13243	   	185.24	ACR|1BASARM|2DMG|1BEXP	1ERES|2MLV|35DMG|4RCR|6VENFST|7BEXP|8aDUST|9BASARM
95	65212 32243	   	185.24	ACR|1BASARM|2DMG|1BEXP	1ERES|2MLV|35DMG|4RCR|6BEXP|7MSLFST|8aDUST|9BASARM
96	63214 14212	   	185.20	ACR|2ASPD|2DMG|1VULN|2AAC	18ERES|29AAC|38DMG|4RCR|5LHND|6LWND|78ASPD|8BPWR|aVULN
97	11141 21462	 * 	184.72	ACR|2ASPD|1VULN|2CDMG|1AART|1BEXP	19CDMG|2BEXP|39DUR|4RPLT|5RCR|6MDPS|79ASPD|8AART|9BPWR|aVULN
98	21213 51146	 * 	183.93	DCR|3DMG|1BASARM|1VULN|1AART	13LIT|235DMG|3BPWR|4CGEN|6VULN|7RPLT|8BASARM|9AART|aRCR
99	62213 15521	 * 	182.81	ACR|1BASARM|1VULN|1DMG|1AART	1ERES|2CGEN|3DMG|4RCR|5AART|6FEWX|7DUST|8BASARM|9VULN|aLWND
100	62213 15522	   	182.81	ACR|1BASARM|1VULN|1DMG|1AART	1ERES|2CGEN|3DMG|4RCR|5AART|6FEWX|7DUST|8BASARM|9VULN|aDUR
101	62212 35623	 * 	182.66	ACR|3DMG|1VULN|1CDMG|1BEXP	1ERES|2CGEN|358DMG|4RCR|6BEXP|7LIT|9VULN|aCDMG
102	62216 21533	   	182.66	ACR|3DMG|1VULN|1CDMG|1BEXP	1ERES|2CGEN|379DMG|4RCR|5VULN|6LIT|8BEXP|aCDMG
103	62212 35233	   	182.66	ACR|3DMG|1VULN|1CDMG|1BEXP	1ERES|2CGEN|359DMG|4RCR|6BEXP|7LIT|8VULN|aCDMG
104	65212 35233	   	182.66	ACR|3DMG|1VULN|1CDMG|1BEXP	1ERES|2MLV|359DMG|4RCR|6BEXP|7LIT|8VULN|aCDMG
105	62211 33241	   	182.59	ACR|1BASARM|2BEXP|1DMG	15ERES|2CGEN|3DMG|4RCR|6aBEXP|7LWND|8AIRHEL|9BASARM
106	65211 33241	   	182.59	ACR|1BASARM|2BEXP|1DMG	15ERES|2MLV|3DMG|4RCR|6aBEXP|7LWND|8MULARM|9BASARM
107	63212 35623	   	182.56	ACR|3DMG|1VULN|1CDMG|1BEXP	1ERES|2AAC|358DMG|4RCR|6BEXP|7LIT|9VULN|aCDMG
108	63216 21533	   	182.56	ACR|3DMG|1VULN|1CDMG|1BEXP	1ERES|2AAC|379DMG|4RCR|5VULN|6LIT|8BEXP|aCDMG
109	63212 35233	   	182.56	ACR|3DMG|1VULN|1CDMG|1BEXP	1ERES|2AAC|359DMG|4RCR|6BEXP|7LIT|8VULN|aCDMG
110	62211 31241	   	182.49	ACR|1BASARM|2BEXP|1DMG	15ERES|2CGEN|3DMG|4RCR|6aBEXP|7LEGI|8AIRHEL|9BASARM
111	65211 31241	   	182.49	ACR|1BASARM|2BEXP|1DMG	15ERES|2MLV|3DMG|4RCR|6aBEXP|7LEGI|8MULARM|9BASARM
112	62213 25532	   	182.26	ACR|1BASARM|1DMG|1AART|1BEXP	1ERES|2CGEN|3DMG|4RCR|5AART|6LWND|7DUST|8BASARM|9RCVC|aBEXP
113	33235 14353	 * 	181.97	ACR|2ASPD|1VULN|1DMG|1BEXP|1CDMG	1MULARM|2ERES|3VULN|46ASPD|5RCR|7DMG|8CGEN|9CDMG|aBEXP
114	63212 33623	 * 	181.74	ACR|2DMG|2BEXP|1VULN|1AART	1ERES|2AAC|35DMG|4RCR|6aBEXP|7LWND|8AART|9VULN
115	65213 51332	 * 	181.69	ACR|2VULN|2DMG|1AART|1BEXP	1aERES|2MLV|3aDMG|4RCR|5AART|6BEXP|7CGEN|8aVULN|9RPLT|aBPWR
116	63212 31623	   	181.64	ACR|2DMG|2BEXP|1VULN|1AART	1ERES|2AAC|35DMG|4RCR|6aBEXP|7LEGI|8AART|9VULN
117	11426 23141	 * 	181.63	DCR|1BASARM|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1CDMG|2BEXP|3ASPD|4RMIN|5VULN|6TLV|7DMG|8CGEN|9BASARM|aRCR
118	62213 55211	   	181.59	ACR|2VULN|2DMG|1AART|1BEXP	19ERES|2CGEN|39DMG|4RCR|5AART|6BEXP|7DUST|89VULN|9BPWR|aDUR
119	62213 52332	   	181.59	ACR|2VULN|2DMG|1AART|1BEXP	1aERES|2CGEN|3aDMG|4RCR|5AART|6BEXP|7AME|8aVULN|9RPLT|aBPWR
120	62213 25213	   	181.59	ACR|2VULN|2DMG|1AART|1BEXP	19ERES|2CGEN|39DMG|4RCR|5AART|6LWND|7DUST|89VULN|9BPWR|aBEXP
121	11426 23241	   	181.53	DCR|1BASARM|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1CDMG|2BEXP|3ASPD|4RMIN|5VULN|6TLV|7DMG|8ERES|9BASARM|aRCR
122	62213 25512	   	181.51	ACR|1BASARM|1DMG|1AART|1BEXP	1ERES|2CGEN|3DMG|4RCR|5AART|69LWND|7DUST|8BASARM|aBEXP
123	62213 55212	   	181.49	ACR|2VULN|2DMG|1AART|1BEXP	19ERES|2CGEN|39DMG|4RCR|5AART|6BEXP|7DUST|89VULN|9BPWR|aLEGI
124	62213 55213	   	181.49	ACR|2VULN|2DMG|1BEXP|1AART	19ERES|2CGEN|39DMG|4RCR|5AART|6BEXP|7DUST|89VULN|9BPWR|aMSLREG
125	63212 33624	   	181.49	ACR|2VULN|2DMG|1AART|1BEXP	1ERES|2AAC|35DMG|4RCR|6BEXP|7LWND|8AART|9aVULN
126	62211 26523	   	181.41	ACR|1BASARM|1DMG|1AART|1BEXP	158ERES|2CGEN|3DMG|4RCR|6ZMB|7AART|9BASARM|aBEXP
127	62211 33242	   	181.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	15ERES|2CGEN|3DMG|4RCR|6BEXP|7LWND|8AIRHEL|9BASARM|aCDMG
128	62211 33243	   	181.41	ACR|1BASARM|1DMG|1AART|1BEXP	15ERES|2CGEN|3DMG|4RCR|6BEXP|7LWND|8AIRHEL|9BASARM|aAART
129	62213 15533	   	181.41	ACR|1BASARM|1DMG|1BEXP|1AART	1ERES|2CGEN|3DMG|4RCR|5AART|6FEWX|7DUST|8BASARM|9TLV|aBEXP
130	62213 25522	   	181.41	ACR|1BASARM|1DMG|1AART|1BEXP	1ERES|2CGEN|3DMG|4RCR|5AART|6LWND|7DUST|8BASARM|9AME|aBEXP
131	65211 33242	   	181.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	15ERES|2MLV|3DMG|4RCR|6BEXP|7LWND|8MULARM|9BASARM|aCDMG
132	65211 33243	   	181.41	ACR|1BASARM|1DMG|1AART|1BEXP	15ERES|2MLV|3DMG|4RCR|6BEXP|7LWND|8MULARM|9BASARM|aAART
133	63212 31624	   	181.39	ACR|2VULN|2DMG|1AART|1BEXP	1ERES|2AAC|35DMG|4RCR|6BEXP|7LEGI|8AART|9aVULN
134	62211 31242	   	181.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	15ERES|2CGEN|3DMG|4RCR|6BEXP|7LEGI|8AIRHEL|9BASARM|aCDMG
135	62211 31243	   	181.31	ACR|1BASARM|1DMG|1AART|1BEXP	15ERES|2CGEN|3DMG|4RCR|6BEXP|7LEGI|8AIRHEL|9BASARM|aAART
136	65211 31242	   	181.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	15ERES|2MLV|3DMG|4RCR|6BEXP|7LEGI|8MULARM|9BASARM|aCDMG
137	65211 31243	   	181.31	ACR|1BASARM|1DMG|1AART|1BEXP	15ERES|2MLV|3DMG|4RCR|6BEXP|7LEGI|8MULARM|9BASARM|aAART
138	62212 35235	 * 	181.24	ACR|3DMG|2VULN|1BEXP	1ERES|2CGEN|359DMG|4RCR|6BEXP|7LIT|8aVULN
139	62213 15214	 * 	181.16	ACR|3VULN|2DMG|1AART	19ERES|2CGEN|39DMG|4RCR|5AART|6FEWX|7DUST|89aVULN|9BPWR
140	62213 25214	   	181.16	ACR|3VULN|2DMG|1AART	19ERES|2CGEN|39DMG|4RCR|5AART|6LWND|7DUST|89aVULN|9BPWR
141	63212 31662	 * 	181.14	ACR|3DMG|2BEXP|1AART	19ERES|2AAC|359DMG|4RCR|69BEXP|7LEGI|8AART|9BPWR|aLIT
142	63212 35235	   	181.14	ACR|3DMG|2VULN|1BEXP	1ERES|2AAC|359DMG|4RCR|6BEXP|7LIT|8aVULN
143	62212 14125	 * 	181.07	ACR|2ASPD|2DMG|2CDMG	1ERES|2aCGEN|35DMG|4RCR|6VENFST|7aASPD|8FLTFST|9aCDMG|aBPWR
144	63211 31663	   	181.04	ACR|3DMG|2BEXP|1AART	159ERES|2AAC|39aDMG|4RCR|69BEXP|7LEGI|8AART|9BPWR
145	63212 31661	   	181.04	ACR|3DMG|2BEXP|1AART	19aERES|2AAC|359DMG|4RCR|69BEXP|7LEGI|8AART|9BPWR
146	62216 24312	 * 	180.55	ACR|2DMG|1VULN|2BEXP|1CDMG	1ERES|2CGEN|38DMG|4RCR|5VULN|6LIT|7CDMG|9aBEXP
147	62212 35253	   	180.55	ACR|2DMG|2BEXP|1VULN|1CDMG	1ERES|2CGEN|35DMG|4RCR|69BEXP|7LIT|8VULN|aCDMG
148	63216 24312	   	180.45	ACR|2DMG|1VULN|2BEXP|1CDMG	1ERES|2AAC|38DMG|4RCR|5VULN|6LIT|7CDMG|9aBEXP
149	63212 35253	   	180.45	ACR|2DMG|2BEXP|1VULN|1CDMG	1ERES|2AAC|35DMG|4RCR|69BEXP|7LIT|8VULN|aCDMG
150	33635 11241	 * 	180.34	ACR|1BASARM|2ASPD|1BEXP	1MULARM|2ERES|3LHND|46ASPD|5RCR|7DUR|8TLV|9BASARM|aBEXP
151	33635 11242	 * 	180.34	ACR|1BASARM|2ASPD|1VULN	1MULARM|2ERES|3LHND|46ASPD|5RCR|7DUR|8TLV|9BASARM|aVULN
152	33535 11241	   	180.24	ACR|1BASARM|2ASPD|1BEXP	1MULARM|2ERES|3DUST|46ASPD|5RCR|7DUR|8TLV|9BASARM|aBEXP
153	33535 11242	   	180.24	ACR|1BASARM|2ASPD|1VULN	1MULARM|2ERES|3DUST|46ASPD|5RCR|7DUR|8TLV|9BASARM|aVULN
154	62211 12166	   	180.00	ACR|1BASARM|2DMG|1AAC	15ERES|2CGEN|37DMG|4RCR|6VENFST|8LWND|9BASARM|aAAC
155	62211 13242	   	179.99	ACR|1BASARM|1DMG|1VULN|1BEXP	15ERES|2CGEN|3DMG|4RCR|6VENFST|7BEXP|8DUST|9BASARM|aVULN
156	62211 32242	   	179.99	ACR|1BASARM|1DMG|1VULN|1BEXP	15ERES|2CGEN|3DMG|4RCR|6BEXP|7MSLFST|8DUST|9BASARM|aVULN
157	62211 34242	   	179.99	ACR|1BASARM|1DMG|1BEXP|1VULN	15ERES|2CGEN|3DMG|4RCR|6BEXP|7DUST|8AIRHEL|9BASARM|aVULN
158	65211 13242	   	179.99	ACR|1BASARM|1DMG|1VULN|1BEXP	15ERES|2MLV|3DMG|4RCR|6VENFST|7BEXP|8DUST|9BASARM|aVULN
159	65211 32242	   	179.99	ACR|1BASARM|1DMG|1VULN|1BEXP	15ERES|2MLV|3DMG|4RCR|6BEXP|7MSLFST|8DUST|9BASARM|aVULN
160	63212 25533	 * 	179.96	ACR|3DMG|1CDMG|1BEXP|1AART	1ERES|2AAC|358DMG|4RCR|6ZMB|7CDMG|9AART|aBEXP
161	11141 33164	   	179.47	ACR|1BASARM|1DMG|1BEXP|1CDMG	1CDMG|2BEXP|3DUR|4RPLT|5RCR|69RCVC|7FEWX|8DMG|aBASARM
