0	Index      	 *	Score 	Summary	Detail	
1	62532 25213	 * 	217.35	ACR|2VULN|2DMG|2BEXP|2AART	15VULN|2ZMB|3RCR|48AART|6aDMG|79BEXP
63	22535 15211	   	192.92	ACR|1BASARM|1DMG|1BASICY|1AART	1LHND|27ZMB|3RCR|4AART|5DMG|6MDPS|8TLV|9BASICY|aBASARM
64	36333 42211	   	192.85	ACR|1BASARM|2AART|1BASICY|1BEXP	1CGEN|2DUR|38AART|4RCR|5DUST|6FEWX|7BEXP|9BASICY|aBASARM
65	62532 32112	   	192.76	ACR|2VULN|3BEXP|1DMG|1AART	15VULN|2ZMB|3RCR|4AART|679BEXP|8NUKE|aDMG
66	62532 32212	   	192.76	ACR|2VULN|3BEXP|1DMG|1AART	15VULN|2ZMB|3RCR|4AART|679BEXP|8AME|aDMG
67	62532 32312	   	192.76	ACR|2VULN|3BEXP|1DMG|1AART	15VULN|2ZMB|3RCR|4AART|679BEXP|8AAC|aDMG
68	46333 42211	   	192.75	ACR|1BASARM|2AART|1BASICY|1BEXP	1ERES|2DUR|38AART|4RCR|5DUST|6FEWX|7BEXP|9BASICY|aBASARM
69	62553 23232	 * 	192.41	ACR|3AART|1VULN|1BASICY|1BEXP|1CDMG	1VULN|2ZMB|3RCR|4BEXP|5MDPS|678AART|9CDMG|aBASICY
70	62533 33234	 * 	191.99	ACR|3VULN|1DMG|2CDMG|1AART	16aVULN|2ZMB|3RCR|4AART|5aCDMG|7DUR|8DMG|9aLHND|aBPWR
71	62533 41213	   	191.67	ACR|2VULN|1ASPD|1DMG|1AART|1CDMG	18VULN|28ZMB|3RCR|4AART|5CDMG|6LIT|78FEWX|8BPWR|9DMG|aASPD
72	62533 43313	   	191.47	ACR|2VULN|1ASPD|1DMG|1CDMG|1AART	17VULN|2ZMB|3RCR|4AART|5CDMG|6LIT|8FEWX|9DMG|aASPD
73	62533 33216	   	191.47	ACR|2VULN|1ASPD|1DMG|1CDMG|1AART	16VULN|2ZMB|3RCR|4AART|5CDMG|7DUR|8DMG|9RPLT|aASPD
74	62533 23112	   	191.37	ACR|2VULN|1ASPD|1DMG|1CDMG|1AART	18VULN|2ZMB|3RCR|4AART|5CDMG|6MDPS|7FEWX|9DMG|aASPD
75	62533 62312	   	191.37	ACR|2VULN|1ASPD|1DMG|1CDMG|1AART	1aVULN|2ZMB|3RCR|4AART|5CDMG|6ASPD|7DMG|8DUST|9RMIN
76	62533 62132	   	191.27	ACR|2VULN|1ASPD|1DMG|1AART|1CDMG	1aVULN|2ZMB|3RCR|4AART|5CDMG|6ASPD|7DMG|8ERES|9LEGI
77	62522 23326	   	190.95	ACR|2VULN|2DMG|1ASPD|1BEXP	1aVULN|29ZMB|3RCR|4LIT|5BEXP|69CGEN|7ASPD|89DMG|9BPWR
78	62532 23433	 * 	190.90	ACR|2VULN|3DMG|1AART	15VULN|2ZMB|3RCR|4AART|68aDMG|7ERES|9RMIN
79	34213 43243	 * 	190.83	ACR|3VULN|1BASARM|1BEXP|1CDMG	16CGEN|246VULN|3MDPS|5RCR|6BPWR|7CDMG|8FEWX|9BEXP|aBASARM
80	62532 23422	   	190.80	ACR|2VULN|3DMG|1AART	15VULN|2ZMB|3RCR|4AART|68aDMG|7ERES|9MDPS
81	34213 33643	   	190.73	ACR|3VULN|1BASARM|1BEXP|1CDMG	1CGEN|248VULN|3MDPS|5RCR|6LWND|7CDMG|9BEXP|aBASARM
82	34213 43343	   	190.73	ACR|3VULN|1BASARM|1BEXP|1CDMG	16CGEN|246VULN|3MDPS|5RCR|6BPWR|7CDMG|8LEGI|9BEXP|aBASARM
83	34213 51523	   	190.73	ACR|3VULN|1BASARM|1BEXP|1CDMG	1CGEN|249VULN|3MDPS|5RCR|6BEXP|7DUR|8CDMG|aBASARM
84	34213 52523	   	190.73	ACR|3VULN|1BASARM|1BEXP|1CDMG	1CGEN|249VULN|3MDPS|5RCR|6BEXP|7LHND|8CDMG|aBASARM
85	44213 33343	   	190.63	ACR|3VULN|1BASARM|1BEXP|1CDMG	1ERES|248VULN|3MDPS|5RCR|6LWND|7CDMG|9BEXP|aBASARM
86	64133 33343	   	190.63	ACR|3VULN|1BASARM|1BEXP|1CDMG	128VULN|2BPWR|3ERES|4MDPS|5RCR|6LWND|7CDMG|9BEXP|aBASARM
87	36332 46112	   	190.41	ACR|2VULN|2DMG|1ASPD|1AART	1CGEN|2DUR|3AART|4RCR|58VULN|6FEWX|7aDMG|9ASPD
88	12532 43612	   	189.51	ACR|1VULN|1ASPD|1DMG|1CDMG|1BEXP|1AART	1LWND|2ZMB|3RCR|4AART|5VULN|6FEWX|7CDMG|8BEXP|9DMG|aASPD
89	22532 43612	   	189.51	ACR|1VULN|1ASPD|1DMG|1CDMG|1BEXP|1AART	1LHND|2ZMB|3RCR|4AART|5VULN|6FEWX|7CDMG|8BEXP|9DMG|aASPD
90	12532 62312	   	189.42	ACR|1VULN|2BEXP|1ASPD|1DMG|1AART	1LWND|2ZMB|3RCR|4AART|5VULN|67BEXP|8RMIN|9ASPD|aDMG
91	62531 53112	   	189.16	ACR|2VULN|1ASPD|1DMG|1AART|1BEXP	18VULN|2ZMB|3RCR|4AART|5RPLT|6BEXP|7FEWX|9DMG|aASPD
92	12532 46111	   	189.16	ACR|2VULN|1ASPD|1DMG|1BEXP|1AART	1LWND|2ZMB|3RCR|4AART|58VULN|6FEWX|7DMG|9ASPD|aBEXP
93	12532 66111	   	189.16	ACR|2VULN|1ASPD|1DMG|1BEXP|1AART	1LWND|2ZMB|3RCR|4AART|58VULN|6BEXP|7DMG|9ASPD|aFEWX
94	62531 12612	   	189.16	ACR|2VULN|1ASPD|1DMG|1AART|1BEXP	16VULN|2ZMB|3RCR|4AART|5RPLT|7FEWX|8BEXP|9DMG|aASPD
95	62532 12312	   	189.16	ACR|2VULN|1ASPD|1DMG|1AART|1BEXP	15VULN|2ZMB|3RCR|4AART|6DUR|7BEXP|8RMIN|9ASPD|aDMG
96	62532 24332	   	189.16	ACR|2VULN|1ASPD|1DMG|1AART|1BEXP	15VULN|2ZMB|3RCR|4AART|6DMG|7ASPD|8RMIN|9LHND|aBEXP
97	62532 26311	   	189.16	ACR|2VULN|1ASPD|1DMG|1BEXP|1AART	15VULN|2ZMB|3RCR|4AART|6DMG|7DUR|8FEWX|9ASPD|aBEXP
98	62532 36312	   	189.16	ACR|2VULN|1ASPD|1DMG|1AART|1BEXP	15VULN|2ZMB|3RCR|4AART|6BEXP|7DUR|8RMIN|9ASPD|aDMG
99	12532 63312	   	189.16	ACR|2VULN|1ASPD|1DMG|1AART|1BEXP	1LWND|2ZMB|3RCR|4AART|57VULN|6BEXP|8RMIN|9ASPD|aDMG
100	62532 24311	   	189.06	ACR|2VULN|1ASPD|1DMG|1AART|1BEXP	15VULN|2ZMB|3RCR|4AART|6DMG|7ASPD|8RMIN|9BEXP|aAME
101	62532 51212	   	189.06	ACR|2VULN|1ASPD|1DMG|1AART|1BEXP	15VULN|2ZMB|3RCR|4AART|6SNIHEL|7DMG|8ASPD|9LWND|aBEXP
102	62532 51233	   	189.06	ACR|2VULN|1ASPD|1DMG|1BEXP|1AART	15VULN|2aZMB|3RCR|4AART|6SNIHEL|7DMG|8ASPD|9BEXP
103	12532 61112	   	189.06	ACR|2VULN|1ASPD|1DMG|1AART|1BEXP	1LWND|2ZMB|3RCR|4AART|58VULN|6BEXP|7AAC|9ASPD|aDMG
104	22532 61112	   	189.06	ACR|2VULN|1ASPD|1DMG|1AART|1BEXP	1LHND|2ZMB|3RCR|4AART|58VULN|6BEXP|7AAC|9ASPD|aDMG
105	34121 61613	   	189.06	ACR|2VULN|1BASARM|1ASPD|1CDMG	1CGEN|28VULN|39RMIN|4NUKE|5RCR|6CDMG|7ASPD|aBASARM
106	62533 33212	   	188.99	ACR|2VULN|2DMG|1AART|1CDMG	16VULN|2ZMB|3RCR|4AART|5CDMG|7DUR|8aDMG|9RPLT
107	62533 34212	   	188.99	ACR|2VULN|2DMG|1AART|1CDMG	16VULN|2ZMB|3RCR|4AART|5CDMG|7LHND|8aDMG|9RPLT
108	62532 24211	   	188.96	ACR|2VULN|1ASPD|1DMG|1BEXP|1AART	15VULN|2ZMB|3RCR|4AART|6DMG|7ASPD|8aAME|9BEXP
109	62533 36212	   	188.89	ACR|2VULN|2DMG|1AART|1CDMG	16VULN|2ZMB|3RCR|4AART|5CDMG|7DUST|8aDMG|9RPLT
110	62532 26223	   	188.76	ACR|2VULN|2DMG|2AART	15VULN|2ZMB|3RCR|48AART|6aDMG|7DUR|9AEMAG
111	62535 13111	   	188.64	ACR|3VULN|1ASPD|1DMG|1AART	178VULN|2ZMB|3RCR|4AART|5DMG|6MDPS|9ASPD|aFEWX
112	62532 24232	   	188.64	ACR|3VULN|1ASPD|1DMG|1AART	15aVULN|2ZMB|3RCR|4AART|6DMG|7ASPD|8AME|9LHND
113	62532 51211	   	188.64	ACR|3VULN|1ASPD|1DMG|1AART	15aVULN|2ZMB|3RCR|4AART|6SNIHEL|7DMG|8ASPD|9LWND
114	12532 52312	 * 	188.38	ACR|1VULN|2AART|1ASPD|1DMG|1BEXP	1LWND|2ZMB|3RCR|46AART|5VULN|7BEXP|8RMIN|9ASPD|aDMG
115	36335 25111	   	188.12	ACR|1BASARM|1DMG|1BASICY|1AART	1CGEN|2DUR|3AART|4RCR|5DMG|6ZMB|7FEWX|8LHND|9BASICY|aBASARM
116	36336 52212	 * 	188.02	ACR|1BASARM|1ASPD|1DMG|1AART	1CGEN|2DUR|3AART|4RCR|5ERES|6BASARM|7DMSP|8ASPD|9LWND|aDMG
117	12522 15113	   	187.89	ACR|1BASARM|1ASPD|1BEXP|1CDMG	16LWND|2ZMB|3RCR|4LIT|5BEXP|7BASARM|8RCVC|9ASPD|aCDMG
118	12522 15123	   	187.89	ACR|1BASARM|1DMG|1BEXP|1CDMG	16LWND|2ZMB|3RCR|4LIT|5BEXP|7BASARM|8RCVC|9DMG|aCDMG
119	12522 15622	 * 	187.79	ACR|1BASARM|2BEXP|1ASPD	16LWND|2ZMB|3RCR|4LIT|5aBEXP|7BASARM|8AME|9ASPD
120	62531 23613	   	187.71	ACR|1BASARM|1VULN|1ASPD|1AART	1VULN|2ZMB|3RCR|4AART|5RPLT|6LSRREG|79ERES|8BASARM|aASPD
121	14143 32232	 * 	187.39	ACR|2VULN|2BEXP|2AART|1ASPD	1LWND|2MSLTOX|36VULN|47AART|5RCR|8ASPD|9aBEXP
122	14143 32532	   	187.39	ACR|2VULN|2BEXP|2AART|1DMG	1LWND|2MSLTOX|36VULN|47AART|5RCR|8DMG|9aBEXP
