0	Index      	Bounty	 *	Score 	Summary	Detail	
1	52322 15112	5	 * 	264.69	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	1LHND|28aVULN|37DUR|4CDMG|5TLV|6DMG|9RCR
19	52364 11212	10	   	260.20	DCR|4VULN|2TLV|2DUR	1aLHND|257aVULN|34DUR|6RCR|8DUST|9aTLV|aBPWR
20	32225 33563	2	   	259.75	DCR|3VULN|2DMG|1TLV|1CDMG	1LWND|236VULN|4CDMG|5TLV|7RCR|8LIT|9aDMG
21	13114 16111	1	   	259.74	DCR|3VULN|3DMG|2ASPD|1DUR	19ASPD|29aVULN|3LHND|4DUR|579DMG|6RCR|8MBVNT|9BPWR
22	15114 16111	3	   	259.74	DCR|3VULN|3DMG|2ASPD|1DUR	19ASPD|29aVULN|3LHND|4DUR|579DMG|6RCR|8MBVNT|9BPWR
23	15114 16111	2	   	259.74	DCR|3VULN|3DMG|2ASPD|1DUR	19ASPD|29aVULN|3LHND|4DUR|579DMG|6RCR|8MBVNT|9BPWR
24	14611 61232	9	   	259.44	DCR|3VULN|2DUR|1TLV|1DMG	1ASPD|2RPLT|35DUR|45aVULN|5BPWR|6TLV|7DMG|8FEWX|9RCR
25	12234 31152	10	 * 	258.77	DCR|3VULN|2DMG|2DUR|2ASPD	1aASPD|26DUR|3aMLV|4DUST|567VULN|6aBPWR|8RCR|9aDMG
26	12434 31152	10	   	258.77	DCR|3VULN|2DMG|2DUR|2ASPD	1aASPD|26DUR|3aCGEN|4DUST|567VULN|6aBPWR|8RCR|9aDMG
27	12144 16112	5	   	258.67	DCR|3VULN|2DMG|2DUR|2ASPD	19ASPD|29DUR|3LHND|47DMG|59aVULN|6RCR|8MBVNT|9BPWR
28	13114 15112	1	   	258.67	DCR|3VULN|2DMG|2DUR|2ASPD	19ASPD|29aVULN|3LHND|47DUR|59DMG|6RCR|8MBVNT|9BPWR
29	15114 15112	2	   	258.67	DCR|3VULN|2DMG|2DUR|2ASPD	19ASPD|29aVULN|3LHND|47DUR|59DMG|6RCR|8MBVNT|9BPWR
30	15114 15112	3	   	258.67	DCR|3VULN|2DMG|2DUR|2ASPD	19ASPD|29aVULN|3LHND|47DUR|59DMG|6RCR|8MBVNT|9BPWR
31	32225 33561	2	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LWND|236VULN|4CDMG|5TLV|7RCR|8LIT|9DMG|aDUR
32	36611 11152	7	 * 	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1LWND|23DUR|4TLV|59DMG|6RCR|7aVULN|8CDMG
33	52322 15212	5	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1LHND|2aVULN|37DUR|4CDMG|5TLV|68DMG|9RCR
34	62252 42113	10	   	255.88	DCR|5VULN|1TLV|1DUR	135BEXP|24569VULN|56BPWR|7TLV|8RCR|aDUR
35	12144 15112	5	 * 	255.82	DCR|2VULN|3DUR|1TLV|1DMG|2ASPD	19ASPD|279DUR|3LHND|4DMG|59VULN|6RCR|8MBVNT|9BPWR|aTLV
36	32655 21232	10	   	255.78	DCR|5VULN|1TLV|1DUR	19LWND|24789VULN|3DUR|5TLV|69ERES|9BPWR|aRCR
37	52355 21232	10	   	255.78	DCR|5VULN|1TLV|1DUR	19LHND|24789VULN|3DUR|5TLV|69ERES|9BPWR|aRCR
38	42135 16233	1	 * 	255.76	DCR|2VULN|2DMG|2DUR|2CDMG|1AART	1LEGI|2aDUR|3aVULN|47DMG|5ASPD|6RCR|8AART|9aCDMG|aBPWR
39	14611 31533	7	 * 	255.71	DCR|2VULN|3DUR|2DMG|2ASPD	18ASPD|2RPLT|358DUR|45VULN|58BPWR|6CGEN|78DMG|9LIT|aRCR
40	13241 11488	1	 * 	255.53	DCR|3VULN|3DUR|3ASPD|1CDMG	19aASPD|29aVULN|3BELT|4CDMG|5CGEN|6MBVNT|79aDUR|8RCR|9aBPWR
41	13242 11488	1	   	255.43	DCR|3VULN|3DUR|3ASPD|1CDMG	19aASPD|29aVULN|3BELT|4CDMG|5ERES|6MBVNT|79aDUR|8RCR|9aBPWR
42	12631 66321	2	 * 	255.02	DCR|3VULN|1TLV|3ASPD|1DUR|2LIT	189ASPD|2DUR|38LIT|4LHND|5TLV|68aVULN|7RCR|8BPWR
43	52111 11314	7	   	254.38	DCR|3VULN|2DMG|2TLV	139LHND|278VULN|49TLV|59DMG|6RCR|9BPWR|aLIT
44	52111 61314	5	   	254.38	DCR|3VULN|2DMG|2TLV	139LHND|268VULN|49TLV|59DMG|7RCR|9BPWR|aLIT
45	12144 15113	5	 * 	254.31	DCR|3VULN|3DUR|1DMG|2ASPD	19ASPD|279DUR|3LHND|4DMG|59aVULN|6RCR|8MBVNT|9BPWR
46	14331 21516	7	   	254.04	DCR|3VULN|2DMG|1TLV|2ASPD	18ASPD|2RPLT|3RCVC|489VULN|5TLV|6DUST|78DMG|8BPWR|aRCR
47	32654 11123	7	 * 	254.02	DCR|5VULN|2DUR|1AART	19aLWND|2457aVULN|3aDUR|6RCR|8AART|aBPWR
48	32654 11133	7	   	254.02	DCR|5VULN|2DUR|1AART	1aLWND|2457aVULN|3aDUR|6RCR|8AART|9RCVC|aBPWR
49	52354 11133	7	   	254.02	DCR|5VULN|2DUR|1AART	1aLHND|2457aVULN|3aDUR|6RCR|8AART|9DMSP|aBPWR
50	52322 15116	5	   	253.22	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG	1LHND|28VULN|37aDUR|4CDMG|5TLV|6DMG|9RCR
51	13154 61312	1	 * 	253.05	DCR|4VULN|2TLV|3ASPD	159ASPD|268aVULN|39LHND|49TLV|7RCR|9BPWR
52	52323 65112	6	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|28aVULN|37DUR|4CDMG|5ASPD|6TLV|9RCR
53	32654 13321	6	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	18LWND|245VULN|38DUR|6RCR|78TLV|8BPWR|9BBNT|aCDMG
54	12154 31116	9	 * 	252.61	DCR|3VULN|3DUR|1TLV	1ASPD|26aDUR|3LHND|4MLV|567VULN|6BPWR|8RCR|9TLV
55	25323 23234	7	 * 	252.60	DCR|3VULN|3CDMG|1DMG|2ASPD|1DUR	1MLV|26aVULN|3DUR|4ERES|56aCDMG|6aBPWR|7RCR|8DMG|9aASPD
56	12154 31133	9	   	252.57	DCR|5VULN|2DUR	1ASPD|26DUR|3LHND|4MLV|5679aVULN|6BPWR|8RCR
57	12154 31134	10	   	252.57	DCR|5VULN|2DUR	1ASPD|26DUR|3LHND|4MLV|5679aVULN|6BPWR|8RCR
58	12244 31134	10	   	252.57	DCR|5VULN|2DUR	1ASPD|26DUR|3MLV|4FEWX|5679aVULN|6BPWR|8RCR
59	12244 31136	9	   	252.57	DCR|5VULN|2DUR	1ASPD|26DUR|3MLV|4FEWX|5679aVULN|6BPWR|8RCR
60	12654 31133	9	   	252.57	DCR|5VULN|2DUR	1ASPD|26DUR|3LWND|4MLV|5679aVULN|6BPWR|8RCR
61	12124 31116	9	   	252.51	DCR|3VULN|3DUR|1TLV	1ASPD|26aDUR|3LHND|4ERES|567VULN|6BPWR|8RCR|9TLV
62	12624 31116	9	   	252.51	DCR|3VULN|3DUR|1TLV	1ASPD|26aDUR|3LWND|4ERES|567VULN|6BPWR|8RCR|9TLV
63	12234 31133	9	   	252.47	DCR|5VULN|2DUR	1ASPD|26DUR|3MLV|4DUST|5679aVULN|6BPWR|8RCR
64	12234 31134	10	   	252.47	DCR|5VULN|2DUR	1ASPD|26DUR|3MLV|4DUST|5679aVULN|6BPWR|8RCR
65	14611 61233	9	   	252.34	DCR|2VULN|2DMG|2DUR|1TLV	1ASPD|2RPLT|35DUR|45VULN|5BPWR|6TLV|7aDMG|8FEWX|9RCR
66	32154 11336	6	   	252.02	DCR|4VULN|2DUR|1TLV	1LWND|2459VULN|3LHND|6RCR|7aDUR|8TLV
67	32654 13114	6	   	251.92	DCR|4VULN|2DUR|1TLV	1LWND|245aVULN|38DUR|6RCR|7TLV|9MBVNT
68	32654 13123	6	   	251.92	DCR|4VULN|2DUR|1TLV	1LWND|245aVULN|38DUR|6RCR|7TLV|9BBNT
69	13123 46612	10	 * 	251.42	DCR|3VULN|2DMG|3AART|2ASPD	18ASPD|2ERES|345AART|68DMG|789VULN|8BPWR|aRCR
70	42135 15233	1	 * 	251.40	DCR|2VULN|3DUR|1DMG|2CDMG|1AART	1LEGI|27aDUR|3aVULN|4DMG|5ASPD|6RCR|8AART|9aCDMG|aBPWR
71	62211 11142	10	   	251.24	DCR|3VULN|2DUR|1TLV|1DMG	13aBEXP|27aVULN|4TLV|5DMG|6RCR|8RMIN|9aDUR|aBPWR
72	32225 33422	2	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|236aVULN|4CDMG|5TLV|7RCR|8RMIN|9DUR
73	32225 33616	2	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|2369VULN|4CDMG|5TLV|7RCR|8LHND|aDUR
74	32653 41112	7	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|248aVULN|3DUR|5CDMG|6TLV|7RMIN|9RCR
75	32653 42112	6	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|248aVULN|3DUR|5CDMG|6TLV|7CGEN|9RCR
76	52225 33116	2	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1LHND|2369VULN|4CDMG|5TLV|7RCR|8LWND|aDUR
77	52225 33422	2	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1LHND|236aVULN|4CDMG|5TLV|7RCR|8RMIN|9DUR
78	52322 32112	5	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1LHND|268aVULN|3DUR|4CDMG|5TLV|7CGEN|9RCR
79	52353 41112	7	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1LHND|248aVULN|3DUR|5CDMG|6TLV|7RMIN|9RCR
80	52353 42112	6	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1LHND|248aVULN|3DUR|5CDMG|6TLV|7CGEN|9RCR
81	62225 33116	2	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|2369VULN|4CDMG|5TLV|7RCR|8LWND|aDUR
82	62622 33112	5	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|268aVULN|3DUR|4CDMG|5TLV|7CGEN|9RCR
83	62252 62113	9	 * 	251.08	DCR|5VULN|2DMG	135BEXP|2459aVULN|5BPWR|67DMG|8RCR
84	32225 33214	2	   	250.99	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|236aVULN|4CDMG|5TLV|7RCR|8TBNT|9DUR
85	32225 46112	2	   	250.99	DCR|4VULN|1TLV|1DUR|1CDMG|1NUKE	1LWND|238aVULN|4CDMG|5TLV|6NUKE|7DUR|9RCR
86	52225 33314	2	   	250.99	DCR|4VULN|1TLV|1DUR|1CDMG	1LHND|236aVULN|4CDMG|5TLV|7RCR|8BBNT|9DUR
87	62225 33314	2	   	250.99	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|236aVULN|4CDMG|5TLV|7RCR|8BBNT|9DUR
88	25344 13114	6	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1MLV|25aVULN|38DUR|4DMG|6RCR|7TLV|9MBVNT
89	25344 13123	6	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1MLV|25aVULN|38DUR|4DMG|6RCR|7TLV|9BBNT
90	45611 11332	8	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1LEGI|23DUR|4TLV|5DMG|6RCR|79aVULN|8FEWX
91	32254 11163	7	 * 	250.91	DCR|4VULN|1TLV|1DMG|1AART	1LWND|2457VULN|3BEXP|6RCR|8AART|9TLV|aDMG
92	45611 11232	8	   	250.84	DCR|3VULN|2DUR|1TLV|1DMG	1LEGI|23DUR|4TLV|5DMG|6RCR|79aVULN|8MBVNT
93	32354 11163	7	   	250.81	DCR|4VULN|1TLV|1DMG|1AART	1LWND|2457VULN|3DUST|6RCR|8AART|9TLV|aDMG
94	52111 16315	6	   	250.68	DCR|2VULN|3DMG|2TLV|1CDMG	139LHND|28VULN|49TLV|579DMG|6RCR|9BPWR|aCDMG
95	32225 33523	2	   	250.47	DCR|3VULN|1TLV|1DMG|1CDMG	1LWND|236VULN|4CDMG|5TLV|7RCR|8LIT|9ASPD|aDMG
96	52225 33523	2	   	250.47	DCR|3VULN|1TLV|1DMG|1CDMG	1LHND|236VULN|4CDMG|5TLV|7RCR|8LIT|9ASPD|aDMG
97	62225 33523	2	   	250.47	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4CDMG|5TLV|7RCR|8LIT|9ASPD|aDMG
98	32225 32246	2	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LWND|236VULN|4CDMG|5TLV|7RMIN|8DMG|9RCR|aDUR
99	32225 33356	2	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LWND|236VULN|4CDMG|5TLV|7RCR|8CGEN|9DMG|aDUR
100	25411 36112	5	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1MLV|28aVULN|3CGEN|4TLV|5DMG|6CDMG|7DUR|9RCR
101	52111 36112	6	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	13LHND|28aVULN|4TLV|5DMG|6CDMG|7DUR|9RCR
102	52111 36112	5	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	13LHND|28aVULN|4TLV|5DMG|6CDMG|7DUR|9RCR
103	52111 36312	8	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	13LHND|27aVULN|4TLV|5DMG|6CDMG|8DUR|9RCR
104	21344 31413	7	 * 	249.82	ACR|5VULN|2DMG|2DUR	169MLV|2RCR|38DUR|49DMG|5679aVULN|69BPWR
105	11415 26213	7	 * 	249.80	DCR|4VULN|2DUR|3ASPD	137ASPD|2RMIN|379BPWR|4579VULN|679BEXP|89DUR|aRCR
106	13512 42612	1	   	249.79	DCR|3VULN|2DMG|2ASPD|1CDMG	17ASPD|278VULN|3CDMG|4LEGI|5LIT|67DMG|7BPWR|9LWND|aRCR
107	25341 31134	10	   	249.74	DCR|5VULN|1DMG|1DUR	1MLV|2679aVULN|3DUR|4DMG|56FEWX|6BPWR|8RCR
108	25341 31136	9	   	249.74	DCR|5VULN|1DMG|1DUR	1MLV|2679aVULN|3DUR|4DMG|56FEWX|6BPWR|8RCR
109	26344 31133	9	   	249.74	DCR|5VULN|1DMG|1DUR	1MLV|26LWND|3DUR|4DMG|5679aVULN|6BPWR|8RCR
110	52322 15111	5	   	249.66	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1LHND|28VULN|37DUR|4CDMG|5TLV|6DMG|9RCR|aAART
111	25344 21133	9	   	249.64	DCR|5VULN|1DMG|1DUR	1MLV|2579aVULN|3DUR|4DMG|6LHND|8RCR
112	32654 11133	10	   	249.64	DCR|5VULN|1DMG|1DUR	1LWND|24579VULN|3DUR|6RCR|8RMIN|aDMG
113	52354 11133	10	   	249.64	DCR|5VULN|1DMG|1DUR	1LHND|24579VULN|3DUR|6RCR|8RMIN|aDMG
114	12124 16111	2	 * 	249.63	DCR|2VULN|3DMG|2DUR|2ASPD	19ASPD|29DUR|3LHND|4aVULN|579DMG|6RCR|8MBVNT|9BPWR
115	12124 16111	3	   	249.63	DCR|2VULN|3DMG|2DUR|2ASPD	19ASPD|29DUR|3LHND|4aVULN|579DMG|6RCR|8MBVNT|9BPWR
116	12144 16114	5	   	249.63	DCR|2VULN|3DMG|2DUR|2ASPD	19ASPD|29DUR|3LHND|47aDMG|59VULN|6RCR|8MBVNT|9BPWR
117	12524 16111	3	   	249.63	DCR|2VULN|3DMG|2DUR|2ASPD	19ASPD|29DUR|3BEXP|4aVULN|579DMG|6RCR|8MBVNT|9BPWR
118	12624 16111	3	   	249.63	DCR|2VULN|3DMG|2DUR|2ASPD	19ASPD|29DUR|3LWND|4aVULN|579DMG|6RCR|8MBVNT|9BPWR
119	13114 15114	1	   	249.63	DCR|2VULN|3DMG|2DUR|2ASPD	19ASPD|29VULN|3LHND|47DUR|59aDMG|6RCR|8MBVNT|9BPWR
120	15114 15114	2	   	249.63	DCR|2VULN|3DMG|2DUR|2ASPD	19ASPD|29VULN|3LHND|47DUR|59aDMG|6RCR|8MBVNT|9BPWR
121	15114 15114	3	   	249.63	DCR|2VULN|3DMG|2DUR|2ASPD	19ASPD|29VULN|3LHND|47DUR|59aDMG|6RCR|8MBVNT|9BPWR
122	16124 16111	1	   	249.63	DCR|2VULN|3DMG|2DUR|2ASPD	19ASPD|29DUR|3LHND|4aVULN|579DMG|6RCR|8MBVNT|9BPWR
123	12225 61412	5	   	249.60	DCR|4VULN|2DUR|3ASPD	149ASPD|28DUR|39MLV|569aVULN|7RCR|9BPWR
124	12254 31412	6	   	249.60	DCR|4VULN|2DUR|3ASPD	169ASPD|28DUR|39MLV|459aVULN|7RCR|9BPWR
125	12225 11412	7	   	249.60	DCR|4VULN|2DUR|3ASPD	149ASPD|28DUR|39MLV|579aVULN|6RCR|9BPWR
126	12425 11412	7	   	249.60	DCR|4VULN|2DUR|3ASPD	149ASPD|28DUR|39CGEN|579aVULN|6RCR|9BPWR
127	25344 11233	9	   	249.54	DCR|5VULN|1DMG|1DUR	1MLV|2579aVULN|3DUR|4DMG|6RCR|8DUST
128	22344 31133	9	   	249.54	DCR|5VULN|1DMG|1DUR	1MLV|26DUST|3DUR|4DMG|5679aVULN|6BPWR|8RCR
129	22344 31134	10	   	249.54	DCR|5VULN|1DMG|1DUR	1MLV|26DUST|3DUR|4DMG|5679aVULN|6BPWR|8RCR
130	25342 31133	9	   	249.54	DCR|5VULN|1DMG|1DUR	1MLV|2679aVULN|3DUR|4DMG|56DUST|6BPWR|8RCR
131	25342 31134	10	   	249.54	DCR|5VULN|1DMG|1DUR	1MLV|2679aVULN|3DUR|4DMG|56DUST|6BPWR|8RCR
132	42135 16111	1	   	249.53	DCR|2VULN|3DMG|2DUR|2ASPD	1LEGI|29DUR|3aVULN|479DMG|59ASPD|6RCR|8MBVNT|9BPWR
133	41651 11312	10	 * 	249.43	DCR|4VULN|2TLV|1DMG	1LEGI|2RMIN|347aVULN|4aBPWR|5DMG|6RCR|8aFEWX|9aTLV
134	41651 21112	10	   	249.43	DCR|4VULN|2TLV|1DMG	1LEGI|2RMIN|347aVULN|4aBPWR|5DMG|6aLHND|8RCR|9aTLV
135	32634 14133	7	 * 	249.11	DCR|4VULN|3DUR|1AART	17aLWND|257aVULN|37aDUR|49RCVC|6RCR|7aBPWR|8AART
136	52334 14133	7	   	249.11	DCR|4VULN|3DUR|1AART	17aLHND|257aVULN|37aDUR|4RCVC|6RCR|7aBPWR|8AART|9DMSP
137	12244 31116	9	   	249.04	DCR|3VULN|2DUR|1TLV|1AART	1ASPD|26DUR|3MLV|4FEWX|567VULN|6BPWR|8RCR|9TLV|aAART
138	13315 22516	1	   	248.99	DCR|4VULN|2DMG|2ASPD	18ASPD|2789VULN|3CGEN|4FEWX|5RPLT|68DMG|8BPWR|aRCR
139	12234 31116	9	   	248.94	DCR|3VULN|2DUR|1TLV|1AART	1ASPD|26DUR|3MLV|4DUST|567VULN|6BPWR|8RCR|9TLV|aAART
140	32654 11123	6	   	248.91	DCR|4VULN|3DUR|1AART	19aLWND|245aVULN|37aDUR|6RCR|8AART|aBPWR
141	32654 11133	6	   	248.91	DCR|4VULN|3DUR|1AART	1aLWND|245aVULN|37aDUR|6RCR|8AART|9RCVC|aBPWR
142	32664 11123	7	   	248.91	DCR|4VULN|3DUR|1AART	19aLWND|257aVULN|34aDUR|6RCR|8AART|aBPWR
143	32664 11133	7	   	248.91	DCR|4VULN|3DUR|1AART	1aLWND|257aVULN|34aDUR|6RCR|8AART|9RCVC|aBPWR
144	52354 11133	6	   	248.91	DCR|4VULN|3DUR|1AART	1aLHND|245aVULN|37aDUR|6RCR|8AART|9DMSP|aBPWR
145	52364 11133	7	   	248.91	DCR|4VULN|3DUR|1AART	1aLHND|257aVULN|34aDUR|6RCR|8AART|9DMSP|aBPWR
146	25346 21133	9	   	248.89	DCR|4VULN|2DMG|1DUR	1MLV|279aVULN|3DUR|45DMG|6LHND|8RCR
147	25344 13132	9	   	248.79	DCR|4VULN|2DMG|1DUR	1MLV|259aVULN|3DUR|48DMG|6RCR|7ERES
148	25344 13133	10	   	248.79	DCR|4VULN|2DMG|1DUR	1MLV|259aVULN|3DUR|48DMG|6RCR|7ERES
149	22344 31153	9	   	248.79	DCR|4VULN|2DMG|1DUR	1MLV|26DUST|3DUR|49DMG|567aVULN|6BPWR|8RCR
150	25342 31153	9	   	248.79	DCR|4VULN|2DMG|1DUR	1MLV|267aVULN|3DUR|49DMG|56DUST|6BPWR|8RCR
151	25346 11233	9	   	248.79	DCR|4VULN|2DMG|1DUR	1MLV|279aVULN|3DUR|45DMG|6RCR|8DUST
152	11411 16143	6	 * 	248.61	DCR|3VULN|2DUR|3ASPD|1DMG	139ASPD|2RMIN|39BPWR|49aVULN|5LWND|6RCR|7DMG|89DUR
153	11431 12343	7	   	248.61	DCR|3VULN|2DUR|3ASPD|1DMG	139ASPD|2RMIN|39BPWR|49DUR|5LWND|6RCR|7DMG|89aVULN
154	11434 12343	7	   	248.61	DCR|3VULN|2DUR|3ASPD|1DMG	139ASPD|2RMIN|39BPWR|49DUR|5BEXP|6RCR|7DMG|89aVULN
155	11435 11163	10	   	248.61	DCR|3VULN|2DUR|3ASPD|1DMG	139ASPD|28RMIN|39BPWR|49DUR|579VULN|6RCR|aDMG
156	11433 12343	7	   	248.51	DCR|3VULN|2DUR|3ASPD|1DMG	139ASPD|2RMIN|39BPWR|49DUR|5DUST|6RCR|7DMG|89aVULN
157	11435 14133	7	   	248.51	DCR|3VULN|2DUR|3ASPD|1DMG	137ASPD|2RMIN|37BPWR|47DUR|57aVULN|6RCR|8MBVNT|9DMG
158	62233 34521	8	   	248.50	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	137BEXP|27VULN|4DMG|5ASPD|67DUR|7BPWR|8CDMG|9TLV|aRCR
159	23161 16312	6	 * 	248.49	DCR|4VULN|3DMG	19MLV|23LHND|489aVULN|579DMG|6RCR|9BPWR
160	23165 61312	1	   	248.49	DCR|4VULN|3DMG	19MLV|268aVULN|39LHND|459DMG|7RCR|9BPWR
161	25146 11312	7	   	248.49	DCR|4VULN|3DMG	19MLV|278aVULN|39LHND|459DMG|6RCR|9BPWR
162	52322 15163	5	   	248.30	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1LHND|28VULN|37DUR|4CDMG|5TLV|6DMG|9LIT|aRCR
163	11435 13324	6	   	248.25	DCR|3VULN|2TLV|3ASPD|1DUR	138ASPD|2RMIN|38BPWR|4DUR|58aVULN|6RCR|78TLV|9BEXP
164	11435 13334	6	   	248.25	DCR|3VULN|2TLV|3ASPD|1DUR	138ASPD|2RMIN|38BPWR|4DUR|58aVULN|6RCR|78TLV|9FEWX
165	32154 14312	10	   	248.01	DCR|5VULN|2TLV	17aLWND|2457aVULN|37LHND|6RCR|7aBPWR|8FEWX|9aTLV
166	12254 11431	10	   	247.91	DCR|4VULN|1DMG|1DUR	1ASPD|2DUR|3MLV|457aVULN|6RCR|8LIT|9DMG
167	32154 14212	10	   	247.91	DCR|5VULN|2TLV	17aLWND|2457aVULN|37LHND|6RCR|7aBPWR|8DUST|9aTLV
168	32254 14212	10	   	247.91	DCR|5VULN|2TLV	17aLWND|2457aVULN|37BEXP|6RCR|7aBPWR|8DUST|9aTLV
169	14611 31153	5	   	247.88	DCR|4VULN|2DUR|1CDMG	1ASPD|2RPLT|35DUR|4569VULN|5BPWR|7LHND|8RCR|aCDMG
170	32154 11312	10	   	247.81	DCR|5VULN|2TLV	1aLWND|2457aVULN|3LHND|6RCR|8FEWX|9aTLV|aBPWR
171	32354 14312	10	   	247.81	DCR|5VULN|2TLV	17aLWND|2457aVULN|37DUST|6RCR|7aBPWR|8BEXP|9aTLV
172	32154 51112	10	   	247.81	DCR|5VULN|2TLV	1aLWND|2457aVULN|3LHND|6FEWX|8RCR|9aTLV|aBPWR
173	62252 32114	10	   	247.81	DCR|5VULN|2TLV	135BEXP|2459aVULN|5aBPWR|6RCVC|7aTLV|8RCR
174	12124 31162	8	   	247.78	DCR|4VULN|2DUR|1CDMG	1ASPD|26DUR|3LHND|4ERES|567aVULN|6BPWR|8RCR|9CDMG
175	12624 31162	8	   	247.78	DCR|4VULN|2DUR|1CDMG	1ASPD|26DUR|3LWND|4ERES|567aVULN|6BPWR|8RCR|9CDMG
176	32154 11212	10	   	247.71	DCR|5VULN|2TLV	1aLWND|2457aVULN|3LHND|6RCR|8DUST|9aTLV|aBPWR
