0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63124 23226	2	 * 	273.96	DCR|4VULN|3DUR|1CDMG	1DMSP|289DUR|389aVULN|4CDMG|5LIT|689CGEN|7RCR|89BPWR
16	13421 14226	8	 * 	261.34	DCR|4VULN|2DMG|1TLV	1DUST|2TLV|3RPLT|46DMG|5789VULN|aRCR
17	12226 31663	1	 * 	260.19	DCR|2VULN|2DMG|2DUR|2TLV|1CDMG	1DUST|2aTLV|3CDMG|47DUR|5aVULN|6FEWX|8aDMG|9RCR|aBPWR
18	12226 33563	1	   	260.19	DCR|2VULN|2DMG|2DUR|2TLV|1CDMG	1DUST|2aTLV|3CDMG|48DUR|5aVULN|6FEWX|7aDMG|9RCR|aBPWR
19	13226 31663	2	   	260.19	DCR|2VULN|2DMG|2DUR|2TLV|1CDMG	1DUST|2aTLV|3CDMG|47DUR|5aVULN|6FEWX|8aDMG|9RCR|aBPWR
20	13226 33563	2	   	260.19	DCR|2VULN|2DMG|2DUR|2TLV|1CDMG	1DUST|2aTLV|3CDMG|48DUR|5aVULN|6FEWX|7aDMG|9RCR|aBPWR
21	63224 63223	5	 * 	259.98	DCR|3VULN|3DUR|3LIT|1ASPD|1SELL	1DMSP|289DUR|3SELL|4CGEN|589LIT|689VULN|7RCR|89BPWR|aASPD
22	35323 16243	2	 * 	258.12	DCR|3VULN|3DMG|2TLV|1SELL	1aLWND|239DMG|4SELL|56aVULN|7aTLV|8RCR|aBPWR
23	25221 32523	7	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	1LHND|2aDMG|369VULN|4DUR|5LIT|7RCR|8ASPD
24	25221 32623	8	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	1LHND|2aDMG|369VULN|4DUR|5LIT|7RCR|8ASPD
25	25242 32523	7	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	1LHND|2aDMG|369VULN|4LIT|5DUR|7RCR|8ASPD
26	25242 32623	8	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	1LHND|2aDMG|369VULN|4LIT|5DUR|7RCR|8ASPD
27	35221 32523	7	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	1LWND|2aDMG|369VULN|4DUR|5LIT|7RCR|8ASPD
28	35221 32623	8	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	1LWND|2aDMG|369VULN|4DUR|5LIT|7RCR|8ASPD
29	35232 16323	4	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	1LWND|2aDMG|359VULN|4ASPD|6DUR|7LIT|8RCR
30	31232 16323	4	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	1LWND|2ASPD|359VULN|4aDMG|6DUR|7LIT|8RCR
31	31234 66323	6	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	1LWND|2ASPD|369VULN|4aDMG|5DUR|7LIT|8RCR
32	63142 33122	10	   	257.66	DCR|3VULN|3DUR|2LIT|1CDMG	1DMSP|28aDUR|3aLIT|4FEWX|5CDMG|67aVULN|9RCR|aBPWR
33	63152 63221	3	 * 	257.18	DCR|3VULN|3DUR|3TLV|1SELL	1DMSP|289DUR|3LIT|4SELL|589TLV|689VULN|7RCR|89BPWR|aMBVNT
34	63152 63222	3	 * 	257.18	DCR|3VULN|3DUR|3TLV|1SELL	1DMSP|289DUR|3LIT|4SELL|589TLV|689VULN|7RCR|89BPWR|aBBNT
35	63152 63223	3	 * 	257.18	DCR|3VULN|3DUR|3TLV|1SELL	1DMSP|289DUR|3LIT|4SELL|589TLV|689VULN|7RCR|89BPWR|aDUST
36	25221 32653	7	   	256.77	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|2DMG|36aVULN|4DUR|5LIT|7RCR|8TLV|9ASPD
37	35221 32653	7	   	256.77	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LWND|2DMG|36aVULN|4DUR|5LIT|7RCR|8TLV|9ASPD
38	63121 26225	2	   	256.37	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1DMSP|25DUR|39VULN|4CDMG|6aDMG|7TLV|8RCR
39	25261 13322	9	 * 	256.03	DCR|3VULN|2ASPD|1DMG|1TLV|1CDMG|1SELL	19LHND|2DMG|389VULN|4TLV|5CDMG|69ASPD|7SELL|9BPWR|aRCR
40	35261 13322	9	 * 	256.03	DCR|3VULN|2ASPD|1DMG|1TLV|1CDMG|1SELL	19LWND|2DMG|389VULN|4TLV|5CDMG|69ASPD|7SELL|9BPWR|aRCR
41	13231 42241	7	 * 	255.97	DCR|3VULN|2ASPD|1DMG|1TLV|1CDMG	1DUST|2TLV|36aVULN|47ASPD|5CDMG|8RCR|9DMG
42	13231 42441	8	   	255.97	DCR|3VULN|2ASPD|1DMG|1TLV|1CDMG	1DUST|2TLV|36aVULN|47ASPD|5CDMG|8RCR|9DMG
43	11222 56131	4	   	255.43	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD|1AART	1DUST|2ASPD|35aVULN|4AART|6CDMG|7RCR|8DMG|9DUR
44	36142 32326	6	   	255.09	DCR|4VULN|1DUR|1TLV|2LIT	1aLWND|2LHND|3aLIT|4TLV|5DUR|689aVULN|7RCR|aBPWR
45	13216 23263	6	   	254.80	DCR|3VULN|2DMG|1TLV|1DUR|1SELL	1aDUST|2TLV|38aVULN|4SELL|5DUR|6LWND|7aDMG|9RCR|aBPWR
46	13216 63263	6	   	254.80	DCR|3VULN|2DMG|1DUR|1TLV|1SELL	1aDUST|2TLV|38aVULN|4SELL|5DUR|6LHND|7aDMG|9RCR|aBPWR
47	15221 15341	4	   	254.75	DCR|4VULN|2DMG|1AART	1DUST|25DMG|3678VULN|4AART|9DMSP|aRCR
48	15232 22411	3	   	254.45	DCR|3VULN|3DMG|1TLV	167DUST|278DMG|378VULN|4RCVC|5RPLT|78BPWR|9TLV|aRCR
49	35323 16225	2	   	254.21	DCR|3VULN|3DMG|1TLV|1SELL	1LWND|23aDMG|4SELL|569VULN|7TLV|8RCR
50	15273 12511	2	   	254.11	DCR|3VULN|3DMG|1TLV|1SELL	147DUST|278DMG|3MBVNT|5SELL|678VULN|78BPWR|9TLV|aRCR
51	63122 34516	6	 * 	253.76	DCR|3VULN|2DUR|2CDMG|1AART	1DMSP|2aDUR|3LIT|4MBVNT|5aCDMG|68aVULN|7RCR|9AART|aBPWR
52	21261 21331	5	 * 	253.27	DCR|2VULN|2DMG|2ASPD|2CDMG|1TLV	1LHND|2aASPD|39VULN|4TLV|5aCDMG|6CGEN|7aDMG|8RCR|aBPWR
53	21261 61331	6	   	253.27	DCR|2VULN|2DMG|2ASPD|2CDMG|1TLV	1LHND|2aASPD|39VULN|4TLV|5aCDMG|6CGEN|7aDMG|8RCR|aBPWR
54	21261 64331	7	   	253.27	DCR|2VULN|2DMG|2ASPD|2CDMG|1TLV	1LHND|2aASPD|39VULN|4TLV|5aCDMG|6CGEN|7aDMG|8RCR|aBPWR
55	31261 21331	5	   	253.27	DCR|2VULN|2DMG|2ASPD|2CDMG|1TLV	1LWND|2aASPD|39VULN|4TLV|5aCDMG|6CGEN|7aDMG|8RCR|aBPWR
56	31311 21231	2	 * 	253.13	DCR|2VULN|3DMG|2DUR|1ASPD	1LWND|2ASPD|357DMG|48DUR|6RCR|9aVULN
57	35245 23454	2	   	253.06	DCR|3VULN|3DMG|2LIT	1LWND|256DMG|3MBVNT|468VULN|6BPWR|7aLIT|9RCR
58	11311 21231	2	   	253.03	DCR|2VULN|3DMG|2DUR|1ASPD	1DUST|2ASPD|357DMG|48DUR|6RCR|9aVULN
59	16311 21231	1	   	253.03	DCR|2VULN|3DMG|2DUR|1ASPD	1DUST|2ASPD|357DMG|48DUR|6RCR|9aVULN
60	15245 23454	2	   	252.96	DCR|3VULN|3DMG|2LIT	1DUST|256DMG|3MBVNT|468VULN|6BPWR|7aLIT|9RCR
61	25116 63112	2	   	252.83	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1LHND|2DMG|3LIT|45aVULN|6CDMG|7RCR|8AART|9TLV
62	25216 63112	3	   	252.83	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1LHND|2DMG|35aVULN|4LIT|6CDMG|7RCR|8AART|9TLV
63	25221 26423	6	   	252.36	DCR|4VULN|1DMG|1DUR	17LHND|2DMG|379aVULN|4DUR|5LIT|67FEWX|7BPWR|8RCR
64	35221 26423	6	   	252.36	DCR|4VULN|1DMG|1DUR	17LWND|2DMG|379aVULN|4DUR|5LIT|67FEWX|7BPWR|8RCR
65	35221 26423	7	   	252.36	DCR|4VULN|1DMG|1DUR	17LWND|2DMG|379aVULN|4DUR|5LIT|67FEWX|7BPWR|8RCR
66	25221 32625	7	   	252.32	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	1LHND|2DMG|369VULN|4DUR|5aLIT|7RCR|8TLV
67	35221 32625	7	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	1LWND|2DMG|369VULN|4DUR|5aLIT|7RCR|8TLV
68	25221 12623	5	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|389aVULN|4DUR|5LIT|6BEXP|7RCR
69	25221 32323	7	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|369aVULN|4DUR|5LIT|7RCR|8FEWX
70	25242 12623	5	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|389aVULN|4LIT|5DUR|6BEXP|7RCR
71	25242 32323	7	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|369aVULN|4LIT|5DUR|7RCR|8FEWX
72	35221 12323	5	   	252.16	DCR|4VULN|1DMG|1DUR	1LWND|2DMG|389aVULN|4DUR|5LIT|6BEXP|7RCR
73	35221 22323	6	   	252.16	DCR|4VULN|1DMG|1DUR	1LWND|2DMG|389aVULN|4DUR|5LIT|6FEWX|7RCR
74	35221 32323	7	   	252.16	DCR|4VULN|1DMG|1DUR	1LWND|2DMG|369aVULN|4DUR|5LIT|7RCR|8FEWX
75	35221 62323	5	   	252.16	DCR|4VULN|1DMG|1DUR	1LWND|2DMG|389aVULN|4DUR|5LIT|6FEWX|7RCR
76	35244 12323	5	   	252.16	DCR|4VULN|1DMG|1DUR	1LWND|2DMG|389aVULN|4LIT|5DUR|6BEXP|7RCR
77	35244 22323	6	   	252.16	DCR|4VULN|1DMG|1DUR	1LWND|2DMG|389aVULN|4LIT|5DUR|6FEWX|7RCR
78	35244 32323	7	   	252.16	DCR|4VULN|1DMG|1DUR	1LWND|2DMG|369aVULN|4LIT|5DUR|7RCR|8FEWX
79	25221 13423	5	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|379aVULN|4DUR|5LIT|6BEXP|8RCR
80	25221 23423	6	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|379aVULN|4DUR|5LIT|6FEWX|8RCR
81	25221 36423	6	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|369aVULN|4DUR|5LIT|7LWND|8RCR
82	25221 63423	5	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|379aVULN|4DUR|5LIT|6FEWX|8RCR
83	25242 13423	5	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|379aVULN|4LIT|5DUR|6BEXP|8RCR
84	25242 23423	6	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|379aVULN|4LIT|5DUR|6FEWX|8RCR
85	35221 13423	5	   	252.16	DCR|4VULN|1DMG|1DUR	1LWND|2DMG|379aVULN|4DUR|5LIT|6BEXP|8RCR
86	35221 23423	6	   	252.16	DCR|4VULN|1DMG|1DUR	1LWND|2DMG|379aVULN|4DUR|5LIT|6FEWX|8RCR
87	35221 36423	7	   	252.16	DCR|4VULN|1DMG|1DUR	1LWND|2DMG|369aVULN|4DUR|5LIT|7LHND|8RCR
88	35221 63423	5	   	252.16	DCR|4VULN|1DMG|1DUR	1LWND|2DMG|379aVULN|4DUR|5LIT|6FEWX|8RCR
89	25243 32623	5	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|389aVULN|4LIT|5BEXP|6DUR|7RCR
90	25243 33423	5	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|379aVULN|4LIT|5BEXP|6DUR|8RCR
91	13231 43241	7	 * 	252.08	DCR|3VULN|1DMG|2CDMG|1TLV|1ASPD	1DUST|2TLV|36aVULN|4ASPD|57CDMG|8RCR|9DMG
92	13231 43441	8	   	252.08	DCR|3VULN|1DMG|2CDMG|1TLV|1ASPD	1DUST|2TLV|36aVULN|4ASPD|57CDMG|8RCR|9DMG
93	25112 23214	2	   	252.06	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|3LIT|479aVULN|5TBNT|6RCR|8DUR
94	25112 23534	2	   	252.06	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|3LIT|478aVULN|5TBNT|6RCR|9DUR
95	25212 23214	3	   	252.06	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|379aVULN|4LIT|5TBNT|6RCR|8DUR
96	25212 23534	3	   	252.06	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|378aVULN|4LIT|5TBNT|6RCR|9DUR
97	25242 23214	4	   	252.06	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|379aVULN|4LIT|5TBNT|6RCR|8DUR
98	35112 23214	2	   	252.06	DCR|4VULN|1DMG|1DUR	1LWND|2DMG|3LIT|479aVULN|5TBNT|6RCR|8DUR
99	35212 23214	3	   	252.06	DCR|4VULN|1DMG|1DUR	1LWND|2DMG|379aVULN|4LIT|5TBNT|6RCR|8DUR
100	35242 23214	4	   	252.06	DCR|4VULN|1DMG|1DUR	1LWND|2DMG|379aVULN|4LIT|5TBNT|6RCR|8DUR
101	35246 63323	2	   	252.06	DCR|4VULN|1DMG|1DUR	1LWND|2DMG|3MBVNT|489aVULN|5DUR|6RCR|7LIT
102	35612 23214	2	   	252.06	DCR|4VULN|1DMG|1DUR	1LWND|2DMG|379aVULN|4LIT|5TBNT|6RCR|8DUR
103	15112 23114	2	   	251.96	DCR|4VULN|1DMG|1DUR	1DUST|2DMG|3LIT|479aVULN|5TBNT|6RCR|8DUR
104	15112 23634	2	   	251.96	DCR|4VULN|1DMG|1DUR	1DUST|2DMG|3LIT|478aVULN|5TBNT|6RCR|9DUR
105	15212 23114	3	   	251.96	DCR|4VULN|1DMG|1DUR	1DUST|2DMG|379aVULN|4LIT|5TBNT|6RCR|8DUR
106	15212 23634	3	   	251.96	DCR|4VULN|1DMG|1DUR	1DUST|2DMG|378aVULN|4LIT|5TBNT|6RCR|9DUR
107	15232 23114	4	   	251.96	DCR|4VULN|1DMG|1DUR	1DUST|2DMG|379aVULN|4LIT|5TBNT|6RCR|8DUR
108	15232 23634	4	   	251.96	DCR|4VULN|1DMG|1DUR	1DUST|2DMG|378aVULN|4LIT|5TBNT|6RCR|9DUR
109	63124 47131	5	 * 	251.90	DCR|3VULN|2DUR|2ASPD|2LIT	1DMSP|28DUR|35LIT|4MBVNT|68ASPD|789VULN|8BPWR|aRCR
110	35216 14333	7	   	251.80	DCR|3VULN|2DUR|1DMG|1TLV|1SELL	1LWND|2DMG|379VULN|4SELL|5aDUR|6TLV|8RCR
111	63124 23221	2	   	251.32	DCR|3VULN|3DUR|1CDMG	1DMSP|289DUR|389VULN|4CDMG|5LIT|689CGEN|7RCR|89BPWR|aRPLT
112	63124 23222	2	   	251.32	DCR|3VULN|3DUR|1CDMG	1DMSP|289DUR|389VULN|4CDMG|5LIT|689CGEN|7RCR|89BPWR|aLHND
113	63124 23223	2	   	251.32	DCR|3VULN|3DUR|1CDMG	1DMSP|289DUR|389VULN|4CDMG|5LIT|689CGEN|7RCR|89BPWR|aRMIN
114	63124 23224	2	   	251.32	DCR|3VULN|3DUR|1CDMG	1DMSP|289DUR|389VULN|4CDMG|5LIT|689CGEN|7RCR|89BPWR|aLWND
115	63124 23225	2	   	251.22	DCR|3VULN|3DUR|1CDMG	1DMSP|289DUR|389VULN|4CDMG|5LIT|689CGEN|7RCR|89BPWR|aERES
116	61142 22241	2	   	251.19	DCR|2VULN|2DMG|2DUR|2LIT|1AART	1DMSP|2AART|3aLIT|4RMIN|59DUR|6RCR|7aVULN|8aDMG|aBPWR
117	61142 23341	2	   	251.19	DCR|2VULN|2DMG|2DUR|2LIT|1AART	1DMSP|2AART|3aLIT|4RMIN|57DUR|6RCR|8aDMG|9aVULN|aBPWR
118	63121 24225	2	   	251.13	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1DMSP|25DUR|39VULN|4CDMG|6aDMG|7ASPD|8RCR
119	35261 34333	7	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1LWND|2DMG|379VULN|4TLV|5CDMG|6BEXP|8RCR|aDUR
120	35261 41333	6	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1LWND|2DMG|369VULN|4TLV|5CDMG|7BEXP|8RCR|aDUR
121	35261 42333	7	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1LWND|2DMG|369VULN|4TLV|5CDMG|7BEXP|8RCR|aDUR
122	65162 22221	5	   	251.02	DCR|3VULN|3DUR|1CDMG	1DMSP|289DUST|3LIT|489VULN|5CDMG|6CGEN|789DUR|89BPWR|aRCR
123	35226 35234	5	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1LWND|2DMG|389VULN|4DUR|5TLV|6CDMG|7MBVNT|aRCR
124	35261 42333	6	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1LWND|2DMG|369VULN|4TLV|5CDMG|7DUST|8RCR|aDUR
125	11216 56112	4	   	250.74	DCR|3VULN|2DMG|2AART|1ASPD|1SELL	1aDUST|2ASPD|35aVULN|4SELL|69AART|7RCR|8aDMG|aBPWR
126	31221 32632	10	   	250.73	DCR|3VULN|2ASPD|1DMG|1DUR	1LWND|28ASPD|36aVULN|4DUR|5LIT|7RCR|9DMG
127	31244 32632	10	   	250.73	DCR|3VULN|2ASPD|1DMG|1DUR	1LWND|28ASPD|36aVULN|4LIT|5DUR|7RCR|9DMG
128	22256 21331	1	 * 	250.67	DCR|2VULN|2DMG|2ASPD|2TLV|1CDMG	1LHND|2aTLV|3CDMG|49VULN|5aASPD|6CGEN|7aDMG|8RCR|aBPWR
129	23256 21331	2	   	250.67	DCR|2VULN|2DMG|2ASPD|2TLV|1CDMG	1LHND|2aTLV|3CDMG|49VULN|5aASPD|6CGEN|7aDMG|8RCR|aBPWR
130	31232 34262	3	 * 	250.57	DCR|3VULN|3DUR|2ASPD	157LWND|29ASPD|379VULN|48BELT|679DUR|79BPWR|aRCR
131	31232 34362	3	   	250.57	DCR|3VULN|3DUR|2ASPD	157LWND|29ASPD|379VULN|4BELT|679DUR|79BPWR|8RCVC|aRCR
132	31632 34262	2	   	250.57	DCR|3VULN|3DUR|2ASPD	157LWND|29ASPD|379VULN|48BELT|679DUR|79BPWR|aRCR
133	31632 34362	2	   	250.57	DCR|3VULN|3DUR|2ASPD	157LWND|29ASPD|379VULN|4BELT|679DUR|79BPWR|8RCVC|aRCR
134	11456 12133	2	   	250.35	DCR|3VULN|2DUR|2ASPD|1CDMG|1SELL	1aDUST|2aASPD|3CDMG|456VULN|7RCR|8SELL|9aDUR|aBPWR
135	15222 32255	4	   	250.08	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1DUST|2DMG|367VULN|4AART|5LIT|8DUR|9RCR|aASPD
136	63121 24226	2	   	249.79	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	1DMSP|25DUR|39VULN|4CDMG|6DMG|7ASPD|8RCR|aTLV
137	22456 21331	1	   	249.76	DCR|3VULN|2DMG|1TLV|1ASPD|1SELL	1aLHND|2TLV|3SELL|49aVULN|5ASPD|6CGEN|7aDMG|8RCR|aBPWR
138	23456 21331	2	   	249.76	DCR|3VULN|2DMG|1TLV|1ASPD|1SELL	1aLHND|2TLV|3SELL|49aVULN|5ASPD|6CGEN|7aDMG|8RCR|aBPWR
139	13223 61333	5	   	249.69	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	1DUST|2TLV|39VULN|45DUR|6CDMG|7DMG|8RCR|aASPD
140	13223 63633	5	   	249.69	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	1DUST|2TLV|39VULN|45DUR|6CDMG|7RCR|8DMG|aASPD
141	21651 41331	3	   	249.66	DCR|3VULN|2DMG|1TLV|1ASPD|1SELL	1aLHND|2ASPD|3SELL|49aVULN|5ERES|6TLV|7aDMG|8RCR|aBPWR
142	22451 31331	1	   	249.66	DCR|3VULN|2DMG|1TLV|1ASPD|1SELL	1aLHND|2TLV|3SELL|49aVULN|5ERES|6ASPD|7aDMG|8RCR|aBPWR
143	23451 31331	2	   	249.66	DCR|3VULN|2DMG|1TLV|1ASPD|1SELL	1aLHND|2TLV|3SELL|49aVULN|5ERES|6ASPD|7aDMG|8RCR|aBPWR
144	31621 41331	4	   	249.66	DCR|3VULN|2DMG|1TLV|1ASPD|1SELL	1aLWND|2ASPD|3SELL|49aVULN|5ERES|6TLV|7aDMG|8RCR|aBPWR
145	31651 41331	3	   	249.66	DCR|3VULN|2DMG|1TLV|1ASPD|1SELL	1aLWND|2ASPD|3SELL|49aVULN|5ERES|6TLV|7aDMG|8RCR|aBPWR
146	32451 31331	1	   	249.66	DCR|3VULN|2DMG|1TLV|1ASPD|1SELL	1aLWND|2TLV|3SELL|49aVULN|5ERES|6ASPD|7aDMG|8RCR|aBPWR
147	33451 31331	2	   	249.66	DCR|3VULN|2DMG|1TLV|1ASPD|1SELL	1aLWND|2TLV|3SELL|49aVULN|5ERES|6ASPD|7aDMG|8RCR|aBPWR
148	21211 41331	4	   	249.66	DCR|3VULN|2DMG|1TLV|1ASPD|1SELL	1aLHND|2ASPD|39aVULN|4SELL|5ERES|6TLV|7aDMG|8RCR|aBPWR
149	31211 41331	4	   	249.66	DCR|3VULN|2DMG|1TLV|1ASPD|1SELL	1aLWND|2ASPD|39aVULN|4SELL|5ERES|6TLV|7aDMG|8RCR|aBPWR
150	35323 14226	2	   	249.56	DCR|3VULN|2DMG|1TLV|1ASPD|1SELL	1LWND|23DMG|4SELL|569VULN|7ASPD|8RCR|aTLV
151	31232 56226	4	   	249.56	DCR|3VULN|2DMG|1TLV|1ASPD|1SELL	1LWND|2ASPD|359VULN|47DMG|6SELL|8RCR|aTLV
152	35231 63322	9	 * 	249.53	DCR|3VULN|2TLV|1DMG|1CDMG|1ASPD|1SELL	19LWND|2DMG|389VULN|4ASPD|5CDMG|69TLV|7SELL|9BPWR|aRCR
153	31231 63322	9	 * 	249.53	DCR|3VULN|2TLV|1DMG|1CDMG|1ASPD|1SELL	19LWND|2ASPD|389VULN|4DMG|5CDMG|69TLV|7SELL|9BPWR|aRCR
154	61125 26212	3	   	249.46	DCR|2VULN|3DUR|2DMG|1AART	1DMSP|2AART|3BELT|47aDUR|5DUST|6RCR|8aVULN|9aDMG|aBPWR
155	63142 33522	10	 * 	249.45	DCR|3VULN|2DUR|3LIT|1CDMG	1DMSP|2aDUR|38aLIT|4FEWX|5CDMG|67aVULN|9RCR|aBPWR
156	12141 33436	1	   	249.40	DCR|2VULN|3DMG|1TLV|1CDMG	1DUST|2TLV|3LIT|457DMG|6CDMG|89VULN|aRCR
157	13141 33436	2	   	249.40	DCR|2VULN|3DMG|1TLV|1CDMG	1DUST|2TLV|3LIT|457DMG|6CDMG|89VULN|aRCR
158	63121 13461	2	 * 	249.12	DCR|3VULN|3DUR|2CDMG	1DMSP|257DUR|38aVULN|48CDMG|68LWND|8BPWR|9RCR
159	35323 14225	2	   	248.96	DCR|3VULN|3DMG|1ASPD|1SELL	1LWND|23aDMG|4SELL|569VULN|7ASPD|8RCR
160	31232 56225	4	   	248.96	DCR|3VULN|3DMG|1ASPD|1SELL	1LWND|2ASPD|359VULN|47aDMG|6SELL|8RCR
161	23523 61333	5	 * 	248.91	DCR|2VULN|2DUR|2CDMG|2TLV|1DMG	1LHND|2aTLV|3DUST|45DUR|6aCDMG|7DMG|8RCR|9aVULN|aBPWR
162	33523 61333	5	   	248.91	DCR|2VULN|2DUR|2TLV|1DMG|2CDMG	1LWND|2aTLV|3DUST|45DUR|6aCDMG|7DMG|8RCR|9aVULN|aBPWR
163	63224 63221	5	 * 	248.88	DCR|3VULN|3DUR|3LIT|1SELL	1DMSP|289DUR|3SELL|4CGEN|589LIT|689VULN|7RCR|89BPWR|aLEGI
164	11456 12123	2	 * 	248.47	DCR|4VULN|2ASPD|2CDMG|1SELL	1aDUST|29ASPD|3aCDMG|456aVULN|7RCR|8SELL|aBPWR
165	25534 22311	5	   	248.43	DCR|2VULN|2DMG|2DUR|1CDMG	1LHND|2aDMG|3DUST|4LIT|5aDUR|6LEGI|7RCR|8CDMG|9aVULN|aBPWR
166	36142 32323	6	   	248.35	DCR|4VULN|1DUR|1TLV	1LWND|2LHND|3LIT|4TLV|5DUR|689aVULN|7RCR
167	36461 32323	6	   	248.35	DCR|4VULN|1DUR|1TLV	1LWND|2LHND|3DUR|4TLV|5LIT|689aVULN|7RCR
