0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32635 53111	9	 * 	269.66	DCR|4VULN|2DUR|2AART|1CDMG	17ZMB|2357VULN|49AART|67DUR|7BPWR|8CDMG|aRCR
26	22522 21234	8	   	251.50	DCR|4VULN|3DUR	1ERES|246aVULN|3RCVC|579DUR|8RCR
27	22422 21234	8	   	251.40	DCR|4VULN|3DUR	13ERES|246aVULN|579DUR|8RCR
28	62251 33312	2	   	250.93	DCR|3VULN|2ASPD|1DMG|1DUR	17LHND|267VULN|3LWND|4DUR|57ASPD|7BPWR|8LIT|9RCR|aDMG
29	61263 33142	7	 * 	250.79	DCR|3VULN|2DUR|2ASPD|1CDMG	1LHND|2aASPD|3MLV|4FEWX|5aDUR|6RCR|7CDMG|89aVULN|aBPWR
30	61313 33142	7	   	250.69	DCR|3VULN|2DUR|2ASPD|1CDMG	1LHND|2aASPD|3LWND|4ERES|5aDUR|6RCR|7CDMG|89aVULN|aBPWR
31	61313 33542	8	   	250.69	DCR|3VULN|2DUR|2ASPD|1CDMG	1LHND|2aASPD|3LWND|4ERES|5aDUR|6RCR|7CDMG|89aVULN|aBPWR
32	32643 11152	9	   	250.18	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1ZMB|239VULN|4ASPD|5AART|6TLV|7RCR|8DMG|aLIT
33	32643 11132	10	   	249.65	DCR|3VULN|1DMG|2AART|1TLV|1ASPD	1ZMB|23aVULN|4ASPD|59AART|6TLV|7RCR|8DMG
34	63513 33142	7	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|2aFEWX|3DMG|4ERES|5aDUR|6RCR|7CDMG|89aVULN|aBPWR
35	34631 33142	6	 * 	249.55	DCR|3VULN|2DUR|2TLV|1CDMG	1aZMB|28DUR|35aVULN|4LHND|6CDMG|7aTLV|9RCR|aBPWR
36	22522 21265	8	   	249.28	DCR|4VULN|2DUR|1ASPD	1ERES|246aVULN|3RCVC|57DUR|8RCR|9ASPD
37	34331 33511	5	 * 	249.22	DCR|3VULN|3DUR|1DMG	17ZMB|27aDUR|3LWND|4LHND|567VULN|7BPWR|8RCR|9DMG
38	34335 33511	4	   	249.22	DCR|3VULN|3DUR|1DMG	17ZMB|27aDUR|3LWND|4LHND|567VULN|7BPWR|8RCR|9DMG
39	22422 21265	8	   	249.18	DCR|4VULN|2DUR|1ASPD	13ERES|246aVULN|57DUR|8RCR|9ASPD
40	32636 52133	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1ZMB|239VULN|4ASPD|5RMIN|6DUR|7TLV|8DMG|aRCR
41	12322 66235	2	   	248.44	DCR|4VULN|1DUR|1CDMG|1ASPD	13CGEN|289aVULN|4CDMG|5ASPD|6RCR|7DUR
42	32634 11151	10	   	248.36	DCR|3VULN|2DMG|1TLV|1NUKE|1AART	1ZMB|239VULN|4AART|5NUKE|6TLV|7RCR|8aDMG
43	22522 23261	8	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1ERES|2467VULN|3RCVC|5DUR|8RCR|9ASPD|aCDMG
44	32643 11231	7	   	248.27	DCR|3VULN|2ASPD|1TLV|1DUR|1AART	1ZMB|239VULN|4aASPD|5AART|6TLV|7RCR|8DUR
45	32643 21152	10	   	248.27	DCR|4VULN|1DMG|1ASPD|1AART	1ZMB|239aVULN|4ASPD|5AART|6CGEN|7RCR|8DMG
46	22422 23261	8	   	248.24	DCR|4VULN|1DUR|1CDMG|1ASPD	13ERES|2467VULN|5DUR|8RCR|9ASPD|aCDMG
47	32515 61232	3	   	248.03	DCR|4VULN|2DUR|1AART	1ZMB|2459VULN|3AART|6RCR|7LHND|8aDUR
48	32515 62232	3	   	248.03	DCR|4VULN|2DUR|1AART	1ZMB|2459VULN|3AART|6RCR|7FEWX|8aDUR
49	32635 61232	5	   	248.03	DCR|4VULN|2DUR|1AART	1ZMB|2359VULN|4AART|6RCR|7LHND|8aDUR
50	32635 61232	4	   	248.03	DCR|4VULN|2DUR|1AART	1ZMB|2359VULN|4AART|6RCR|7LHND|8aDUR
51	32635 62232	4	   	248.03	DCR|4VULN|2DUR|1AART	1ZMB|2359VULN|4AART|6RCR|7FEWX|8aDUR
52	32635 62232	5	   	248.03	DCR|4VULN|2DUR|1AART	1ZMB|2359VULN|4AART|6RCR|7FEWX|8aDUR
53	32522 61123	9	 * 	247.96	DCR|3VULN|3DMG|1NUKE|1AART	1aZMB|26aVULN|3AART|4NUKE|58aDMG|7RCR|9RCVC|aBPWR
54	22522 23235	8	   	247.93	DCR|4VULN|2DUR|1AART	1ERES|2467VULN|3RCVC|59DUR|8RCR|aAART
55	22422 23235	8	   	247.83	DCR|4VULN|2DUR|1AART	13ERES|2467VULN|59DUR|8RCR|aAART
56	62251 33314	2	   	247.12	DCR|3VULN|2ASPD|1TLV|1DUR	17LHND|267VULN|3LWND|4DUR|57ASPD|7BPWR|8LIT|9RCR|aTLV
57	22522 23321	9	   	247.00	DCR|4VULN|1DUR|1CDMG|1AART	1ERES|2467VULN|3RCVC|5DUR|8CDMG|9AART|aRCR
58	24526 23321	9	   	247.00	DCR|4VULN|1DUR|1CDMG|1AART	1ERES|2DUR|3RCVC|4567VULN|8CDMG|9AART|aRCR
59	24426 23321	9	   	246.90	DCR|4VULN|1DUR|1CDMG|1AART	13ERES|2DUR|4567VULN|8CDMG|9AART|aRCR
60	22422 23321	9	   	246.90	DCR|4VULN|1DUR|1CDMG|1AART	13ERES|2467VULN|5DUR|8CDMG|9AART|aRCR
61	61263 31142	8	 * 	246.83	DCR|2VULN|3DUR|3ASPD|1CDMG	17LHND|27aASPD|3MLV|4FEWX|57aDUR|6RCR|7aBPWR|8CDMG|9aVULN
62	63513 33242	7	 * 	246.74	DCR|2VULN|2DMG|2DUR|2CDMG	18LHND|2aFEWX|38DMG|4ERES|5aDUR|6RCR|78CDMG|8aBPWR|9aVULN
63	61313 31142	8	   	246.73	DCR|2VULN|3DUR|3ASPD|1CDMG	17LHND|27aASPD|3LWND|4ERES|57aDUR|6RCR|7aBPWR|8CDMG|9aVULN
64	61313 31162	9	   	246.73	DCR|2VULN|3DUR|3ASPD|1CDMG	17LHND|27aASPD|3LWND|4ERES|57aDUR|6RCR|7aBPWR|8CDMG|9aVULN
65	24132 53251	6	   	246.68	DCR|4VULN|2DUR	1aERES|2aDUR|3LIT|47LWND|568aVULN|9RCR|aBPWR
66	22522 23233	8	   	246.58	DCR|4VULN|2DUR	1ERES|2467VULN|3RCVC|59DUR|8RCR|aLIT
67	24132 52251	7	   	246.58	DCR|4VULN|2DUR	17aERES|2aDUR|3LIT|4LWND|568aVULN|9RCR|aBPWR
68	24526 23233	8	   	246.58	DCR|4VULN|2DUR	1ERES|29DUR|3RCVC|4567VULN|8RCR|aLIT
69	34113 13614	9	 * 	246.54	DCR|2VULN|2DMG|2DUR|3LIT	17ZMB|27DUR|346LIT|57DMG|7BPWR|8aVULN|9RCR
70	24426 23233	8	   	246.48	DCR|4VULN|2DUR	13ERES|29DUR|4567VULN|8RCR|aLIT
71	22422 23233	8	   	246.48	DCR|4VULN|2DUR	13ERES|2467VULN|59DUR|8RCR|aLIT
72	12542 61222	7	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1CGEN|269VULN|3AART|4ZMB|5DMG|7RCR|8aDUR
73	32512 61232	7	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|269VULN|3AART|4MLV|5DMG|7RCR|8aDUR
74	34331 53221	5	   	245.41	DCR|3VULN|3DUR|1TLV	17ZMB|267DUR|3LWND|4LHND|567VULN|67BPWR|8RCR|9TBNT|aTLV
75	34335 53221	4	   	245.41	DCR|3VULN|3DUR|1TLV	17ZMB|267DUR|3LWND|4LHND|567VULN|67BPWR|8RCR|9TBNT|aTLV
76	32522 61232	7	   	245.36	DCR|3VULN|2DUR|1DMG|1NUKE|1AART	1ZMB|269VULN|3AART|4NUKE|5DMG|7RCR|8aDUR
77	22522 22532	7	   	245.11	DCR|3VULN|3DUR|1TLV	1ERES|246VULN|3RCVC|589DUR|7TLV|aRCR
78	22522 25532	6	   	245.11	DCR|3VULN|3DUR|1TLV	1ERES|246VULN|3RCVC|589DUR|7TLV|aRCR
79	22422 22532	7	   	245.01	DCR|3VULN|3DUR|1TLV	13ERES|246VULN|589DUR|7TLV|aRCR
80	22422 25532	6	   	245.01	DCR|3VULN|3DUR|1TLV	13ERES|246VULN|589DUR|7TLV|aRCR
81	23515 22421	4	   	244.89	DCR|4VULN|2DMG	12ERES|3DLOT|4579VULN|68DMG|aRCR
82	23515 22421	5	   	244.89	DCR|4VULN|2DMG	12ERES|3DLOT|4579VULN|68DMG|aRCR
83	62251 33316	2	   	244.52	DCR|3VULN|2ASPD|1DUR|1CDMG	17LHND|267VULN|3LWND|4DUR|57ASPD|7BPWR|8LIT|9RCR|aCDMG
84	32515 61231	3	   	244.45	DCR|4VULN|1DUR|1ASPD|1AART	1ZMB|2459VULN|3AART|6RCR|7LHND|8DUR|aASPD
85	32515 62231	3	   	244.45	DCR|4VULN|1DUR|1ASPD|1AART	1ZMB|2459VULN|3AART|6RCR|7FEWX|8DUR|aASPD
86	32635 61231	4	   	244.45	DCR|4VULN|1DUR|1ASPD|1AART	1ZMB|2359VULN|4AART|6RCR|7LHND|8DUR|aASPD
87	32635 61231	5	   	244.45	DCR|4VULN|1DUR|1ASPD|1AART	1ZMB|2359VULN|4AART|6RCR|7LHND|8DUR|aASPD
88	32635 62231	4	   	244.45	DCR|4VULN|1DUR|1ASPD|1AART	1ZMB|2359VULN|4AART|6RCR|7FEWX|8DUR|aASPD
89	32635 62231	5	   	244.45	DCR|4VULN|1DUR|1ASPD|1AART	1ZMB|2359VULN|4AART|6RCR|7FEWX|8DUR|aASPD
90	32634 11152	10	   	244.42	DCR|3VULN|1DMG|1TLV|1CDMG|1NUKE|1AART	1ZMB|239VULN|4AART|5NUKE|6TLV|7RCR|8DMG|aCDMG
91	14331 25331	2	   	244.41	DCR|2VULN|3ASPD|2DUR|1TLV	13aCGEN|25DUR|45aASPD|5aBPWR|6TLV|7RCR|8LIT|9aVULN
92	34331 33312	5	   	244.30	DCR|3VULN|2DUR|1DMG	17ZMB|27DUR|3LWND|4LHND|567VULN|7BPWR|8LIT|9RCR|aDMG
93	34335 33312	4	   	244.30	DCR|3VULN|2DUR|1DMG	17ZMB|27DUR|3LWND|4LHND|567VULN|7BPWR|8LIT|9RCR|aDMG
94	62513 33211	6	   	244.20	DCR|3VULN|2DUR|1DMG	18LHND|289VULN|3DMG|4ERES|58DUR|6RCR|7RCVC|8BPWR|aLIT
95	62513 33241	6	   	244.20	DCR|3VULN|2DUR|1DMG	18LHND|28aVULN|3DMG|4ERES|58DUR|6RCR|7RCVC|8BPWR|9LIT
96	62513 34211	6	   	244.20	DCR|3VULN|2DUR|1DMG	18LHND|289VULN|3DMG|4ERES|58DUR|6RCR|7DMSP|8BPWR|aLIT
97	62513 31211	6	   	244.10	DCR|3VULN|2DUR|1DMG	18LHND|289VULN|3DMG|47ERES|58DUR|6RCR|8BPWR|aLIT
98	62513 31241	6	   	244.10	DCR|3VULN|2DUR|1DMG	18LHND|28aVULN|3DMG|47ERES|58DUR|6RCR|8BPWR|9LIT
99	62513 33211	7	   	244.10	DCR|3VULN|2DUR|1DMG	18LHND|289VULN|3DMG|47ERES|58DUR|6RCR|8BPWR|aLIT
100	62513 33241	7	   	244.10	DCR|3VULN|2DUR|1DMG	18LHND|28aVULN|3DMG|47ERES|58DUR|6RCR|8BPWR|9LIT
101	35313 31551	1	   	244.00	DCR|3VULN|2DUR|1DMG	1ZMB|2DMG|39DUR|4LIT|58aVULN|6DUST|7RCR
102	14631 22242	6	   	243.95	DCR|4VULN|2CDMG|1DUR	1aCGEN|2DUR|358aVULN|4LHND|6ZMB|7aCDMG|9RCR|aBPWR
103	34631 12242	5	   	243.95	DCR|4VULN|2CDMG|1DUR	1aZMB|2DUR|358aVULN|4LHND|6CGEN|7aCDMG|9RCR|aBPWR
104	52523 32511	6	   	243.85	DCR|4VULN|1DMG|1DUR	145FEWX|2789VULN|3DMG|6RCR|aDUR
105	24111 43251	7	   	243.81	DCR|3VULN|3DUR|2LIT	1aERES|27aDUR|34LIT|5LWND|68aVULN|9RCR|aBPWR
106	24131 43251	7	   	243.81	DCR|3VULN|3DUR|2LIT	1aERES|27aDUR|35LIT|4LWND|68aVULN|9RCR|aBPWR
107	12646 13312	10	   	243.79	DCR|2VULN|3DMG|1TLV|1DUR	15CGEN|28VULN|3TLV|456DMG|5BPWR|7DUR|9ERES|aRCR
108	32643 11121	7	   	243.77	DCR|3VULN|1TLV|1CDMG|1ASPD|1AART	1ZMB|23aVULN|4ASPD|5AART|6TLV|7RCR|8CDMG|9LIT
109	22522 23213	10	   	243.75	DCR|4VULN|1DMG|1DUR	1ERES|2467VULN|39RCVC|5DUR|8RCR|aDMG
110	22522 23262	9	   	243.75	DCR|4VULN|1DMG|1DUR	1ERES|2467VULN|3RCVC|5DUR|8RCR|9RPLT|aDMG
111	24526 23213	10	   	243.75	DCR|4VULN|1DMG|1DUR	1ERES|2DUR|39RCVC|4567VULN|8RCR|aDMG
112	24426 23213	10	   	243.65	DCR|4VULN|1DMG|1DUR	13ERES|2DUR|4567VULN|8RCR|9RCVC|aDMG
113	22422 23213	10	   	243.65	DCR|4VULN|1DMG|1DUR	13ERES|2467VULN|5DUR|8RCR|9RCVC|aDMG
114	22422 23262	9	   	243.65	DCR|4VULN|1DMG|1DUR	13ERES|2467VULN|5DUR|8RCR|9RPLT|aDMG
115	22522 23215	7	   	243.65	DCR|4VULN|1DMG|1DUR	1ERES|2467VULN|3RCVC|5DUR|8BBNT|9DMG|aRCR
116	22522 23335	9	   	243.65	DCR|4VULN|2CDMG|1DUR	1ERES|2467VULN|3RCVC|5DUR|89CDMG|aRCR
117	24426 23211	8	   	243.55	DCR|4VULN|1DMG|1DUR	139ERES|2DUR|4567VULN|8RCR|aDMG
118	22422 23211	8	   	243.55	DCR|4VULN|1DMG|1DUR	139ERES|2467VULN|5DUR|8RCR|aDMG
119	22422 23215	7	   	243.55	DCR|4VULN|1DMG|1DUR	13ERES|2467VULN|5DUR|8BBNT|9DMG|aRCR
120	22422 23335	9	   	243.55	DCR|4VULN|2CDMG|1DUR	13ERES|2467VULN|5DUR|89CDMG|aRCR
121	32632 22642	10	   	243.51	DCR|4VULN|1DMG|1DUR|1AART|1SELL	1ZMB|237aVULN|4AART|5SELL|6DMG|8DUR|9RCR
122	24526 23222	9	   	243.33	DCR|5VULN|1DUR	1aERES|2DUR|3RCVC|4567aVULN|8RCR|9aLWND|aBPWR
123	24526 23222	8	   	243.33	DCR|5VULN|1DUR	1aERES|2DUR|3RCVC|4567aVULN|8RCR|9aLHND|aBPWR
124	53323 32514	6	   	243.33	DCR|5VULN|1TLV	125FEWX|3TLV|4789aVULN|6RCR
125	24426 23222	8	   	243.23	DCR|5VULN|1DUR	13aERES|2DUR|4567aVULN|8RCR|9aLHND|aBPWR
126	24426 23222	9	   	243.23	DCR|5VULN|1DUR	13aERES|2DUR|4567aVULN|8RCR|9aLWND|aBPWR
127	22522 23266	10	   	243.23	DCR|5VULN|1DUR	1ERES|2467aVULN|3RCVC|5DUR|8RCR|9RPLT
128	22422 23266	10	   	243.13	DCR|5VULN|1DUR	13ERES|2467aVULN|5DUR|8RCR|9RPLT
129	24426 23212	8	   	243.03	DCR|5VULN|1DUR	139ERES|2DUR|4567aVULN|8RCR
130	22422 23212	8	   	243.03	DCR|5VULN|1DUR	139ERES|2467aVULN|5DUR|8RCR
131	22522 23262	8	   	243.00	DCR|4VULN|1DUR|1ASPD	1ERES|2467VULN|3RCVC|5DUR|8RCR|9ASPD|aLIT
132	33562 22112	8	   	242.91	DCR|3VULN|3DUR|1CDMG	18aZMB|2ERES|38aVULN|4CDMG|59LHND|6RCR|78aDUR|8aBPWR
133	33562 22112	9	   	242.91	DCR|3VULN|3DUR|1CDMG	18aZMB|2ERES|38aVULN|4CDMG|5LHND|6RCR|78aDUR|8aBPWR|9RCVC
134	33562 22122	9	   	242.91	DCR|3VULN|3DUR|1CDMG	18aZMB|2ERES|38aVULN|4CDMG|59LHND|6RCR|78aDUR|8aBPWR
135	22422 23262	8	   	242.90	DCR|4VULN|1DUR|1ASPD	13ERES|2467VULN|5DUR|8RCR|9ASPD|aLIT
136	51641 11313	10	   	242.84	DCR|3VULN|2DUR|1TLV|1ASPD|1SELL	18FEWX|2ASPD|358VULN|48DUR|6LEGI|7SELL|8BPWR|9TLV|aRCR
137	51641 11313	9	   	242.84	DCR|3VULN|2DUR|1TLV|1ASPD|1SELL	18FEWX|2ASPD|358VULN|48DUR|6LEGI|7SELL|8BPWR|9TLV|aRCR
138	34331 53233	5	   	242.81	DCR|3VULN|3DUR|1CDMG	17ZMB|267DUR|3LWND|4LHND|567VULN|67BPWR|8RCR|9MBVNT|aCDMG
139	34335 53233	4	   	242.81	DCR|3VULN|3DUR|1CDMG	17ZMB|267DUR|3LWND|4LHND|567VULN|67BPWR|8RCR|9MBVNT|aCDMG
140	33562 22134	10	   	242.71	DCR|3VULN|3DUR|1CDMG	18ZMB|2ERES|38aVULN|4CDMG|5LHND|6RCR|789DUR|8BPWR
141	33562 22532	9	   	242.71	DCR|3VULN|3DUR|1CDMG	1aZMB|2ERES|38aVULN|4CDMG|5LHND|6RCR|79aDUR|aBPWR
142	33562 22342	8	   	242.71	DCR|3VULN|3DUR|1CDMG	1aZMB|2ERES|39aVULN|4CDMG|5LHND|6RCR|78aDUR|aBPWR
143	32113 44141	6	 * 	242.61	DCR|3VULN|2DMG|3LIT	1aZMB|26aVULN|348LIT|5aDMG|7BELT|9RCR|aBPWR
144	52541 11313	9	   	242.58	DCR|2VULN|2DMG|2DUR|1TLV|1SELL	18FEWX|25VULN|38DMG|48DUR|6LEGI|7SELL|8BPWR|9TLV|aRCR
145	62331 53241	5	   	242.52	DCR|3VULN|2ASPD|1DMG|1DUR	1LHND|269VULN|3BEXP|4DUR|56ASPD|6BPWR|7RPLT|8DMG|aRCR
146	62331 53241	4	   	242.52	DCR|3VULN|2ASPD|1DMG|1DUR	1LHND|269VULN|3BEXP|4DUR|56ASPD|6BPWR|7RPLT|8DMG|aRCR
147	12112 14625	4	   	242.46	DCR|4VULN|1DMG|2LIT	1CGEN|2579VULN|34LIT|6RCVC|8DMG|aRCR
148	52311 51115	4	   	242.42	DCR|3VULN|2ASPD|1DMG|1DUR	1FEWX|268VULN|3BEXP|4DUST|56ASPD|6BPWR|7DUR|9DMG|aRCR
149	52311 51115	5	   	242.42	DCR|3VULN|2ASPD|1DMG|1DUR	1FEWX|268VULN|3BEXP|4DUST|56ASPD|6BPWR|7DUR|9DMG|aRCR
150	62513 31112	9	 * 	242.18	DCR|2VULN|3DUR|2CDMG|1DMG	1LHND|2aVULN|3DMG|4ERES|59aDUR|6RCR|7LWND|8aCDMG|aBPWR
151	62513 35112	9	   	242.18	DCR|2VULN|3DUR|2CDMG|1DMG	1LHND|2aVULN|3DMG|4ERES|59aDUR|6RCR|7BEXP|8aCDMG|aBPWR
152	62513 36112	9	   	242.18	DCR|2VULN|3DUR|1DMG|2CDMG	1LHND|2aVULN|3DMG|4ERES|59aDUR|6RCR|7FEWX|8aCDMG|aBPWR
153	12113 22315	5	   	241.91	DCR|3VULN|1TLV|1DUR|2LIT|1AART	1CGEN|28aVULN|34LIT|5AART|6RCR|7DUR|9TLV
154	12114 22315	4	   	241.91	DCR|3VULN|1TLV|1DUR|2LIT|1AART	1CGEN|28aVULN|34LIT|5AART|6RCR|7DUR|9TLV
155	32561 11152	10	   	241.88	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	15ZMB|29aVULN|3AART|4ASPD|6TLV|7RCR|8DMG
156	32643 11125	10	   	241.88	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1ZMB|23aVULN|4ASPD|5AART|6TLV|7RCR|8DMG|9CGEN
157	32643 11153	9	   	241.88	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1ZMB|239VULN|4ASPD|5AART|6TLV|7RCR|8DMG|aFEWX
158	32643 11153	10	   	241.88	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1ZMB|239VULN|4ASPD|5AART|6TLV|7RCR|8DMG|aCGEN
159	32643 11351	10	   	241.88	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1ZMB|239VULN|4ASPD|5AART|6TLV|7RCR|8CGEN|aDMG
160	12542 61221	7	   	241.88	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1CGEN|269VULN|3AART|4ZMB|5DMG|7RCR|8DUR|aASPD
161	32512 61231	7	   	241.88	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1ZMB|269VULN|3AART|4MLV|5DMG|7RCR|8DUR|aASPD
162	61363 12622	1	   	241.85	DCR|4VULN|1CDMG|1ASPD|1AART	1LHND|2BELT|3CDMG|459aVULN|6AART|7RCR|8ASPD
163	22113 22315	5	   	241.81	DCR|3VULN|1DUR|1TLV|2LIT|1AART	1ERES|28aVULN|34LIT|5AART|6RCR|7DUR|9TLV
164	22114 22315	4	   	241.81	DCR|3VULN|1DUR|1TLV|2LIT|1AART	1ERES|28aVULN|34LIT|5AART|6RCR|7DUR|9TLV
165	32522 61231	7	   	241.78	DCR|3VULN|1DMG|1DUR|1ASPD|1NUKE|1AART	1ZMB|269VULN|3AART|4NUKE|5DMG|7RCR|8DUR|aASPD
166	32643 11151	9	   	241.78	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1ZMB|239VULN|4ASPD|5AART|6TLV|7RCR|8DMG|aLEGI
167	32643 11151	10	   	241.78	DCR|3VULN|1DMG|1TLV|1ASPD|1NUKE|1AART	1ZMB|239VULN|4ASPD|5AART|6TLV|7RCR|8DMG|aNUKE
168	12113 34244	6	   	241.61	DCR|2VULN|2DMG|3LIT|1DUR|1AART	19CGEN|29VULN|347LIT|5AART|69DMG|8RCR|9BPWR|aDUR
169	52523 33125	7	 * 	241.61	DCR|2VULN|2DMG|2ASPD|1DUR	145FEWX|2aVULN|3aDMG|6RCR|7LIT|8DUR|9aASPD|aBPWR
170	52523 33325	8	   	241.61	DCR|2VULN|2DMG|2ASPD|1DUR	145FEWX|2aVULN|3aDMG|6RCR|7LIT|8DUR|9aASPD|aBPWR
171	32525 61232	7	   	241.54	DCR|3VULN|2DUR|1TLV|1NUKE|1AART	1ZMB|269VULN|3AART|4NUKE|5TLV|7RCR|8aDUR
172	32634 11232	7	   	241.54	DCR|3VULN|2DUR|1TLV|1NUKE|1AART	1ZMB|239VULN|4AART|5NUKE|6TLV|7RCR|8aDUR
173	34632 23242	4	 * 	241.27	DCR|3VULN|2TLV|2CDMG|1DUR	1aZMB|2DUR|38aVULN|4LHND|56CDMG|7aTLV|9RCR|aBPWR
174	32113 12414	7	   	241.07	DCR|3VULN|3LIT|1DMG|1DUR	1ZMB|29aVULN|346LIT|5DMG|7DUR|8RCR
175	32113 13314	7	   	241.07	DCR|3VULN|3LIT|1DMG|1DUR	1ZMB|29aVULN|346LIT|5DMG|7RCR|8DUR
176	32632 22542	10	   	240.91	DCR|4VULN|1DMG|1CDMG|1AART|1SELL	1ZMB|2379VULN|4AART|5SELL|6DMG|8CDMG|aRCR
177	32632 22543	9	   	240.91	DCR|4VULN|1DMG|1CDMG|1AART|1SELL	1ZMB|2379VULN|4AART|5SELL|6DMG|8CDMG|aRCR
178	32632 22553	8	   	240.91	DCR|4VULN|1DMG|1CDMG|1AART|1SELL	1ZMB|2379VULN|4AART|5SELL|6DMG|8CDMG|aRCR
179	12661 21141	6	   	240.71	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1CGEN|289VULN|3TLV|4CDMG|5BEXP|6RCR|7DUR|aAART
