0	Index      	 *	Score 	Summary	Detail	
1	62336 52332	 * 	199.35	ACR|3DMG|2VULN|1AART|2CDMG	1aDUST|27CDMG|3LEGI|4RCR|5AART|6aVULN|89aDMG|aBPWR
48	21453 32324	   	179.82	DCR|4VULN|1AART|2ZMB|1FLTHEA	1236VULN|4AART|5FLTHEA|7aZMB|8RPLT|9RCR
49	21425 41122	 * 	179.52	ACR|5VULN|1AART|2ASPD	1237aVULN|4aFEWX|5RCR|6AART|8RPLT|9aASPD|aBPWR
50	21116 33312	 * 	179.07	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	125VULN|3MGNSTR|4CDMG|6ASPD|7RCR|8DMG|9LIT|aAART
51	21116 33356	   	179.07	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	125VULN|3MGNSTR|4CDMG|6ASPD|7RCR|8DMG|9LWND|aAART
52	21534 13142	 * 	178.84	DCR|4VULN|1AART|2CDMG|1SELL	127aVULN|3AART|4aDUST|5SELL|6RCR|8RPLT|9aCDMG|aBPWR
53	21534 13632	   	178.84	DCR|4VULN|1AART|1DMG|1SELL	1279VULN|3AART|4DUST|5SELL|6RCR|8DMG|aLWND
54	21534 13633	   	178.84	DCR|4VULN|1AART|1DMG|1SELL	1279VULN|3AART|4DUST|5SELL|6RCR|8DMG|aFEWX
55	21534 13226	   	178.61	DCR|3VULN|1AART|1DMG|1ASPD|1DUR|1SELL	127VULN|3AART|4DUST|5SELL|6RCR|8DUR|9ASPD|aDMG
56	21526 44644	 * 	178.20	DCR|5VULN|1AART|1CDMG	1278aVULN|3AART|4ERES|5MBVNT|6CDMG|9RCR
57	21415 22621	 * 	177.87	DCR|4VULN|2AART|2ASPD|1SELL	1238VULN|46ASPD|5SELL|7RCR|9aAART
58	21513 32324	 * 	177.77	DCR|3VULN|2AART|2ZMB|1FLTHEA	126VULN|34AART|5FLTHEA|7aZMB|8RPLT|9RCR
59	21261 36252	   	177.65	DCR|3VULN|1AART|1DMG|2DUR|1ASPD	12aVULN|39DUR|4LWND|5ASPD|6AART|7DMG|8RCR
60	21116 33332	   	176.91	DCR|4VULN|1DMG|1CDMG|1DUR|1ASPD	1259VULN|3MGNSTR|4CDMG|6ASPD|7RCR|8DMG|aDUR
61	22326 36225	 * 	176.86	DCR|2VULN|2DMG|1AART|2ASPD	1aVULN|2TLV|3aASPD|4RCVC|5AART|6LSRHEA|7RCR|8DUST|9aDMG|aBPWR
62	21553 21152	 * 	176.82	DCR|4VULN|1AART|1CDMG|1FLTHEA	1247VULN|3AART|5FLTHEA|6LHND|8LIT|9CDMG|aRCR
63	21526 42644	 * 	176.82	DCR|4VULN|2AART|1CDMG	128aVULN|37AART|4ERES|5MBVNT|6CDMG|9RCR
64	23123 36525	   	176.67	DCR|3DMG|2VULN|1AART	1aVULN|2LWND|3FEWX|479DMG|5AART|6DMSP|8RCR
65	21553 32321	   	176.57	DCR|4VULN|1AART|1FLTHEA|1ZMB	1246VULN|3AART|5FLTHEA|7ZMB|8RPLT|9RCR|aBEXP
66	25553 32322	   	176.57	DCR|4VULN|1AART|1FLTHEA|1ZMB	146aVULN|2DMSP|3AART|5FLTHEA|7ZMB|8RPLT|9RCR
67	23223 32815	 * 	176.57	DCR|3VULN|2DMG|1AART	19aVULN|2LWND|39DUST|49DMG|5AART|6DMSP|7MBVNT|8RCR|9BPWR
68	23223 36525	   	176.57	DCR|3DMG|2VULN|1AART	1aVULN|2LWND|3DUST|479DMG|5AART|6DMSP|8RCR
69	23223 52815	   	176.57	DCR|3VULN|2DMG|1AART	19aVULN|26LWND|39DUST|49DMG|5AART|7MBVNT|8RCR|9BPWR
70	21513 53351	 * 	176.56	DCR|3VULN|2AART|1FLTHEA|1CDMG	127VULN|34AART|5FLTHEA|6RPLT|8CDMG|9RCR|aDMSP
71	21513 53352	   	176.56	DCR|3VULN|2AART|1FLTHEA|1CDMG	127VULN|34AART|5FLTHEA|6RPLT|8CDMG|9RCR|aLIT
72	21553 32323	   	176.47	DCR|4VULN|1AART|1FLTHEA|1ZMB	1246VULN|3AART|5FLTHEA|7ZMB|8RPLT|9RCR|aERES
73	21553 32325	   	176.47	DCR|4VULN|1AART|1FLTHEA|1ZMB	1246VULN|3AART|5FLTHEA|7ZMB|8RPLT|9RCR|aTLV
74	21553 32326	   	176.47	DCR|4VULN|1AART|1FLTHEA|1ZMB	1246VULN|3AART|5FLTHEA|7ZMB|8RPLT|9RCR|aDUST
75	21513 53353	   	176.46	DCR|3VULN|2AART|1CDMG|1FLTHEA	127VULN|34AART|5FLTHEA|6RPLT|8CDMG|9RCR|aBASHEA
76	21453 21152	   	176.22	DCR|4VULN|1AART|1CDMG|1FLTHEA	1237VULN|4AART|5FLTHEA|6LHND|8LIT|9CDMG|aRCR
77	21553 33143	   	176.00	DCR|5VULN|1AART|1FLTHEA	12467VULN|3AART|5FLTHEA|8LWND|9DMSP|aRCR
78	21453 32321	   	175.97	DCR|4VULN|1AART|1FLTHEA|1ZMB	1236VULN|4AART|5FLTHEA|7ZMB|8RPLT|9RCR|aBEXP
79	25453 32322	   	175.97	DCR|4VULN|1AART|1FLTHEA|1ZMB	136aVULN|2DMSP|4AART|5FLTHEA|7ZMB|8RPLT|9RCR
80	21553 42441	   	175.97	DCR|3VULN|1AART|1DMG|1FLTHEA|1DUR	124VULN|3AART|5FLTHEA|6MBVNT|7DMG|8MLV|9DUR|aRCR
81	21513 22156	   	175.93	DCR|2AART|2VULN|1DMG|1FLTHEA|1ZMB	12VULN|34AART|5FLTHEA|6LHND|7DMG|8DMSP|9ZMB|aRCR
82	21553 33333	   	175.90	DCR|5VULN|1AART|1FLTHEA	12467VULN|3AART|5FLTHEA|8CGEN|9ERES|aRCR
83	21553 33533	   	175.90	DCR|5VULN|1AART|1FLTHEA	12467VULN|3AART|5FLTHEA|8MLV|9ERES|aRCR
84	25553 33323	   	175.90	DCR|5VULN|1AART|1FLTHEA	14679VULN|2DMSP|3AART|5FLTHEA|8DUST|aRCR
85	21453 32323	   	175.87	DCR|4VULN|1AART|1FLTHEA|1ZMB	1236VULN|4AART|5FLTHEA|7ZMB|8RPLT|9RCR|aERES
86	21453 32325	   	175.87	DCR|4VULN|1AART|1FLTHEA|1ZMB	1236VULN|4AART|5FLTHEA|7ZMB|8RPLT|9RCR|aTLV
87	21453 32326	   	175.87	DCR|4VULN|1AART|1FLTHEA|1ZMB	1236VULN|4AART|5FLTHEA|7ZMB|8RPLT|9RCR|aDUST
88	21116 33413	 * 	175.86	DCR|5VULN|2CDMG|2ASPD	12589VULN|3aMGNSTR|4aCDMG|6aASPD|7RCR|aBPWR
89	21553 33343	   	175.75	DCR|5VULN|1AART|1FLTHEA|1SELL	12467VULN|3AART|5FLTHEA|8CGEN|9SELL|aRCR
90	21435 25133	   	175.48	DCR|4VULN|1AART|1DMG	123aVULN|4RPLT|5BEXP|6RCR|7AIRHEL|8DMG|9AART
91	21453 33143	   	175.40	DCR|5VULN|1AART|1FLTHEA	12367VULN|4AART|5FLTHEA|8LWND|9DMSP|aRCR
92	21513 21255	   	175.37	DCR|3VULN|2AART|2ZMB|1FLTHEA	127VULN|34AART|5FLTHEA|6LHND|89ZMB|aRCR
93	21513 32635	   	175.37	DCR|3VULN|2AART|2ZMB|1FLTHEA	126VULN|34AART|5FLTHEA|78ZMB|9LHND|aRCR
94	21453 42441	   	175.37	DCR|3VULN|1AART|1DMG|1FLTHEA|1DUR	123VULN|4AART|5FLTHEA|6MBVNT|7DMG|8MLV|9DUR|aRCR
95	25453 33323	   	175.30	DCR|5VULN|1AART|1FLTHEA	13679VULN|2DMSP|4AART|5FLTHEA|8DUST|aRCR
96	21453 33333	   	175.30	DCR|5VULN|1AART|1FLTHEA	12367VULN|4AART|5FLTHEA|8CGEN|9ERES|aRCR
97	21453 33533	   	175.30	DCR|5VULN|1AART|1FLTHEA	12367VULN|4AART|5FLTHEA|8MLV|9ERES|aRCR
98	21453 33343	   	175.15	DCR|5VULN|1AART|1FLTHEA|1SELL	12367VULN|4AART|5FLTHEA|8CGEN|9SELL|aRCR
99	21553 32126	   	174.17	DCR|4VULN|1AART|1FLTHEA|1ZMB	1246VULN|3AART|5FLTHEA|7ZMB|8FEWX|9RMIN|aRCR
100	21553 32235	   	174.17	DCR|4VULN|1AART|1FLTHEA|1ZMB	1246VULN|3AART|5FLTHEA|7ZMB|8RCVC|9LHND|aRCR
101	21553 21226	   	174.17	DCR|4VULN|1AART|1FLTHEA|1ZMB	1247VULN|3AART|5FLTHEA|6LHND|8ZMB|9RMIN|aRCR
102	21553 21235	   	174.17	DCR|4VULN|1AART|1FLTHEA|1ZMB	1247VULN|3AART|5FLTHEA|6LHND|8ZMB|9DMSP|aRCR
103	21513 21152	   	174.16	DCR|3VULN|2AART|1CDMG|1FLTHEA	127VULN|34AART|5FLTHEA|6LHND|8LIT|9CDMG|aRCR
104	21513 35152	   	174.16	DCR|3VULN|2AART|1CDMG|1FLTHEA	126VULN|34AART|5FLTHEA|7LHND|8LIT|9CDMG|aRCR
105	21513 32321	   	173.92	DCR|3VULN|2AART|1FLTHEA|1ZMB	126VULN|34AART|5FLTHEA|7ZMB|8RPLT|9RCR|aBEXP
106	25513 32322	   	173.92	DCR|3VULN|2AART|1FLTHEA|1ZMB	16aVULN|2DMSP|34AART|5FLTHEA|7ZMB|8RPLT|9RCR
107	21513 32323	   	173.82	DCR|3VULN|2AART|1FLTHEA|1ZMB	126VULN|34AART|5FLTHEA|7ZMB|8RPLT|9RCR|aERES
108	21513 32325	   	173.82	DCR|3VULN|2AART|1FLTHEA|1ZMB	126VULN|34AART|5FLTHEA|7ZMB|8RPLT|9RCR|aTLV
109	21513 32326	   	173.82	DCR|3VULN|2AART|1FLTHEA|1ZMB	126VULN|34AART|5FLTHEA|7ZMB|8RPLT|9RCR|aDUST
110	21513 41261	   	173.82	DCR|3VULN|2AART|1FLTHEA|1ZMB	127VULN|34AART|5FLTHEA|6MBVNT|8ZMB|9RCR|aDMSP
111	21513 41262	   	173.82	DCR|3VULN|2AART|1FLTHEA|1ZMB	127VULN|34AART|5FLTHEA|6MBVNT|8ZMB|9RCR|aLIT
112	21513 41263	   	173.72	DCR|3VULN|2AART|1FLTHEA|1ZMB	127VULN|34AART|5FLTHEA|6MBVNT|8ZMB|9RCR|aBASHEA
113	21116 33622	   	173.71	DCR|4VULN|1AART|1CDMG|1ASPD	125aVULN|3MGNSTR|4CDMG|6ASPD|7RCR|8LHND|9AART
114	21534 12336	   	173.61	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	12VULN|3AART|4DUST|5SELL|6RCR|7LWND|89DMG|aASPD
115	21534 21522	   	173.59	DCR|3VULN|1AART|1DMG|1CDMG|1SELL	12aVULN|3AART|4DUST|5SELL|6CDMG|7LWND|8RCR|9DMG
116	21453 32126	   	173.57	DCR|4VULN|1AART|1FLTHEA|1ZMB	1236VULN|4AART|5FLTHEA|7ZMB|8FEWX|9RMIN|aRCR
117	21453 32235	   	173.57	DCR|4VULN|1AART|1FLTHEA|1ZMB	1236VULN|4AART|5FLTHEA|7ZMB|8RCVC|9LHND|aRCR
118	21453 21226	   	173.57	DCR|4VULN|1AART|1FLTHEA|1ZMB	1237VULN|4AART|5FLTHEA|6LHND|8ZMB|9RMIN|aRCR
119	21453 21235	   	173.57	DCR|4VULN|1AART|1FLTHEA|1ZMB	1237VULN|4AART|5FLTHEA|6LHND|8ZMB|9DMSP|aRCR
120	24143 23512	   	173.35	DCR|2VULN|2DMG|1AART|1DUR	15VULN|2FEWX|3BELT|4AART|6RCR|7LHND|8aDMG|9DUR
121	61143 23512	   	173.25	DCR|2VULN|2DMG|1AART|1DUR	1DUST|25VULN|3BELT|4AART|6RCR|7LHND|8aDMG|9DUR
122	63143 23512	   	173.25	DCR|2VULN|2DMG|1AART|1DUR	1DUST|2BELT|35VULN|4AART|6RCR|7LHND|8aDMG|9DUR
123	21425 42212	 * 	173.10	ACR|4VULN|1AART|2CDMG	123aVULN|4FEWX|5RCR|6AART|7RMIN|8aCDMG|9aLHND|aBPWR
124	21425 42232	   	173.10	ACR|4VULN|1AART|2CDMG	123aVULN|4FEWX|5RCR|6AART|7RMIN|8aCDMG|9aLWND|aBPWR
125	21425 41212	 * 	173.00	ACR|4VULN|1AART|1DMG	1237VULN|4FEWX|5RCR|6AART|8RCVC|9MLV|aDMG
126	21425 41222	   	173.00	ACR|4VULN|1AART|1DMG	1237VULN|4FEWX|5RCR|6AART|8RCVC|9CGEN|aDMG
127	21425 42222	   	172.90	ACR|4VULN|1AART|2CDMG	123aVULN|4FEWX|5RCR|6AART|7RMIN|8aCDMG|9aDUST|aBPWR
128	23313 12332	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|247LWND|3CDMG|5AART|6RCR|9ZMB|aDMG
129	23332 44488	 * 	172.83	DCR|3VULN|2DMG|2CDMG	19aVULN|2LWND|39CDMG|4CGEN|5MBVNT|6ERES|7RCR|89DMG|9BPWR
130	23123 36524	   	172.73	DCR|3DMG|1AART|1VULN|1CDMG	1VULN|2LWND|3FEWX|479DMG|5AART|6DMSP|8RCR|aCDMG
131	23223 36524	   	172.63	DCR|3DMG|1AART|1VULN|1CDMG	1VULN|2LWND|3DUST|479DMG|5AART|6DMSP|8RCR|aCDMG
132	21425 41332	   	172.60	ACR|5VULN|1AART|1DUR	1237aVULN|4FEWX|5RCR|6AART|8DUST|9DUR
133	24263 11113	   	172.51	DCR|3VULN|1AART|1DMG|2DUR	19aVULN|2FEWX|3AART|49BASHEA|5DMG|6CGEN|79DUR|8RCR|9BPWR
134	24263 61113	   	172.41	DCR|3VULN|1AART|1DMG|2DUR	19aVULN|2FEWX|3AART|49BASHEA|5DMG|6ERES|79DUR|8RCR|9BPWR
135	21261 36222	   	172.36	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	12aVULN|3DUR|49LWND|5ASPD|6AART|7DMG|8RCR
136	21526 44641	   	172.31	DCR|4VULN|1AART|1CDMG|1DUR	1278VULN|3AART|4ERES|5MBVNT|6CDMG|9RCR|aDUR
137	21116 24312	   	172.13	DCR|3VULN|1AART|1DMG|1CDMG	125VULN|3MGNSTR|4CDMG|6RMIN|7RCR|8DMG|9LIT|aAART
138	24143 26122	   	171.94	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	15aVULN|2FEWX|3BELT|4AART|6RCR|7DUR|8CDMG|9ASPD
139	23331 32226	 * 	171.86	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	16VULN|2LWND|3CDMG|4CGEN|5DMG|7aAART|8DUR|9RCR
140	61143 26122	   	171.84	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUST|25aVULN|3BELT|4AART|6RCR|7DUR|8CDMG|9ASPD
141	63143 26122	   	171.84	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUST|2BELT|35aVULN|4AART|6RCR|7DUR|8CDMG|9ASPD
142	21513 42441	   	171.76	DCR|2AART|2VULN|1DMG|1FLTHEA|1DUR	12VULN|34AART|5FLTHEA|6MBVNT|7DMG|8MLV|9DUR|aRCR
143	21415 22353	 * 	171.69	DCR|3VULN|1AART|3ASPD|1CDMG|1SELL	123VULN|469ASPD|5SELL|7RCR|8CDMG|aAART
144	21513 42641	   	171.66	DCR|2AART|2VULN|1DMG|1FLTHEA|1DUR	12VULN|34AART|5FLTHEA|6MBVNT|7DMG|8DUR|9TLV|aRCR
145	21534 13621	   	171.57	DCR|3VULN|1AART|1DMG|1DUR|1SELL	127VULN|3AART|49DUST|5SELL|6RCR|8DMG|aDUR
146	21513 21226	   	171.52	DCR|3VULN|2AART|1FLTHEA|1ZMB	127VULN|34AART|5FLTHEA|6LHND|8ZMB|9RMIN|aRCR
147	21513 21235	   	171.52	DCR|3VULN|2AART|1FLTHEA|1ZMB	127VULN|34AART|5FLTHEA|6LHND|8ZMB|9DMSP|aRCR
148	21513 31156	   	171.52	DCR|3VULN|2AART|1FLTHEA|1ZMB	126VULN|34AART|5FLTHEA|7RMIN|8FEWX|9ZMB|aRCR
149	21513 32126	   	171.52	DCR|3VULN|2AART|1FLTHEA|1ZMB	126VULN|34AART|5FLTHEA|7ZMB|8FEWX|9RMIN|aRCR
150	21513 32235	   	171.52	DCR|3VULN|2AART|1FLTHEA|1ZMB	126VULN|34AART|5FLTHEA|7ZMB|8RCVC|9LHND|aRCR
151	21513 32266	   	171.52	DCR|3VULN|2AART|1FLTHEA|1ZMB	126VULN|34AART|5FLTHEA|7ZMB|8RCVC|9LIT|aRCR
152	21513 32435	   	171.52	DCR|3VULN|2AART|1FLTHEA|1ZMB	126VULN|34AART|5FLTHEA|7ZMB|8DMSP|9LHND|aRCR
153	21513 32536	   	171.52	DCR|3VULN|2AART|1FLTHEA|1ZMB	126VULN|34AART|5FLTHEA|7ZMB|8LIT|9DMSP|aRCR
154	21513 35226	   	171.52	DCR|3VULN|2AART|1FLTHEA|1ZMB	126VULN|34AART|5FLTHEA|7LHND|8ZMB|9RMIN|aRCR
155	21513 35235	   	171.52	DCR|3VULN|2AART|1FLTHEA|1ZMB	126VULN|34AART|5FLTHEA|7LHND|8ZMB|9DMSP|aRCR
156	23331 32222	   	171.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	16VULN|2LWND|3CDMG|4CGEN|5DMG|7AART|8DUR|9RCR|aZMB
157	21513 32146	   	171.42	DCR|3VULN|2AART|1FLTHEA|1ZMB	126VULN|34AART|5FLTHEA|7ZMB|8FEWX|9ERES|aRCR
158	21513 32166	   	171.42	DCR|3VULN|2AART|1FLTHEA|1ZMB	126VULN|34AART|5FLTHEA|7ZMB|8FEWX|9TLV|aRCR
159	32513 31245	   	171.42	DCR|3VULN|2AART|1FLTHEA|1ZMB	1CGEN|2TLV|34AART|5FLTHEA|679VULN|8ZMB|aRCR
160	21513 21246	   	171.42	DCR|3VULN|2AART|1FLTHEA|1ZMB	127VULN|34AART|5FLTHEA|6LHND|8ZMB|9ERES|aRCR
161	21513 21266	   	171.42	DCR|3VULN|2AART|1FLTHEA|1ZMB	127VULN|34AART|5FLTHEA|6LHND|8ZMB|9TLV|aRCR
162	24215 22314	   	171.28	DCR|3VULN|1AART|1DMG|1ZMB	17aVULN|2FEWX|3AART|4RMIN|5ZMB|6LHND|8RCR|9DMG
163	24263 42321	   	171.19	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	18VULN|2FEWX|3AART|4BASHEA|59DMG|6DUR|7ASPD|aRCR
164	21531 16314	   	171.18	DCR|3VULN|1AART|1DMG|1ZMB	12aVULN|3AART|4DUST|5LHND|6RMIN|7ZMB|8RCR|9DMG
165	61215 22314	   	171.18	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|27aVULN|3AART|4RMIN|5ZMB|6LHND|8RCR|9DMG
166	21534 13242	   	171.11	DCR|4VULN|1AART|2DUR|1SELL	127aVULN|3AART|4aDUST|5SELL|6RCR|8aDUR|9RMIN|aBPWR
167	61263 42321	   	171.09	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1DUST|28VULN|3AART|4BASHEA|59DMG|6DUR|7ASPD|aRCR
168	24234 13222	 * 	170.75	DCR|3VULN|1AART|2ASPD|2DUR|1SELL	17aVULN|24FEWX|3AART|5SELL|6RCR|8aDUR|9aASPD|aBPWR
169	25534 13222	 * 	170.65	DCR|3VULN|1AART|2ASPD|2DUR|1SELL	17aVULN|2DMSP|3AART|4DUST|5SELL|6RCR|8aDUR|9aASPD|aBPWR
170	21425 36223	 * 	170.65	ACR|3VULN|1AART|1DMG|1CDMG	123VULN|4FEWX|5RCR|6LWND|7CDMG|8BASICY|9AART|aDMG
171	21425 32341	   	170.60	ACR|4VULN|1AART|1DMG	1239VULN|4FEWX|5RCR|6LWND|7BELT|8DMG|aAART
172	23633 25342	   	170.60	ACR|4VULN|1AART|1DMG	1469VULN|2LWND|3BELT|5RCR|7LHND|8DMG|aAART
173	24133 25341	   	170.60	ACR|4VULN|1AART|1DMG	1469VULN|2FEWX|3BELT|5RCR|7LWND|8DMG|aAART
174	21425 27223	   	170.55	ACR|3VULN|1AART|1DMG|1CDMG	123VULN|4FEWX|5RCR|6MBVNT|7CDMG|8BASICY|9AART|aDMG
