0	Index      	 *	Score 	Summary	Detail	
1	61365 23331	 * 	190.15	ACR|4VULN|1AART|1DMG|1CDMG	179aVULN|2BEXP|3RCR|4DMG|5CDMG|6AIRHEA|8AART
22	55331 13622	   	182.81	ACR|5VULN|2DMG	17aBEXP|2689aVULN|3RCR|4BELT|5aDMG|aBPWR
23	61331 12622	   	182.81	ACR|5VULN|2DMG	1689aVULN|2aBEXP|3RCR|4BELT|5aDMG|7DMSP|aBPWR
24	61331 13622	   	182.81	ACR|5VULN|2DMG	1689aVULN|27aBEXP|3RCR|4BELT|5aDMG|aBPWR
25	23143 12562	   	182.57	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1NUKE|2DUR|3DMG|4AART|58aVULN|6RCVC|7RCR|9CDMG
26	61361 41321	 * 	182.39	ACR|2VULN|2DMG|3ZMB|1DUR|1ASPD	18VULN|2BEXP|3RCR|48DMG|5DUR|6TLV|789ZMB|8BPWR|aASPD
27	61361 61321	   	182.39	ACR|2VULN|2DMG|3ZMB|1DUR|1ASPD	18VULN|2BEXP|3RCR|48DMG|5DUR|6ERES|789ZMB|8BPWR|aASPD
28	66335 12121	   	182.14	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	14aVULN|2DUR|3RCR|5AART|6RCVC|7ZMB|8DMG|9DUST
29	61311 61363	   	180.69	ACR|3VULN|2DMG|1AART	16aVULN|2BEXP|3RCR|4RCVC|5aERES|7AART|8RPLT|9aDMG|aBPWR
30	55324 12221	 * 	180.68	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	1BEXP|2VULN|3RCR|4LIT|59AART|68DMG|7DUR|aCDMG
31	61324 12221	   	180.68	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	1VULN|2BEXP|3RCR|4LIT|59AART|68DMG|7DUR|aCDMG
32	63145 22121	 * 	180.51	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	1aVULN|2ZMB|3DMG|46DUR|59AART|7RCR|8LWND
33	63145 22321	   	180.51	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	1aVULN|2ZMB|3DMG|46DUR|59AART|7RCR|8LHND
34	65113 51131	   	180.36	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	12aVULN|3ASPD|4DUR|5ZMB|6RMIN|7AART|8DMG|9RCR
35	65113 31231	   	180.26	DCR|3VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	12aVULN|3ASPD|4DUR|5ZMB|6DMG|7AART|8ERES|9RCR
36	61324 12253	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1aVULN|2BEXP|3RCR|4LIT|5AART|68DMG|7DUR|9ASPD
37	13343 22363	 * 	180.11	DCR|4VULN|2DMG|1ZMB|1DUR	18TLV|2LHND|348aVULN|5ZMB|6DUR|78DMG|8BPWR|9RCR
38	33343 22363	   	180.11	DCR|4VULN|2DMG|1ZMB|1DUR	18ERES|2LHND|348aVULN|5ZMB|6DUR|78DMG|8BPWR|9RCR
39	65113 31134	   	179.79	DCR|2VULN|2DMG|1AART|1ZMB|1DUR|1ASPD	12VULN|3ASPD|4DUR|5ZMB|68DMG|7AART|9TLV|aRCR
40	63115 12511	   	179.32	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	18aVULN|2ZMB|3DMG|4DUST|5AART|6RCVC|7RCR|9DUR
41	66311 15312	   	179.24	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	169VULN|2DUR|3RCR|4BELT|5DMG|7ZMB|8LHND|aAART
42	61361 25311	   	179.12	ACR|3VULN|2DMG|2DUR|1ZMB	189VULN|2BEXP|3RCR|48DMG|5aDUR|6ZMB|78MLV|8BPWR
43	66335 11122	   	178.93	ACR|4VULN|1AART|1CDMG|1DUR	148aVULN|2DUR|3RCR|5AART|6RCVC|7CDMG|9CGEN
44	66335 11132	   	178.93	ACR|4VULN|1AART|1CDMG|1DUR	148aVULN|2DUR|3RCR|5AART|6RCVC|7CDMG|9FEWX
45	66335 22332	 * 	178.92	ACR|3VULN|2AART|2DUR|1ZMB	14aVULN|26DUR|3RCR|59AART|7ZMB|8RPLT
46	61361 23311	   	178.92	ACR|3VULN|2DMG|2DUR|1ZMB	189VULN|2BEXP|3RCR|48DMG|5aDUR|6ZMB|78ERES|8BPWR
47	61361 24311	   	178.92	ACR|3VULN|2DMG|2DUR|1ZMB	189VULN|2BEXP|3RCR|48DMG|5aDUR|6ZMB|78TLV|8BPWR
48	65113 51133	   	178.36	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	12VULN|3ASPD|4DUR|5ZMB|6RMIN|7AART|8DMG|9RCR|aCDMG
49	65113 31233	   	178.26	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	12VULN|3ASPD|4DUR|5ZMB|6DMG|7AART|8ERES|9RCR|aCDMG
50	23143 36531	   	178.22	DCR|4VULN|1AART|1DMG|1DUR	1NUKE|2DUR|3DMG|4AART|578aVULN|6BEXP|9RCR
51	55324 13331	   	178.03	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	1BEXP|2VULN|3RCR|4LIT|59AART|67DMG|8ZMB|aDUR
52	61324 13331	   	178.03	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	1VULN|2BEXP|3RCR|4LIT|59AART|67DMG|8ZMB|aDUR
53	61324 13153	 * 	177.95	ACR|3DMG|1AART|1VULN|1CDMG	1VULN|2BEXP|3RCR|4LIT|5AART|67aDMG|8LHND|9CDMG
54	61254 12221	 * 	177.86	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1VULN|2BEXP|3LIT|4DUR|59AART|68DMG|7RCR|aCDMG
55	23143 36533	   	177.77	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1NUKE|2DUR|3DMG|4AART|578VULN|6BEXP|9RCR|aCDMG
56	55324 13233	   	177.68	ACR|2VULN|2AART|2DMG	1BEXP|2aVULN|3RCR|4LIT|59AART|67DMG|8RMIN
57	61324 13233	   	177.68	ACR|2VULN|2AART|2DMG	1aVULN|2BEXP|3RCR|4LIT|59AART|67DMG|8RMIN
58	61324 13532	   	177.68	ACR|2VULN|2AART|2DMG	1aVULN|2BEXP|3RCR|4LIT|59AART|67DMG|8CGEN
59	61324 13632	   	177.58	ACR|2VULN|2DMG|2AART	1aVULN|2BEXP|3RCR|4LIT|59AART|67DMG|8ERES
60	61361 41313	   	177.58	ACR|3VULN|2DMG|2ZMB|1DUR	189VULN|2BEXP|3RCR|48DMG|5DUR|6TLV|78ZMB|8BPWR|aFEWX
61	61361 61313	   	177.58	ACR|3VULN|2DMG|2ZMB|1DUR	189VULN|2BEXP|3RCR|48DMG|5DUR|6ERES|78ZMB|8BPWR|aFEWX
62	61361 21611	   	177.48	ACR|3VULN|2DMG|2ZMB|1DUR	18aVULN|2BEXP|3RCR|49DMG|5DUR|67ZMB
63	55324 13313	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	1BEXP|2aVULN|3RCR|4LIT|5AART|67DMG|8ZMB|9LWND
64	61324 13313	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2BEXP|3RCR|4LIT|5AART|67DMG|8ZMB|9LWND
65	61324 13325	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2BEXP|3RCR|4LIT|5AART|67DMG|8ZMB|9BELT
66	61324 13363	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2BEXP|3RCR|4LIT|5AART|67DMG|8ZMB|9LHND
67	66361 11131	   	177.17	ACR|2VULN|2DMG|1AART|2DUR	1aVULN|25DUR|3RCR|48DMG|6RCVC|7AART|9TLV
68	66331 11131	   	176.73	ACR|2VULN|2AART|1DMG|1ZMB|1DUR	14VULN|2DUR|3RCR|5ERES|6RCVC|7aAART|8DMG|9ZMB
69	66333 11131	   	176.73	ACR|2VULN|2AART|1DMG|1ZMB|1DUR	14VULN|2DUR|3RCR|5TLV|6RCVC|7aAART|8DMG|9ZMB
70	66311 11432	   	176.72	ACR|4VULN|2DMG|1DUR	168aVULN|2DUR|3RCR|4BELT|5aDMG|7aTLV|9RMIN|aBPWR
71	66311 33422	   	176.72	ACR|4VULN|2DMG|1DUR	178aVULN|2DUR|3RCR|4BELT|5aDMG|6RMIN|9aTLV|aBPWR
72	63145 22123	   	176.57	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|2ZMB|3DMG|46DUR|59AART|7RCR|8LWND|aCDMG
73	63145 22323	   	176.57	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|2ZMB|3DMG|46DUR|59AART|7RCR|8LHND|aCDMG
74	23143 22211	   	176.50	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	1NUKE|26DUR|3DMG|4AART|5aVULN|7RCR|8ASPD|9ZMB
75	66335 21222	 * 	176.43	ACR|3VULN|1AART|2CDMG|2DUR	14aVULN|26DUR|3RCR|5AART|78CDMG|9CGEN
76	66335 21232	   	176.43	ACR|3VULN|1AART|2CDMG|2DUR	14aVULN|26DUR|3RCR|5AART|78CDMG|9FEWX
77	66311 16233	 * 	176.27	ACR|3VULN|2DMG|1CDMG|1DUR	16aVULN|2DUR|3RCR|4BELT|59DMG|7CDMG|8LHND
78	63115 12531	 * 	176.24	DCR|3VULN|1AART|1DMG|2ZMB	18aVULN|29ZMB|3DMG|4DUST|5AART|6RCVC|7RCR
79	61365 23332	   	176.05	ACR|3VULN|1AART|1DMG|1CDMG	179VULN|2BEXP|3RCR|4DMG|5CDMG|6AIRHEA|8AART|aLHND
80	61365 23333	   	176.05	ACR|3VULN|1AART|1DMG|1CDMG	179VULN|2BEXP|3RCR|4DMG|5CDMG|6AIRHEA|8AART|aRPLT
81	53633 61131	   	175.82	DCR|3VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1BEXP|2CDMG|3DUR|46aVULN|5SELL|7AART|8DMG|9RCR
82	66335 22111	 * 	175.70	ACR|2VULN|1AART|1DMG|3DUR|1ZMB	14VULN|269DUR|3RCR|5AART|7ZMB|8DMG|aRMIN
83	66335 22113	   	175.70	ACR|2VULN|1AART|1DMG|3DUR|1ZMB	14VULN|269DUR|3RCR|5AART|7ZMB|8DMG|aRPLT
84	66335 22112	   	175.60	ACR|2VULN|1AART|1DMG|3DUR|1ZMB	14VULN|269DUR|3RCR|5AART|7ZMB|8DMG|aERES
85	61361 41323	   	175.46	ACR|2VULN|2DMG|3ZMB|1DUR	18VULN|2BEXP|3RCR|48DMG|5DUR|6TLV|789ZMB|8BPWR|aFEWX
86	61361 61323	   	175.46	ACR|2VULN|2DMG|3ZMB|1DUR	18VULN|2BEXP|3RCR|48DMG|5DUR|6ERES|789ZMB|8BPWR|aFEWX
87	66331 11111	   	175.23	ACR|3VULN|1AART|1DMG|2DUR	14aVULN|29DUR|3RCR|5ERES|6RCVC|7AART|8DMG
88	66333 11111	   	175.23	ACR|3VULN|1AART|1DMG|2DUR	14aVULN|29DUR|3RCR|5TLV|6RCVC|7AART|8DMG
89	63145 12121	   	175.22	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3DMG|4DUR|59AART|6RCVC|7RCR|8LWND
90	63145 12321	   	175.22	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3DMG|4DUR|59AART|6RCVC|7RCR|8LHND
91	63143 61231	   	175.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1aVULN|2ZMB|36DMG|4DUR|5TLV|7AART|8ERES|9RCR
92	45413 12123	 * 	175.13	DCR|3DMG|1AART|1VULN|1CDMG	1LWND|2VULN|3LIT|4LHND|5AART|69aDMG|7RCR|8CDMG
93	63161 42211	   	175.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2ZMB|35DMG|4LIT|6CDMG|7RCR|8DUR|9AART|aFEWX
94	63161 42212	   	175.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2ZMB|35DMG|4LIT|6CDMG|7RCR|8DUR|9AART|aRPLT
95	63161 42213	   	175.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2ZMB|35DMG|4LIT|6CDMG|7RCR|8DUR|9AART|aBEXP
96	66335 21331	   	174.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	14VULN|26DUR|3RCR|5AART|7CDMG|8LWND|9BEXP|aDMG
97	55324 12231	   	174.53	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1BEXP|2VULN|3RCR|4LIT|5AART|68DMG|79DUR|aCDMG
98	61324 12231	   	174.53	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1VULN|2BEXP|3RCR|4LIT|5AART|68DMG|79DUR|aCDMG
99	66335 12211	   	174.41	ACR|3VULN|1AART|2DUR|1ZMB|1ASPD	14aVULN|29DUR|3RCR|5AART|6RCVC|7ZMB|8ASPD
100	66335 23211	   	174.41	ACR|3VULN|1AART|2DUR|1ZMB|1ASPD	14aVULN|26DUR|3RCR|5AART|7FEWX|8ASPD|9ZMB
101	66335 22221	   	174.31	ACR|3VULN|1AART|2DUR|1ZMB|1ASPD	14aVULN|26DUR|3RCR|5AART|7ZMB|8ASPD|9DUST
102	23143 12511	   	174.21	DCR|3VULN|1AART|1DMG|2DUR	1NUKE|29DUR|3DMG|4AART|58aVULN|6RCVC|7RCR
103	23143 22551	   	174.21	DCR|3VULN|1AART|1DMG|2DUR	1NUKE|26DUR|3DMG|4AART|58aVULN|7RCR|9BEXP
104	66335 21323	 * 	174.14	ACR|3VULN|1AART|3DUR|1CDMG	14aVULN|26aDUR|3RCR|5AART|7CDMG|8LWND|9aCGEN|aBPWR
105	66335 21333	   	174.14	ACR|3VULN|1AART|3DUR|1CDMG	14aVULN|26aDUR|3RCR|5AART|7CDMG|8LWND|9aBEXP|aBPWR
106	23143 22521	   	174.11	DCR|3VULN|1AART|1DMG|2DUR	1NUKE|26DUR|3DMG|4AART|58aVULN|7RCR|9DUST
107	15531 31631	 * 	173.92	DCR|2VULN|2AART|1DMG|1CDMG|1DUR|1SELL	1TLV|2DUR|3CDMG|49VULN|5SELL|6DMG|7aAART|8RCR
108	15612 31631	 * 	173.92	DCR|2VULN|2AART|1DMG|1CDMG|1DUR|1SELL	1TLV|2DUR|39VULN|4SELL|5CDMG|6DMG|7aAART|8RCR
109	35531 31631	 * 	173.92	DCR|2VULN|2AART|1DMG|1CDMG|1DUR|1SELL	1ERES|2DUR|3CDMG|49VULN|5SELL|6DMG|7aAART|8RCR
110	35612 31631	 * 	173.92	DCR|2VULN|2AART|1DMG|1CDMG|1DUR|1SELL	1ERES|2DUR|39VULN|4SELL|5CDMG|6DMG|7aAART|8RCR
111	61361 25313	   	173.83	ACR|3VULN|2DMG|1ZMB|1DUR	189VULN|2BEXP|3RCR|48DMG|5DUR|6ZMB|78MLV|8BPWR|aFEWX
112	55324 13121	   	173.74	ACR|2AART|2DMG|1VULN|1CDMG	1BEXP|2VULN|3RCR|4LIT|59AART|67DMG|8LHND|aCDMG
113	61324 13121	   	173.74	ACR|2AART|2DMG|1VULN|1CDMG	1VULN|2BEXP|3RCR|4LIT|59AART|67DMG|8LHND|aCDMG
114	61324 13421	   	173.64	ACR|2AART|2DMG|1VULN|1CDMG	1VULN|2BEXP|3RCR|4LIT|59AART|67DMG|8DUST|aCDMG
115	66333 61332	   	173.63	ACR|3VULN|1AART|1DMG|2DUR	149VULN|29DUR|3RCR|5TLV|6DMG|7BELT|89LHND|9BPWR|aAART
116	66311 11332	   	173.63	ACR|3VULN|1AART|1DMG|2DUR	169VULN|29DUR|3RCR|4BELT|5DMG|7TLV|89LHND|9BPWR|aAART
117	66335 12332	   	173.63	ACR|3VULN|2AART|1ZMB|1DUR	14aVULN|2DUR|3RCR|59AART|6RCVC|7ZMB|8RPLT
118	61361 23313	   	173.63	ACR|3VULN|2DMG|1ZMB|1DUR	189VULN|2BEXP|3RCR|48DMG|5DUR|6ZMB|78ERES|8BPWR|aFEWX
119	61361 23314	   	173.63	ACR|3VULN|2DMG|1ZMB|1DUR	189VULN|2BEXP|3RCR|48DMG|5DUR|6ZMB|78ERES|8BPWR|aCGEN
120	61361 24313	   	173.63	ACR|3VULN|2DMG|1ZMB|1DUR	189VULN|2BEXP|3RCR|48DMG|5DUR|6ZMB|78TLV|8BPWR|aFEWX
121	15531 31611	   	173.47	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1SELL	1TLV|2DUR|3CDMG|4aVULN|5SELL|6DMG|7AART|8RCR|9ZMB
122	15612 31611	   	173.47	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1SELL	1TLV|2DUR|3aVULN|4SELL|5CDMG|6DMG|7AART|8RCR|9ZMB
123	35531 31611	   	173.47	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1SELL	1ERES|2DUR|3CDMG|4aVULN|5SELL|6DMG|7AART|8RCR|9ZMB
124	35612 31611	   	173.47	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1SELL	1ERES|2DUR|3aVULN|4SELL|5CDMG|6DMG|7AART|8RCR|9ZMB
125	63615 11131	   	173.42	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	13aVULN|2ZMB|4DUR|5BEXP|6RCVC|7AART|8DMG|9RCR
126	63243 51323	 * 	173.35	DCR|2VULN|3ZMB|1AART|1DMG|1ASPD	14VULN|258ZMB|3LHND|6DMG|7ASPD|9RCR|aAART
127	63612 31231	   	173.32	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	13aVULN|2ZMB|4DUR|5RMIN|6DMG|7AART|8ERES|9RCR
128	63612 41131	   	173.32	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	13aVULN|2ZMB|4DUR|5RMIN|6NUKE|7AART|8DMG|9RCR
129	65513 31231	   	173.32	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	12aVULN|3CGEN|4DUR|5ZMB|6DMG|7AART|8ERES|9RCR
130	61324 13351	   	173.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2BEXP|3RCR|4LIT|5AART|67DMG|8ZMB|9MLV|aCDMG
131	63153 31324	   	173.25	DCR|2VULN|3ZMB|1AART|1DMG|1ASPD	15VULN|248ZMB|3DMG|6DUST|7ASPD|9RCR|aAART
132	15643 31231	   	173.22	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1TLV|2DUR|34aVULN|5ZMB|6DMG|7AART|8ERES|9RCR
133	55324 12213	   	173.17	ACR|2VULN|2DMG|1AART|1DUR	1BEXP|2aVULN|3RCR|4LIT|5AART|68DMG|7DUR|9LWND
134	55324 13133	   	173.17	ACR|2VULN|2DMG|1AART|1DUR	1BEXP|2aVULN|3RCR|4LIT|5AART|67DMG|8LHND|9DUR
135	61324 11261	   	173.17	ACR|2VULN|2DMG|1AART|1DUR	19VULN|2BEXP|3RCR|4LIT|5AART|6aDMG|7BELT|8DUR
136	61324 12213	   	173.17	ACR|2VULN|2DMG|1AART|1DUR	1aVULN|2BEXP|3RCR|4LIT|5AART|68DMG|7DUR|9LWND
137	61324 12262	   	173.17	ACR|2VULN|2DMG|1AART|1DUR	19VULN|2BEXP|3RCR|4LIT|5AART|68DMG|7DUR|aLHND
138	61324 12353	   	173.17	ACR|2VULN|2DMG|1AART|1DUR	1aVULN|2BEXP|3RCR|4LIT|5AART|69DMG|7DUR|8FEWX
139	61324 13133	   	173.17	ACR|2VULN|2DMG|1AART|1DUR	1aVULN|2BEXP|3RCR|4LIT|5AART|67DMG|8LHND|9DUR
140	61324 13433	   	173.07	ACR|2VULN|2DMG|1AART|1DUR	1aVULN|2BEXP|3RCR|4LIT|5AART|67DMG|8DUST|9DUR
141	63612 31134	   	172.86	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	13VULN|2ZMB|4DUR|5RMIN|68DMG|7AART|9TLV|aRCR
142	23143 22213	   	172.56	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1NUKE|26DUR|3DMG|4AART|5VULN|7RCR|8ASPD|9ZMB|aCDMG
143	23145 12262	   	172.41	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1NUKE|28DUR|38DMG|4AART|58LWND|6RCVC|7RCR|8BPWR|9CDMG|aVULN
144	66335 23213	   	172.41	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	14VULN|26DUR|3RCR|5AART|7FEWX|8ASPD|9ZMB|aCDMG
145	63115 12521	   	172.38	DCR|3VULN|1AART|1DMG|1ZMB	18aVULN|2ZMB|3DMG|4DUST|5AART|6RCVC|7RCR|9LHND
146	23143 22553	   	172.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1NUKE|26DUR|3DMG|4AART|58VULN|7RCR|9BEXP|aCDMG
147	23143 22561	   	172.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1NUKE|26DUR|3DMG|4AART|58VULN|7RCR|9CDMG|aLHND
148	43526 23112	   	171.95	ACR|4VULN|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3CDMG|478aVULN|5RCR|6AIRHEA|9DMG
149	63256 23112	   	171.95	ACR|4VULN|1DMG|1CDMG|1ZMB	178aVULN|2ZMB|3LHND|4CDMG|5RCR|6AIRHEA|9DMG
150	63516 23112	   	171.95	ACR|4VULN|1DMG|1CDMG|1ZMB	178aVULN|2ZMB|3CDMG|4LWND|5RCR|6AIRHEA|9DMG
151	66312 22522	   	171.93	ACR|3VULN|2DMG|3DUR	19aVULN|28aDUR|3RCR|4BELT|57DMSP|6aDMG|aBPWR
152	66313 22522	   	171.93	ACR|3VULN|2DMG|3DUR	19aVULN|28aDUR|3RCR|4BELT|5RCVC|6aDMG|7DMSP|aBPWR
153	66335 12112	   	171.88	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	14VULN|29DUR|3RCR|5AART|6RCVC|7ZMB|8DMG|aCGEN
154	66335 22131	   	171.88	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	14VULN|26DUR|3RCR|5AART|7ZMB|8DMG|9RMIN|aDMSP
155	66335 22132	   	171.88	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	14VULN|26DUR|3RCR|5AART|7ZMB|8DMG|9RMIN|aCGEN
156	66331 11361	   	171.87	ACR|2VULN|2DMG|1AART|1DUR	14VULN|2DUR|3RCR|5ERES|6RCVC|7AART|8RPLT|9aDMG
157	66333 11361	   	171.87	ACR|2VULN|2DMG|1AART|1DUR	14VULN|2DUR|3RCR|5TLV|6RCVC|7AART|8RPLT|9aDMG
158	21145 12262	   	171.81	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1NUKE|28LWND|38DMG|48DUR|5AART|6RCVC|7RCR|8BPWR|9CDMG|aVULN
159	66335 12113	   	171.78	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	14VULN|29DUR|3RCR|5AART|6RCVC|7ZMB|8DMG|aDUST
160	61254 12231	   	171.71	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1VULN|2BEXP|3LIT|49DUR|5AART|68DMG|7RCR|aCDMG
161	66335 22122	   	171.68	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	14VULN|26DUR|3RCR|5AART|7ZMB|8DMG|9aDUST
162	66331 14211	   	171.47	ACR|2VULN|2AART|1DMG|1DUR|1ASPD	14VULN|2DUR|3RCR|5ERES|6RCVC|7ASPD|8DMG|9aAART
163	66333 14211	   	171.47	ACR|2VULN|2AART|1DMG|1DUR|1ASPD	14VULN|2DUR|3RCR|5TLV|6RCVC|7ASPD|8DMG|9aAART
164	55315 32111	   	171.44	ACR|3VULN|1AART|1DMG|1DUR	17BEXP|27aVULN|3RCR|4RCVC|5AART|67CGEN|7BPWR|8DMG|9DUR
165	61315 32111	   	171.44	ACR|3VULN|1AART|1DMG|1DUR	17aVULN|27BEXP|3RCR|4RCVC|5AART|67CGEN|7BPWR|8DMG|9DUR
166	61355 32111	   	171.44	ACR|3VULN|1AART|1DMG|1DUR	17aVULN|27BEXP|3RCR|4DMSP|5AART|67CGEN|7BPWR|8DMG|9DUR
167	61363 31241	 * 	171.44	ACR|3VULN|3DMG	169VULN|2BEXP|3RCR|48aDMG|56CGEN|6BPWR|7RCVC
