0	Index      	 *	Score 	Summary	Detail	
1	11132 14365	 * 	195.37	ACR|2AART|2VULN|2DMG|2ASPD|1DUR	1aLIT|27AART|3aVULN|46DMG|5RCR|8DUR|9aASPD|aBPWR
25	62263 31321	 * 	184.40	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	1TLV|23DUR|46DMG|5CDMG|7aVULN|8RCR|9AART
26	11116 34412	 * 	183.86	DCR|3VULN|2AART|1CDMG|1ZMB|1ASPD	1LIT|25AART|349VULN|6CDMG|7ASPD|8RCR|aZMB
27	11132 11542	   	183.82	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1LIT|2AART|38VULN|46DMG|5RCR|7BEXP|9CDMG|aDUR
28	11132 11566	   	183.82	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1LIT|2AART|38VULN|46DMG|5RCR|7BEXP|9ASPD|aCDMG
29	11132 12542	   	183.72	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1LIT|2AART|38VULN|46DMG|5RCR|7DUST|9CDMG|aDUR
30	11132 12566	   	183.72	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1LIT|2AART|38VULN|46DMG|5RCR|7DUST|9ASPD|aCDMG
31	11112 26323	   	183.65	DCR|5VULN|1AART|1ZMB	18LIT|2AART|3478aVULN|5RPLT|6RCR|8BPWR|9ZMB
32	11332 15525	 * 	183.53	DCR|3DMG|2AART|1VULN|1ZMB	1aLIT|23AART|47aDMG|5VULN|6ZMB|8RCR|9aLWND|aBPWR
33	11332 15515	   	183.33	DCR|3DMG|2AART|1VULN|1ZMB	1aLIT|23AART|47aDMG|5VULN|6ZMB|8RCR|9aDUST|aBPWR
34	11332 16553	 * 	183.33	DCR|3VULN|2AART|1DMG|1ZMB	1LIT|23AART|4DMG|57aVULN|6ZMB|8RCR|9MLV
35	11332 16543	   	183.23	DCR|3VULN|2AART|1DMG|1ZMB	1LIT|23AART|4DMG|57aVULN|6ZMB|8RCR|9ERES
36	31313 21626	 * 	183.18	DCR|3VULN|1AART|1DMG|2CDMG|1DUR	19LHND|2AART|359VULN|4DUR|6DMG|7BELT|89CDMG|9BPWR|aRCR
37	61323 11112	   	183.14	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1TLV|2RCR|3CGEN|4AART|5ASPD|6aDMG|7CDMG|8ZMB|9VULN
38	61323 11113	   	183.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2RCR|3CGEN|4AART|5ASPD|6DMG|7CDMG|8ZMB|9aVULN
39	11332 16635	   	183.06	DCR|2AART|2DMG|2VULN|1ZMB	1aLIT|23AART|4aDMG|57VULN|6ZMB|8aLWND|9RCR|aBPWR
40	11136 33516	 * 	183.01	DCR|5VULN|1AART|1DMG	1LIT|2AART|35689VULN|4DMG|7RPLT|aRCR
41	11132 14342	   	182.98	ACR|2AART|2DMG|1VULN|1CDMG|2DUR	1LIT|27AART|3VULN|46DMG|5RCR|8aDUR|9CDMG
42	11333 12135	   	182.86	DCR|2AART|2VULN|2DMG|1ZMB	1aLIT|23AART|4aDMG|58DUST|6ZMB|7aVULN|9RCR|aBPWR
43	11162 13553	   	182.34	ACR|4VULN|1AART|1DMG|1ASPD	1LIT|2AART|389aVULN|4ASPD|5RCR|6DMG|7CGEN
44	11162 11553	   	182.24	ACR|4VULN|1AART|1DMG|1ASPD	1LIT|2AART|389aVULN|4ASPD|5RCR|6DMG|7TLV
45	11162 12563	   	181.97	ACR|2AART|2VULN|1DMG|1ZMB|1DUR|1ASPD	1LIT|2aAART|38VULN|4ASPD|5RCR|6DMG|7ZMB|9DUR
46	11132 55136	   	181.89	ACR|3VULN|1AART|1DMG|2ASPD|1DUR	1aLIT|2AART|39aVULN|4DMG|5RCR|6MBVNT|7DUR|8aASPD|aBPWR
47	11132 14525	   	181.82	ACR|2AART|2DMG|2VULN|1ASPD	1aLIT|27AART|3aVULN|46DMG|5RCR|8ASPD|9aLWND|aBPWR
48	11132 22545	   	181.75	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1LIT|2aAART|38VULN|4DMG|5RCR|6CGEN|7ZMB|9CDMG
49	11112 26255	   	181.69	DCR|4VULN|1AART|1DMG	1LIT|2AART|3479VULN|5RPLT|6RCR|8RCVC|aDMG
50	11132 14266	   	181.62	ACR|2AART|2VULN|2DMG|1ASPD	1LIT|27AART|3aVULN|46DMG|5RCR|8FEWX|9ASPD
51	11132 14323	   	181.62	ACR|2AART|2VULN|2DMG|1DUR	1LIT|27AART|3aVULN|46DMG|5RCR|8DUR|9DMSP
52	11132 14515	   	181.62	ACR|2AART|2VULN|2DMG|1ASPD	1aLIT|27AART|3aVULN|46DMG|5RCR|8ASPD|9aDUST|aBPWR
53	11132 14553	   	181.62	ACR|2AART|2VULN|2DMG|1ASPD	1LIT|27AART|3aVULN|46DMG|5RCR|8ASPD|9MLV
54	11132 14355	   	181.52	ACR|2AART|2VULN|2DMG|1DUR	1LIT|27AART|3aVULN|46DMG|5RCR|8DUR|9LSRHEA
55	11132 14543	   	181.52	ACR|2AART|2VULN|2DMG|1ASPD	1LIT|27AART|3aVULN|46DMG|5RCR|8ASPD|9ERES
56	11332 15526	 * 	181.33	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	1LIT|23AART|47DMG|5VULN|6ZMB|8RCR|9LWND|aCDMG
57	11332 16526	 * 	181.33	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1LIT|23AART|4DMG|57VULN|6ZMB|8RCR|9LWND|aCDMG
58	11332 15516	   	181.23	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	1LIT|23AART|47DMG|5VULN|6ZMB|8RCR|9DUST|aCDMG
59	11332 16516	   	181.23	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1LIT|23AART|4DMG|57VULN|6ZMB|8RCR|9DUST|aCDMG
60	11332 15635	   	181.13	DCR|3DMG|2AART|1VULN|1ZMB	1aLIT|23AART|47aDMG|5VULN|6ZMB|8aLWND|9RCR|aBPWR
61	11132 31446	   	180.99	ACR|3DMG|2VULN|1AART	1LIT|2AART|3aVULN|489DMG|5RCR|6VENICY|7RCVC
62	11112 26525	 * 	180.64	DCR|3VULN|1AART|2CDMG|2ZMB	1aLIT|2AART|347VULN|5RPLT|6RCR|8aCDMG|9aZMB|aBPWR
63	11136 31423	 * 	180.61	DCR|3VULN|2DMG|1AART|1DUR	1LIT|2AART|356VULN|48DMG|7DUR|9MLV|aRCR
64	31314 22643	   	179.95	DCR|2VULN|2DMG|1AART|2DUR	19LHND|2AART|38VULN|49DUR|5DLOT|6RCR|79DMG|9BPWR|aLIT
65	11112 23445	 * 	179.88	DCR|4VULN|1AART|2CDMG	1aLIT|2AART|349aVULN|5RPLT|6RCR|7RMIN|8aCDMG|aBPWR
66	31314 22642	   	179.85	DCR|2VULN|2DMG|1AART|2DUR	19LHND|2AART|38VULN|49DUR|5DLOT|6RCR|79DMG|9BPWR|aDUST
67	11162 15353	   	179.69	ACR|3VULN|2AART|1DMG|1ASPD	1LIT|27AART|39aVULN|4ASPD|5RCR|6DMG|8CGEN
68	11112 26513	   	179.68	DCR|4VULN|1AART|2CDMG	1LIT|2AART|347aVULN|5RPLT|6RCR|89CDMG
69	11132 14318	   	179.59	ACR|3DMG|2AART|1VULN|1DUR	1LIT|27AART|3VULN|46aDMG|5RCR|8DUR|9MBVNT
70	11132 14352	   	179.59	ACR|3DMG|2AART|1VULN|1DUR	1LIT|27AART|3VULN|46aDMG|5RCR|8DUR|9LSRHEA
71	21214 66132	   	179.56	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1FEWX|2AART|3LIT|49aVULN|5DUR|6RCR|7DMG|8ASPD
72	31314 22631	   	179.46	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2AART|38aVULN|4DUR|5DLOT|6RCR|7DMG|9ASPD
73	31314 22211	   	179.46	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2AART|39aVULN|4DUR|5DLOT|6RCR|7DMG|8ASPD
74	11162 12263	   	179.24	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1LIT|2AART|39aVULN|4ASPD|5RCR|6DMG|7ZMB|8BEXP
75	11162 12523	   	179.24	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1LIT|2AART|38aVULN|4ASPD|5RCR|6DMG|7ZMB|9DMSP
76	11162 12533	   	179.24	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1LIT|2AART|38aVULN|4ASPD|5RCR|6DMG|7ZMB|9BEXP
77	11162 12552	   	179.24	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1LIT|2AART|389VULN|4ASPD|5RCR|6DMG|7ZMB|aFEWX
78	11116 34411	 * 	179.17	DCR|3VULN|2AART|2CDMG|1ASPD	1LIT|25AART|349VULN|6aCDMG|7ASPD|8RCR
79	21643 31621	   	179.17	DCR|3VULN|2AART|2CDMG|1DUR	1FEWX|23AART|47CDMG|59aVULN|6DUR|8RCR
80	31324 22641	   	179.16	DCR|2AART|2VULN|2DMG	19LHND|2aAART|38VULN|49LWND|5DLOT|6RCR|79DMG|9BPWR
81	11132 32325	 * 	179.16	ACR|2VULN|1AART|2CDMG|1DMG|2ASPD	1LIT|2AART|3aVULN|4DMG|5RCR|6VENICY|7aCDMG|8TLV|9aASPD|aBPWR
82	11332 15636	   	178.93	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	1LIT|23AART|47DMG|5VULN|6ZMB|8LWND|9RCR|aCDMG
83	11332 16636	   	178.93	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1LIT|23AART|4DMG|57VULN|6ZMB|8LWND|9RCR|aCDMG
84	11132 11523	   	178.89	ACR|3VULN|2DMG|1AART	1LIT|2AART|38aVULN|46DMG|5RCR|7BEXP|9DMSP
85	11132 11373	   	178.79	ACR|3VULN|2DMG|1AART	1LIT|2AART|39aVULN|46DMG|5RCR|7BEXP|8MBVNT
86	11132 11513	   	178.79	ACR|3VULN|2DMG|1AART	1LIT|2AART|38aVULN|46DMG|5RCR|7BEXP|9MBVNT
87	11132 11552	   	178.79	ACR|3DMG|2VULN|1AART	1LIT|2AART|38VULN|46aDMG|5RCR|7BEXP|9LSRHEA
88	11132 11555	   	178.79	ACR|3VULN|2DMG|1AART	1LIT|2AART|38aVULN|46DMG|5RCR|7BEXP|9LSRHEA
89	11132 12263	   	178.79	ACR|3VULN|2DMG|1AART	1LIT|2AART|39aVULN|46DMG|5RCR|7DUST|8BEXP
90	11132 12523	   	178.79	ACR|3VULN|2DMG|1AART	1LIT|2AART|38aVULN|46DMG|5RCR|7DUST|9DMSP
91	11132 12533	   	178.79	ACR|3VULN|2DMG|1AART	1LIT|2AART|38aVULN|46DMG|5RCR|7DUST|9BEXP
92	11121 66334	   	178.70	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	18LIT|2AART|38VULN|4NUKE|5DUR|6CDMG|78DMG|8BPWR|9BEXP|aRCR
93	11132 12552	   	178.69	ACR|3DMG|2VULN|1AART	1LIT|2AART|38VULN|46aDMG|5RCR|7DUST|9LSRHEA
94	11132 12555	   	178.69	ACR|3VULN|2DMG|1AART	1LIT|2AART|38aVULN|46DMG|5RCR|7DUST|9LSRHEA
95	11132 44432	   	178.66	ACR|2AART|2VULN|2DMG	1LIT|27AART|3aVULN|48DMG|5RCR|69RCVC
96	31314 24151	   	178.01	DCR|3VULN|1AART|1DMG|2DUR	18LHND|2AART|389VULN|48DUR|5DLOT|6RCR|7RPLT|8BPWR|aDMG
97	11112 26322	   	177.76	DCR|4VULN|1AART|1ZMB|1DUR	18LIT|2AART|3478VULN|5RPLT|6RCR|8BPWR|9ZMB|aDUR
98	61512 12321	   	177.75	ACR|3VULN|1AART|1DMG|1CDMG	1TLV|2RCR|36aVULN|4NUKE|5CGEN|7DMG|8CDMG|9AART
99	11132 14242	   	177.68	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	1LIT|27AART|3VULN|46DMG|5RCR|8FEWX|9CDMG|aDUR
100	11132 14341	   	177.68	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	1LIT|27AART|3VULN|46DMG|5RCR|8DUR|9CDMG|aLHND
101	11132 14343	   	177.68	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	1LIT|27AART|3VULN|46DMG|5RCR|8DUR|9CDMG|aLWND
102	11132 14345	   	177.68	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	1LIT|27AART|3VULN|46DMG|5RCR|8DUR|9CDMG|aDMSP
103	11132 14526	   	177.68	ACR|2AART|2DMG|1VULN|1CDMG|1ASPD	1LIT|27AART|3VULN|46DMG|5RCR|8ASPD|9LWND|aCDMG
104	21313 36561	   	177.66	DCR|4VULN|1AART|1ZMB|1DUR	1FEWX|2AART|3LWND|4DUR|578aVULN|6RCR|9ZMB
105	11132 14344	   	177.58	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	1LIT|27AART|3VULN|46DMG|5RCR|8DUR|9CDMG|aTLV
106	11132 14346	   	177.58	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	1LIT|27AART|3VULN|46DMG|5RCR|8DUR|9CDMG|aERES
107	11132 14516	   	177.58	ACR|2AART|2DMG|1VULN|1CDMG|1ASPD	1LIT|27AART|3VULN|46DMG|5RCR|8ASPD|9DUST|aCDMG
108	21214 66131	   	177.55	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1FEWX|2AART|3LIT|49VULN|5DUR|6RCR|7DMG|8ASPD|aCDMG
109	11132 41543	   	177.45	ACR|3VULN|1AART|1DMG|1CDMG	1LIT|2AART|38aVULN|4DMG|5RCR|6RCVC|7BEXP|9CDMG
110	11132 42543	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1LIT|2AART|38aVULN|4DMG|5RCR|6RCVC|7DUST|9CDMG
111	11132 22542	   	177.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LIT|2AART|38VULN|4DMG|5RCR|6CGEN|7ZMB|9CDMG|aDUR
112	11162 32553	   	177.23	ACR|4VULN|1AART|2ZMB|1ASPD	19LIT|2AART|389aVULN|4ASPD|5RCR|6ERES|79ZMB|9BPWR
113	11131 62263	   	177.16	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1LIT|29AART|3aVULN|4DMG|5DUR|6CDMG|7DUST|8RCR
114	11132 11265	   	176.98	ACR|2VULN|2DMG|1AART|2ASPD	1aLIT|2AART|3aVULN|46DMG|5RCR|78BEXP|9aASPD|aBPWR
115	11132 11243	   	176.88	ACR|2VULN|2DMG|1AART|1CDMG	1LIT|2AART|3aVULN|46DMG|5RCR|78BEXP|9CDMG
116	11132 11541	   	176.88	ACR|2VULN|2DMG|1AART|1CDMG	1LIT|2AART|38VULN|46DMG|5RCR|7BEXP|9CDMG|aLHND
117	11132 11545	   	176.88	ACR|2VULN|2DMG|1AART|1CDMG	1LIT|2AART|38VULN|46DMG|5RCR|7BEXP|9CDMG|aDMSP
118	11132 11544	   	176.78	ACR|2VULN|2DMG|1AART|1CDMG	1LIT|2AART|38VULN|46DMG|5RCR|7BEXP|9CDMG|aTLV
119	11132 11546	   	176.78	ACR|2VULN|2DMG|1AART|1CDMG	1LIT|2AART|38VULN|46DMG|5RCR|7BEXP|9CDMG|aERES
120	11132 12253	   	176.78	ACR|2VULN|2DMG|1AART|1CDMG	1LIT|2AART|3aVULN|46DMG|5RCR|7DUST|8BEXP|9CDMG
121	11132 12541	   	176.78	ACR|2VULN|2DMG|1AART|1CDMG	1LIT|2AART|38VULN|46DMG|5RCR|7DUST|9CDMG|aLHND
122	11132 12545	   	176.78	ACR|2VULN|2DMG|1AART|1CDMG	1LIT|2AART|38VULN|46DMG|5RCR|7DUST|9CDMG|aDMSP
123	11132 13343	   	176.78	ACR|2VULN|2DMG|1AART|1CDMG	1LIT|2AART|3aVULN|46DMG|5RCR|7TLV|8CGEN|9CDMG
124	11132 15643	   	176.78	ACR|2VULN|2DMG|1AART|1CDMG	1LIT|2AART|3aVULN|46DMG|5RCR|7CGEN|8ERES|9CDMG
125	62253 31612	   	176.75	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	1TLV|23DUR|4ASPD|5CDMG|6aDMG|7RCR|8AART|9VULN
126	62253 31613	   	176.75	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1TLV|23DUR|4ASPD|5CDMG|6DMG|7RCR|8AART|9aVULN
127	62253 31633	   	176.75	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	1TLV|23DUR|4ASPD|5CDMG|69DMG|7RCR|8AART|aVULN
128	11132 12544	   	176.68	ACR|2VULN|2DMG|1AART|1CDMG	1LIT|2AART|38VULN|46DMG|5RCR|7DUST|9CDMG|aTLV
129	11132 12546	   	176.68	ACR|2VULN|2DMG|1AART|1CDMG	1LIT|2AART|38VULN|46DMG|5RCR|7DUST|9CDMG|aERES
130	11112 26526	   	176.58	DCR|3VULN|1AART|2CDMG|1ZMB	1LIT|2AART|347VULN|5RPLT|6RCR|8aCDMG|9ZMB
131	31364 22611	   	176.48	DCR|3VULN|1AART|1DMG|1ZMB	1LHND|2AART|39aVULN|4DUST|5DLOT|6RCR|7DMG|8ZMB
132	23225 22116	   	176.48	ACR|2VULN|2DMG|1AART|1DUR	1aFEWX|2DUR|3RCR|4RCVC|5AART|6aDMG|7LHND|8BEXP|9aVULN|aBPWR
133	11116 25423	   	176.40	DCR|2AART|2VULN|2DMG|1DUR	1LIT|25AART|34VULN|6DUR|78DMG|9MLV|aRCR
134	11116 61423	   	176.40	DCR|2AART|2VULN|2DMG|1DUR	1LIT|25AART|34VULN|68DMG|7DUR|9MLV|aRCR
135	11332 31423	   	176.40	DCR|2AART|2VULN|2DMG|1DUR	1LIT|23AART|48DMG|56VULN|7DUR|9MLV|aRCR
136	11132 22653	   	176.35	ACR|3VULN|1AART|1DMG|2ZMB	19LIT|2AART|39aVULN|4DMG|5RCR|68CGEN|79ZMB|9BPWR
137	11132 22552	   	176.35	ACR|3VULN|1AART|1DMG|2ZMB	19LIT|2AART|389VULN|4DMG|5RCR|6CGEN|79ZMB|9BPWR|aFEWX
138	11132 22555	   	176.35	ACR|3VULN|1AART|1DMG|2ZMB	19LIT|2AART|389VULN|4DMG|5RCR|6CGEN|79ZMB|9BPWR|aRPLT
139	11132 22556	   	176.35	ACR|3VULN|1AART|1DMG|2ZMB	19LIT|2AART|389VULN|4DMG|5RCR|6CGEN|79ZMB|9BPWR|aMLV
140	21442 11133	 * 	176.27	DCR|3DMG|2VULN|1AART	18FEWX|2AART|3CGEN|48VULN|5BEXP|6LHND|78aDMG|8BPWR|9RCR
141	51442 11133	   	176.07	DCR|3DMG|2VULN|1AART	18DUST|2AART|3CGEN|48VULN|5BEXP|6LHND|78aDMG|8BPWR|9RCR
142	11136 15334	   	175.96	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1LIT|2AART|35VULN|47DMG|6ZMB|8CGEN|9ASPD|aRCR
143	11122 13553	   	175.30	ACR|4VULN|1AART|1DMG	1LIT|2AART|389aVULN|4NUKE|5RCR|6DMG|7CGEN
144	11132 66263	   	175.30	ACR|4VULN|1AART|1DMG	1LIT|2AART|379aVULN|4DMG|5RCR|6LEGI|8BEXP
145	11122 11553	   	175.20	ACR|4VULN|1AART|1DMG	1LIT|2AART|389aVULN|4NUKE|5RCR|6DMG|7TLV
146	11132 35435	   	175.08	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1LIT|2AART|38aVULN|4DMG|5RCR|6VENICY|7DUR|9ASPD
147	11132 55132	   	175.08	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1LIT|2AART|39aVULN|4DMG|5RCR|6MBVNT|7DUR|8ASPD
148	11122 12563	   	174.93	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	1LIT|2aAART|38VULN|4NUKE|5RCR|6DMG|7ZMB|9DUR
149	11162 12513	   	174.93	ACR|2AART|2VULN|1DMG|1ZMB|1ASPD	1LIT|2aAART|38VULN|4ASPD|5RCR|6DMG|7ZMB|9MBVNT
150	11132 64523	   	174.85	ACR|3VULN|2AART|1DMG	1LIT|29AART|38aVULN|4DMG|5RCR|6LEGI|7RCVC
151	11132 12353	   	174.85	ACR|3DMG|1AART|1VULN|1CDMG	1LIT|2AART|3VULN|46aDMG|5RCR|7DUST|8LHND|9CDMG
152	11132 21543	   	174.85	ACR|3VULN|1AART|1DMG|1CDMG	1LIT|2AART|38aVULN|4DMG|5RCR|6CGEN|7TLV|9CDMG
153	11132 57133	   	174.85	ACR|3VULN|1AART|1DMG|1CDMG	1LIT|2AART|39aVULN|4DMG|5RCR|6MBVNT|7CDMG|8RPLT
154	11321 14435	   	174.77	DCR|2AART|2DMG|2VULN	1aLIT|23AART|4NUKE|5RCVC|6LWND|7aVULN|8aDMG|9RCR|aBPWR
155	21645 21131	 * 	174.75	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB	1FEWX|23AART|47CDMG|5MBVNT|6RCR|8ZMB|9DMG|aVULN
156	31145 21131	   	174.75	DCR|2AART|1VULN|2CDMG|1DMG|1ZMB	1LHND|23AART|47CDMG|5MBVNT|6RCR|8ZMB|9DMG|aVULN
157	11132 14633	   	174.68	ACR|2AART|2VULN|2DMG	1LIT|27AART|3aVULN|46DMG|5RCR|8CGEN|9RMIN
158	11132 14653	   	174.68	ACR|2AART|2VULN|2DMG	1LIT|27AART|3aVULN|46DMG|5RCR|8CGEN|9MLV
159	11122 15145	   	174.58	ACR|2AART|2VULN|2DMG	1aLIT|27AART|39VULN|4NUKE|5RCR|6aDMG|8aDUST|aBPWR
160	11132 13323	   	174.58	ACR|2AART|2VULN|2DMG	1LIT|29AART|3aVULN|46DMG|5RCR|7TLV|8CGEN
161	11132 14643	   	174.58	ACR|2AART|2VULN|2DMG	1LIT|27AART|3aVULN|46DMG|5RCR|8CGEN|9ERES
162	11132 15623	   	174.58	ACR|2AART|2VULN|2DMG	1LIT|29AART|3aVULN|46DMG|5RCR|7CGEN|8ERES
163	11112 21215	   	174.55	DCR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|34VULN|5RPLT|6RCR|7LHND|8DUR|9aDMG
164	11132 12513	   	174.48	ACR|2AART|2VULN|2DMG	1LIT|2aAART|38VULN|46DMG|5RCR|7DUST|9MBVNT
165	11131 14424	   	174.37	DCR|3DMG|2AART|1VULN|1DUR	1LIT|27AART|3VULN|468DMG|5DUR|9BASHEA|aRCR
166	21652 32313	   	174.37	DCR|3VULN|2AART|1DMG|1DUR	1FEWX|23AART|468VULN|5CANSTR|7DUR|9DMG|aRCR
167	21652 42313	   	174.37	DCR|3VULN|2AART|1DMG|1DUR	1FEWX|23AART|468VULN|56CANSTR|6BPWR|7DUR|9DMG|aRCR
168	23225 22411	   	174.34	ACR|3VULN|1AART|1DMG|1DUR	1FEWX|2DUR|3RCR|4RCVC|5AART|6DMG|7LHND|89aVULN
169	23225 51411	   	174.34	ACR|3VULN|1AART|1DMG|1DUR	1FEWX|2DUR|3RCR|4RCVC|5AART|6BEXP|7DMG|89aVULN
170	51652 32313	   	174.27	DCR|3VULN|2AART|1DMG|1DUR	1DUST|23AART|468VULN|5CANSTR|7DUR|9DMG|aRCR
171	23225 25411	   	174.24	ACR|3VULN|1AART|1DMG|1DUR	1FEWX|2DUR|3RCR|4RCVC|5AART|6DMG|7DUST|89aVULN
172	11132 22518	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	1LIT|2AART|38VULN|4aDMG|5RCR|6CGEN|7ZMB|9MBVNT
173	31313 41626	   	174.12	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	19LHND|2AART|359VULN|4DUR|6ZMB|7BELT|89CDMG|9BPWR|aRCR
174	11136 16334	   	174.02	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1LIT|2AART|357VULN|4DMG|6ZMB|8CGEN|9ASPD|aRCR
