0	Index      	 *	Score 	Summary	Detail	
1	21622 34251	 * 	200.17	ACR|4VULN|3DMG|2DUR	137ERES|2RCR|37aBPWR|4BELT|579aVULN|67aDMG|8aDUR
58	41321 24325	 * 	176.78	DCR|4VULN|1AART|1DMG	128aVULN|3AART|4LWND|5DMG|6BEXP|7RCR|9LHND
59	41333 24325	   	176.78	DCR|4VULN|1AART|1DMG	128aVULN|3AART|4DMG|5FEWX|6BEXP|7RCR|9LHND
60	41114 33252	   	176.74	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	124VULN|34ERES|4BPWR|5RCR|6AART|7CGEN|8DMG|9ZMB|aDUR
61	41134 33252	   	176.74	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	124VULN|3ERES|5RCR|6AART|7CGEN|8DMG|9ZMB|aDUR
62	21124 36122	 * 	176.70	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1ERES|2RCR|3DUR|4ZMB|5VULN|6DUST|7CDMG|8AART|9FLTHEA|aDMG
63	41332 24325	   	176.68	DCR|4VULN|1AART|1DMG	128aVULN|3AART|4DMG|5DUST|6BEXP|7RCR|9LHND
64	41333 24351	   	176.56	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	128VULN|3AART|4DMG|5FEWX|6BEXP|7RCR|9ASPD|aDUR
65	41332 24351	   	176.46	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	128VULN|3AART|4DMG|5DUST|6BEXP|7RCR|9ASPD|aDUR
66	41134 34221	   	176.29	ACR|3VULN|2DMG|1AART	124VULN|37ERES|5RCR|6AART|8aDMG|9DMSP
67	41321 24352	 * 	176.23	DCR|3VULN|1AART|1DMG|2ASPD	128VULN|3AART|4LWND|5DMG|6BEXP|7RCR|9aASPD
68	21616 12421	 * 	175.94	ACR|2AART|2DMG|1VULN|1FLTHEA	13ERES|2RCR|3BPWR|4FLTHEA|58AART|6CGEN|79DMG|aVULN
69	41313 12525	   	175.47	DCR|3VULN|2DMG|1AART	12aVULN|3AART|4CGEN|5aERES|6LHND|7LIT|8aDMG|9RCR|aBPWR
70	41321 26523	   	175.47	DCR|3VULN|2DMG|1AART	127VULN|3AART|4LWND|5aDMG|6BEXP|8LIT|9RCR
71	41322 36623	 * 	175.47	DCR|3DMG|2VULN|1AART	12VULN|3AART|4LWND|5LIT|6BEXP|78aDMG|9RCR
72	41323 12523	   	175.47	DCR|3VULN|2DMG|1AART	125VULN|3AART|4LWND|6LHND|7LIT|8aDMG|9RCR
73	41323 36523	   	175.47	DCR|3VULN|2DMG|1AART	125VULN|3AART|4LWND|6FEWX|7LIT|8aDMG|9RCR
74	41323 52523	   	175.47	DCR|3VULN|2DMG|1AART	125VULN|3AART|4LWND|6aDMG|7BEXP|8LIT|9RCR
75	41333 26523	   	175.47	DCR|3VULN|2DMG|1AART	127VULN|3AART|4aDMG|5FEWX|6BEXP|8LIT|9RCR
76	21612 12421	   	175.34	ACR|2DMG|2AART|1VULN|1FLTHEA	13ERES|2RCR|3BPWR|4FLTHEA|5CGEN|68AART|79DMG|aVULN
77	41333 24123	   	175.11	DCR|3VULN|1AART|1DMG|2DUR	12aVULN|3AART|4DMG|5aFEWX|6BEXP|7RCR|8CGEN|9aDUR|aBPWR
78	41333 54113	   	175.11	DCR|3VULN|1AART|1DMG|2DUR	12aVULN|3AART|4DMG|5aFEWX|6LWND|7RCR|8CGEN|9aDUR|aBPWR
79	41333 64113	   	175.11	DCR|3VULN|1AART|1DMG|2DUR	12aVULN|3AART|4DMG|5aFEWX|6LHND|7RCR|8CGEN|9aDUR|aBPWR
80	41336 24113	   	175.11	DCR|3VULN|1AART|1DMG|2DUR	12aVULN|3AART|4DMG|5aLWND|6BEXP|7RCR|8CGEN|9aDUR|aBPWR
81	41333 24223	   	175.01	DCR|3VULN|1AART|1DMG|2DUR	12aVULN|3AART|4DMG|5aFEWX|6BEXP|7RCR|8TLV|9aDUR|aBPWR
82	41333 54213	   	175.01	DCR|3VULN|1AART|1DMG|2DUR	12aVULN|3AART|4DMG|5aFEWX|6LWND|7RCR|8TLV|9aDUR|aBPWR
83	41333 64213	   	175.01	DCR|3VULN|1AART|1DMG|2DUR	12aVULN|3AART|4DMG|5aFEWX|6LHND|7RCR|8TLV|9aDUR|aBPWR
84	41336 24213	   	175.01	DCR|3VULN|1AART|1DMG|2DUR	12aVULN|3AART|4DMG|5aLWND|6BEXP|7RCR|8TLV|9aDUR|aBPWR
85	41321 24341	   	174.99	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3AART|4LWND|5DMG|6BEXP|7RCR|9ZMB|aRCVC
86	41332 24123	   	174.91	DCR|3VULN|1AART|1DMG|2DUR	12aVULN|3AART|4DMG|5aDUST|6BEXP|7RCR|8CGEN|9aDUR|aBPWR
87	41332 54113	   	174.91	DCR|3VULN|1AART|1DMG|2DUR	12aVULN|3AART|4DMG|5aDUST|6LWND|7RCR|8CGEN|9aDUR|aBPWR
88	41332 64113	   	174.91	DCR|3VULN|1AART|1DMG|2DUR	12aVULN|3AART|4DMG|5aDUST|6LHND|7RCR|8CGEN|9aDUR|aBPWR
89	41332 24223	   	174.81	DCR|3VULN|1AART|1DMG|2DUR	12aVULN|3AART|4DMG|5aDUST|6BEXP|7RCR|8TLV|9aDUR|aBPWR
90	41332 24523	   	174.81	DCR|3VULN|1AART|1DMG|2DUR	12aVULN|3AART|4DMG|5aDUST|6BEXP|7RCR|8ERES|9aDUR|aBPWR
91	41332 54213	   	174.81	DCR|3VULN|1AART|1DMG|2DUR	12aVULN|3AART|4DMG|5aDUST|6LWND|7RCR|8TLV|9aDUR|aBPWR
92	41332 64213	   	174.81	DCR|3VULN|1AART|1DMG|2DUR	12aVULN|3AART|4DMG|5aDUST|6LHND|7RCR|8TLV|9aDUR|aBPWR
93	41522 15121	 * 	174.66	DCR|2VULN|2DMG|1AART|1CDMG	12VULN|35BEXP|4LIT|6aDMG|7RCR|8CDMG|9AART
94	41523 15121	   	174.66	DCR|2VULN|2DMG|1AART|1CDMG	12VULN|3BEXP|45LIT|6aDMG|7RCR|8CDMG|9AART
95	21622 33415	 * 	174.50	ACR|3DMG|1AART|1VULN|1ZMB	13ERES|2RCR|3BPWR|4BELT|5VULN|678DMG|9ZMB|aAART
96	43261 38424	   	174.44	DCR|3VULN|1AART|2CDMG|2ZMB	179VULN|2TLV|37CDMG|4AART|57ZMB|6MBVNT|7BPWR|8RCR|aCGEN
97	43261 38422	   	174.34	DCR|3VULN|1AART|2CDMG|2ZMB	179VULN|2TLV|37CDMG|4AART|57ZMB|6MBVNT|7BPWR|8RCR|aERES
98	41321 24363	   	174.03	DCR|3VULN|2AART|1DMG	128VULN|3aAART|4LWND|5DMG|6BEXP|7RCR|9DUST
99	41332 24323	   	174.03	DCR|3VULN|2AART|1DMG	128VULN|3aAART|4DMG|5DUST|6BEXP|7RCR|9LHND
100	41332 54323	   	174.03	DCR|3VULN|2AART|1DMG	128VULN|3aAART|4DMG|5DUST|6LWND|7RCR|9LHND
101	41321 36632	   	174.02	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	12VULN|36AART|4LWND|5DMG|7ZMB|8RCR|9FEWX|aASPD
102	41332 64333	   	173.93	DCR|3VULN|2AART|1DMG	128VULN|3aAART|4DMG|5DUST|6LHND|7RCR|9LEGI
103	21263 31424	   	173.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2RCR|3CDMG|4DMSP|56VULN|7MBVNT|8AART|9ZMB|aDMG
104	41321 24331	   	173.68	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3AART|4LWND|5DMG|6BEXP|7RCR|9RPLT|aZMB
105	41333 24331	   	173.68	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3AART|4DMG|5FEWX|6BEXP|7RCR|9RPLT|aZMB
106	41333 54331	   	173.68	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3AART|4DMG|5FEWX|6LWND|7RCR|9RPLT|aZMB
107	41336 24331	   	173.68	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3AART|4DMG|5LWND|6BEXP|7RCR|9RPLT|aZMB
108	21622 34521	   	173.67	ACR|2VULN|2DMG|1AART|1ASPD	137ERES|2RCR|37BPWR|4BELT|57VULN|67DMG|8AART|9ASPD|aFEWX
109	41333 31535	   	173.66	DCR|2AART|2VULN|2DMG	12VULN|39AART|4aDMG|5FEWX|6DMSP|7LIT|8RCR
110	41332 15342	 * 	173.62	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	12VULN|3AART|4DMG|5DUST|6ZMB|7DUR|8ERES|9RCR|aFLTHEA
111	41321 24343	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3AART|4LWND|5DMG|6BEXP|7RCR|9ZMB|aERES
112	41332 24331	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3AART|4DMG|5DUST|6BEXP|7RCR|9RPLT|aZMB
113	41332 24342	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3AART|4DMG|5DUST|6aBEXP|7RCR|9ZMB
114	41332 24343	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3AART|4DMG|5DUST|6BEXP|7RCR|9ZMB|aCGEN
115	41332 54331	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3AART|4DMG|5DUST|6LWND|7RCR|9RPLT|aZMB
116	21622 34522	   	173.57	ACR|2VULN|2DMG|1AART|1ASPD	137ERES|2RCR|37BPWR|4BELT|57VULN|67DMG|8AART|9ASPD|aDUST
117	41321 31513	   	173.56	DCR|2AART|2VULN|2DMG	12VULN|36AART|4LWND|5aDMG|7LIT|8RCR|9DUST
118	41336 31513	   	173.56	DCR|2AART|2VULN|2DMG	12VULN|36AART|4aDMG|5LWND|7LIT|8RCR|9DUST
119	41321 31551	   	173.33	DCR|3VULN|2AART|1DMG	12aVULN|36AART|4LWND|5DMG|7LIT|8RCR|9RCVC
120	41321 23661	   	173.27	DCR|3VULN|2DMG|1AART	129VULN|3AART|4LWND|59DMG|679BEXP|8RMIN|9BPWR|aRCR
121	21612 15622	 * 	173.24	ACR|3VULN|1AART|1FLTHEA|1CDMG	138ERES|2RCR|38BPWR|4FLTHEA|58CGEN|6AART|78aVULN|9CDMG
122	21616 23343	 * 	173.20	ACR|2AART|2DMG|2FLTHEA|1ZMB	13aERES|2RCR|3aBPWR|4aFLTHEA|57AART|6DUST|8ZMB|9aDMG
123	41334 31161	   	173.17	DCR|3VULN|2DMG|1AART	129VULN|3AART|49DMG|589BEXP|6RMIN|7LEGI|9BPWR|aRCR
124	41321 33241	 * 	173.13	DCR|3AART|2DMG|2VULN	12VULN|369AART|4LWND|58DMG|7CGEN|aRCR
125	41336 33241	   	173.13	DCR|3AART|2DMG|2VULN	12VULN|369AART|48DMG|5LWND|7CGEN|aRCR
126	41332 36633	   	173.12	DCR|2VULN|2DMG|1AART|1ZMB	12VULN|3AART|4aDMG|5DUST|6DMSP|7ZMB|8RCR|9FEWX
127	41335 53231	   	172.97	DCR|3DMG|2VULN|1AART	12VULN|3AART|468DMG|5ERES|7RMIN|9RPLT|aRCR
128	41114 33161	   	172.90	ACR|4VULN|1AART|1DMG	1249VULN|34ERES|4BPWR|5RCR|6AART|78CGEN|aDMG
129	41134 33161	   	172.90	ACR|4VULN|1AART|1DMG	1249VULN|3ERES|5RCR|6AART|78CGEN|aDMG
130	21163 56332	   	172.84	ACR|3VULN|1AART|1DMG|1DUR	1ERES|2RCR|3DUR|4BELT|5DMG|6AART|79aVULN|8DUST
131	21622 34326	   	172.47	ACR|2VULN|2DMG|1AART|1ASPD	137ERES|2RCR|37BPWR|4BELT|57VULN|67DMG|8RPLT|9ASPD|aAART
132	21622 33114	   	172.37	ACR|2VULN|2DMG|1AART|1DUR	13ERES|2RCR|3BPWR|4BELT|58VULN|67DMG|9DUR|aAART
133	41112 32211	   	172.27	DCR|4VULN|1AART|2ASPD|1ZMB	1247VULN|347ERES|47BPWR|57ASPD|6AART|8ZMB|9BEXP|aRCR
134	41112 32221	   	172.27	DCR|4VULN|1AART|2ASPD|1ZMB	1247VULN|347ERES|47BPWR|57ASPD|6AART|8ZMB|9LWND|aRCR
135	41112 32231	   	172.27	DCR|4VULN|1AART|2ASPD|1ZMB	1247VULN|347ERES|47BPWR|57ASPD|6AART|8ZMB|9LHND|aRCR
136	41112 32321	   	172.27	DCR|4VULN|1AART|2ASPD|1ZMB	1247VULN|347ERES|47BPWR|57ASPD|6AART|8FEWX|9ZMB|aRCR
137	21124 44123	   	171.99	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2RCR|3DUR|4ZMB|579VULN|6DMSP|8DMG|aCDMG
138	43261 38442	 * 	171.76	DCR|2VULN|1AART|3CDMG|2ZMB|1ASPD	17VULN|2TLV|37aCDMG|4AART|57ZMB|6MBVNT|7BPWR|8RCR|9ASPD
139	41333 31531	   	171.73	DCR|3VULN|2AART|1DMG	12aVULN|39AART|4DMG|5FEWX|6DMSP|7LIT|8RCR
140	41334 21531	   	171.73	DCR|3VULN|2AART|1DMG	12aVULN|39AART|4DMG|56BEXP|7LIT|8RCR
141	21622 34126	   	171.63	ACR|3VULN|2DMG|1CDMG	137ERES|2RCR|37BPWR|4BELT|57aVULN|67DMG|8CDMG|9LHND
142	21622 34131	   	171.63	ACR|3VULN|2DMG|1CDMG	137ERES|2RCR|37BPWR|4BELT|579VULN|67DMG|8CDMG|aDMSP
143	21622 34134	   	171.63	ACR|3VULN|2DMG|1CDMG	137ERES|2RCR|37BPWR|4BELT|579VULN|67DMG|8CDMG|aLWND
144	41321 35631	   	171.63	DCR|3VULN|2AART|1DMG	127VULN|36AART|4LWND|5DMG|8RCR|9ERES|aCGEN
145	41321 35632	   	171.63	DCR|3VULN|2AART|1DMG	127VULN|36AART|4LWND|5DMG|8RCR|9ERES|aBELT
146	41321 24431	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12VULN|3AART|4LWND|5DMG|6BEXP|7RCR|8DUST|9CDMG|aZMB
147	41333 24431	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12VULN|3AART|4DMG|5FEWX|6BEXP|7RCR|8DUST|9CDMG|aZMB
148	21616 12326	   	171.56	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	13ERES|2RCR|3BPWR|4FLTHEA|5AART|6CGEN|7DMG|8ZMB|9CDMG|aVULN
149	21622 34132	   	171.53	ACR|3VULN|2DMG|1CDMG	137ERES|2RCR|37BPWR|4BELT|579VULN|67DMG|8CDMG|aDUST
150	41321 35633	   	171.53	DCR|3VULN|2AART|1DMG	127VULN|36AART|4LWND|5DMG|8RCR|9ERES|aLEGI
151	21616 31513	 * 	171.43	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	13ERES|2RCR|3BPWR|4FLTHEA|5AART|6DUR|7LHND|8DMG|9aVULN
152	21616 35113	   	171.33	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	13ERES|2RCR|3BPWR|4FLTHEA|5AART|6DUR|7DMG|8DUST|9aVULN
153	41321 32523	   	171.26	DCR|2AART|2VULN|2DMG	12VULN|36AART|4LWND|5aDMG|7BEXP|8LIT|9RCR
154	41336 32523	   	171.26	DCR|2AART|2VULN|2DMG	12VULN|36AART|4aDMG|5LWND|7BEXP|8LIT|9RCR
155	41321 34341	   	171.10	DCR|3VULN|3AART|1DMG	128VULN|369AART|4LWND|5DMG|7ERES|aRCR
156	43261 36423	   	171.01	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	179VULN|2TLV|3CDMG|4AART|5ZMB|6MBVNT|8RCR|aDUR
157	21612 12326	   	170.96	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	13ERES|2RCR|3BPWR|4FLTHEA|5CGEN|6AART|7DMG|8ZMB|9CDMG|aVULN
158	41321 24351	   	170.92	DCR|3VULN|1AART|1DMG|1ASPD	128VULN|3AART|4LWND|5DMG|6BEXP|7RCR|9ASPD|aRCVC
159	42261 33424	   	170.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	19VULN|2ERES|3CDMG|4AART|5ZMB|6MBVNT|7RCVC|8RCR|aDMG
160	41114 36344	   	170.68	ACR|4VULN|1AART|1ZMB|1DUR	124aVULN|34ERES|4BPWR|5RCR|6AART|7MBVNT|8ZMB|9DUR
161	41134 36344	   	170.68	ACR|4VULN|1AART|1ZMB|1DUR	124aVULN|3ERES|5RCR|6AART|7MBVNT|8ZMB|9DUR
162	21124 54121	   	170.57	ACR|3VULN|1DMG|2DUR|1ZMB|1ASPD	1ERES|2RCR|36DUR|4ZMB|579VULN|8DMG|aASPD
163	21114 36333	 * 	170.54	ACR|3VULN|1AART|2CDMG|1DUR	19ERES|2RCR|3DUR|49CDMG|5FEWX|6LIT|789VULN|9BPWR|aAART
164	21622 34232	   	170.42	ACR|3VULN|2DMG|2DUR	137ERES|2RCR|37aBPWR|4BELT|57aVULN|67DMG|8aDUR|9aLWND
165	21163 23331	   	170.32	ACR|3DMG|2VULN|2DUR	1ERES|2RCR|36DUR|4BELT|567DMG|6BPWR|8CGEN|9aVULN
166	21163 23631	   	170.32	ACR|3DMG|2VULN|2DUR	1ERES|2RCR|36DUR|4BELT|567DMG|6BPWR|8MLV|9aVULN
167	41114 31112	   	170.25	ACR|3VULN|2AART|1DMG	124VULN|34ERES|4BPWR|5RCR|69AART|7LIT|8DMG|aFEWX
168	41114 31115	   	170.25	ACR|3VULN|2AART|1DMG	124VULN|34ERES|4BPWR|5RCR|69AART|7aLIT|8DMG
169	41114 31116	   	170.25	ACR|3VULN|2AART|1DMG	124VULN|34ERES|4BPWR|5RCR|69AART|7LIT|8DMG|aCGEN
170	41114 33141	   	170.25	ACR|3VULN|2AART|1DMG	124VULN|34ERES|4BPWR|5RCR|69AART|78CGEN|aDMG
171	41134 31112	   	170.25	ACR|3VULN|2AART|1DMG	124VULN|3ERES|5RCR|69AART|7LIT|8DMG|aFEWX
172	41134 31115	   	170.25	ACR|3VULN|2AART|1DMG	124VULN|3ERES|5RCR|69AART|7aLIT|8DMG
173	41134 31116	   	170.25	ACR|3VULN|2AART|1DMG	124VULN|3ERES|5RCR|69AART|7LIT|8DMG|aCGEN
174	41134 33141	   	170.25	ACR|3VULN|2AART|1DMG	124VULN|3ERES|5RCR|69AART|78CGEN|aDMG
175	21622 34242	   	170.22	ACR|3VULN|2DMG|2DUR	137ERES|2RCR|37BPWR|4BELT|57aVULN|67DMG|89DUR
176	21163 24313	 * 	170.20	ACR|3DMG|1VULN|3DUR|1FLTHEA	1ERES|2RCR|369DUR|4BELT|56aDMG|6BPWR|7FLTHEA|8VULN
