0	Index      	 *	Score 	Summary	Detail	
1	25123 63326	 * 	196.64	DCR|3VULN|2DMG|1AART|2DUR|1ASPD	1aDUR|2ASPD|36aVULN|4AART|5BEXP|7FEWX|8RCR|9aDMG|aBPWR
26	21321 42215	   	181.36	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	16DUR|27VULN|3CGEN|4aAART|5DMG|8RCR|9CDMG
27	21323 61215	 * 	181.14	ACR|4VULN|1AART|1DMG|1DUR	1DUR|2679VULN|3CGEN|4AART|5RCR|8MGNLIT|aDMG
28	21423 61215	   	181.04	ACR|4VULN|1AART|1DMG|1DUR	1DUR|2679VULN|3TLV|4AART|5RCR|8MGNLIT|aDMG
29	21123 12426	   	181.01	DCR|2DMG|1AART|1VULN|2ASPD|2DUR|1ZMB	1aDUR|2VULN|3aASPD|4AART|5BEXP|6ZMB|7RMIN|8RCR|9aDMG|aBPWR
30	21121 12426	   	180.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1aDUR|2aVULN|3ASPD|4AART|5NUKE|6BEXP|7RMIN|8RCR|9aDMG|aBPWR
31	21121 32426	   	180.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1aDUR|2aVULN|3ASPD|4AART|5NUKE|6FEWX|7RMIN|8RCR|9aDMG|aBPWR
32	21125 62262	   	180.35	DCR|2AART|2VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|27VULN|3ASPD|46AART|5DMG|8RCR|9CGEN|aZMB
33	21321 62225	   	180.35	DCR|2AART|2VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|27VULN|3CGEN|46AART|5DMG|8RCR|9ZMB|aASPD
34	21321 62215	 * 	180.33	DCR|3AART|2VULN|1DMG|1CDMG|1DUR	1DUR|27VULN|3CGEN|46aAART|5DMG|8RCR|9CDMG
35	21125 62214	   	180.25	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|27VULN|3ASPD|46AART|5DMG|8RCR|9MBVNT|aZMB
36	21125 62232	   	180.25	DCR|2AART|2VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|27VULN|3ASPD|46AART|5DMG|8RCR|9ERES|aZMB
37	21421 62225	   	180.25	DCR|2AART|2VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|27VULN|3TLV|46AART|5DMG|8RCR|9ZMB|aASPD
38	25125 62214	   	180.25	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2ASPD|37VULN|46AART|5DMG|8RCR|9MBVNT|aZMB
39	25125 62232	   	180.25	DCR|2AART|2VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|2ASPD|37VULN|46AART|5DMG|8RCR|9ERES|aZMB
40	13251 61326	   	180.17	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2DUST|367VULN|4AART|5DMG|8RCR|9CDMG|aASPD
41	41222 52153	 * 	179.40	DCR|4VULN|2DMG|2DUR	126aVULN|3CGEN|4aDUR|5LHND|7RCR|8MLV|9aDMG|aBPWR
42	41225 32153	   	179.40	DCR|4VULN|2DMG|2DUR	125aVULN|3CGEN|4aDUR|6LHND|7RCR|8MLV|9aDMG|aBPWR
43	42222 52153	   	179.40	DCR|4VULN|2DMG|2DUR	126aVULN|2aBPWR|3CGEN|4aDUR|5LHND|7RCR|8MLV|9aDMG
44	42225 32153	   	179.40	DCR|4VULN|2DMG|2DUR	125aVULN|2aBPWR|3CGEN|4aDUR|6LHND|7RCR|8MLV|9aDMG
45	11255 62212	   	179.07	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|237VULN|4ASPD|5CGEN|6AART|8RCR|9CDMG|aDMG
46	21125 24231	   	179.05	DCR|3VULN|1AART|1DMG|2DUR|1ASPD	17DUR|279VULN|3ASPD|4AART|5DMG|67LWND|7BPWR|8RCR|aLHND
47	21125 24234	   	179.05	DCR|3VULN|1AART|1DMG|2DUR|1ASPD	17DUR|279VULN|3ASPD|4AART|5DMG|67LWND|7BPWR|8RCR|aMLV
48	21125 24233	   	178.95	DCR|3VULN|1AART|1DMG|2DUR|1ASPD	17DUR|279VULN|3ASPD|4AART|5DMG|67LWND|7BPWR|8RCR|aERES
49	21125 24232	   	178.81	DCR|3VULN|1AART|1DMG|2DUR|1ASPD|1SELL	17DUR|279VULN|3ASPD|4AART|5DMG|67LWND|7BPWR|8RCR|aSELL
50	21321 62265	   	178.07	DCR|3VULN|2AART|1DMG|1DUR	1DUR|27aVULN|39CGEN|46AART|5DMG|8RCR
51	21125 42251	 * 	178.02	DCR|2VULN|1AART|1DMG|3DUR|1ZMB|1ASPD	169DUR|27VULN|3ASPD|4AART|5DMG|8RCR|aZMB
52	21321 62245	   	177.97	DCR|3VULN|2AART|1DMG|1DUR	1DUR|27aVULN|3CGEN|46AART|5DMG|8RCR|9DUST
53	24433 61223	   	177.66	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|2ERES|3aVULN|4RCVC|56DMG|7AART|8RCR|9ZMB
54	11251 23572	   	177.61	DCR|3VULN|2DMG|1AART|1ASPD	19LWND|239VULN|4ASPD|5ERES|69DMG|7AART|8MBVNT|9BPWR|aRCR
55	46112 31226	 * 	177.60	DCR|2VULN|2DMG|1AART|1FLTHEA|1DUR	1aVULN|2FLTHEA|36aCGEN|4LWND|5DUR|7aDMG|8AART|9RCR|aBPWR
56	21321 62222	 * 	177.27	DCR|2AART|2VULN|1DMG|2ZMB|1DUR	1DUR|27VULN|3CGEN|46AART|5DMG|8RCR|9aZMB
57	64513 13322	 * 	177.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MLV|2AART|3aVULN|4DUR|5RCR|6ZMB|7CDMG|8RCVC|9DMG
58	21421 62222	   	177.17	DCR|2AART|2VULN|1DMG|2ZMB|1DUR	1DUR|27VULN|3TLV|46AART|5DMG|8RCR|9aZMB
59	24421 62222	   	177.17	DCR|2AART|2VULN|1DMG|2ZMB|1DUR	1DUR|2ERES|37VULN|46AART|5DMG|8RCR|9aZMB
60	21125 24216	   	176.95	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR|1ASPD	17DUR|27VULN|3ASPD|4AART|5DMG|67LWND|7BPWR|8RCR|9CANSTR|aFLTHEA
61	21321 42212	   	176.85	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	16DUR|27VULN|3CGEN|4AART|5DMG|8RCR|9CDMG|aASPD
62	21324 22213	   	176.50	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	15DUR|27aVULN|3CGEN|4AART|6ZMB|8RCR|9CDMG
63	41323 33164	   	176.42	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	129VULN|3ERES|49LWND|5DMG|6ZMB|7AART|89DUR|9BPWR|aRCR
64	42323 33164	   	176.42	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	129VULN|29BPWR|3ERES|49LWND|5DMG|6ZMB|7AART|89DUR|aRCR
65	21255 11212	 * 	176.36	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	1DUR|23VULN|46ASPD|5CGEN|7AART|8RCR|9CDMG|aDMG
66	41125 11212	   	176.36	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	12VULN|36ASPD|4DUR|5CGEN|7AART|8RCR|9CDMG|aDMG
67	42125 11212	   	176.36	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	12VULN|2BPWR|36ASPD|4DUR|5CGEN|7AART|8RCR|9CDMG|aDMG
68	21321 62211	   	176.06	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|27VULN|3aCGEN|46AART|5DMG|8RCR|9CDMG
69	21321 62216	   	176.06	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|27VULN|3CGEN|46AART|5DMG|8RCR|9CDMG|aLWND
70	21323 13325	   	176.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2aVULN|3CGEN|4AART|5RCR|6ZMB|7CDMG|8RCVC|9DMG
71	21323 13422	   	176.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2aVULN|3CGEN|4AART|5RCR|6ZMB|7CDMG|8BEXP|9DMG
72	21323 13525	   	176.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2aVULN|38CGEN|4AART|5RCR|6ZMB|7CDMG|9DMG
73	21421 62211	   	175.96	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|27VULN|3TLV|46AART|5DMG|8RCR|9CDMG|aCGEN
74	21421 62212	   	175.96	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|27VULN|3TLV|46AART|5DMG|8RCR|9CDMG|aFEWX
75	21421 62215	   	175.96	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|27VULN|3TLV|46AART|5DMG|8RCR|9CDMG|aLIT
76	21421 62216	   	175.96	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|27VULN|3TLV|46AART|5DMG|8RCR|9CDMG|aMLV
77	24421 62211	   	175.96	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|2ERES|37VULN|46AART|5DMG|8RCR|9CDMG|aCGEN
78	24421 62212	   	175.96	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|2ERES|37VULN|46AART|5DMG|8RCR|9CDMG|aFEWX
79	21323 13222	   	175.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2aVULN|3CGEN|4AART|5RCR|6ZMB|7CDMG|8DUST|9DMG
80	21423 13322	   	175.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2aVULN|3TLV|4AART|5RCR|6ZMB|7CDMG|8RCVC|9DMG
81	21423 13512	   	175.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2aVULN|3TLV|4AART|5RCR|6ZMB|7CDMG|8CGEN|9DMG
82	24423 13322	   	175.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ERES|3aVULN|4AART|5RCR|6ZMB|7CDMG|8RCVC|9DMG
83	24423 13422	   	175.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ERES|3aVULN|4AART|5RCR|6ZMB|7CDMG|8BEXP|9DMG
84	24423 13512	   	175.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ERES|3aVULN|4AART|5RCR|6ZMB|7CDMG|8CGEN|9DMG
85	21125 62235	 * 	175.86	DCR|2AART|2VULN|1DMG|2ASPD|1DUR	1DUR|27VULN|3aASPD|46AART|5DMG|8RCR|9ERES
86	21122 62223	   	175.84	DCR|3VULN|2AART|1ZMB|1DUR|1ASPD	1DUR|27aVULN|3ASPD|46AART|5ERES|8RCR|9ZMB
87	21126 62223	   	175.84	DCR|3VULN|2AART|1ZMB|1DUR|1ASPD	1DUR|27aVULN|3ASPD|46AART|5TLV|8RCR|9ZMB
88	25122 62223	   	175.84	DCR|3VULN|2AART|1ZMB|1DUR|1ASPD	1DUR|2ASPD|37aVULN|46AART|5ERES|8RCR|9ZMB
89	25126 62223	   	175.84	DCR|3VULN|2AART|1ZMB|1DUR|1ASPD	1DUR|2ASPD|37aVULN|46AART|5TLV|8RCR|9ZMB
90	24423 13222	   	175.84	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ERES|3aVULN|4AART|5RCR|6ZMB|7CDMG|8DUST|9DMG
91	14521 22236	   	175.49	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	16LWND|2ERES|3DUR|4AART|56DMG|6BPWR|79VULN|8RCR|aASPD
92	21323 61523	 * 	174.73	ACR|4VULN|1AART|1CDMG|1DUR	1DUR|267aVULN|3CGEN|4AART|5RCR|8CDMG|9RMIN
93	21125 62251	   	174.64	DCR|2AART|2VULN|1DMG|2DUR|1ASPD	19DUR|27VULN|3ASPD|46AART|5DMG|8RCR|aLHND
94	21125 62252	   	174.64	DCR|2AART|2VULN|1DMG|2DUR|1ASPD	19DUR|27VULN|3ASPD|46AART|5DMG|8RCR|aDMSP
95	21125 62253	   	174.64	DCR|2AART|2VULN|1DMG|2DUR|1ASPD	19DUR|27VULN|3ASPD|46AART|5DMG|8RCR|aMLV
96	21321 62232	   	174.64	DCR|2AART|2VULN|1DMG|2DUR|1ASPD	19DUR|27VULN|3CGEN|46AART|5DMG|8RCR|aASPD
97	11651 14231	 * 	174.64	DCR|3VULN|1AART|1DMG|2ZMB	17LWND|279VULN|3DUST|4AART|5DMG|67ZMB|7BPWR|8RCR|aLHND
98	21423 61533	   	174.63	ACR|4VULN|1AART|1CDMG|1DUR	1DUR|267aVULN|3TLV|4AART|5RCR|8CDMG|9CGEN
99	21421 62232	   	174.54	DCR|2AART|2VULN|1DMG|2DUR|1ASPD	19DUR|27VULN|3TLV|46AART|5DMG|8RCR|aASPD
100	24421 62232	   	174.54	DCR|2AART|2VULN|1DMG|2DUR|1ASPD	19DUR|2ERES|37VULN|46AART|5DMG|8RCR|aASPD
101	11651 14233	   	174.54	DCR|3VULN|1AART|1DMG|2ZMB	17LWND|279VULN|3DUST|4AART|5DMG|67ZMB|7BPWR|8RCR|aERES
102	31551 14231	   	174.54	DCR|3VULN|1AART|1DMG|2ZMB	17DUST|279VULN|3LWND|4AART|5DMG|67ZMB|7BPWR|8RCR|aLHND
103	31551 14233	   	174.44	DCR|3VULN|1AART|1DMG|2ZMB	17DUST|279VULN|3LWND|4AART|5DMG|67ZMB|7BPWR|8RCR|aERES
104	21125 24226	   	174.40	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	17DUR|27VULN|3ASPD|4AART|5DMG|67LWND|7BPWR|8RCR|9CGEN|aZMB
105	11651 14232	   	174.39	DCR|3VULN|1AART|1DMG|2ZMB|1SELL	17LWND|279VULN|3DUST|4AART|5DMG|67ZMB|7BPWR|8RCR|aSELL
106	31551 14232	   	174.29	DCR|3VULN|1AART|1DMG|2ZMB|1SELL	17DUST|279VULN|3LWND|4AART|5DMG|67ZMB|7BPWR|8RCR|aSELL
107	21125 42262	   	174.20	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	16DUR|27VULN|3ASPD|4AART|5DMG|8RCR|9CGEN|aZMB
108	21321 42225	   	174.20	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	16DUR|27VULN|3CGEN|4AART|5DMG|8RCR|9ZMB|aASPD
109	21125 42214	   	174.10	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	16DUR|27VULN|3ASPD|4AART|5DMG|8RCR|9MBVNT|aZMB
110	21125 42232	   	174.10	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	16DUR|27VULN|3ASPD|4AART|5DMG|8RCR|9ERES|aZMB
111	21421 42225	   	174.10	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	16DUR|27VULN|3TLV|4AART|5DMG|8RCR|9ZMB|aASPD
112	25125 42214	   	174.10	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	16DUR|2ASPD|37VULN|4AART|5DMG|8RCR|9MBVNT|aZMB
113	25125 42232	   	174.10	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	16DUR|2ASPD|37VULN|4AART|5DMG|8RCR|9ERES|aZMB
114	62233 66213	 * 	174.06	DCR|2VULN|2DMG|1AART|1CDMG	1MLV|25DMG|3CGEN|4RMIN|6AART|7aVULN|8RCR|9CDMG
115	21124 53326	 * 	173.83	DCR|2DMG|1AART|1VULN|3DUR|2ASPD	15aDUR|2VULN|3aASPD|4AART|6BEXP|7FEWX|8RCR|9aDMG|aBPWR
116	21125 42253	 * 	173.63	DCR|2VULN|1AART|1DMG|3DUR|2ASPD	169DUR|27VULN|3aASPD|4AART|5DMG|8RCR
117	13251 62235	   	173.58	DCR|4VULN|1AART|1DMG	1LWND|2DUST|369aVULN|4AART|5DMG|7ERES|8RCR
118	21123 26325	   	173.56	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|27aVULN|3ASPD|4AART|5BEXP|6LHND|8RCR|9DMG
119	25123 26325	   	173.56	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2ASPD|37aVULN|4AART|5BEXP|6LHND|8RCR|9DMG
120	11152 42261	   	173.46	DCR|2VULN|2DMG|1AART|2ASPD	19LWND|29VULN|34ASPD|5LHND|69DMG|7AART|8RCR|9BPWR|aLEGI
121	11152 42262	   	173.46	DCR|2VULN|2DMG|1AART|2ASPD	19LWND|29VULN|34ASPD|5LHND|69DMG|7AART|8RCR|9BPWR|aDUST
122	11152 42263	   	173.46	DCR|2VULN|2DMG|1AART|2ASPD	19LWND|29VULN|34ASPD|5LHND|69DMG|7AART|8RCR|9BPWR|aTLV
123	21211 62233	 * 	173.45	DCR|3VULN|2DMG|2ASPD|1DUR	1DUR|23aVULN|4CGEN|5ERES|6aDMG|7RCR|8FEWX|9aASPD|aBPWR
124	21211 62333	   	173.45	DCR|3VULN|2DMG|2ASPD|1DUR	1DUR|23aVULN|4CGEN|5ERES|6aDMG|7RCR|8BEXP|9aASPD|aBPWR
125	21211 12233	   	173.45	DCR|3VULN|2DMG|2ASPD|1DUR	1DUR|23aVULN|4CGEN|5ERES|6aASPD|7RCR|8FEWX|9aDMG|aBPWR
126	21211 12333	   	173.45	DCR|3VULN|2DMG|2ASPD|1DUR	1DUR|23aVULN|4CGEN|5ERES|6aASPD|7RCR|8BEXP|9aDMG|aBPWR
127	21321 62224	   	173.42	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|27VULN|3CGEN|46AART|5DMG|8RCR|9ZMB|aRMIN
128	21321 62226	   	173.42	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|27VULN|3CGEN|46AART|5DMG|8RCR|9ZMB|aFEWX
129	21421 62224	   	173.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|27VULN|3TLV|46AART|5DMG|8RCR|9ZMB|aRMIN
130	21421 62226	   	173.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|27VULN|3TLV|46AART|5DMG|8RCR|9ZMB|aFEWX
131	21421 62262	   	173.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|27VULN|3TLV|46AART|5DMG|8RCR|9CGEN|aZMB
132	21251 26226	   	173.24	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|23VULN|4ASPD|5ERES|6aDMG|7ZMB|8RCR|9CDMG
133	41121 26226	   	173.24	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR|1ASPD	12VULN|3ASPD|4DUR|5ERES|6aDMG|7ZMB|8RCR|9CDMG
134	42121 26226	   	173.24	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR|1ASPD	12VULN|2BPWR|3ASPD|4DUR|5ERES|6aDMG|7ZMB|8RCR|9CDMG
135	11651 61321	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|267VULN|3DUST|4AART|5DMG|8RCR|9CDMG|aCGEN
136	13251 61321	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|2DUST|367VULN|4AART|5DMG|8RCR|9CDMG|aCGEN
137	13251 61324	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|2DUST|367VULN|4AART|5DMG|8RCR|9CDMG|aMLV
138	31551 61321	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|267VULN|3LWND|4AART|5DMG|8RCR|9CDMG|aCGEN
139	24421 61223	   	173.22	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|27ERES|3aVULN|46AART|5DMG|8RCR|9ZMB
140	11255 62213	   	173.11	DCR|4VULN|1AART|1CDMG|1ASPD	1LWND|237aVULN|4ASPD|5CGEN|6AART|8RCR|9CDMG
141	61131 61226	   	172.57	DCR|3VULN|2DMG|1AART	1aMLV|2BEXP|36aVULN|4AIRHEA|5LHND|7aDMG|8AART|9RCR|aBPWR
142	63131 61226	   	172.57	DCR|3VULN|2DMG|1AART	1aMLV|2FEWX|36aVULN|4AIRHEA|5LHND|7aDMG|8AART|9RCR|aBPWR
143	41323 13164	   	172.35	DCR|3VULN|1AART|1DMG|2DUR|1ASPD	129VULN|3ERES|49LWND|5DMG|6ASPD|7AART|89DUR|9BPWR|aRCR
144	42323 13164	   	172.35	DCR|3VULN|1AART|1DMG|2DUR|1ASPD	129VULN|29BPWR|3ERES|49LWND|5DMG|6ASPD|7AART|89DUR|aRCR
145	21323 61135	   	172.33	ACR|3VULN|1AART|1DMG|2DUR	18DUR|267VULN|39CGEN|4AART|5RCR|aDMG
146	21323 61155	   	172.33	ACR|3VULN|1AART|1DMG|2DUR	18DUR|267VULN|3CGEN|4AART|5RCR|9RCVC|aDMG
147	21323 61166	   	172.33	ACR|3VULN|1AART|1DMG|2DUR	18DUR|267VULN|3CGEN|4AART|5RCR|9MLV|aDMG
148	21324 22215	   	172.30	DCR|2AART|2VULN|1CDMG|2DUR|1ZMB	15DUR|27VULN|3CGEN|4aAART|6ZMB|8RCR|9CDMG
149	21323 61146	   	172.23	ACR|3VULN|1AART|1DMG|2DUR	18DUR|267VULN|3CGEN|4AART|5RCR|9ERES|aDMG
150	21423 61136	   	172.23	ACR|3VULN|1AART|1DMG|2DUR	18DUR|267VULN|3TLV|4AART|5RCR|9CGEN|aDMG
151	46423 23121	 * 	172.16	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	13VULN|2FLTHEA|4BEXP|5DUR|6AART|7CDMG|8DUST|9DMG|aRCR
152	21323 61516	 * 	172.07	ACR|3VULN|2AART|1CDMG|1DUR	1DUR|267VULN|3CGEN|4aAART|5RCR|8CDMG|9LIT
153	21323 61525	   	172.07	ACR|3VULN|2AART|1CDMG|1DUR	1DUR|267VULN|3CGEN|4aAART|5RCR|8CDMG|9RMIN
154	21255 11213	 * 	171.96	DCR|3VULN|1AART|2ASPD|1CDMG|1DUR	1DUR|23aVULN|46ASPD|5CGEN|7AART|8RCR|9CDMG
155	41125 11213	   	171.96	DCR|3VULN|1AART|2ASPD|1CDMG|1DUR	12aVULN|36ASPD|4DUR|5CGEN|7AART|8RCR|9CDMG
156	42125 11213	   	171.96	DCR|3VULN|1AART|2ASPD|1CDMG|1DUR	12aVULN|2BPWR|36ASPD|4DUR|5CGEN|7AART|8RCR|9CDMG
157	21321 42265	   	171.91	DCR|3VULN|1AART|1DMG|2DUR	16DUR|27aVULN|39CGEN|4AART|5DMG|8RCR
158	21321 42245	   	171.81	DCR|3VULN|1AART|1DMG|2DUR	16DUR|27aVULN|3CGEN|4AART|5DMG|8RCR|9DUST
159	41133 21255	   	171.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	12aVULN|3ASPD|4RMIN|5DMG|6CGEN|7AART|8RCR|9DUR
160	42133 21255	   	171.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	12aVULN|2BPWR|3ASPD|4RMIN|5DMG|6CGEN|7AART|8RCR|9DUR
161	21323 13112	   	171.63	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|29aVULN|3CGEN|4AART|5RCR|6ZMB|7CDMG|8LHND
162	21323 13412	   	171.63	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|29aVULN|3CGEN|4AART|5RCR|6ZMB|7CDMG|8BEXP
