0	Index      	 *	Score 	Summary	Detail	
1	26332 12416	 * 	199.51	DCR|4VULN|2DMG|1AART|1DUR	128aVULN|39DMG|4BEXP|5DUR|6AART|7RCR
23	26332 12311	 * 	185.41	DCR|3DMG|2VULN|1AART|1DUR	12VULN|389DMG|4BEXP|5DUR|6AART|7RCR|aMLV
24	26332 12312	   	185.41	DCR|3DMG|2VULN|1AART|1DUR	12VULN|389DMG|4BEXP|5DUR|6AART|7RCR|aLHND
25	26332 12313	   	185.41	DCR|3DMG|2VULN|1AART|1DUR	12VULN|389DMG|4BEXP|5DUR|6AART|7RCR|aLIT
26	26332 12314	   	185.41	DCR|3DMG|2VULN|1AART|1DUR	12VULN|389DMG|4BEXP|5DUR|6AART|7RCR|aRMIN
27	26332 12316	   	185.41	DCR|3DMG|2VULN|1AART|1DUR	12VULN|389DMG|4BEXP|5DUR|6AART|7RCR|aFEWX
28	26332 12326	   	185.41	DCR|3DMG|2VULN|1AART|1DUR	12VULN|38aDMG|4BEXP|5DUR|6AART|7RCR|9CGEN
29	26332 12336	   	185.41	DCR|3VULN|2DMG|1AART|1DUR	12aVULN|38DMG|4BEXP|5DUR|6AART|7RCR|9LWND
30	26332 12356	   	185.41	DCR|3VULN|2DMG|1AART|1DUR	12aVULN|38DMG|4BEXP|5DUR|6AART|7RCR|9LHND
31	26332 12414	   	185.41	DCR|3VULN|2DMG|1AART|1DUR	128VULN|39DMG|4BEXP|5DUR|6AART|7RCR|aFEWX
32	26332 12426	   	185.41	DCR|3VULN|2DMG|1AART|1DUR	128VULN|3aDMG|4BEXP|5DUR|6AART|7RCR|9CGEN
33	26332 12616	   	185.41	DCR|3VULN|2DMG|1AART|1DUR	12aVULN|39DMG|48BEXP|5DUR|6AART|7RCR
34	42632 12336	   	185.41	DCR|3VULN|2DMG|1AART|1DUR	1CGEN|239VULN|4BEXP|5DUR|6AART|7RCR|8aDMG
35	26332 12413	   	185.31	DCR|3VULN|2DMG|1AART|1DUR	128VULN|39DMG|4BEXP|5DUR|6AART|7RCR|aLEGI
36	26332 23136	   	184.96	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	128VULN|3DMG|4BEXP|5aDUR|6CDMG|7RCR|9AART
37	26332 23431	   	184.96	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	12aVULN|3DMG|4BEXP|58DUR|6CDMG|7RCR|9AART
38	21125 35261	 * 	184.00	DCR|2VULN|2DMG|1AART|1FLTHEA|1DUR	18VULN|2MLV|3aDMG|4DUR|5CGEN|6RCR|7FLTHEA|9AART
39	11164 25131	   	183.63	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2TLV|3DMG|48aVULN|5ZMB|6CDMG|7RCR|9AART
40	23653 13153	 * 	183.33	DCR|4VULN|1AART|3ASPD|1CDMG	1578VULN|267LWND|3AART|478ASPD|78BPWR|9CDMG|aRCR
41	16512 15223	 * 	183.08	ACR|3VULN|2DMG|2ASPD|1CDMG	145FEWX|29aVULN|3RCR|6CDMG|7aASPD|8aDMG|aBPWR
42	23623 51412	   	183.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	158VULN|2LWND|3AART|4RMIN|6RCR|7DUR|9DMG|aZMB
43	16513 26111	   	182.71	ACR|5VULN|2DMG	147FEWX|2579aVULN|3RCR|67DMG|7BPWR|8TLV
44	21125 35235	 * 	182.27	DCR|3VULN|2DMG|2FLTHEA|1DUR	18aVULN|2MLV|3aDMG|4DUR|5CGEN|6RCR|7aFLTHEA|9NUKE|aBPWR
45	21125 35262	 * 	182.07	DCR|3VULN|1AART|1DMG|1FLTHEA|1DUR	18aVULN|2MLV|3DMG|4DUR|5CGEN|6RCR|7FLTHEA|9AART
46	26332 12436	   	181.92	DCR|4VULN|1AART|1DMG|1DUR	128aVULN|3DMG|4BEXP|5DUR|6AART|7RCR|9LWND
47	31342 61551	 * 	181.90	ACR|2VULN|2DMG|1AART|2CDMG	1aBASHEA|2MBVNT|3DMSP|4AART|5RCR|68VULN|7aDMG|9aCDMG|aBPWR
48	26332 23232	   	181.60	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	12VULN|38DMG|4BEXP|5DUR|6CDMG|7RCR|9AART|aLWND
49	26332 23233	   	181.60	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	12VULN|38DMG|4BEXP|5DUR|6CDMG|7RCR|9AART|aLHND
50	23623 53352	 * 	181.46	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	15VULN|2LWND|39AART|4RMIN|6RCR|7ASPD|8CDMG|aDMG
51	21224 25262	   	181.36	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	19VULN|2MLV|3ASPD|4DUR|5ZMB|6CDMG|7RCR|8DMG|aAART
52	23653 13241	 * 	181.27	DCR|3VULN|1AART|2ASPD|1CDMG|1FLTHEA	157VULN|267LWND|3AART|47ASPD|7BPWR|8RCR|9FLTHEA|aCDMG
53	26332 23222	   	180.90	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	12VULN|38DMG|4BEXP|5DUR|6CDMG|7RCR|9ERES|aAART
54	16532 14213	   	180.79	ACR|4VULN|2DMG|1ZMB	1FEWX|2689VULN|3RCR|4ZMB|5LIT|7aDMG
55	23542 14213	   	180.79	ACR|4VULN|2DMG|1ZMB	1689VULN|2LWND|3RCR|4ZMB|5LIT|7aDMG
56	26332 12322	   	180.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|38DMG|4BEXP|5DUR|6AART|7RCR|9CGEN|aZMB
57	16522 31326	   	180.71	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1FEWX|27VULN|3RCR|4AART|5DUR|6ASPD|8aDMG|9CGEN
58	16522 31336	   	180.71	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	19FEWX|27VULN|3RCR|4AART|5DUR|6ASPD|8aDMG
59	16522 31316	   	180.61	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1FEWX|27VULN|3RCR|4AART|5DUR|6ASPD|8aDMG|9ERES
60	14323 15131	   	180.47	DCR|3VULN|2DMG|1AART	14FEWX|2RCVC|34DMG|4BPWR|5RPLT|68aVULN|7RCR|9AART
61	21124 25136	   	180.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	18VULN|2MLV|3DMG|4aDUR|5ZMB|6CDMG|7RCR|9AART
62	21124 25236	   	180.31	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	1VULN|2MLV|38DMG|4aDUR|5ZMB|6CDMG|7RCR|9AART
63	21124 25431	   	180.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1aVULN|2MLV|3DMG|48DUR|5ZMB|6CDMG|7RCR|9AART
64	26332 23132	   	179.67	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	128VULN|3DMG|4BEXP|5DUR|6CDMG|7RCR|9AART|aLWND
65	26332 23133	   	179.67	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	128VULN|3DMG|4BEXP|5DUR|6CDMG|7RCR|9AART|aLHND
66	16123 46312	 * 	179.65	DCR|3VULN|3ZMB|1AART|1CDMG	18aFEWX|28aVULN|3LWND|4AART|5BELT|6CDMG|78aZMB|8aBPWR|9RCR
67	36126 31135	 * 	179.62	ACR|3VULN|2DMG|2ZMB|1DUR|1ASPD	1BASHEA|2aDMG|3ASPD|4DUR|5RCR|6aZMB|7ERES|89aVULN|aBPWR
68	36126 33135	   	179.62	ACR|3VULN|2DMG|2ZMB|1DUR|1ASPD	1BASHEA|2aDMG|3ASPD|4DUR|5RCR|6aZMB|7TLV|89aVULN|aBPWR
69	31248 37233	   	179.57	DCR|3VULN|2DMG|1AART	19BASHEA|2MBVNT|39aVULN|4RMIN|59DMG|6RCR|7RPLT|8AART|9BPWR
70	23553 51333	 * 	179.34	ACR|2VULN|3ZMB|1AART|2CDMG	18VULN|2LWND|3RCR|4AART|5BELT|68aZMB|78CDMG|8BPWR|9RCVC
71	26332 23122	   	178.97	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	128VULN|3DMG|4BEXP|5DUR|6CDMG|7RCR|9ERES|aAART
72	26332 23662	   	178.97	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	129VULN|3DMG|4BEXP|5DUR|6CDMG|7RCR|8NUKE|aAART
73	16522 33423	   	178.88	ACR|3VULN|1AART|2CDMG|1DUR|1ASPD	1aFEWX|28aVULN|3RCR|4AART|5DUR|6ASPD|7aCDMG|9RMIN|aBPWR
74	26332 12212	 * 	178.86	DCR|2VULN|2DMG|1AART|3DUR	12VULN|39DMG|4BEXP|58aDUR|6AART|7RCR
75	26332 12362	   	178.86	DCR|2VULN|2DMG|1AART|3DUR	12VULN|38DMG|4BEXP|59aDUR|6AART|7RCR
76	21632 12312	   	178.82	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	138VULN|2MLV|4BEXP|5DUR|6AART|7RCR|9DMG|aZMB
77	26132 12312	   	178.82	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	128VULN|3MLV|4BEXP|5DUR|6AART|7RCR|9DMG|aZMB
78	26332 12422	   	178.82	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	128VULN|3DMG|4BEXP|5DUR|6AART|7RCR|9CGEN|aZMB
79	42632 12332	   	178.82	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|239VULN|4BEXP|5DUR|6AART|7RCR|8DMG|aZMB
80	42632 12412	   	178.82	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|238VULN|4BEXP|5DUR|6AART|7RCR|9DMG|aZMB
81	16522 31411	 * 	178.78	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1aFEWX|278VULN|3RCR|4AART|5DUR|6ASPD|9DMG
82	16522 31412	   	178.78	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|278VULN|3RCR|4AART|5DUR|6ASPD|9DMG|aLWND
83	16522 31413	   	178.78	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1FEWX|278VULN|3RCR|4AART|5DUR|6ASPD|9DMG|aLIT
84	23636 31411	   	178.73	DCR|3VULN|1AART|1DMG|1CDMG	178VULN|2LWND|3AART|4CDMG|5RPLT|6RCR|9DMG|aFEWX
85	23636 31413	   	178.73	DCR|3VULN|1AART|1DMG|1CDMG	178VULN|2LWND|3AART|4CDMG|5RPLT|6RCR|9DMG|aLHND
86	25632 12412	   	178.72	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	138VULN|2TLV|4BEXP|5DUR|6AART|7RCR|9DMG|aZMB
87	62632 12412	   	178.72	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1ERES|238VULN|4BEXP|5DUR|6AART|7RCR|9DMG|aZMB
88	16222 32336	   	178.65	DCR|2VULN|2DMG|1AART|2DUR	1FEWX|29VULN|35DUR|4AART|6RCR|7CGEN|8aDMG
89	16222 32416	   	178.65	DCR|2VULN|2DMG|1AART|2DUR	1FEWX|28VULN|35DUR|4AART|6RCR|7CGEN|9aDMG
90	21224 25131	   	177.55	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	18aVULN|2MLV|3ASPD|4DUR|5ZMB|6CDMG|7RCR|9AART
91	42224 25131	   	177.55	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|28aVULN|3ASPD|4DUR|5ZMB|6CDMG|7RCR|9AART
92	42632 21326	 * 	177.47	DCR|3VULN|2DMG|2CDMG|1DUR	1CGEN|23aVULN|4BEXP|5DUR|6aCDMG|7ERES|8RCR|9aDMG|aBPWR
93	25224 25131	   	177.45	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	18aVULN|2TLV|3ASPD|4DUR|5ZMB|6CDMG|7RCR|9AART
94	21162 35262	   	177.32	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	1aVULN|2MLV|3DMG|4TLV|5DUR|6RCR|7FLTHEA|8ZMB|9AART
95	25121 35262	   	177.22	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	1aVULN|2TLV|3DMG|4DUR|5ERES|6RCR|7FLTHEA|8ZMB|9AART
96	26332 12264	 * 	176.93	DCR|3VULN|1AART|1DMG|3DUR	12aVULN|3DMG|4BEXP|589DUR|6AART|7RCR
97	26332 12462	   	176.93	DCR|3VULN|1AART|1DMG|3DUR	128VULN|3DMG|4BEXP|59aDUR|6AART|7RCR
98	16513 26311	   	176.82	ACR|4VULN|2DMG|1DUR	147FEWX|257aVULN|3RCR|67DMG|7BPWR|8DUST|9DUR
99	21114 33336	   	176.56	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	16VULN|2MLV|3aDMG|4LHND|5ZMB|7ASPD|8RCR|9AART
100	25114 33336	   	176.46	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	16VULN|2TLV|3aDMG|4LHND|5ZMB|7ASPD|8RCR|9AART
101	23623 53362	 * 	176.33	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	15VULN|2LWND|3AART|4RMIN|6RCR|7ASPD|89CDMG|aDMG
102	16222 62336	   	176.25	DCR|2VULN|2DMG|1AART|2DUR	1FEWX|29VULN|35DUR|4AART|6CGEN|7RCR|8aDMG
103	16222 12416	   	176.15	DCR|2VULN|2DMG|1AART|2DUR	1FEWX|28VULN|35DUR|4AART|6ERES|7RCR|9aDMG
104	23542 14212	   	176.03	ACR|5VULN|1DMG|1ZMB	1689aVULN|2LWND|3RCR|4ZMB|5LIT|7DMG
105	26312 12416	   	175.96	DCR|4VULN|2DMG|1AART|1DUR|1MSE	128aVULN|39DMG|4MSE|5DUR|6AART|7RCR
106	23552 31412	   	175.90	ACR|3VULN|1AART|1DMG|1ZMB	178VULN|2LWND|3RCR|4AART|5LHND|6RMIN|9DMG|aZMB
107	21224 25263	   	175.74	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR|1ASPD	19VULN|2MLV|3ASPD|4DUR|5ZMB|6CDMG|7RCR|8aDMG
108	54321 32152	   	175.62	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|24ERES|34DMG|4BPWR|59VULN|6RCR|7CGEN|8RCVC|aAART
109	31248 38182	   	175.38	DCR|4VULN|1AART|1DMG	1BASHEA|2MBVNT|378aVULN|4RMIN|5DMG|6RCR|9AART
110	26322 31214	   	175.36	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	12aVULN|3DMG|4LWND|5DUR|6RCR|7LHND|8ASPD|9AART
111	26322 32214	   	175.26	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	12aVULN|3DMG|4LWND|5DUR|6RCR|7LEGI|8ASPD|9AART
112	23643 51312	 * 	175.22	DCR|3VULN|1AART|3CDMG|1ZMB	18aVULN|28aLWND|3AART|4FEWX|5BELT|6ZMB|78aCDMG|8aBPWR|9RCR
113	26332 12146	   	175.05	DCR|2VULN|2DMG|1AART|2DUR	12VULN|3aDMG|4BEXP|59DUR|6AART|7RCR|8MLV
114	26332 12214	   	175.05	DCR|2VULN|2DMG|1AART|2DUR	12VULN|39DMG|4BEXP|58DUR|6AART|7RCR|aFEWX
115	26332 12226	   	175.05	DCR|2VULN|2DMG|1AART|2DUR	12VULN|3aDMG|4BEXP|58DUR|6AART|7RCR|9CGEN
116	26332 12333	   	175.05	DCR|2VULN|2DMG|1AART|2DUR	12VULN|38DMG|4BEXP|5aDUR|6AART|7RCR|9LWND
117	26332 12353	   	175.05	DCR|2VULN|2DMG|1AART|2DUR	12VULN|38DMG|4BEXP|5aDUR|6AART|7RCR|9LHND
118	26332 12364	   	175.05	DCR|2VULN|2DMG|1AART|2DUR	12VULN|38DMG|4BEXP|59DUR|6AART|7RCR|aFEWX
119	26332 12612	   	175.05	DCR|2VULN|2DMG|1AART|2DUR	12VULN|39DMG|48BEXP|5aDUR|6AART|7RCR
120	42632 12216	   	175.05	DCR|2VULN|2DMG|1AART|2DUR	1CGEN|23VULN|4BEXP|58DUR|6AART|7RCR|9aDMG
121	16513 26223	   	175.02	ACR|5VULN|3DMG|3MSE	147FEWX|2579aVULN|3RCR|679DMG|79aBPWR|89aMSE
122	21124 25132	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	18VULN|2MLV|3DMG|4DUR|5ZMB|6CDMG|7RCR|9AART|aLWND
123	21124 25133	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	18VULN|2MLV|3DMG|4DUR|5ZMB|6CDMG|7RCR|9AART|aLHND
124	21124 25232	   	175.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2MLV|38DMG|4DUR|5ZMB|6CDMG|7RCR|9AART|aLWND
125	21124 25233	   	175.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2MLV|38DMG|4DUR|5ZMB|6CDMG|7RCR|9AART|aLHND
126	42124 25132	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CGEN|28VULN|3DMG|4DUR|5ZMB|6CDMG|7RCR|9AART|aLWND
127	42124 25133	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CGEN|28VULN|3DMG|4DUR|5ZMB|6CDMG|7RCR|9AART|aLHND
128	42124 25232	   	175.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1CGEN|2VULN|38DMG|4DUR|5ZMB|6CDMG|7RCR|9AART|aLWND
129	42124 25233	   	175.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1CGEN|2VULN|38DMG|4DUR|5ZMB|6CDMG|7RCR|9AART|aLHND
130	23653 13234	   	175.01	DCR|4VULN|1AART|2ASPD|1DUR	157aVULN|267LWND|3AART|47ASPD|7BPWR|8RCR|9DUR
131	16225 26133	   	174.96	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	18FEWX|28VULN|3DUR|4AART|5RPLT|6LWND|78DMG|8BPWR|9ZMB|aRCR
132	25632 12216	   	174.95	DCR|2VULN|2DMG|1AART|2DUR	13VULN|2TLV|4BEXP|58DUR|6AART|7RCR|9aDMG
133	26332 12213	   	174.95	DCR|2VULN|2DMG|1AART|2DUR	12VULN|39DMG|4BEXP|58DUR|6AART|7RCR|aLEGI
134	26332 12363	   	174.95	DCR|2VULN|2DMG|1AART|2DUR	12VULN|38DMG|4BEXP|59DUR|6AART|7RCR|aLEGI
135	62632 12216	   	174.95	DCR|2VULN|2DMG|1AART|2DUR	1ERES|23VULN|4BEXP|58DUR|6AART|7RCR|9aDMG
136	25124 25132	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	18VULN|2TLV|3DMG|4DUR|5ZMB|6CDMG|7RCR|9AART|aLWND
137	25124 25133	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	18VULN|2TLV|3DMG|4DUR|5ZMB|6CDMG|7RCR|9AART|aLHND
138	25124 25232	   	174.92	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2TLV|38DMG|4DUR|5ZMB|6CDMG|7RCR|9AART|aLWND
139	25124 25233	   	174.92	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2TLV|38DMG|4DUR|5ZMB|6CDMG|7RCR|9AART|aLHND
140	16123 51312	   	174.62	DCR|3VULN|1AART|3CDMG|1ZMB	18aFEWX|28aVULN|3LWND|4AART|5BELT|6ZMB|78aCDMG|8aBPWR|9RCR
141	23521 51412	   	174.60	ACR|3VULN|1AART|1DMG|1ZMB	178VULN|2LWND|3RCR|4TLV|5LHND|6AART|9DMG|aZMB
142	21124 25122	   	174.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	18VULN|2MLV|3DMG|4DUR|5ZMB|6CDMG|7RCR|9ERES|aAART
143	21124 25222	   	174.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2MLV|38DMG|4DUR|5ZMB|6CDMG|7RCR|9ERES|aAART
144	42124 25122	   	174.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CGEN|28VULN|3DMG|4DUR|5ZMB|6CDMG|7RCR|9ERES|aAART
145	42124 25222	   	174.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1CGEN|2VULN|38DMG|4DUR|5ZMB|6CDMG|7RCR|9ERES|aAART
146	25124 25122	   	174.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	18VULN|2TLV|3DMG|4DUR|5ZMB|6CDMG|7RCR|9ERES|aAART
147	25124 25222	   	174.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2TLV|38DMG|4DUR|5ZMB|6CDMG|7RCR|9ERES|aAART
148	16522 31322	   	174.13	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1FEWX|27VULN|3RCR|4AART|5DUR|6ASPD|8DMG|9CGEN|aZMB
149	23636 31152	   	174.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2LWND|3AART|4CDMG|5RPLT|6RCR|8MLV|9DMG|aZMB
150	23653 13261	 * 	174.03	DCR|3VULN|1AART|1DMG|2ASPD	157VULN|267LWND|3AART|47ASPD|7BPWR|8RCR|9DMG|aBEXP
151	23653 13262	   	174.03	DCR|3VULN|1AART|1DMG|2ASPD	157VULN|267LWND|3AART|47ASPD|7BPWR|8RCR|9DMG|aFEWX
152	16522 31312	   	174.03	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1FEWX|27VULN|3RCR|4AART|5DUR|6ASPD|8DMG|9ERES|aZMB
153	23636 31352	   	173.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2LWND|3AART|4CDMG|5RPLT|6RCR|8ERES|9DMG|aZMB
154	23653 13263	   	173.93	DCR|3VULN|1AART|1DMG|2ASPD	157VULN|267LWND|3AART|47ASPD|7BPWR|8RCR|9DMG|aTLV
155	16522 12336	   	173.77	ACR|2VULN|2DMG|1AART|1DUR	16FEWX|29VULN|3RCR|4AART|5DUR|7CGEN|8aDMG
156	54321 32252	   	173.72	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|24ERES|34DMG|4BPWR|59VULN|6RCR|78CGEN|aAART
157	26312 23231	   	173.71	DCR|3VULN|2DMG|1AART|1CDMG|1DUR|1MSE	12aVULN|38DMG|4MSE|5DUR|6CDMG|7RCR|9AART
158	21632 23161	   	173.71	DCR|4VULN|1AART|1CDMG|1DUR	138aVULN|2MLV|4BEXP|5DUR|6CDMG|7RCR|9AART
159	26132 23161	   	173.71	DCR|4VULN|1AART|1CDMG|1DUR	128aVULN|3MLV|4BEXP|5DUR|6CDMG|7RCR|9AART
160	42632 23161	   	173.71	DCR|4VULN|1AART|1CDMG|1DUR	1CGEN|238aVULN|4BEXP|5DUR|6CDMG|7RCR|9AART
161	31848 33416	   	173.61	DCR|3DMG|1AART|1VULN|2DUR	17BASHEA|2MBVNT|3MLV|47DUR|578DMG|6RCR|7BPWR|9AART|aVULN
162	25632 23161	   	173.61	DCR|4VULN|1AART|1CDMG|1DUR	138aVULN|2TLV|4BEXP|5DUR|6CDMG|7RCR|9AART
163	31748 33814	   	173.51	DCR|3DMG|1AART|1VULN|2DUR	17BASHEA|2MBVNT|3ERES|47DUR|578DMG|6RCR|7BPWR|9AART|aVULN
164	26332 23166	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	128VULN|3aDMG|4BEXP|5DUR|6CDMG|7RCR|9DMSP
165	26332 23266	 * 	173.45	DCR|3DMG|2VULN|1CDMG|1DUR	12VULN|38aDMG|4BEXP|5DUR|6CDMG|7RCR|9DMSP
166	34335 61222	   	173.45	DCR|3VULN|2DMG|1CDMG|1ASPD	18BASHEA|2RPLT|3ASPD|468VULN|58DMG|7RCR|8BPWR|9LWND|aCDMG
167	34335 61232	   	173.45	DCR|3VULN|2DMG|1CDMG|1ASPD	18BASHEA|2RPLT|3ASPD|468VULN|58DMG|7RCR|8BPWR|9FEWX|aCDMG
