0	Index      	 *	Score 	Summary	Detail	
1	12423 15362	 * 	181.00	ACR|4VULN|1AART|2CDMG	18LHND|2RCVC|3RCR|489aVULN|58CDMG|6RPLT|7AART|8BPWR
26	12423 15342	   	166.90	ACR|3VULN|1AART|2CDMG	18LHND|2RCVC|3RCR|48aVULN|58CDMG|69RPLT|7AART|8BPWR
27	12423 15361	   	166.90	ACR|3VULN|1AART|2CDMG	18LHND|2RCVC|3RCR|489VULN|58CDMG|6RPLT|7AART|8BPWR|aLWND
28	12423 15363	   	166.80	ACR|3VULN|1AART|2CDMG	18LHND|2RCVC|3RCR|489VULN|58CDMG|6RPLT|7AART|8BPWR|aLEGI
29	31446 31212	   	166.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ERES|25VULN|3DMG|4AART|6CDMG|7DUR|8CGEN|9ASPD|aRCR
30	21511 31631	 * 	166.32	DCR|3VULN|3DMG	1aLIT|2BEXP|36aVULN|4LHND|5LWND|79aDMG|8RCR|aBPWR
31	26511 31631	   	166.32	DCR|3VULN|3DMG	1aLIT|2FEWX|36aVULN|4LHND|5LWND|79aDMG|8RCR|aBPWR
32	32222 11314	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2ZMB|3DUR|49VULN|5LIT|6RCR|7DMG|8AART|aRCVC
33	26533 33612	   	165.45	DCR|2VULN|2DMG|1AART|1DUR	1LIT|2FEWX|37VULN|4DUST|5aDMG|6DUR|8RCR|9AART
34	23533 33662	   	165.35	DCR|2VULN|2DMG|1AART|1DUR	1LIT|2LEGI|37VULN|4DUST|5aDMG|6DUR|8RCR|9AART
35	13242 11524	   	165.33	DCR|4VULN|1DMG|1CDMG	1LHND|249aVULN|3LIT|5MBVNT|6RCR|7DMG|8CDMG
36	32212 11321	 * 	165.25	DCR|3DMG|1AART|2DUR|1ZMB	1aERES|2ZMB|3aDUR|4LWND|5LIT|6RCR|79aDMG|8AART|aBPWR
37	23542 11524	   	165.23	DCR|4VULN|1DMG|1CDMG	1LIT|2LEGI|349aVULN|5MBVNT|6RCR|7DMG|8CDMG
38	13242 11327	   	165.22	DCR|2VULN|2DMG|1AART	1LHND|24VULN|3LIT|5MBVNT|6RCR|79DMG|8AART|aRCVC
39	23542 11327	   	165.12	DCR|2VULN|2DMG|1AART	1LIT|2LEGI|34VULN|5MBVNT|6RCR|79DMG|8AART|aRCVC
40	31213 62535	   	164.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2aVULN|3LHND|4CGEN|5ZMB|6AART|7DMG|8CDMG|9RCR
41	31113 62535	   	164.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2aVULN|3LEGI|4CGEN|5ZMB|6AART|7DMG|8CDMG|9RCR
42	12423 15236	 * 	164.80	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2RCVC|3RCR|49VULN|5CDMG|6RPLT|7AART|8LWND|aDMG
43	32222 11464	   	164.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ERES|2ZMB|39DUR|4VULN|5LIT|6RCR|7DMG|8CDMG|aAART
44	32223 43542	   	164.41	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3DUR|489VULN|5CDMG|6DUST|7AART|aRCR
45	12432 32113	 * 	164.32	ACR|2VULN|2DMG|1CDMG|1ASPD	1LHND|2RCVC|3RCR|4ASPD|5CGEN|67DMG|89VULN|aCDMG
46	32212 11312	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2ZMB|3DUR|4LWND|5LIT|6RCR|7aDMG|8AART|9VULN
47	32222 11311	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2ZMB|3DUR|49VULN|5LIT|6RCR|7DMG|8AART|aLWND
48	32222 11313	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2ZMB|3DUR|49VULN|5LIT|6RCR|7DMG|8AART|aFEWX
49	32222 11332	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2ZMB|3DUR|4VULN|5LIT|6RCR|7aDMG|8AART|9FEWX
50	32222 13222	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2ZMB|3DUR|4VULN|5LIT|6RCR|7LWND|8AART|9aDMG
51	32222 14222	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2ZMB|3DUR|4VULN|5LIT|6RCR|7LHND|8AART|9aDMG
52	32333 11316	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2ZMB|3LWND|4LIT|59VULN|6RCR|7DMG|8AART|aDUR
53	32364 11316	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2ZMB|3LWND|49VULN|5LIT|6RCR|7DMG|8AART|aDUR
54	32333 11342	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2ZMB|3LWND|4LIT|5VULN|6RCR|7aDMG|8AART|9DUR
55	32364 11342	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2ZMB|3LWND|4VULN|5LIT|6RCR|7aDMG|8AART|9DUR
56	12412 51323	 * 	164.20	ACR|2DMG|1AART|1VULN|1CDMG	1LHND|2RCVC|3RCR|4LWND|5LIT|6VULN|79DMG|8AART|aCDMG
57	32222 11312	   	164.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2ZMB|3DUR|49VULN|5LIT|6RCR|7DMG|8AART|aDUST
58	32222 11322	   	164.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2ZMB|3DUR|4VULN|5LIT|6RCR|7aDMG|8AART|9DUST
59	32222 15222	   	164.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2ZMB|3DUR|4VULN|5LIT|6RCR|7LEGI|8AART|9aDMG
60	11683 42831	 * 	164.09	DCR|2VULN|1AART|1DMG|2CDMG	19LHND|2CGEN|3MBVNT|49VULN|5RPLT|69CDMG|7RCR|8AART|9BPWR|aDMG
61	13242 11321	   	163.91	DCR|2VULN|2DMG|1AART	1LHND|24VULN|3LIT|5MBVNT|6RCR|79DMG|8AART|aLWND
62	13242 11323	   	163.91	DCR|2VULN|2DMG|1AART	1LHND|24VULN|3LIT|5MBVNT|6RCR|79DMG|8AART|aFEWX
63	13242 11322	   	163.81	DCR|2VULN|2DMG|1AART	1LHND|24VULN|3LIT|5MBVNT|6RCR|79DMG|8AART|aDUST
64	13242 11328	   	163.81	DCR|2VULN|2DMG|1AART	1LHND|24VULN|3LIT|5MBVNT|6RCR|79DMG|8AART|aERES
65	13343 62621	   	163.81	DCR|2VULN|2DMG|1AART	1LHND|28VULN|3DUST|4AART|59DMG|6NUKE|7RCR|aLWND
66	13343 62623	   	163.81	DCR|2VULN|2DMG|1AART	1LHND|28VULN|3DUST|4AART|59DMG|6NUKE|7RCR|aMLV
67	23542 11321	   	163.81	DCR|2VULN|2DMG|1AART	1LIT|2LEGI|34VULN|5MBVNT|6RCR|79DMG|8AART|aLWND
68	23542 11323	   	163.81	DCR|2VULN|2DMG|1AART	1LIT|2LEGI|34VULN|5MBVNT|6RCR|79DMG|8AART|aFEWX
69	13343 62622	   	163.71	DCR|2VULN|2DMG|1AART	1LHND|28VULN|3DUST|4AART|59DMG|6NUKE|7RCR|aERES
70	23542 11322	   	163.71	DCR|2VULN|2DMG|1AART	1LIT|2LEGI|34VULN|5MBVNT|6RCR|79DMG|8AART|aDUST
71	23542 11328	   	163.71	DCR|2VULN|2DMG|1AART	1LIT|2LEGI|34VULN|5MBVNT|6RCR|79DMG|8AART|aERES
72	31441 11235	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	1ERES|28VULN|36DMG|4AART|5LIT|7RMIN|9DUR|aRCR
73	31441 12335	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	1ERES|28VULN|36DMG|4AART|5LIT|7DUR|9MLV|aRCR
74	43121 32524	 * 	163.63	DCR|3VULN|2AART|1DMG|1CDMG|2MSE	16MSE|26aVULN|3BELT|45AART|6BPWR|7RCR|8DMG|9CDMG
75	21542 12532	   	163.58	DCR|3VULN|1AART|1DMG	1LIT|2BEXP|348VULN|5MBVNT|6RCR|7RCVC|9AART|aDMG
76	32222 11212	   	163.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2ZMB|3DUR|4VULN|5LIT|6RCR|7aDMG|8DUST|9AART
77	12426 32236	   	163.35	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|2RCVC|3RCR|49VULN|5AART|6BEXP|7ZMB|8LWND|aDMG
78	31624 42628	   	163.11	DCR|2VULN|2DMG|1AART	1ERES|2aVULN|3MBVNT|4BEXP|5AART|6TLV|7RCR|89DMG
79	12432 36116	 * 	162.90	ACR|2VULN|1AART|1DMG|2ASPD	1LHND|2RCVC|3RCR|47ASPD|5CGEN|6DMG|89VULN|aAART
80	11423 32436	   	162.78	DCR|3DMG|1AART|1VULN|1ZMB	1LHND|2CGEN|367DMG|4VULN|5ZMB|8ERES|9AART|aRCR
81	31413 32636	   	162.78	DCR|3DMG|1AART|1VULN|1ZMB	1ERES|2VULN|367DMG|4LWND|5ZMB|8CGEN|9AART|aRCR
82	33423 32636	   	162.78	DCR|3DMG|1AART|1VULN|1ZMB	1ERES|2LHND|367DMG|4VULN|5ZMB|8CGEN|9AART|aRCR
83	31213 62542	   	162.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|29VULN|3LHND|4CGEN|5ZMB|6AART|7DMG|8CDMG|aRCR
84	31113 62542	   	162.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|29VULN|3LEGI|4CGEN|5ZMB|6AART|7DMG|8CDMG|aRCR
85	12432 32453	 * 	162.39	ACR|3DMG|1VULN|1CDMG|1ASPD	1LHND|2RCVC|3RCR|4ASPD|5CGEN|678DMG|9VULN|aCDMG
86	12423 15314	   	162.25	ACR|2VULN|1AART|2CDMG|1ZMB	18LHND|2RCVC|3RCR|48VULN|58CDMG|6RPLT|7AART|8BPWR|9MLV|aZMB
87	32333 11425	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3LWND|4LIT|59aVULN|6RCR|7DMG|8CDMG
88	31443 11132	   	162.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	18ERES|2VULN|38DMG|4AART|5CDMG|6DUR|78LIT|8BPWR|9RCR|aCGEN
89	31443 11133	   	162.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	18ERES|2VULN|38DMG|4AART|5CDMG|6DUR|78LIT|8BPWR|9RCR|aBEXP
90	12423 15334	   	162.15	ACR|2VULN|1AART|2CDMG|1ZMB	18LHND|2RCVC|3RCR|48VULN|58CDMG|6RPLT|7AART|8BPWR|9TLV|aZMB
91	13141 63412	 * 	161.92	DCR|3VULN|1AART|2CDMG|1ASPD	18LHND|268VULN|3FEWX|4AART|5CGEN|78CDMG|8BPWR|9ASPD|aRCR
92	13242 11318	   	161.88	DCR|3VULN|1AART|1DMG	1LHND|24aVULN|3LIT|5MBVNT|6RCR|7DMG|8AART|9ERES
93	13343 62521	   	161.88	DCR|3DMG|1AART|1VULN	1LHND|2VULN|3DUST|4AART|589DMG|6NUKE|7RCR|aBEXP
94	13163 36612	 * 	161.84	ACR|3VULN|2DMG|1ZMB|1SELL	19LHND|278VULN|39FEWX|4SELL|5RCR|69DMG|9BPWR|aZMB
95	13343 62522	   	161.78	DCR|3DMG|1AART|1VULN	1LHND|2VULN|3DUST|4AART|589DMG|6NUKE|7RCR|aERES
96	23542 11318	   	161.78	DCR|3VULN|1AART|1DMG	1LIT|2LEGI|34aVULN|5MBVNT|6RCR|7DMG|8AART|9ERES
97	31441 26222	   	161.72	DCR|3VULN|1AART|1DMG|1ASPD	1ERES|289VULN|3DMG|4AART|56LIT|7ASPD|aRCR
98	31441 42222	   	161.72	DCR|3VULN|1AART|1DMG|1ASPD	1ERES|289VULN|3DMG|4AART|5LIT|6ASPD|7DMSP|aRCR
99	31624 72631	   	161.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ERES|2VULN|3MBVNT|4BEXP|5AART|67DMG|8CDMG|9RCR|aASPD
100	31624 72633	   	161.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2VULN|3MBVNT|4BEXP|5AART|67DMG|8CDMG|9RCR|aDUR
101	31624 73631	   	161.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|28VULN|3MBVNT|4BEXP|5AART|6DMG|7CDMG|9RCR|aASPD
102	31624 73633	   	161.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|28VULN|3MBVNT|4BEXP|5AART|6DMG|7CDMG|9RCR|aDUR
103	21542 11218	   	161.28	DCR|3VULN|1AART|1DMG	1LIT|2BEXP|34aVULN|5MBVNT|6RCR|7DMG|8DUST|9AART
104	11682 53331	   	161.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2CGEN|3MBVNT|46VULN|5ZMB|7RCR|8DUR|9AART|aDMG
105	31426 22511	   	161.27	DCR|3VULN|2DMG|1ZMB	1ERES|249VULN|37DMG|5ZMB|6DUST|8RCR|aBEXP
106	31426 22512	   	161.27	DCR|3VULN|2DMG|1ZMB	1ERES|249VULN|37DMG|5ZMB|6DUST|8RCR|aCGEN
107	31424 12324	 * 	161.25	DCR|4VULN|1DMG|2DUR|1ASPD	1ERES|2456VULN|3DMG|7ASPD|89DUR|aRCR
108	31426 22513	   	161.17	DCR|3VULN|2DMG|1ZMB	1aERES|249VULN|37DMG|5ZMB|6DUST|8RCR
109	13433 52241	   	160.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|29VULN|34RPLT|5DUR|6RCR|7AART|8DMG|aASPD
110	21542 11813	   	160.78	DCR|3VULN|1AART|1DMG	1LIT|2BEXP|349VULN|5MBVNT|6RCR|7DMG|8BELT|aAART
111	16432 32113	   	160.62	ACR|2VULN|2DMG|1CDMG|1ASPD	12LHND|2BPWR|3RCR|4ASPD|5CGEN|67DMG|89VULN|aCDMG
112	13363 42241	   	160.56	DCR|2VULN|1AART|1DMG|1ASPD|1DUR|1SELL	1LHND|29VULN|3DUST|4SELL|5DUR|6RCR|7AART|8DMG|aASPD
113	12341 15215	   	160.52	DCR|2VULN|2DMG|1AART	1LHND|2RCVC|3LWND|4AART|5LIT|67DMG|89VULN|aRCR
114	16412 51323	   	160.49	ACR|2DMG|1AART|1VULN|1CDMG	12LHND|2BPWR|3RCR|4LWND|5LIT|6VULN|79DMG|8AART|aCDMG
115	31426 32243	 * 	160.40	3VULN|3DMG|3ZMB|1AART	17ERES|24aVULN|367DMG|579ZMB|7BPWR|8AART
116	23112 32324	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	13LIT|2LEGI|3BPWR|4ZMB|5DUR|6RCR|7VULN|8AART|9DMG|aCDMG
117	32333 11364	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2ZMB|3LWND|4LIT|5VULN|6RCR|7DMG|8AART|9ASPD|aCDMG
118	31623 31624	   	160.21	DCR|2VULN|2DMG|1AART	1ERES|28VULN|3MBVNT|4BEXP|5RPLT|69DMG|7RCR|aAART
119	23542 11374	   	160.10	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7DMG|8AART|9ASPD|aDUR
120	13242 11571	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|24VULN|3LIT|5MBVNT|6RCR|7aDMG|8CDMG|9DUR
121	11424 13234	   	160.08	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2CGEN|3DMG|49VULN|5LIT|6RCR|7BEXP|8AART|aCDMG
122	13143 62334	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|29VULN|3FEWX|4AART|5DMG|6NUKE|7RCR|8LIT|aCDMG
123	13242 11335	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8AART|9MLV|aCDMG
124	31414 13224	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2VULN|39DMG|4LWND|5LIT|6RCR|7BEXP|8AART|aCDMG
125	33424 13224	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2LHND|39DMG|4VULN|5LIT|6RCR|7BEXP|8AART|aCDMG
126	13242 11315	   	159.88	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8AART|9ERES|aCDMG
127	13242 11385	   	159.88	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8AART|9TLV|aCDMG
128	13242 18325	   	159.88	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|24VULN|3LIT|5MBVNT|6RCR|7NUKE|8AART|9DMG|aCDMG
129	13343 62334	   	159.88	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|29VULN|3DUST|4AART|5DMG|6NUKE|7RCR|8LIT|aCDMG
130	23542 11335	   	159.88	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7DMG|8AART|9MLV|aCDMG
131	23542 11315	   	159.78	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7DMG|8AART|9ERES|aCDMG
132	12422 12536	 * 	159.74	ACR|3VULN|1DMG|1ZMB|1ASPD	1LHND|2RCVC|3RCR|47aVULN|5LIT|6ZMB|8ASPD|9DMG
133	31446 21112	   	159.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|25VULN|3DMG|4AART|6RMIN|7CDMG|8LHND|9ASPD|aRCR
134	31446 32212	   	159.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|25VULN|3DMG|4AART|6CDMG|7BEXP|8CGEN|9ASPD|aRCR
135	31446 33212	   	159.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|25VULN|3DMG|4AART|6CDMG|7DUST|8CGEN|9ASPD|aRCR
136	31423 22526	   	159.52	DCR|2VULN|2DMG|1AART	1ERES|24VULN|37DMG|5BEXP|6CGEN|8RCR|9RCVC|aAART
137	13242 11511	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8CDMG|9AART|aBEXP
138	13242 11513	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8CDMG|9AART|aLWND
139	13242 11516	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8CDMG|9AART|aCGEN
140	13242 11518	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8CDMG|9AART|aMLV
141	12443 42131	 * 	159.34	ACR|3VULN|2DMG|1SELL	1aLHND|2RCVC|3RCR|4DMSP|5RMIN|69aVULN|7aDMG|8SELL|aBPWR
142	12443 32131	 * 	159.34	ACR|3VULN|2DMG|1SELL	1aLHND|2RCVC|3RCR|4DMSP|5RMIN|6aDMG|79aVULN|8SELL|aBPWR
143	13143 12515	   	159.32	DCR|2VULN|2DMG|1AART	1LHND|29VULN|3FEWX|4AART|57DMG|6RCVC|8LIT|aRCR
144	12426 33522	   	159.29	ACR|2DMG|1AART|1VULN|1DUR	1LHND|2RCVC|3RCR|4VULN|5AART|6BEXP|7DUR|89DMG|aLWND
145	13242 11512	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8CDMG|9AART|aDUST
146	13242 11514	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8CDMG|9AART|aERES
147	23542 11511	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7DMG|8CDMG|9AART|aBEXP
148	23542 11513	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7DMG|8CDMG|9AART|aLWND
149	31612 11518	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2aVULN|3MBVNT|4CGEN|5LIT|6RCR|7DMG|8CDMG|9AART
150	13343 12515	   	159.22	DCR|2VULN|2DMG|1AART	1LHND|29VULN|3DUST|4AART|57DMG|6RCVC|8LIT|aRCR
151	11421 21542	   	159.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16LHND|2CGEN|3DMG|49VULN|5AART|7DUR|8CDMG|aRCR
152	12426 33521	   	159.19	ACR|2DMG|1AART|1VULN|1DUR	1LHND|2RCVC|3RCR|4VULN|5AART|6BEXP|7DUR|89DMG|aTLV
153	12426 33523	   	159.19	ACR|2DMG|1AART|1VULN|1DUR	1LHND|2RCVC|3RCR|4VULN|5AART|6BEXP|7DUR|89DMG|aDUST
154	23542 11512	   	159.18	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7DMG|8CDMG|9AART|aDUST
155	23542 11514	   	159.18	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7DMG|8CDMG|9AART|aERES
156	32222 11414	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3DUR|4VULN|5LIT|6RCR|7DMG|8CDMG|9DMSP|aAART
157	33421 21542	   	159.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|26LHND|3DMG|49VULN|5AART|7DUR|8CDMG|aRCR
158	31411 31542	   	159.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16ERES|29VULN|3DMG|4LWND|5AART|7DUR|8CDMG|aRCR
159	12426 31532	   	159.01	ACR|2VULN|1AART|1CDMG|1ZMB|2RCVC	1LHND|27RCVC|3RCR|4aVULN|5AART|6BEXP|8CDMG|9ZMB
160	32222 21612	   	158.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2ZMB|3DUR|4VULN|5LIT|6BEXP|7aDMG|8RCR|9AART
161	32333 61662	   	158.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2ZMB|3LWND|4LIT|5VULN|6DUR|7aDMG|8RCR|9AART
162	32222 11465	 * 	158.81	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1ERES|2ZMB|39DUR|4aVULN|5LIT|6RCR|7DMG|8CDMG
163	13242 11545	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	19LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8CDMG|aAART
164	13212 11525	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	14LHND|29VULN|3LIT|5MBVNT|6RCR|7DMG|8CDMG|aAART
165	31631 48337	   	158.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|26VULN|3MBVNT|4LSRICY|5DUR|7ZMB|8RCR|9AART|aDMG
166	31612 11525	   	158.68	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|29VULN|3MBVNT|4CGEN|5LIT|6RCR|7DMG|8CDMG|aAART
167	31641 48337	   	158.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|26VULN|3MBVNT|4CANHEL|5DUR|7ZMB|8RCR|9AART|aDMG
