0	Index      	 *	Score 	Summary	Detail	
1	11361 42115	 * 	221.98	ACR|2VULN|3DMG|1ASPD|1AART|1BEXP	1AART|26VULN|3FEWX|4RCR|58aDMG|7ASPD|9BEXP
51	11651 22315	 * 	202.12	ACR|2VULN|2AART|1ASPD|2CDMG|1BEXP	18AART|25VULN|35CDMG|4RCR|5BPWR|6RPLT|7ERES|9BEXP|aASPD
52	11261 12633	   	201.92	ACR|2VULN|3DMG|1CDMG|1AART	1AART|27VULN|3DUR|4RCR|57aDMG|67ERES|7BPWR|8LIT|9CDMG
53	11261 12121	   	201.75	ACR|2VULN|3DMG|2AART	1aAART|27VULN|3DUR|4RCR|578DMG|67ERES|7BPWR|9DMSP
54	11361 12121	   	201.75	ACR|2VULN|3DMG|2AART	1aAART|27VULN|3FEWX|4RCR|578DMG|67ERES|7BPWR|9DMSP
55	11652 31412	 * 	200.96	ACR|2VULN|2DMG|3CDMG|1AART	1AART|2aVULN|36aCDMG|4RCR|56MLV|6aBPWR|78DMG|9aERES
56	55431 33213	 * 	200.93	ACR|2VULN|3BEXP|3BASICY|1ASPD	134BEXP|234BASICY|34BPWR|5RCR|68VULN|7CGEN|9DUST|aASPD
57	11653 31412	   	200.76	ACR|2VULN|2DMG|3CDMG|1AART	1AART|2aVULN|36aCDMG|4RCR|56AME|6aBPWR|78DMG|9aERES
58	12126 53612	 * 	200.61	ACR|1BASARM|2DMG|1ASPD|1AART	1AART|237ERES|47MLV|5RCR|67DMG|7BPWR|8ASPD|9CGEN|aBASARM
59	11361 42621	   	200.54	ACR|3VULN|1ASPD|1DMG|1AART|1CDMG	1AART|269VULN|3FEWX|4RCR|5DMG|7ASPD|8LIT|aCDMG
60	11651 31342	   	200.54	ACR|3VULN|2CDMG|1DMG|1BEXP|1AART	1AART|258VULN|35CDMG|4RCR|5BPWR|6CGEN|7DMG|9BEXP|aRPLT
61	11651 31343	   	200.54	ACR|3VULN|1DMG|2CDMG|1BEXP|1AART	1AART|258VULN|35CDMG|4RCR|5BPWR|6CGEN|7DMG|9BEXP|aFEWX
62	11651 31333	   	200.44	ACR|3VULN|1DMG|2CDMG|1AART|1BEXP	1AART|258VULN|35CDMG|4RCR|5BPWR|6CGEN|7DMG|9MDPS|aBEXP
63	11364 52133	 * 	200.35	ACR|2ASPD|3AART|1VULN|1DMG	15aAART|2VULN|38FEWX|4RCR|67ASPD|9DMG
64	11364 52333	   	200.25	ACR|2ASPD|3AART|1VULN|1DMG	15aAART|2VULN|3FEWX|4RCR|67ASPD|8AEMAG|9DMG
65	11361 43126	   	200.16	ACR|3VULN|3DMG|1AART	1AART|267VULN|378FEWX|4RCR|57aDMG|7BPWR|9DLOT
66	11361 43332	   	200.16	ACR|3VULN|3DMG|1AART	1AART|267VULN|37FEWX|4RCR|579DMG|7BPWR|8AEMAG|aLWND
67	11361 43333	   	200.16	ACR|3VULN|3DMG|1AART	1AART|267VULN|37FEWX|4RCR|579DMG|7BPWR|8AEMAG|aDMSP
68	11361 43334	   	200.16	ACR|3VULN|3DMG|1AART	1AART|267VULN|37FEWX|4RCR|579DMG|7BPWR|8AEMAG|aDUR
69	61536 21232	 * 	200.12	ACR|3VULN|3BEXP|2DMG	1RCVC|26aBEXP|39aVULN|4SPLARM|5RCR|7LHND|8aDMG|aBPWR
70	11361 43331	   	200.06	ACR|3VULN|3DMG|1AART	1AART|267VULN|37FEWX|4RCR|579DMG|7BPWR|8AEMAG|aAME
71	11361 43335	   	200.06	ACR|3VULN|3DMG|1AART	1AART|267VULN|37FEWX|4RCR|579DMG|7BPWR|8AEMAG|aERES
72	11261 45332	   	200.06	ACR|3VULN|3DMG|1AART	1AART|267VULN|3DUR|4RCR|589DMG|aLWND
73	11261 45333	   	200.06	ACR|3VULN|3DMG|1AART	1AART|267VULN|3DUR|4RCR|589DMG|aDMSP
74	11361 12155	   	200.06	ACR|3VULN|3DMG|1AART	1AART|27aVULN|3FEWX|4RCR|578DMG|67ERES|7BPWR|9DUR
75	11261 12115	   	199.96	ACR|3VULN|3DMG|1AART	1AART|27aVULN|3DUR|4RCR|578DMG|67ERES|7BPWR|9DUST
76	11261 12166	   	199.96	ACR|3VULN|3DMG|1AART	1AART|27aVULN|3DUR|4RCR|578DMG|67ERES|7BPWR|9MBVNT
77	11261 45331	   	199.96	ACR|3VULN|3DMG|1AART	1AART|267VULN|3DUR|4RCR|589DMG|aAME
78	11361 12115	   	199.96	ACR|3VULN|3DMG|1AART	1AART|27aVULN|3FEWX|4RCR|578DMG|67ERES|7BPWR|9DUST
79	55431 22133	   	199.87	ACR|3BEXP|3BASICY|1VULN|1AART|1CDMG	134BEXP|234BASICY|34BPWR|5RCR|6LIT|7AART|8CDMG|9VULN|aRCVC
80	11651 31311	 * 	199.68	ACR|4VULN|1DMG|2CDMG|1AART	1AART|2589VULN|35CDMG|4RCR|5BPWR|6CGEN|7DMG|aZMB
81	11651 31312	   	199.68	ACR|4VULN|1DMG|2CDMG|1AART	1AART|2589VULN|35CDMG|4RCR|5BPWR|6CGEN|7DMG|aRMIN
82	11651 31316	   	199.68	ACR|4VULN|1DMG|2CDMG|1AART	1AART|2589VULN|35CDMG|4RCR|5BPWR|6CGEN|7DMG|aLHND
83	11651 12221	   	199.58	ACR|4VULN|1DMG|2CDMG|1AART	1AART|259aVULN|35CDMG|4RCR|5BPWR|6LHND|7DMG|8MDPS
84	11651 31313	   	199.58	ACR|4VULN|2CDMG|1DMG|1AART	1AART|2589VULN|35CDMG|4RCR|5BPWR|6CGEN|7DMG|aERES
85	11651 31314	   	199.58	ACR|4VULN|1DMG|2CDMG|1AART	1AART|2589VULN|35CDMG|4RCR|5BPWR|6CGEN|7DMG|aDUST
86	11651 53221	   	199.58	ACR|4VULN|1DMG|2CDMG|1AART	1AART|259aVULN|35CDMG|4RCR|5BPWR|6MDPS|7FEWX|8DMG
87	55431 22132	   	199.55	ACR|3BEXP|3BASICY|1VULN|1AART|1CDMG	134BEXP|234BASICY|34BPWR|5RCR|6LIT|7AART|8CDMG|9VULN|aMLV
88	11651 52221	   	199.48	ACR|4VULN|1DMG|2CDMG|1AART	1AART|259aVULN|35CDMG|4RCR|5BPWR|6MDPS|7DUST|8DMG
89	55431 22122	   	199.45	ACR|3BEXP|3BASICY|1VULN|1AART|1CDMG	134BEXP|234BASICY|34BPWR|5RCR|6LIT|7AART|8CDMG|9MDPS|aVULN
90	55431 22131	   	199.45	ACR|3BEXP|3BASICY|1VULN|1CDMG|1AART	134BEXP|234BASICY|34BPWR|5RCR|6LIT|7AART|8CDMG|9VULN|aERES
91	55431 22322	   	199.31	ACR|3BEXP|3BASICY|1ASPD|1AART|1AAC	134BEXP|234BASICY|34BPWR|5RCR|6LIT|7AART|8DUR|9ASPD|aAAC
92	13362 13636	   	199.25	ACR|2BEXP|1VULN|1ASPD|1DMG|1AART|1CDMG	1AART|27BEXP|3DUST|4RCR|5LHND|6ASPD|8VULN|9CDMG|aDMG
93	13366 13336	   	199.25	ACR|1VULN|2BEXP|1ASPD|1DMG|1AART|1CDMG	1AART|27BEXP|3DUST|4RCR|5VULN|6ASPD|8LWND|9CDMG|aDMG
94	13366 13115	   	199.15	ACR|1VULN|2BEXP|1ASPD|1DMG|1AART|1CDMG	1AART|27BEXP|3DUST|4RCR|5VULN|6ASPD|8CDMG|9MDPS|aDMG
95	13366 33321	   	199.10	ACR|2VULN|2BEXP|1ASPD|1DMG|1AART	1AART|27BEXP|3DUST|4RCR|57VULN|67DUR|7BPWR|8BELT|9DMG|aASPD
96	11361 43313	 * 	198.84	ACR|3VULN|2DMG|2AART	1aAART|267VULN|37FEWX|4RCR|57DMG|7BPWR|8AEMAG|9CGEN
97	11361 43343	   	198.84	ACR|3VULN|2DMG|2AART	1aAART|267VULN|37FEWX|4RCR|57DMG|7BPWR|8AEMAG|9RMIN
98	11261 45313	   	198.74	ACR|3VULN|2DMG|2AART	1aAART|267VULN|3DUR|4RCR|58DMG|9CGEN
99	55431 31113	   	198.65	ACR|2VULN|3BEXP|3BASICY|1AART	134BEXP|234BASICY|34BPWR|5RCR|69VULN|7RCVC|8LHND|aAART
100	11361 43226	   	198.26	ACR|3VULN|2DMG|1AART|1CDMG	1AART|267VULN|37FEWX|4RCR|57DMG|7BPWR|8DUR|9LIT|aCDMG
101	11361 43261	   	198.16	ACR|3VULN|2DMG|1AART|1CDMG	1AART|267VULN|37FEWX|4RCR|57DMG|7BPWR|8DUR|9CDMG|aAEMAG
102	11361 43262	   	198.16	ACR|3VULN|2DMG|1AART|1CDMG	1AART|267VULN|37FEWX|4RCR|57DMG|7BPWR|8DUR|9CDMG|aMDPS
103	11361 43263	   	198.16	ACR|3VULN|2DMG|1AART|1CDMG	1AART|267VULN|37FEWX|4RCR|57DMG|7BPWR|8DUR|9CDMG|aERES
104	11361 43363	   	198.06	ACR|3VULN|2DMG|1AART|1CDMG	1AART|267VULN|37FEWX|4RCR|57DMG|7BPWR|8AEMAG|9VENFST|aCDMG
105	11261 12634	   	198.06	ACR|3VULN|2DMG|1CDMG|1AART	1AART|27aVULN|3DUR|4RCR|57DMG|67ERES|7BPWR|8LIT|9CDMG
106	13361 24431	 * 	198.01	ACR|2BEXP|2AART|1VULN|1ASPD|1DMG	18AART|26BEXP|37DUST|4RCR|5DMG|9ASPD|aVULN
107	11261 12635	   	197.64	ACR|2VULN|2DMG|1CDMG|1BEXP|1AART	1AART|27VULN|3DUR|4RCR|57DMG|67ERES|7BPWR|8LIT|9CDMG|aBEXP
108	13366 32531	   	197.54	ACR|2VULN|2DMG|1BEXP|1CDMG|1AART	1AART|2BEXP|3DUST|4RCR|5aVULN|6DUR|78DMG|9CDMG
109	11261 12531	   	197.51	ACR|2VULN|2DMG|2AART|1BEXP	1aAART|27VULN|3DUR|4RCR|57DMG|67ERES|7BPWR|8BEXP|9LWND
110	11261 12561	   	197.51	ACR|2VULN|2DMG|2AART|1BEXP	1aAART|27VULN|3DUR|4RCR|57DMG|67ERES|7BPWR|8BEXP|9LHND
111	11361 12631	   	197.51	ACR|2VULN|2DMG|2AART|1BEXP	1aAART|27VULN|3FEWX|4RCR|57DMG|67ERES|7BPWR|8BEXP|9LWND
112	11361 12661	   	197.51	ACR|2VULN|2DMG|2AART|1BEXP	1aAART|27VULN|3FEWX|4RCR|57DMG|67ERES|7BPWR|8BEXP|9LHND
113	13361 43163	   	197.47	ACR|3BEXP|1VULN|1DMG|1CDMG|1AART|1AAC	1AART|27aBEXP|3DUST|4RCR|5DMG|6VULN|8CDMG|9AAC
114	13366 13163	   	197.47	ACR|3BEXP|1VULN|1ASPD|1CDMG|1AART|1AAC	1AART|27aBEXP|3DUST|4RCR|5VULN|6ASPD|8CDMG|9AAC
115	55431 21131	 * 	197.42	ACR|3BEXP|3BASICY|1ASPD|1DMG	134BEXP|234BASICY|34BPWR|5RCR|6LIT|7FEWX|8LHND|9DMG|aASPD
116	13561 34121	   	197.39	ACR|3VULN|1ASPD|1DMG|1BEXP|1AART	1AART|2BEXP|3DUR|4RCR|5DMG|6LIT|79aVULN|8ASPD
117	13361 32121	   	197.29	ACR|3VULN|1ASPD|1DMG|1BEXP|1AART	1AART|2BEXP|3DUST|4RCR|5DMG|6LIT|79aVULN|8ASPD
118	55431 33113	   	197.04	ACR|2VULN|3BEXP|3BASICY|1AART	134BEXP|234BASICY|34BPWR|5RCR|69VULN|7CGEN|8RMIN|aAART
119	13361 24334	 * 	196.80	ACR|2DMG|2BEXP|2AART|1ASPD	1aAART|26BEXP|37DUST|4RCR|58DMG|9ASPD
120	13361 43336	   	196.77	ACR|2DMG|2BEXP|1VULN|1CDMG|1AART	1AART|27BEXP|3DUST|4RCR|5aDMG|6VULN|8LWND|9CDMG
121	11651 12332	 * 	196.72	ACR|2VULN|3CDMG|2AART|1DMG	1aAART|25VULN|359CDMG|4RCR|5BPWR|6LHND|7DMG|8AME
122	13361 43115	   	196.67	ACR|2DMG|2BEXP|1VULN|1CDMG|1AART	1AART|27BEXP|3DUST|4RCR|5aDMG|6VULN|8CDMG|9MDPS
123	13561 12135	   	196.52	ACR|2VULN|2DMG|2BEXP|1AART	1AART|2aBEXP|39DUR|4RCR|5aDMG|6ERES|7FLTARM|8aVULN|aBPWR
124	11651 31112	 * 	196.21	ACR|3VULN|3CDMG|1DMG|1AART	1AART|25aVULN|35aCDMG|4RCR|5aBPWR|69CGEN|7DMG|8aMLV
125	13366 33243	 * 	196.05	ACR|4VULN|3BEXP|1AART|1AAC	1AART|278BEXP|3aDUST|4RCR|578aVULN|678DUR|78aBPWR|9AAC
126	13561 43122	 * 	195.94	ACR|2DMG|2BEXP|1VULN|2AART	19AART|2aBEXP|3DUR|4RCR|5aDMG|6VULN|7ZMB|8aLHND|aBPWR
127	55431 22233	 * 	195.84	ACR|3BEXP|3BASICY|2AART|1CDMG	134BEXP|234BASICY|34BPWR|5RCR|6LIT|7aAART|8CGEN|9CDMG
128	11361 42623	 * 	195.84	ACR|4VULN|1ASPD|1DMG|1AART	1AART|269aVULN|3FEWX|4RCR|5DMG|7ASPD|8LIT
129	13366 33234	 * 	195.66	ACR|3VULN|3BEXP|2AART	1aAART|278BEXP|3DUST|4RCR|578VULN|678DUR|78BPWR|9RCVC
130	11361 43116	   	195.11	ACR|3VULN|2DMG|1AART|1BEXP	1AART|267VULN|378FEWX|4RCR|57DMG|7BPWR|9CGEN|aBEXP
131	11361 43242	   	195.11	ACR|3VULN|2DMG|1AART|1BEXP	1AART|267VULN|37FEWX|4RCR|57DMG|7BPWR|8DUR|9BEXP|aLWND
132	11361 43243	   	195.11	ACR|3VULN|2DMG|1AART|1BEXP	1AART|267VULN|37FEWX|4RCR|57DMG|7BPWR|8DUR|9BEXP|aDMSP
133	11361 43623	   	195.11	ACR|3VULN|2DMG|1AART|1BEXP	1AART|267VULN|37FEWX|4RCR|57DMG|7BPWR|8LHND|9LIT|aBEXP
134	11651 12222	   	195.09	ACR|3VULN|1DMG|2CDMG|1AART|1AAC	1AART|259VULN|35CDMG|4RCR|5BPWR|6LHND|7DMG|8MDPS|aAAC
135	11651 53222	   	195.09	ACR|3VULN|1DMG|2CDMG|1AART|1AAC	1AART|259VULN|35CDMG|4RCR|5BPWR|6MDPS|7FEWX|8DMG|aAAC
136	52536 22333	 * 	195.09	ACR|2VULN|3BEXP|1ASPD|1DMG|1AAC	126BEXP|2BPWR|39VULN|4SPLARM|5RCR|7DMG|8ASPD|aAAC
137	11261 12153	   	195.06	ACR|2VULN|3DMG|1AART|1AAC	1AART|27VULN|3DUR|4RCR|578DMG|67ERES|7BPWR|9RCVC|aAAC
138	11651 12231	   	195.05	ACR|2VULN|1ASPD|1DMG|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6LHND|7DMG|8MDPS|9RMIN|aASPD
139	11651 12241	   	195.05	ACR|2VULN|1ASPD|1DMG|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6LHND|7DMG|8MDPS|9ZMB|aASPD
140	11651 22125	   	195.05	ACR|2VULN|1ASPD|1DMG|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6RPLT|7ERES|8DMG|9LIT|aASPD
141	11651 53231	   	195.05	ACR|2VULN|1ASPD|1DMG|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6MDPS|7FEWX|8DMG|9RMIN|aASPD
142	11361 43241	   	195.01	ACR|3VULN|2DMG|1AART|1BEXP	1AART|267VULN|37FEWX|4RCR|57DMG|7BPWR|8DUR|9BEXP|aAME
143	11651 52222	   	194.99	ACR|3VULN|1DMG|2CDMG|1AART|1AAC	1AART|259VULN|35CDMG|4RCR|5BPWR|6MDPS|7DUST|8DMG|aAAC
144	11651 12261	   	194.95	ACR|2VULN|1ASPD|1DMG|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6LHND|7DMG|8MDPS|9TLV|aASPD
145	11651 22151	   	194.95	ACR|2VULN|1ASPD|1DMG|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6RPLT|79ERES|8DMG|aASPD
146	11651 52231	   	194.95	ACR|2VULN|1ASPD|1DMG|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6MDPS|7DUST|8DMG|9RMIN|aASPD
147	11261 12542	   	194.91	ACR|3VULN|2DMG|1AART|1BEXP	1AART|279VULN|3DUR|4RCR|57DMG|67ERES|7BPWR|8BEXP|aLHND
148	11261 12543	   	194.91	ACR|3VULN|2DMG|1AART|1BEXP	1AART|279VULN|3DUR|4RCR|57DMG|67ERES|7BPWR|8BEXP|aRPLT
149	11361 12642	   	194.91	ACR|3VULN|2DMG|1AART|1BEXP	1AART|279VULN|3FEWX|4RCR|57DMG|67ERES|7BPWR|8BEXP|aLHND
150	11361 12643	   	194.91	ACR|3VULN|2DMG|1AART|1BEXP	1AART|279VULN|3FEWX|4RCR|57DMG|67ERES|7BPWR|8BEXP|aRPLT
151	11361 12615	   	194.91	ACR|3VULN|2DMG|1AART|1BEXP	1AART|27aVULN|3FEWX|4RCR|57DMG|67ERES|7BPWR|8BEXP|9ZMB
152	11264 63231	 * 	194.90	ACR|3VULN|2AART|1ASPD|1CDMG	15AART|278VULN|378DUR|4RCR|6MDPS|78BPWR|9CDMG|aASPD
153	11364 63231	   	194.90	ACR|3VULN|2AART|1ASPD|1CDMG	15AART|278VULN|378FEWX|4RCR|6MDPS|78BPWR|9CDMG|aASPD
154	11261 12541	   	194.81	ACR|3VULN|2DMG|1AART|1BEXP	1AART|279VULN|3DUR|4RCR|57DMG|67ERES|7BPWR|8BEXP|aDUST
155	11361 12641	   	194.81	ACR|3VULN|2DMG|1AART|1BEXP	1AART|279VULN|3FEWX|4RCR|57DMG|67ERES|7BPWR|8BEXP|aDUST
156	11361 12625	   	194.81	ACR|3VULN|2DMG|1AART|1BEXP	1AART|27aVULN|3FEWX|4RCR|57DMG|67ERES|7BPWR|8BEXP|9AME
157	13366 33224	   	194.81	ACR|3VULN|3BEXP|2AART	1aAART|278BEXP|39DUST|4RCR|578VULN|678DUR|78BPWR
158	11651 15312	 * 	194.80	ACR|3VULN|2AART|2CDMG|1BEXP	17AART|259VULN|35CDMG|4RCR|5BPWR|6LHND|8BEXP|aRPLT
159	11651 15313	   	194.80	ACR|3VULN|2AART|2CDMG|1BEXP	17AART|259VULN|35CDMG|4RCR|5BPWR|6LHND|8BEXP|aFEWX
160	11264 63232	 * 	194.71	ACR|4VULN|2AART|2CDMG	15AART|278aVULN|378DUR|4RCR|6MDPS|78aBPWR|9aCDMG
161	11364 63232	   	194.71	ACR|4VULN|2AART|2CDMG	15AART|278aVULN|378FEWX|4RCR|6MDPS|78aBPWR|9aCDMG
162	11655 32211	   	194.68	ACR|2VULN|1ASPD|1DMG|1CDMG|1AART|1AAC	1AART|26VULN|3CDMG|4RCR|5LHND|7DMG|8MDPS|9AAC|aASPD
