0	Index      	 *	Score 	Summary	Detail	
1	15535 12131	 * 	196.57	ACR|1BASARM|1VULN|1ASPD|1DMG|1BEXP	1DUR|2VULN|3BASARM|4BEXP|5RCR|6LWND|7ERES|8ASPD|9LEGI|aDMG
15	11646 12323	   	189.59	ACR|3DMG|2ASPD|1VULN	18DUR|289DMG|36CGEN|4LHND|5RCR|78ASPD|8BPWR|aVULN
16	11246 22323	   	189.49	ACR|3DMG|2ASPD|1VULN	18DUR|289DMG|3AME|46LHND|5RCR|78ASPD|8BPWR|aVULN
17	11546 22323	   	189.49	ACR|3DMG|2ASPD|1VULN	18DUR|289DMG|3TLV|46LHND|5RCR|78ASPD|8BPWR|aVULN
18	11216 21452	 * 	189.17	DCR|3VULN|3DMG|2ASPD	18DUR|268DMG|3AME|45ASPD|789VULN|8BPWR|aRCR
19	15535 11121	 * 	186.74	ACR|2VULN|1BASARM|1ASPD|1BEXP	1DUR|28VULN|3BASARM|4BEXP|5RCR|67LWND|9ASPD|aZMB
20	15535 11123	   	186.74	ACR|2VULN|1BASARM|1ASPD|1BEXP	1DUR|28VULN|3BASARM|4BEXP|5RCR|67LWND|9ASPD|aCGEN
21	15535 22222	   	186.54	ACR|1BASARM|2VULN|1ASPD|1BEXP	17DUR|2aVULN|3BASARM|4BEXP|5RCR|6MULARM|8ASPD|9TLV
22	16226 22252	   	184.38	ACR|1BASARM|2ASPD|1BEXP	1DUR|2RCVC|36LHND|4FEWX|5RCR|78ASPD|9BASARM|aBEXP
23	12215 22443	 * 	183.68	ACR|2BASARM|3BEXP	179DUR|2VENICY|39aBEXP|4FEWX|5RCR|6SNITOX|89BASARM|9BPWR
24	15535 13133	 * 	183.42	ACR|2BASARM|1VULN|2BEXP	1DUR|2VULN|3aBASARM|4aBEXP|5RCR|6LWND|7aLHND|8ERES|9AEMAG|aBPWR
25	15535 31133	   	183.42	ACR|2BASARM|1VULN|2BEXP	1DUR|2VULN|3aBASARM|4aBEXP|5RCR|6LHND|7aLWND|8ERES|9AEMAG|aBPWR
26	12215 22441	   	183.42	ACR|2BASARM|2BEXP|1VULN	179DUR|2VENICY|39BEXP|4FEWX|5RCR|6SNITOX|89BASARM|9BPWR|aVULN
27	15515 12131	   	182.92	ACR|1BASARM|1VULN|1ASPD|1DMG	1DUR|2VULN|3BASARM|4FEWX|5RCR|6LWND|7ERES|8ASPD|9LEGI|aDMG
28	31256 22252	   	182.55	ACR|3ASPD|1BASARM	1DMSP|2FEWX|36LHND|4DUST|5RCR|78aASPD|9BASARM
29	31346 22252	   	182.55	ACR|3ASPD|1BASARM	1DMSP|2FEWX|3DUST|46LHND|5RCR|78aASPD|9BASARM
30	36226 22252	   	182.55	ACR|3ASPD|1BASARM	1DMSP|2DUST|36LHND|4FEWX|5RCR|78aASPD|9BASARM
31	15532 13613	 * 	182.34	1BASARM|2VULN|2ASPD|2BASICY|1BEXP|1CDMG|1AAC	1DUR|2aVULN|3BASARM|4BEXP|5RCVC|6aBASICY|7CDMG|8aASPD|9AAC|aBPWR
32	33646 22332	   	182.26	ACR|2ASPD|1VULN|2BEXP|1DMG	1DMSP|28BEXP|3VULN|468LHND|5RCR|78ASPD|8BPWR|9DMG|aDUR
33	33646 22333	   	182.26	ACR|2ASPD|1VULN|2BEXP|1DMG	1DMSP|28BEXP|3VULN|468LHND|5RCR|78ASPD|8BPWR|9DMG|aLIT
34	33146 22251	   	180.97	ACR|1BASARM|2ASPD|1BEXP	1DMSP|2BEXP|3LWND|46LHND|5RCR|78ASPD|9BASARM|aRCVC
35	31136 62335	   	180.95	ACR|2VULN|2ASPD|1DMG|1BEXP	1DMSP|28FEWX|36LWND|48VULN|5RCR|78ASPD|8BPWR|9DMG|aBEXP
36	31236 22335	   	180.95	ACR|2VULN|2ASPD|1DMG|1BEXP	1DMSP|28FEWX|36LHND|48VULN|5RCR|78ASPD|8BPWR|9DMG|aBEXP
37	33126 62251	   	180.64	ACR|1BASARM|2ASPD|1BEXP	1DMSP|2BEXP|36LWND|4FEWX|5RCR|78ASPD|9BASARM|aDUR
38	33226 22251	   	180.64	ACR|1BASARM|2ASPD|1BEXP	1DMSP|2BEXP|36LHND|4FEWX|5RCR|78ASPD|9BASARM|aDUR
39	33226 22254	   	180.64	ACR|1BASARM|2ASPD|1BEXP	1DMSP|2BEXP|36LHND|4FEWX|5RCR|78ASPD|9BASARM|aRMIN
40	31146 22252	   	180.64	ACR|1BASARM|2ASPD|1BEXP	1DMSP|2FEWX|3LWND|46LHND|5RCR|78ASPD|9BASARM|aBEXP
41	34126 22252	   	180.64	ACR|1BASARM|2ASPD|1BEXP	1DMSP|2LWND|36LHND|4FEWX|5RCR|78ASPD|9BASARM|aBEXP
42	33126 62253	   	180.54	ACR|1BASARM|2ASPD|1BEXP	1DMSP|2BEXP|36LWND|4FEWX|5RCR|78ASPD|9BASARM|aDUST
43	33226 22253	   	180.54	ACR|1BASARM|2ASPD|1BEXP	1DMSP|2BEXP|36LHND|4FEWX|5RCR|78ASPD|9BASARM|aDUST
44	33226 22256	   	180.54	ACR|1BASARM|2ASPD|1BEXP	1DMSP|2BEXP|36LHND|4FEWX|5RCR|78ASPD|9BASARM|aERES
45	15515 12132	   	180.44	ACR|1BASARM|2ASPD|1VULN	1DUR|2VULN|3BASARM|4FEWX|5RCR|6LWND|7ERES|8aASPD|9LEGI
46	15535 11231	 * 	179.24	ACR|1BASARM|2VULN|2BEXP	19DUR|29VULN|3BASARM|48BEXP|5RCR|679LWND|9BPWR|aBELT
47	15535 11232	   	179.24	ACR|1BASARM|2VULN|2BEXP	19DUR|29VULN|3BASARM|48BEXP|5RCR|679LWND|9BPWR|aCGEN
48	15535 11233	   	179.14	ACR|1BASARM|2VULN|2BEXP	19DUR|29VULN|3BASARM|48BEXP|5RCR|679LWND|9BPWR|aDUST
49	33226 22451	   	177.89	ACR|1BASARM|2BEXP|1ASPD	1DMSP|28BEXP|36LHND|4FEWX|5RCR|7ASPD|9BASARM|aDUR
50	11266 23251	 * 	177.86	ACR|3DMG|1VULN|1BEXP|1CDMG	18DUR|278DMG|3AME|4VULN|5RCR|68LHND|8BPWR|9CDMG|aBEXP
51	15515 22223	   	177.81	ACR|1BASARM|1VULN|1ASPD|1AART	17DUR|2VULN|3BASARM|4FEWX|5RCR|6MULARM|8ASPD|9TLV|aAART
52	33226 22453	   	177.79	ACR|1BASARM|2BEXP|1ASPD	1DMSP|28BEXP|36LHND|4FEWX|5RCR|7ASPD|9BASARM|aDUST
53	12215 22461	 * 	177.69	ACR|1BASARM|2BEXP|1DMG	17DUR|2VENICY|3aBEXP|4FEWX|5RCR|6SNITOX|8BASARM|9DMG
54	15535 22211	   	175.29	ACR|1BASARM|1VULN|1ASPD|1BEXP	179DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|8ASPD|aRMIN
55	15535 22213	   	175.29	ACR|1BASARM|1VULN|1ASPD|1BEXP	179DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|8ASPD|aCGEN
56	15535 12111	   	175.19	ACR|1BASARM|1VULN|1ASPD|1BEXP	1DUR|2VULN|3BASARM|4BEXP|5RCR|6LWND|7ERES|8ASPD|9AEMAG|aRMIN
57	15535 12112	   	175.19	ACR|1BASARM|1VULN|1ASPD|1BEXP	1DUR|2VULN|3BASARM|4BEXP|5RCR|6LWND|7ERES|8ASPD|9AEMAG|aLHND
58	15535 12121	   	175.19	ACR|1BASARM|1VULN|1ASPD|1BEXP	1DUR|2VULN|3BASARM|4BEXP|5RCR|6LWND|79ERES|8ASPD|aRMIN
59	15535 12122	   	175.19	ACR|1BASARM|1VULN|1ASPD|1BEXP	1DUR|2VULN|3BASARM|4BEXP|5RCR|6LWND|79ERES|8ASPD|aLHND
60	15535 21112	   	175.19	ACR|1BASARM|1VULN|1DMG|1BEXP	19DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|7ERES|8LIT|aDMG
61	15535 22212	   	175.19	ACR|1BASARM|1VULN|1ASPD|1BEXP	179DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|8ASPD|aAME
62	15535 22221	   	175.19	ACR|1BASARM|1VULN|1ASPD|1BEXP	17DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|8ASPD|9TLV|aRMIN
63	15535 22231	   	175.19	ACR|1BASARM|1VULN|1ASPD|1BEXP	17DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|8ASPD|9DUST|aLHND
64	15535 22233	   	175.19	ACR|1BASARM|1VULN|1ASPD|1BEXP	17DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|8ASPD|9DUST|aCGEN
65	15535 32221	   	175.19	ACR|1BASARM|1VULN|1DMG|1BEXP	1DUR|2VULN|3BASARM|4BEXP|5RCR|6LHND|7DUST|8LEGI|9DMSP|aDMG
66	15535 32222	   	175.19	ACR|1BASARM|1VULN|1ASPD|1BEXP	1DUR|2VULN|3BASARM|4BEXP|5RCR|6LHND|7DUST|8LEGI|9DMSP|aASPD
67	15535 12113	   	175.09	ACR|1BASARM|1VULN|1ASPD|1BEXP	1DUR|2VULN|3BASARM|4BEXP|5RCR|6LWND|7ERES|8ASPD|9AEMAG|aTLV
68	15535 12123	   	175.09	ACR|1BASARM|1VULN|1ASPD|1BEXP	1DUR|2VULN|3BASARM|4BEXP|5RCR|6LWND|79ERES|8ASPD|aTLV
69	15535 21121	   	175.09	ACR|1BASARM|1VULN|1ASPD|1BEXP	1DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|7ERES|8LIT|9ASPD|aMDPS
70	15535 21122	   	175.09	ACR|1BASARM|1VULN|1ASPD|1BEXP	1DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|7ERES|8LIT|9ASPD|aAEMAG
71	15535 22232	   	175.09	ACR|1BASARM|1VULN|1ASPD|1BEXP	17DUR|2VULN|3BASARM|4BEXP|5RCR|6aMULARM|8ASPD|9DUST
72	11516 21432	   	175.00	DCR|2VULN|3DMG|2ASPD	18DUR|268DMG|39TLV|45ASPD|78VULN|8BPWR|aRCR
73	15535 21123	   	174.94	ACR|1BASARM|1VULN|1ASPD|1BEXP|1SELL	1DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|7ERES|8LIT|9ASPD|aSELL
74	11216 21652	 * 	174.90	DCR|3ASPD|2VULN|2DMG	1DUR|26DMG|3AME|458ASPD|79VULN|aRCR
75	15535 11131	 * 	173.93	ACR|3VULN|1BASARM|1BEXP	19DUR|289VULN|3BASARM|4BEXP|5RCR|679LWND|9BPWR|aBELT
76	15535 11132	   	173.93	ACR|3VULN|1BASARM|1BEXP	19DUR|289VULN|3BASARM|4BEXP|5RCR|679LWND|9BPWR|aCGEN
77	15535 11133	   	173.83	ACR|3VULN|1BASARM|1BEXP	19DUR|289VULN|3BASARM|4BEXP|5RCR|679LWND|9BPWR|aDUST
78	33226 26235	 * 	173.39	ACR|2VULN|2BEXP|1ASPD|1BASICY	1DMSP|29BEXP|369LHND|4FEWX|5RCR|7BASICY|89VULN|9BPWR|aASPD
79	33166 62312	   	173.34	ACR|2VULN|2ASPD|2BEXP	19DMSP|28BEXP|36LWND|48VULN|5RCR|78ASPD|8BPWR|aFEWX
80	33166 62313	   	173.34	ACR|2VULN|2ASPD|2BEXP	19DMSP|28BEXP|36LWND|48VULN|5RCR|78ASPD|8BPWR|aBELT
81	33166 62322	   	173.34	ACR|2VULN|2ASPD|2BEXP	1DMSP|28BEXP|36LWND|48VULN|5RCR|78ASPD|8BPWR|9CGEN|aDUR
82	33166 62323	   	173.34	ACR|2VULN|2ASPD|2BEXP	1DMSP|28BEXP|36LWND|48VULN|5RCR|78ASPD|8BPWR|9CGEN|aLIT
83	15226 13225	   	173.24	ACR|2VULN|2ASPD|2BEXP	149DUR|2aVULN|3aBEXP|5RCR|6CGEN|7AEFBLL|8aASPD|aBPWR
84	15226 15213	   	173.14	ACR|2VULN|2ASPD|2BEXP	14DUR|27VULN|39BEXP|5RCR|6CGEN|8aASPD
85	33626 15213	   	173.14	ACR|2VULN|2ASPD|2BEXP	1DMSP|29BEXP|37VULN|4FEWX|5RCR|6CGEN|8aASPD
86	15515 11121	   	173.08	ACR|2VULN|1BASARM|1ASPD	1DUR|28VULN|3BASARM|4FEWX|5RCR|67LWND|9ASPD|aZMB
87	15515 11123	   	173.08	ACR|2VULN|1BASARM|1ASPD	1DUR|28VULN|3BASARM|4FEWX|5RCR|67LWND|9ASPD|aCGEN
88	15226 53213	   	173.04	ACR|2VULN|2ASPD|2BEXP	14DUR|27VULN|39BEXP|5RCR|6TLV|8aASPD
89	33626 53213	   	173.04	ACR|2VULN|2ASPD|2BEXP	1DMSP|29BEXP|37VULN|4FEWX|5RCR|6TLV|8aASPD
90	15515 22222	   	172.88	ACR|1BASARM|2VULN|1ASPD	17DUR|2aVULN|3BASARM|4FEWX|5RCR|6MULARM|8ASPD|9TLV
91	11666 12222	   	172.45	ACR|2ASPD|2DMG|1VULN	1DUR|29DMG|36CGEN|4VULN|5RCR|78ASPD|aFEWX
92	11666 12223	   	172.45	ACR|2ASPD|2DMG|1VULN	1DUR|29DMG|36CGEN|4VULN|5RCR|78ASPD|aBELT
93	11246 22313	   	172.45	ACR|2ASPD|2DMG|1VULN	18DUR|28DMG|3AME|46LHND|5RCR|78ASPD|8BPWR|9LEGI|aVULN
94	11526 52313	   	172.45	ACR|2ASPD|2DMG|1VULN	18DUR|28DMG|36TLV|4FEWX|5RCR|78ASPD|8BPWR|9LHND|aVULN
95	11546 22313	   	172.45	ACR|2ASPD|2DMG|1VULN	18DUR|28DMG|3TLV|46LHND|5RCR|78ASPD|8BPWR|9LEGI|aVULN
96	12215 22442	   	172.41	ACR|2BASARM|2BEXP	179DUR|2VENICY|39BEXP|4FEWX|5RCR|6SNITOX|89BASARM|9BPWR|aLWND
97	11626 12333	 * 	172.06	ACR|3ASPD|2DMG	18DUR|28DMG|36CGEN|4FEWX|5RCR|78aASPD|8BPWR|9ZMB
98	11246 22325	   	171.96	ACR|3DMG|2ASPD	18DUR|289DMG|3AME|46LHND|5RCR|78ASPD|8BPWR|aLIT
99	11246 22326	   	171.96	ACR|3DMG|2ASPD	18DUR|289DMG|3AME|46LHND|5RCR|78ASPD|8BPWR|aLWND
100	11626 12361	   	171.96	ACR|3DMG|2ASPD	18DUR|289DMG|36CGEN|4FEWX|5RCR|78ASPD|8BPWR|aDUST
101	11646 12321	   	171.96	ACR|3DMG|2ASPD	18DUR|289DMG|36CGEN|4LHND|5RCR|78ASPD|8BPWR|aDUST
102	11246 22321	   	171.86	ACR|3DMG|2ASPD	18DUR|289DMG|3AME|46LHND|5RCR|78ASPD|8BPWR|aDUST
103	11246 22324	   	171.86	ACR|3DMG|2ASPD	18DUR|289DMG|3AME|46LHND|5RCR|78ASPD|8BPWR|aMBVNT
104	11526 52333	   	171.86	ACR|3ASPD|2DMG	18DUR|28DMG|36TLV|4FEWX|5RCR|78aASPD|8BPWR|9ZMB
105	11546 22321	   	171.86	ACR|3DMG|2ASPD	18DUR|289DMG|3TLV|46LHND|5RCR|78ASPD|8BPWR|aDUST
106	15226 15212	 * 	171.59	ACR|2VULN|2BEXP|1ASPD|1AART	14DUR|27VULN|39BEXP|5RCR|6CGEN|8ASPD|aAART
107	33626 15212	   	171.59	ACR|2VULN|2BEXP|1ASPD|1AART	1DMSP|29BEXP|37VULN|4FEWX|5RCR|6CGEN|8ASPD|aAART
108	15226 53212	   	171.49	ACR|2VULN|2BEXP|1ASPD|1AART	14DUR|27VULN|39BEXP|5RCR|6TLV|8ASPD|aAART
109	33626 53212	   	171.49	ACR|2VULN|2BEXP|1ASPD|1AART	1DMSP|29BEXP|37VULN|4FEWX|5RCR|6TLV|8ASPD|aAART
110	12265 22423	 * 	171.28	ACR|1BASARM|2BEXP|1CDMG	17DUR|2VENICY|39BEXP|4LHND|5RCR|6SNITOX|8BASARM|aCDMG
111	12265 33423	   	171.28	ACR|1BASARM|2BEXP|1CDMG	1DUR|2VENICY|39BEXP|46LHND|5RCR|7SNIHEL|8BASARM|aCDMG
112	16226 22251	   	171.05	ACR|1BASARM|2ASPD	1DUR|2aRCVC|36LHND|4FEWX|5RCR|78ASPD|9BASARM
113	11613 21452	   	170.99	DCR|3VULN|3DMG|1ASPD	18DUR|268DMG|3CGEN|4ASPD|5RCVC|789VULN|8BPWR|aRCR
114	11213 21452	   	170.89	DCR|3VULN|3DMG|1ASPD	18DUR|268DMG|3AME|4ASPD|5RCVC|789VULN|8BPWR|aRCR
115	11513 21452	   	170.89	DCR|3VULN|3DMG|1ASPD	18DUR|268DMG|3TLV|4ASPD|5RCVC|789VULN|8BPWR|aRCR
116	15426 12223	 * 	170.52	ACR|3ASPD|1VULN|1DMG	1DUR|2VULN|36CGEN|4ZMB|5RCR|78aASPD|9DMG
117	11246 22523	   	170.42	ACR|3DMG|1ASPD|1VULN	1DUR|289DMG|3AME|46LHND|5RCR|7ASPD|aVULN
118	22366 52223	   	170.22	ACR|3ASPD|1VULN|1DMG	16TLV|2RMIN|3DUST|4VULN|5RCR|78aASPD|9DMG
119	11626 12324	 * 	170.05	ACR|2ASPD|2DMG|1CDMG	18DUR|28DMG|36CGEN|49FEWX|5RCR|78ASPD|8BPWR|aCDMG
120	11626 12332	 * 	170.05	ACR|2ASPD|2DMG|1AART	18DUR|28DMG|36CGEN|4FEWX|5RCR|78ASPD|8BPWR|9ZMB|aAART
121	15535 22323	   	169.99	ACR|1BASARM|1VULN|1BEXP|1AART	17DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|8TLV|9AME|aAART
122	11626 12352	 * 	169.95	ACR|2ASPD|2DMG|1BEXP	18DUR|28DMG|36CGEN|4FEWX|5RCR|78ASPD|8BPWR|9SNIHEL|aBEXP
123	11646 12333	   	169.95	ACR|2ASPD|2DMG|1BEXP	18DUR|28DMG|36CGEN|4LHND|5RCR|78ASPD|8BPWR|9AME|aBEXP
124	11246 22334	   	169.85	ACR|2ASPD|2DMG|1CDMG	18DUR|28DMG|39AME|46LHND|5RCR|78ASPD|8BPWR|aCDMG
125	11246 22352	   	169.85	ACR|2ASPD|2DMG|1BEXP	18DUR|28DMG|3AME|46LHND|5RCR|78ASPD|8BPWR|9SNIHEL|aBEXP
126	11526 52332	   	169.85	ACR|2ASPD|2DMG|1AART	18DUR|28DMG|36TLV|4FEWX|5RCR|78ASPD|8BPWR|9ZMB|aAART
127	11546 22333	   	169.85	ACR|2ASPD|2DMG|1BEXP	18DUR|28DMG|3TLV|46LHND|5RCR|78ASPD|8BPWR|9AME|aBEXP
128	15535 21331	 * 	169.84	ACR|1BASARM|1VULN|1BEXP|1CDMG	1DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|7ERES|8CDMG|9aRCVC
129	15426 12222	 * 	169.80	ACR|2ASPD|1VULN|1DMG|1AART	1DUR|2VULN|36CGEN|4ZMB|5RCR|78ASPD|9DMG|aAART
130	11246 22224	   	169.75	ACR|2ASPD|2DMG|1CDMG	1DUR|29DMG|3AME|46LHND|5RCR|78ASPD|aCDMG
131	15226 15323	 * 	169.75	ACR|3VULN|2ASPD|1BEXP	14DUR|278VULN|3BEXP|5RCR|6CGEN|9aASPD
132	33626 15323	   	169.75	ACR|3VULN|2ASPD|1BEXP	1DMSP|2BEXP|378VULN|4FEWX|5RCR|6CGEN|9aASPD
133	15226 53323	   	169.65	ACR|3VULN|2ASPD|1BEXP	14DUR|278VULN|3BEXP|5RCR|6TLV|9aASPD
134	33626 53323	   	169.65	ACR|3VULN|2ASPD|1BEXP	1DMSP|2BEXP|378VULN|4FEWX|5RCR|6TLV|9aASPD
135	15535 21332	   	169.53	ACR|1BASARM|1VULN|1BEXP|1CDMG	1DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|7ERES|8CDMG|9RCVC|aRPLT
136	15535 21333	   	169.53	ACR|1BASARM|1VULN|1BEXP|1CDMG	1DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|7ERES|8CDMG|9RCVC|aBELT
137	22366 52222	   	169.50	ACR|2ASPD|1VULN|1DMG|1AART	16TLV|2RMIN|3DUST|4VULN|5RCR|78ASPD|9DMG|aAART
138	15226 15322	 * 	169.11	ACR|3VULN|1ASPD|1AART|1BEXP	14DUR|278VULN|3BEXP|5RCR|6CGEN|9ASPD|aAART
139	33626 15322	   	169.11	ACR|3VULN|1ASPD|1AART|1BEXP	1DMSP|2BEXP|378VULN|4FEWX|5RCR|6CGEN|9ASPD|aAART
140	15226 53322	   	169.01	ACR|3VULN|1ASPD|1BEXP|1AART	14DUR|278VULN|3BEXP|5RCR|6TLV|9ASPD|aAART
141	33626 53322	   	169.01	ACR|3VULN|1ASPD|1AART|1BEXP	1DMSP|2BEXP|378VULN|4FEWX|5RCR|6TLV|9ASPD|aAART
142	33126 12422	   	169.00	ACR|1BASARM|3BEXP	1DMSP|289BEXP|3LWND|4FEWX|5RCR|6CGEN|7TLV|aBASARM
143	33146 12422	   	169.00	ACR|1BASARM|3BEXP	1DMSP|289BEXP|3LWND|4LHND|5RCR|6CGEN|7TLV|aBASARM
144	15535 22121	   	168.88	ACR|1BASARM|1VULN|1BEXP|1CDMG	17DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|8LWND|9CDMG|aLHND
145	15535 22123	   	168.88	ACR|1BASARM|1VULN|1BEXP|1CDMG	17aDUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|8LWND|9CDMG
146	15535 32331	   	168.88	ACR|1BASARM|1VULN|1BEXP|1CDMG	1DUR|2VULN|3BASARM|4BEXP|5RCR|6LHND|7DUST|8FEWX|9CDMG|aRMIN
147	15535 21311	   	168.78	ACR|1BASARM|1VULN|1BEXP|1CDMG	1DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|7ERES|8CDMG|9LWND|aFEWX
148	15535 21313	   	168.78	ACR|1BASARM|1VULN|1BEXP|1CDMG	1DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|7ERES|8CDMG|9LWND|aBELT
149	15535 21321	   	168.78	ACR|1BASARM|1VULN|1BEXP|1CDMG	1DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|7ERES|8CDMG|9MLV|aLHND
150	15535 21323	   	168.78	ACR|1BASARM|1VULN|1BEXP|1CDMG	1DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|7ERES|8CDMG|9MLV|aBELT
151	15535 22122	   	168.78	ACR|1BASARM|1VULN|1BEXP|1CDMG	17DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|8LWND|9CDMG|aERES
152	15535 32333	   	168.78	ACR|1BASARM|1VULN|1BEXP|1CDMG	1DUR|2VULN|3BASARM|4BEXP|5RCR|6LHND|7DUST|8FEWX|9CDMG|aMSLFST
153	15535 11211	   	168.73	ACR|1BASARM|1VULN|2BEXP	1DUR|2VULN|3BASARM|48BEXP|5RCR|67LWND|9DUST|aRMIN
154	15535 11212	   	168.73	ACR|1BASARM|1VULN|2BEXP	1DUR|2VULN|3BASARM|48BEXP|5RCR|67aLWND|9DUST
155	15535 11213	   	168.73	ACR|1BASARM|1VULN|2BEXP	1aDUR|2VULN|3BASARM|48BEXP|5RCR|67LWND|9DUST
156	15512 13613	   	168.69	1BASARM|2VULN|2ASPD|2BASICY|1CDMG|1AAC	1DUR|2aVULN|3BASARM|4FEWX|5RCVC|6aBASICY|7CDMG|8aASPD|9AAC|aBPWR
157	15535 21221	   	168.68	ACR|1BASARM|1VULN|1BEXP|1CDMG	1DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|7ERES|8AAC|9CDMG|aLHND
158	15535 21223	   	168.68	ACR|1BASARM|1VULN|1BEXP|1CDMG	1DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|7ERES|8AAC|9CDMG|aBELT
159	15535 21312	   	168.68	ACR|1BASARM|1VULN|1BEXP|1CDMG	1DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|7ERES|8CDMG|9LWND|aSPLREG
160	15535 21322	   	168.68	ACR|1BASARM|1VULN|1BEXP|1CDMG	1DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|7aERES|8CDMG|9MLV
161	15535 12213	   	168.63	ACR|1BASARM|1VULN|2BEXP	1DUR|2VULN|3BASARM|4aBEXP|5RCR|6LWND|7ERES|8MDPS|9FEWX
162	15535 21222	   	168.58	ACR|1BASARM|1VULN|1BEXP|1CDMG	1DUR|2VULN|3BASARM|4BEXP|5RCR|6MULARM|7aERES|8AAC|9CDMG
163	32326 21452	   	168.43	DCR|3VULN|3DMG|1ASPD	1DMSP|28CGEN|3ASPD|4LEGI|568DMG|789VULN|8BPWR|aRCR
164	15126 23226	 * 	168.41	ACR|2DMG|1VULN|1ASPD|1CDMG	1DUR|2VULN|3ERES|4ZMB|5RCR|6LHND|7aDMG|8ASPD|9CDMG
165	33226 26225	 * 	168.39	ACR|1VULN|1ASPD|1DMG|1BASICY|1BEXP	1DMSP|2BEXP|36LHND|4FEWX|5RCR|7BASICY|8VULN|9ASPD|aDMG
166	33126 62223	 * 	167.92	ACR|3ASPD|1DMG|1BEXP	1DMSP|2BEXP|36LWND|4FEWX|5RCR|78aASPD|9DMG
