0	Index      	 *	Score 	Summary	Detail	
1	26323 22523	 * 	272.89	DCR|3VULN|3ASPD|1DMG|2CDMG|1MLV	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|89CDMG|aDMG
15	26323 22311	   	262.49	DCR|3VULN|3ASPD|1DMG|1MLV|1RPLT	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8RPLT|9AME|aDMG
16	26323 22522	   	262.49	DCR|3VULN|3ASPD|2CDMG|1MLV|1RPLT	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|89CDMG|aRPLT
17	11122 25534	   	262.43	DCR|DCR|1VULN|1MLV|1CDMG|1ASPD	1CANSTR|2MLV|3BBNT|4ASPD|5CDMG|6aRCR|7VULN|8BELT|9TBNT
18	11122 26314	   	262.43	DCR|DCR|1VULN|1MLV|1ASPD|1CDMG	1CANSTR|2MLV|3BBNT|4ASPD|5CDMG|67RCR|8LWND|9CGEN|aVULN
19	11122 26364	   	262.43	DCR|DCR|1VULN|1MLV|1ASPD|1CDMG	1CANSTR|2MLV|3BBNT|4ASPD|5CDMG|67RCR|8LWND|9AAC|aVULN
20	26323 22351	   	262.35	DCR|3VULN|3ASPD|1DMG|1MLV|1RPLT|1ZMB	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8RPLT|9ZMB|aDMG
21	11122 26214	   	262.33	DCR|DCR|1VULN|1MLV|1ASPD|1CDMG	1CANSTR|2MLV|3BBNT|4ASPD|5CDMG|67RCR|8ERES|9AAC|aVULN
22	11122 26224	   	262.33	DCR|DCR|1VULN|1MLV|1ASPD|1CDMG	1CANSTR|2MLV|3BBNT|4ASPD|5CDMG|67RCR|8ERES|9BEXP|aVULN
23	11122 26234	   	262.33	DCR|DCR|1VULN|1MLV|1ASPD|1CDMG	1CANSTR|2MLV|3BBNT|4ASPD|5CDMG|67RCR|8ERES|9FEWX|aVULN
24	11122 26264	   	262.33	DCR|DCR|1VULN|1MLV|1CDMG|1ASPD	1CANSTR|2MLV|3BBNT|4ASPD|5CDMG|67RCR|8ERES|9TLV|aVULN
25	11122 26326	   	262.33	DCR|DCR|1VULN|1MLV|1ASPD|1CDMG	1CANSTR|2MLV|3BBNT|4ASPD|5CDMG|67RCR|8LWND|9MDPS|aVULN
26	11122 26614	   	262.33	DCR|DCR|1VULN|1MLV|1ASPD|1CDMG	1CANSTR|2MLV|3BBNT|4ASPD|5CDMG|67RCR|8MDPS|9RMIN|aVULN
27	11122 26661	   	262.33	DCR|DCR|1VULN|1MLV|1ASPD|1CDMG	1CANSTR|2MLV|3BBNT|4ASPD|5CDMG|67RCR|8MDPS|9VULN|aLHND
28	11122 26663	   	262.33	DCR|DCR|1VULN|1MLV|1ASPD|1CDMG	1CANSTR|2MLV|3BBNT|4ASPD|5CDMG|67RCR|8MDPS|9VULN|aBEXP
29	11122 26256	   	262.23	DCR|DCR|1VULN|1MLV|1CDMG|1ASPD	1CANSTR|2MLV|3BBNT|4ASPD|5CDMG|67RCR|89ERES|aVULN
30	11122 26662	   	262.23	DCR|DCR|1VULN|1MLV|1ASPD|1CDMG|1SELL	1CANSTR|2MLV|3BBNT|4ASPD|5CDMG|67RCR|8MDPS|9VULN|aSELL
31	26323 22334	   	260.50	DCR|3VULN|3ASPD|1MLV|1AART|1RPLT	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8RPLT|9AART|aDUR
32	11511 21356	   	258.34	DCR|DCR|1VULN|1MLV|1ASPD|1AART	1CANSTR|2MLV|3MBVNT|49RCVC|5ASPD|6VULN|7AART|8aRCR
33	11531 47237	   	258.19	DCR|DCR|1VULN|1MLV|2RPLT	1CANSTR|2MLV|3MBVNT|4DUR|5FRZICY|68RPLT|7VULN|9aRCR
34	21516 33631	 * 	257.25	DCR|DCR|2VULN|1ASPD	1ASPD|2AELOIC|34LSRHEA|57VULN|6BEXP|8BELT|9aRCR
35	21611 15631	   	257.25	DCR|DCR|2VULN|1ASPD	1ASPD|23AELOIC|46VULN|5BEXP|7MULARM|8BELT|9aRCR
36	11261 13532	   	256.91	DCR|DCR|2MLV|2DUR|1ASPD|1AART	1CANSTR|24MLV|34DUR|4BPWR|5ASPD|69RCR|7BBNT|8AART|aLWND
37	11261 13533	   	256.91	DCR|DCR|2MLV|2DUR|1ASPD|1AART	1CANSTR|24MLV|34DUR|4BPWR|5ASPD|69RCR|7BBNT|8AART|aFEWX
38	11261 13534	   	256.91	DCR|DCR|2MLV|2DUR|1ASPD|1AART	1CANSTR|24MLV|34DUR|4BPWR|5ASPD|69RCR|7BBNT|8AART|aBEXP
39	11261 13536	   	256.91	DCR|DCR|2MLV|2DUR|1ASPD|1AART	1CANSTR|24MLV|34DUR|4BPWR|5ASPD|69RCR|7BBNT|8AART|aTLV
40	26323 22512	   	256.18	DCR|3VULN|3ASPD|1MLV|1CDMG|1AART	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9FEWX|aAART
41	26323 22563	   	256.18	DCR|3VULN|3ASPD|1MLV|1CDMG|1RPLT	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9TLV|aRPLT
42	26323 22312	   	256.08	DCR|3VULN|3ASPD|1MLV|1CDMG|1RPLT	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8RPLT|9AME|aCDMG
43	26323 22352	   	255.93	DCR|3VULN|3ASPD|1MLV|1CDMG|1RPLT|1ZMB	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8RPLT|9ZMB|aCDMG
44	53335 35133	   	255.48	DCR|DCR|1VULN|1DMG|1RPLT|1ZMB	1ZMB|2TBNT|3DMG|4DUR|5VULN|6RPLT|7FLTARM|8aRCR|9BBNT
45	26323 24523	   	255.36	DCR|3VULN|3ASPD|1DMG|2CDMG	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7CGEN|89CDMG|aDMG
46	26323 15323	   	255.26	DCR|3VULN|3ASPD|1DMG|2CDMG	145ASPD|2LEGI|345VULN|45BPWR|6ERES|79CDMG|8RCR|aDMG
47	26323 45323	   	255.12	DCR|3VULN|3ASPD|1DMG|2CDMG|1ZMB	145ASPD|2LEGI|345VULN|45BPWR|6ZMB|79CDMG|8RCR|aDMG
48	26323 22532	   	254.82	DCR|3VULN|3ASPD|1MLV|1CDMG	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9LWND|aDUR
49	11361 13535	   	254.31	DCR|DCR|2MLV|2ASPD|1AART	1CANSTR|24MLV|34DUST|4BPWR|5aASPD|69RCR|7BBNT|8AART
50	26323 24333	   	253.82	DCR|4VULN|3ASPD|1AART|1RPLT	145ASPD|2LEGI|345aVULN|45BPWR|6RCR|7CGEN|8RPLT|9AART
51	22453 33135	 * 	253.36	DCR|DCR|1VULN|2ASPD|1AART	1aASPD|2LHND|3MDPS|4VULN|5AART|69RCR|7FRZICY|8TLV
52	22453 33335	   	253.26	DCR|DCR|1VULN|2ASPD|1AART	1aASPD|2LHND|3MDPS|4VULN|5AART|69RCR|7FRZICY|8ERES
53	26323 22521	   	252.83	DCR|3VULN|3ASPD|2CDMG|1MLV	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|89CDMG|aLWND
54	26323 22524	   	252.83	DCR|3VULN|3ASPD|2CDMG|1MLV	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|89CDMG|aCGEN
55	26323 22525	   	252.83	DCR|3VULN|3ASPD|2CDMG|1MLV	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|89CDMG|aLHND
56	26323 22526	   	252.73	DCR|3VULN|3ASPD|2CDMG|1MLV|1ZMB	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|89CDMG|aZMB
57	26323 22332	   	252.19	DCR|3VULN|3ASPD|1MLV|1AART|1RPLT	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8RPLT|9AART|aAAC
58	26323 22335	   	252.19	DCR|3VULN|3ASPD|1MLV|1AART|1RPLT	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8RPLT|9AART|aBBNT
59	11122 26126	 * 	252.16	DCR|DCR|2MLV|2CDMG|1ASPD	1aCANSTR|2aMLV|3BBNT|4ASPD|59CDMG|67RCR|8aVENFST|aBPWR
60	11122 26526	   	252.16	DCR|DCR|2MLV|2CDMG|1ASPD	1aCANSTR|2aMLV|3BBNT|4ASPD|59CDMG|67RCR|8aMSLFST|aBPWR
61	26323 22331	   	252.09	DCR|3VULN|3ASPD|1MLV|1AART|1RPLT	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8RPLT|9AART|aDUST
62	26323 22131	   	252.03	DCR|4VULN|3ASPD|1MLV	145ASPD|2LEGI|345aVULN|45BPWR|6RCR|7MLV|8TLV|9CGEN
63	26323 22635	   	252.03	DCR|4VULN|3ASPD|1MLV	145ASPD|2LEGI|345aVULN|45BPWR|6RCR|7MLV|8TBNT|9FLTARM
64	26323 22651	   	252.03	DCR|4VULN|3ASPD|1MLV	145ASPD|2LEGI|3459VULN|45BPWR|6RCR|7MLV|8TBNT|aTLV
65	26323 22652	   	252.03	DCR|4VULN|3ASPD|1MLV	145ASPD|2LEGI|3459VULN|45BPWR|6RCR|7MLV|8TBNT|aFEWX
66	26323 22221	   	251.93	DCR|4VULN|3ASPD|1MLV	145ASPD|2LEGI|345aVULN|45BPWR|6RCR|7MLV|8ERES|9TLV
67	26323 22231	   	251.93	DCR|4VULN|3ASPD|1MLV	145ASPD|2LEGI|345aVULN|45BPWR|6RCR|7MLV|8ERES|9RMIN
68	26323 22211	   	251.83	DCR|4VULN|3ASPD|1MLV	145ASPD|2LEGI|345aVULN|45BPWR|6RCR|7MLV|8ERES|9AME
69	26323 23113	   	251.79	DCR|4VULN|3ASPD|1MLV|1SELL	145ASPD|2LEGI|345aVULN|45BPWR|6RCR|7LHND|8SELL|9MLV
70	26323 62113	 * 	251.39	DCR|5VULN|3ASPD	145ASPD|2LEGI|34579VULN|45BPWR|6BELT|8BEXP|aRCR
71	26323 62213	   	251.39	DCR|5VULN|3ASPD	145ASPD|2LEGI|34579VULN|45BPWR|6BELT|8LHND|aRCR
72	26323 62353	   	251.39	DCR|5VULN|3ASPD	145ASPD|2LEGI|34578VULN|45BPWR|6BELT|9LWND|aRCR
73	26323 62413	   	251.39	DCR|5VULN|3ASPD	145ASPD|2LEGI|34579VULN|45BPWR|6BELT|8LWND|aRCR
74	26323 63113	   	251.39	DCR|5VULN|3ASPD	145ASPD|2LEGI|34589VULN|45BPWR|6BELT|7BEXP|aRCR
75	26323 23256	   	251.29	DCR|5VULN|3ASPD	145ASPD|2LEGI|3459aVULN|45BPWR|6RCR|7LHND|8BASICY
76	16122 26124	   	251.11	DCR|DCR|1VULN|2CDMG|1ASPD	1CANSTR|2TLV|3BBNT|4ASPD|59CDMG|67RCR|8VENFST|aVULN
77	13311 11555	   	251.01	DCR|DCR|1VULN|1DMG|1ASPD	1CANSTR|2ERES|3DUST|4RCVC|5ASPD|6aRCR|7DMG|8MDPS|9VULN
78	26323 22366	   	250.83	DCR|3VULN|3ASPD|1MLV|1RPLT	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8RPLT|9BBNT|aDUR
79	31524 53321	   	249.35	DCR|DCR|2DMG|3CDMG	136CDMG|2TBNT|36BPWR|4RMIN|56DMG|7LHND|89RCR|aCGEN
80	31524 53323	   	249.35	DCR|DCR|2DMG|3CDMG	136CDMG|2TBNT|36BPWR|4RMIN|56DMG|7aLHND|89RCR
81	31524 52321	   	249.25	DCR|DCR|2DMG|3CDMG	136CDMG|2TBNT|36BPWR|4RMIN|56DMG|7LEGI|89RCR|aCGEN
82	31524 52323	   	249.25	DCR|DCR|2DMG|3CDMG	136CDMG|2TBNT|36BPWR|4RMIN|56DMG|7LEGI|89RCR|aLHND
83	11122 26123	 * 	249.00	DCR|DCR|2ASPD|2CDMG|1MLV	1CANSTR|2MLV|3BBNT|4aASPD|59CDMG|67RCR|8VENFST
84	11122 26523	   	249.00	DCR|DCR|2ASPD|2CDMG|1MLV	1CANSTR|2MLV|3BBNT|4aASPD|59CDMG|67RCR|8MSLFST
85	11361 13531	   	248.79	DCR|DCR|2MLV|1ASPD|1AART	1CANSTR|24MLV|34DUST|4BPWR|5ASPD|69RCR|7BBNT|8AART|aNUKE
86	22333 55241	 * 	248.30	ACR|DCR|2DMG|1VULN|1ASPD	1ASPD|2LHND|3VULN|4DUST|58RCR|69DMG|7BBNT|aDUR
87	11574 31346	 * 	248.27	DCR|DCR|2MLV|1DMG|1AART	14CANSTR|24MLV|3MBVNT|4BPWR|5DMG|69LHND|7AART|8aRCR
88	26323 24533	   	248.15	DCR|4VULN|3ASPD|1CDMG	145ASPD|2LEGI|345aVULN|45BPWR|6RCR|7CGEN|8CDMG|9LWND
89	26323 15333	   	248.05	DCR|4VULN|3ASPD|1CDMG	145ASPD|2LEGI|345aVULN|45BPWR|6ERES|7CDMG|8RCR|9LWND
90	26323 23653	   	248.05	DCR|4VULN|3ASPD|1CDMG	145ASPD|2LEGI|345aVULN|45BPWR|6RCR|7LHND|8ERES|9CDMG
91	26323 14632	   	248.05	DCR|4VULN|3ASPD|1CDMG	145ASPD|2LEGI|3458VULN|45BPWR|6ERES|7CGEN|9CDMG|aRCR
92	22453 33131	   	247.84	DCR|DCR|1VULN|1ASPD|1AART	1ASPD|2LHND|3MDPS|4VULN|5AART|69RCR|7FRZICY|8TLV|aNUKE
93	22453 33331	   	247.74	DCR|DCR|1VULN|1ASPD|1AART	1ASPD|2LHND|3MDPS|4VULN|5AART|69RCR|7FRZICY|8ERES|aNUKE
94	15332 51136	   	247.22	DCR|DCR|1VULN|1DMG|1RPLT	1CANSTR|2SNITOX|3RPLT|4LWND|5VULN|6aRCR|7AAC|8CGEN|9DMG
95	12524 21356	   	247.12	DCR|DCR|1VULN|1DMG|1AART	12CANSTR|2BPWR|3TLV|4MBVNT|5DMG|6VULN|7AART|8aRCR|9RCVC
96	13514 21356	   	247.12	DCR|DCR|1VULN|1DMG|1AART	1CANSTR|2ERES|3MBVNT|49RCVC|5DMG|6VULN|7AART|8aRCR
97	11211 13535	   	247.10	DCR|DCR|2ASPD|1MLV|1AART	1CANSTR|2MLV|3DUR|4RCVC|5aASPD|69RCR|7BBNT|8AART
98	26323 22515	   	246.52	DCR|3VULN|3ASPD|1MLV|1CDMG	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9FEWX|aLHND
99	26323 22516	   	246.52	DCR|3VULN|3ASPD|1MLV|1CDMG	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9FEWX|aBEXP
100	26323 22535	   	246.52	DCR|3VULN|3ASPD|1MLV|1CDMG	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9LWND|aLHND
101	26323 22536	   	246.52	DCR|3VULN|3ASPD|1MLV|1CDMG	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9LWND|aBEXP
102	26323 22553	   	246.52	DCR|3VULN|3ASPD|1MLV|1CDMG	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9RMIN|aBEXP
103	26323 22562	   	246.52	DCR|3VULN|3ASPD|1MLV|1CDMG	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9TLV|aRMIN
104	26323 22511	   	246.42	DCR|3VULN|3ASPD|1MLV|1CDMG	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9FEWX|aAIRARM
105	26323 22513	   	246.42	DCR|3VULN|3ASPD|1MLV|1CDMG|1MSE	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9FEWX|aMSE
106	26323 22514	   	246.42	DCR|3VULN|3ASPD|1MLV|1CDMG	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9FEWX|aMDPS
107	26323 22531	   	246.42	DCR|3VULN|3ASPD|1MLV|1CDMG	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9LWND|aAIRARM
108	26323 22534	   	246.42	DCR|3VULN|3ASPD|1MLV|1CDMG	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9LWND|aMDPS
109	26323 22551	   	246.42	DCR|3VULN|3ASPD|1MLV|1CDMG|1MSE	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9RMIN|aMSE
110	26323 22552	   	246.42	DCR|3VULN|3ASPD|1MLV|1CDMG	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9RMIN|aDUST
111	26323 22561	   	246.42	DCR|3VULN|3ASPD|1MLV|1CDMG|1MSE	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9TLV|aMSE
112	26323 22541	   	246.32	DCR|3VULN|3ASPD|1MLV|1CDMG|1MSE	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9MSE|aAIRARM
113	26323 22542	   	246.32	DCR|3VULN|3ASPD|1MLV|1CDMG|1AART|1MSE	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9MSE|aAART
114	26323 22543	   	246.32	DCR|3VULN|3ASPD|1MLV|1CDMG|2MSE	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7MLV|8CDMG|9aMSE
115	34253 63133	   	246.22	DCR|DCR|2DMG|1CDMG|1RPLT|1SELL	1CDMG|2MDPS|3aDMG|4AAC|5BEXP|6SELL|78RCR|9RPLT
116	11122 26641	   	245.84	DCR|DCR|2MLV|1ASPD|1CDMG	1CANSTR|29MLV|3BBNT|4ASPD|5CDMG|67RCR|8MDPS|aAAC
117	11122 26643	   	245.84	DCR|DCR|2MLV|1ASPD|1CDMG	1CANSTR|29MLV|3BBNT|4ASPD|5CDMG|67RCR|8MDPS|aBELT
118	11122 26642	   	245.74	DCR|DCR|2MLV|1ASPD|1CDMG	1CANSTR|29MLV|3BBNT|4ASPD|5CDMG|67RCR|8MDPS|aFLTFST
119	26323 24363	   	245.06	DCR|3VULN|3ASPD|1DMG|1RPLT	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7CGEN|8RPLT|9BBNT|aDMG
120	26323 21221	   	244.96	DCR|3VULN|3ASPD|1DMG|1RPLT	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7BEXP|8BASICY|9RPLT|aDMG
121	26323 23221	   	244.96	DCR|3VULN|3ASPD|1DMG|1RPLT	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7LHND|8BASICY|9RPLT|aDMG
122	26323 24311	   	244.96	DCR|3VULN|3ASPD|1DMG|1RPLT	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7CGEN|8RPLT|9AME|aDMG
123	26323 24522	   	244.96	DCR|3VULN|3ASPD|2CDMG|1RPLT	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7CGEN|89CDMG|aRPLT
124	26323 26221	   	244.96	DCR|3VULN|3ASPD|1DMG|1RPLT	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7FEWX|8BASICY|9RPLT|aDMG
125	16122 26314	   	244.89	DCR|DCR|1VULN|1ASPD|1CDMG	1CANSTR|2TLV|3BBNT|4ASPD|5CDMG|67RCR|8LWND|9CGEN|aVULN
126	26323 15322	   	244.86	DCR|3VULN|3ASPD|2CDMG|1RPLT	145ASPD|2LEGI|345VULN|45BPWR|6ERES|79CDMG|8RCR|aRPLT
127	26323 24351	   	244.81	DCR|3VULN|3ASPD|1DMG|1RPLT|1ZMB	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7CGEN|8RPLT|9ZMB|aDMG
128	16122 26214	   	244.79	DCR|DCR|1VULN|1ASPD|1CDMG	1CANSTR|2TLV|3BBNT|4ASPD|5CDMG|67RCR|8ERES|9AAC|aVULN
129	16122 26224	   	244.79	DCR|DCR|1VULN|1ASPD|1CDMG	1CANSTR|2TLV|3BBNT|4ASPD|5CDMG|67RCR|8ERES|9BEXP|aVULN
130	16122 26234	   	244.79	DCR|DCR|1VULN|1ASPD|1CDMG	1CANSTR|2TLV|3BBNT|4ASPD|5CDMG|67RCR|8ERES|9FEWX|aVULN
131	16122 26326	   	244.79	DCR|DCR|1VULN|1ASPD|1CDMG	1CANSTR|2TLV|3BBNT|4ASPD|5CDMG|67RCR|8LWND|9MDPS|aVULN
132	31116 21164	   	244.79	DCR|DCR|1VULN|1CDMG|1ASPD	1CDMG|2TBNT|3ERES|4BBNT|5VULN|6BELT|7aRCR|8ASPD|9VENICY
133	31116 21364	   	244.79	DCR|DCR|1VULN|1CDMG|1ASPD	1CDMG|2TBNT|3ERES|4BBNT|5VULN|6BELT|7aRCR|8BLAICY|9ASPD
134	26323 45322	   	244.71	DCR|3VULN|3ASPD|2CDMG|1RPLT|1ZMB	145ASPD|2LEGI|345VULN|45BPWR|6ZMB|79CDMG|8RCR|aRPLT
135	11161 46121	   	244.44	DCR|DCR|1VULN|1MLV|1RPLT|1ZMB	1CANSTR|2MLV|3BBNT|4VULN|5DLOT|6ZMB|7RPLT|8aRCR|9TBNT
136	56323 13324	 * 	244.01	DCR|4VULN|1DMG|1CDMG|3ZMB	145ZMB|2LEGI|345aVULN|45BPWR|6ERES|7CDMG|8RCR|9DMG
137	31523 53325	 * 	243.70	DCR|DCR|1VULN|3CDMG	136CDMG|2TBNT|36BPWR|4RMIN|5AAC|7FEWX|89RCR|aVULN
138	12115 53631	   	243.60	DCR|DCR|2VULN	12CANSTR|2BPWR|35BEXP|4NUKE|67VULN|8BELT|9aRCR
139	12233 54631	   	243.60	DCR|DCR|2VULN	12CANSTR|2BPWR|3RMIN|4AAC|5ERES|67VULN|8BELT|9aRCR
140	21611 35631	   	243.50	DCR|DCR|1VULN|2ASPD	16ASPD|23AELOIC|4VULN|5BEXP|7MULARM|8BELT|9aRCR
141	26323 24334	   	242.96	DCR|3VULN|3ASPD|1AART|1RPLT	145ASPD|2LEGI|345VULN|45BPWR|6RCR|7CGEN|8RPLT|9AART|aDUR
