0	Index      	Bounty	 *	Score 	Summary	Detail	
1	41414 31322	4	 * 	286.47	DCR|4VULN|2DMG|2ASPD|2CDMG	19ASPD|247aVULN|39DMG|5TBNT|6RCR|89CDMG|9BPWR
27	31224 26214	5	   	272.95	DCR|5VULN|1DMG|1TLV|1AART	1ERES|23579VULN|4AART|6RCR|8DMG|aTLV
28	31224 26214	4	   	272.95	DCR|5VULN|1DMG|1TLV|1AART	1ERES|23579VULN|4AART|6RCR|8DMG|aTLV
29	23412 12151	6	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	15CGEN|28DUR|3DMG|4567VULN|5BPWR|9RCR|aCDMG
30	23412 15251	9	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	15CGEN|29DUR|3DMG|4568VULN|5BPWR|7RCR|aCDMG
31	23412 15262	9	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	15CGEN|2aDUR|3DMG|4568VULN|5BPWR|7RCR|9CDMG
32	23412 25261	10	   	272.19	DCR|4VULN|2DUR|1DMG|1CDMG	15CGEN|26DUR|3DMG|458aVULN|5BPWR|7RCR|9CDMG
33	23412 25251	9	 * 	271.76	DCR|4VULN|3DUR|1DMG	15CGEN|269DUR|3DMG|458aVULN|5BPWR|7RCR
34	41414 31312	4	   	271.70	DCR|5VULN|1DMG|1CDMG|1ASPD	1ASPD|2479aVULN|3DMG|5TBNT|6RCR|8CDMG
35	33232 14165	10	   	271.66	DCR|4VULN|3DUR|1DMG	1ERES|257DUR|3568VULN|4RMIN|5BPWR|9RCR|aDMG
36	33232 22165	10	   	271.66	DCR|4VULN|3DUR|1DMG	1ERES|256DUR|3578VULN|4RMIN|5BPWR|9RCR|aDMG
37	23232 14161	9	 * 	271.24	DCR|5VULN|3DUR	1CGEN|257DUR|3568aVULN|4RMIN|5BPWR|9RCR
38	23232 22161	9	   	271.24	DCR|5VULN|3DUR	1CGEN|256DUR|3578aVULN|4RMIN|5BPWR|9RCR
39	33232 14161	9	   	271.14	DCR|5VULN|3DUR	1ERES|257DUR|3568aVULN|4RMIN|5BPWR|9RCR
40	33232 22161	9	   	271.14	DCR|5VULN|3DUR	1ERES|256DUR|3578aVULN|4RMIN|5BPWR|9RCR
41	41223 23343	10	   	271.01	DCR|4VULN|2ASPD|1TLV|1DUR|1AART	17ASPD|2379VULN|4AART|5BELT|6RCR|7BPWR|8TLV|aDUR
42	41423 23243	10	 * 	270.63	DCR|2VULN|3DUR|2DMG|3ASPD	159ASPD|29VULN|37DMG|4FEWX|69aDUR|8RCR|9BPWR
43	43423 13243	10	   	270.63	DCR|2VULN|3DUR|2DMG|3ASPD	159ASPD|29aDUR|37DMG|4FEWX|69VULN|8RCR|9BPWR
44	41223 22316	6	   	269.87	DCR|3VULN|2DMG|2ASPD|1TLV|1AART	18ASPD|238VULN|4AART|5BELT|6RCR|78DMG|8BPWR|9MLV|aTLV
45	41223 22332	6	   	269.87	DCR|3VULN|2DMG|2ASPD|1DUR|1AART	18ASPD|238VULN|4AART|5BELT|6RCR|78DMG|8BPWR|9BEXP|aDUR
46	41414 31313	4	   	269.74	DCR|4VULN|2DMG|1CDMG|1ASPD	1ASPD|2479VULN|3aDMG|5TBNT|6RCR|8CDMG
47	43231 12114	1	   	269.63	DCR|3VULN|2DMG|3ASPD|1DUR	149ASPD|2ZMB|39DMG|5TBNT|679VULN|8RCR|9BPWR|aDUR
48	43233 14413	6	   	269.63	DCR|3VULN|2DMG|3ASPD|1DUR	159ASPD|2DUR|369VULN|4RMIN|7BBNT|89DMG|9BPWR|aRCR
49	23412 12154	6	   	269.54	DCR|4VULN|2DUR|1DMG|1ASPD	15CGEN|28DUR|3DMG|4567VULN|5BPWR|9RCR|aASPD
50	43114 61231	9	 * 	269.51	DCR|4VULN|3ASPD|2DUR	157ASPD|28DUR|378LHND|4BELT|6789VULN|78BPWR|aRCR
51	43228 23242	3	   	269.34	DCR|4VULN|2DUR|1DMG|1ASPD	1ASPD|25DUR|3589VULN|4MBVNT|5BPWR|6DMG|7TBNT|aRCR
52	61163 13241	9	 * 	269.24	DCR|3VULN|3DMG|2DUR	1RCVC|29DUR|379DMG|4FEWX|5ZMB|69aVULN|8RCR|9BPWR
53	21414 53331	5	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1CGEN|259VULN|36DMG|4TLV|7DUR|8CDMG|aRCR
54	31414 53331	5	   	268.60	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1ERES|259VULN|36DMG|4TLV|7DUR|8CDMG|aRCR
55	41416 33331	5	   	268.51	DCR|4VULN|1DMG|1DUR|1CDMG|1ASPD	1ASPD|2479VULN|3DMG|5DUR|6MLV|8CDMG|aRCR
56	41123 32551	10	   	268.51	DCR|4VULN|1DMG|1DUR|1CDMG|1ASPD	1ASPD|289aVULN|3LHND|4DUR|5DMG|6CDMG|7RCR
57	42223 32551	10	   	268.51	DCR|4VULN|1DMG|1DUR|1CDMG|1ASPD	1ASPD|2LWND|389aVULN|4DUR|5DMG|6CDMG|7RCR
58	41223 23311	8	   	268.20	DCR|4VULN|3ASPD|2TLV|1AART	179ASPD|2379VULN|4AART|5BELT|6RCR|79BPWR|89TLV|aCGEN
59	41223 23315	8	   	268.20	DCR|4VULN|3ASPD|2TLV|1AART	179ASPD|2379VULN|4AART|5BELT|6RCR|79BPWR|89TLV|aRCVC
60	41223 23312	8	   	268.10	DCR|4VULN|3ASPD|2TLV|1AART	179ASPD|2379VULN|4AART|5BELT|6RCR|79BPWR|89TLV|aDUST
61	41223 23313	8	   	268.10	DCR|4VULN|3ASPD|2TLV|1NUKE|1AART	179ASPD|2379VULN|4AART|5BELT|6RCR|79BPWR|89TLV|aNUKE
62	41212 43113	10	   	267.99	DCR|4VULN|2DUR|2ASPD	1aASPD|239aVULN|4DUST|5RPLT|6LIT|7aDUR|8RCR|aBPWR
63	41223 22333	6	   	267.27	DCR|3VULN|2DMG|2ASPD|1CDMG|1AART	18ASPD|238VULN|4AART|5BELT|6RCR|78DMG|8BPWR|9BEXP|aCDMG
64	41223 22361	6	   	267.17	DCR|3VULN|2DMG|2ASPD|1CDMG|1AART	18ASPD|238VULN|4AART|5BELT|6RCR|78DMG|8BPWR|9TBNT|aCDMG
65	23412 25263	9	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	15CGEN|26DUR|3aDMG|458VULN|5BPWR|7RCR|9CDMG
66	45113 12411	10	   	266.98	DCR|2VULN|3DMG|2DUR|1CDMG|1ASPD	1ASPD|23aDMG|4BEXP|5LHND|6aVULN|7CDMG|8RCR|9aDUR|aBPWR
67	12241 51241	8	 * 	266.76	DCR|2VULN|3DMG|3DUR|1ASPD	178FEWX|2BELT|38VULN|457DMG|678DUR|78BPWR|9ASPD|aRCR
68	41223 23551	9	   	266.35	DCR|4VULN|2ASPD|1DMG|2AART	17ASPD|237aVULN|48AART|5BELT|6RCR|7BPWR|9DMG
69	41223 25311	8	   	266.35	DCR|4VULN|2ASPD|2TLV|2AART	19ASPD|239aVULN|47AART|5BELT|6RCR|89TLV|9BPWR
70	23412 15262	10	   	265.91	DCR|4VULN|1DMG|1DUR|1CDMG	15CGEN|2DUR|3DMG|4568VULN|5BPWR|7RCR|9CDMG|aLIT
71	41411 34211	8	   	265.85	DCR|4VULN|2DMG|1ASPD|1AART	1ASPD|2467VULN|38DMG|5AART|9RPLT|aRCR
72	41223 23411	9	   	265.84	DCR|3VULN|2ASPD|1DMG|1TLV|1CDMG|1AART	17ASPD|237VULN|4AART|5BELT|6RCR|7BPWR|8CDMG|9TLV|aDMG
73	41223 23462	9	   	265.84	DCR|3VULN|2ASPD|1DMG|1DUR|1CDMG|1AART	17ASPD|237VULN|4AART|5BELT|6RCR|7BPWR|8CDMG|9DUR|aDMG
74	23412 63631	6	   	265.80	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	15CGEN|27DUR|3DMG|459VULN|5BPWR|6CDMG|8TLV|aRCR
75	23223 42631	4	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1CGEN|24DUR|359VULN|6CDMG|7DMG|8TLV|aRCR
76	23224 42631	5	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1CGEN|24DUR|359VULN|6CDMG|7DMG|8TLV|aRCR
77	33223 42631	4	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1ERES|24DUR|359VULN|6CDMG|7DMG|8TLV|aRCR
78	33224 42631	5	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1ERES|24DUR|359VULN|6CDMG|7DMG|8TLV|aRCR
79	33412 63631	6	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	15ERES|27DUR|3DMG|459VULN|5BPWR|6CDMG|8TLV|aRCR
80	43512 15213	9	   	265.16	DCR|4VULN|2ASPD|1DMG|1DUR	15ASPD|2DUR|3CGEN|4568VULN|5BPWR|7RCR|9MLV|aDMG
81	43512 15222	10	   	265.16	DCR|4VULN|2ASPD|1DMG|1DUR	15ASPD|2DUR|39CGEN|4568VULN|5BPWR|7RCR|aDMG
82	63113 43112	1	 * 	264.95	DCR|4VULN|3CDMG|1DUR|2LIT	1RCVC|27LIT|3RPLT|467CDMG|567aVULN|67BPWR|8RCR|9DUR
83	41241 32631	4	   	264.82	DCR|4VULN|2ASPD|1DMG|1TLV|1SELL	16ASPD|2369VULN|4LEGI|5SELL|6BPWR|7DMG|8TLV|aRCR
84	43512 15131	7	   	264.54	DCR|5VULN|2ASPD|1DUR	15ASPD|2DUR|3CGEN|4568aVULN|5BPWR|7RCR|9BBNT
85	43512 15231	8	   	264.54	DCR|5VULN|2ASPD|1DUR	15ASPD|2DUR|3CGEN|4568aVULN|5BPWR|7RCR|9BBNT
86	41223 23214	8	   	264.48	DCR|4VULN|3ASPD|1DUR|1AART	179ASPD|2379VULN|4AART|5BELT|6RCR|79BPWR|89CGEN|aDUR
87	41223 23314	7	   	264.48	DCR|4VULN|3ASPD|1DUR|1AART	179ASPD|2379VULN|4AART|5BELT|6RCR|79BPWR|89CGEN|aDUR
88	43163 32511	10	   	264.45	DCR|2VULN|3DUR|2DMG|1CDMG|1ASPD	1ASPD|29aDUR|3LHND|4DUST|5aDMG|6CDMG|7RCR|8aVULN|aBPWR
89	43163 32512	9	   	264.45	DCR|2VULN|3DUR|2DMG|1CDMG|1ASPD	1ASPD|29aDUR|3LHND|4DUST|5aDMG|6CDMG|7RCR|8aVULN|aBPWR
90	43228 23642	3	   	264.29	DCR|3VULN|2DMG|2DUR|1ASPD	1ASPD|25DUR|359VULN|4MBVNT|5BPWR|68DMG|7TBNT|aRCR
91	41223 23345	10	   	264.28	DCR|4VULN|3ASPD|1TLV|1AART	17aASPD|2379VULN|4AART|5BELT|6RCR|7BPWR|8TLV
92	31214 21156	3	   	264.18	DCR|4VULN|2DUR|1TLV|1AART	1ERES|235aVULN|4AART|6RCR|7TLV|89DUR
93	31214 23436	3	   	264.18	DCR|4VULN|2DUR|1TLV|1AART	1ERES|235aVULN|4AART|6RCR|78DUR|9TLV
94	31224 21156	5	   	264.18	DCR|4VULN|2DUR|1TLV|1AART	1ERES|235aVULN|4AART|6RCR|7TLV|89DUR
95	31224 21156	4	   	264.18	DCR|4VULN|2DUR|1TLV|1AART	1ERES|235aVULN|4AART|6RCR|7TLV|89DUR
96	31224 23436	4	   	264.18	DCR|4VULN|2DUR|1TLV|1AART	1ERES|235aVULN|4AART|6RCR|78DUR|9TLV
97	31224 23436	5	   	264.18	DCR|4VULN|2DUR|1TLV|1AART	1ERES|235aVULN|4AART|6RCR|78DUR|9TLV
98	41223 11511	7	   	263.99	DCR|5VULN|1TLV|1ASPD|1AART	1ASPD|2367aVULN|4AART|5BELT|8RCR|9TLV
99	41223 26448	3	   	263.94	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV	18ASPD|23VULN|4MBVNT|58DUR|68DMG|7LEGI|8BPWR|9RCR|aTLV
100	41414 21112	4	 * 	263.83	DCR|3VULN|2DMG|2ASPD|2TLV	17ASPD|249VULN|37DMG|5TBNT|67TLV|7BPWR|8ZMB|aRCR
101	41414 31321	4	   	263.72	DCR|3VULN|2DMG|2ASPD|2CDMG	19ASPD|247VULN|39DMG|5TBNT|6RCR|89CDMG|9BPWR|aDUST
102	45351 12111	4	   	263.58	DCR|3VULN|2DMG|2ASPD|2CDMG|1SELL	19ASPD|2aDMG|3SELL|49CDMG|5TBNT|679VULN|8RCR|9BPWR
103	45521 12111	3	   	263.58	DCR|3VULN|2DMG|2ASPD|2CDMG|1SELL	19ASPD|2aDMG|39CDMG|4SELL|5TBNT|679VULN|8RCR|9BPWR
104	41123 32212	7	   	263.45	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1ASPD|29aVULN|3LHND|4DUR|5aDMG|6CDMG|7RCR|8aDUST|aBPWR
105	41123 32553	9	   	263.45	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1ASPD|289VULN|3LHND|4DUR|5aDMG|6CDMG|7RCR
106	41123 32612	8	   	263.45	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1ASPD|29aVULN|3LHND|4DUR|5aDMG|6CDMG|7RCR|8aDUST|aBPWR
107	42223 32553	9	   	263.45	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1ASPD|2LWND|389VULN|4DUR|5aDMG|6CDMG|7RCR
108	43412 23331	5	   	263.45	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1ASPD|2DUR|36DMG|479VULN|5MLV|8CDMG|aRCR
109	23412 15131	7	   	263.39	DCR|5VULN|1DMG|1DUR	15CGEN|2DUR|3DMG|4568aVULN|5BPWR|7RCR|9BBNT
110	23412 15231	8	   	263.39	DCR|5VULN|1DMG|1DUR	15CGEN|2DUR|3DMG|4568aVULN|5BPWR|7RCR|9BBNT
111	41215 22433	8	   	263.35	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1ASPD|239VULN|4DUST|5aDMG|6DUR|7CDMG|8RCR
112	41412 53331	5	   	263.35	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1ASPD|249VULN|36DMG|5ERES|7DUR|8CDMG|aRCR
113	33412 15131	7	   	263.19	DCR|5VULN|1DMG|1DUR	15ERES|2DUR|3DMG|4568aVULN|5BPWR|7RCR|9BBNT
114	33412 15231	8	   	263.19	DCR|5VULN|1DMG|1DUR	15ERES|2DUR|3DMG|4568aVULN|5BPWR|7RCR|9BBNT
115	41223 23343	9	   	263.07	DCR|4VULN|2ASPD|1TLV|1AART	17ASPD|2379VULN|4AART|5BELT|6RCR|7BPWR|8TLV|aLIT
116	41224 13335	10	   	262.97	DCR|4VULN|2ASPD|1TLV|1AART	17ASPD|2358VULN|4AART|6LIT|9TLV|aRCR
117	41224 13336	9	   	262.97	DCR|4VULN|2ASPD|1TLV|1AART	17ASPD|2358VULN|4AART|6LIT|9TLV|aRCR
118	41224 13341	8	   	262.97	DCR|4VULN|2ASPD|1TLV|1AART	17ASPD|2358VULN|4AART|6LIT|9RCR|aTLV
119	41642 11421	8	   	262.94	DCR|3VULN|2DMG|3ASPD|1AART	157ASPD|259VULN|3MBVNT|4DLOT|59BPWR|69DMG|8AART|aRCR
120	41642 41418	8	   	262.83	DCR|4VULN|3ASPD|1TLV	156ASPD|2569VULN|3MBVNT|4DLOT|56BPWR|7LIT|8TLV|aRCR
121	41642 41438	9	   	262.83	DCR|4VULN|3ASPD|1TLV	156ASPD|2569VULN|3MBVNT|4DLOT|56BPWR|7LIT|8TLV|aRCR
122	21223 65511	7	   	262.82	DCR|4VULN|2DMG|2AART	19CGEN|239aVULN|47AART|5BELT|69DMG|8RCR|9BPWR
123	23412 25262	9	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	15CGEN|26aDUR|3DMG|458VULN|5BPWR|7RCR|9CDMG
124	23412 63341	6	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	15CGEN|278DUR|3DMG|45aVULN|5BPWR|6CDMG|9RCR
125	23223 42341	4	   	262.67	DCR|3VULN|3DUR|1DMG|1CDMG	1CGEN|248DUR|35aVULN|6CDMG|7DMG|9RCR
126	23224 42341	5	   	262.67	DCR|3VULN|3DUR|1DMG|1CDMG	1CGEN|248DUR|35aVULN|6CDMG|7DMG|9RCR
127	43213 63151	7	   	262.64	DCR|5VULN|1DUR|1ASPD	1ASPD|2DUR|3567aVULN|4BELT|8RCR|9LIT
128	43223 15151	10	   	262.60	DCR|4VULN|3DUR|1ASPD	1ASPD|247DUR|3689VULN|5ZMB|aRCR
129	33223 42341	4	   	262.57	DCR|3VULN|3DUR|1DMG|1CDMG	1ERES|248DUR|35aVULN|6CDMG|7DMG|9RCR
130	33224 42341	5	   	262.57	DCR|3VULN|3DUR|1DMG|1CDMG	1ERES|248DUR|35aVULN|6CDMG|7DMG|9RCR
131	33412 63341	6	   	262.57	DCR|3VULN|3DUR|1DMG|1CDMG	15ERES|278DUR|3DMG|45aVULN|5BPWR|6CDMG|9RCR
132	41223 23511	8	   	262.53	DCR|4VULN|2ASPD|2AART|1TLV	17ASPD|237aVULN|48AART|5BELT|6RCR|7BPWR|9TLV
133	41223 23521	9	   	262.53	DCR|4VULN|2ASPD|2AART|1DUR	17ASPD|237aVULN|48AART|5BELT|6RCR|7BPWR|9DUR
134	41223 23526	10	   	262.53	DCR|4VULN|2ASPD|2AART|1DUR	17ASPD|237aVULN|48AART|5BELT|6RCR|7BPWR|9DUR
135	41638 22443	8	   	262.49	DCR|3VULN|2ASPD|1DMG|2CDMG|1DUR	18ASPD|258VULN|3MBVNT|4MLV|6DUR|78CDMG|8BPWR|9RCR|aDMG
136	41223 23411	10	   	262.02	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG|1AART	17ASPD|237VULN|4AART|5BELT|6RCR|7BPWR|8CDMG|9TLV|aDUR
137	41223 22334	6	   	261.93	DCR|3VULN|2DMG|2ASPD|1AART	18ASPD|238VULN|4AART|5BELT|6RCR|78DMG|8BPWR|9BEXP|aLIT
138	41223 22354	6	   	261.93	DCR|3VULN|2DMG|2ASPD|1AART	18ASPD|238VULN|4AART|5BELT|6RCR|78DMG|8BPWR|9LWND|aLIT
139	41222 34141	10	   	261.92	DCR|4VULN|1DMG|1CDMG|1ASPD|1AART	1ASPD|2367VULN|4AART|5ZMB|8CDMG|9RCR|aDMG
140	41411 33342	10	   	261.92	DCR|4VULN|1DMG|1CDMG|1ASPD|1AART	1ASPD|246aVULN|3DMG|5AART|7ZMB|8CDMG|9RCR
141	63324 12343	8	   	261.82	DCR|4VULN|1DMG|1TLV|1AART	1RCVC|2AART|3578VULN|4TLV|6LIT|9RCR|aDMG
142	41224 23251	1	 * 	261.56	ACR|3VULN|3DMG|3ASPD|2LIT|1AART	18aASPD|238DMG|4RPLT|5RCR|68aVULN|7AART|8aBPWR|9aLIT
143	23412 15213	9	   	261.54	DCR|4VULN|2DMG|1DUR	15CGEN|2DUR|3aDMG|4568VULN|5BPWR|7RCR|9MLV
144	23412 15222	10	   	261.54	DCR|4VULN|2DMG|1DUR	159CGEN|2DUR|3aDMG|4568VULN|5BPWR|7RCR
145	43212 51423	10	 * 	261.54	DCR|3DMG|3DUR|1VULN|3ASPD	178ASPD|278DUR|3VULN|4BELT|5ERES|678DMG|78BPWR|9RCR|aLIT
146	23236 22155	9	   	261.46	DCR|4VULN|3DUR|1AART	17CGEN|267DUR|3789VULN|4RMIN|5AART|7BPWR|aRCR
147	23412 15531	7	   	261.44	DCR|4VULN|2DMG|1DUR	15CGEN|2DUR|38DMG|456aVULN|5BPWR|7RCR|9BBNT
148	41642 28233	8	   	261.42	DCR|3VULN|3ASPD|2DUR|2LIT	159ASPD|25aVULN|3MBVNT|4DLOT|59BPWR|69DUR|79LIT|8RCR
149	23232 14165	9	   	261.36	DCR|4VULN|3DUR|1AART	1CGEN|257DUR|3568VULN|4RMIN|5BPWR|9RCR|aAART
150	23232 22165	9	   	261.36	DCR|4VULN|3DUR|1AART	1CGEN|256DUR|3578VULN|4RMIN|5BPWR|9RCR|aAART
151	31611 84361	10	   	261.34	DCR|4VULN|2DMG|1DUR	1ERES|269aVULN|3MBVNT|4BELT|56DMG|6BPWR|7DUR|8RCR
152	33412 15153	7	   	261.34	DCR|4VULN|2DMG|1DUR	15ERES|2DUR|3aDMG|4568VULN|5BPWR|7RCR|9CGEN
153	33412 15213	9	   	261.34	DCR|4VULN|2DMG|1DUR	15ERES|2DUR|3aDMG|4568VULN|5BPWR|7RCR|9MLV
154	33412 15223	9	   	261.34	DCR|4VULN|2DMG|1DUR	15ERES|2DUR|3aDMG|4568VULN|5BPWR|7RCR|9CGEN
155	33412 15233	9	   	261.34	DCR|4VULN|2DMG|1DUR	15ERES|2DUR|3aDMG|4568VULN|5BPWR|7RCR|9ZMB
156	33412 15253	8	   	261.34	DCR|4VULN|2DMG|1DUR	15ERES|2DUR|3aDMG|4568VULN|5BPWR|7RCR|9CGEN
157	33232 14165	9	   	261.26	DCR|4VULN|3DUR|1AART	1ERES|257DUR|3568VULN|4RMIN|5BPWR|9RCR|aAART
158	33232 22165	9	   	261.26	DCR|4VULN|3DUR|1AART	1ERES|256DUR|3578VULN|4RMIN|5BPWR|9RCR|aAART
159	33236 22155	9	   	261.26	DCR|4VULN|3DUR|1AART	17ERES|267DUR|3789VULN|4RMIN|5AART|7BPWR|aRCR
160	33412 15531	7	   	261.24	DCR|4VULN|2DMG|1DUR	15ERES|2DUR|38DMG|456aVULN|5BPWR|7RCR|9BBNT
161	25154 31232	3	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1CGEN|2ASPD|3DMG|4LIT|5CDMG|6RCR|789aVULN
162	41154 31232	1	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CGEN|4LIT|5CDMG|6RCR|789aVULN
163	43254 31232	1	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2ZMB|3DMG|4LIT|5CDMG|6RCR|789aVULN
164	41215 22431	10	   	260.55	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1ASPD|23aVULN|4DUST|5DMG|6aDUR|7CDMG|8RCR|9aLHND|aBPWR
165	41215 22432	9	   	260.55	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1ASPD|23aVULN|4DUST|5DMG|6aDUR|7CDMG|8RCR|9aLHND|aBPWR
166	43214 11234	9	   	260.52	DCR|3VULN|3ASPD|2DUR|1CDMG	157ASPD|28DUR|378VULN|4BELT|678FEWX|78BPWR|9CDMG|aRCR
167	41223 23414	8	   	260.47	DCR|4VULN|2ASPD|1CDMG|1AART	17ASPD|237aVULN|4AART|5BELT|6RCR|7BPWR|8CDMG|9LIT
168	31254 31232	1	   	260.46	DCR|4VULN|1DMG|1CDMG|1ASPD	1ERES|2DMG|3ASPD|4LIT|5CDMG|6RCR|789aVULN
169	35154 31232	3	   	260.46	DCR|4VULN|1DMG|1CDMG|1ASPD	1ERES|2ASPD|3DMG|4LIT|5CDMG|6RCR|789aVULN
170	35254 31232	2	   	260.46	DCR|4VULN|1DMG|1CDMG|1ASPD	1ERES|2ASPD|3DMG|4LIT|5CDMG|6RCR|789aVULN
171	44214 31232	2	   	260.46	DCR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2LIT|3DMG|4ERES|5CDMG|6RCR|789aVULN
