0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63437 32436	8	 * 	279.53	DCR|3VULN|2DMG|2TLV|1DUR|1ASPD|1AART	18TLV|2MBVNT|38DMG|4ASPD|5DUR|6AART|789VULN|8BPWR|aRCR
54	32422 45312	3	   	260.76	DCR|3VULN|2DMG|1TLV|1CDMG	19ERES|2TLV|39DMG|4CDMG|5MLV|679VULN|8RCR|9BPWR|aLIT
55	12512 24342	8	 * 	260.68	DCR|3VULN|2DMG|2CDMG|1AART	18MLV|246VULN|3AART|58DMG|78CDMG|8BPWR|9LIT|aRCR
56	62512 22121	9	   	260.67	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	1TLV|246VULN|3AART|5DMG|7ERES|8DUR|9CDMG|aRCR
57	12326 44111	2	   	260.29	DCR|2VULN|2DMG|2DUR|2TLV|1CDMG	1MLV|29VULN|3CDMG|4CGEN|59DMG|67DUR|89TLV|9BPWR|aRCR
58	12356 34111	2	   	260.19	DCR|2VULN|2DMG|2DUR|2TLV|1CDMG	1MLV|29VULN|3CDMG|4ERES|59DMG|67DUR|89TLV|9BPWR|aRCR
59	62215 23235	10	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|2578VULN|35CGEN|4LEGI|5BPWR|6RCR|9DUR|aDMG
60	62234 23235	10	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|2478VULN|3CGEN|5LHND|6RCR|9DUR|aDMG
61	62211 23235	10	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|2578VULN|3CGEN|4LEGI|6RCR|9DUR|aDMG
62	63152 23641	3	 * 	259.76	DCR|2VULN|3DUR|2DMG|2TLV	19TLV|2MBVNT|356DUR|4FEWX|79DMG|89VULN|9BPWR|aRCR
63	63162 23641	3	   	259.66	DCR|2VULN|3DUR|2DMG|2TLV	19TLV|2MBVNT|356DUR|4DUST|79DMG|89VULN|9BPWR|aRCR
64	63163 13641	4	   	259.66	DCR|2VULN|3DUR|2DMG|2TLV	19TLV|2MBVNT|345DUR|6DUST|79DMG|89VULN|9BPWR|aRCR
65	63163 23641	5	   	259.66	DCR|2VULN|3DUR|2DMG|2TLV	19TLV|2MBVNT|346DUR|5DUST|79DMG|89VULN|9BPWR|aRCR
66	63164 41374	6	 * 	259.66	DCR|2VULN|3DUR|2DMG|3TLV	18aTLV|2MBVNT|346DUR|5aDMG|7aVULN|9RCR|aBPWR
67	13437 32436	8	   	259.56	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	18MLV|2MBVNT|38DMG|4ASPD|5DUR|6AART|789VULN|8BPWR|aRCR
68	62512 24132	8	   	259.38	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG|1AART	1TLV|246VULN|3AART|5DMG|7CDMG|89LIT|aRCR
69	62512 24332	7	   	259.38	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG|1AART	1TLV|246VULN|3AART|5DMG|7CDMG|89LIT|aRCR
70	12512 23442	6	   	259.22	DCR|4VULN|1DMG|1CDMG|1AART	1MLV|2467VULN|3AART|5DMG|8CDMG|9LIT|aRCR
71	22141 36363	5	 * 	258.98	DCR|3VULN|3DUR|2TLV|1AART	179FEWX|267DUR|3CGEN|49TLV|579VULN|79BPWR|8RCR|aAART
72	12233 15111	4	   	258.96	DCR|3VULN|2DMG|2CDMG|1TLV	1MLV|249VULN|3CGEN|5FEWX|69DMG|7TLV|89CDMG|9BPWR|aRCR
73	12234 15111	5	   	258.96	DCR|3VULN|2DMG|2CDMG|1TLV	1MLV|249VULN|3CGEN|5LHND|69DMG|7TLV|89CDMG|9BPWR|aRCR
74	12235 15111	4	   	258.96	DCR|3VULN|2DMG|2CDMG|1TLV	1MLV|249VULN|3CGEN|5LWND|69DMG|7TLV|89CDMG|9BPWR|aRCR
75	12251 15111	5	   	258.96	DCR|3VULN|2DMG|2CDMG|1TLV	1MLV|259VULN|3CGEN|4FEWX|69DMG|7TLV|89CDMG|9BPWR|aRCR
76	12341 12111	5	   	258.96	DCR|3VULN|2DMG|2CDMG|1TLV	1MLV|259VULN|3BEXP|4TLV|69DMG|7CGEN|89CDMG|9BPWR|aRCR
77	21241 26135	6	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	17FEWX|257VULN|3ERES|4TLV|67aDUR|7BPWR|8CDMG|9RCR
78	22241 36363	5	   	258.88	DCR|3VULN|3DUR|2TLV|1AART	179FEWX|267DUR|3ERES|49TLV|579VULN|79BPWR|8RCR|aAART
79	12231 15111	5	   	258.86	DCR|3VULN|2DMG|2CDMG|1TLV	1MLV|249VULN|3CGEN|5DUST|69DMG|7TLV|89CDMG|9BPWR|aRCR
80	21221 15111	5	   	258.86	DCR|3VULN|2DMG|2CDMG|1TLV	1FEWX|259VULN|3ERES|4CGEN|69DMG|7TLV|89CDMG|9BPWR|aRCR
81	21241 12111	5	   	258.86	DCR|3VULN|2DMG|2CDMG|1TLV	1FEWX|259VULN|3ERES|4TLV|69DMG|7CGEN|89CDMG|9BPWR|aRCR
82	21251 15111	5	   	258.86	DCR|3VULN|2DMG|2CDMG|1TLV	1FEWX|249VULN|3ERES|5CGEN|69DMG|7TLV|89CDMG|9BPWR|aRCR
83	41221 15111	5	   	258.86	DCR|3VULN|2DMG|2CDMG|1TLV	1LWND|259VULN|3ERES|4CGEN|69DMG|7TLV|89CDMG|9BPWR|aRCR
84	41241 12111	5	   	258.86	DCR|3VULN|2DMG|2CDMG|1TLV	1LWND|259VULN|3ERES|4TLV|69DMG|7CGEN|89CDMG|9BPWR|aRCR
85	41251 15111	5	   	258.86	DCR|3VULN|2DMG|2CDMG|1TLV	1LWND|249VULN|3ERES|5CGEN|69DMG|7TLV|89CDMG|9BPWR|aRCR
86	62325 12111	4	   	258.86	DCR|3VULN|2DMG|2CDMG|1TLV	1TLV|249VULN|3BEXP|5ERES|69DMG|7CGEN|89CDMG|9BPWR|aRCR
87	51221 15111	5	   	258.76	DCR|3VULN|2DMG|2CDMG|1TLV	1DUST|259VULN|3ERES|4CGEN|69DMG|7TLV|89CDMG|9BPWR|aRCR
88	51241 12111	5	   	258.76	DCR|3VULN|2DMG|2CDMG|1TLV	1DUST|259VULN|3ERES|4TLV|69DMG|7CGEN|89CDMG|9BPWR|aRCR
89	51251 15111	5	   	258.76	DCR|3VULN|2DMG|2CDMG|1TLV	1DUST|249VULN|3ERES|5CGEN|69DMG|7TLV|89CDMG|9BPWR|aRCR
90	62322 31314	10	   	258.54	DCR|4VULN|2DUR|2TLV	17TLV|2479VULN|3BEXP|5LWND|67DUR|7BPWR|8CGEN|aRCR
91	62215 26233	6	   	258.54	DCR|4VULN|2DUR|2TLV	17TLV|2578VULN|357CGEN|4LEGI|57BPWR|6RCR|9aDUR
92	63341 42735	6	   	258.44	DCR|4VULN|2DUR|2TLV	19TLV|2MBVNT|3CGEN|459aVULN|69DUR|7RCR|8BELT|9BPWR
93	63341 47235	8	   	258.44	DCR|4VULN|2DUR|2TLV	19TLV|2MBVNT|3CGEN|459aVULN|69DUR|7RCR|8BELT|9BPWR
94	63341 47481	10	   	258.44	DCR|4VULN|2DUR|2TLV	19TLV|2MBVNT|3CGEN|459aVULN|69DUR|7RCR|8RPLT|9BPWR
95	62211 26233	6	   	258.44	DCR|4VULN|2DUR|2TLV	17TLV|2578VULN|37CGEN|4LEGI|6RCR|7BPWR|9aDUR
96	62323 61314	10	   	258.44	DCR|4VULN|2DUR|2TLV	17TLV|2479VULN|3BEXP|5DUST|67DUR|7BPWR|8CGEN|aRCR
97	61222 36431	10	   	258.37	DCR|3VULN|3DMG|2TLV	17TLV|2DMSP|379DMG|4RPLT|5RCVC|67aVULN|7BPWR|8RCR
98	31354 12232	2	   	258.34	DCR|4VULN|2DUR|2TLV	1ERES|2DMSP|35TLV|458aVULN|5BPWR|69DUR|7RCR
99	32454 12232	2	   	258.34	DCR|4VULN|2DUR|2TLV	1ERES|25TLV|3RCVC|458aVULN|5BPWR|69DUR|7RCR
100	34354 12232	2	   	258.34	DCR|4VULN|2DUR|2TLV	1ERES|2RCVC|35TLV|458aVULN|5BPWR|69DUR|7RCR
101	61541 12232	3	   	258.34	DCR|4VULN|2DUR|2TLV	14TLV|2DMSP|348aVULN|4BPWR|5ERES|69DUR|7RCR
102	62141 12232	3	   	258.34	DCR|4VULN|2DUR|2TLV	14TLV|248aVULN|3RCVC|4BPWR|5ERES|69DUR|7RCR
103	32354 12232	3	   	258.24	DCR|4VULN|2DUR|2TLV	13ERES|25TLV|458aVULN|5BPWR|69DUR|7RCR
104	33354 12232	1	   	258.24	DCR|4VULN|2DUR|2TLV	12ERES|35TLV|458aVULN|5BPWR|69DUR|7RCR
105	12512 23222	7	   	258.13	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1MLV|246VULN|3AART|5DMG|7TLV|8ASPD|9DUR|aRCR
106	62512 13262	5	   	258.13	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1TLV|249VULN|3AART|5DMG|6DUR|7ASPD|8CGEN|aRCR
107	62512 26222	7	   	258.13	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1TLV|246VULN|3AART|5DMG|7ZMB|8ASPD|9DUR|aRCR
108	63437 32236	8	   	258.03	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1TLV|2MBVNT|3DMG|4ASPD|5DUR|6AART|789VULN|aRCR
109	62323 61131	7	   	257.75	DCR|3VULN|2DUR|2TLV|1CDMG	17TLV|247VULN|3BEXP|5DUST|67DUR|7BPWR|8CDMG|9RCR|aLIT
110	36413 62113	4	   	257.61	DCR|3VULN|3DMG|1ASPD	178ERES|2LIT|378VULN|4FEWX|5ASPD|678DMG|78BPWR|9BELT|aRCR
111	62215 26231	6	   	257.60	DCR|4VULN|2TLV|1DUR|1CDMG	17TLV|2578VULN|357CGEN|4LEGI|57BPWR|6RCR|9DUR|aCDMG
112	21141 23631	10	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1FEWX|257aVULN|3CGEN|4TLV|6RCR|8CDMG|9DMG
113	41141 23631	10	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1LWND|257aVULN|3CGEN|4TLV|6RCR|8CDMG|9DMG
114	62211 26231	6	   	257.50	DCR|4VULN|2TLV|1DUR|1CDMG	17TLV|2578VULN|37CGEN|4LEGI|6RCR|7BPWR|9DUR|aCDMG
115	62215 23631	10	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1TLV|257aVULN|35CGEN|4LEGI|5BPWR|6RCR|8CDMG|9DMG
116	62233 23631	10	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1TLV|247aVULN|3CGEN|5BEXP|6RCR|8CDMG|9DMG
117	62234 23631	10	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1TLV|247aVULN|3CGEN|5LHND|6RCR|8CDMG|9DMG
118	62251 23631	10	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1TLV|257aVULN|3CGEN|4FEWX|6RCR|8CDMG|9DMG
119	62321 23631	10	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1TLV|247aVULN|3BEXP|5CGEN|6RCR|8CDMG|9DMG
120	12664 43261	8	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1MLV|2478VULN|3MBVNT|5DMG|6DUR|9RCR|aCDMG
121	12664 43261	7	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1MLV|2478VULN|3MBVNT|5DMG|6DUR|9RCR|aCDMG
122	62211 23631	10	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1TLV|257aVULN|3CGEN|4LEGI|6RCR|8CDMG|9DMG
123	62511 31141	6	   	257.33	DCR|4VULN|2TLV|1DMG|1AART	17TLV|2467VULN|3AART|5RPLT|7BPWR|8RCVC|9DMG|aRCR
124	13156 21154	9	 * 	257.26	ACR|4VULN|3DUR|2DMG	17aMLV|2MBVNT|367DUR|479aVULN|5RCR|7aBPWR|8aDMG
125	13156 21844	7	   	257.26	ACR|4VULN|3DUR|2DMG	17aMLV|2MBVNT|367DUR|478aVULN|5RCR|7aBPWR|9aDMG
126	62513 11421	4	   	257.23	DCR|4VULN|2TLV|2CDMG|1AART	17TLV|2479VULN|3AART|5MBVNT|67CDMG|7BPWR|8BEXP|aRCR
127	62513 11521	4	   	257.23	DCR|4VULN|2TLV|2CDMG|1AART	17TLV|2479VULN|3AART|5MBVNT|67CDMG|7BPWR|8LHND|aRCR
128	62533 11421	3	   	257.23	DCR|4VULN|2TLV|2CDMG|1AART	17TLV|2479VULN|3AART|5MBVNT|67CDMG|7BPWR|8BEXP|aRCR
129	62533 11521	3	   	257.23	DCR|4VULN|2TLV|2CDMG|1AART	17TLV|2479VULN|3AART|5MBVNT|67CDMG|7BPWR|8LHND|aRCR
130	62681 11421	4	   	257.23	DCR|4VULN|2TLV|2CDMG|1AART	17TLV|2579VULN|3MBVNT|4AART|67CDMG|7BPWR|8BEXP|aRCR
131	62683 11421	5	   	257.23	DCR|4VULN|2TLV|2CDMG|1AART	17TLV|2579VULN|3MBVNT|4AART|67CDMG|7BPWR|8BEXP|aRCR
132	62251 23352	9	 * 	257.22	DCR|4VULN|2ASPD|2TLV	19TLV|2579VULN|3CGEN|4FEWX|6RCR|89ASPD|9BPWR|aLIT
133	62513 11321	4	   	257.13	DCR|4VULN|2TLV|2CDMG|1AART	17TLV|2479VULN|3AART|5MBVNT|67CDMG|7BPWR|8DUST|aRCR
134	62533 11321	3	   	257.13	DCR|4VULN|2TLV|2CDMG|1AART	17TLV|2479VULN|3AART|5MBVNT|67CDMG|7BPWR|8DUST|aRCR
135	62681 11321	4	   	257.13	DCR|4VULN|2TLV|2CDMG|1AART	17TLV|2579VULN|3MBVNT|4AART|67CDMG|7BPWR|8DUST|aRCR
136	62683 11321	5	   	257.13	DCR|4VULN|2TLV|2CDMG|1AART	17TLV|2579VULN|3MBVNT|4AART|67CDMG|7BPWR|8DUST|aRCR
137	12512 23525	6	 * 	256.80	DCR|5VULN|1DMG|1AART	1MLV|24678VULN|3AART|5DMG|9FEWX|aRCR
138	12512 23535	6	   	256.80	DCR|5VULN|1DMG|1AART	1MLV|24678VULN|3AART|5DMG|9LHND|aRCR
139	21241 26131	6	   	256.74	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	17FEWX|257VULN|3ERES|4TLV|67DUR|7BPWR|8CDMG|9RCR|aASPD
140	41241 26131	6	   	256.74	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	17LWND|257VULN|3ERES|4TLV|67DUR|7BPWR|8CDMG|9RCR|aASPD
141	12512 22255	7	   	256.70	DCR|5VULN|1DMG|1AART	1MLV|24689VULN|3AART|5DMG|7ERES|aRCR
142	12512 23255	6	   	256.70	DCR|5VULN|1DMG|1AART	1MLV|24679VULN|3AART|5DMG|8ERES|aRCR
143	12512 23515	6	   	256.70	DCR|5VULN|1DMG|1AART	1MLV|24678VULN|3AART|5DMG|9ERES|aRCR
144	51241 26131	6	   	256.54	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	17DUST|257VULN|3ERES|4TLV|67DUR|7BPWR|8CDMG|9RCR|aASPD
145	62624 31436	8	   	256.46	DCR|3VULN|2DUR|2TLV|1ASPD|1AART	17TLV|279VULN|3MBVNT|4CGEN|5ASPD|67DUR|7BPWR|8AART|aRCR
146	12366 24111	2	   	256.37	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MLV|29VULN|3CDMG|4TLV|59DMG|68ERES|79DUR|9BPWR|aRCR
147	62331 22635	10	   	256.36	DCR|3VULN|2DMG|2TLV|1CDMG	1aTLV|25aVULN|3BEXP|47RMIN|6RCR|8CDMG|9aDMG|aBPWR
148	63164 14261	5	   	256.27	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1TLV|2MBVNT|34DUR|56DMG|78VULN|9RCR|aCDMG
149	63428 32426	8	   	256.20	DCR|2VULN|2DMG|2DUR|2TLV|1AART	18TLV|2MBVNT|38DMG|4CGEN|59DUR|6AART|78VULN|8BPWR|aRCR
150	63448 32426	8	   	256.20	DCR|2VULN|2DMG|2DUR|2TLV|1AART	18TLV|2MBVNT|38DMG|4MLV|59DUR|6AART|78VULN|8BPWR|aRCR
151	63153 48231	7	   	256.03	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	19TLV|2MBVNT|3DUR|49aVULN|5DUST|6DMG|7RCR|89LIT|9BPWR
152	62673 31442	4	   	255.97	DCR|3VULN|2ASPD|2TLV|1DUR|1CDMG	19TLV|249VULN|3MBVNT|5DUR|6CDMG|7LEGI|89ASPD|9BPWR|aRCR
153	63744 72442	6	   	255.97	DCR|3VULN|2ASPD|2TLV|1DUR|1CDMG	19TLV|2MBVNT|3CDMG|469VULN|5DUST|7DUR|89ASPD|9BPWR|aRCR
154	66312 41111	4	   	255.97	DCR|4VULN|1DMG|3TLV	138TLV|2LIT|48LHND|568aVULN|7RCR|8BPWR|9DMG
155	62233 63316	8	 * 	255.86	DCR|3VULN|3ASPD|2TLV|1DMG	18TLV|248VULN|3CGEN|5BEXP|678ASPD|8BPWR|9DMG|aRCR
156	62321 63316	8	   	255.86	DCR|3VULN|3ASPD|2TLV|1DMG	18TLV|248VULN|3BEXP|5CGEN|678ASPD|8BPWR|9DMG|aRCR
157	63424 61348	3	   	255.76	DCR|3VULN|2DUR|2TLV|1DMG	18TLV|2MBVNT|3DMG|4BBNT|58DUR|6RCR|78aVULN|8BPWR|9FEWX
158	63424 61383	3	   	255.76	DCR|3VULN|2DUR|2TLV|1DMG	18TLV|2MBVNT|3DMG|4BBNT|58DUR|6RCR|789VULN|8BPWR|aBELT
159	31354 12236	2	   	255.76	DCR|3VULN|2DUR|2TLV|1DMG	1ERES|2DMSP|35TLV|458VULN|5BPWR|69DUR|7RCR|aDMG
160	62141 12236	3	   	255.76	DCR|3VULN|2DUR|2TLV|1DMG	14TLV|248VULN|3RCVC|4BPWR|5ERES|69DUR|7RCR|aDMG
161	62323 61136	7	   	255.76	DCR|3VULN|2DUR|2TLV|2CDMG	17TLV|247VULN|3BEXP|5DUST|67DUR|7BPWR|8aCDMG|9RCR
162	63424 61382	3	 * 	255.66	DCR|3VULN|2DUR|3TLV|1DMG	18aTLV|2MBVNT|3DMG|4BBNT|58DUR|6RCR|789VULN|8BPWR
163	63424 61384	3	   	255.66	DCR|3VULN|2DUR|2TLV|1DMG	18TLV|2MBVNT|3DMG|4BBNT|58DUR|6RCR|789VULN|8BPWR|aDUST
164	32354 12236	3	   	255.66	DCR|3VULN|2DUR|2TLV|1DMG	13ERES|25TLV|458VULN|5BPWR|69DUR|7RCR|aDMG
