0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35221 31426	3	 * 	284.19	DCR|3VULN|3DMG|2DUR|2LIT	1RCVC|27aVULN|37DUR|4BBNT|57aDMG|6RPLT|7aBPWR|8aLIT|9RCR
12	35213 14622	7	 * 	269.97	DCR|3VULN|2DMG|2CDMG|1DUR|1ASPD	1RCVC|259VULN|3DUR|49CDMG|69DMG|7BELT|8RCR|9BPWR|aASPD
13	13321 54262	9	 * 	269.37	DCR|3VULN|3DMG|2TLV|1ASPD	18TLV|2ASPD|3RMIN|4RCVC|58aDMG|6RCR|789VULN|8BPWR
14	35213 14252	6	   	265.81	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2579VULN|3DUR|4CDMG|6DMG|8RCR|aLIT
15	13211 11162	8	   	264.69	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1TLV|2ASPD|3DUR|4CDMG|5LHND|6789VULN|aRCR
16	13213 11262	6	   	264.69	DCR|4VULN|1DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|3DUR|4CDMG|5679VULN|8BEXP|aRCR
17	13213 13162	8	   	264.69	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1TLV|2ASPD|3DUR|4CDMG|5689VULN|7LWND|aRCR
18	13213 41162	8	   	264.69	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1TLV|2ASPD|3DUR|4CDMG|5789VULN|6LWND|aRCR
19	13213 51262	5	   	264.69	DCR|4VULN|1DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|3DUR|4CDMG|5679VULN|8BEXP|aRCR
20	13513 11162	8	   	264.69	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1TLV|2ASPD|3FEWX|4CDMG|5689VULN|7DUR|aRCR
21	13613 11162	8	   	264.69	DCR|4VULN|1DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|3BEXP|4CDMG|5689VULN|7DUR|aRCR
22	13213 15162	8	   	264.59	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1TLV|2ASPD|3DUR|4CDMG|5689VULN|7DUST|aRCR
23	13213 21117	9	   	264.59	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1TLV|2ASPD|3DUR|4CDMG|578aVULN|6MBVNT|9RCR
24	13215 11162	8	   	264.59	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1TLV|2ASPD|3DUR|4CDMG|5DUST|6789VULN|aRCR
25	35121 11615	2	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	1RCVC|235VULN|4ASPD|68DMG|79DUR|aRCR
26	35213 26252	7	 * 	264.17	DCR|3VULN|2DUR|2CDMG|1DMG	1RCVC|259VULN|36DUR|46CDMG|6BPWR|7DMG|8RCR|aLIT
27	16236 12312	8	   	264.02	DCR|4VULN|2TLV|1DMG|1DUR	19TLV|2DUR|3DMSP|4569VULN|79CGEN|8RCR|9BPWR|aDMG
28	53112 32256	6	 * 	263.87	DCR|4VULN|2ASPD|1DMG|2LIT	1RPLT|28LIT|38ASPD|4MLV|5DMG|6789VULN|8BPWR|aRCR
29	53112 32256	5	   	263.87	DCR|4VULN|2ASPD|1DMG|2LIT	1RPLT|28LIT|38ASPD|4MLV|5DMG|6789VULN|8BPWR|aRCR
30	13236 42235	7	 * 	262.59	DCR|3VULN|2ASPD|2TLV|1DMG|1DUR	17TLV|27ASPD|3DUR|45LHND|678VULN|7BPWR|9RCR|aDMG
31	13213 16416	9	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1TLV|2ASPD|3DUR|4CDMG|56aVULN|7ZMB|8DMG|9RCR
32	13213 63116	9	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1TLV|2ASPD|3DUR|4CDMG|58aVULN|6DMG|7MLV|9RCR
33	13321 54263	10	   	262.02	DCR|3VULN|2DMG|2TLV|1ASPD	18TLV|2ASPD|3RMIN|4RCVC|58DMG|6RCR|789VULN|8BPWR|aLIT
34	13213 21118	10	   	262.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1TLV|2ASPD|3DUR|4CDMG|578VULN|6MBVNT|9RCR|aDMG
35	36121 31425	2	   	261.79	DCR|3VULN|2DMG|2DUR	1RCVC|27DUR|37aVULN|4BBNT|57DMG|6RPLT|7BPWR|8LIT|9RCR
36	35221 31425	3	   	261.79	DCR|3VULN|2DMG|2DUR	1RCVC|27aVULN|37DUR|4BBNT|57DMG|6RPLT|7BPWR|8LIT|9RCR
37	33351 21263	7	   	261.44	DCR|4VULN|2DMG|1TLV	1RCVC|2ZMB|3469VULN|5aDMG|7RCR|8TLV
38	16121 46232	2	   	260.16	DCR|3VULN|3DUR|1TLV|2LIT	1TLV|267DUR|3LHND|489VULN|56LIT|6BPWR|aRCR
39	16121 46232	3	   	260.16	DCR|3VULN|3DUR|1TLV|2LIT	1TLV|267DUR|3LHND|489VULN|56LIT|6BPWR|aRCR
40	16236 12322	8	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|2DUR|3DMSP|4569VULN|7CGEN|8RCR|aDMG
41	32311 44322	8	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1RCVC|2CGEN|3TLV|4679VULN|5DUR|8RCR|aDMG
42	33351 21224	7	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1RCVC|2ZMB|346aVULN|5DMG|7RCR|8TLV|9DUR
43	35213 22255	7	   	260.03	DCR|3VULN|3DUR|2CDMG|1ASPD	1RCVC|259VULN|36aDUR|46CDMG|6BPWR|7ASPD|8RCR
44	22341 45313	6	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2DUR|3DUST|457aVULN|6TLV|8DMG|9RCR
45	16515 12131	10	 * 	259.11	DCR|3VULN|2DUR|2TLV|1CDMG|1AART	19TLV|29DUR|3RMIN|4CDMG|5DUST|689VULN|7AART|9BPWR|aRCR
46	35213 14621	7	   	258.96	DCR|3VULN|2DMG|2CDMG|1DUR	1RCVC|259VULN|3DUR|49CDMG|69DMG|7BELT|8RCR|9BPWR|aLHND
47	55353 13433	3	   	258.84	DCR|4VULN|2DMG|1CDMG	1RPLT|2LHND|36DMG|456aVULN|6BPWR|7MBVNT|8CDMG|9RCR
48	53112 32246	5	 * 	258.82	DCR|3VULN|2DMG|2ASPD|2LIT	1RPLT|28LIT|38ASPD|4MLV|59DMG|678VULN|8BPWR|aRCR
49	53112 32246	6	   	258.82	DCR|3VULN|2DMG|2ASPD|2LIT	1RPLT|28LIT|38ASPD|4MLV|59DMG|678VULN|8BPWR|aRCR
50	13321 54225	8	   	258.71	DCR|2VULN|3DMG|2TLV|1DUR|1ASPD	18TLV|2ASPD|3RMIN|4RCVC|58aDMG|6RCR|78VULN|8BPWR|9DUR
51	35213 24223	7	   	258.68	DCR|3VULN|3DUR|2CDMG|1AART	1RCVC|25aVULN|367DUR|46CDMG|6BPWR|8RCR|9AART
52	13133 22666	8	 * 	258.67	DCR|4VULN|2TLV|2CDMG|1ASPD	17TLV|2ASPD|3RPLT|4DMSP|5789VULN|67CDMG|7BPWR|aRCR
53	16235 12312	8	 * 	258.64	DCR|4VULN|2DUR|3TLV	159TLV|2aDUR|3DMSP|469aVULN|79aCGEN|8RCR|9aBPWR
54	13162 26325	2	   	258.57	DCR|4VULN|2TLV|1DMG|1ASPD	18TLV|2ASPD|3459VULN|6CGEN|7DMG|aRCR
55	32311 44316	8	   	258.54	DCR|4VULN|2DUR|2TLV	1RCVC|29CGEN|3aTLV|4679VULN|59DUR|8RCR|9BPWR
56	15166 22231	8	 * 	258.29	DCR|4VULN|3ASPD|3TLV|1SELL	178TLV|2ZMB|3RPLT|478aVULN|578ASPD|6SELL|78BPWR|9RCR
57	15161 22332	8	 * 	258.22	DCR|3VULN|3DMG|3TLV|1SELL	178TLV|2ZMB|3RPLT|478VULN|578DMG|6SELL|78BPWR|9RCR|aRCVC
58	15161 22334	8	 * 	258.22	DCR|3VULN|3DMG|3TLV|1SELL	178TLV|2ZMB|3RPLT|478VULN|578DMG|6SELL|78BPWR|9RCR|aLWND
59	15161 22335	8	 * 	258.22	DCR|3VULN|3DMG|3TLV|1SELL	178TLV|2ZMB|3RPLT|478VULN|578DMG|6SELL|78BPWR|9RCR|aRMIN
60	15161 22333	8	 * 	258.12	DCR|3VULN|3DMG|3TLV|1SELL	178TLV|2ZMB|3RPLT|478VULN|578DMG|6SELL|78BPWR|9RCR|aLEGI
61	15161 22336	8	 * 	258.12	DCR|3VULN|3DMG|3TLV|1SELL	178TLV|2ZMB|3RPLT|478VULN|578DMG|6SELL|78BPWR|9RCR|aDUST
62	35213 44232	9	   	257.75	DCR|3VULN|2DUR|1DMG|1CDMG	1RCVC|256VULN|37DUR|4CDMG|8RCR|9DMG|aLIT
63	13212 32166	1	   	257.64	DCR|2VULN|2DMG|2DUR|2TLV|1ASPD	19TLV|2RCVC|39VULN|4RPLT|5ASPD|68DUR|79DMG|9BPWR|aRCR
64	13321 54222	8	   	257.64	DCR|2VULN|2DMG|2DUR|2TLV|1ASPD	18TLV|2ASPD|3RMIN|4RCVC|58DMG|6RCR|78VULN|8BPWR|9aDUR
65	35213 14236	6	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|257aVULN|3DUR|4CDMG|6DMG|8RCR|9BELT
66	35213 14251	6	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2579VULN|3DUR|4CDMG|6DMG|8RCR|aRMIN
67	35213 14253	6	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2579VULN|3DUR|4CDMG|6DMG|8RCR|aBEXP
68	53112 32216	5	   	257.48	DCR|3VULN|2ASPD|1DMG|1DUR|2LIT	1RPLT|28LIT|38ASPD|4MLV|5DMG|678VULN|8BPWR|9DUR|aRCR
69	53112 32216	6	   	257.48	DCR|3VULN|2ASPD|1DMG|1DUR|2LIT	1RPLT|28LIT|38ASPD|4MLV|5DMG|678VULN|8BPWR|9DUR|aRCR
70	53142 32236	5	   	257.48	DCR|3VULN|2ASPD|1DMG|1TLV|2LIT	19RPLT|28LIT|38ASPD|4TLV|5DMG|678VULN|8BPWR|aRCR
71	53142 32236	6	   	257.48	DCR|3VULN|2ASPD|1DMG|1TLV|2LIT	19RPLT|28LIT|38ASPD|4TLV|5DMG|678VULN|8BPWR|aRCR
72	53143 32216	3	   	257.48	DCR|3VULN|2ASPD|1DMG|1DUR|2LIT	1RPLT|28LIT|38ASPD|4DMG|5ZMB|678VULN|8BPWR|9DUR|aRCR
73	13148 31313	10	 * 	257.11	DCR|3VULN|2DUR|2ASPD|3TLV	18aTLV|28ASPD|3RPLT|4MBVNT|5DMSP|6RCR|78aVULN|8aBPWR|9aDUR
74	13236 42232	7	   	257.11	DCR|3VULN|2DUR|2ASPD|2TLV	17TLV|27ASPD|3aDUR|45LHND|678VULN|7BPWR|9RCR
75	13256 42232	7	   	257.11	DCR|3VULN|2DUR|2ASPD|2TLV	17TLV|27ASPD|3aDUR|45LWND|678VULN|7BPWR|9RCR
76	53163 31232	4	 * 	257.08	DCR|2VULN|3DUR|2ASPD|3LIT|1CDMG	1RPLT|278LIT|35ASPD|458DUR|58BPWR|68VULN|9CDMG|aRCR
77	35213 42252	7	   	256.75	DCR|4VULN|1DUR|1CDMG|1ASPD	1RCVC|2569VULN|3DUR|4CDMG|7ASPD|8RCR|aLIT
78	13142 36162	2	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|379VULN|4CDMG|5LHND|68DUR|aRCR
79	13143 36262	2	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|379VULN|4CDMG|5BEXP|68DUR|aRCR
80	13211 11162	7	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|38DUR|4CDMG|5LHND|679VULN|aRCR
81	13211 16162	6	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|38DUR|4CDMG|5LHND|679VULN|aRCR
82	13211 56162	5	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|38DUR|4CDMG|5LHND|679VULN|aRCR
83	13212 56162	4	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|38DUR|4CDMG|5LWND|679VULN|aRCR
84	13213 13162	7	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|38DUR|4CDMG|569VULN|7LWND|aRCR
85	13213 56262	4	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|38DUR|4CDMG|5BEXP|679VULN|aRCR
86	13311 56262	2	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|3CDMG|4FEWX|58DUR|679VULN|aRCR
87	13362 36162	2	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|3CDMG|479VULN|5LHND|68DUR|aRCR
88	13363 36262	2	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|3CDMG|479VULN|5BEXP|68DUR|aRCR
89	13513 11262	7	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|3FEWX|4CDMG|569VULN|78DUR|aRCR
90	13513 36262	5	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|3FEWX|4CDMG|579VULN|68DUR|aRCR
91	13613 11262	7	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|3BEXP|4CDMG|569VULN|78DUR|aRCR
92	13613 36262	5	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|3BEXP|4CDMG|579VULN|68DUR|aRCR
93	13213 16162	5	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|38DUR|4CDMG|579VULN|6LWND|aRCR
94	13213 31262	5	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|36DUR|4CDMG|579VULN|8BEXP|aRCR
95	13213 41162	7	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|38DUR|4CDMG|579VULN|6LWND|aRCR
96	13213 46162	6	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|38DUR|4CDMG|579VULN|6LWND|aRCR
97	13213 12226	6	   	256.54	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|39DUR|4CDMG|56aVULN|7BBNT|8RCR
98	13213 13262	6	   	256.54	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|38DUR|4CDMG|569VULN|7DUST|aRCR
99	13213 15262	7	   	256.54	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|38DUR|4CDMG|569VULN|7DUST|aRCR
100	13213 52226	5	   	256.54	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|39DUR|4CDMG|56aVULN|7BBNT|8RCR
101	13213 53262	5	   	256.54	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|38DUR|4CDMG|569VULN|7DUST|aRCR
102	13213 64226	5	   	256.54	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|39DUR|4CDMG|57aVULN|6TBNT|8RCR
103	13215 11262	7	   	256.54	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|38DUR|4CDMG|5DUST|679VULN|aRCR
104	13215 16262	6	   	256.54	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2ASPD|38DUR|4CDMG|5DUST|679VULN|aRCR
105	13213 31142	4	 * 	256.53	DCR|2VULN|3DUR|2TLV|1CDMG|1ASPD|1AART	19TLV|2ASPD|369DUR|4CDMG|5BEXP|79VULN|8AART|9BPWR|aRCR
106	13243 31142	3	   	256.53	DCR|2VULN|3DUR|2TLV|1CDMG|1ASPD|1AART	19TLV|2ASPD|369DUR|4CDMG|5BEXP|79VULN|8AART|9BPWR|aRCR
107	13215 31142	4	   	256.43	DCR|2VULN|3DUR|2TLV|1CDMG|1ASPD|1AART	19TLV|2ASPD|369DUR|4CDMG|5DUST|79VULN|8AART|9BPWR|aRCR
108	13215 31142	5	   	256.43	DCR|2VULN|3DUR|2TLV|1CDMG|1ASPD|1AART	19TLV|2ASPD|369DUR|4CDMG|5DUST|79VULN|8AART|9BPWR|aRCR
109	13245 31142	3	   	256.43	DCR|2VULN|3DUR|2TLV|1CDMG|1ASPD|1AART	19TLV|2ASPD|369DUR|4CDMG|5DUST|79VULN|8AART|9BPWR|aRCR
110	35121 12625	2	   	256.19	DCR|4VULN|2DMG|1ASPD	1RCVC|2359VULN|4ASPD|68DMG|7LWND|aRCR
111	13213 11525	10	   	256.07	DCR|3VULN|2ASPD|2TLV|1DUR|1CDMG	18TLV|28ASPD|3DUR|4CDMG|568VULN|7RCVC|8BPWR|9ERES|aRCR
112	13421 42314	10	   	256.00	DCR|3VULN|2ASPD|2TLV|1DMG|1AART	18TLV|28ASPD|3MLV|4RCVC|5DMG|6AART|789VULN|8BPWR|aRCR
113	16236 32332	8	 * 	255.96	DCR|3VULN|2DUR|2TLV|1DMG	17TLV|2aDUR|3DMSP|457VULN|67BEXP|7BPWR|8DMG|9RCR
114	16236 42332	8	   	255.96	DCR|3VULN|2DUR|2TLV|1DMG	17TLV|2aDUR|3DMSP|457VULN|67FEWX|7BPWR|8DMG|9RCR
115	16236 52332	8	   	255.96	DCR|3VULN|2DUR|2TLV|1DMG	17TLV|2aDUR|3DMSP|457VULN|67LHND|7BPWR|8DMG|9RCR
116	32311 46312	8	   	255.96	DCR|3VULN|2DUR|2TLV|1DMG	1RCVC|29CGEN|37TLV|469VULN|59DUR|8RCR|9BPWR|aDMG
117	32431 64312	8	   	255.96	DCR|3VULN|2DUR|2TLV|1DMG	1RCVC|29CGEN|35DUR|49TLV|679VULN|8RCR|9BPWR|aDMG
118	35431 41312	8	   	255.96	DCR|3VULN|2DUR|2TLV|1DMG	1RCVC|269VULN|3MLV|49TLV|59DUR|7DMSP|8RCR|9BPWR|aDMG
119	35213 26236	7	   	255.86	DCR|3VULN|2DUR|1DMG|2CDMG	1RCVC|25aVULN|36DUR|46CDMG|6BPWR|7DMG|8RCR|9BELT
120	35213 26251	7	   	255.86	DCR|3VULN|2DUR|1DMG|2CDMG	1RCVC|259VULN|36DUR|46CDMG|6BPWR|7DMG|8RCR|aRMIN
121	35213 26253	7	   	255.86	DCR|3VULN|2DUR|1DMG|2CDMG	1RCVC|259VULN|36DUR|46CDMG|6BPWR|7DMG|8RCR|aBEXP
122	13221 61324	2	   	255.80	DCR|3VULN|2ASPD|2TLV|1DMG|1AART	13TLV|29ASPD|4DMG|58aVULN|6AART|7RCR
123	35213 44232	10	   	255.76	DCR|3VULN|2DUR|1DMG|2CDMG	1RCVC|256VULN|37DUR|4aCDMG|8RCR|9DMG
124	35213 22252	7	   	255.10	DCR|3VULN|2DUR|2CDMG|1ASPD	1RCVC|259VULN|36DUR|46CDMG|6BPWR|7ASPD|8RCR|aLIT
125	35213 24353	10	 * 	255.06	DCR|3VULN|3DUR|3CDMG	1RCVC|259VULN|367DUR|468CDMG|6BPWR|aRCR
126	13261 11135	1	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2RCVC|345VULN|6aDMG|7DUR|8FEWX|9RCR
127	54321 11116	8	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2DUR|35DMG|4ZMB|678VULN|9TLV|aRCR
128	13261 13245	1	   	254.86	DCR|4VULN|1DMG|1TLV|1ASPD	1TLV|2RCVC|3458VULN|6DMG|7RMIN|9ASPD|aRCR
129	13261 13325	1	   	254.86	DCR|4VULN|1DMG|1TLV|1ASPD	1TLV|2RCVC|3459VULN|6DMG|7RMIN|8ASPD|aRCR
130	33351 21354	9	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1RCVC|2ZMB|346aVULN|5DMG|7RCR|8DUR|9ASPD
131	33351 21356	10	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1RCVC|2ZMB|346aVULN|5DMG|7RCR|8DUR|9ASPD
132	33351 21364	8	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1RCVC|2ZMB|346aVULN|5DMG|7RCR|8DUR|9ASPD
133	32311 44311	8	   	254.82	DCR|4VULN|2DUR|1TLV	1aRCVC|29CGEN|3TLV|4679VULN|59DUR|8RCR|9BPWR
134	32311 44315	8	   	254.82	DCR|4VULN|2DUR|1TLV	1RCVC|29aCGEN|3TLV|4679VULN|59DUR|8RCR|9BPWR
135	32311 44314	8	   	254.72	DCR|4VULN|2DUR|1TLV	1RCVC|29CGEN|3TLV|4679VULN|59DUR|8RCR|9BPWR|aERES
136	13161 61334	2	   	254.66	DCR|4VULN|2ASPD|1TLV|1AART	1TLV|29ASPD|348aVULN|5ZMB|6AART|7RCR
