0	Index      	 *	Score 	Summary	Detail	
1	62331 32647	 * 	266.08	DCR|3VULN|2MLV|2DMG	139VULN|25RMIN|4BBNT|69DMG|7MBVNT|89MLV|9BPWR|aRCR
64	23635 13235	   	246.86	DCR|DCR|1MLV|1ASPD|1CDMG	1LIT|2ASPD|3RCVC|4CGEN|5RAT|6MLV|79RCR|8CDMG|aBEXP
65	62111 33846	 * 	246.69	DCR|2VULN|2MLV|1TLV	18VULN|2RMIN|3LWND|48MLV|5MBVNT|68LIT|7AART|8BPWR|9RCR|aTLV
66	31611 34223	 * 	246.18	DCR|3MLV|2TLV|1DMG	1TBNT|27CGEN|3AART|4BEXP|57TLV|67aMLV|7BPWR|8DMG|9RCR
67	63322 13626	 * 	244.47	DCR|2VULN|2AAC|1TLV|1MLV	12VULN|367FEWX|49AAC|5MLV|8RCR|aTLV
68	62362 32621	   	244.23	DCR|3VULN|1TLV|1ASPD|1CDMG	139VULN|2RMIN|4ASPD|5CDMG|6RPLT|7RCR|8TLV|aAART
69	62362 32134	   	244.23	DCR|3VULN|1TLV|1ASPD|1CDMG	13aVULN|2RMIN|4ASPD|5CDMG|6RPLT|7RCR|8DUR|9TLV
70	63125 33521	   	244.13	DCR|3VULN|2TLV|1AAC	129VULN|39LWND|4AAC|5LIT|6RAT|79TLV|8LEGI|9BPWR|aRCR
71	23333 61261	   	243.97	DCR|2VULN|1TLV|1MLV|1ASPD	1LIT|2ASPD|3DUR|46VULN|5RAT|7ZMB|8TLV|9MLV|aRCR
72	23333 63161	   	243.97	DCR|2VULN|1TLV|1MLV|1ASPD	1LIT|2ASPD|3DUR|46VULN|5RAT|7TLV|8CGEN|9MLV|aRCR
73	23333 65261	   	243.97	DCR|2VULN|1TLV|1MLV|1ASPD	1LIT|2ASPD|3DUR|46VULN|5RAT|7RMIN|8TLV|9MLV|aRCR
74	23253 33311	   	243.60	DCR|2TLV|1VULN|1MLV|1DMG|1ASPD	1LIT|2ASPD|37TLV|4BEXP|5RAT|6MLV|8DMG|9VULN|aRCR
75	23242 26321	 * 	243.43	DCR|2VULN|1TLV|2ASPD|2DUR|2RAT	15LIT|29ASPD|3TLV|45DUR|59BPWR|69VULN|7LWND|89RAT|aRCR
76	23262 46233	 * 	243.31	DCR|2VULN|1TLV|2ASPD|1MLV	1LIT|25ASPD|3TLV|4MLV|69VULN|7LWND|8LHND|aRCR
77	42363 35333	 * 	242.92	DCR|3VULN|1TLV|1MLV	1FEWX|2RMIN|348VULN|5TBNT|6DUR|7RCR|9TLV|aMLV
78	62111 26345	 * 	242.47	DCR|3MLV|1VULN|1TLV	1VULN|2RMIN|3LWND|478MLV|5MBVNT|6RAT|9TLV|aRCR
79	13223 26324	   	242.46	DCR|2VULN|1TLV|1DMG|1AAC|1CDMG|1SELL	1DUST|29VULN|3SELL|4AAC|5DMG|6CDMG|7AART|8TLV|aRCR
80	62362 32132	   	242.16	DCR|2VULN|1TLV|1DMG|1ASPD|1CDMG	13VULN|2RMIN|4ASPD|5CDMG|6RPLT|7RCR|8DUR|9TLV|aDMG
81	63224 24331	   	241.34	DCR|4VULN|1TLV|1ASPD	128aVULN|3DUST|4TLV|5FEWX|6ASPD|7RPLT|9RCR
82	36622 34113	   	241.01	DCR|2VULN|2MLV|1DMG|2AART	1TBNT|2DMG|38AART|4aMLV|56VULN|7RCR|9DUST
83	36622 34333	   	241.01	DCR|2VULN|2MLV|1DMG|2AART	1TBNT|2DMG|39AART|4aMLV|56VULN|7RCR|8BEXP
84	36622 32621	   	240.85	DCR|2VULN|1TLV|1MLV|1DMG	1TBNT|2DMG|3AART|4MLV|56VULN|7AME|8TLV|9RCR|aFEWX
85	36622 32623	   	240.75	DCR|2VULN|1TLV|1MLV|1DMG	1TBNT|2DMG|3AART|4MLV|56VULN|7AME|8TLV|9RCR|aBEXP
86	13156 23336	   	240.59	DCR|3VULN|2TLV|1CDMG	1DUST|26aVULN|3CDMG|4RAT|56TLV|6BPWR|78ERES|9RCR
87	22443 11121	   	239.83	DCR|2VULN|2DMG|1MLV|2DUR	1LIT|2DUST|39DMG|49DUR|5RAT|69VULN|7AEFBLL|8MLV|9BPWR|aRCR
88	25443 11121	   	239.83	DCR|2VULN|2DMG|1MLV|2DUR	1LIT|2BEXP|39DMG|49DUR|5RAT|69VULN|7AEFBLL|8MLV|9BPWR|aRCR
89	22433 64121	   	239.81	DCR|2VULN|2MLV|1DMG|2RAT	1LIT|29DUST|3DMG|46VULN|59RAT|7LWND|89MLV|9BPWR|aRCR
90	36621 32623	   	239.74	DCR|1VULN|1TLV|1MLV|1DMG|1AAC	1TBNT|2DMG|3AART|4MLV|5AEFBLL|6AAC|7DUR|8TLV|9RCR|aVULN
91	33324 24113	   	239.73	DCR|DCR|2VULN	1TBNT|2FEWX|39VULN|4BELT|5LIT|6DUST|7CGEN|8aRCR
92	33324 65113	   	239.73	DCR|DCR|2VULN	1TBNT|2FEWX|39VULN|4BELT|5LIT|6CGEN|7LEGI|8aRCR
93	43123 23661	 * 	239.64	DCR|1VULN|1TLV|2AAC|1DMG|1ASPD|1CDMG	1FEWX|2VULN|3CDMG|49AAC|5DMG|6AME|7ASPD|8RCR|aTLV
94	22222 47813	   	239.63	DCR|DCR|2VULN	1LIT|2DUST|3BELT|4DMSP|5BBNT|6MBVNT|78RCR|9aVULN
95	22226 17813	   	239.63	DCR|DCR|2VULN	1LIT|2DUST|3BELT|4DMSP|5MBVNT|6BBNT|78RCR|9aVULN
96	22212 44113	   	239.63	DCR|DCR|2VULN	1LIT|2DUST|3BELT|4LEGI|59VULN|6TBNT|7CGEN|8aRCR
97	32323 12113	   	239.63	DCR|DCR|2VULN	1TBNT|2DUST|39VULN|4BELT|5FEWX|6ERES|7LIT|8aRCR
98	32324 44113	   	239.63	DCR|DCR|2VULN	1TBNT|2DUST|39VULN|4BELT|5LIT|6BEXP|7CGEN|8aRCR
99	32324 65113	   	239.63	DCR|DCR|2VULN	1TBNT|2DUST|39VULN|4BELT|5LIT|6CGEN|7LEGI|8aRCR
100	35324 24113	   	239.63	DCR|DCR|2VULN	1TBNT|2BEXP|39VULN|4BELT|5LIT|6DUST|7CGEN|8aRCR
101	32323 41426	   	239.63	DCR|DCR|2VULN	1TBNT|2DUST|3aVULN|4BELT|5FEWX|6MULARM|79RCR|8CGEN
102	33321 41426	   	239.63	DCR|DCR|2VULN	1TBNT|2FEWX|3aVULN|4BELT|5BEXP|6MULARM|79RCR|8CGEN
103	23262 11253	 * 	239.59	DCR|2TLV|1VULN|2ASPD|1MLV	1LIT|25ASPD|37TLV|4MLV|6DUR|8FEWX|9VULN|aRCR
104	23262 16153	   	239.59	DCR|2TLV|1VULN|2ASPD|1MLV	1LIT|25ASPD|38TLV|4MLV|6DUR|7LWND|9VULN|aRCR
105	13156 32532	   	239.58	DCR|2VULN|1TLV|1MLV|2RAT|1CDMG	1DUST|27VULN|3CDMG|48RAT|5TLV|6CGEN|9RCR|aMLV
106	22232 47813	   	239.53	DCR|DCR|2VULN	1LIT|2DUST|3BELT|4AEBURN|5BBNT|6MBVNT|78RCR|9aVULN
107	22236 17813	   	239.53	DCR|DCR|2VULN	1LIT|2DUST|3BELT|4AEBURN|5MBVNT|6BBNT|78RCR|9aVULN
108	32321 12113	   	239.53	DCR|DCR|2VULN	1TBNT|2DUST|39VULN|4BELT|5BEXP|6ERES|7LIT|8aRCR
109	32321 41426	   	239.53	DCR|DCR|2VULN	1TBNT|2DUST|3aVULN|4BELT|5BEXP|6MULARM|79RCR|8CGEN
110	53125 33326	 * 	239.44	DCR|3VULN|2AAC|1DMG|1CDMG	15BEXP|279VULN|3CDMG|46AAC|8DMG|aRCR
111	13311 68483	   	239.27	DCR|4VULN|2TLV	19DUST|2479VULN|3FEWX|5MBVNT|6LIT|89TLV|9BPWR|aRCR
112	62321 32653	   	238.84	DCR|4VULN|1TLV|1CDMG	1369VULN|2RMIN|4CGEN|5BBNT|7CDMG|8RCR|aTLV
113	63331 32652	   	238.84	DCR|4VULN|1TLV|1CDMG	1269VULN|34FEWX|5BBNT|7CDMG|8RCR|aTLV
114	63331 32626	   	238.84	DCR|4VULN|1TLV|1CDMG	126aVULN|34FEWX|5BBNT|7CDMG|8RCR|9TLV
115	63211 32626	   	238.64	DCR|4VULN|1TLV|1CDMG	126aVULN|34DUST|5BBNT|7CDMG|8RCR|9TLV
116	63231 32626	   	238.64	DCR|4VULN|1TLV|1CDMG	126aVULN|3DUST|4AEPOI|5BBNT|7CDMG|8RCR|9TLV
117	63211 32652	   	238.64	DCR|4VULN|1TLV|1CDMG	1269VULN|34DUST|5BBNT|7CDMG|8RCR|aTLV
118	63231 32652	   	238.64	DCR|4VULN|1TLV|1CDMG	1269VULN|3DUST|4AEPOI|5BBNT|7CDMG|8RCR|aTLV
119	13321 14331	 * 	238.48	DCR|4VULN|1MLV|1AAC	1DUST|258aVULN|3FEWX|4AAC|6MLV|7RPLT|9RCR
120	13322 64331	   	238.48	DCR|4VULN|1MLV|1AAC	1DUST|268aVULN|3FEWX|4AAC|5MLV|7RPLT|9RCR
121	63322 44331	   	238.48	DCR|4VULN|1MLV|1AAC	128aVULN|3FEWX|4AAC|5MLV|6DUST|7RPLT|9RCR
122	63322 65341	   	238.48	DCR|4VULN|1MLV|1AAC	128aVULN|3FEWX|4AAC|5MLV|6MBVNT|7RPLT|9RCR
123	33326 41322	   	238.08	DCR|DCR|1VULN|1ASPD	1TBNT|2FEWX|3VULN|4BELT|5DUR|6MULARM|79RCR|8CGEN|aASPD
124	34323 41322	   	238.08	DCR|DCR|1VULN|1ASPD	1TBNT|2DUR|3VULN|4BELT|5FEWX|6MULARM|79RCR|8CGEN|aASPD
125	32326 41322	   	237.98	DCR|DCR|1VULN|1ASPD	1TBNT|2DUST|3VULN|4BELT|5DUR|6MULARM|79RCR|8CGEN|aASPD
126	34321 41322	   	237.98	DCR|DCR|1VULN|1ASPD	1TBNT|2DUR|3VULN|4BELT|5BEXP|6MULARM|79RCR|8CGEN|aASPD
127	35326 41322	   	237.98	DCR|DCR|1VULN|1ASPD	1TBNT|2BEXP|3VULN|4BELT|5DUR|6MULARM|79RCR|8CGEN|aASPD
128	12265 33531	   	237.94	DCR|2VULN|2MLV|1TLV|1SELL	1DUST|2RMIN|3LHND|48VULN|5SELL|6RCR|79MLV|aTLV
129	62214 11531	   	237.94	DCR|2VULN|2MLV|1TLV|1SELL	18VULN|2RMIN|3LHND|49MLV|5SELL|6DUST|7RCR|aTLV
130	61321 32266	 * 	237.92	DCR|3VULN|2AAC|1TLV	156VULN|2LHND|3BEXP|47AAC|8BBNT|9TLV|aRCR
131	23235 14311	   	237.83	DCR|1VULN|1TLV|1MLV|1DMG|1ASPD	1LIT|2ASPD|3TLV|4RCVC|5RAT|6MLV|7DUR|8DMG|9VULN|aRCR
132	63122 15325	   	237.68	DCR|2VULN|1TLV|1MLV|1AAC	12VULN|3LWND|4AAC|5MLV|6FEWX|7TLV|8ZMB|9DUR|aRCR
133	63322 35325	   	237.68	DCR|2VULN|1TLV|1MLV|1AAC	12VULN|3FEWX|4AAC|5MLV|6LWND|7TLV|8ZMB|9DUR|aRCR
134	43321 15325	   	237.58	DCR|2VULN|1TLV|1MLV|1AAC	1FEWX|25VULN|3BEXP|4AAC|6MLV|7TLV|8ZMB|9DUR|aRCR
135	53321 15325	   	237.58	DCR|2VULN|1TLV|1MLV|1AAC	1BEXP|25VULN|3FEWX|4AAC|6MLV|7TLV|8ZMB|9DUR|aRCR
136	61321 15325	   	237.58	DCR|2VULN|1TLV|1MLV|1AAC	15VULN|2LHND|3BEXP|4AAC|6MLV|7TLV|8ZMB|9DUR|aRCR
137	62333 14224	   	237.46	DCR|2VULN|1TLV|1DMG|1AAC	13VULN|2RMIN|4BBNT|5AART|6TLV|7AAC|8DMG|9RCR|aDUR
138	42314 31261	   	237.43	DCR|2VULN|1TLV|1MLV|1AAC|1SELL	1FEWX|2RMIN|3aVULN|4MLV|5SELL|6DUR|7RCR|8TLV|9AAC
139	12314 61261	   	237.33	DCR|2VULN|1TLV|1MLV|1AAC|1SELL	1DUST|2RMIN|3aVULN|4MLV|5SELL|6DUR|7RCR|8TLV|9AAC
140	52314 31261	   	237.33	DCR|2VULN|1TLV|1MLV|1AAC|1SELL	1BEXP|2RMIN|3aVULN|4MLV|5SELL|6DUR|7RCR|8TLV|9AAC
141	12161 22525	   	237.26	DCR|4VULN|3ASPD	178DUST|2RMIN|3LWND|4578VULN|678ASPD|78BPWR|9LHND|aRCR
142	12161 22543	   	237.16	DCR|4VULN|3ASPD	178DUST|2RMIN|3LWND|4578VULN|678ASPD|78BPWR|9MDPS|aRCR
143	12261 22543	   	237.16	DCR|4VULN|3ASPD	178DUST|2RMIN|3LHND|4578VULN|678ASPD|78BPWR|9MDPS|aRCR
144	13321 25165	   	236.99	DCR|2VULN|1TLV|1DMG|1AAC|1ASPD	1DUST|25VULN|3FEWX|4AAC|6ASPD|7TLV|8LIT|9RCR|aDMG
145	13321 25635	   	236.99	DCR|2VULN|1TLV|1DMG|1AAC|1ASPD	1DUST|25VULN|3FEWX|4AAC|6ASPD|7TLV|8LWND|9DMG|aRCR
146	42314 31211	   	236.79	DCR|2VULN|1TLV|1MLV|1ASPD|1SELL	1FEWX|2RMIN|3aVULN|4MLV|5SELL|6DUR|7RCR|8TLV|9ASPD
147	42314 31251	   	236.79	DCR|2VULN|1TLV|1MLV|1ASPD|1SELL	1FEWX|2RMIN|39VULN|4MLV|5SELL|6DUR|7RCR|8TLV|aASPD
148	62114 61211	   	236.79	DCR|2VULN|1TLV|1MLV|1ASPD|1SELL	1aVULN|2RMIN|3LWND|4MLV|5SELL|6DUR|7RCR|8TLV|9ASPD
149	62214 61211	   	236.79	DCR|2VULN|1TLV|1MLV|1ASPD|1SELL	1aVULN|2RMIN|3LHND|4MLV|5SELL|6DUR|7RCR|8TLV|9ASPD
150	62414 31211	   	236.79	DCR|2VULN|1TLV|1MLV|1ASPD|1SELL	1aVULN|2RMIN|3FEWX|4MLV|5SELL|6DUR|7RCR|8TLV|9ASPD
151	23333 63321	   	236.78	DCR|2VULN|1TLV|2ASPD|2RAT	1LIT|29ASPD|3DUR|46VULN|59RAT|7TLV|89LHND|9BPWR|aRCR
152	12314 61211	   	236.69	DCR|2VULN|1TLV|1MLV|1ASPD|1SELL	1DUST|2RMIN|3aVULN|4MLV|5SELL|6DUR|7RCR|8TLV|9ASPD
153	12314 61251	   	236.69	DCR|2VULN|1TLV|1MLV|1ASPD|1SELL	1DUST|2RMIN|39VULN|4MLV|5SELL|6DUR|7RCR|8TLV|aASPD
154	13614 61211	   	236.69	DCR|2VULN|1TLV|1MLV|1ASPD|1SELL	1DUST|2aVULN|3RMIN|4MLV|5SELL|6DUR|7RCR|8TLV|9ASPD
155	52314 31211	   	236.69	DCR|2VULN|1TLV|1MLV|1ASPD|1SELL	1BEXP|2RMIN|3aVULN|4MLV|5SELL|6DUR|7RCR|8TLV|9ASPD
156	52314 31251	   	236.69	DCR|2VULN|1TLV|1MLV|1ASPD|1SELL	1BEXP|2RMIN|39VULN|4MLV|5SELL|6DUR|7RCR|8TLV|aASPD
157	53614 31211	   	236.69	DCR|2VULN|1TLV|1MLV|1ASPD|1SELL	1BEXP|2aVULN|3RMIN|4MLV|5SELL|6DUR|7RCR|8TLV|9ASPD
158	23263 61153	   	236.56	DCR|2TLV|1VULN|1MLV|1DMG|1ASPD	1LIT|2ASPD|38TLV|4MLV|5DUST|6DMG|7ERES|9VULN|aRCR
159	63125 31261	   	236.31	DCR|2VULN|1TLV|1MLV|1AAC	12VULN|3LWND|4AAC|5LIT|6RAT|7ZMB|8TLV|9MLV|aRCR
160	63125 33161	   	236.31	DCR|2VULN|1TLV|1MLV|1AAC	12VULN|3LWND|4AAC|5LIT|6RAT|7TLV|8CGEN|9MLV|aRCR
161	63322 26261	   	236.31	DCR|2VULN|1TLV|1MLV|1AAC	12VULN|3FEWX|4AAC|5MLV|6RAT|7LIT|8TLV|9AME|aRCR
162	63125 22161	   	236.21	DCR|2VULN|1TLV|1MLV|1AAC|1NUKE	12VULN|3LWND|4AAC|5LIT|6NUKE|7MLV|8TLV|9RAT|aRCR
