0	Index      	 *	Score 	Summary	Detail	
1	21153 35272	 * 	273.66	DCR|DCR|1VULN|2MLV|1DMG	1BEXP|2VULN|35MLV|4MBVNT|6FRZICY|79RCR|8TBNT|aDMG
19	14215 62245	 * 	257.17	ACR|DCR|2VULN|2DMG	1MBVNT|24LHND|38RCR|4BPWR|5DUST|6aVULN|79DMG
20	18223 62245	   	257.17	ACR|DCR|2VULN|2DMG	1MBVNT|2DUST|38RCR|4LWND|5RCVC|6aVULN|79DMG
21	18213 62245	   	257.07	ACR|DCR|2VULN|2DMG	1MBVNT|24DUST|38RCR|4BPWR|5LWND|6aVULN|79DMG
22	41324 11162	   	255.29	ACR|DCR|2VULN|2ASPD|1RPLT	1LSRHEA|2MBVNT|39VULN|4RPLT|5aRCR|6LHND|78ASPD
23	12733 44626	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1MBVNT|2DMG|3LIT|4VULN|5BBNT|6LWND|7aRCR|8ASPD|9CGEN
24	12733 14626	   	254.06	DCR|DCR|1VULN|1DMG|1ASPD	1MBVNT|2DMG|3LIT|4VULN|5BBNT|6DUST|7aRCR|8ASPD|9CGEN
25	21153 35273	   	253.59	DCR|DCR|1VULN|2MLV	1BEXP|2VULN|35MLV|4MBVNT|6FRZICY|79RCR|8TBNT|aLIT
26	21123 22166	   	253.49	DCR|DCR|1VULN|2MLV	1BEXP|2VULN|35MLV|47LWND|6aRCR|8ERES|9DUST
27	21123 23166	   	253.49	DCR|DCR|1VULN|2MLV	17BEXP|2VULN|35MLV|4LWND|6aRCR|8ERES|9DUST
28	21153 35271	   	253.49	DCR|DCR|1VULN|2MLV	1BEXP|2VULN|35MLV|4MBVNT|6FRZICY|79RCR|8TBNT|aMDPS
29	21153 35274	   	253.49	DCR|DCR|1VULN|2MLV	1BEXP|2VULN|35MLV|4MBVNT|6FRZICY|79RCR|8TBNT|aDUST
30	14218 17246	   	253.34	ACR|DCR|2VULN|1DMG|1ASPD	1MBVNT|24LHND|38RCR|4BPWR|5ASPD|6BEXP|7aVULN|9DMG
31	14218 37246	   	253.24	ACR|DCR|2VULN|1DMG|1ASPD	1MBVNT|24LHND|38RCR|4BPWR|5ASPD|6DUST|7aVULN|9DMG
32	16214 33217	   	253.14	ACR|DCR|2VULN|3DUR|1CDMG	1MBVNT|245DUR|37RCR|4BPWR|6aVULN|8CGEN|9CDMG
33	16214 33428	   	253.04	ACR|DCR|2VULN|3DUR|1ASPD	1MBVNT|245DUR|37RCR|4BPWR|6aVULN|8ASPD|9BASARM
34	16214 33438	   	253.04	ACR|DCR|2VULN|3DUR|1ASPD	1MBVNT|245DUR|37RCR|4BPWR|6aVULN|8ASPD|9SPLARM
35	16214 33487	   	252.89	ACR|DCR|2VULN|3DUR|1ASPD|1SELL	1MBVNT|245DUR|37RCR|4BPWR|6aVULN|8ASPD|9SELL
36	41324 25462	 * 	252.65	ACR|DCR|3VULN|1RPLT	16LSRHEA|2MBVNT|369VULN|4RPLT|5aRCR|6BPWR|7LHND|8AAC
37	41324 33351	   	252.65	ACR|DCR|3VULN|1RPLT	19LSRHEA|2MBVNT|39aVULN|4RPLT|58RCR|69CGEN|7MDPS|9BPWR
38	41324 45462	   	252.65	ACR|DCR|3VULN|1RPLT	1LSRHEA|2MBVNT|369VULN|4RPLT|5aRCR|7LHND|8AAC
39	41324 24462	   	252.55	ACR|DCR|3VULN|1RPLT	16LSRHEA|2MBVNT|369VULN|4RPLT|5aRCR|6BPWR|7LEGI|8AAC
40	41324 33371	   	252.55	ACR|DCR|3VULN|1RPLT	1LSRHEA|2MBVNT|39aVULN|4RPLT|58RCR|6CGEN|7MDPS
41	41324 44462	   	252.55	ACR|DCR|3VULN|1RPLT	1LSRHEA|2MBVNT|369VULN|4RPLT|5aRCR|7LEGI|8AAC
42	14363 31424	 * 	252.46	DCR|DCR|3DMG|1CDMG	1MBVNT|2LHND|3CDMG|4LIT|5BELT|678DMG|9aRCR
43	41324 28222	   	252.40	ACR|DCR|3VULN|1RPLT|1ZMB	16LSRHEA|2MBVNT|368VULN|4RPLT|5aRCR|6BPWR|7ZMB|9FEWX
44	41324 48222	   	252.40	ACR|DCR|3VULN|1RPLT|1ZMB	1LSRHEA|2MBVNT|368VULN|4RPLT|5aRCR|7ZMB|9FEWX
45	24114 61211	   	252.07	DCR|DCR|1VULN|1CDMG|1RPLT	1BEXP|2RPLT|3DUR|4CDMG|5AELOIC|68RCR|79LWND|aVULN
46	24114 61221	   	252.07	DCR|DCR|1VULN|1CDMG|1RPLT	19BEXP|2RPLT|3DUR|4CDMG|5AELOIC|68RCR|7LWND|aVULN
47	24114 62221	   	252.07	DCR|DCR|1VULN|1CDMG|1RPLT	1BEXP|2RPLT|3DUR|4CDMG|5AELOIC|68RCR|7LHND|9DMSP|aVULN
48	16823 33283	 * 	251.80	DCR|3VULN|2MLV|1DMG|2DUR	1MBVNT|27DUR|3MDPS|4DMG|57MLV|67aVULN|7BPWR|8LHND|9RCR
49	46222 31612	 * 	251.32	DCR|DCR|3ASPD|2CDMG	1LSRHEA|2DUR|345ASPD|6LHND|79CDMG|8aRCR
50	18214 62263	   	250.95	ACR|DCR|2DMG|1VULN|1ASPD	1MBVNT|24DUST|38RCR|4BPWR|5DUR|6VULN|7aDMG|9ASPD
51	11323 64745	   	250.07	DCR|DCR|1VULN|1DMG|1RPLT	1MBVNT|2RCVC|3DMG|4AAC|5LWND|68RCR|7DUST|9RPLT|aVULN
52	12423 64745	   	250.07	DCR|DCR|1VULN|1DMG|1RPLT	1MBVNT|2DMG|3RCVC|4AAC|5LWND|68RCR|7DUST|9RPLT|aVULN
53	41424 33315	   	250.07	DCR|DCR|1VULN|1DMG|1AART	1LSRHEA|2MBVNT|3TBNT|4BBNT|5LHND|6VULN|78RCR|9AART|aDMG
54	12183 15327	   	249.83	DCR|DCR|1VULN|1DMG|1AART|1ZMB	1MBVNT|2DMG|3BASARM|4AART|5VULN|6BBNT|7ZMB|8BEXP|9aRCR
55	12183 25327	   	249.83	DCR|DCR|1VULN|1DMG|1AART|1ZMB	1MBVNT|2DMG|3BASARM|4AART|5VULN|6TBNT|7ZMB|8BEXP|9aRCR
56	14215 62221	   	249.25	ACR|DCR|2VULN|1DMG|1AART	1MBVNT|24LHND|38RCR|4BPWR|5DUST|6aVULN|7DMG|9AART
57	14215 77221	   	249.25	ACR|DCR|2VULN|1DMG|1AART	1MBVNT|24LHND|38RCR|4BPWR|5DUST|6DMG|7aVULN|9AART
58	18223 62221	   	249.25	ACR|DCR|2VULN|1DMG|1AART	1MBVNT|2DUST|38RCR|4LWND|5RCVC|6aVULN|7DMG|9AART
59	18223 77221	   	249.25	ACR|DCR|2VULN|1DMG|1AART	1MBVNT|2DUST|38RCR|4LWND|5RCVC|6DMG|7aVULN|9AART
60	18213 62221	   	249.15	ACR|DCR|2VULN|1DMG|1AART	1MBVNT|24DUST|38RCR|4BPWR|5LWND|6aVULN|7DMG|9AART
61	18213 77221	   	249.15	ACR|DCR|2VULN|1DMG|1AART	1MBVNT|24DUST|38RCR|4BPWR|5LWND|6DMG|7aVULN|9AART
62	18228 62221	   	249.15	ACR|DCR|2VULN|1DMG|1AART	1MBVNT|25DUST|38RCR|4LWND|6aVULN|7DMG|9AART
63	41324 33338	   	249.15	ACR|DCR|2VULN|1DMG|1RPLT	1LSRHEA|2MBVNT|3aVULN|4RPLT|58RCR|6CGEN|7MDPS|9DMG
64	16214 33352	   	249.05	ACR|DCR|2VULN|3DUR|1RPLT	1MBVNT|245DUR|37RCR|4BPWR|6aVULN|8DUST|9RPLT
65	11323 63721	   	248.82	DCR|DCR|1VULN|1DMG	1MBVNT|2RCVC|3DMG|4AAC|5LWND|68RCR|7DUR|9TLV|aVULN
66	11323 63735	   	248.82	DCR|DCR|1VULN|1DMG	1MBVNT|2RCVC|3DMG|4AAC|59LWND|68RCR|7DUR|aVULN
67	12253 63721	   	248.82	DCR|DCR|1VULN|1DMG	1MBVNT|2DMG|3AAC|4RCVC|5LWND|68RCR|7DUR|9TLV|aVULN
68	12263 63721	   	248.82	DCR|DCR|1VULN|1DMG	1MBVNT|2DMG|3AAC|4DMSP|5LWND|68RCR|7DUR|9TLV|aVULN
69	12423 63721	   	248.82	DCR|DCR|1VULN|1DMG	1MBVNT|2DMG|3RCVC|4AAC|5LWND|68RCR|7DUR|9TLV|aVULN
70	12423 63735	   	248.82	DCR|DCR|1VULN|1DMG	1MBVNT|2DMG|3RCVC|4AAC|59LWND|68RCR|7DUR|aVULN
71	11135 63721	   	248.72	DCR|DCR|1VULN|1DMG	1MBVNT|2RCVC|3AAC|4LEGI|5DMG|68RCR|7DUR|9TLV|aVULN
72	41424 33327	   	248.72	DCR|DCR|1VULN|1DMG	1LSRHEA|2MBVNT|3TBNT|4BBNT|5LHND|6VULN|78RCR|9DMG|aDUR
73	41423 34883	   	248.33	DCR|DCR|2VULN	1LSRHEA|2MBVNT|3TBNT|4BBNT|57VULN|6AELOIC|89RCR|aLIT
74	41423 34881	   	248.23	DCR|DCR|2VULN	1LSRHEA|2MBVNT|3TBNT|4BBNT|57VULN|6aAELOIC|89RCR
75	41423 34884	   	248.23	DCR|DCR|2VULN	1LSRHEA|2MBVNT|3TBNT|4BBNT|57VULN|6AELOIC|89RCR|aDUST
76	16218 17244	   	248.03	ACR|DCR|2VULN|2DUR|1ASPD	1MBVNT|24DUR|38RCR|4BPWR|5ASPD|6BEXP|7aVULN|9ERES
77	13323 12272	   	247.99	ACR|DCR|2VULN|1DMG	1MBVNT|2BBNT|38VULN|4DUR|59RCR|6RMIN|7LSRICY|aDMG
78	16218 37244	   	247.93	ACR|DCR|2VULN|2DUR|1ASPD	1MBVNT|24DUR|38RCR|4BPWR|5ASPD|6DUST|7aVULN|9ERES
79	18214 62225	   	247.79	ACR|DCR|2VULN|1DMG	1MBVNT|24DUST|38RCR|4BPWR|5DUR|6aVULN|7DMG|9DMSP
80	12871 53423	 * 	247.44	DCR|2VULN|2DMG|2ASPD|1CDMG|1RPLT	1MBVNT|2aDMG|3BBNT|4aVULN|5LHND|6CDMG|7RPLT|8aASPD|9RCR|aBPWR
81	41321 53382	   	247.30	DCR|DCR|1VULN|1MLV|1RPLT|1ZMB	1LSRHEA|2MBVNT|3VULN|4RPLT|5MLV|6ZMB|7RMIN|8RCVC|9aRCR
82	41322 41782	   	247.10	DCR|DCR|1VULN|1MLV|1RPLT|1ZMB	1LSRHEA|2MBVNT|3VULN|4RPLT|56ERES|7ZMB|8MLV|9aRCR
83	41321 53282	   	247.05	DCR|DCR|1VULN|1MLV|1RPLT|2ZMB	1LSRHEA|2MBVNT|3VULN|4RPLT|5MLV|68ZMB|7RMIN|9aRCR
84	16383 24161	 * 	247.01	ACR|DCR|1VULN|2CDMG|1MLV|1AART	1MBVNT|2DUR|34CDMG|59RCR|6AART|7MLV|8BEXP|aVULN
85	17217 33417	   	246.92	ACR|DCR|2VULN|1ASPD|1CDMG	1MBVNT|245BEXP|37RCR|4BPWR|6aVULN|8ASPD|9CDMG
86	16372 33814	   	246.84	DCR|DCR|1DMG|1CDMG|1AART|1RPLT	1MBVNT|2DUR|3CDMG|4BBNT|5AART|6RPLT|7RCVC|8DMG|9aRCR
87	16281 12713	 * 	246.72	ACR|3VULN|3MLV|2CDMG|2DUR|1RPLT	1MBVNT|2aDUR|3RCR|46CDMG|56aVULN|6aBPWR|7RPLT|89aMLV
88	11351 14465	   	246.63	ACR|DCR|2DMG|1VULN|1MLV	1MBVNT|2RCVC|37DMG|48RCR|5DUST|6BEXP|9MLV|aVULN
89	11353 24465	   	246.63	ACR|DCR|2DMG|1VULN|1MLV	1MBVNT|25RCVC|37DMG|48RCR|6MDPS|9MLV|aVULN
90	12451 14465	   	246.63	ACR|DCR|2DMG|1VULN|1MLV	1MBVNT|27DMG|3RCVC|48RCR|5DUST|6BEXP|9MLV|aVULN
91	12453 24465	   	246.63	ACR|DCR|2DMG|1VULN|1MLV	1MBVNT|27DMG|35RCVC|48RCR|6MDPS|9MLV|aVULN
92	18215 33417	   	246.62	ACR|DCR|2VULN|1ASPD|1CDMG	1MBVNT|245DUST|37RCR|4BPWR|6aVULN|8ASPD|9CDMG
93	41324 26832	   	246.62	ACR|DCR|2VULN|1MLV|1RPLT	16LSRHEA|2MBVNT|36VULN|4RPLT|5aRCR|6BPWR|7AME|8MLV|9AAC
94	41324 46832	   	246.62	ACR|DCR|2VULN|1MLV|1RPLT	1LSRHEA|2MBVNT|36VULN|4RPLT|5aRCR|7AME|8MLV|9AAC
95	41324 28532	   	246.47	ACR|DCR|2VULN|1MLV|1RPLT|1ZMB	16LSRHEA|2MBVNT|36VULN|4RPLT|5aRCR|6BPWR|7ZMB|8CGEN|9MLV
96	41324 36262	   	246.47	ACR|DCR|2VULN|1MLV|1RPLT|1ZMB	1LSRHEA|2MBVNT|39VULN|4RPLT|5aRCR|6CGEN|7ZMB|8MLV
97	41324 48532	   	246.47	ACR|DCR|2VULN|1MLV|1RPLT|1ZMB	1LSRHEA|2MBVNT|36VULN|4RPLT|5aRCR|7ZMB|8CGEN|9MLV
98	17275 34221	   	246.47	ACR|DCR|2VULN|1MLV|1AART|1ZMB	1MBVNT|2BEXP|38RCR|4ZMB|5MLV|6aVULN|7AME|9AART
99	17275 34243	   	246.38	ACR|DCR|2DMG|1VULN|1MLV|1ZMB	1MBVNT|2BEXP|38RCR|4ZMB|5MLV|6VULN|7AME|9aDMG
100	21142 13243	 * 	245.93	ACR|2VULN|3DMG|3MLV|1ASPD	19aBEXP|2aVULN|379MLV|4ASPD|5RCR|6CGEN|89aDMG|9aBPWR
101	41411 42355	   	245.26	ACR|DCR|2VULN|1MLV	1LSRHEA|2MBVNT|3TBNT|48RCR|5DUR|6MDPS|7aVULN|9MLV
102	21153 84218	 * 	245.23	DCR|2VULN|3MLV|2DMG	1aBEXP|2aVULN|357MLV|4MBVNT|6TBNT|8RCR|9aDMG|aBPWR
103	21153 86211	   	245.23	DCR|2VULN|3MLV|2DMG	17BEXP|27VULN|357MLV|4MBVNT|6TBNT|7BPWR|8RCR|9aDMG
104	16214 33425	   	245.02	ACR|DCR|1VULN|3DUR|1DMG|1ASPD	1MBVNT|245DUR|37RCR|4BPWR|6VULN|8ASPD|9BASARM|aDMG
105	16214 33435	   	245.02	ACR|DCR|1VULN|3DUR|1DMG|1ASPD	1MBVNT|245DUR|37RCR|4BPWR|6VULN|8ASPD|9SPLARM|aDMG
106	16216 32262	   	245.02	ACR|DCR|1VULN|3DUR|1DMG|1ASPD	1MBVNT|248DUR|39RCR|4BPWR|5MDPS|6VULN|7ASPD|aDMG
107	46222 31632	   	245.01	DCR|DCR|3ASPD|1CDMG	1LSRHEA|2DUR|345ASPD|69LHND|7CDMG|8aRCR
108	16214 33483	   	244.88	ACR|DCR|1VULN|3DUR|1DMG|1ASPD|1SELL	1MBVNT|245DUR|37RCR|4BPWR|6VULN|8ASPD|9SELL|aDMG
109	14382 34814	 * 	244.85	DCR|DCR|1DMG|2CDMG|1AART|1RPLT	1MBVNT|2LHND|34CDMG|5AART|6DMG|7RPLT|8BBNT|9aRCR
110	21153 86221	 * 	244.70	DCR|3VULN|3MLV|1ASPD	17BEXP|279VULN|357MLV|4MBVNT|6TBNT|7BPWR|8RCR|aASPD
111	24523 32631	   	244.54	DCR|3VULN|1DMG|1MLV|1ASPD|1RPLT	1BEXP|2RPLT|3MBVNT|45aVULN|6MLV|7DMG|8RCR|9ASPD
112	11355 16441	   	244.25	ACR|DCR|2DMG|1VULN|2DUR	1MBVNT|2RCVC|37DMG|48RCR|57DUR|67BEXP|7BPWR|9LWND|aVULN
113	12455 16441	   	244.25	ACR|DCR|2DMG|1VULN|2DUR	1MBVNT|27DMG|3RCVC|48RCR|57DUR|67BEXP|7BPWR|9LWND|aVULN
114	11355 36441	   	244.05	ACR|DCR|2DMG|1VULN|2DUR	1MBVNT|2RCVC|37DMG|48RCR|57DUR|67DUST|7BPWR|9LWND|aVULN
115	12455 36441	   	244.05	ACR|DCR|2DMG|1VULN|2DUR	1MBVNT|27DMG|3RCVC|48RCR|57DUR|67DUST|7BPWR|9LWND|aVULN
116	16215 74441	   	243.95	ACR|DCR|2DMG|1VULN|2DUR	1MBVNT|24DUR|38RCR|4BPWR|5DUST|67DMG|9LWND|aVULN
117	16215 62233	   	243.85	ACR|DCR|2DMG|1VULN|2DUR	1MBVNT|24DUR|38RCR|4BPWR|5DUST|6VULN|7aDMG|9AME
118	16215 62243	   	243.85	ACR|DCR|2DMG|1VULN|2DUR	1MBVNT|24DUR|38RCR|4BPWR|5DUST|6VULN|7aDMG|9ERES
119	14275 71444	   	243.75	ACR|DCR|2VULN|1MLV|1ZMB	1MBVNT|2LHND|37RCR|4ZMB|5MLV|6VENTOX|89VULN|aNUKE
120	14275 81444	   	243.75	ACR|DCR|2VULN|1MLV|1ZMB	1MBVNT|2LHND|37RCR|4ZMB|5MLV|6SNIFST|89VULN|aNUKE
121	41424 33318	   	243.66	DCR|DCR|1VULN|1ASPD|1AART	1LSRHEA|2MBVNT|3TBNT|4BBNT|5LHND|6VULN|78RCR|9AART|aASPD
