0	Index      	 *	Score 	Summary	Detail	
1	65512 33313	 * 	266.98	ACR|DCR|2VULN|1DMG|1MLV|1AART	1TLV|2DMG|39RCR|4AART|5MLV|6LHND|7aVULN|8LWND
31	15512 22613	   	258.19	DCR|DCR|2VULN|1AART	1AAC|27BEXP|3aVULN|4AART|5LWND|6DUST|89RCR
32	21412 24613	   	258.19	DCR|DCR|2VULN|1AART	1LHND|2aVULN|37AAC|4AART|5LWND|6DUST|89RCR
33	51412 22613	   	258.19	DCR|DCR|2VULN|1AART	17BEXP|2aVULN|3AAC|4AART|5LWND|6DUST|89RCR
34	13116 24613	   	258.09	DCR|DCR|2VULN|1AART	1AAC|2LWND|3LHND|4AART|56DUST|7aVULN|89RCR
35	13516 21613	   	258.09	DCR|DCR|2VULN|1AART	1AAC|2LWND|3aVULN|4AART|56DUST|7BEXP|89RCR
36	21523 12613	   	258.04	DCR|DCR|2VULN|1AART|1ZMB	1LHND|2aVULN|37BEXP|4LWND|5AART|6ZMB|89RCR
37	43136 33224	   	256.53	DCR|DCR|2VULN	1MDPS|2DUR|3ERES|4DLOT|5AAC|6VENFST|7aRCR|89VULN
38	11114 26613	   	256.05	DCR|DCR|1VULN|1MLV|1AART	1AAC|2DUR|3LHND|4AART|5RMIN|6LWND|7MLV|89RCR|aVULN
39	11112 36613	   	255.95	DCR|DCR|1VULN|1MLV|1AART	1AAC|2DUR|3LHND|4AART|5LWND|6ERES|7MLV|89RCR|aVULN
40	11313 36613	   	255.95	DCR|DCR|1VULN|1MLV|1AART	1AAC|2DUR|3LWND|4AART|5BEXP|6ERES|7MLV|89RCR|aVULN
41	11314 36613	   	255.95	DCR|DCR|1VULN|1MLV|1AART	1AAC|2DUR|3LWND|4AART|5RMIN|6DUST|7MLV|89RCR|aVULN
42	51232 77121	   	253.96	DCR|DCR|1VULN|1DMG|1ASPD	1BEXP|2VULN|3ERES|4MBVNT|5DUST|6FEWX|78RCR|9ASPD|aDMG
43	41333 47121	   	253.86	DCR|DCR|1VULN|1DMG|1ASPD	1MDPS|24DUST|3MBVNT|4BPWR|5CGEN|6VULN|78RCR|9ASPD|aDMG
44	11312 14615	   	252.17	DCR|DCR|1VULN|1ASPD|1AART	1AAC|2DUR|35LWND|4AART|6FEWX|7VULN|89RCR|aASPD
45	11312 34616	   	252.17	DCR|DCR|1VULN|1CDMG|1AART	1AAC|2DUR|35LWND|4AART|6LHND|7VULN|89RCR|aCDMG
46	11513 12615	   	252.17	DCR|DCR|1VULN|1ASPD|1AART	1AAC|2DUR|3VULN|4AART|57BEXP|6FEWX|89RCR|aASPD
47	24512 23613	   	252.17	DCR|DCR|1VULN|1ASPD|1AART	1LHND|2CGEN|3DUR|4AART|5LWND|6RMIN|7ASPD|89RCR|aVULN
48	11513 22615	   	252.07	DCR|DCR|1VULN|1ASPD|1AART	1AAC|2DUR|3VULN|4AART|57BEXP|6DUST|89RCR|aASPD
49	61211 42611	   	250.17	DCR|DCR|1VULN|1DMG|1AART	1TLV|2FEWX|3DMG|4AART|5CGEN|6DUST|7VULN|89RCR|aLWND
50	65211 12611	   	250.17	DCR|DCR|1VULN|1DMG|1AART	1TLV|2DMG|3DUST|4AART|5CGEN|6FEWX|7VULN|89RCR|aLWND
51	65211 32611	   	250.17	DCR|DCR|1VULN|1DMG|1AART	1TLV|2DMG|3DUST|4AART|5CGEN|6LHND|7VULN|89RCR|aLWND
52	21413 22616	   	250.17	DCR|DCR|1VULN|1DMG|1AART	1LHND|2VULN|3AAC|4AART|57BEXP|6DUST|89RCR|aDMG
53	61211 42612	   	250.07	DCR|DCR|1VULN|1DMG|1AART|1MSE	1TLV|2FEWX|3DMG|4AART|5CGEN|6DUST|7VULN|89RCR|aMSE
54	61211 42613	   	250.07	DCR|DCR|1VULN|1DMG|1AART	1TLV|2FEWX|3DMG|4AART|5CGEN|6DUST|7VULN|89RCR|aERES
55	65211 12612	   	250.07	DCR|DCR|1VULN|1DMG|1AART|1MSE	1TLV|2DMG|3DUST|4AART|5CGEN|6FEWX|7VULN|89RCR|aMSE
56	65211 12613	   	250.07	DCR|DCR|1VULN|1DMG|1AART	1TLV|2DMG|3DUST|4AART|5CGEN|6FEWX|7VULN|89RCR|aERES
57	65211 32612	   	250.07	DCR|DCR|1VULN|1DMG|1AART|1MSE	1TLV|2DMG|3DUST|4AART|5CGEN|6LHND|7VULN|89RCR|aMSE
58	65211 32613	   	250.07	DCR|DCR|1VULN|1DMG|1AART	1TLV|2DMG|3DUST|4AART|5CGEN|6LHND|7VULN|89RCR|aERES
59	36113 33663	   	247.64	DCR|DCR|1VULN|1MLV|1AART	1AME|2BBNT|3CGEN|4RCVC|5MLV|6AART|7VULN|89RCR|aLWND
60	13113 36613	   	247.64	DCR|DCR|1VULN|1MLV|1AART	1AAC|2LWND|3LHND|4AART|5BEXP|6ERES|7MLV|89RCR|aVULN
61	13114 36613	   	247.64	DCR|DCR|1VULN|1MLV|1AART	1AAC|2LWND|3LHND|4AART|5RMIN|6DUST|7MLV|89RCR|aVULN
62	15112 36613	   	247.64	DCR|DCR|1VULN|1MLV|1AART	1AAC|2BEXP|3LHND|4AART|5LWND|6ERES|7MLV|89RCR|aVULN
63	36113 33661	   	247.54	DCR|DCR|1VULN|1MLV|1AART	1AME|2BBNT|3CGEN|4RCVC|5MLV|6AART|7VULN|89RCR|aDUST
64	26121 11551	 * 	246.65	DCR|DCR|1VULN|2ASPD	13LHND|25ASPD|4BELT|6aRCR|7CGEN|8VULN|9AAC
65	26121 11521	   	246.41	DCR|DCR|1VULN|2ASPD|1ZMB	13LHND|25ASPD|4BELT|6aRCR|7CGEN|8VULN|9ZMB
66	26421 11521	   	246.41	DCR|DCR|1VULN|2ASPD|1ZMB	1LHND|25ASPD|3DMSP|4BELT|6aRCR|7CGEN|8VULN|9ZMB
67	65312 11332	   	246.41	DCR|DCR|1DMG|1MLV|1ASPD|1RPLT	1TLV|2DMG|3MDPS|4RPLT|5LIT|6LHND|79RCR|8MLV|aASPD
68	35312 11332	   	246.31	DCR|DCR|1DMG|1MLV|1ASPD|1RPLT	1AME|2DMG|3MDPS|4RPLT|5LIT|6LHND|79RCR|8MLV|aASPD
69	35312 27353	   	246.21	DCR|DCR|1DMG|1MLV|1CDMG|1RPLT	1AME|2DMG|3MDPS|4RPLT|5LIT|6MBVNT|7aRCR|8MLV|9CDMG
70	23234 25412	   	246.19	DCR|DCR|1VULN|1MLV	1LHND|2BASHEA|3DUST|4MLV|5TBNT|69RCR|7VULN|8DUR|aRMIN
71	23234 25413	   	246.19	DCR|DCR|1VULN|1MLV	1LHND|2BASHEA|3DUST|4MLV|5TBNT|69RCR|7VULN|8DUR|aLIT
72	23234 25411	   	246.09	DCR|DCR|1VULN|1MLV	1LHND|2BASHEA|3aDUST|4MLV|5TBNT|69RCR|7VULN|8DUR
73	21131 41314	 * 	245.15	DCR|3VULN|2MLV|1DMG	1LHND|289VULN|3SNITOX|47MLV|5DUR|6DMG|aRCR
74	23131 41314	   	245.15	DCR|3VULN|2MLV|1DMG	1LHND|2BASHEA|389VULN|47MLV|5DUR|6DMG|aRCR
75	51131 41314	   	245.15	DCR|3VULN|2MLV|1DMG	1BEXP|289VULN|3SNITOX|47MLV|5DUR|6DMG|aRCR
76	53131 41314	   	245.15	DCR|3VULN|2MLV|1DMG	1BEXP|2BASHEA|389VULN|47MLV|5DUR|6DMG|aRCR
77	13112 14616	   	243.86	DCR|DCR|1VULN|1CDMG|1AART	1AAC|25LWND|3LHND|4AART|6FEWX|7VULN|89RCR|aCDMG
78	24412 23613	   	243.86	DCR|DCR|1VULN|1ASPD|1AART	1LHND|2CGEN|3AART|4BEXP|5LWND|6RMIN|7ASPD|89RCR|aVULN
79	26161 11613	   	243.86	DCR|DCR|1VULN|1ASPD|1AART	13LHND|2ASPD|4AART|5LWND|6FEWX|7BEXP|89RCR|aVULN
80	54112 23613	   	243.86	DCR|DCR|1VULN|1ASPD|1AART	1BEXP|2CGEN|3LHND|4AART|5LWND|6RMIN|7ASPD|89RCR|aVULN
81	56112 12613	   	243.86	DCR|DCR|1VULN|1ASPD|1AART	1BEXP|2ASPD|3LHND|4AART|5LWND|67FEWX|89RCR|aVULN
82	56312 32613	   	243.86	DCR|DCR|1VULN|1ASPD|1AART	1BEXP|2ASPD|35LWND|4AART|6LHND|7FEWX|89RCR|aVULN
83	56313 32613	   	243.86	DCR|DCR|1VULN|1ASPD|1AART	15BEXP|2ASPD|3LWND|4AART|6LHND|7FEWX|89RCR|aVULN
84	61115 23613	   	243.86	DCR|DCR|1VULN|1ASPD|1AART	1TLV|2FEWX|3LHND|4AART|5CGEN|6LWND|7ASPD|89RCR|aVULN
85	13512 11615	   	243.86	DCR|DCR|1VULN|1ASPD|1AART	1AAC|25LWND|3VULN|4AART|6FEWX|7BEXP|89RCR|aASPD
86	13512 31616	   	243.86	DCR|DCR|1VULN|1CDMG|1AART	1AAC|25LWND|3VULN|4AART|6LHND|7BEXP|89RCR|aCDMG
87	13513 12615	   	243.86	DCR|DCR|1VULN|1ASPD|1AART	1AAC|2LWND|3VULN|4AART|57BEXP|6FEWX|89RCR|aASPD
88	21413 12616	   	243.86	DCR|DCR|1VULN|1CDMG|1AART	1LHND|2VULN|3AAC|4AART|57BEXP|6FEWX|89RCR|aCDMG
89	26513 12611	   	243.86	DCR|DCR|1VULN|1ASPD|1AART	1LHND|2ASPD|3VULN|4AART|57BEXP|6FEWX|89RCR|aLWND
90	13513 22615	   	243.76	DCR|DCR|1VULN|1ASPD|1AART	1AAC|2LWND|3VULN|4AART|57BEXP|6DUST|89RCR|aASPD
91	26513 22611	   	243.76	DCR|DCR|1VULN|1ASPD|1AART	1LHND|2ASPD|3VULN|4AART|57BEXP|6DUST|89RCR|aLWND
92	56112 11613	   	243.76	DCR|DCR|1VULN|1ASPD|1AART	1BEXP|2ASPD|3LHND|4AART|5LWND|6FEWX|7AELOIC|89RCR|aVULN
93	56112 31613	   	243.76	DCR|DCR|1VULN|1ASPD|1AART	1BEXP|2ASPD|3LHND|4AART|5LWND|6ERES|7CGEN|89RCR|aVULN
94	61315 33613	   	243.76	DCR|DCR|1VULN|1ASPD|1AART	1TLV|2FEWX|3LWND|4AART|5CGEN|6DUST|7ASPD|89RCR|aVULN
95	26513 12612	   	243.76	DCR|DCR|1VULN|1ASPD|1AART|1MSE	1LHND|2ASPD|3VULN|4AART|57BEXP|6FEWX|89RCR|aMSE
96	26513 12613	   	243.76	DCR|DCR|1VULN|1ASPD|1AART	1LHND|2ASPD|3VULN|4AART|57BEXP|6FEWX|89RCR|aERES
97	56112 21613	   	243.66	DCR|DCR|1VULN|1ASPD|1AART	1BEXP|2ASPD|3LHND|4AART|5LWND|6DUST|7AELOIC|89RCR|aVULN
98	26513 22612	   	243.66	DCR|DCR|1VULN|1ASPD|1AART|1MSE	1LHND|2ASPD|3VULN|4AART|57BEXP|6DUST|89RCR|aMSE
99	26513 22613	   	243.66	DCR|DCR|1VULN|1ASPD|1AART	1LHND|2ASPD|3VULN|4AART|57BEXP|6DUST|89RCR|aERES
100	21523 12616	   	243.62	DCR|DCR|1VULN|1CDMG|1AART|1ZMB	1LHND|2VULN|37BEXP|4LWND|5AART|6ZMB|89RCR|aCDMG
101	26166 23313	   	243.03	ACR|DCR|2VULN|1ASPD|1AART	13LHND|2ASPD|4AART|59RCR|6FEWX|7aVULN|8LWND
102	35312 61332	   	242.32	DCR|DCR|1DMG|1MLV|1AART|1RPLT	1AME|2DMG|3MDPS|4RPLT|5LIT|6BEXP|79RCR|8MLV|aAART
103	41333 47128	   	242.11	DCR|DCR|1VULN|1ASPD	1MDPS|24DUST|3MBVNT|4BPWR|5CGEN|6VULN|78RCR|9ASPD|aDUR
104	65312 11335	   	241.06	DCR|DCR|1DMG|1MLV|1RPLT	1TLV|2DMG|3MDPS|4RPLT|5LIT|6LHND|79RCR|8MLV|aDUR
105	35312 11335	   	240.96	DCR|DCR|1DMG|1MLV|1RPLT	1AME|2DMG|3MDPS|4RPLT|5LIT|6LHND|79RCR|8MLV|aDUR
106	35312 61335	   	240.96	DCR|DCR|1DMG|1MLV|1RPLT	1AME|2DMG|3MDPS|4RPLT|5LIT|6BEXP|79RCR|8MLV|aDUR
107	35313 12553	 * 	240.61	DCR|3VULN|2DMG|1AART|1RPLT	18AME|28DMG|3MDPS|4RPLT|5TBNT|6AART|78aVULN|8BPWR|9RCR
108	26121 16321	 * 	239.97	DCR|DCR|2ASPD|1DMG	13LHND|25ASPD|4BELT|6aRCR|7DUR|8ERES|9DMG
109	26421 16321	   	239.97	DCR|DCR|2ASPD|1DMG	1LHND|25ASPD|3DMSP|4BELT|6aRCR|7DUR|8ERES|9DMG
110	51131 41353	 * 	239.27	DCR|2VULN|2DMG|2MLV	1BEXP|28VULN|3SNITOX|47MLV|5DUR|6aDMG|9RCR
111	53131 41353	   	239.27	DCR|2VULN|2DMG|2MLV	1BEXP|2BASHEA|38VULN|47MLV|5DUR|6aDMG|9RCR
112	65512 23211	   	238.90	ACR|DCR|1VULN|1DMG|1MLV|1AART	1TLV|2DMG|39RCR|4AART|5MLV|6FEWX|7VULN|8BEXP|aLWND
113	65512 23311	   	238.90	ACR|DCR|1VULN|1DMG|1MLV|1AART	1TLV|2DMG|39RCR|4AART|5MLV|6FEWX|7VULN|8LWND|aLHND
114	65512 33211	   	238.90	ACR|DCR|1VULN|1DMG|1MLV|1AART	1TLV|2DMG|39RCR|4AART|5MLV|6LHND|7VULN|8BEXP|aLWND
115	65512 33311	   	238.90	ACR|DCR|1VULN|1DMG|1MLV|1AART	1TLV|2DMG|39RCR|4AART|5MLV|6aLHND|7VULN|8LWND
116	65512 23111	   	238.80	ACR|DCR|1VULN|1DMG|1MLV|1AART	1TLV|2DMG|39RCR|4AART|5MLV|6FEWX|7VULN|8DUST|aLWND
117	65512 23212	   	238.80	ACR|DCR|1VULN|1DMG|1MLV|1AART|1MSE	1TLV|2DMG|39RCR|4AART|5MLV|6FEWX|7VULN|8BEXP|aMSE
118	65512 23213	   	238.80	ACR|DCR|1VULN|1DMG|1MLV|1AART	1TLV|2DMG|39RCR|4AART|5MLV|6FEWX|7VULN|8BEXP|aERES
119	65512 23312	   	238.80	ACR|DCR|1VULN|1DMG|1MLV|1AART|1MSE	1TLV|2DMG|39RCR|4AART|5MLV|6FEWX|7VULN|8LWND|aMSE
120	65512 23313	   	238.80	ACR|DCR|1VULN|1DMG|1MLV|1AART	1TLV|2DMG|39RCR|4AART|5MLV|6FEWX|7VULN|8LWND|aERES
121	65512 33111	   	238.80	ACR|DCR|1VULN|1DMG|1MLV|1AART	1TLV|2DMG|39RCR|4AART|5MLV|6LHND|7VULN|8DUST|aLWND
122	65512 33212	   	238.80	ACR|DCR|1VULN|1DMG|1MLV|1AART|1MSE	1TLV|2DMG|39RCR|4AART|5MLV|6LHND|7VULN|8BEXP|aMSE
123	65512 33213	   	238.80	ACR|DCR|1VULN|1DMG|1MLV|1AART	1TLV|2DMG|39RCR|4AART|5MLV|6LHND|7VULN|8BEXP|aERES
124	65512 33312	   	238.80	ACR|DCR|1VULN|1DMG|1MLV|1AART	1TLV|2DMG|39RCR|4AART|5MLV|6LHND|7VULN|8LWND|aAME
125	65512 23112	   	238.70	ACR|DCR|1VULN|1DMG|1MLV|1AART|1MSE	1TLV|2DMG|39RCR|4AART|5MLV|6FEWX|7VULN|8DUST|aMSE
126	65512 23113	   	238.70	ACR|DCR|1VULN|1DMG|1MLV|1AART	1TLV|2DMG|39RCR|4AART|5MLV|6FEWX|7VULN|8DUST|aERES
127	65512 33112	   	238.70	ACR|DCR|1VULN|1DMG|1MLV|1AART|1MSE	1TLV|2DMG|39RCR|4AART|5MLV|6LHND|7VULN|8DUST|aMSE
128	65512 33113	   	238.70	ACR|DCR|1VULN|1DMG|1MLV|1AART	1TLV|2DMG|39RCR|4AART|5MLV|6LHND|7VULN|8DUST|aERES
129	11112 12613	   	238.52	DCR|DCR|1VULN|1AART	1AAC|2DUR|3LHND|4AART|5LWND|67FEWX|89RCR|aVULN
130	11112 14613	   	238.52	DCR|DCR|1VULN|1AART	17AAC|2DUR|3LHND|4AART|5LWND|6FEWX|89RCR|aVULN
131	11114 21613	   	238.52	DCR|DCR|1VULN|1AART	1AAC|2DUR|3LHND|4AART|5RMIN|6LWND|7CGEN|89RCR|aVULN
132	11312 11613	   	238.52	DCR|DCR|1VULN|1AART	1AAC|2DUR|35LWND|4AART|6FEWX|7BEXP|89RCR|aVULN
133	11312 14611	   	238.52	DCR|DCR|1VULN|1AART	1AAC|2DUR|35aLWND|4AART|6FEWX|7VULN|89RCR
134	11312 14614	   	238.52	DCR|DCR|1VULN|1AART	1AAC|2DUR|35LWND|4AART|6FEWX|7VULN|89RCR|aLHND
135	11312 31613	   	238.52	DCR|DCR|1VULN|1AART	1AAC|2DUR|35LWND|4AART|6LHND|7BEXP|89RCR|aVULN
136	11312 34611	   	238.52	DCR|DCR|1VULN|1AART	1AAC|2DUR|35aLWND|4AART|6LHND|7VULN|89RCR
137	11312 34615	   	238.52	DCR|DCR|1VULN|1AART	1AAC|2DUR|35LWND|4AART|6LHND|7VULN|89RCR|aRCVC
138	11312 35613	   	238.52	DCR|DCR|1VULN|1AART	1AAC|2DUR|35LWND|4AART|6LHND|7FEWX|89RCR|aVULN
139	11313 12613	   	238.52	DCR|DCR|1VULN|1AART	1AAC|2DUR|3LWND|4AART|5BEXP|67FEWX|89RCR|aVULN
140	11313 14613	   	238.52	DCR|DCR|1VULN|1AART	17AAC|2DUR|3LWND|4AART|5BEXP|6FEWX|89RCR|aVULN
141	11461 11613	   	238.52	DCR|DCR|1VULN|1AART	1AAC|2DUR|3DMSP|4AART|5LWND|6FEWX|7BEXP|89RCR|aVULN
142	11461 31613	   	238.52	DCR|DCR|1VULN|1AART	1AAC|2DUR|3DMSP|4AART|5LWND|6LHND|7BEXP|89RCR|aVULN
143	11512 14611	   	238.52	DCR|DCR|1VULN|1AART	17AAC|2DUR|3VULN|4AART|5aLWND|6FEWX|89RCR
144	11513 12611	   	238.52	DCR|DCR|1VULN|1AART	1AAC|2DUR|3VULN|4AART|57BEXP|6FEWX|89RCR|aLWND
145	11513 12614	   	238.52	DCR|DCR|1VULN|1AART	1AAC|2DUR|3VULN|4AART|57BEXP|6FEWX|89RCR|aLHND
146	11513 14611	   	238.52	DCR|DCR|1VULN|1AART	17AAC|2DUR|3VULN|4AART|5BEXP|6FEWX|89RCR|aLWND
147	11112 11613	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|3LHND|4AART|5LWND|6FEWX|7AELOIC|89RCR|aVULN
148	11112 24613	   	238.42	DCR|DCR|1VULN|1AART	17AAC|2DUR|3LHND|4AART|5LWND|6DUST|89RCR|aVULN
149	11112 31613	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|3LHND|4AART|5LWND|6ERES|7CGEN|89RCR|aVULN
150	11114 23613	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|3LHND|4AART|5RMIN|6LWND|7ERES|89RCR|aVULN
151	11115 26613	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|3LHND|4AART|5CGEN|6LWND|7ERES|89RCR|aVULN
152	11312 41613	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|35LWND|4AART|6DUST|7BEXP|89RCR|aVULN
153	11312 44611	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|35aLWND|4AART|6DUST|7VULN|89RCR
154	11313 11613	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|3LWND|4AART|5BEXP|6FEWX|7AELOIC|89RCR|aVULN
155	11313 24613	   	238.42	DCR|DCR|1VULN|1AART	17AAC|2DUR|3LWND|4AART|5BEXP|6DUST|89RCR|aVULN
156	11313 31613	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|3LWND|4AART|5BEXP|6ERES|7CGEN|89RCR|aVULN
157	11314 11613	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|3LWND|4AART|5RMIN|6ERES|7BEXP|89RCR|aVULN
158	11314 31613	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|3LWND|4AART|5RMIN|6DUST|7CGEN|89RCR|aVULN
159	11315 11613	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|3LWND|4AART|5CGEN|6ERES|7BEXP|89RCR|aVULN
160	11315 15613	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|3LWND|4AART|5CGEN|6ERES|7FEWX|89RCR|aVULN
161	11316 12613	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|3LWND|4AART|5DUST|67FEWX|89RCR|aVULN
162	11316 14613	   	238.42	DCR|DCR|1VULN|1AART	17AAC|2DUR|3LWND|4AART|5DUST|6FEWX|89RCR|aVULN
163	11312 14612	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|35LWND|4AART|6FEWX|7VULN|89RCR|aAME
164	11312 14616	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|35LWND|4AART|6FEWX|7VULN|89RCR|aSPLJET
165	11312 34612	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|35LWND|4AART|6LHND|7VULN|89RCR|aAME
166	11312 34614	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|35LWND|4AART|6LHND|7VULN|89RCR|aLEGI
167	11512 14612	   	238.42	DCR|DCR|1VULN|1AART	17AAC|2DUR|3VULN|4AART|5LWND|6FEWX|89RCR|aAME
168	11512 24611	   	238.42	DCR|DCR|1VULN|1AART	17AAC|2DUR|3VULN|4AART|5aLWND|6DUST|89RCR
169	11513 12612	   	238.42	DCR|DCR|1VULN|1AART|1MSE	1AAC|2DUR|3VULN|4AART|57BEXP|6FEWX|89RCR|aMSE
170	11513 12613	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|3VULN|4AART|57BEXP|6FEWX|89RCR|aERES
171	11513 12616	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|3VULN|4AART|57BEXP|6FEWX|89RCR|aSPLJET
172	11513 14612	   	238.42	DCR|DCR|1VULN|1AART|1MSE	17AAC|2DUR|3VULN|4AART|5BEXP|6FEWX|89RCR|aMSE
173	11513 14613	   	238.42	DCR|DCR|1VULN|1AART	17AAC|2DUR|3VULN|4AART|5BEXP|6FEWX|89RCR|aERES
174	11513 22611	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|3VULN|4AART|57BEXP|6DUST|89RCR|aLWND
175	11513 22614	   	238.42	DCR|DCR|1VULN|1AART	1AAC|2DUR|3VULN|4AART|57BEXP|6DUST|89RCR|aLHND
176	11513 24611	   	238.42	DCR|DCR|1VULN|1AART	17AAC|2DUR|3VULN|4AART|5BEXP|6DUST|89RCR|aLWND
177	11112 21613	   	238.32	DCR|DCR|1VULN|1AART	1AAC|2DUR|3LHND|4AART|5LWND|6DUST|7AELOIC|89RCR|aVULN
178	11116 24611	   	238.32	DCR|DCR|1VULN|1AART	1AAC|2DUR|3LHND|4AART|56DUST|7VULN|89RCR|aLWND
179	11312 44612	   	238.32	DCR|DCR|1VULN|1AART	1AAC|2DUR|35LWND|4AART|6DUST|7VULN|89RCR|aAME
180	11313 21613	   	238.32	DCR|DCR|1VULN|1AART	1AAC|2DUR|3LWND|4AART|5BEXP|6DUST|7AELOIC|89RCR|aVULN
