0	Index      	Bounty	 *	Score 	Summary	Detail	
1	56132 32113	9	 * 	280.36	橙3易伤3时间2伤害1暴击	1平台238时间48伤害578易伤6加一8序列升级9暴击a核
16	31254 33432	2	   	266.71	橙3易伤3时间2伤害	1立即金币269易伤3最后敌人459时间7核89伤害9序列升级a掉矿
17	31114 33551	4	 * 	265.65	橙4易伤3时间1暴击	1立即金币2689易伤389矿等489时间5随机矿7核89序列升级a暴击
18	31124 33551	3	   	265.65	橙4易伤3时间1暴击	1立即金币2689易伤389矿等489时间5随机矿7核89序列升级a暴击
19	32235 22145	1	   	262.93	橙4易伤2时间1等级	1立即金币2赏金塔36时间456a易伤6序列升级7等级8雷电9核
20	61151 32225	6	   	261.16	橙4易伤3时间1全技能	189掉矿2挖尘3全技能4789易伤589时间6挖青89序列升级a核
21	15313 13333	10	   	260.13	橙3易伤3时间2等级1攻速	19敌人爆炸249时间357易伤6攻速89等级9序列升级a核
22	56132 12361	10	 * 	259.86	橙2易伤3时间2伤害2暴击	1平台23a时间4a伤害57易伤6敌人爆炸8核9a暴击a序列升级
23	15112 61213	6	   	259.42	橙3易伤1伤害1等级1时间1暴击	1敌人爆炸2时间3暴击4等级59a易伤6雷电7核8伤害
24	31532 31165	7	   	259.21	橙3易伤2时间2等级1暴击1全技能	1立即金币26a易伤3a等级4最后敌人5暴击7a时间8全技能9核a序列升级
25	31361 41335	7	   	258.96	橙3易伤2伤害2暴击1时间	1立即金币29a易伤3低血量敌人49暴击5时间6最后敌人7核89伤害9序列升级
26	11234 21165	1	   	258.64	橙4易伤2时间1伤害	17敌人爆炸2789易伤3金币生成4伤害57时间6平台7序列升级a核
27	15313 23452	6	   	258.44	橙4易伤2时间1伤害	1敌人爆炸24时间359a易伤6双倍矿7核8伤害
28	15313 53252	6	 * 	257.91	橙5易伤2时间	1敌人爆炸24时间3589a易伤6金币生成7核
29	15324 33252	6	   	257.91	橙5易伤2时间	1敌人爆炸25时间3689a易伤4金币生成7核
30	46151 31332	2	   	257.86	橙3易伤3时间2雷电1暴击	19a金币生成2a雷电389时间4暴击5最后敌人69a易伤7核9a序列升级
31	46151 31332	3	   	257.86	橙3易伤3时间2雷电1暴击	19a金币生成2a雷电389时间4暴击5最后敌人69a易伤7核9a序列升级
32	56132 12123	10	   	257.53	橙3易伤3时间1伤害	1平台238时间4伤害578易伤68敌人爆炸8序列升级9雷电a核
33	15313 13335	8	   	256.64	橙3易伤2时间1等级1暴击1攻速	1敌人爆炸24时间357易伤6攻速8等级9暴击a核
34	56131 33513	2	   	256.47	橙2易伤2伤害2时间1等级1暴击	1平台29时间3随机矿49易伤5暴击6核7挖尘89伤害9序列升级a等级
35	55111 33513	1	   	256.47	橙2易伤2伤害2时间1等级1暴击	1平台29易伤3随机矿49时间5暴击6核7挖尘89伤害9序列升级a等级
36	31114 33542	4	   	254.82	橙4易伤2时间1等级	1立即金币268a易伤38矿等48时间5随机矿7核8序列升级9等级
37	31124 33542	3	   	254.82	橙4易伤2时间1等级	1立即金币268a易伤38矿等48时间5随机矿7核8序列升级9等级
38	52233 24226	4	   	254.51	橙3易伤3伤害1时间1全技能1卖塔	1平台289金币生成3全技能4时间589易伤689伤害7卖塔89序列升级a核
39	15132 61613	6	   	254.17	橙3易伤1伤害1时间1暴击1攻速	1敌人爆炸2时间3暴击4伤害59a易伤6雷电7核8攻速
40	15132 63613	7	   	254.17	橙3易伤1伤害1时间1暴击1攻速	1敌人爆炸2时间3暴击4伤害59a易伤6雷电7核8攻速
41	31434 22141	2	   	253.94	橙3易伤2时间1等级1暴击	1立即金币246易伤3赏金邻近56时间6序列升级7等级8雷电9核a暴击
42	32235 22141	1	   	253.94	橙3易伤2时间1等级1暴击	1立即金币2赏金塔36时间456易伤6序列升级7等级8雷电9核a暴击
43	31512 11423	10	   	253.84	橙2易伤2时间1伤害1等级2雷电1暴击	1立即金币2a易伤3等级4a时间5暴击6随机矿7伤害8a雷电9核a序列升级
44	53111 33346	8	   	253.61	橙3易伤2伤害1时间2雷电1卖塔	1平台2卖塔38雷电4时间589易伤68伤害7随机矿8序列升级a核
45	32166 33431	3	   	253.58	橙3易伤2伤害2时间	1立即金币2双倍矿39时间4最后敌人569易伤7核89伤害9序列升级a低血量敌人
46	34236 33431	3	   	253.58	橙3易伤2伤害2时间	1立即金币29时间34最后敌人569易伤7核89伤害9序列升级a低血量敌人
47	34236 33431	2	   	253.58	橙3易伤2伤害2时间	1立即金币29时间34最后敌人569易伤7核89伤害9序列升级a低血量敌人
48	15311 13511	6	   	253.58	橙3易伤2伤害2时间	19敌人爆炸24时间39a易伤5低血量敌人6最后敌人7核89伤害9序列升级
49	32134 23432	6	   	253.58	橙3易伤2伤害2时间	14立即金币2双倍矿39时间5最后敌人69a易伤7核89伤害9序列升级
50	32534 23432	6	   	253.58	橙3易伤2伤害2时间	1立即金币23双倍矿49时间5最后敌人69a易伤7核89伤害9序列升级
51	36134 23432	6	   	253.58	橙3易伤2伤害2时间	124立即金币39时间5最后敌人69a易伤7核89伤害9序列升级
52	52335 33127	9	   	253.58	橙3易伤2伤害2时间	1平台2a金币生成35时间45a易伤5a序列升级6加一7核8额外掉落9a伤害
53	15321 21165	5	   	253.58	橙3易伤2伤害2时间	17敌人爆炸27时间389易伤4金币生成57伤害6平台7序列升级a核
54	31233 43432	2	   	253.58	橙3易伤2伤害2时间	15立即金币29a易伤34最后敌人69时间7核89伤害9序列升级
55	31233 43432	3	   	253.58	橙3易伤2伤害2时间	15立即金币29a易伤34最后敌人69时间7核89伤害9序列升级
56	31236 43431	3	   	253.58	橙3易伤2伤害2时间	1立即金币259易伤34最后敌人69时间7核89伤害9序列升级a低血量敌人
57	31236 43431	2	   	253.58	橙3易伤2伤害2时间	1立即金币259易伤34最后敌人69时间7核89伤害9序列升级a低血量敌人
58	31421 13511	6	   	253.58	橙3易伤2伤害2时间	1立即金币29a易伤3敌人爆炸49时间5低血量敌人6最后敌人7核89伤害9序列升级
59	31434 22143	2	   	253.51	橙3易伤3时间1等级	1立即金币246易伤3赏金邻近56a时间6序列升级7等级8雷电9核
60	32235 22143	1	   	253.51	橙3易伤3时间1等级	1立即金币2赏金塔36a时间456易伤6序列升级7等级8雷电9核
61	53111 36472	5	   	253.51	橙3易伤2伤害1时间2雷电1卖塔	1平台2卖塔39雷电4时间569易伤7加一89伤害9序列升级a核
62	32136 23432	6	   	253.48	橙3易伤2伤害2时间	14立即金币2双倍矿39时间5挖青69a易伤7核89伤害9序列升级
63	32166 33433	3	   	253.48	橙3易伤2伤害2时间	1立即金币2双倍矿39时间4最后敌人569易伤7核89伤害9序列升级a赏金塔
64	32536 23432	6	   	253.48	橙3易伤2伤害2时间	1立即金币23双倍矿49时间5挖青69a易伤7核89伤害9序列升级
65	34161 14411	2	   	253.48	橙3易伤2伤害2时间	1立即金币29时间39伤害4加一5敌人爆炸6低血量敌人79a易伤8核9序列升级
66	34167 14411	2	   	253.48	橙3易伤2伤害2时间	1立即金币29时间39伤害4加一5基地爆炸6低血量敌人79a易伤8核9序列升级
67	34167 44411	2	   	253.48	橙3易伤2伤害2时间	1立即金币29时间39伤害4加一5基地爆炸6敌人爆炸79a易伤8核9序列升级
68	34236 33433	2	   	253.48	橙3易伤2伤害2时间	1立即金币29时间34最后敌人569易伤7核89伤害9序列升级a赏金塔
69	34236 33433	3	   	253.48	橙3易伤2伤害2时间	1立即金币29时间34最后敌人569易伤7核89伤害9序列升级a赏金塔
70	36136 23432	6	   	253.48	橙3易伤2伤害2时间	124立即金币39时间5挖青69a易伤7核89伤害9序列升级
71	15311 13511	5	   	253.48	橙3易伤2伤害2时间	19敌人爆炸24时间39a易伤5低血量敌人6挖尘7核89伤害9序列升级
72	15313 13511	4	   	253.48	橙3易伤2伤害2时间	19敌人爆炸24时间39a易伤5基地爆炸6挖尘7核89伤害9序列升级
73	15314 13511	5	   	253.48	橙3易伤2伤害2时间	19敌人爆炸24时间39a易伤5最后敌人6挖尘7核89伤害9序列升级
74	15314 23511	6	   	253.48	橙3易伤2伤害2时间	19敌人爆炸24时间39a易伤5最后敌人6挖尘7核89伤害9序列升级
75	31253 13511	2	   	253.48	橙3易伤2伤害2时间	1立即金币29a易伤3最后敌人49时间5基地爆炸6挖尘7核89伤害9序列升级
76	31253 13511	3	   	253.48	橙3易伤2伤害2时间	1立即金币29a易伤3最后敌人49时间5基地爆炸6挖尘7核89伤害9序列升级
77	31353 13511	3	   	253.48	橙3易伤2伤害2时间	1立即金币29a易伤3低血量敌人49时间5基地爆炸6挖尘7核89伤害9序列升级
78	31421 13511	5	   	253.48	橙3易伤2伤害2时间	1立即金币29a易伤3敌人爆炸49时间5低血量敌人6挖尘7核89伤害9序列升级
79	31423 13511	4	   	253.48	橙3易伤2伤害2时间	1立即金币29a易伤3敌人爆炸49时间5基地爆炸6挖尘7核89伤害9序列升级
80	31424 13511	5	   	253.48	橙3易伤2伤害2时间	1立即金币29a易伤3敌人爆炸49时间5最后敌人6挖尘7核89伤害9序列升级
81	31424 23511	6	   	253.48	橙3易伤2伤害2时间	1立即金币29a易伤3敌人爆炸49时间5最后敌人6挖尘7核89伤害9序列升级
82	32166 23432	6	   	253.48	橙3易伤2伤害2时间	1立即金币26双倍矿39时间4挖尘59a易伤7核89伤害9序列升级
83	56521 32112	10	   	253.48	橙3易伤2伤害2时间	1平台28时间3立即金币4挖尘578易伤68伤害8序列升级9金币生成a核
84	56521 32132	10	   	253.48	橙3易伤2伤害2时间	1平台28时间3立即金币4挖尘578易伤68伤害8序列升级9随机矿a核
85	31236 43433	3	   	253.48	橙3易伤2伤害2时间	1立即金币259易伤34最后敌人69时间7核89伤害9序列升级a赏金塔
86	31236 43433	2	   	253.48	橙3易伤2伤害2时间	1立即金币259易伤34最后敌人69时间7核89伤害9序列升级a赏金塔
87	52112 64734	3	   	253.43	橙4易伤2时间2雷电	1平台29金币生成36雷电4加一5679易伤69序列升级89时间a核
88	52212 64734	2	   	253.43	橙4易伤2时间2雷电	1平台29金币生成36雷电4加一5679易伤69序列升级89时间a核
89	52335 32534	7	   	253.43	橙4易伤2时间2雷电	1平台29金币生成35时间4579易伤59序列升级6加一89雷电a核
90	52335 34534	6	   	253.43	橙4易伤2时间2雷电	1平台29金币生成35时间4579易伤59序列升级6加一89雷电a核
91	34161 34411	2	   	253.38	橙3易伤2伤害2时间	1立即金币29时间39伤害4加一5敌人爆炸6挖尘79a易伤8核9序列升级
92	34162 84411	2	   	253.38	橙3易伤2伤害2时间	1立即金币29时间39伤害4加一5低血量敌人6挖尘79a易伤8核9序列升级
93	34163 38411	2	   	253.38	橙3易伤2伤害2时间	1立即金币29时间39伤害4加一5最后敌人6挖尘79a易伤8核9序列升级
94	34165 14411	2	   	253.38	橙3易伤2伤害2时间	1立即金币29时间39伤害4加一5挖尘6低血量敌人79a易伤8核9序列升级
95	34165 44411	2	   	253.38	橙3易伤2伤害2时间	1立即金币29时间39伤害4加一5挖尘6敌人爆炸79a易伤8核9序列升级
96	34167 34411	2	   	253.38	橙3易伤2伤害2时间	1立即金币29时间39伤害4加一5基地爆炸6挖尘79a易伤8核9序列升级
97	56521 32122	10	   	253.38	橙3易伤2伤害2时间	1平台28时间3立即金币4挖尘578易伤68伤害8序列升级9掉矿a核
98	56333 12432	10	 * 	252.15	橙3易伤2时间2暴击1等级	1平台29时间3矿等479易伤5等级6策反89暴击9序列升级a核
99	52335 33226	9	   	252.05	橙3易伤2时间1伤害1等级	1平台2金币生成35时间45a易伤5序列升级6加一7核8伤害9等级
100	52335 33246	8	   	252.05	橙3易伤2时间1伤害1等级	1平台2金币生成35时间45a易伤5序列升级6加一7核8伤害9等级
101	56132 12342	9	   	252.05	橙3易伤2时间1伤害1等级	1平台23时间4伤害579易伤6敌人爆炸8核a等级
102	31114 33553	4	   	252.00	橙4易伤3时间	1立即金币2689易伤389矿等489时间5随机矿7核89序列升级a低血量敌人
103	31124 33553	3	   	252.00	橙4易伤3时间	1立即金币2689易伤389矿等489时间5随机矿7核89序列升级a低血量敌人
104	56121 32342	9	   	251.95	橙3易伤2时间1伤害1等级	1平台23时间4挖尘579易伤6伤害8核a等级
105	31114 33144	4	   	251.90	橙4易伤3时间	1立即金币269a易伤39a矿等49a时间5随机矿7核8赏金邻近9a序列升级
106	31114 33344	4	   	251.90	橙4易伤3时间	1立即金币269a易伤39a矿等49a时间5随机矿7核8赏金塔9a序列升级
107	31114 33552	4	   	251.90	橙4易伤3时间	1立即金币2689易伤389矿等489时间5随机矿7核89序列升级a双倍物品
108	31124 33144	3	   	251.90	橙4易伤3时间	1立即金币269a易伤39a矿等49a时间5随机矿7核8赏金邻近9a序列升级
109	31124 33344	3	   	251.90	橙4易伤3时间	1立即金币269a易伤39a矿等49a时间5随机矿7核8赏金塔9a序列升级
110	31124 33552	3	   	251.90	橙4易伤3时间	1立即金币2689易伤389矿等489时间5随机矿7核89序列升级a双倍物品
111	51122 46331	9	   	251.90	橙4易伤3时间	1平台28a最后敌人38a时间4挖尘5敌人爆炸6核789a易伤8a序列升级
112	16313 42281	6	   	251.80	橙4易伤3时间	19a敌人爆炸2挖尘389a易伤49a时间5平台6核7加一9a序列升级
113	16313 43141	9	   	251.80	橙4易伤3时间	19a敌人爆炸2挖尘389a易伤49a时间5平台6核7加一9a序列升级
114	16313 43181	8	   	251.80	橙4易伤3时间	19a敌人爆炸2挖尘389a易伤49a时间5平台6核7加一9a序列升级
115	16313 43281	7	   	251.80	橙4易伤3时间	19a敌人爆炸2挖尘389a易伤49a时间5平台6核7加一9a序列升级
116	16313 43331	9	   	251.80	橙4易伤3时间	18a敌人爆炸2挖尘389a易伤48a时间5平台6核7加一8a序列升级
117	16313 43345	9	   	251.80	橙4易伤3时间	189敌人爆炸2挖尘389a易伤489时间5平台6核7加一89序列升级
118	15112 31132	7	   	251.11	橙3易伤1伤害1时间1等级1暴击	1敌人爆炸2时间3暴击4等级589易伤6金币生成7核a伤害
119	15112 34342	9	   	251.11	橙3易伤1伤害1时间1等级1暴击	1敌人爆炸2时间3暴击4等级578易伤6金币生成9核a伤害
120	53112 16234	10	   	250.95	橙2易伤2伤害2时间2雷电1全技能1卖塔	1平台2卖塔3a雷电48时间5a伤害6核7全技能9a易伤a序列升级
121	46215 33222	10	   	250.92	橙3易伤2伤害2暴击	1a金币生成2雷电3a伤害4掉矿589易伤6核7a暴击a序列升级
122	56122 43131	7	   	250.80	橙2易伤3时间2伤害1攻速	1平台23a时间4挖尘5a伤害6最后敌人7核8攻速9a易伤a序列升级
123	15211 36362	10	   	250.48	橙2易伤3时间1伤害2等级	1敌人爆炸279时间3掉矿4雷电59易伤6伤害89等级9序列升级a核
