0	Index      	Bounty	 *	Score 	Summary	Detail	
1	33315 33622	7	 * 	271.50	橙3易伤3伤害3时间	1平台247时间3立即金币57a易伤67a伤害7a序列升级8赏金塔9核
22	11222 16215	4	   	252.34	橙2易伤2伤害2时间1等级	1掉矿2a易伤3基地爆炸4雷电5平台6a时间7等级8a伤害9核a序列升级
23	11622 16215	4	   	252.34	橙2易伤2伤害2时间1等级	1掉矿2a易伤3敌人爆炸4雷电5平台6a时间7等级8a伤害9核a序列升级
24	11216 42221	9	 * 	252.02	橙4易伤2时间1等级	18掉矿248a易伤3基地爆炸5立即金币6等级78时间8序列升级9核
25	11616 42221	9	   	252.02	橙4易伤2时间1等级	18掉矿248a易伤3敌人爆炸5立即金币6等级78时间8序列升级9核
26	11214 66221	9	   	252.02	橙4易伤2时间1等级	18掉矿248a易伤3基地爆炸5等级68时间7立即金币8序列升级9核
27	11614 61221	9	   	252.02	橙4易伤2时间1等级	18掉矿248a易伤37敌人爆炸5等级68时间8序列升级9核
28	33611 12253	5	 * 	251.97	4易伤3伤害3时间1等级1暴击	1平台289时间389伤害4暴击5基地爆炸6789易伤89序列升级a等级
29	33613 12253	4	   	251.97	4易伤3伤害3时间1等级1暴击	1平台289时间389伤害4暴击5基地爆炸6789易伤89序列升级a等级
30	33662 12253	5	   	251.97	4易伤3伤害3时间1等级1暴击	1平台289时间389伤害4基地爆炸5暴击6789易伤89序列升级a等级
31	11212 42225	9	   	251.92	橙4易伤2时间1等级	158掉矿2489易伤3基地爆炸6等级78时间8序列升级a核
32	11212 42255	8	   	251.92	橙4易伤2时间1等级	158掉矿2489易伤3基地爆炸6等级78时间8序列升级a核
33	11612 42225	9	   	251.92	橙4易伤2时间1等级	158掉矿2489易伤3敌人爆炸6等级78时间8序列升级a核
34	16234 61123	10	   	251.82	橙4易伤2时间1等级	12掉矿378a易伤46时间5等级9核
35	33324 33526	1	 * 	251.33	橙4易伤2等级1暴击	1平台2矿等35等级459a易伤5序列升级6暴击7核8雷电
36	11162 41126	9	   	250.81	橙4易伤1等级1伤害1全技能	1掉矿2578易伤3伤害4金币生成6等级9核a全技能
37	32226 12254	4	   	250.71	紫4易伤3伤害3暴击	1平台289暴击3基地爆炸4核589伤害6789易伤89序列升级a攻速
38	33324 33561	1	 * 	250.34	橙3易伤2等级1伤害1暴击	1平台2矿等35等级45a易伤5序列升级6暴击7核8雷电9伤害
39	11134 14116	7	   	250.00	橙3易伤1等级1伤害1时间1暴击	1掉矿278易伤3伤害4暴击5时间6核9基地爆炸a等级
40	11134 14136	7	   	249.90	橙3易伤1等级1伤害1时间1暴击	1掉矿278易伤3伤害4暴击5时间6核9挖尘a等级
41	11134 14226	7	   	249.90	橙3易伤1等级1伤害1时间1暴击	1掉矿279易伤3伤害4暴击5时间6核8挖尘a等级
42	11162 21336	7	   	249.46	橙4易伤1等级1伤害	1掉矿258a易伤3伤害4金币生成6雷电7核9等级
43	11153 22151	3	   	248.89	橙4易伤2伤害1时间	19掉矿279a易伤38伤害4时间59基地爆炸6核9序列升级
44	11122 22111	3	   	248.79	橙4易伤2伤害1时间	1掉矿279a易伤38伤害4基地爆炸5时间6核
45	11153 22111	3	   	248.79	橙4易伤2伤害1时间	1掉矿279a易伤38伤害4时间5基地爆炸6核
46	11142 22111	4	   	248.69	橙4易伤2伤害1时间	1掉矿279a易伤38伤害4挖尘5时间6核
47	11226 22151	3	 * 	248.19	橙4易伤3伤害	19掉矿279a易伤3基地爆炸4挖尘589伤害6核9序列升级
48	33661 21263	10	 * 	248.08	橙2易伤3时间1等级1伤害	1平台25a时间3伤害4a基地爆炸6雷电7等级8a易伤9核a序列升级
49	11134 23526	10	 * 	248.07	橙2易伤2等级2时间1伤害1暴击	1掉矿29易伤3伤害4暴击59时间6策反7挖青89等级9序列升级a核
50	32122 12235	4	 * 	248.00	橙3易伤2伤害2暴击1时间	1平台28暴击38伤害4低血量敌人5时间678易伤8序列升级9敌人爆炸a核
51	32122 12235	3	   	247.90	橙3易伤2伤害2暴击1时间	1平台28暴击38伤害4挖尘5时间678易伤8序列升级9敌人爆炸a核
52	32142 12235	4	   	247.90	橙3易伤2伤害2暴击1时间	1平台28暴击38伤害4挖尘5时间678易伤8序列升级9敌人爆炸a核
53	41314 31326	5	   	247.84	橙5易伤1等级	1基地爆炸2低血量敌人3等级4678a易伤5雷电9核
54	43623 11326	1	   	247.84	橙5易伤1等级	1基地爆炸2雷电3478a易伤5低血量敌人6等级9核
55	32226 15252	4	   	247.55	紫3易伤3伤害1等级3暴击	1平台289暴击3基地爆炸4核589伤害689易伤7双倍矿89序列升级a等级
56	11122 22556	3	   	246.37	橙3易伤3时间1伤害	19掉矿279易伤3伤害4基地爆炸589时间6核9序列升级a雷电
57	41122 22653	3	   	246.08	橙4易伤2时间1伤害	149基地爆炸2低血量敌人3789易伤59时间6核9序列升级a伤害
58	33362 32641	10	 * 	246.08	橙3伤害1易伤2时间1等级2攻速	1平台27时间3立即金币4等级57攻速678伤害7序列升级9核a易伤
59	43321 16621	6	 * 	246.07	橙3易伤2伤害2等级	17基地爆炸2额外掉落3立即金币457易伤67等级7序列升级89伤害a核
60	13232 54124	9	   	246.01	橙3易伤1等级1伤害1时间1全技能	1掉矿2金币生成3伤害4时间567易伤8等级9核a全技能
61	33641 31335	6	   	245.93	橙2易伤2伤害2等级1时间	1平台2时间3a伤害4金币生成5雷电6a等级7低血量敌人8核9a易伤a序列升级
62	33641 32335	7	   	245.93	橙2易伤2伤害2等级1时间	1平台2时间3a伤害4金币生成5雷电6a等级7最后敌人8核9a易伤a序列升级
63	12156 21326	7	   	245.90	橙3易伤2伤害1等级	1掉矿24挖尘34伤害4序列升级5等级6雷电7核89a易伤
64	11153 22551	3	   	245.88	橙4易伤2时间1伤害	19掉矿279a易伤3伤害48时间59基地爆炸6核9序列升级
65	11122 22511	3	   	245.78	橙4易伤2时间1伤害	1掉矿279a易伤3伤害4基地爆炸58时间6核
66	11153 22511	3	   	245.78	橙4易伤2时间1伤害	1掉矿279a易伤3伤害48时间5基地爆炸6核
67	11612 51325	10	   	245.78	橙4易伤2时间1伤害	15a掉矿247a易伤3敌人爆炸6伤害8a时间9核a序列升级
68	11612 52325	10	   	245.78	橙4易伤2时间1伤害	15a掉矿248a易伤3敌人爆炸6伤害7a时间9核a序列升级
69	43621 41221	1	   	245.75	橙4易伤1等级1时间	1基地爆炸2雷电3456易伤7时间8等级9核a随机矿
70	43621 41222	1	   	245.75	橙4易伤1等级1时间	1a基地爆炸2雷电3456易伤7时间8等级9核
71	43621 41223	1	   	245.75	橙4易伤1等级1时间	1基地爆炸2雷电3456易伤7时间8等级9核a低血量敌人
72	43622 21326	1	   	245.75	橙4易伤1等级1时间	1基地爆炸2雷电3478易伤5随机矿6时间9核a等级
73	11142 22511	4	   	245.68	橙4易伤2时间1伤害	1掉矿279a易伤3伤害4挖尘58时间6核
74	13632 54121	9	   	245.65	橙4易伤1等级1时间	1掉矿2金币生成3攻速4时间567a易伤8等级9核
75	11216 61221	9	   	245.52	橙4易伤2等级1时间	18掉矿248a易伤3基地爆炸5立即金币6时间78等级8序列升级9核
76	11616 61221	9	   	245.52	橙4易伤2等级1时间	18掉矿248a易伤3敌人爆炸5立即金币6时间78等级8序列升级9核
77	11212 61225	9	   	245.42	橙4易伤2等级1时间	158掉矿2489易伤3基地爆炸6时间78等级8序列升级a核
78	11212 61255	8	   	245.42	橙4易伤2等级1时间	158掉矿2489易伤3基地爆炸6时间78等级8序列升级a核
79	11612 61225	9	   	245.42	橙4易伤2等级1时间	158掉矿2489易伤3敌人爆炸6时间78等级8序列升级a核
80	33315 33213	7	   	244.80	橙2易伤3时间2伤害1暴击	1平台247时间3立即金币57易伤67伤害7序列升级8基地爆炸9核a暴击
81	33315 33213	8	   	244.80	橙2易伤3时间2伤害1暴击	1平台247时间3立即金币57易伤67伤害7序列升级8敌人爆炸9核a暴击
82	33315 33213	9	   	244.80	橙2易伤3时间2伤害1暴击	1平台247时间3立即金币57易伤67伤害7序列升级8敌人爆炸9核a暴击
83	33315 33513	8	   	244.80	橙2易伤3时间2伤害1暴击	1平台247时间3立即金币57易伤67伤害7序列升级8最后敌人9核a暴击
84	33315 33513	9	   	244.80	橙2易伤3时间2伤害1暴击	1平台247时间3立即金币57易伤67伤害7序列升级8最后敌人9核a暴击
85	11151 24311	3	   	244.66	橙3易伤1等级1伤害1时间	1掉矿28a易伤3伤害4时间5随机矿6雷电7核9等级
86	13235 34311	6	   	244.66	橙3易伤1等级1伤害1时间	1掉矿2金币生成3伤害4时间5雷电68a易伤7核9等级
87	11161 24311	3	   	244.66	橙3易伤1等级1伤害1时间	1掉矿28a易伤3伤害4矿等5雷电6时间7核9等级
88	11161 24311	4	   	244.66	橙3易伤1等级1伤害1时间	1掉矿28a易伤3伤害4金币生成5雷电6时间7核9等级
89	11162 21511	7	   	244.66	橙3易伤1等级1伤害1时间	1掉矿25a易伤3伤害4金币生成6雷电7核8时间9等级
90	13223 24311	5	   	244.66	橙3易伤1等级1伤害1时间	1掉矿2金币生成3伤害4雷电58a易伤6时间7核9等级
91	13232 54121	10	   	244.66	橙3易伤1等级1伤害1时间	1掉矿2金币生成3伤害4时间567易伤8等级9核a雷电
92	11214 56231	7	   	244.43	橙3易伤2等级1伤害1时间	1掉矿248易伤3基地爆炸5a等级6核7时间9伤害
93	13232 54126	10	   	244.43	橙3易伤2等级1伤害1时间	1掉矿2金币生成3伤害4时间567易伤8a等级9核
94	11222 22251	2	   	244.16	橙5易伤2时间	19掉矿2789a易伤3策反4基地爆炸59时间6核9序列升级
95	12222 22251	1	   	244.16	橙5易伤2时间	19掉矿2789a易伤3策反4基地爆炸59时间6核9序列升级
96	16234 61122	10	 * 	244.00	橙3易伤3时间1等级	12掉矿378易伤46a时间5等级9核
97	33643 31126	6	   	243.93	橙2易伤2伤害2时间1等级	1平台25时间36伤害4金币生成7核89易伤a等级
98	11122 22445	3	   	243.83	橙2易伤2伤害2时间1等级	1掉矿27易伤3a伤害4基地爆炸59时间6核8等级
99	13231 45121	9	   	243.83	橙2易伤2伤害2时间1等级	1掉矿2金币生成36伤害47时间5等级8a易伤9核
100	14122 12155	3	   	243.49	橙3易伤3伤害1时间	19掉矿2敌人爆炸389伤害4基地爆炸5时间679易伤9序列升级a核
101	12122 12155	3	   	243.39	橙3易伤3伤害1时间	19掉矿2挖尘389伤害4基地爆炸5时间679易伤9序列升级a核
102	12132 12155	3	   	243.39	橙3易伤3伤害1时间	19掉矿2挖尘389伤害4敌人爆炸5时间679易伤9序列升级a核
103	12161 12155	5	   	243.39	橙3易伤3伤害1时间	19掉矿2挖尘389伤害4时间5基地爆炸679易伤9序列升级a核
104	12163 12155	4	   	243.39	橙3易伤3伤害1时间	19掉矿2挖尘389伤害4时间5基地爆炸679易伤9序列升级a核
105	11122 22131	3	   	243.39	橙3易伤3伤害1时间	1掉矿27a易伤389伤害4基地爆炸5时间6核
106	11153 22131	3	   	243.39	橙3易伤3伤害1时间	1掉矿27a易伤389伤害4时间5基地爆炸6核
107	11142 22131	4	   	243.29	橙3易伤3伤害1时间	1掉矿27a易伤389伤害4挖尘5时间6核
108	33324 33111	1	   	243.02	橙4易伤2等级1暴击	1平台2矿等35等级459a易伤5序列升级6暴击7核8金币生成
109	46132 11126	8	   	243.00	橙2易伤2伤害1等级1时间1暴击	1基地爆炸2金币生成38伤害4暴击59易伤6核7时间a等级
110	33324 33311	1	   	242.92	橙4易伤2等级1暴击	1平台2矿等35等级459a易伤5序列升级6暴击7核8掉矿
111	11132 11126	8	   	242.90	橙2易伤2伤害1等级1时间1暴击	1掉矿29易伤38伤害4暴击5敌人爆炸6核7时间a等级
112	11134 15126	8	   	242.90	橙2易伤2伤害1等级1时间1暴击	1掉矿29易伤38伤害4暴击5时间6核7基地爆炸a等级
113	14132 11126	8	   	242.90	橙2易伤2伤害1等级1时间1暴击	1掉矿2敌人爆炸38伤害4暴击59易伤6核7时间a等级
114	11134 12126	8	   	242.80	橙2易伤2伤害1等级1时间1暴击	1掉矿29易伤38伤害4暴击5时间6核7挖尘a等级
115	12132 11126	8	   	242.80	橙2易伤2伤害1等级1时间1暴击	1掉矿2挖尘38伤害4暴击59易伤6核7时间a等级
116	12134 14126	8	   	242.80	橙2易伤2伤害1等级1时间1暴击	1掉矿2挖尘38伤害4暴击5时间6核79易伤a等级
117	11152 63151	3	   	242.42	橙3易伤2伤害2时间	19掉矿29a易伤38伤害45时间6核79敌人爆炸9序列升级
118	11122 25151	3	   	242.42	橙3易伤2伤害2时间	19掉矿29a易伤38伤害4基地爆炸59时间6核7双倍矿9序列升级
119	11122 22154	3	   	242.42	橙3易伤2伤害2时间	19掉矿279易伤38伤害4基地爆炸59时间6核9序列升级a双倍矿
120	11122 22155	3	   	242.42	橙3易伤2伤害2时间	19掉矿279易伤38伤害4基地爆炸59时间6核9序列升级a敌人爆炸
121	11122 22156	3	   	242.42	橙3易伤2伤害2时间	19掉矿279易伤38伤害4基地爆炸59时间6核9序列升级a平台
122	11226 23311	3	   	242.42	橙3易伤2伤害2时间	1掉矿29a易伤3基地爆炸4挖尘59伤害6核7低血量敌人89时间9序列升级
123	11226 24311	3	   	242.42	橙3易伤2伤害2时间	1掉矿29a易伤3基地爆炸4挖尘59伤害6核7最后敌人89时间9序列升级
124	32226 12253	4	   	242.40	紫4易伤3伤害3暴击	1平台289暴击3基地爆炸4核589伤害6789易伤89序列升级a额外掉落
125	32226 12256	4	   	242.40	紫4易伤3伤害3暴击	1平台289暴击3基地爆炸4核589伤害6789易伤89序列升级a矿等
126	11142 22152	4	   	242.32	橙3易伤2伤害2时间	19掉矿279易伤38伤害4挖尘59时间6核9序列升级a基地爆炸
127	11142 22154	4	   	242.32	橙3易伤2伤害2时间	19掉矿279易伤38伤害4挖尘59时间6核9序列升级a双倍矿
128	11142 22155	4	   	242.32	橙3易伤2伤害2时间	19掉矿279易伤38伤害4挖尘59时间6核9序列升级a敌人爆炸
129	11142 22156	4	   	242.32	橙3易伤2伤害2时间	19掉矿279易伤38伤害4挖尘59时间6核9序列升级a平台
130	11152 63111	3	   	242.32	橙3易伤2伤害2时间	1掉矿29a易伤38伤害45时间6核7敌人爆炸
131	11152 65111	3	   	242.32	橙3易伤2伤害2时间	1掉矿29a易伤38伤害45时间6核7低血量敌人
132	11122 22531	3	   	242.32	橙3易伤2伤害2时间	1掉矿27a易伤39伤害4基地爆炸58时间6核
133	11142 25151	4	   	242.32	橙3易伤2伤害2时间	19掉矿29a易伤38伤害4挖尘59时间6核7双倍矿9序列升级
134	11153 22531	3	   	242.32	橙3易伤2伤害2时间	1掉矿27a易伤39伤害48时间5基地爆炸6核
135	11122 21111	4	   	242.32	橙3易伤2伤害2时间	1掉矿29a易伤38伤害4低血量敌人57时间6核
136	11122 22153	3	   	242.32	橙3易伤2伤害2时间	19掉矿279易伤38伤害4基地爆炸59时间6核9序列升级a挖尘
137	11142 22153	4	   	242.22	橙3易伤2伤害2时间	19掉矿279易伤38伤害4a挖尘59时间6核9序列升级
138	11152 64111	3	   	242.22	橙3易伤2伤害2时间	1掉矿29a易伤38伤害45时间6核7挖尘
139	11142 22531	4	   	242.22	橙3易伤2伤害2时间	1掉矿27a易伤39伤害4挖尘58时间6核
140	11132 14433	10	   	242.06	橙3易伤1等级1伤害1暴击	1掉矿279易伤3伤害4暴击5敌人爆炸6核8雷电a等级
141	14132 14433	10	   	242.06	橙3易伤1等级1伤害1暴击	1掉矿2敌人爆炸3伤害4暴击579易伤6核8雷电a等级
142	32136 63126	10	   	242.06	橙3易伤1等级1伤害1暴击	1平台2暴击3伤害4加一5攻速67a易伤8核9等级
143	42235 21335	7	   	241.89	橙2易伤3伤害2时间	12a基地爆炸36a伤害49时间5雷电7核8a易伤a序列升级
144	11131 51146	4	   	241.73	橙3易伤2等级1伤害1暴击	189掉矿269易伤3伤害4暴击5赏金塔79等级9序列升级a核
145	11155 51211	9	 * 	241.59	紫4易伤2等级1伤害1时间	18掉矿268a易伤3伤害4核5攻速78等级8序列升级9时间
