0	Index      	 *	Score 	Summary	Detail	
1	12271 71534	 * 	218.70	DCR|3VULN|2ASPD|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|46ASPD|567VULN|6BPWR|8CDMG|9RCR|aDMG
42	12271 28844	 * 	197.01	DCR|2VULN|2ASPD|1DMG|3DUR	1RCVC|2MBVNT|37aDUR|47ASPD|57VULN|6RPLT|7BPWR|8RCR|9DMG
43	13562 22341	   	196.95	DCR|3ASPD|2VULN|1MDPS|1AART	1RCVC|2LWND|35VULN|458ASPD|5BPWR|6MDPS|7RCR|9CGEN|aAART
44	12713 82443	 * 	196.94	DCR|3DMG|2VULN|2CDMG|1NUKE	1RCVC|2MBVNT|38CDMG|4LHND|5NUKE|689DMG|78VULN|8BPWR|aRCR
45	12716 32443	   	196.94	DCR|3DMG|2VULN|2CDMG|1AAC	1RCVC|2MBVNT|38CDMG|4LHND|589DMG|6AAC|78VULN|8BPWR|aRCR
46	62431 32151	 * 	196.81	DCR|2VULN|2AART|2DMG	1aAART|2ERES|36VULN|46DMG|5LEGI|6BPWR|7RCVC|8BEXP|9RCR
47	12872 43534	   	196.72	DCR|2VULN|2ASPD|1DMG|1CDMG	1RCVC|2MBVNT|35VULN|45ASPD|5BPWR|6RMIN|7MLV|8CDMG|9RCR|aDMG
48	11621 21616	   	196.37	DCR|3VULN|1AART|1DMG	1RCVC|2RMIN|38DUST|457VULN|6RCR|9AART|aDMG
49	66232 22141	 * 	196.30	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2RCR|3ZMB|4CDMG|58ASPD|6DUR|7RMIN|9DMG|aVULN
50	13562 61223	   	196.18	DCR|3VULN|2ASPD|1CDMG|1SELL	1RCVC|2LWND|357VULN|45ASPD|5BPWR|6RCR|8CGEN|9SELL|aCDMG
51	41421 33234	   	196.15	DCR|2VULN|2DMG|1ASPD|1ZMB|1DUR	1DUR|2ZMB|3BEXP|4ASPD|5aVULN|69DMG|7LIT|8RCR
52	13562 61123	   	196.08	DCR|3VULN|2ASPD|1CDMG|1SELL	1RCVC|2LWND|357VULN|45ASPD|5BPWR|6RCR|8TLV|9SELL|aCDMG
53	12271 21847	   	196.07	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1RCVC|2MBVNT|3DUR|4ASPD|57VULN|6RPLT|8RCR|9DMG|aAART
54	13562 61231	   	196.02	DCR|4VULN|2ASPD	1RCVC|2aLWND|3579VULN|45ASPD|5BPWR|6RCR|8CGEN
55	31232 11211	   	195.93	DCR|2VULN|2DMG|1AART|3DUR	1RPLT|248DUR|3LWND|58DMG|6MBVNT|78VULN|8BPWR|9AART|aRCR
56	13562 61131	   	195.92	DCR|4VULN|2ASPD	1RCVC|2aLWND|3579VULN|45ASPD|5BPWR|6RCR|8TLV
57	13562 61233	   	195.92	DCR|4VULN|2ASPD|1SELL	1RCVC|2LWND|3579VULN|45ASPD|5BPWR|6RCR|8CGEN|aSELL
58	13562 61331	   	195.92	DCR|4VULN|2ASPD	1RCVC|2aLWND|3579VULN|45ASPD|5BPWR|6RCR|8ERES
59	13562 63121	   	195.92	DCR|4VULN|2ASPD	1RCVC|2LWND|359aVULN|45ASPD|5BPWR|6RCR|7CGEN|8ERES
60	13562 61133	   	195.82	DCR|4VULN|2ASPD|1SELL	1RCVC|2LWND|3579VULN|45ASPD|5BPWR|6RCR|8TLV|aSELL
61	13562 61333	   	195.82	DCR|4VULN|2ASPD|1SELL	1RCVC|2LWND|3579VULN|45ASPD|5BPWR|6RCR|8ERES|aSELL
62	12271 37145	   	195.74	DCR|2VULN|2ASPD|1AART|2DUR	1RCVC|2MBVNT|37DUR|47ASPD|57VULN|6RMIN|7BPWR|8ERES|9AART|aRCR
63	12722 43651	 * 	195.73	DCR|2VULN|2AART|2CDMG|1ZMB	1RCVC|2MBVNT|35CDMG|4ZMB|68VULN|7aAART|9RCR
64	12271 28833	 * 	195.57	DCR|2VULN|2ASPD|2CDMG|2DUR	1RCVC|2MBVNT|37DUR|47ASPD|57VULN|6RPLT|7BPWR|8RCR|9aCDMG
65	63161 33216	 * 	195.56	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|38VULN|4CDMG|5LHND|6LIT|7DMG|9RCR|aMDPS
66	62332 32365	 * 	195.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1aAART|2ERES|3FEWX|4CDMG|5ASPD|6LIT|7VULN|8RCR|9DMG
67	63632 31621	   	195.54	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|2DUR	1AART|29DUR|39AME|4CDMG|5ASPD|6MDPS|7RCR|89VULN|9BPWR|aFEWX
68	63632 31622	   	195.54	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|2DUR	1AART|29DUR|39AME|4CDMG|5ASPD|6MDPS|7RCR|89VULN|9BPWR|aCGEN
69	26222 21232	   	195.41	DCR|3VULN|1ASPD|1DMG|2DUR	1MLV|25DUR|3DMSP|457VULN|5BPWR|6RCR|8CGEN|9ASPD|aDMG
70	26222 21132	   	195.31	DCR|3VULN|1DMG|1ASPD|2DUR	1MLV|25DUR|3DMSP|457VULN|5BPWR|6RCR|8TLV|9ASPD|aDMG
71	26222 21332	   	195.31	DCR|3VULN|1ASPD|1DMG|2DUR	1MLV|25DUR|3DMSP|457VULN|5BPWR|6RCR|8ERES|9ASPD|aDMG
72	12271 28843	   	195.29	DCR|2VULN|2ASPD|1DMG|2DUR|1AAC	1RCVC|2MBVNT|37DUR|47ASPD|57VULN|6RPLT|7BPWR|8RCR|9DMG|aAAC
73	63123 21324	   	195.25	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	1AART|28DUR|3aVULN|4LWND|5ASPD|6LHND|7DMG|9RCR
74	14431 21243	   	195.19	DCR|3VULN|1AART|1ASPD|2DUR	1RCVC|2SNIFST|389VULN|45DUR|6ASPD|7AART|aRCR
75	56511 31231	 * 	195.02	DCR|2VULN|2AART|2ASPD	17FEWX|2BELT|3BEXP|4RCVC|57ASPD|67VULN|7BPWR|8aAART|9RCR
76	12271 74712	   	194.95	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|46ASPD|56VULN|6BPWR|7DMG|8FEWX|9RCR|aZMB
77	33313 21244	 * 	194.84	DCR|3VULN|1AART|2CDMG|2DUR	1RPLT|2BELT|37DUR|4AELBLL|57CDMG|679VULN|7BPWR|8AART|aRCR
78	13524 33134	 * 	194.66	DCR|1SPLARM|2VULN|1AART|1DMG|1ZMB	1RCVC|2LWND|35VULN|4LIT|6ZMB|7RCR|8DMG|9SPLARM|aAART
79	12841 58434	   	194.65	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|356VULN|4ZMB|7CDMG|8DUR|9RCR|aASPD
80	15533 22153	 * 	194.29	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1RCVC|2AART|3RCR|49VULN|5CDMG|6DUR|7RMIN|8ASPD|aDMG
81	12716 42481	   	194.20	DCR|2VULN|2CDMG|1ASPD|1DMG|1ZMB	1RCVC|2MBVNT|38CDMG|48LHND|5DMG|6ZMB|78VULN|8BPWR|9ASPD|aRCR
82	12271 28231	   	193.67	DCR|2VULN|2ASPD|1AART|2DUR	1RCVC|2MBVNT|37DUR|47ASPD|57VULN|6RPLT|7BPWR|8BELT|9RCR|aAART
83	12722 24451	 * 	193.64	DCR|1VULN|1AART|2CDMG|1DMG|1ZMB|1DUR	1RCVC|2MBVNT|35CDMG|4ZMB|6RCR|7DUR|8AART|9DMG|aVULN
84	12722 24471	   	193.64	DCR|1VULN|1AART|2CDMG|1ASPD|1ZMB|1DUR	1RCVC|2MBVNT|35CDMG|4ZMB|6RCR|7DUR|8AART|9ASPD|aVULN
85	62323 23526	   	193.61	DCR|2VULN|2ASPD|1AART|1CDMG	1AART|2ERES|3FEWX|48VULN|5CDMG|6aASPD|7RCVC|9RCR
86	13562 22332	   	193.58	DCR|3ASPD|2VULN|1MDPS|1CDMG	1RCVC|2LWND|35VULN|458ASPD|5BPWR|6MDPS|7RCR|9RMIN|aCDMG
87	12872 31531	   	193.56	DCR|3VULN|2ASPD|1CDMG|1AAC	1RCVC|2MBVNT|357VULN|45ASPD|5BPWR|6DUST|8CDMG|9RCR|aAAC
88	63163 22114	   	193.28	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2DUR|3VULN|4CDMG|5ZMB|68ASPD|7RMIN|9RCVC|aRCR
89	65112 32326	   	193.17	DCR|2VULN|2AART|1CDMG|1ZMB	1aAART|2RMIN|3ZMB|4CDMG|57VULN|6LIT|8RCR|9BELT
90	13562 32533	   	193.13	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	1RCVC|2LWND|35VULN|45ASPD|5BPWR|6DUST|7DUR|8RCR|9ZMB|aCDMG
91	31151 26611	   	193.12	DCR|3VULN|2CDMG|1ASPD|2DUR	1RPLT|27DUR|3ASPD|47CDMG|567VULN|7BPWR|8FEWX|9RCR|aLWND
92	63632 42313	   	193.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1AART|29DUR|3AME|4CDMG|5ASPD|6LIT|7VULN|8RCR|aDMG
93	11122 21262	   	192.96	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|35BEXP|457VULN|5BPWR|6RCR|8CGEN|9ASPD|aDMG
94	11322 21262	   	192.96	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|35FEWX|457VULN|5BPWR|6RCR|8CGEN|9ASPD|aDMG
95	11422 21262	   	192.96	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|35LHND|457VULN|5BPWR|6RCR|8CGEN|9ASPD|aDMG
96	13622 21262	   	192.96	DCR|3VULN|1ASPD|1DMG	1RCVC|25LWND|3RMIN|457VULN|5BPWR|6RCR|8CGEN|9ASPD|aDMG
97	11121 21262	   	192.86	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|3BEXP|457VULN|6RCR|8CGEN|9ASPD|aDMG
98	11321 21262	   	192.86	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|3FEWX|457VULN|6RCR|8CGEN|9ASPD|aDMG
99	11421 21262	   	192.86	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|3LHND|457VULN|6RCR|8CGEN|9ASPD|aDMG
100	13621 21262	   	192.86	DCR|3VULN|1ASPD|1DMG	1RCVC|2LWND|3RMIN|457VULN|6RCR|8CGEN|9ASPD|aDMG
101	11122 21152	   	192.86	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|35BEXP|457VULN|5BPWR|6RCR|8TLV|9ASPD|aDMG
102	11122 21362	   	192.86	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|35BEXP|457VULN|5BPWR|6RCR|8ERES|9ASPD|aDMG
103	11322 21152	   	192.86	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|35FEWX|457VULN|5BPWR|6RCR|8TLV|9ASPD|aDMG
104	11322 21362	   	192.86	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|35FEWX|457VULN|5BPWR|6RCR|8ERES|9ASPD|aDMG
105	11422 21152	   	192.86	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|35LHND|457VULN|5BPWR|6RCR|8TLV|9ASPD|aDMG
106	11422 21362	   	192.86	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|35LHND|457VULN|5BPWR|6RCR|8ERES|9ASPD|aDMG
107	13622 21152	   	192.86	DCR|3VULN|1ASPD|1DMG	1RCVC|25LWND|3RMIN|457VULN|5BPWR|6RCR|8TLV|9ASPD|aDMG
108	13622 21362	   	192.86	DCR|3VULN|1ASPD|1DMG	1RCVC|25LWND|3RMIN|457VULN|5BPWR|6RCR|8ERES|9ASPD|aDMG
109	11121 21152	   	192.76	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|3BEXP|457VULN|6RCR|8TLV|9ASPD|aDMG
110	11121 21362	   	192.76	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|3BEXP|457VULN|6RCR|8ERES|9ASPD|aDMG
111	11321 21152	   	192.76	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|3FEWX|457VULN|6RCR|8TLV|9ASPD|aDMG
112	11321 21362	   	192.76	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|3FEWX|457VULN|6RCR|8ERES|9ASPD|aDMG
113	11421 21152	   	192.76	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|3LHND|457VULN|6RCR|8TLV|9ASPD|aDMG
114	11421 21362	   	192.76	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|3LHND|457VULN|6RCR|8ERES|9ASPD|aDMG
115	11621 21262	   	192.76	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|3DUST|457VULN|6RCR|8CGEN|9ASPD|aDMG
116	11622 21262	   	192.76	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|35DUST|457VULN|5BPWR|6RCR|8CGEN|9ASPD|aDMG
117	13621 21152	   	192.76	DCR|3VULN|1ASPD|1DMG	1RCVC|2LWND|3RMIN|457VULN|6RCR|8TLV|9ASPD|aDMG
118	13621 21362	   	192.76	DCR|3VULN|1ASPD|1DMG	1RCVC|2LWND|3RMIN|457VULN|6RCR|8ERES|9ASPD|aDMG
119	43621 33234	   	192.76	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|2BEXP|3RMIN|4ASPD|5aVULN|69DMG|7LIT|8RCR
120	11621 21152	   	192.66	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|3DUST|457VULN|6RCR|8TLV|9ASPD|aDMG
121	11621 21362	   	192.66	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|3DUST|457VULN|6RCR|8ERES|9ASPD|aDMG
122	11622 21152	   	192.66	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|35DUST|457VULN|5BPWR|6RCR|8TLV|9ASPD|aDMG
123	11622 21362	   	192.66	DCR|3VULN|1ASPD|1DMG	1RCVC|2RMIN|35DUST|457VULN|5BPWR|6RCR|8ERES|9ASPD|aDMG
124	62432 33363	 * 	192.65	DCR|3DMG|1VULN|1AART|1CDMG	1AART|2ERES|3VULN|49aDMG|5CDMG|6LIT|7LWND|8RCR
125	12872 24414	   	192.62	DCR|3VULN|1MDPS|2ASPD|1ZMB|1DUR	1RCVC|2MBVNT|357VULN|45ASPD|5BPWR|6MDPS|8ZMB|9RCR|aDUR
126	63161 13115	   	192.54	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	1aAART|2DUR|36VULN|4CDMG|5LHND|7LIT|8ZMB|9RCR
127	63123 21323	   	192.46	DCR|2DMG|1VULN|1AART|1ASPD|2DUR	1AART|28DUR|3VULN|4LWND|5ASPD|6LHND|7aDMG|9RCR
128	52211 62533	   	192.34	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	14FEWX|26DMG|3LEGI|56VULN|6BPWR|7DUR|8RCR|9ZMB|aCDMG
129	62432 34122	   	192.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2ERES|3aVULN|4DMG|5CDMG|6aLIT|7RCR|8ZMB|9aAME|aBPWR
130	56521 31231	   	192.13	DCR|2VULN|2AART|2ASPD	17FEWX|2BELT|34BEXP|57ASPD|67VULN|7BPWR|8aAART|9RCR
131	63161 12433	   	192.13	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2DUR|36aVULN|4CDMG|5LHND|7RCR|8AME|9RMIN
132	15533 22151	 * 	192.06	ACR|3VULN|1AART|1ASPD|1CDMG|1DUR	1RCVC|2AART|3RCR|49aVULN|5CDMG|6DUR|7RMIN|8ASPD
133	12622 53413	 * 	192.05	DCR|4VULN|1DMG|1CDMG	1RCVC|2MBVNT|357MLV|4567VULN|57BPWR|8DMG|9RCR|aCDMG
134	13524 63112	   	191.98	DCR|2VULN|2DMG|1ASPD|1DUR	1RCVC|2LWND|35VULN|4LIT|68DMG|7RCR|9ASPD|aDUR
135	12271 28841	   	191.96	DCR|2VULN|2ASPD|1DMG|2DUR	1RCVC|2MBVNT|37DUR|47ASPD|57VULN|6RPLT|7BPWR|8RCR|9DMG|aBEXP
136	63412 31613	 * 	191.90	DCR|3DMG|2AART|1MDPS|2DUR|2ZMB|1AAC	18AART|29DUR|3MDPS|4AAC|59ZMB|679DMG|9BPWR|aRCR
137	12271 37641	   	191.88	DCR|2VULN|2ASPD|1DMG|2DUR|1SELL	1RCVC|2MBVNT|37DUR|47ASPD|57VULN|6RMIN|7BPWR|8SELL|9DMG|aRCR
138	12271 28842	   	191.86	DCR|2VULN|2ASPD|1DMG|2DUR	1RCVC|2MBVNT|37DUR|47ASPD|57VULN|6RPLT|7BPWR|8RCR|9DMG|aERES
139	63414 33323	 * 	191.81	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1AAC|1DUR	1AART|2DUR|3MDPS|4AAC|56VULN|7FEWX|8RCR|9ASPD|aDMG
140	12522 53413	   	191.75	DCR|4VULN|1DMG|1CDMG	1RCVC|2MBVNT|357TLV|4567VULN|57BPWR|8DMG|9RCR|aCDMG
141	65112 32324	 * 	191.62	DCR|1SPLARM|2VULN|1AART|1CDMG|1ZMB	1AART|2RMIN|3ZMB|4CDMG|57VULN|6LIT|8RCR|9BELT|aSPLARM
142	26222 21516	   	191.59	DCR|3VULN|1ASPD|1CDMG|2DUR	1MLV|25DUR|3DMSP|457VULN|5BPWR|6RCR|8RPLT|9ASPD|aCDMG
143	11323 53421	   	191.38	DCR|2VULN|1AART|1ASPD|1CDMG	15RCVC|2RMIN|3FEWX|4aVULN|6CDMG|7AART|8ASPD|9RCR
144	26222 21413	   	191.35	DCR|3VULN|1DMG|1CDMG|2DUR|1SELL	1MLV|25DUR|3DMSP|457VULN|5BPWR|6RCR|8SELL|9DMG|aCDMG
145	26222 21463	   	191.35	DCR|3VULN|1ASPD|1CDMG|2DUR|1SELL	1MLV|25DUR|3DMSP|457VULN|5BPWR|6RCR|8SELL|9ASPD|aCDMG
146	62432 23152	 * 	191.20	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	1AART|2ERES|3VULN|4DMG|59CDMG|6DUR|7BELT|8ASPD|aRCR
147	26222 21231	   	191.19	DCR|4VULN|1ASPD|2DUR	1MLV|25DUR|3DMSP|457aVULN|5BPWR|6RCR|8CGEN|9ASPD
148	12872 82413	   	191.13	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|35VULN|45ASPD|5BPWR|6LHND|7DUR|8ZMB|9RCR|aCDMG
149	13562 52413	   	191.13	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	1RCVC|2LWND|35VULN|45ASPD|5BPWR|6MBVNT|7DUR|8ZMB|9RCR|aCDMG
150	12471 72413	   	191.13	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3LWND|46ASPD|56VULN|6BPWR|7DUR|8ZMB|9RCR|aCDMG
151	26222 21131	   	191.09	DCR|4VULN|1ASPD|2DUR	1MLV|25DUR|3DMSP|457aVULN|5BPWR|6RCR|8TLV|9ASPD
152	26222 21331	   	191.09	DCR|4VULN|1ASPD|2DUR	1MLV|25DUR|3DMSP|457aVULN|5BPWR|6RCR|8ERES|9ASPD
153	12872 32413	   	191.03	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|35VULN|45ASPD|5BPWR|6DUST|7DUR|8ZMB|9RCR|aCDMG
154	12271 76413	   	191.03	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|46ASPD|56VULN|6BPWR|7DUST|8ZMB|9RCR|aCDMG
155	64432 23111	   	190.81	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2CGEN|3VULN|4DMG|5CDMG|6DUR|7BELT|8ASPD|9SPLREG|aRCR
156	63162 23311	   	190.81	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2DUR|3VULN|4CDMG|5CGEN|6ASPD|7BELT|8DMG|9SPLREG|aRCR
