0	Index      	 *	Score 	Summary	Detail	
1	14122 32332	 * 	190.88	DCR|3VULN|3DMG|3ASPD	178DMG|2RMIN|39aVULN|478ASPD|578ERES|6RCR|78BPWR
41	13361 14422	   	177.29	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	13DMG|2LWND|4TLV|5ZMB|6RCR|79CDMG|8AART|aVULN
42	16331 14422	   	177.29	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	12DMG|2BPWR|3ERES|4LWND|5ZMB|6RCR|79CDMG|8AART|aVULN
43	61162 32631	   	177.09	DCR|3DMG|1AART|1VULN|1ZMB	1RCVC|27FEWX|3VULN|47ERES|579DMG|6RCR|7BPWR|8AART|aZMB
44	16531 14313	   	176.82	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	12DMG|2BPWR|3RMIN|4LWND|5ZMB|6RCR|7CDMG|8VULN|9ASPD|aAART
45	16511 14313	   	176.72	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	12DMG|2BPWR|3RMIN|4DUST|5ZMB|6RCR|7CDMG|8VULN|9ASPD|aAART
46	44333 62232	   	176.70	ACR|3DMG|1AART|1VULN|1ZMB	1aCGEN|2RCR|36aDMG|4RPLT|5ZMB|7AART|8VULN|9aLWND|aBPWR
47	16312 36243	   	176.36	DCR|3DMG|1AART|2CDMG|1DUR|1ASPD	129DMG|29BPWR|39ERES|4DUST|5DUR|6RCR|7AART|89CDMG|aASPD
48	16312 36151	   	176.22	DCR|2DMG|2AART|1VULN|1ZMB|1DUR	12DMG|2BPWR|3ERES|4DUST|5DUR|6RCR|78AART|9VULN|aZMB
49	44321 42312	 * 	175.93	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1CGEN|2RCR|3DMG|4ASPD|5CDMG|6VULN|79DUR|8aAART
50	11353 61314	   	175.82	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	13DMG|2LHND|49AART|5BEXP|6VULN|7RCR|8ZMB|aDUR
51	13353 61314	   	175.82	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	13DMG|2LWND|49AART|5BEXP|6VULN|7RCR|8ZMB|aDUR
52	14122 32561	   	175.75	DCR|3DMG|2VULN|2ASPD|1DUR	179DMG|2RMIN|39VULN|47ASPD|57ERES|6RCR|79BPWR|89AIRHEL|aDUR
53	14316 32733	 * 	175.68	DCR|2VULN|2DMG|1AART|2CDMG	18DMG|2RMIN|3MBVNT|46LWND|58CDMG|78VULN|8BPWR|9RCR|aAART
54	14122 32634	   	175.53	DCR|3DMG|1AART|1VULN|2ASPD	17aDMG|2RMIN|3VULN|47ASPD|57ERES|6RCR|7BPWR|8AART|9NUKE
55	16312 36241	   	175.46	DCR|3DMG|3CDMG|1AART|1DUR	129DMG|29BPWR|39ERES|4DUST|5DUR|6RCR|7AART|89aCDMG
56	11462 14331	   	175.43	DCR|3DMG|2VULN|2CDMG	15aDMG|2LHND|349LWND|6RCR|7aCDMG|8aVULN|aBPWR
57	13462 14331	   	175.43	DCR|3DMG|2VULN|2CDMG	15aDMG|249LWND|3LHND|6RCR|7aCDMG|8aVULN|aBPWR
58	11355 35311	   	175.26	DCR|2VULN|2DMG|1AART|1CDMG	13DMG|2LHND|4AART|5CDMG|6CGEN|7aVULN|8RCR|9BEXP
59	11355 35331	   	175.26	DCR|2VULN|2DMG|1AART|1CDMG	13DMG|2LHND|4AART|5CDMG|6CGEN|79VULN|8RCR|aFEWX
60	14122 32335	   	175.23	DCR|3DMG|2VULN|3ASPD	178DMG|2RMIN|39VULN|478ASPD|578ERES|6RCR|78BPWR|aBEXP
61	14122 32336	   	175.23	DCR|3DMG|2VULN|3ASPD	178DMG|2RMIN|39VULN|478ASPD|578ERES|6RCR|78BPWR|aRPLT
62	13611 16352	   	175.22	DCR|2VULN|2DMG|1AART|1ZMB	1aDMG|24aLWND|3CGEN|5ZMB|6RCR|7RPLT|8AART|9aVULN|aBPWR
63	13621 16352	   	175.22	DCR|2VULN|2DMG|1AART|1ZMB	1aDMG|2aLWND|34CGEN|5ZMB|6RCR|7RPLT|8AART|9aVULN|aBPWR
64	13631 16352	   	175.22	DCR|2VULN|2DMG|1AART|1ZMB	1aDMG|2aLWND|3CGEN|4DMSP|5ZMB|6RCR|7RPLT|8AART|9aVULN|aBPWR
65	11355 35332	   	175.16	DCR|2VULN|2DMG|1AART|1CDMG	13DMG|2LHND|4AART|5CDMG|6CGEN|79VULN|8RCR|aERES
66	11355 35333	   	175.16	DCR|2VULN|2DMG|1AART|1CDMG	13DMG|2LHND|4AART|5CDMG|6CGEN|79VULN|8RCR|aDUST
67	14122 32334	   	175.13	DCR|3DMG|2VULN|3ASPD	178DMG|2RMIN|39VULN|478ASPD|578ERES|6RCR|78BPWR|aTLV
68	11353 61433	   	175.02	DCR|2VULN|2DMG|1AART|1ZMB	13DMG|2LHND|4AART|5BEXP|6aVULN|7RCR|8BELT|9ZMB
69	13353 61433	   	175.02	DCR|2VULN|2DMG|1AART|1ZMB	13DMG|2LWND|4AART|5BEXP|6aVULN|7RCR|8BELT|9ZMB
70	14122 32331	   	174.98	DCR|3DMG|2VULN|3ASPD|1SELL	178DMG|2RMIN|39VULN|478ASPD|578ERES|6RCR|78BPWR|aSELL
71	11352 36632	   	174.89	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	13DMG|2LHND|4AART|5ZMB|67CDMG|8RCR|9TLV|aVULN
72	12552 11222	   	174.84	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1DMG|2FEWX|3RPLT|4RCR|5CDMG|6ASPD|79VULN|8ZMB|aAART
73	44333 62231	   	174.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CGEN|2RCR|36DMG|4RPLT|5ZMB|7AART|8VULN|9LWND|aCDMG
74	16312 36221	   	174.35	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	12DMG|2BPWR|3ERES|4DUST|5DUR|6RCR|7AART|8CDMG|9ASPD|aVULN
75	16123 16523	   	174.24	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	12DMG|2BPWR|3RPLT|4CDMG|5RCR|6FEWX|7AART|8DUR|9VULN|aZMB
76	13332 55512	 * 	174.23	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	13DMG|2LWND|4CDMG|5CGEN|6RCR|7AART|89ASPD|aVULN
77	14321 82154	   	173.83	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	19DMG|2RMIN|3MBVNT|4ASPD|59CDMG|6RCR|7AART|89ERES|9BPWR|aVULN
78	14321 82281	   	173.83	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1DMG|2RMIN|3MBVNT|4ASPD|59CDMG|6RCR|7AART|8aVULN
79	44333 22361	   	173.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CGEN|2RCR|37DMG|4RPLT|5ZMB|6MBVNT|8AART|9VULN|aCDMG
80	16312 36234	   	173.73	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	12DMG|2BPWR|3ERES|4DUST|5DUR|6RCR|7AART|8aCDMG|9VULN
81	13313 55261	 * 	173.67	DCR|3VULN|2DMG|1AART	13DMG|2LWND|4MLV|5RPLT|6AART|78aVULN|9RCR
82	14122 32661	   	173.63	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	17DMG|2RMIN|3VULN|47ASPD|57ERES|6RCR|7BPWR|8AART|9MLV|aCDMG
83	11332 55126	   	173.58	DCR|3DMG|1AART|2CDMG|1ZMB	13aDMG|2LHND|49CDMG|5CGEN|6RCR|7AART|8ZMB
84	11342 44223	   	173.58	DCR|3DMG|1AART|1VULN|1ZMB	135DMG|2LHND|4FEWX|6RCR|7AART|8TLV|9VULN|aZMB
85	13332 55126	   	173.58	DCR|3DMG|1AART|2CDMG|1ZMB	13aDMG|2LWND|49CDMG|5CGEN|6RCR|7AART|8ZMB
86	13342 44223	   	173.58	DCR|3DMG|1AART|1VULN|1ZMB	135DMG|2LWND|4FEWX|6RCR|7AART|8TLV|9VULN|aZMB
87	12321 55122	   	173.54	DCR|3DMG|1AART|2CDMG|1ZMB|1SELL	15aDMG|2aFEWX|3SELL|4MLV|6RCR|7AART|8ZMB|9aCDMG|aBPWR
88	12361 55122	   	173.54	DCR|3DMG|1AART|2CDMG|1ZMB|1SELL	15aDMG|2aFEWX|3SELL|4CGEN|6RCR|7AART|8ZMB|9aCDMG|aBPWR
89	11353 61231	 * 	173.53	DCR|3DMG|2AART|1VULN	139DMG|29LHND|4aAART|5BEXP|6VULN|7RCR|89DUST|9BPWR
90	13353 61231	   	173.53	DCR|3DMG|2AART|1VULN	139DMG|29LWND|4aAART|5BEXP|6VULN|7RCR|89DUST|9BPWR
91	14122 32631	   	173.53	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	17DMG|2RMIN|3VULN|47ASPD|57ERES|6RCR|7BPWR|8AART|9NUKE|aCDMG
92	12615 25331	   	173.46	DCR|2VULN|2DMG|1AART|1CDMG	16DMG|2FEWX|3CGEN|4LWND|5CDMG|7AART|8RCR|9aVULN
93	11353 36314	   	173.43	DCR|3DMG|1AART|1VULN|2ASPD	137DMG|2LHND|4AART|57BEXP|67ASPD|7BPWR|8RCR|9FEWX|aVULN
94	11356 36321	   	173.43	DCR|3DMG|1AART|1VULN|2ASPD	137DMG|2LHND|4AART|57FEWX|67ASPD|7BPWR|8RCR|9VULN|aMLV
95	11356 36322	   	173.43	DCR|3DMG|1AART|1VULN|2ASPD	137DMG|2LHND|4AART|57aFEWX|67ASPD|7BPWR|8RCR|9VULN
96	13353 36314	   	173.43	DCR|3DMG|1AART|1VULN|2ASPD	137DMG|2LWND|4AART|57BEXP|67ASPD|7BPWR|8RCR|9FEWX|aVULN
97	13356 36321	   	173.43	DCR|3DMG|1AART|1VULN|2ASPD	137DMG|2LWND|4AART|57FEWX|67ASPD|7BPWR|8RCR|9VULN|aMLV
98	13356 36322	   	173.43	DCR|3DMG|1AART|1VULN|2ASPD	137DMG|2LWND|4AART|57aFEWX|67ASPD|7BPWR|8RCR|9VULN
99	15353 36321	   	173.43	DCR|3DMG|1AART|1VULN|2ASPD	137DMG|2BEXP|4AART|57FEWX|67ASPD|7BPWR|8RCR|9VULN|aMLV
100	15353 36322	   	173.43	DCR|3DMG|1AART|1VULN|2ASPD	137DMG|2BEXP|4AART|57aFEWX|67ASPD|7BPWR|8RCR|9VULN
101	65322 42282	   	173.40	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1RCVC|27DUST|3MBVNT|4ASPD|57DMG|67VULN|7BPWR|8DUR|9RCR|aAART
102	11332 25331	   	173.36	DCR|2VULN|2DMG|1AART|1CDMG	13DMG|2LHND|4CDMG|5CGEN|6DUST|7AART|8RCR|9aVULN
103	13332 25331	   	173.36	DCR|2VULN|2DMG|1AART|1CDMG	13DMG|2LWND|4CDMG|5CGEN|6DUST|7AART|8RCR|9aVULN
104	11353 36334	   	173.33	DCR|3DMG|1AART|1VULN|2ASPD	137DMG|2LHND|4AART|57BEXP|67ASPD|7BPWR|8RCR|9DUST|aVULN
105	13353 36334	   	173.33	DCR|3DMG|1AART|1VULN|2ASPD	137DMG|2LWND|4AART|57BEXP|67ASPD|7BPWR|8RCR|9DUST|aVULN
106	44335 12212	   	173.28	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	15aCGEN|2RCR|3aDMG|4RPLT|6ZMB|7AART|8VULN|9aDUR|aBPWR
107	16321 14422	   	173.23	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	12DMG|2BPWR|3ERES|4CGEN|5DUR|6RCR|79CDMG|8AART|aVULN
108	61162 32633	   	173.02	DCR|3DMG|1AART|1VULN|1ASPD	1RCVC|27FEWX|3VULN|47ERES|579DMG|6RCR|7BPWR|8AART|aASPD
109	11311 14426	   	172.98	DCR|3DMG|1AART|2CDMG|1ZMB	13aDMG|2LHND|4MLV|5ZMB|6RCR|79CDMG|8AART
110	13311 14426	   	172.98	DCR|3DMG|1AART|2CDMG|1ZMB	13aDMG|2LWND|4MLV|5ZMB|6RCR|79CDMG|8AART
111	16521 14313	   	172.75	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	12DMG|2BPWR|3RMIN|4CGEN|5DUR|6RCR|7CDMG|8VULN|9ASPD|aAART
112	11353 61311	 * 	172.73	DCR|2AART|2DMG|1VULN|2ZMB	13DMG|2LHND|49AART|5BEXP|6VULN|7RCR|8aZMB
113	11356 61311	   	172.73	DCR|2AART|2DMG|1VULN|2ZMB	13DMG|2LHND|49AART|5FEWX|6VULN|7RCR|8aZMB
114	13353 61311	   	172.73	DCR|2AART|2DMG|1VULN|2ZMB	13DMG|2LWND|49AART|5BEXP|6VULN|7RCR|8aZMB
115	13356 61311	   	172.73	DCR|2AART|2DMG|1VULN|2ZMB	13DMG|2LWND|49AART|5FEWX|6VULN|7RCR|8aZMB
116	16151 22183	   	172.37	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	127DMG|2BPWR|3RPLT|4VULN|5DUR|6MBVNT|8CDMG|9AART|aRCR
117	44231 22251	 * 	172.34	ACR|3VULN|1AART|2CDMG|1DUR	1CGEN|2RCR|3FEWX|46CDMG|5DUR|7AART|89aVULN
118	16113 44313	   	172.19	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD|1SELL	12DMG|2BPWR|3RPLT|4SELL|5RCR|6ZMB|7CDMG|8VULN|9ASPD|aAART
119	44326 31231	 * 	171.99	ACR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	1CGEN|2RCR|356DMG|4ASPD|7VULN|8ZMB|9ERES|aCDMG
120	61162 32335	   	171.92	DCR|3DMG|1AART|1VULN|1DUR	1RCVC|278FEWX|3VULN|478ERES|578DMG|6RCR|78BPWR|9DUR|aAART
121	44236 23332	 * 	171.73	ACR|3VULN|2DMG|1CDMG	1CGEN|2RCR|3FEWX|4CDMG|56DMG|7BELT|89aVULN
122	11332 55141	   	171.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|2LHND|4CDMG|5CGEN|6RCR|7AART|8ZMB|9LWND|aVULN
123	13332 55142	   	171.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|29LWND|4CDMG|5CGEN|6RCR|7AART|8ZMB|aVULN
124	11332 55151	   	171.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|2LHND|4CDMG|5CGEN|6RCR|7AART|8ZMB|9MBVNT|aVULN
125	11355 35322	   	171.55	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	13DMG|2LHND|4AART|5CDMG|6CGEN|7VULN|8RCR|9ASPD|aDUR
126	16321 13633	   	171.31	DCR|3DMG|2AART|1ZMB|1DUR	129DMG|2BPWR|3ERES|4CGEN|5DUR|6RCR|7ZMB|8aAART
127	11311 14441	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|2LHND|4MLV|5ZMB|6RCR|7CDMG|8AART|9LWND|aVULN
128	13311 14442	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|29LWND|4MLV|5ZMB|6RCR|7CDMG|8AART|aVULN
129	12122 53652	   	171.05	DCR|2VULN|2DMG|1AART|1ASPD	17DMG|24FEWX|34LIT|4BPWR|5ASPD|6RCR|8AART|9aVULN
130	11311 14451	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|2LHND|4MLV|5ZMB|6RCR|7CDMG|8AART|9MBVNT|aVULN
131	11353 61342	   	170.98	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	13DMG|2LHND|4AART|5BEXP|6VULN|7RCR|8ZMB|9aASPD
132	13353 61342	   	170.98	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	13DMG|2LWND|4AART|5BEXP|6VULN|7RCR|8ZMB|9aASPD
133	14122 32651	   	170.98	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	17DMG|2RMIN|3VULN|47ASPD|57ERES|6RCR|7BPWR|8AART|9LWND|aZMB
134	14122 32641	   	170.88	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	17DMG|2RMIN|3VULN|47ASPD|57ERES|6RCR|7BPWR|8AART|9DUST|aZMB
135	11352 66321	   	170.68	DCR|3DMG|1AART|1VULN|1ZMB	137DMG|2LHND|4AART|5ZMB|6FEWX|8RCR|9VULN|aMLV
136	11352 66322	   	170.68	DCR|3DMG|1AART|1VULN|1ZMB	137DMG|2LHND|4AART|5ZMB|6aFEWX|8RCR|9VULN
137	13336 14552	   	170.68	DCR|3DMG|1AART|2CDMG|1ZMB	139DMG|269LWND|49CDMG|5MBVNT|7RCR|8AART|9BPWR|aZMB
138	13352 66321	   	170.68	DCR|3DMG|1AART|1VULN|1ZMB	137DMG|2LWND|4AART|5ZMB|6FEWX|8RCR|9VULN|aMLV
139	13352 66322	   	170.68	DCR|3DMG|1AART|1VULN|1ZMB	137DMG|2LWND|4AART|5ZMB|6aFEWX|8RCR|9VULN
140	14122 32436	   	170.62	DCR|3DMG|2VULN|2ASPD	17aDMG|2RMIN|3aVULN|47ASPD|57ERES|6RCR|7aBPWR|8aLIT|9RCVC
141	11356 26323	   	170.58	DCR|3DMG|1AART|1VULN|1ZMB	137DMG|2LHND|4AART|5FEWX|6ERES|8RCR|9VULN|aZMB
142	13356 26323	   	170.58	DCR|3DMG|1AART|1VULN|1ZMB	137DMG|2LWND|4AART|5FEWX|6ERES|8RCR|9VULN|aZMB
143	22526 25331	   	170.57	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1FEWX|2SELL|3LWND|4ZMB|56DMG|7AART|8RCR|9aVULN
144	22636 25331	   	170.57	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1FEWX|2SELL|3ZMB|4LHND|56DMG|7AART|8RCR|9aVULN
145	32526 25331	   	170.47	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1DUST|2SELL|3LWND|4ZMB|56DMG|7AART|8RCR|9aVULN
146	32636 25331	   	170.47	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1DUST|2SELL|3ZMB|4LHND|56DMG|7AART|8RCR|9aVULN
147	13353 42251	   	170.46	DCR|2VULN|2DMG|1AART|1CDMG	13DMG|2LWND|4AART|5BEXP|6CDMG|78VULN|9RPLT|aRCR
148	13355 22251	   	170.46	DCR|2VULN|2DMG|1AART|1CDMG	13DMG|2LWND|4AART|5CDMG|6LHND|78VULN|9RPLT|aRCR
149	44321 35112	 * 	170.46	ACR|1AART|1VULN|1DMG|1CDMG|2ASPD|1ZMB	1CGEN|2RCR|3DMG|49ASPD|5CDMG|6MLV|7AART|8ZMB|aVULN
150	12136 63233	   	170.45	DCR|2VULN|2DMG|1AART|2DUR	1aDMG|2FEWX|3aLIT|45VULN|6AART|7LHND|8aDUR|9RCR|aBPWR
151	11332 45341	   	170.21	DCR|3DMG|1AART|2CDMG|2DUR	139DMG|29LHND|4aCDMG|5CGEN|69DUR|7AART|8RCR|9BPWR
152	13332 45341	   	170.21	DCR|3DMG|1AART|2CDMG|2DUR	139DMG|29LWND|4aCDMG|5CGEN|69DUR|7AART|8RCR|9BPWR
153	11353 61313	   	170.18	DCR|2AART|2DMG|1VULN|1ZMB	13DMG|2LHND|49AART|5BEXP|6VULN|7RCR|8ZMB|aRCVC
154	11356 61313	   	170.18	DCR|2AART|2DMG|1VULN|1ZMB	13DMG|2LHND|49AART|5FEWX|6VULN|7RCR|8ZMB|aRCVC
155	13353 61313	   	170.18	DCR|2AART|2DMG|1VULN|1ZMB	13DMG|2LWND|49AART|5BEXP|6VULN|7RCR|8ZMB|aRCVC
156	13356 61313	   	170.18	DCR|2AART|2DMG|1VULN|1ZMB	13DMG|2LWND|49AART|5FEWX|6VULN|7RCR|8ZMB|aRCVC
157	11136 13636	   	170.17	DCR|3DMG|2VULN|1AART	157DMG|2LHND|3LIT|45VULN|5BPWR|6MLV|8AART|9RMIN|aRCR
158	44333 12352	 * 	170.14	ACR|3DMG|2VULN|1AART|1ZMB|1MSE	1aCGEN|2RCR|37aDMG|4RPLT|5ZMB|6MSE|8AART|9aVULN|aBPWR
159	11136 23636	   	170.07	DCR|3DMG|2VULN|1AART	157DMG|2LHND|3LIT|45VULN|5BPWR|6ERES|8AART|9RMIN|aRCR
160	14321 82712	 * 	170.01	DCR|2DMG|1AART|2CDMG|3DUR|1ASPD	1aDMG|2RMIN|3MBVNT|4ASPD|5aCDMG|6RCR|7AART|89aDUR|aBPWR
161	11332 55113	 * 	170.00	DCR|2DMG|2AART|1CDMG|1ZMB|1ASPD	13DMG|2LHND|4CDMG|5CGEN|6RCR|7aAART|8ZMB|9ASPD
162	13332 55113	   	170.00	DCR|2DMG|2AART|1CDMG|1ZMB|1ASPD	13DMG|2LWND|4CDMG|5CGEN|6RCR|7aAART|8ZMB|9ASPD
