0	Index      	 *	Score 	Summary	Detail	
1	14223 35523	 * 	207.70	DCR|5VULN|2DMG|1AART	15689VULN|2AART|3aDMG|4ERES|7RCR
57	22333 54263	   	190.53	DCR|2AART|2VULN|1DMG|2ASPD|1CDMG|1ZMB|1SELL	19AART|2CDMG|35ASPD|45VULN|5BPWR|6DMG|7ZMB|8SELL|aRCR
58	22131 26451	   	190.52	DCR|2VULN|2DMG|1AART|2CDMG|1DUR	1AART|29CDMG|39DMG|4aVULN|5DUR|69LIT|7RCVC|8RCR|9BPWR
59	13314 65323	   	190.51	DCR|3VULN|2AART|2DMG	16aVULN|2CGEN|38DMG|4RMIN|59AART|7RCR
60	22133 35242	   	190.42	DCR|3VULN|2DMG|1AART|1CDMG	1AART|2CDMG|35DMG|45aVULN|5BPWR|6RMIN|7LIT|8LWND|9RCR
61	22133 35542	   	190.42	DCR|3VULN|2DMG|1AART|1CDMG	1AART|2CDMG|35DMG|45aVULN|5BPWR|6RMIN|7LIT|8FEWX|9RCR
62	22166 22372	   	190.37	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AART|2CDMG|39DMG|4LIT|5aVULN|6ZMB|7RCR|8MBVNT
63	14213 35221	   	190.31	DCR|2AART|2VULN|2DMG|1CDMG	15VULN|29AART|36DMG|4RMIN|7RCR|8CGEN|aCDMG
64	14213 55321	   	190.31	DCR|2AART|2VULN|2DMG|1CDMG	15VULN|29AART|38DMG|4RMIN|6CGEN|7RCR|aCDMG
65	14313 35321	   	190.31	DCR|2AART|2VULN|2DMG|1CDMG	15VULN|29AART|3CGEN|4RMIN|68DMG|7RCR|aCDMG
66	22133 41522	   	190.31	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1ASPD	1AART|2CDMG|35DMG|45VULN|5BPWR|6RCVC|7ASPD|8ZMB|9CGEN|aRCR
67	22133 41532	   	190.31	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1ASPD	1AART|2CDMG|35DMG|45VULN|5BPWR|6RCVC|7ASPD|8ZMB|9MLV|aRCR
68	22332 38352	   	190.29	DCR|3VULN|1AART|1DMG|2CDMG|2ASPD	1AART|27CDMG|37ASPD|478VULN|5MBVNT|6RCVC|7BPWR|9DMG|aRCR
69	14223 55321	   	190.21	DCR|2AART|2VULN|2DMG|1CDMG	15VULN|29AART|38DMG|4ERES|6CGEN|7RCR|aCDMG
70	22133 41542	   	190.21	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1ASPD	1AART|2CDMG|35DMG|45VULN|5BPWR|6RCVC|7ASPD|8ZMB|9NUKE|aRCR
71	22133 41552	   	190.21	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1ASPD	1AART|2CDMG|35DMG|45VULN|5BPWR|6RCVC|7ASPD|8ZMB|9TLV|aRCR
72	22136 13663	   	190.21	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1DUR	1AART|2CDMG|35DMG|49VULN|6DUR|7ZMB|8MLV|aRCR
73	22133 13316	 * 	190.18	3VULN|2AART|2DMG|2CDMG|2FLTHEA|1ZMB|1DUR	18AART|2aCDMG|35DMG|45aVULN|5aBPWR|6DUR|7ZMB|9aFLTHEA
74	14224 23243	   	190.06	DCR|2AART|2VULN|2DMG|1ZMB	1aVULN|29AART|3aDMG|4ERES|5DLOT|6RCR|7ZMB|8aBEXP|aBPWR
75	22133 41513	   	190.06	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1ASPD|1SELL	1AART|2CDMG|35DMG|45VULN|5BPWR|6RCVC|7ASPD|8ZMB|9SELL|aRCR
76	14223 35521	   	190.01	DCR|5VULN|1AART|1DMG	15689VULN|2AART|3DMG|4ERES|7RCR|aDUST
77	14223 35522	   	190.01	DCR|5VULN|1AART|1DMG	15689VULN|2AART|3DMG|4ERES|7RCR|aTLV
78	22132 38273	 * 	189.88	DCR|2AART|2VULN|2DMG|2CDMG|1SELL	19AART|27CDMG|37DMG|47VULN|5MBVNT|6RCVC|7BPWR|8SELL|aRCR
79	14224 23343	   	189.86	DCR|2AART|2VULN|2DMG|1ZMB	1aVULN|29AART|3aDMG|4ERES|5DLOT|6RCR|7ZMB|8aDUST|aBPWR
80	22133 21123	   	189.68	DCR|2VULN|2DMG|1AART|2CDMG|1ZMB	1AART|29CDMG|35DMG|45VULN|5BPWR|6ZMB|7CGEN|8LHND|aRCR
81	22133 22143	   	189.68	DCR|2VULN|2DMG|1AART|2CDMG|1ZMB	1AART|28CDMG|35DMG|45VULN|5BPWR|6ZMB|7FEWX|9CGEN|aRCR
82	22133 22623	   	189.68	DCR|2VULN|2DMG|1AART|2CDMG|1ZMB	1AART|29CDMG|35DMG|45VULN|5BPWR|6ZMB|7FEWX|8MLV|aRCR
83	22133 34123	   	189.68	DCR|2VULN|2DMG|1AART|2CDMG|1ZMB	1AART|29CDMG|35DMG|45VULN|5BPWR|6RMIN|7ZMB|8LHND|aRCR
84	22133 35434	   	189.68	DCR|2VULN|2DMG|1AART|2CDMG|1ZMB	1AART|28CDMG|35DMG|45VULN|5BPWR|6RMIN|7LIT|9ZMB|aRCR
85	22133 23143	   	189.58	DCR|2VULN|2DMG|1AART|2CDMG|1ZMB	1AART|28CDMG|35DMG|45VULN|5BPWR|6ZMB|7DUST|9CGEN|aRCR
86	22133 64123	   	189.58	DCR|2VULN|2DMG|1AART|2CDMG|1ZMB	1AART|29CDMG|35DMG|45VULN|5BPWR|6ERES|7ZMB|8LHND|aRCR
87	23155 31316	 * 	189.08	DCR|2AART|2VULN|2CDMG|2FLTHEA|1ASPD	15AART|2RCVC|3aCDMG|4RMIN|6RCR|7ASPD|8aVULN|9aFLTHEA|aBPWR
88	14223 35225	 * 	188.73	DCR|4VULN|2AART|1DMG	156aVULN|29AART|3DMG|4ERES|7RCR|8CGEN
89	22231 26451	   	188.58	DCR|3VULN|1AART|1DMG|2CDMG|1DUR	1AART|29CDMG|39aVULN|4DUR|5DMG|69LIT|7RCVC|8RCR|9BPWR
90	22166 22122	   	188.53	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|3DMG|4LIT|59aVULN|6ZMB|7RCR|8LWND
91	22166 22231	   	188.53	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|3DMG|4LIT|59aVULN|6ZMB|7RCR|8RPLT
92	13314 65321	   	188.51	DCR|2VULN|2AART|2DMG|1CDMG	16VULN|2CGEN|38DMG|4RMIN|59AART|7RCR|aCDMG
93	21626 13362	 * 	188.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AART|2LIT|39DMG|4ZMB|5RCR|6BEXP|7aVULN|8CDMG
94	21626 23362	   	188.39	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AART|2LIT|39DMG|4ZMB|5RCR|6DUST|7aVULN|8CDMG
95	14223 35221	   	188.28	DCR|3VULN|2AART|1DMG|1CDMG	156VULN|29AART|3DMG|4ERES|7RCR|8CGEN|aCDMG
96	14223 15523	   	188.18	DCR|4VULN|1AART|1DMG|1ZMB	1589VULN|2AART|3DMG|46ERES|7RCR|aZMB
97	22162 21562	   	188.07	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AART|2CDMG|39DMG|4LIT|5LHND|6ZMB|7aVULN|8RCR
98	22133 44163	   	188.02	DCR|3VULN|2DMG|1AART|1CDMG	1AART|2CDMG|35DMG|457VULN|5BPWR|6RCVC|8LHND|9FEWX|aRCR
99	22133 44633	   	188.02	DCR|3VULN|2DMG|1AART|1CDMG	1AART|2CDMG|35DMG|457VULN|5BPWR|6RCVC|8BEXP|9LHND|aRCR
100	22133 31333	   	188.02	DCR|3VULN|2DMG|1AART|1CDMG	1AART|2CDMG|35DMG|458VULN|5BPWR|6RMIN|7CGEN|9LHND|aRCR
101	22133 31363	   	188.02	DCR|3VULN|2DMG|1AART|1CDMG	1AART|2CDMG|35DMG|458VULN|5BPWR|6RMIN|7CGEN|9FEWX|aRCR
102	22133 32663	   	188.02	DCR|3VULN|2DMG|1AART|1CDMG	1AART|2CDMG|35DMG|459VULN|5BPWR|6RMIN|7FEWX|8MLV|aRCR
103	22133 36663	   	188.02	DCR|3VULN|2DMG|1AART|1CDMG	1AART|2CDMG|35DMG|459VULN|5BPWR|6RMIN|7LWND|8MLV|aRCR
104	22133 42163	   	188.02	DCR|3VULN|2DMG|1AART|1CDMG	1AART|2CDMG|35DMG|459VULN|5BPWR|6RCVC|7LWND|8LHND|aRCR
105	22133 42333	   	188.02	DCR|3VULN|2DMG|1AART|1CDMG	1AART|2CDMG|35DMG|458VULN|5BPWR|6RCVC|7LWND|9LHND|aRCR
106	22133 42363	   	188.02	DCR|3VULN|2DMG|1AART|1CDMG	1AART|2CDMG|35DMG|458VULN|5BPWR|6RCVC|7LWND|9FEWX|aRCR
107	22215 21562	   	187.97	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AART|2CDMG|3aVULN|4ZMB|5DUST|6LIT|79DMG|8RCR
108	22133 52112	   	187.92	DCR|3DMG|2VULN|1AART|1CDMG	1AART|2CDMG|356DMG|45VULN|5BPWR|7DLOT|8LWND|9LHND|aRCR
109	22133 52312	   	187.92	DCR|3DMG|2VULN|1AART|1CDMG	1AART|2CDMG|356DMG|45VULN|5BPWR|7DLOT|8BEXP|9LHND|aRCR
110	22133 52612	   	187.92	DCR|3DMG|2VULN|1AART|1CDMG	1AART|2CDMG|356DMG|45VULN|5BPWR|7DLOT|8FEWX|9LHND|aRCR
111	22133 61433	   	187.92	DCR|3VULN|2DMG|1AART|1CDMG	1AART|2CDMG|35DMG|458VULN|5BPWR|6ERES|7CGEN|9LHND|aRCR
112	22133 44412	   	187.82	DCR|3VULN|2DMG|1AART|1CDMG	1AART|2CDMG|35DMG|457VULN|5BPWR|6RCVC|8MBVNT|9NUKE|aRCR
113	22133 44442	   	187.82	DCR|3VULN|2DMG|1AART|1CDMG	1AART|2CDMG|35DMG|457VULN|5BPWR|6RCVC|8MBVNT|9ERES|aRCR
114	22133 52412	   	187.82	DCR|3DMG|2VULN|1AART|1CDMG	1AART|2CDMG|356DMG|45VULN|5BPWR|7DLOT|8DUST|9LHND|aRCR
115	14313 35413	   	187.81	DCR|3VULN|2DMG|1AART|1DUR	15aVULN|2AART|3CGEN|4RMIN|69DMG|7RCR|8DUR
116	22133 53154	   	187.77	DCR|3DMG|2VULN|1AART|1CDMG|1SELL	1AART|2CDMG|356DMG|45VULN|5BPWR|7CGEN|8SELL|9BEXP|aRCR
117	22133 53164	   	187.77	DCR|3DMG|2VULN|1AART|1CDMG|1SELL	1AART|2CDMG|356DMG|45VULN|5BPWR|7CGEN|8SELL|9LWND|aRCR
118	22133 53134	   	187.67	DCR|3DMG|2VULN|1AART|1CDMG|1SELL	1AART|2CDMG|356DMG|45VULN|5BPWR|7CGEN|8SELL|9DUST|aRCR
119	22133 56134	   	187.57	DCR|3DMG|2VULN|1AART|1CDMG|1SELL	1AART|2CDMG|356DMG|45VULN|5BPWR|7ERES|8SELL|9DUST|aRCR
120	22133 24643	   	187.22	DCR|2VULN|2DMG|1AART|2ZMB|1CDMG	1AART|2CDMG|35DMG|45VULN|5BPWR|67ZMB|8LHND|9CGEN|aRCR
121	22221 13326	   	186.40	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|2CDMG|39VULN|4FEWX|5aDMG|6RPLT|7RCR|8DUR
122	22225 13326	   	186.40	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|2CDMG|39VULN|4FEWX|5RPLT|6aDMG|7RCR|8DUR
123	22333 55242	   	186.38	DCR|3VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2CDMG|35ASPD|45aVULN|5BPWR|6DMG|7LIT|8LWND|9RCR
124	22135 13326	   	186.30	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|2CDMG|3aDMG|49VULN|5DUST|6RPLT|7RCR|8DUR
125	22161 21522	   	186.13	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|3DMG|4LIT|5LWND|6ZMB|79aVULN|8RCR
126	22162 21522	   	186.13	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|3DMG|4LIT|5LHND|6ZMB|79aVULN|8RCR
127	22216 15522	   	186.13	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|39aVULN|4ZMB|5DMG|6LWND|7LIT|8RCR
128	22216 25522	   	186.13	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|39aVULN|4ZMB|5DMG|6LHND|7LIT|8RCR
129	22163 62251	   	185.78	DCR|2VULN|2DMG|1AART|2CDMG	1AART|2aCDMG|3aDMG|4LIT|5TLV|6aVULN|7RCR|8RPLT|9DLOT|aBPWR
130	26532 13464	   	185.64	DCR|2DMG|1AART|1VULN|2CDMG|2ASPD|1ZMB	1AART|28ASPD|38CDMG|4VULN|5MBVNT|6ZMB|78DMG|8BPWR|9BEXP|aRCR
131	26532 13473	   	185.64	DCR|2DMG|1AART|1VULN|2CDMG|2ASPD|1ZMB	1AART|28ASPD|38CDMG|4VULN|5MBVNT|6ZMB|78DMG|8BPWR|9BELT|aRCR
132	22132 13464	   	185.64	DCR|2DMG|1AART|1VULN|2CDMG|2ASPD|1ZMB	1AART|28CDMG|38DMG|4VULN|5MBVNT|6ZMB|78ASPD|8BPWR|9BEXP|aRCR
133	22132 13473	   	185.64	DCR|2DMG|1AART|1VULN|2CDMG|2ASPD|1ZMB	1AART|28CDMG|38DMG|4VULN|5MBVNT|6ZMB|78ASPD|8BPWR|9BELT|aRCR
134	22332 13464	   	185.64	DCR|2DMG|1AART|1VULN|2CDMG|2ASPD|1ZMB	1AART|28CDMG|38ASPD|4VULN|5MBVNT|6ZMB|78DMG|8BPWR|9BEXP|aRCR
135	22332 13473	   	185.64	DCR|2DMG|1AART|1VULN|2CDMG|2ASPD|1ZMB	1AART|28CDMG|38ASPD|4VULN|5MBVNT|6ZMB|78DMG|8BPWR|9BELT|aRCR
136	22133 16123	   	185.62	DCR|2VULN|2DMG|1AART|2CDMG|1DUR	1AART|29CDMG|35DMG|45VULN|5BPWR|6DUR|7DMSP|8LHND|aRCR
137	26532 13424	   	185.54	DCR|2DMG|1AART|1VULN|2CDMG|2ASPD|1ZMB	1AART|28ASPD|38CDMG|4VULN|5MBVNT|6ZMB|78DMG|8BPWR|9LEGI|aRCR
138	22132 13424	   	185.54	DCR|2DMG|1AART|1VULN|2CDMG|2ASPD|1ZMB	1AART|28CDMG|38DMG|4VULN|5MBVNT|6ZMB|78ASPD|8BPWR|9LEGI|aRCR
139	22332 13424	   	185.54	DCR|2DMG|1AART|1VULN|2CDMG|2ASPD|1ZMB	1AART|28CDMG|38ASPD|4VULN|5MBVNT|6ZMB|78DMG|8BPWR|9LEGI|aRCR
140	22136 11163	   	185.52	DCR|2VULN|2DMG|1AART|2CDMG|1DUR	1AART|27CDMG|35DMG|49VULN|6DUR|8LHND|aRCR
141	22136 11333	   	185.52	DCR|2VULN|2DMG|1AART|2CDMG|1DUR	1AART|27CDMG|35DMG|48VULN|6DUR|9LHND|aRCR
142	22136 11363	   	185.52	DCR|2VULN|2DMG|1AART|2CDMG|1DUR	1AART|27CDMG|35DMG|48VULN|6DUR|9FEWX|aRCR
143	14262 15332	   	185.41	DCR|3DMG|2VULN|1AART|1ASPD	1aVULN|2AART|367DMG|4LWND|5FEWX|8RCR|9ASPD
144	14622 15332	   	185.41	DCR|3DMG|2VULN|1AART|1ASPD	1aVULN|2AART|3LWND|467DMG|5FEWX|8RCR|9ASPD
145	22213 51333	   	185.29	DCR|3VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2CDMG|358VULN|45ZMB|5BPWR|6DMG|7CGEN|9LHND|aRCR
146	22213 51363	   	185.29	DCR|3VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2CDMG|358VULN|45ZMB|5BPWR|6DMG|7CGEN|9FEWX|aRCR
147	22213 52663	   	185.29	DCR|3VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2CDMG|359VULN|45ZMB|5BPWR|6DMG|7FEWX|8MLV|aRCR
148	22213 51312	   	185.19	DCR|3VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2CDMG|358VULN|45ZMB|5BPWR|6DMG|7CGEN|9NUKE|aRCR
149	22133 13116	 * 	184.77	3VULN|2DMG|1AART|3CDMG|2FLTHEA|1ZMB|1DUR	1AART|28aCDMG|35DMG|45aVULN|5aBPWR|6DUR|7ZMB|9aFLTHEA
150	22151 52363	   	184.50	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	1AART|2CDMG|36DMG|45DUR|7LWND|89VULN|aRCR
151	22151 54333	   	184.50	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	1AART|2CDMG|36DMG|45DUR|78VULN|9LHND|aRCR
152	22156 12363	   	184.50	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	1AART|2CDMG|35DMG|46DUR|7LWND|89VULN|aRCR
153	22156 14333	   	184.50	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	1AART|2CDMG|35DMG|46DUR|78VULN|9LHND|aRCR
154	22151 53363	   	184.40	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	1AART|2CDMG|36DMG|45DUR|7LEGI|89VULN|aRCR
155	22156 13363	   	184.40	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	1AART|2CDMG|35DMG|46DUR|7LEGI|89VULN|aRCR
156	22263 31433	 * 	184.29	ACR|3VULN|1AART|3CDMG|3DUR	1AART|289CDMG|389VULN|4LSRICY|5RCR|6LIT|789DUR|89BPWR|aRPLT
157	22263 31435	   	184.29	ACR|3VULN|1AART|3CDMG|3DUR	1AART|289CDMG|389VULN|4LSRICY|5RCR|6LIT|789DUR|89BPWR|aLHND
