0	Index      	 *	Score 	Summary	Detail	
1	31334 41134	 * 	199.57	ACR|4VULN|1AART|1DMG|2CDMG	1679VULN|29CGEN|3RCVC|4RCR|5AART|89CDMG|9BPWR|aDMG
13	33212 52255	 * 	193.16	DCR|3VULN|2DMG|1AART|2ZMB|1ASPD	158VULN|2LHND|38ZMB|4DUST|6ASPD|78DMG|8BPWR|9RCR|aAART
14	34263 21334	 * 	193.04	ACR|3VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	137VULN|2CDMG|4DUR|5RCR|6AART|89ASPD|aDMG
15	34263 31134	   	192.44	ACR|3VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	138VULN|2CDMG|4DUR|5RCR|69ASPD|7AART|aDMG
16	32424 62111	 * 	192.23	ACR|3VULN|2DMG|2AART	169VULN|2LIT|3RCR|4LHND|56DMG|6BPWR|78AART|aLWND
17	32424 62112	   	192.23	ACR|3VULN|2DMG|2AART	169VULN|2LIT|3RCR|4LHND|56DMG|6BPWR|78AART|aDMSP
18	32424 62113	   	192.23	ACR|3VULN|2DMG|2AART	169VULN|2LIT|3RCR|4LHND|56DMG|6BPWR|78AART|aRMIN
19	24213 26136	   	191.72	ACR|3VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	14DUR|2CDMG|38aVULN|5RCR|6AART|7DMG|9ASPD
20	36113 26136	   	191.72	ACR|3VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	18aVULN|24DUR|3CDMG|5RCR|6AART|7DMG|9ASPD
21	34263 21314	   	191.72	ACR|3VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	137VULN|2CDMG|49DUR|5RCR|6AART|8ASPD|aDMG
22	34263 26111	   	191.72	ACR|3VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	138VULN|2CDMG|49DUR|5RCR|6AART|7DMG|aASPD
23	34263 31114	   	191.12	ACR|3VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	138VULN|2CDMG|49DUR|5RCR|6ASPD|7AART|aDMG
24	34263 31326	   	191.12	ACR|3VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	13aVULN|2CDMG|49DUR|5RCR|6ASPD|7AART|8DMG
25	33531 33266	   	191.01	DCR|3VULN|2DMG|2ASPD|1CDMG|1ZMB|1DUR	178VULN|2LHND|38DMG|4DUR|5ZMB|68ASPD|8BPWR|9CDMG|aRCR
26	34241 32236	 * 	190.88	DCR|3VULN|2AART|2CDMG|2ASPD|1ZMB	139VULN|29CDMG|46AART|5ZMB|7ERES|89ASPD|9BPWR|aRCR
27	33232 52251	 * 	190.65	DCR|3VULN|2DMG|2ZMB|1CDMG|1DUR|1ASPD	158VULN|2LHND|38ZMB|4DUR|6ASPD|78DMG|8BPWR|9RCR|aCDMG
28	36212 52251	   	190.55	DCR|3VULN|2DMG|2ZMB|1CDMG|1DUR|1ASPD	158VULN|2DUR|38ZMB|4DUST|6ASPD|78DMG|8BPWR|9RCR|aCDMG
29	31334 41136	   	190.51	ACR|4VULN|1AART|2CDMG|1ZMB	1679VULN|29CGEN|3RCVC|4RCR|5AART|89CDMG|9BPWR|aZMB
30	34263 26121	   	190.49	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	138VULN|2CDMG|4DUR|5RCR|6AART|7DMG|9LIT|aZMB
31	34263 21512	   	189.82	ACR|4VULN|1AART|1CDMG|2DUR|1ZMB	137aVULN|2CDMG|48DUR|5RCR|6AART|9ZMB
32	33551 13335	 * 	188.61	DCR|3VULN|2AART|2DMG	17aVULN|2LHND|39DMG|46AART|5CANSTR|8RCR
33	31333 41222	   	188.61	ACR|4VULN|1AART|1DMG|1ZMB	157aVULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9ZMB
34	24213 26112	 * 	188.60	ACR|3VULN|1AART|1DMG|3DUR|1CDMG	149DUR|2CDMG|38aVULN|5RCR|6AART|7DMG
35	36113 26112	   	188.60	ACR|3VULN|1AART|1DMG|3DUR|1CDMG	18aVULN|249DUR|3CDMG|5RCR|6AART|7DMG
36	33232 52266	   	188.25	DCR|3VULN|2DMG|2ZMB|1CDMG|1DUR|1ASPD	158VULN|2LHND|38ZMB|4DUR|6ASPD|78DMG|8BPWR|9CDMG|aRCR
37	31333 41262	   	188.03	ACR|3VULN|2DMG|1AART|1DUR	157VULN|2CGEN|3RCVC|4RCR|6aDMG|8AART|9DUR
38	31334 31134	   	187.84	ACR|3VULN|1AART|1DMG|2CDMG	179VULN|29CGEN|36RCVC|4RCR|5AART|89CDMG|9BPWR|aDMG
39	34263 26133	   	187.73	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	138VULN|2CDMG|4DUR|5RCR|6AART|7DMG|9ASPD|aRCVC
40	32424 62331	   	187.73	ACR|3VULN|2DMG|1AART|1DUR	168VULN|2LIT|3RCR|4LHND|56DMG|6BPWR|7AART|9DUR|aLWND
41	32424 62332	   	187.73	ACR|3VULN|2DMG|1AART|1DUR	168VULN|2LIT|3RCR|4LHND|56DMG|6BPWR|7AART|9DUR|aFEWX
42	32424 62333	   	187.73	ACR|3VULN|2DMG|1AART|1DUR	168VULN|2LIT|3RCR|4aLHND|56DMG|6BPWR|7AART|9DUR
43	31334 42134	   	187.54	ACR|3VULN|1AART|1DMG|2CDMG	169VULN|29CGEN|37RCVC|4RCR|5AART|89CDMG|9BPWR|aDMG
44	24213 31346	 * 	186.91	ACR|2VULN|2AART|1DMG|1CDMG|2DUR|1ASPD	14DUR|2CDMG|3aVULN|5RCR|6ASPD|79AART|8DMG
45	36113 31346	   	186.91	ACR|2VULN|2AART|1DMG|1CDMG|2DUR|1ASPD	1aVULN|24DUR|3CDMG|5RCR|6ASPD|79AART|8DMG
46	34241 21622	 * 	186.47	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	136VULN|2CDMG|4AART|5ZMB|7BEXP|8DMG|9DUR|aRCR
47	31334 41131	   	186.44	ACR|4VULN|1AART|2CDMG|1DUR	1679VULN|29CGEN|3RCVC|4RCR|5AART|89CDMG|9BPWR|aDUR
48	34263 26131	   	186.43	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	138VULN|2CDMG|4DUR|5RCR|6AART|7DMG|9ASPD|aBEXP
49	34263 26132	   	186.43	ACR|3VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	138VULN|2CDMG|4DUR|5RCR|6AART|7DMG|9ASPD|aLWND
50	33511 33251	   	186.37	DCR|3VULN|2DMG|2ASPD|1CDMG|1ZMB	178VULN|2LHND|38DMG|4DUST|5ZMB|68ASPD|8BPWR|9RCR|aCDMG
51	33531 33256	 * 	186.07	DCR|3VULN|2DMG|3ASPD|1ZMB|1DUR	178VULN|2LHND|38DMG|4DUR|5ZMB|68aASPD|8BPWR|9RCR
52	34263 31362	   	185.83	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	13aVULN|2CDMG|4DUR|5RCR|6ASPD|7AART|8DMG|9LHND
53	31433 41222	   	185.20	ACR|4VULN|1AART|1DMG|1ZMB	157aVULN|23CGEN|4RCR|6DMG|8AART|9ZMB
54	34263 21531	   	185.13	ACR|4VULN|1AART|2CDMG|2DUR	137aVULN|29CDMG|48DUR|5RCR|6AART
55	31323 32355	 * 	184.99	DCR|3VULN|3DMG|2CDMG	178VULN|25CGEN|3RCVC|458DMG|58BPWR|68CDMG|9MLV|aRCR
56	31323 32345	   	184.89	DCR|3VULN|3DMG|2CDMG	178VULN|25CGEN|3RCVC|458DMG|58BPWR|68CDMG|9ERES|aRCR
57	34263 22114	   	184.78	ACR|3VULN|1AART|1DMG|1CDMG|2DUR	138VULN|2CDMG|49DUR|5RCR|6AART|7CGEN|aDMG
58	34263 26113	   	184.78	ACR|3VULN|1AART|1DMG|1CDMG|2DUR	138VULN|2CDMG|49DUR|5RCR|6AART|7DMG|aRMIN
59	34263 21214	   	184.68	ACR|3VULN|1AART|1DMG|1CDMG|2DUR	137VULN|2CDMG|49DUR|5RCR|6AART|8ERES|aDMG
60	31433 41262	   	184.63	ACR|3VULN|2DMG|1AART|1DUR	157VULN|23CGEN|4RCR|6aDMG|8AART|9DUR
61	31434 31134	   	184.57	ACR|3VULN|1AART|1DMG|2CDMG	179VULN|239CGEN|4RCR|5AART|6RCVC|89CDMG|9BPWR|aDMG
62	31333 41253	   	184.09	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	157VULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9CDMG|aASPD
63	32413 42353	 * 	183.95	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1ZMB	17VULN|2LIT|3RCR|4CDMG|5FLTHEA|6ZMB|8FEWX|9DMG|aAART
64	33232 52256	 * 	183.61	DCR|3VULN|2DMG|2ZMB|2ASPD|1DUR	158VULN|2LHND|38ZMB|4DUR|6aASPD|78DMG|8BPWR|9RCR
65	33212 52251	   	183.61	DCR|3VULN|2DMG|2ZMB|1CDMG|1ASPD	158VULN|2LHND|38ZMB|4DUST|6ASPD|78DMG|8BPWR|9RCR|aCDMG
66	32424 62131	   	183.52	ACR|2VULN|2DMG|2AART|1DUR	16VULN|2LIT|3RCR|4LHND|56DMG|6BPWR|78AART|9DUR|aLWND
67	32424 62132	   	183.52	ACR|2VULN|2DMG|2AART|1DUR	16VULN|2LIT|3RCR|4LHND|56DMG|6BPWR|78AART|9DUR|aFEWX
68	32424 62133	   	183.52	ACR|2VULN|2DMG|2AART|1DUR	16VULN|2LIT|3RCR|4aLHND|56DMG|6BPWR|78AART|9DUR
69	31434 41131	   	183.04	ACR|4VULN|1AART|2CDMG|1DUR	1679VULN|239CGEN|4RCR|5AART|89CDMG|9BPWR|aDUR
70	36113 36324	 * 	182.98	ACR|3VULN|1AART|2CDMG|2ASPD|2DUR	17aVULN|24DUR|37CDMG|5RCR|67ASPD|7BPWR|8CGEN|9AART
71	34263 31343	   	182.92	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD|1DUR	13VULN|2CDMG|4DUR|5RCR|6ASPD|79AART|8DMG|aRCVC
72	36113 36124	   	182.88	ACR|3VULN|1AART|2CDMG|2ASPD|2DUR	17aVULN|24DUR|37CDMG|5RCR|67ASPD|7BPWR|8ERES|9AART
73	25132 11364	 * 	182.68	ACR|3VULN|2AART|2CDMG|2DUR	19DUR|2FEWX|39CDMG|4RMIN|5RCR|6aAART|789VULN|9BPWR
74	24213 21334	   	182.68	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG|2DUR	14DUR|2CDMG|37VULN|5RCR|6AART|89ASPD|aDMG
75	36113 21334	   	182.68	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG|2DUR	17VULN|24DUR|3CDMG|5RCR|6AART|89ASPD|aDMG
76	34263 21511	   	182.66	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	137VULN|2CDMG|48DUR|5RCR|6AART|9ZMB|aASPD
77	33521 42235	   	182.47	DCR|3VULN|2DMG|1AART|1ZMB	178VULN|2LHND|37DMG|4BEXP|5ZMB|67CGEN|7BPWR|9RCR|aAART
78	34241 31622	 * 	182.27	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB|1DUR	13VULN|2CDMG|46AART|5ZMB|7BEXP|8DMG|9DUR|aRCR
79	24213 31134	   	182.08	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG|2DUR	14DUR|2CDMG|38VULN|5RCR|69ASPD|7AART|aDMG
80	36113 31134	   	182.08	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG|2DUR	18VULN|24DUR|3CDMG|5RCR|69ASPD|7AART|aDMG
81	34263 31226	   	182.06	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	13aVULN|2CDMG|49DUR|5RCR|6ASPD|7AART|8ZMB
82	22453 12232	 * 	181.88	ACR|2VULN|2DMG|1AART|3DUR	145DUR|2aLIT|3RCR|6AART|7aVULN|8RMIN|9aDMG|aBPWR
83	34263 22234	   	181.88	ACR|3VULN|2AART|1CDMG|1ZMB|1DUR	13aVULN|2CDMG|4DUR|5RCR|69AART|7CGEN|8ZMB
84	36336 31262	 * 	181.82	DCR|4VULN|1AART|3DUR|2ASPD	1459VULN|259DUR|3RPLT|59BPWR|69ASPD|7AART|8RCR|aLHND
85	36336 31263	   	181.82	DCR|4VULN|1AART|3DUR|2ASPD	1459VULN|259DUR|3aRPLT|59BPWR|69ASPD|7AART|8RCR
86	34263 31341	   	181.62	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD|1DUR	13VULN|2CDMG|4DUR|5RCR|6ASPD|79AART|8DMG|aBEXP
87	34263 31342	   	181.62	ACR|2VULN|2AART|1DMG|1CDMG|1DUR|1ASPD	13VULN|2CDMG|4DUR|5RCR|6ASPD|79AART|8DMG|aLWND
88	31423 32355	   	181.58	DCR|3VULN|3DMG|2CDMG	178VULN|235CGEN|458DMG|58BPWR|68CDMG|9MLV|aRCR
89	34263 36212	 * 	181.49	ACR|3VULN|1AART|3DUR|2ASPD|1CDMG	137VULN|2CDMG|478DUR|5RCR|67ASPD|7BPWR|9RCVC|aAART
90	31423 32345	   	181.48	DCR|3VULN|3DMG|2CDMG	178VULN|235CGEN|458DMG|58BPWR|68CDMG|9ERES|aRCR
91	31333 41226	   	181.45	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	157VULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9ZMB|aDUR
92	31333 41265	   	181.45	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	157VULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9DUR|aZMB
93	34263 26223	   	181.44	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	13VULN|2CDMG|49DUR|5RCR|6AART|7DMG|8ZMB|aRCVC
94	31334 31154	   	181.33	ACR|3VULN|1AART|1DMG|1CDMG	179VULN|2CGEN|36RCVC|4RCR|5AART|8CDMG|aDMG
95	32413 42134	 * 	181.27	ACR|2VULN|3ZMB|1AART|1CDMG|1FLTHEA	17VULN|2LIT|3RCR|4CDMG|5FLTHEA|689ZMB|aAART
96	34261 31362	   	181.21	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	137VULN|2CDMG|4DUR|5BEXP|6AART|8ASPD|9DMG|aRCR
97	34261 36132	   	181.21	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	138VULN|2CDMG|4DUR|5BEXP|6AART|7DMG|9ASPD|aRCR
98	36521 26232	 * 	181.07	DCR|2DMG|2AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2DUR|38DMG|4BEXP|5ZMB|67AART|9CDMG|aRCR
99	31323 32533	 * 	180.91	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	17VULN|25CGEN|3RCVC|45DMG|5BPWR|6CDMG|8AART|9RCR|aASPD
100	32424 62322	   	180.79	ACR|3VULN|2DMG|1AART	168VULN|2LIT|3RCR|4LHND|56DMG|6BPWR|7AART|9MLV|aBEXP
101	32424 62323	   	180.79	ACR|3VULN|2DMG|1AART	168VULN|2LIT|3RCR|4LHND|56DMG|6BPWR|7AART|9MLV|aRMIN
102	31433 41253	   	180.69	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	157VULN|23CGEN|4RCR|6DMG|8AART|9CDMG|aASPD
103	32424 62321	   	180.69	ACR|3VULN|2DMG|1AART	168VULN|2LIT|3RCR|4LHND|56DMG|6BPWR|7AART|9MLV|aERES
104	34263 22134	   	180.47	ACR|4VULN|1AART|1CDMG|1ASPD|1DUR	138aVULN|2CDMG|4DUR|5RCR|6AART|7CGEN|9ASPD
105	31334 41124	   	180.43	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CGEN|39RCVC|4RCR|5AART|8CDMG|aDMG
106	26432 14212	   	180.42	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	1DUR|24AART|3RCVC|5BEXP|6VULN|7RCR|8aDMG|9ZMB
107	34263 21234	   	180.37	ACR|4VULN|1AART|1CDMG|1DUR|1ASPD	137aVULN|2CDMG|4DUR|5RCR|6AART|8ERES|9ASPD
108	33236 52251	   	180.29	DCR|2VULN|2DMG|2ZMB|1CDMG|2DUR|1ASPD	18VULN|2LHND|38ZMB|45DUR|6ASPD|78DMG|8BPWR|9RCR|aCDMG
109	24213 26121	   	180.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	14DUR|2CDMG|38VULN|5RCR|6AART|7DMG|9LIT|aZMB
110	24213 26262	   	180.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	14DUR|2CDMG|3aVULN|5RCR|6AART|7DMG|8ZMB|9LHND
111	34263 26221	   	180.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	13VULN|2CDMG|49DUR|5RCR|6AART|7DMG|8ZMB|aBEXP
112	34263 26222	   	180.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	13VULN|2CDMG|49DUR|5RCR|6AART|7DMG|8ZMB|aLWND
113	36113 26121	   	180.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	18VULN|24DUR|3CDMG|5RCR|6AART|7DMG|9LIT|aZMB
114	36113 26262	   	180.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1aVULN|24DUR|3CDMG|5RCR|6AART|7DMG|8ZMB|9LHND
115	33364 11236	   	180.07	DCR|3VULN|2DMG|1AART	179VULN|2LHND|3RPLT|4AART|5RCVC|6aDMG|8RCR
116	31334 41151	   	179.93	ACR|4VULN|1AART|1CDMG|1DUR	1679VULN|2CGEN|3RCVC|4RCR|5AART|8CDMG|aDUR
117	31334 41422	   	179.93	ACR|4VULN|1AART|1CDMG|1DUR	167aVULN|2CGEN|3RCVC|4RCR|5AART|8DUR|9CDMG
118	33551 13333	   	179.90	DCR|2AART|2VULN|2DMG|1DUR	17VULN|2LHND|39DMG|46AART|5CANSTR|8RCR|aDUR
119	24213 36214	   	179.89	ACR|3VULN|1AART|3DUR|2ASPD|1CDMG	147DUR|2CDMG|379VULN|5RCR|67ASPD|7BPWR|8LWND|aAART
120	33531 33254	   	179.76	DCR|3VULN|2DMG|2ASPD|1ZMB|1DUR	178VULN|2LHND|38DMG|4DUR|5ZMB|68ASPD|8BPWR|9RCR|aBELT
121	33531 33255	   	179.76	DCR|3VULN|2DMG|2ASPD|1ZMB|1DUR	178VULN|2LHND|38DMG|4DUR|5ZMB|68ASPD|8BPWR|9RCR|aRMIN
122	33531 33252	   	179.66	DCR|3VULN|2DMG|2ASPD|1ZMB|1DUR	178VULN|2LHND|38DMG|4DUR|5ZMB|68ASPD|8BPWR|9RCR|aDUST
123	33531 33253	   	179.66	DCR|3VULN|2DMG|2ASPD|1ZMB|1DUR	178VULN|2LHND|38DMG|4DUR|5ZMB|68ASPD|8BPWR|9RCR|aTLV
124	36511 33253	   	179.56	DCR|3VULN|2DMG|2ASPD|1ZMB|1DUR	178VULN|2DUR|38DMG|4DUST|5ZMB|68ASPD|8BPWR|9RCR|aTLV
125	34241 21362	   	179.53	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	136VULN|2CDMG|4AART|5ZMB|7BEXP|8LWND|9DMG|aRCR
126	32413 33644	 * 	179.51	ACR|2AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1VULN|2LIT|3RCR|4CDMG|5FLTHEA|6MBVNT|79AART|8ZMB|aDMG
127	31334 41132	   	179.50	ACR|4VULN|1AART|2CDMG	1679VULN|29CGEN|3RCVC|4RCR|5AART|89CDMG|9BPWR|aLHND
128	31334 41133	   	179.50	ACR|4VULN|1AART|2CDMG	1679VULN|29aCGEN|3RCVC|4RCR|5AART|89CDMG|9BPWR
129	31334 41135	   	179.50	ACR|4VULN|1AART|2CDMG	1679VULN|29CGEN|3RCVC|4RCR|5AART|89CDMG|9BPWR|aDMSP
130	34263 26122	   	179.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	138VULN|2CDMG|4DUR|5RCR|6AART|7DMG|9LIT|aERES
131	34263 26123	   	179.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	138VULN|2CDMG|4DUR|5RCR|6AART|7DMG|9LIT|aLEGI
132	34263 21331	 * 	179.29	ACR|3VULN|1AART|3ASPD|1CDMG|1DUR	137VULN|2CDMG|4DUR|5RCR|6AART|89aASPD
133	24213 26512	 * 	179.26	ACR|2VULN|1AART|1DMG|2CDMG|3DUR	149DUR|28CDMG|3aVULN|5RCR|6AART|7DMG
134	36113 26512	   	179.26	ACR|2VULN|1AART|1DMG|2CDMG|3DUR	1aVULN|249DUR|38CDMG|5RCR|6AART|7DMG
135	31334 41224	   	178.95	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CGEN|3RCVC|4RCR|5AART|8LHND|9CDMG|aDMG
136	22463 11143	 * 	178.94	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|2LIT|3RCR|4ZMB|5aDMG|6DUST|7AART|8VULN|9CDMG
137	33152 13162	   	178.89	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	19aVULN|2LHND|3CDMG|4CGEN|5RCR|6DUR|7AART|8DMG
138	31334 41114	   	178.85	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CGEN|3RCVC|4RCR|5AART|8CDMG|9LEGI|aDMG
139	33662 24211	   	178.82	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	145VULN|2LHND|3BEXP|6AART|7RCR|8DMG|9ZMB|aDUR
140	34263 21126	   	178.82	ACR|4VULN|1AART|1CDMG|2DUR	137aVULN|2CDMG|49DUR|5RCR|6AART|8FEWX
141	34263 21523	   	178.82	ACR|4VULN|1AART|1CDMG|2DUR	137aVULN|2CDMG|48DUR|5RCR|6AART|9RPLT
142	34263 22112	   	178.82	ACR|4VULN|1AART|1CDMG|2DUR	138aVULN|2CDMG|49DUR|5RCR|6AART|7CGEN
143	34263 24112	   	178.82	ACR|4VULN|1AART|1CDMG|2DUR	138aVULN|2CDMG|49DUR|5RCR|6AART|7MLV
144	31334 31136	   	178.78	ACR|3VULN|1AART|2CDMG|1ZMB	179VULN|29CGEN|36RCVC|4RCR|5AART|89CDMG|9BPWR|aZMB
145	34263 21212	   	178.72	ACR|4VULN|1AART|1CDMG|2DUR	137aVULN|2CDMG|49DUR|5RCR|6AART|8ERES
146	34263 25112	   	178.72	ACR|4VULN|1AART|1CDMG|2DUR	138aVULN|2CDMG|49DUR|5RCR|6AART|7ERES
147	34263 31131	   	178.69	ACR|3VULN|1AART|3ASPD|1CDMG|1DUR	138VULN|2CDMG|4DUR|5RCR|69aASPD|7AART
148	24213 36522	 * 	178.68	ACR|2VULN|2DMG|3DUR|2ASPD|1CDMG	147DUR|2CDMG|37VULN|5RCR|67ASPD|7BPWR|8aDMG|9RMIN
149	35521 63223	   	178.60	DCR|3VULN|2DMG|2DUR|1ZMB	18aVULN|2FEWX|38DMG|4BEXP|5ZMB|6RCR|78DUR|8BPWR|9ERES
150	24213 36512	   	178.58	ACR|2VULN|2DMG|3DUR|2ASPD|1CDMG	147DUR|2CDMG|37VULN|5RCR|67ASPD|7BPWR|8aDMG|9TLV
151	35511 63223	   	178.50	DCR|3VULN|2DMG|2DUR|1ZMB	18aVULN|2FEWX|38DMG|4DUST|5ZMB|6RCR|78DUR|8BPWR|9ERES
152	31334 42136	   	178.48	ACR|3VULN|1AART|2CDMG|1ZMB	169VULN|29CGEN|37RCVC|4RCR|5AART|89CDMG|9BPWR|aZMB
153	31333 41254	   	178.33	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|2CGEN|3aRCVC|4RCR|6DMG|8AART|9CDMG
154	32412 12134	   	178.33	ACR|4VULN|1AART|1CDMG|1DUR	179aVULN|2LIT|3RCR|4CDMG|5LHND|6AART|8DUR
155	32412 12652	   	178.33	ACR|4VULN|1AART|1CDMG|1DUR	1789VULN|2LIT|3RCR|4CDMG|5LHND|6AART|aDUR
156	32412 13334	   	178.33	ACR|4VULN|1AART|1CDMG|1DUR	189aVULN|2LIT|3RCR|4CDMG|5LHND|6AART|7DUR
157	34263 21311	   	178.27	ACR|3VULN|1AART|2ASPD|1CDMG|2DUR	137VULN|2CDMG|49DUR|5RCR|6AART|8aASPD
158	31323 36224	   	178.07	DCR|2VULN|2DMG|1AART|1CDMG	1aVULN|25CGEN|3RCVC|45DMG|5BPWR|6CDMG|7RCR|8DUST|9AART
159	31433 41226	   	178.04	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	157VULN|23CGEN|4RCR|6DMG|8AART|9ZMB|aDUR
160	34263 36323	   	177.97	ACR|3VULN|1AART|2ASPD|1CDMG|2DUR	137VULN|2CDMG|47DUR|5RCR|67ASPD|7BPWR|8CGEN|9AART|aRCVC
161	34263 21533	   	177.97	ACR|3VULN|1AART|2CDMG|2DUR|1ASPD	137VULN|29CDMG|48DUR|5RCR|6AART|aASPD
162	33551 13353	   	177.97	DCR|3VULN|2AART|1DMG|1DUR	179VULN|2LHND|3DMG|46AART|5CANSTR|8RCR|aDUR
163	34263 36123	   	177.87	ACR|3VULN|1AART|2ASPD|1CDMG|2DUR	137VULN|2CDMG|47DUR|5RCR|67ASPD|7BPWR|8ERES|9AART|aRCVC
164	24213 31246	   	177.85	ACR|2VULN|2AART|1CDMG|2DUR|1ZMB|1ASPD	14DUR|2CDMG|3aVULN|5RCR|6ASPD|79AART|8ZMB
165	36113 31246	   	177.85	ACR|2VULN|2AART|1CDMG|2DUR|1ZMB|1ASPD	1aVULN|24DUR|3CDMG|5RCR|6ASPD|79AART|8ZMB
