0	Index      	 *	Score 	Summary	Detail	
1	16211 16116	 * 	209.24	ACR|3VULN|3DMG|1AART|1ZMB	19aVULN|29aERES|3RCR|4AART|5ZMB|6RPLT|7CGEN|89aDMG|9aBPWR
21	16212 14215	   	194.36	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1ASPD	18VULN|28ERES|3RCR|4AART|5DUR|6ASPD|78DMG|8BPWR|9CDMG|aBEXP
22	16212 14216	   	194.36	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1ASPD	18VULN|28ERES|3RCR|4AART|5DUR|6ASPD|78DMG|8BPWR|9CDMG|aCGEN
23	16212 14211	   	194.26	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1ASPD	18VULN|28aERES|3RCR|4AART|5DUR|6ASPD|78DMG|8BPWR|9CDMG
24	16212 14213	   	194.26	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1ASPD	18VULN|28ERES|3RCR|4AART|5DUR|6ASPD|78DMG|8BPWR|9CDMG|aDUST
25	16211 34221	   	193.49	ACR|3VULN|2DMG|1AART|1ZMB	189VULN|28ERES|3RCR|4AART|5ZMB|6BEXP|78DMG|8BPWR|aLWND
26	16211 34222	   	193.49	ACR|3VULN|2DMG|1AART|1ZMB	189VULN|28ERES|3RCR|4AART|5ZMB|6BEXP|78DMG|8BPWR|aLHND
27	16211 34224	   	193.49	ACR|3VULN|2DMG|1AART|1ZMB	189VULN|28ERES|3RCR|4AART|5ZMB|6BEXP|78DMG|8BPWR|aRCVC
28	16211 34223	   	193.39	ACR|3VULN|2DMG|1AART|1ZMB	189VULN|28ERES|3RCR|4AART|5ZMB|6BEXP|78DMG|8BPWR|aDUST
29	16211 34225	   	193.39	ACR|3VULN|2DMG|1AART|1ZMB	189VULN|28aERES|3RCR|4AART|5ZMB|6BEXP|78DMG|8BPWR
30	16211 34252	   	193.39	ACR|3VULN|2DMG|1AART|1ZMB	18aVULN|28ERES|3RCR|4AART|5ZMB|6BEXP|78DMG|8BPWR|9LSRREG
31	16212 63126	   	192.72	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	1aVULN|29ERES|3RCR|4AART|5aDUR|6CDMG|7BEXP|8aDMG|aBPWR
32	12125 22621	   	191.67	ACR|5VULN|1AART|3ASPD|1DUR	1679aVULN|2DUR|3aLHND|46aASPD|5RCR|6aBPWR|8AART
33	12625 22621	   	191.67	ACR|5VULN|1AART|3ASPD|1DUR	1679aVULN|2DUR|3aLWND|46aASPD|5RCR|6aBPWR|8AART
34	16211 34212	   	191.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	18VULN|28ERES|3RCR|4AART|5ZMB|6BEXP|78DMG|8BPWR|9CDMG|aLHND
35	16211 34214	   	191.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	18VULN|28ERES|3RCR|4AART|5ZMB|6BEXP|78DMG|8BPWR|9CDMG|aLIT
36	16211 34215	   	191.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	18VULN|28ERES|3RCR|4AART|5ZMB|6aBEXP|78DMG|8BPWR|9CDMG
37	12525 22621	   	191.47	ACR|5VULN|1AART|3ASPD|1DUR	1679aVULN|2DUR|3aDUST|46aASPD|5RCR|6aBPWR|8AART
38	16211 34211	   	191.39	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	18VULN|28aERES|3RCR|4AART|5ZMB|6BEXP|78DMG|8BPWR|9CDMG
39	16211 34213	   	191.39	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	18VULN|28ERES|3RCR|4AART|5ZMB|6BEXP|78DMG|8BPWR|9CDMG|aDUST
40	11225 22316	   	190.97	ACR|4VULN|2DMG|2ASPD|2DUR	167aVULN|2BEXP|3aDUR|46ASPD|5RCR|6aBPWR|8DUST|9aDMG
41	32331 21635	 * 	190.46	DCR|3VULN|2DMG|1AART|2DUR|1SELL	19DUR|2AART|3BASICY|49aVULN|59DMG|6LEGI|7SELL|8RCR|9BPWR
42	32211 61442	   	190.30	DCR|5VULN|1AART|3DUR|1ZMB	148DUR|2AART|34568VULN|48BPWR|78MLV|9ZMB|aRCR
43	32212 34251	 * 	190.02	DCR|3VULN|2DMG|1AART|3DUR	148DUR|2AART|348VULN|48BPWR|5LWND|69BEXP|78DMG|aRCR
44	32212 34261	   	190.02	DCR|3VULN|2DMG|1AART|3DUR	148DUR|2AART|348VULN|48BPWR|59LWND|6BEXP|78DMG|aRCR
45	16223 25274	 * 	189.83	ACR|5VULN|1AART|1DMG	14569VULN|2ERES|3RCR|7AART|8MBVNT|aDMG
46	16213 14221	   	189.43	ACR|3VULN|2DMG|1AART|1ASPD	189VULN|28ERES|3RCR|4AART|5aLWND|6ASPD|78DMG|8BPWR
47	16213 14224	   	189.43	ACR|3VULN|2DMG|1AART|1ASPD	189VULN|28ERES|3RCR|4AART|5LWND|6ASPD|78DMG|8BPWR|aRCVC
48	16213 14263	   	189.43	ACR|3DMG|2VULN|1AART|1ASPD	18VULN|28ERES|3RCR|4AART|5LWND|6ASPD|78aDMG|8BPWR|9FEWX
49	16212 21244	   	189.33	ACR|3DMG|2VULN|1AART|1DUR	19VULN|29ERES|3RCR|4AART|5DUR|6FEWX|79aDMG|8MBVNT|9BPWR
50	16212 21247	   	189.33	ACR|3VULN|2DMG|1AART|1DUR	19aVULN|29ERES|3RCR|4AART|5DUR|6FEWX|79DMG|8MBVNT|9BPWR
51	16213 14222	   	189.33	ACR|3VULN|2DMG|1AART|1ASPD	189VULN|28ERES|3RCR|4AART|5LWND|6ASPD|78DMG|8BPWR|aTLV
52	16213 14225	   	189.33	ACR|3VULN|2DMG|1AART|1ASPD	189VULN|28aERES|3RCR|4AART|5LWND|6ASPD|78DMG|8BPWR
53	16213 14252	   	189.33	ACR|3VULN|2DMG|1AART|1ASPD	18aVULN|28ERES|3RCR|4AART|5LWND|6ASPD|78DMG|8BPWR|9LSRREG
54	16212 41247	   	189.23	ACR|3VULN|2DMG|1AART|1DUR	19aVULN|29ERES|3RCR|4AART|5DUR|6DUST|79DMG|8MBVNT|9BPWR
55	32211 61415	   	188.63	DCR|5VULN|1AART|3DUR|1ASPD	148DUR|2AART|34568VULN|48BPWR|78MLV|9RCR|aASPD
56	32121 21221	 * 	188.62	DCR|4VULN|1AART|3DUR|2ZMB	18aDUR|2AART|35ZMB|489aVULN|68aLWND|7RCR|8aBPWR
57	16223 25281	 * 	188.45	ACR|4VULN|2AART|1DMG	1456VULN|2ERES|3RCR|7aAART|8MBVNT|9DMG
58	16151 53332	 * 	188.17	DCR|4VULN|2DMG|3CDMG	145aVULN|2ERES|36aCDMG|7MBVNT|8aDMG|9RCR|aBPWR
59	11225 21621	 * 	187.95	ACR|4VULN|1AART|3ASPD|3DUR	169aVULN|2BEXP|37aDUR|46aASPD|5RCR|6aBPWR|8AART
60	32211 15131	   	187.93	DCR|3VULN|1AART|1DMG|3DUR|1ZMB	14aDUR|2AART|345VULN|4BPWR|6ZMB|7DUST|8RCR|9DMG
61	16213 14212	   	187.42	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	18VULN|28ERES|3RCR|4AART|5LWND|6ASPD|78DMG|8BPWR|9CDMG|aLHND
62	16213 14214	   	187.42	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	18VULN|28ERES|3RCR|4AART|5LWND|6ASPD|78DMG|8BPWR|9CDMG|aLIT
63	16213 14215	   	187.42	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	18VULN|28ERES|3RCR|4AART|5LWND|6ASPD|78DMG|8BPWR|9CDMG|aBEXP
64	16213 14216	   	187.42	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	18VULN|28ERES|3RCR|4AART|5LWND|6ASPD|78DMG|8BPWR|9CDMG|aCGEN
65	16213 14211	   	187.32	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	18VULN|28aERES|3RCR|4AART|5LWND|6ASPD|78DMG|8BPWR|9CDMG
66	16213 14213	   	187.32	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	18VULN|28ERES|3RCR|4AART|5LWND|6ASPD|78DMG|8BPWR|9CDMG|aDUST
67	32211 24123	 * 	187.31	DCR|4VULN|1AART|1DMG|2DUR	14DUR|2AART|3459VULN|4BPWR|6CGEN|7LHND|8RCR|aDMG
68	32211 54123	   	187.21	DCR|4VULN|1AART|1DMG|2DUR	14DUR|2AART|3459VULN|4BPWR|6TLV|7LHND|8RCR|aDMG
69	16151 21332	   	186.82	DCR|4VULN|2DMG|1CDMG|1ZMB	145aVULN|2aERES|3CDMG|6ZMB|7RMIN|8aDMG|9RCR|aBPWR
70	32211 14121	   	186.12	DCR|4VULN|1AART|3DUR|2ZMB	14aDUR|2AART|3459VULN|4aBPWR|6aZMB|7aLHND|8RCR
71	12632 34336	 * 	186.00	DCR|3DMG|2VULN|1AART|2DUR	1aVULN|2aDUR|3LWND|4MLV|57aDMG|6AART|8MBVNT|9RCR|aBPWR
72	32211 15121	   	185.92	DCR|4VULN|1AART|3DUR|2ZMB	14aDUR|2AART|3459VULN|4aBPWR|6aZMB|7aDUST|8RCR
73	32211 15261	   	185.53	DCR|3VULN|1AART|1DMG|3DUR|1ZMB	14aDUR|2AART|345VULN|4BPWR|6ZMB|7DUST|8DMG|9RCR
74	16211 65321	   	185.25	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1aVULN|2ERES|3RCR|49AART|5ZMB|6CDMG|7LIT|8DMG
75	12125 22442	   	184.78	ACR|4VULN|1AART|2ASPD|1CDMG|1DUR	1679VULN|2DUR|3LHND|46ASPD|5RCR|6BPWR|8CDMG|aAART
76	16211 16113	   	184.77	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	19VULN|29ERES|3RCR|4AART|5ZMB|6RPLT|7CGEN|89DMG|9BPWR|aDUR
77	16211 16114	   	184.77	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	19VULN|29ERES|3RCR|4AART|5ZMB|6RPLT|7CGEN|89DMG|9BPWR|aASPD
78	32124 21221	   	184.77	DCR|4VULN|1AART|3DUR|1ZMB	18aDUR|2AART|3ZMB|489aVULN|5DMSP|68aLWND|7RCR|8aBPWR
79	16211 34231	   	184.67	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	18VULN|28ERES|3RCR|4AART|5ZMB|6BEXP|78DMG|8BPWR|9NUKE|aDUR
80	16212 21243	   	184.67	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	19VULN|29ERES|3RCR|4AART|5DUR|6FEWX|79DMG|8MBVNT|9BPWR|aZMB
81	32211 14131	   	184.22	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2AART|345VULN|4BPWR|6ZMB|7LHND|8RCR|9DMG|aRCVC
82	32211 14133	   	184.22	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2AART|345VULN|4BPWR|6ZMB|7LHND|8RCR|9DMG|aLWND
83	32211 14134	   	184.22	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2AART|345VULN|4BPWR|6ZMB|7LHND|8RCR|9DMG|aMLV
84	32211 14135	   	184.22	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2AART|345VULN|4BPWR|6ZMB|7LHND|8RCR|9DMG|aCGEN
85	11225 22641	   	184.13	ACR|4VULN|1AART|3ASPD|2DUR	167aVULN|29BEXP|3aDUR|46aASPD|5RCR|6aBPWR|8AART
86	12125 21621	   	184.13	ACR|4VULN|1AART|3ASPD|2DUR	169aVULN|27DUR|3aLHND|46aASPD|5RCR|6aBPWR|8AART
87	12625 21621	   	184.13	ACR|4VULN|1AART|3ASPD|2DUR	169aVULN|27DUR|3aLWND|46aASPD|5RCR|6aBPWR|8AART
88	32211 14132	   	184.12	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2AART|345VULN|4BPWR|6ZMB|7LHND|8RCR|9DMG|aERES
89	32211 14153	   	184.12	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2AART|345VULN|4BPWR|6ZMB|7LHND|8RCR|9AIRHEL|aDMG
90	32211 15132	   	184.12	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2AART|345VULN|4BPWR|6ZMB|7DUST|8RCR|9DMG|aCGEN
91	32211 15133	   	184.12	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2AART|345VULN|4BPWR|6ZMB|7DUST|8RCR|9DMG|aMLV
92	32211 15136	   	184.12	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2AART|345VULN|4BPWR|6ZMB|7DUST|8RCR|9DMG|aLWND
93	32122 14221	 * 	184.11	4VULN|3DMG|1AART|3DUR|1ZMB|1ASPD	18aDUR|2AART|3ZMB|489aVULN|5LHND|6ASPD|78aDMG|8aBPWR
94	32331 44232	 * 	184.10	DCR|2AART|2VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|26AART|3BASICY|49VULN|5DMG|7ASPD|8RCR|aCDMG
95	32211 15153	   	184.02	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2AART|345VULN|4BPWR|6ZMB|7DUST|8RCR|9AIRHEL|aDMG
96	32221 15131	   	184.02	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	1aDUR|2AART|345VULN|6ZMB|7DUST|8RCR|9DMG
97	16223 25234	   	183.94	ACR|4VULN|1AART|1DMG|1DUR	1456VULN|2ERES|3RCR|7AART|8MBVNT|9DUR|aDMG
98	12525 21621	   	183.93	ACR|4VULN|1AART|3ASPD|2DUR	169aVULN|27DUR|3aDUST|46aASPD|5RCR|6aBPWR|8AART
99	22323 12616	   	183.92	ACR|3VULN|2DMG|1CDMG|2DUR|1SELL	1SELL|2RCR|3aDUR|4LWND|57aVULN|6CDMG|8FEWX|9aDMG|aBPWR
100	32431 65212	   	183.80	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	18DUR|2AART|3TLV|4NUKE|58VULN|6MBVNT|78DMG|8BPWR|9CDMG|aRCR
101	16232 65232	   	183.44	ACR|4VULN|2DMG|1CDMG	168aVULN|2aERES|3RCR|4CDMG|5BEXP|7aDMG|9RCVC|aBPWR
102	16232 15222	   	183.44	ACR|4VULN|2DMG|1CDMG	189aVULN|2aERES|3RCR|4CDMG|5BEXP|6RCVC|7aDMG|aBPWR
103	16234 15222	   	183.44	ACR|4VULN|2DMG|1CDMG	189aVULN|2aERES|3RCR|4CDMG|5LHND|6RCVC|7aDMG|aBPWR
104	16235 15222	   	183.34	ACR|4VULN|2DMG|1CDMG	189aVULN|2aERES|3RCR|4CDMG|5DUST|6RCVC|7aDMG|aBPWR
105	11225 22612	   	182.88	ACR|3VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	167VULN|2BEXP|3DUR|46ASPD|5RCR|6BPWR|8AART|9CDMG|aZMB
106	12125 22612	   	182.88	ACR|3VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	167VULN|2DUR|3LHND|46ASPD|5RCR|6BPWR|8AART|9CDMG|aZMB
107	12625 22612	   	182.88	ACR|3VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	167VULN|2DUR|3LWND|46ASPD|5RCR|6BPWR|8AART|9CDMG|aZMB
108	12525 22612	   	182.78	ACR|3VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	167VULN|2DUR|3DUST|46ASPD|5RCR|6BPWR|8AART|9CDMG|aZMB
109	16221 15222	   	182.61	ACR|5VULN|2DMG	1489aVULN|2aERES|3RCR|5RPLT|6RCVC|7aDMG|aBPWR
110	16221 65232	   	182.61	ACR|5VULN|2DMG	1468aVULN|2aERES|3RCR|5RPLT|7aDMG|9RCVC|aBPWR
111	32123 21231	   	182.51	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	18DUR|25AART|3ZMB|48VULN|68LWND|7RCR|8BPWR|9DMG|aRCVC
112	32123 21233	   	182.51	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	18DUR|25AART|3ZMB|48VULN|68aLWND|7RCR|8BPWR|9DMG
113	32123 21234	   	182.51	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	18DUR|25AART|3ZMB|48VULN|68LWND|7RCR|8BPWR|9DMG|aMLV
114	32123 21235	   	182.51	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	18DUR|25AART|3ZMB|48VULN|68LWND|7RCR|8BPWR|9DMG|aCGEN
115	16216 34321	   	182.49	ACR|3VULN|2DMG|1AART	189VULN|28ERES|3RCR|4AART|5MLV|6BEXP|78DMG|8BPWR|aLWND
116	16216 34322	   	182.49	ACR|3VULN|2DMG|1AART	189VULN|28ERES|3RCR|4AART|5MLV|6BEXP|78DMG|8BPWR|aLHND
117	32123 21232	   	182.41	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	18DUR|25AART|3ZMB|48VULN|68LWND|7RCR|8BPWR|9DMG|aERES
118	32123 21253	   	182.41	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	18DUR|25AART|3ZMB|48VULN|68LWND|7RCR|8BPWR|9AIRHEL|aDMG
119	16213 21244	   	182.39	ACR|3DMG|2VULN|1AART	19VULN|29ERES|3RCR|4AART|5LWND|6FEWX|79aDMG|8MBVNT|9BPWR
120	16213 21247	   	182.39	ACR|3VULN|2DMG|1AART	19aVULN|29ERES|3RCR|4AART|5LWND|6FEWX|79DMG|8MBVNT|9BPWR
121	16216 34323	   	182.39	ACR|3VULN|2DMG|1AART	189VULN|28ERES|3RCR|4AART|5MLV|6BEXP|78DMG|8BPWR|aDUST
122	16213 41247	   	182.29	ACR|3VULN|2DMG|1AART	19aVULN|29ERES|3RCR|4AART|5LWND|6DUST|79DMG|8MBVNT|9BPWR
123	32214 64112	   	182.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	14DUR|2AART|34VULN|4BPWR|5MLV|6DMG|7CGEN|8RCR|9CDMG|aZMB
124	32221 14121	   	182.21	DCR|4VULN|1AART|2ZMB|2DUR	1aDUR|2AART|3459VULN|6aZMB|7aLHND|8RCR|aBPWR
125	32121 21212	 * 	182.03	DCR|2VULN|3ZMB|1AART|1CDMG|2DUR	18DUR|2AART|35aZMB|48VULN|68LWND|7RCR|8BPWR|9CDMG
126	32221 15121	   	182.01	DCR|4VULN|1AART|2ZMB|2DUR	1aDUR|2AART|3459VULN|6aZMB|7aDUST|8RCR|aBPWR
127	32121 21121	 * 	181.95	DCR|3VULN|2AART|2ZMB|2DUR	1aDUR|28AART|35ZMB|49aVULN|6aLWND|7RCR|aBPWR
128	32123 21321	   	181.95	DCR|3VULN|2AART|2ZMB|2DUR	1aDUR|25AART|38ZMB|49aVULN|6aLWND|7RCR|aBPWR
129	32221 24123	   	181.92	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3459VULN|6CGEN|7LHND|8RCR|aDMG
130	32221 54123	   	181.82	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3459VULN|6TLV|7LHND|8RCR|aDMG
131	32251 21356	   	181.82	DCR|3VULN|2AART|3DUR|1ZMB	189DUR|2aAART|389VULN|4CGEN|5ZMB|689TLV|7RCR|89BPWR
132	16211 43311	   	181.72	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	18aVULN|28ERES|3RCR|4AART|5ZMB|6CGEN|78DUR|8BPWR|9CDMG
133	32213 33155	   	181.72	DCR|3VULN|1AART|3DUR|1CDMG|1ZMB	149DUR|2AART|349VULN|49BPWR|5TLV|6ZMB|79MLV|8RCR|aCDMG
134	32213 34155	   	181.72	DCR|3VULN|1AART|3DUR|1CDMG|1ZMB	149DUR|2AART|349VULN|49BPWR|5TLV|6ZMB|79CGEN|8RCR|aCDMG
135	32211 15262	   	181.72	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2AART|345VULN|4BPWR|6ZMB|7DUST|8DMG|9RCR|aCGEN
136	32211 15263	   	181.72	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2AART|345VULN|4BPWR|6ZMB|7DUST|8DMG|9RCR|aMLV
137	32211 15266	   	181.72	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2AART|345VULN|4BPWR|6ZMB|7DUST|8DMG|9RCR|aLWND
138	32211 14112	   	181.66	DCR|3VULN|1AART|2ZMB|1CDMG|2DUR	14DUR|2AART|345VULN|4BPWR|6aZMB|7LHND|8RCR|9CDMG
139	32211 14113	   	181.62	DCR|3VULN|1AART|3DUR|1CDMG|1ZMB	14aDUR|2AART|345VULN|4BPWR|6ZMB|7LHND|8RCR|9CDMG
140	32221 15261	   	181.62	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	1aDUR|2AART|345VULN|6ZMB|7DUST|8DMG|9RCR
141	32211 61411	   	181.60	DCR|5VULN|1AART|3DUR	148DUR|2AART|34568VULN|48BPWR|78MLV|9RCR|aTLV
142	32211 61413	   	181.60	DCR|5VULN|1AART|3DUR	148DUR|2AART|34568VULN|48BPWR|78MLV|9RCR|aNUKE
143	32211 61416	   	181.60	DCR|5VULN|1AART|3DUR	148DUR|2AART|34568VULN|48BPWR|78MLV|9RCR|aERES
144	16211 14126	   	181.59	ACR|2VULN|2DMG|1AART|2ZMB	1aVULN|29ERES|3RCR|4AART|5aZMB|6RPLT|7NUKE|8aDMG|aBPWR
145	32211 15112	   	181.56	DCR|3VULN|1AART|2ZMB|1CDMG|2DUR	14DUR|2AART|345VULN|4BPWR|6aZMB|7DUST|8RCR|9CDMG
146	11225 52621	   	181.54	ACR|4VULN|1AART|3DUR|2ASPD	179aVULN|2BEXP|36aDUR|4aASPD|5RCR|8AART|aBPWR
147	23623 12616	   	181.52	ACR|3VULN|2DMG|1CDMG|2DUR|1SELL	1SELL|2aDUR|3RCR|4LWND|57aVULN|6CDMG|8FEWX|9aDMG|aBPWR
148	32211 15113	   	181.52	DCR|3VULN|1AART|3DUR|1CDMG|1ZMB	14aDUR|2AART|345VULN|4BPWR|6ZMB|7DUST|8RCR|9CDMG
149	16212 62613	   	181.18	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	17VULN|2ERES|3RCR|48AART|5DUR|6CDMG|9DMG|aLIT
150	16212 62611	   	181.08	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	17VULN|2aERES|3RCR|48AART|5DUR|6CDMG|9DMG
151	11316 14121	 * 	181.00	DCR|5VULN|1AART|2ZMB	1349aVULN|2BEXP|5AART|6aZMB|7aLHND|8RCR|aBPWR
152	14316 14121	   	181.00	DCR|5VULN|1AART|2ZMB	1349aVULN|2FEWX|5AART|6aZMB|7aLHND|8RCR|aBPWR
153	11316 15121	   	180.80	DCR|5VULN|1AART|2ZMB	1349aVULN|2BEXP|5AART|6aZMB|7aDUST|8RCR|aBPWR
154	14316 15121	   	180.80	DCR|5VULN|1AART|2ZMB	1349aVULN|2FEWX|5AART|6aZMB|7aDUST|8RCR|aBPWR
155	11225 26316	 * 	180.78	ACR|3VULN|2DMG|3DUR|2ASPD	16aVULN|2BEXP|38aDUR|46ASPD|5RCR|6aBPWR|7FEWX|9aDMG
156	16212 14241	   	180.71	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	18VULN|28ERES|3RCR|4AART|5DUR|6ASPD|78DMG|8BPWR|9BEXP|aFEWX
157	16212 14242	   	180.71	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	18VULN|28ERES|3RCR|4AART|5DUR|6ASPD|78DMG|8BPWR|9BEXP|aLWND
158	16212 14243	   	180.71	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	18VULN|28ERES|3RCR|4AART|5DUR|6ASPD|78DMG|8BPWR|9BEXP|aLIT
159	16212 14261	   	180.71	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	18VULN|28ERES|3RCR|4AART|5DUR|6ASPD|78DMG|8BPWR|9aFEWX
160	16212 14262	   	180.71	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	18VULN|28ERES|3RCR|4AART|5DUR|6ASPD|78DMG|8BPWR|9FEWX|aLWND
161	11225 21316	   	180.68	ACR|3VULN|2DMG|3DUR|2ASPD	16aVULN|2BEXP|37aDUR|46ASPD|5RCR|6aBPWR|8DUST|9aDMG
