0	Index      	 *	Score 	Summary	Detail	
1	24163 22742	 * 	195.13	ACR|3VULN|3DMG|3ZMB	1RPLT|2BELT|39aDMG|4MBVNT|5RCR|69aVULN|7NUKE|89aZMB|9aBPWR
14	41214 13131	   	189.19	ACR|3VULN|2DMG|1AART|1ZMB	1TLV|235VULN|4RCR|6aDMG|7AART|8ZMB|9DMSP
15	11214 52312	   	189.18	ACR|4VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|235aVULN|4RCR|6AART|7TLV|8DUR|9DMG
16	11214 55212	   	189.18	ACR|4VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|235aVULN|4RCR|6AART|7DUR|8TLV|9DMG
17	11214 13254	 * 	188.90	ACR|3VULN|3DMG|3ASPD	19aASPD|235VULN|4RCR|69aDMG|7DMSP|89aLSRREG|9aBPWR
18	51213 26316	   	188.59	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1CGEN|23VULN|4RCR|5CDMG|6RCVC|7ZMB|8aDMG|9AART
19	41214 13312	   	188.58	ACR|4VULN|1AART|1DMG|1DUR|1ASPD	1TLV|235aVULN|4RCR|6DMG|7AART|8DUR|9ASPD
20	51213 33252	 * 	187.55	ACR|4VULN|2DMG|2CDMG	1aCGEN|237aVULN|4RCR|56CDMG|8BEXP|9aDMG|aBPWR
21	51213 33552	   	187.55	ACR|4VULN|2DMG|2CDMG	1aCGEN|237aVULN|4RCR|56CDMG|8LHND|9aDMG|aBPWR
22	51213 33652	   	187.55	ACR|4VULN|2DMG|2CDMG	1aCGEN|237aVULN|4RCR|56CDMG|8FEWX|9aDMG|aBPWR
23	41214 13234	   	187.43	ACR|5VULN|1AART|1DMG	1TLV|2359aVULN|4RCR|6DMG|7AART|8LEGI
24	11213 37412	 * 	186.85	ACR|5VULN|1AART|1CDMG|1ASPD	1ASPD|2378aVULN|4RCR|5MBVNT|6CDMG|9AART
25	51243 61112	 * 	186.72	DCR|3VULN|2DMG|1AART|1CDMG	1CGEN|238VULN|4LWND|5CDMG|6aDMG|7AART|9RCR
26	51213 26312	   	186.66	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|23aVULN|4RCR|5CDMG|6RCVC|7ZMB|8DMG|9AART
27	11214 11145	   	186.43	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|235VULN|4RCR|6DMG|7LHND|8DUR|9CDMG|aAART
28	11214 12145	   	186.43	ACR|3VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LWND|8DUR|9CDMG|aAART
29	11214 53323	   	186.11	ACR|5VULN|1AART|1ZMB|1ASPD	1ASPD|2357aVULN|4RCR|6AART|8CGEN|9ZMB
30	11214 53423	   	186.11	ACR|5VULN|1AART|1ZMB|1ASPD	1ASPD|2357aVULN|4RCR|6AART|8RMIN|9ZMB
31	11222 16325	   	186.01	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|23aVULN|4DMG|5LIT|6AART|7DUR|8RCR|9CDMG
32	11214 53123	   	186.01	ACR|5VULN|1AART|1ZMB|1ASPD	1ASPD|2357aVULN|4RCR|6AART|8ERES|9ZMB
33	41214 13114	   	185.70	ACR|4VULN|1AART|1DMG|1ZMB	1TLV|235aVULN|4RCR|6DMG|7AART|8ZMB|9BELT
34	41214 13162	   	185.70	ACR|4VULN|1AART|1DMG|1ZMB	1TLV|235aVULN|4RCR|6DMG|7AART|8ZMB|9LWND
35	41214 13122	   	185.60	ACR|4VULN|1AART|1DMG|1ZMB	1TLV|235aVULN|4RCR|6DMG|7AART|8ZMB|9DUST
36	11213 54187	   	185.48	ACR|3VULN|2DMG|3ASPD|2DUR	16aASPD|236VULN|4RCR|5MBVNT|6aBPWR|7aDMG|8aDUR|9LEGI
37	11222 11154	 * 	185.02	DCR|3VULN|2DMG|1AART|2ASPD	19ASPD|238VULN|49DMG|59LIT|6AART|7BELT|9BPWR|aRCR
38	51213 62343	   	184.88	ACR|3VULN|2DMG|1CDMG|1ZMB|1DUR	1CGEN|23aVULN|4RCR|5CDMG|69DMG|7DUR|8ZMB
39	11214 14331	   	184.38	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LIT|8DUR|9AART|aZMB
40	11214 45331	   	184.38	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|235VULN|4RCR|6LIT|7DMG|8DUR|9AART|aZMB
41	11213 54151	 * 	183.94	ACR|4VULN|1DMG|2ASPD|1CDMG|1DUR	16ASPD|236aVULN|4RCR|5MBVNT|6BPWR|7DMG|8DUR|9CDMG
42	11214 15116	   	183.78	ACR|3VULN|2DMG|1AART|1ASPD|1SELL	1ASPD|235VULN|4RCR|6aDMG|7SELL|8CGEN|9AART
43	51213 23252	   	183.74	ACR|4VULN|2DMG|1CDMG	1aCGEN|237aVULN|4RCR|5CDMG|6RCVC|8BEXP|9aDMG|aBPWR
44	51213 23552	   	183.74	ACR|4VULN|2DMG|1CDMG	1aCGEN|237aVULN|4RCR|5CDMG|6RCVC|8LHND|9aDMG|aBPWR
45	51213 23652	   	183.74	ACR|4VULN|2DMG|1CDMG	1aCGEN|237aVULN|4RCR|5CDMG|6RCVC|8FEWX|9aDMG|aBPWR
46	11213 64454	   	183.55	ACR|3VULN|1AART|1DMG|2ASPD|1ZMB	17ASPD|237VULN|4RCR|5MBVNT|67LIT|7BPWR|8DMG|9ZMB|aAART
47	11213 54254	   	183.45	ACR|3VULN|1AART|1DMG|2ASPD|1ZMB	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8LIT|9ZMB|aAART
48	11213 54644	   	183.45	ACR|3VULN|1AART|1DMG|2ASPD|1ZMB	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8ZMB|9LIT|aAART
49	11213 54724	   	183.45	ACR|3VULN|1AART|1DMG|2ASPD|1ZMB	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8BEXP|9ZMB|aAART
50	13634 51312	   	183.37	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCVC|3CGEN|4CDMG|56aVULN|7RCR|8DMG|9AART
51	13434 51212	   	183.27	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCVC|3ERES|4CDMG|56aVULN|7RCR|8DMG|9AART
52	11265 14124	   	183.26	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ASPD|235VULN|4MBVNT|6DMG|7RCR|8DUR|9ZMB|aAART
53	11213 37443	 * 	183.11	ACR|5VULN|1DMG|1CDMG|1ASPD	1ASPD|23789VULN|4RCR|5MBVNT|6CDMG|aDMG
54	11414 53321	   	182.65	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|257VULN|3RCVC|4RCR|6AART|8CGEN|9ZMB|aDMG
55	11414 53121	   	182.55	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|257VULN|3RCVC|4RCR|6AART|8ERES|9ZMB|aDMG
56	11214 64212	 * 	182.52	ACR|5VULN|1AART|2ASPD	17ASPD|2357aVULN|4RCR|6RCVC|7BPWR|8RPLT|9AART
57	11214 53335	   	182.34	ACR|4VULN|1AART|1DMG|1ASPD	1ASPD|2357VULN|4RCR|6AART|89CGEN|aDMG
58	11214 53431	   	182.34	ACR|4VULN|1AART|1DMG|1ASPD	1ASPD|2357VULN|4RCR|6AART|8RMIN|9CGEN|aDMG
59	11214 51612	   	182.24	ACR|4VULN|1AART|1DMG|1ASPD	1ASPD|235aVULN|4RCR|6AART|7DUST|8CGEN|9DMG
60	11214 52621	   	182.24	ACR|4VULN|1AART|1DMG|1ASPD	1ASPD|2359VULN|4RCR|6AART|7TLV|8CGEN|aDMG
61	11214 53131	   	182.24	ACR|4VULN|1AART|1DMG|1ASPD	1ASPD|2357VULN|4RCR|6AART|8ERES|9CGEN|aDMG
62	11214 53311	   	182.24	ACR|4VULN|1AART|1DMG|1ASPD	1ASPD|2357VULN|4RCR|6AART|8CGEN|9NUKE|aDMG
63	11214 53411	   	182.24	ACR|4VULN|1AART|1DMG|1ASPD	1ASPD|2357VULN|4RCR|6AART|8RMIN|9NUKE|aDMG
64	11214 54212	   	182.24	ACR|4VULN|1AART|1DMG|1ASPD	1ASPD|235aVULN|4RCR|6AART|7LHND|8TLV|9DMG
65	11214 51212	   	182.14	ACR|4VULN|1AART|1DMG|1ASPD	1ASPD|235aVULN|4RCR|6AART|7DUST|8TLV|9DMG
66	11214 51512	   	182.14	ACR|4VULN|1AART|1DMG|1ASPD	1ASPD|235aVULN|4RCR|6AART|7DUST|8ERES|9DMG
67	11214 52212	   	182.14	ACR|4VULN|1AART|1DMG|1ASPD	1ASPD|235aVULN|4RCR|6AART|7TLV|8LEGI|9DMG
68	11214 53111	   	182.14	ACR|4VULN|1AART|1DMG|1ASPD	1ASPD|2357VULN|4RCR|6AART|8ERES|9NUKE|aDMG
69	11214 56212	   	182.14	ACR|4VULN|1AART|1DMG|1ASPD	1ASPD|235aVULN|4RCR|6AART|7MBVNT|8TLV|9DMG
70	11214 53234	   	182.04	ACR|5VULN|1AART|1ASPD|1DUR	1ASPD|2357aVULN|4RCR|6AART|8LHND|9DUR
71	11214 52334	   	181.94	ACR|5VULN|1AART|1DUR|1ASPD	1ASPD|2359aVULN|4RCR|6AART|7TLV|8DUR
72	41214 13335	   	181.64	ACR|4VULN|1AART|1DMG|1DUR	1TLV|2359VULN|4RCR|6DMG|7AART|8DUR|aMLV
73	41414 13221	   	181.59	ACR|3VULN|2DMG|1AART	1aTLV|25aVULN|3RCVC|4RCR|6aDMG|7AART|8LEGI|9BELT|aBPWR
74	41212 13334	   	181.54	ACR|4VULN|1AART|1DMG|1DUR	15TLV|239aVULN|4RCR|6DMG|7AART|8DUR
75	41214 13212	   	181.54	ACR|4VULN|1AART|1DMG|1ASPD	1TLV|235aVULN|4RCR|6DMG|7AART|8LEGI|9ASPD
76	41214 13331	   	181.54	ACR|4VULN|1AART|1DMG|1DUR	1TLV|2359VULN|4RCR|6DMG|7AART|8DUR|aERES
77	41214 13332	   	181.54	ACR|4VULN|1AART|1DMG|1DUR	1aTLV|2359VULN|4RCR|6DMG|7AART|8DUR
78	41214 13333	   	181.54	ACR|4VULN|1AART|1DMG|1DUR	1TLV|2359VULN|4RCR|6DMG|7AART|8DUR|aSNIHEL
79	11213 65821	 * 	181.42	ACR|2VULN|2DMG|1AART|2ASPD|1DUR	18ASPD|23VULN|4RCR|5MBVNT|68LIT|78DMG|8BPWR|9DUR|aAART
80	11214 46311	   	181.39	ACR|4VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2357VULN|4RCR|6LIT|8ZMB|9DMG|aCDMG
81	51213 62363	   	181.39	ACR|4VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|239aVULN|4RCR|5CDMG|6DMG|7DUR|8ZMB
82	11213 37461	   	181.29	ACR|4VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2378VULN|4RCR|5MBVNT|6CDMG|9DMG|aZMB
83	11213 37753	   	181.29	ACR|4VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|237aVULN|4RCR|5MBVNT|6CDMG|8ZMB|9DMG
84	11214 65321	   	181.15	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|235VULN|4RCR|6RCVC|7AART|8CGEN|9ZMB|aDMG
85	11214 65121	   	181.05	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|235VULN|4RCR|6RCVC|7AART|8ERES|9ZMB|aDMG
86	11213 83488	 * 	181.04	ACR|4VULN|2DMG|2ASPD	1aASPD|237aVULN|4RCR|5MBVNT|6FEWX|8BEXP|9aDMG|aBPWR
87	24163 23342	 * 	180.94	ACR|4VULN|3DMG	1RPLT|2BELT|39aDMG|4MBVNT|5RCR|689aVULN|79aLWND|9aBPWR
88	24163 25342	   	180.94	ACR|4VULN|3DMG	1RPLT|2BELT|39aDMG|4MBVNT|5RCR|689aVULN|79aLHND|9aBPWR
89	11214 13164	   	180.94	ACR|4VULN|2DMG|2ASPD	1aASPD|2358VULN|4RCR|6aDMG|7DMSP|9aCANSTR|aBPWR
90	11214 13256	   	180.94	ACR|4VULN|2DMG|2ASPD	19ASPD|235aVULN|4RCR|69DMG|7DMSP|89LSRREG|9BPWR
91	11213 54638	 * 	180.86	ACR|4VULN|3ASPD|1DMG|1ZMB	16aASPD|236aVULN|4RCR|5MBVNT|6aBPWR|7DMG|8ZMB|9aCGEN
92	16112 41411	 * 	180.78	ACR|3VULN|2DMG|2ASPD|1CDMG	1aASPD|236LWND|4RCR|56aVULN|6aBPWR|7BEXP|8CDMG|9aDMG
93	16112 43411	   	180.78	ACR|3VULN|2DMG|2ASPD|1CDMG	1aASPD|236LWND|4RCR|56aVULN|6aBPWR|7LHND|8CDMG|9aDMG
94	11214 13552	   	180.68	ACR|3VULN|2DMG|2ASPD|1CDMG	19ASPD|235VULN|4RCR|69DMG|7DMSP|89MGNSTR|9BPWR|aCDMG
95	16112 42411	   	180.68	ACR|3VULN|2DMG|2ASPD|1CDMG	1aASPD|236LWND|4RCR|56aVULN|6aBPWR|7DUST|8CDMG|9aDMG
96	11213 54618	   	180.66	ACR|4VULN|3ASPD|1DMG|1ZMB	16aASPD|236aVULN|4RCR|5MBVNT|6aBPWR|7DMG|8ZMB|9aERES
97	11214 12233	   	180.54	ACR|4VULN|1AART|1DMG|1ASPD	1ASPD|235aVULN|4RCR|6DMG|7LWND|8LIT|9AART
98	11221 12431	 * 	180.52	DCR|4VULN|2DMG|2ASPD	19ASPD|239aVULN|46DMG|5CGEN|7RCR|89BASHEA|9BPWR
99	11214 13252	   	180.48	ACR|3VULN|2DMG|1CDMG|2ASPD	19ASPD|235VULN|4RCR|69DMG|7DMSP|89LSRREG|9BPWR|aCDMG
100	11213 33412	 * 	180.34	ACR|4VULN|1AART|2CDMG|1ASPD	1ASPD|238aVULN|4RCR|5MBVNT|67CDMG|9AART
101	11213 37512	   	180.34	ACR|4VULN|1AART|2CDMG|1ASPD	1ASPD|237aVULN|4RCR|5MBVNT|68CDMG|9AART
102	11214 15112	   	180.30	ACR|4VULN|1AART|1DMG|1ASPD|1SELL	1ASPD|235aVULN|4RCR|6DMG|7SELL|8CGEN|9AART
103	11214 53232	   	180.22	ACR|4VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|2357VULN|4RCR|6AART|8LHND|9DUR|aZMB
104	11214 53322	   	180.22	ACR|4VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|2357VULN|4RCR|6AART|8CGEN|9ZMB|aDUR
105	11214 53422	   	180.22	ACR|4VULN|1AART|1ZMB|1ASPD|1DUR	1ASPD|2357VULN|4RCR|6AART|8RMIN|9ZMB|aDUR
106	11214 15412	   	180.20	ACR|4VULN|1AART|1DMG|1ASPD|1SELL	1ASPD|235aVULN|4RCR|6DMG|7SELL|8ERES|9AART
107	11214 52152	   	180.12	ACR|4VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|235aVULN|4RCR|6AART|7TLV|8ZMB|9DUR
108	11214 53122	   	180.12	ACR|4VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|2357VULN|4RCR|6AART|8ERES|9ZMB|aDUR
109	51213 63612	   	180.09	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	18CGEN|23aVULN|4RCR|5CDMG|6DMG|7ASPD|9AART
110	11213 54113	   	180.09	ACR|3VULN|2DMG|3ASPD|1DUR	169ASPD|236VULN|4RCR|5MBVNT|6BPWR|7aDMG|8DUR
111	32121 31112	   	180.03	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3ERES|4LHND|568VULN|7AART|9RCR|aDMG
112	32421 31112	   	180.03	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3TLV|4LHND|568VULN|7AART|9RCR|aDMG
113	11214 14333	   	179.99	ACR|3VULN|1AART|1DMG|2ASPD|1DUR	1aASPD|235VULN|4RCR|6DMG|7LIT|8DUR|9AART
114	11214 45333	   	179.99	ACR|3VULN|1AART|1DMG|2ASPD|1DUR	1aASPD|235VULN|4RCR|6LIT|7DMG|8DUR|9AART
115	32651 51112	   	179.93	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3LEGI|458VULN|6TLV|7AART|9RCR|aDMG
116	32653 31112	   	179.93	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3LEGI|468VULN|5ERES|7AART|9RCR|aDMG
117	11213 34876	   	179.89	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|23aVULN|4RCR|5MBVNT|6CDMG|7DMG|8ERES|9AART
118	15323 16623	   	179.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2FEWX|3RCR|4LIT|57VULN|6AART|8ZMB|9CDMG|aDMG
119	11213 64421	   	179.49	ACR|3VULN|1AART|1DMG|2ASPD|1DUR	17ASPD|237VULN|4RCR|5MBVNT|67LIT|7BPWR|8DMG|9DUR|aAART
120	11214 51421	 * 	179.49	ACR|3VULN|2AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|68AART|79DUST|aDMG
121	51213 33216	   	179.46	ACR|3VULN|1AART|1DMG|2CDMG	1CGEN|237VULN|4RCR|56CDMG|8BEXP|9AART|aDMG
122	51213 33516	   	179.46	ACR|3VULN|1AART|1DMG|2CDMG	1CGEN|237VULN|4RCR|56CDMG|8LHND|9AART|aDMG
123	11213 54161	   	179.39	ACR|3VULN|1AART|1DMG|2ASPD|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8DUR|9LIT|aAART
124	11213 54221	   	179.39	ACR|3VULN|1AART|1DMG|2ASPD|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8LIT|9DUR|aAART
125	51213 62242	   	179.37	ACR|3VULN|2DMG|1CDMG|2DUR	18aCGEN|23aVULN|4RCR|5CDMG|69DMG|7aDUR|aBPWR
126	11213 37256	   	179.29	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|237VULN|4RCR|5MBVNT|6CDMG|8LEGI|9DMG|aAART
127	11214 11636	   	179.27	ACR|3VULN|2DMG|2ASPD|2DUR	1aASPD|235VULN|4RCR|6aDMG|7LHND|8BEXP|9aDUR|aBPWR
128	11214 12636	   	179.27	ACR|3VULN|2DMG|2ASPD|2DUR	1aASPD|235VULN|4RCR|6aDMG|7LWND|8BEXP|9aDUR|aBPWR
129	11514 53321	   	179.24	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|257VULN|3DMSP|4RCR|6AART|8CGEN|9ZMB|aDMG
130	11214 52131	   	179.14	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|235VULN|4RCR|6AART|7TLV|8ZMB|9DMSP|aDMG
131	11514 53121	   	179.14	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|257VULN|3DMSP|4RCR|6AART|8ERES|9ZMB|aDMG
132	11213 54133	   	179.07	ACR|3VULN|2DMG|2ASPD|2DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7aDMG|89DUR
133	31135 35125	 * 	178.91	DCR|3VULN|2DMG|3CDMG|1DUR	136CDMG|238FEWX|38BPWR|4DUR|58DMG|789VULN|aRCR
134	31135 53125	   	178.91	DCR|3VULN|2DMG|3CDMG|1DUR	137CDMG|238FEWX|38BPWR|4DUR|58DMG|689VULN|aRCR
135	41214 52311	   	178.69	ACR|3VULN|2DMG|1AART	17TLV|235VULN|4RCR|6AART|8CGEN|9aDMG
136	51212 54221	   	178.69	ACR|3VULN|2DMG|1AART	1CGEN|239VULN|4RCR|58TLV|6AART|7aDMG
137	41211 54221	   	178.59	ACR|3VULN|2DMG|1AART	18TLV|239VULN|4RCR|5ERES|6AART|7aDMG
138	41214 52111	   	178.59	ACR|3VULN|2DMG|1AART	17TLV|235VULN|4RCR|6AART|8ERES|9aDMG
139	41214 13151	   	178.54	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1TLV|235VULN|4RCR|6DMG|7AART|8ZMB|9DUR|aBELT
140	41214 13153	   	178.54	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1TLV|235VULN|4RCR|6DMG|7AART|8ZMB|9DUR|aLWND
141	41214 13341	   	178.54	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1TLV|235VULN|4RCR|6DMG|7AART|8DUR|9FEWX|aZMB
142	41214 13361	   	178.54	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1TLV|235VULN|4RCR|6DMG|7AART|8DUR|9LIT|aZMB
143	11414 52312	   	178.48	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|25aVULN|3RCVC|4RCR|6AART|7TLV|8DUR|9DMG
144	41212 13152	   	178.44	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	15TLV|23aVULN|4RCR|6DMG|7AART|8ZMB|9DUR
145	41214 13351	   	178.44	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1TLV|235VULN|4RCR|6DMG|7AART|8DUR|9LEGI|aZMB
146	33125 11525	 * 	178.37	DCR|2VULN|2DMG|3CDMG|2ZMB	138CDMG|234LHND|38BPWR|58ZMB|68DMG|7RCR|9aVULN
147	41414 13321	   	178.27	ACR|2VULN|2DMG|1AART|2DUR	1aTLV|25VULN|3RCVC|4RCR|6aDMG|7AART|8aDUR|9BELT|aBPWR
148	51413 36312	   	178.22	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1CGEN|2aVULN|3RCVC|4RCR|56CDMG|7ZMB|8DMG|9AART
149	41514 13221	   	178.19	ACR|3VULN|2DMG|1AART	1aTLV|25aVULN|3DMSP|4RCR|6aDMG|7AART|8LEGI|9BELT|aBPWR
150	32632 11525	   	178.17	DCR|2VULN|2DMG|3CDMG|2ZMB	158CDMG|28ZMB|3LEGI|4DMSP|68DMG|7RCR|8BPWR|9aVULN
151	11413 54124	   	178.14	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	16ASPD|26VULN|3RCVC|4RCR|5MBVNT|6BPWR|7DMG|8DUR|9ZMB|aAART
152	41212 13221	   	178.09	ACR|3VULN|2DMG|1AART	15aTLV|23aVULN|4RCR|6aDMG|7AART|8LEGI|9BELT|aBPWR
153	41212 13621	   	178.09	ACR|3VULN|2DMG|1AART	15TLV|239VULN|4RCR|6aDMG|7AART|8CGEN
154	41414 13312	   	177.88	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1TLV|25aVULN|3RCVC|4RCR|6DMG|7AART|8DUR|9ASPD
155	11213 54633	   	177.84	ACR|3VULN|2DMG|2ASPD|1ZMB	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7aDMG|8ZMB|9CGEN
156	11213 54663	   	177.84	ACR|3VULN|2DMG|2ASPD|1ZMB	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7aDMG|8ZMB|9MLV
157	11214 15331	   	177.79	ACR|3VULN|2DMG|2ASPD|1ZMB|1SELL	19ASPD|235VULN|4RCR|69DMG|7SELL|89LHND|9BPWR|aZMB
158	11214 15531	   	177.79	ACR|3VULN|2DMG|2ASPD|1ZMB|1SELL	19ASPD|235VULN|4RCR|69DMG|7SELL|89LWND|9BPWR|aZMB
159	11213 54613	   	177.74	ACR|3VULN|2DMG|2ASPD|1ZMB	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7aDMG|8ZMB|9ERES
160	11214 15631	   	177.59	ACR|3VULN|2DMG|2ASPD|1ZMB|1SELL	19ASPD|235VULN|4RCR|69DMG|7SELL|89DUST|9BPWR|aZMB
161	15313 63234	   	177.45	ACR|3VULN|1AART|1DMG|2ASPD	18ASPD|2FEWX|3RCR|458LWND|6AART|789VULN|8BPWR|aDMG
162	11214 11231	   	177.44	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LHND|8LIT|9AART|aZMB
163	11214 12231	   	177.44	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LWND|8LIT|9AART|aZMB
164	11214 14631	   	177.44	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LIT|8LHND|9AART|aZMB
165	11413 37412	   	177.43	ACR|4VULN|1AART|1CDMG|1ASPD	1ASPD|278aVULN|3RCVC|4RCR|5MBVNT|6CDMG|9AART
166	11221 12436	   	177.42	DCR|3VULN|2DMG|2ASPD|1ZMB	19ASPD|239VULN|46DMG|5CGEN|7RCR|89BASHEA|9BPWR|aZMB
167	11214 11141	   	177.33	ACR|4VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|235aVULN|4RCR|6DMG|7LHND|8DUR|9CDMG
168	11214 12141	   	177.33	ACR|4VULN|1DMG|1CDMG|1DUR|1ASPD	1ASPD|235aVULN|4RCR|6DMG|7LWND|8DUR|9CDMG
169	11213 37351	   	177.23	ACR|4VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|237aVULN|4RCR|5MBVNT|6CDMG|8DUR|9DMG
170	11213 54751	   	177.00	ACR|4VULN|1DMG|2ASPD|1CDMG	16ASPD|236aVULN|4RCR|5MBVNT|6BPWR|7DMG|8BEXP|9CDMG
