0	Index      	 *	Score 	Summary	Detail	
1	22412 14322	 * 	188.40	DCR|3DMG|2VULN|1AART|2DUR	19DUR|269DMG|3LWND|4VENICY|59VULN|7RCR|8RPLT|9BPWR|aAART
72	12136 12333	   	169.97	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD|1DUR	1DUST|2DMG|3ASPD|47CDMG|56VULN|8DUR|9AART|aRCR
73	12136 22333	   	169.97	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD|1DUR	1DUST|26DMG|3ASPD|47CDMG|5VULN|8DUR|9AART|aRCR
74	22256 15233	   	169.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|3CDMG|4ZMB|56VULN|7RCVC|8DUST|9AART|aRCR
75	22256 25233	   	169.92	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|26DMG|3CDMG|4ZMB|5VULN|7RCVC|8DUST|9AART|aRCR
76	43335 13322	 * 	169.90	DCR|2DMG|3ZMB|1AART|1CDMG	19CGEN|2CDMG|3AART|4RCVC|5RPLT|69DMG|79aZMB|8RCR|9BPWR
77	22261 23653	   	169.65	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	16DUR|2DMG|3CDMG|4BEXP|59VULN|7ASPD|8AART|aRCR
78	22261 33613	   	169.65	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	19DUR|2DMG|3CDMG|4BEXP|56VULN|7ASPD|8AART|aRCR
79	22263 14613	   	169.65	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	19DUR|2DMG|3CDMG|4BEXP|5ASPD|67VULN|8AART|aRCR
80	33326 22166	   	169.55	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ERES|2CDMG|3AART|4aVULN|5MBVNT|6DMG|7ASPD|8DUR|9RCR
81	12631 23653	   	169.55	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1DUST|2DMG|36DUR|4CDMG|59VULN|7ASPD|8AART|aRCR
82	22231 23653	   	169.55	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	16DUR|2DMG|3CDMG|4DUST|59VULN|7ASPD|8AART|aRCR
83	12136 13613	   	169.55	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1DUST|2DMG|3ASPD|4CDMG|56VULN|79DUR|8AART|aRCR
84	12136 23613	   	169.55	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	1DUST|26DMG|3ASPD|4CDMG|5VULN|79DUR|8AART|aRCR
85	12631 33613	   	169.55	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1DUST|2DMG|39DUR|4CDMG|56VULN|7ASPD|8AART|aRCR
86	12633 14613	   	169.55	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1DUST|2DMG|39DUR|4CDMG|5ASPD|67VULN|8AART|aRCR
87	22231 33613	   	169.55	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	19DUR|2DMG|3CDMG|4DUST|56VULN|7ASPD|8AART|aRCR
88	22233 14613	   	169.55	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	19DUR|2DMG|3CDMG|4DUST|5ASPD|67VULN|8AART|aRCR
89	22261 36116	   	169.37	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1SELL	1DUR|2DMG|3CDMG|4BEXP|56VULN|7ZMB|8SELL|9RCR|aAART
90	22626 13342	 * 	169.33	ACR|3DMG|2AART|3DUR	138DUR|289DMG|4RCR|5aAART|68DUST|7RPLT|8BPWR
91	12256 13116	   	169.27	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1SELL	1DUST|2DMG|3CDMG|4ZMB|56VULN|7DUR|8SELL|9RCR|aAART
92	12256 23116	   	169.27	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR|1SELL	1DUST|26DMG|3CDMG|4ZMB|5VULN|7DUR|8SELL|9RCR|aAART
93	12631 36116	   	169.27	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1SELL	1DUST|2DMG|3DUR|4CDMG|56VULN|7ZMB|8SELL|9RCR|aAART
94	22231 36116	   	169.27	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1SELL	1DUR|2DMG|3CDMG|4DUST|56VULN|7ZMB|8SELL|9RCR|aAART
95	32322 33152	 * 	169.24	DCR|4VULN|1AART|1DMG|1SELL	1ERES|2SELL|3AART|4568VULN|7DMG|9LIT|aRCR
96	22626 13323	   	169.23	ACR|2DMG|1AART|1VULN|3DUR|1ASPD	138DUR|28DMG|4RCR|5AART|68DUST|7RPLT|8BPWR|9VULN|aASPD
97	22261 25433	   	169.05	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	16DUR|27DMG|3CDMG|4BEXP|5VULN|8ASPD|9AART|aRCR
98	22653 23433	   	169.05	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	13DUR|24DMG|5CDMG|6VULN|7FEWX|8ASPD|9AART|aRCR
99	32321 15414	   	168.93	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1ERES|2SELL|3AART|4aVULN|5CDMG|6DMG|7ZMB|8RCR|9FEWX
100	32321 15424	   	168.93	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1ERES|2SELL|3AART|4aVULN|5CDMG|6DMG|7ZMB|8RCR|9LWND
101	32321 15451	   	168.93	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1ERES|2SELL|3AART|49VULN|5CDMG|6DMG|7ZMB|8RCR|aLHND
102	32321 15452	   	168.93	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1ERES|2SELL|3AART|49VULN|5CDMG|6DMG|7ZMB|8RCR|aRPLT
103	22633 63234	   	168.91	DCR|3VULN|2DMG|3DUR	13aDUR|28DMG|4LIT|569VULN|7RCR
104	32321 15453	   	168.83	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1aERES|2SELL|3AART|49VULN|5CDMG|6DMG|7ZMB|8RCR
105	32331 13454	   	168.83	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1ERES|2SELL|3AART|4DUST|5CDMG|6DMG|7ZMB|8RCR|9aVULN
106	12412 14321	   	168.42	DCR|3VULN|3DMG	19DUST|269DMG|3LWND|4VENICY|59aVULN|7RCR|8RPLT|9BPWR
107	22261 36623	   	168.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|3CDMG|4BEXP|56VULN|7ZMB|8AART|9FEWX|aRCR
108	33521 32333	   	168.30	ACR|3CDMG|1AART|1VULN|1DMG|1ZMB|1DUR	1ERES|234CDMG|5RCR|6DMG|7ZMB|8AART|9VULN|aDUR
109	12122 36653	   	168.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2DMG|3ASPD|49VULN|5TLV|6CDMG|7ZMB|8AART|aRCR
110	12231 26653	   	168.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	14DUST|2DMG|3CDMG|5DUR|69VULN|7ZMB|8AART|aRCR
111	33152 14762	   	168.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2CDMG|39VULN|4ZMB|5ASPD|6MBVNT|7DMG|8AART|aRCR
112	43331 63152	 * 	168.03	DCR|2AART|2VULN|1DMG|1CDMG	1CGEN|2CDMG|35AART|4RCVC|68VULN|7DMG|9LIT|aRCR
113	22533 12653	   	167.95	DCR|2VULN|2DMG|1AART|1ASPD|1DUR|1SELL	1DUR|27DMG|3SELL|4DUST|5ASPD|69VULN|8AART|aRCR
114	62241 62223	   	167.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1NUKE|2AART|3RMIN|4ZMB|5aVULN|6RCR|7ASPD|8DMG|9ERES
115	22622 12611	   	167.68	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	13DUR|2DMG|4RCR|5ZMB|6BEXP|7LIT|8AART|9aVULN
116	22622 11364	   	167.58	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	13DUR|29DMG|4RCR|5ZMB|6BEXP|7DUST|8AART|aVULN
117	22622 33632	   	167.46	ACR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	137DUR|2DMG|4RCR|5ZMB|6CDMG|8AART|9TLV|aVULN
118	22624 33622	   	167.46	ACR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	137DUR|2DMG|4RCR|5TLV|6CDMG|8AART|9ZMB|aVULN
119	22633 63262	   	167.38	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD	13DUR|28DMG|4LIT|56VULN|7RCR|9ASPD|aZMB
120	12612 14134	   	167.15	DCR|2VULN|2DMG|1AART|1DUR	1DUST|26DMG|3DUR|4VENICY|59VULN|7RCR|8CGEN|aAART
121	12256 12433	   	167.09	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	1DUST|2DMG|37CDMG|4ZMB|56VULN|8BEXP|9AART|aRCR
122	12256 22433	   	167.09	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1DUST|26DMG|37CDMG|4ZMB|5VULN|8BEXP|9AART|aRCR
123	22622 22543	   	167.08	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	13DUR|26DMG|4RCR|5ZMB|7LWND|8CGEN|9AART|aVULN
124	22622 33252	   	166.96	ACR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	137DUR|2DMG|4RCR|5ZMB|6CDMG|8MLV|9AART|aVULN
125	22622 33355	   	166.96	ACR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	137DUR|2DMG|4RCR|5ZMB|6CDMG|8FEWX|9AART|aVULN
126	33326 82463	 * 	166.92	DCR|3VULN|1AART|2CDMG|1ASPD	1ERES|2aCDMG|3AART|469VULN|5MBVNT|7ASPD|8RCR
127	22622 23346	   	166.88	ACR|2DMG|1AART|2CDMG|2DUR|1ZMB	13DUR|26DMG|4RCR|5ZMB|7SNIHEL|8aCDMG|9AART
128	33326 22432	   	166.83	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1ERES|2CDMG|3AART|48VULN|5MBVNT|6DMG|79ASPD|aRCR
129	33326 82232	   	166.83	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1ERES|2CDMG|3AART|46VULN|5MBVNT|79ASPD|8DMG|aRCR
130	33326 62472	   	166.81	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ERES|2CDMG|3AART|489VULN|5MBVNT|6ZMB|7ASPD|aRCR
131	43315 13322	   	166.80	DCR|2DMG|3ZMB|1AART|1CDMG	149CGEN|2CDMG|3AART|5RPLT|69DMG|79aZMB|8RCR|9BPWR
132	22231 63653	   	166.76	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3CDMG|4DUST|59VULN|6RCVC|7ASPD|8AART|aRCR
133	45222 13236	   	166.68	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	128CGEN|38DUR|4RCR|5ZMB|6BEXP|78DMG|8BPWR|9VULN|aAART
134	32322 43152	 * 	166.58	DCR|3VULN|2AART|1DMG|1SELL	1ERES|2SELL|36AART|458VULN|7DMG|9LIT|aRCR
135	22213 13313	   	166.56	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2DMG|3CDMG|4LWND|5ASPD|68VULN|7AART|9RCVC|aRCR
136	22433 13313	   	166.56	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2DMG|3LWND|4CDMG|5ASPD|68VULN|7AART|9RCVC|aRCR
137	22622 21124	   	166.49	ACR|3DMG|1AART|3DUR|1ZMB	137DUR|26aDMG|4RCR|5ZMB|8BEXP|9AART
138	22622 22125	   	166.48	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	13DUR|26DMG|4RCR|5ZMB|7LWND|8VULN|9FEWX|aAART
139	22622 53125	   	166.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	13DUR|2DMG|4RCR|5ZMB|6LHND|78VULN|9FEWX|aAART
140	12412 14323	   	166.41	DCR|3DMG|2VULN|1CDMG	19DUST|269DMG|3LWND|4VENICY|59VULN|7RCR|8RPLT|9BPWR|aCDMG
141	22622 21524	   	166.39	ACR|3DMG|1AART|3DUR|1ZMB	137DUR|26aDMG|4RCR|5ZMB|8DUST|9AART
142	22622 22145	   	166.38	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	13DUR|26DMG|4RCR|5ZMB|7LWND|8VULN|9DUST|aAART
143	22531 33653	   	166.01	DCR|3VULN|1AART|1DMG|1ASPD|1DUR|1SELL	1DUR|2DMG|3SELL|4DUST|569VULN|7ASPD|8AART|aRCR
144	22526 24212	 * 	165.98	DCR|2VULN|2DMG|2CDMG|3DUR|1SELL	178DUR|28DMG|3SELL|4CGEN|59VULN|68CDMG|8BPWR|aRCR
145	62122 63423	 * 	165.91	DCR|3DMG|2AART|2ASPD	1NUKE|27AART|39ASPD|4LHND|59CGEN|69aDMG|8RCR|9BPWR
146	33521 32362	   	165.83	ACR|2DMG|3CDMG|1AART|1ZMB|1ASPD	1ERES|234CDMG|5RCR|69DMG|7ZMB|8AART|aASPD
147	62261 61331	   	165.58	DCR|3VULN|1AART|1DMG	1NUKE|2AART|3RMIN|4DMG|589VULN|6RCR|7FEWX|aLWND
148	22626 31433	   	165.54	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	13DUR|2DMG|4RCR|5AART|6LWND|7FEWX|8ZMB|9VULN|aCDMG
149	62261 61333	   	165.48	DCR|3VULN|1AART|1DMG	1NUKE|2AART|3RMIN|4DMG|589VULN|6RCR|7FEWX|aLEGI
150	22626 11433	   	165.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	13DUR|2DMG|4RCR|5AART|6DUST|7FEWX|8ZMB|9VULN|aCDMG
151	22626 22334	 * 	165.44	ACR|1AART|1VULN|1DMG|1FLTHEA|2DUR|1ZMB	13DUR|2DMG|4RCR|5AART|6FEWX|7ERES|8ZMB|9VULN|aFLTHEA
152	12616 31342	   	165.35	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUST|25DMG|3DUR|4VENICY|6ASPD|7VULN|8CDMG|9RCR|aAART
153	62131 32252	 * 	165.32	DCR|2AART|2DMG|1VULN|2ASPD	1NUKE|28AART|35ASPD|4RPLT|5BPWR|67DMG|9VULN|aRCR
154	22626 12214	   	165.32	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	13DUR|28DMG|4RCR|5AART|6DUST|7ASPD|9FEWX|aVULN
155	22261 33116	   	165.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR|1SELL	1DUR|2DMG|3CDMG|4BEXP|56VULN|7ASPD|8SELL|9RCR|aAART
156	22263 14116	   	165.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR|1SELL	1DUR|2DMG|3CDMG|4BEXP|5ASPD|67VULN|8SELL|9RCR|aAART
157	12136 13116	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR|1SELL	1DUST|2DMG|3ASPD|4CDMG|56VULN|7DUR|8SELL|9RCR|aAART
