0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22123 43542	4	 * 	258.64	DCR|4VULN|2DUR|1DMG	18MLV|2RPLT|3LWND|48DUR|5789VULN|6RCR|8BPWR|aDMG
82	42453 32332	2	 * 	241.27	ACR|4VULN|2DMG|2TLV	1RCR|28TLV|38DMG|478aVULN|5TBNT|6RPLT|8BPWR|9LIT
83	62263 42111	3	   	241.17	DCR|3VULN|2TLV|2CDMG|1DUR	14TLV|2RPLT|347VULN|4BPWR|5LWND|68CDMG|9DUR|aRCR
84	62263 33251	3	   	241.15	DCR|4VULN|2TLV|1CDMG	14TLV|2RPLT|3479VULN|4BPWR|5LWND|6DUST|8CDMG|aRCR
85	34336 33251	2	   	241.07	DCR|3VULN|2TLV|1DMG|1DUR	1ZMB|28TLV|3ERES|457VULN|6RCR|9DUR|aDMG
86	12138 82414	5	 * 	240.82	ACR|4VULN|3DUR|2ASPD	189BEXP|2aASPD|3RCR|4MBVNT|589DUR|6789VULN|89BPWR
87	11316 61111	1	   	240.72	DCR|3VULN|2DMG|1AART	1aBEXP|2LHND|39aVULN|4FEWX|5LIT|6AART|7RCR|8aDMG|aBPWR
88	11356 61111	1	   	240.72	DCR|3VULN|2DMG|1AART	1aBEXP|2LHND|39aVULN|4LWND|5LIT|6AART|7RCR|8aDMG|aBPWR
89	63251 24481	1	   	240.63	DCR|3VULN|3CDMG|3TLV|1AART	189TLV|289CDMG|389VULN|4AART|5MBVNT|6RCR|7DLOT|89BPWR|aRMIN
90	63251 23444	1	   	240.61	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1TLV|2CDMG|39aVULN|4AART|5MBVNT|6RCR|7RCVC|8DUR
91	63251 24482	1	   	240.53	DCR|3VULN|3CDMG|3TLV|1AART	189TLV|289CDMG|389VULN|4AART|5MBVNT|6RCR|7DLOT|89BPWR|aDUST
92	63251 24484	1	   	240.53	DCR|3VULN|3CDMG|3TLV|1AART	189TLV|289CDMG|389VULN|4AART|5MBVNT|6RCR|7DLOT|89BPWR|aERES
93	62326 53311	3	   	240.42	DCR|3VULN|2TLV|1DUR|1ASPD	13TLV|2RPLT|4LIT|59aVULN|6ASPD|7DUR|8RCR
94	33611 51331	1	   	240.39	DCR|3VULN|2DUR|1CDMG|1ASPD	1ZMB|2CDMG|3ASPD|48DUR|59aVULN|6RCR|7BEXP
95	33611 52341	1	   	240.39	DCR|3VULN|2DUR|1CDMG|1ASPD	1ZMB|2CDMG|3ASPD|48DUR|59aVULN|6RCR|7LWND
96	33611 53341	1	   	240.39	DCR|3VULN|2DUR|1CDMG|1ASPD	1ZMB|2CDMG|3ASPD|48DUR|59aVULN|6RCR|7LHND
97	33623 51331	1	   	240.39	DCR|3VULN|2DUR|1CDMG|1ASPD	1ZMB|2CDMG|3ASPD|49aVULN|58DUR|6RCR|7BEXP
98	33623 52341	1	   	240.39	DCR|3VULN|2DUR|1CDMG|1ASPD	1ZMB|2CDMG|3ASPD|49aVULN|58DUR|6RCR|7LWND
99	33623 53341	1	   	240.39	DCR|3VULN|2DUR|1CDMG|1ASPD	1ZMB|2CDMG|3ASPD|49aVULN|58DUR|6RCR|7LHND
100	11452 16213	6	   	240.05	DCR|2VULN|2DUR|2TLV|1DMG|1ASPD	1BEXP|2aDUR|3RPLT|4ASPD|5DMG|6aVULN|7RCR|8MLV|9aTLV|aBPWR
101	11426 16213	6	   	240.05	DCR|2VULN|2DUR|2TLV|1DMG|1ASPD	1BEXP|2aDUR|3RPLT|4DMG|5ASPD|6aVULN|7RCR|8MLV|9aTLV|aBPWR
102	62213 41351	5	   	240.04	DCR|4VULN|1TLV|1DUR	1TLV|2RPLT|389aVULN|4LWND|5FEWX|6RCR|7DUR
103	32261 11314	7	 * 	240.02	DCR|3VULN|2ASPD|1DMG|1CDMG	19ZMB|2RPLT|369VULN|4CDMG|5FEWX|7RCR|89ASPD|9BPWR|aDMG
104	32613 15126	10	 * 	240.00	DCR|2VULN|3DUR|2DMG	14aZMB|2RPLT|346DUR|4aBPWR|5LWND|7aVULN|8aDMG|9RCR
105	24235 31313	9	 * 	239.95	DCR|2VULN|2DUR|2TLV|2CDMG|1ASPD	1MLV|2aTLV|3FEWX|49DUR|5aCDMG|6ASPD|7aVULN|8RCR|aBPWR
106	62122 43351	4	   	239.94	DCR|4VULN|1TLV|1DUR	1TLV|2RPLT|3LWND|4DUR|5LEGI|6RCR|789aVULN
107	32611 35126	10	   	239.90	DCR|2VULN|3DUR|2DMG	14aZMB|2RPLT|345DUR|4aBPWR|6DUST|7aVULN|8aDMG|9RCR
108	32623 15126	10	   	239.90	DCR|2VULN|3DUR|2DMG	1aZMB|2RPLT|346DUR|5LWND|7aVULN|8aDMG|9RCR|aBPWR
109	32121 23326	10	   	239.90	DCR|2VULN|3DUR|2DMG	1aZMB|2RPLT|3LWND|467DUR|5aDMG|8aVULN|9RCR|aBPWR
110	32121 26626	10	   	239.90	DCR|2VULN|3DUR|2DMG	1aZMB|2RPLT|3LWND|468DUR|5aDMG|7aVULN|9RCR|aBPWR
111	32621 35126	10	   	239.80	DCR|2VULN|3DUR|2DMG	1aZMB|2RPLT|345DUR|6DUST|7aVULN|8aDMG|9RCR|aBPWR
112	42162 11511	8	 * 	239.47	ACR|4VULN|3DUR|2TLV	1RCR|28TLV|37ZMB|468aVULN|589DUR|8BPWR
113	42333 13231	6	 * 	239.47	ACR|4VULN|3DUR|3TLV	1RCR|289TLV|3MLV|489DUR|5LEGI|689aVULN|7RPLT|89BPWR
114	42333 14231	7	   	239.47	ACR|4VULN|3DUR|3TLV	1RCR|289TLV|3MLV|489DUR|5LEGI|689aVULN|7RPLT|89BPWR
115	46624 41311	6	 * 	239.47	ACR|4VULN|3DUR|1DMG	1RCR|29LWND|3MBVNT|4DMG|569DUR|789aVULN|9BPWR
116	46624 43311	7	   	239.47	ACR|4VULN|3DUR|1DMG	1RCR|29LWND|3MBVNT|4DMG|569DUR|789aVULN|9BPWR
117	54624 41311	6	   	239.47	ACR|4VULN|3DUR|1DMG	19LHND|2RCR|3MBVNT|4DMG|569DUR|789aVULN|9BPWR
118	54624 43311	7	   	239.47	ACR|4VULN|3DUR|1DMG	19LHND|2RCR|3MBVNT|4DMG|569DUR|789aVULN|9BPWR
119	11144 35123	6	   	239.35	DCR|3VULN|1TLV|1DUR|1CDMG	1BEXP|2DUR|3FEWX|48aVULN|5LIT|6CDMG|7TLV|9RCR
120	11166 35123	5	   	239.35	DCR|3VULN|1TLV|1DUR|1CDMG	1BEXP|2DUR|3FEWX|4CDMG|5LIT|68aVULN|7TLV|9RCR
121	11366 35123	5	   	239.35	DCR|3VULN|1TLV|1DUR|1CDMG	1BEXP|2DUR|3LWND|4CDMG|5LIT|68aVULN|7TLV|9RCR
122	61324 34123	2	   	239.35	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2FEWX|3CDMG|4LIT|5LHND|68aVULN|7DUR|9RCR
123	61326 32523	2	   	239.35	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2FEWX|3CDMG|4LIT|56aVULN|7DUR|8LWND|9RCR
124	63224 32523	1	   	239.35	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2CDMG|36aVULN|4LIT|5LHND|7DUR|8LWND|9RCR
125	63224 61123	1	   	239.35	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2CDMG|38aVULN|4LIT|5LHND|6DUR|7BEXP|9RCR
126	63226 22523	1	   	239.35	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2CDMG|35aVULN|4LIT|6BEXP|7DUR|8LWND|9RCR
127	66324 31123	1	   	239.35	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2DUR|3CDMG|4LIT|5LHND|68aVULN|7BEXP|9RCR
128	61326 61123	2	   	239.35	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2FEWX|3CDMG|4LIT|58aVULN|6DUR|7BEXP|9RCR
129	61326 62123	2	   	239.35	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2FEWX|3CDMG|4LIT|58aVULN|6DUR|7LHND|9RCR
130	52331 14136	1	   	239.28	DCR|3VULN|1DMG|1CDMG|1ASPD|1AART	1LHND|2ASPD|3CDMG|4DMG|57aVULN|6FEWX|8AART|9RCR
131	52331 14136	2	   	239.28	DCR|3VULN|1DMG|1CDMG|1ASPD|1AART	1LHND|2ASPD|3CDMG|4DMG|57aVULN|6FEWX|8AART|9RCR
132	34362 36111	7	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1ZMB|2TLV|3DUST|49aVULN|5DUR|6CDMG|7LIT|8RCR
133	63223 32366	1	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2CDMG|369VULN|4LIT|5DUST|7DUR|8RPLT|aRCR
134	63223 32523	1	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2CDMG|36aVULN|4LIT|5DUST|7DUR|8LWND|9RCR
135	63223 66111	1	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2CDMG|39aVULN|4LIT|5DUST|6DUR|7ZMB|8RCR
136	66323 36111	1	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2DUR|3CDMG|4LIT|5DUST|69aVULN|7ZMB|8RCR
137	61323 34123	2	   	239.25	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2FEWX|3CDMG|4LIT|5DUST|68aVULN|7DUR|9RCR
138	61323 65123	2	   	239.25	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2FEWX|3CDMG|4LIT|5DUST|6DUR|78aVULN|9RCR
139	61326 32223	2	   	239.25	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2FEWX|3CDMG|4LIT|56aVULN|7DUR|8DUST|9RCR
140	61326 63123	2	   	239.25	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2FEWX|3CDMG|4LIT|58aVULN|6DUR|7DUST|9RCR
141	63223 61123	1	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2CDMG|38aVULN|4LIT|5DUST|6DUR|7BEXP|9RCR
142	63223 62123	1	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2CDMG|38aVULN|4LIT|5DUST|6DUR|7LHND|9RCR
143	63224 32223	1	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2CDMG|36aVULN|4LIT|5LHND|7DUR|8DUST|9RCR
144	63224 63123	1	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2CDMG|38aVULN|4LIT|5LHND|6DUR|7LEGI|9RCR
145	63226 22223	1	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2CDMG|35aVULN|4LIT|6BEXP|7DUR|8DUST|9RCR
146	63226 42223	1	   	239.25	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2CDMG|35aVULN|4LIT|6FEWX|7DUR|8DUST|9RCR
147	63423 34123	1	   	239.25	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2CDMG|3FEWX|4LIT|5DUST|68aVULN|7DUR|9RCR
148	63426 32223	1	   	239.25	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2CDMG|3FEWX|4LIT|56aVULN|7DUR|8DUST|9RCR
149	66323 31123	1	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2DUR|3CDMG|4LIT|5DUST|68aVULN|7BEXP|9RCR
150	66323 32123	1	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2DUR|3CDMG|4LIT|5DUST|68aVULN|7LHND|9RCR
151	66324 33123	1	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1TLV|2DUR|3CDMG|4LIT|5LHND|68aVULN|7LEGI|9RCR
152	53263 11336	1	   	239.04	DCR|3VULN|2DUR|1CDMG|1AART	1LHND|2CDMG|39aVULN|4AART|58DUR|6CGEN|7RCR
153	22325 22463	10	   	238.99	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG	179MLV|2RPLT|3TLV|49DUR|5CDMG|6DMG|89VULN|9BPWR|aRCR
154	12138 82412	5	   	238.92	ACR|4VULN|3DUR|1ASPD	189BEXP|2ASPD|3RCR|4MBVNT|589DUR|6789VULN|89BPWR|aLIT
155	33611 33233	1	   	238.83	DCR|2VULN|2ASPD|1DMG|1DUR|1CDMG|1AART	1ZMB|2CDMG|39ASPD|4DUR|56VULN|7AART|8RCR|aDMG
156	33623 33233	1	   	238.83	DCR|2VULN|2ASPD|1DMG|1DUR|1CDMG|1AART	1ZMB|2CDMG|39ASPD|46VULN|5DUR|7AART|8RCR|aDMG
157	33611 54133	1	   	238.83	DCR|2VULN|2ASPD|1DMG|1DUR|1CDMG|1AART	1ZMB|2CDMG|39ASPD|4DUR|57VULN|6RCR|8AART|aDMG
158	33621 43233	1	   	238.83	DCR|2VULN|2ASPD|1DMG|1DUR|1CDMG|1AART	1ZMB|2CDMG|39ASPD|45VULN|6DUR|7AART|8RCR|aDMG
159	33623 54133	1	   	238.83	DCR|2VULN|2ASPD|1DMG|1DUR|1CDMG|1AART	1ZMB|2CDMG|39ASPD|47VULN|5DUR|6RCR|8AART|aDMG
160	52331 54131	2	   	238.83	DCR|2VULN|2ASPD|1DMG|1DUR|1CDMG|1AART	1LHND|29ASPD|3CDMG|4DMG|57VULN|6RCR|8AART|aDUR
161	52331 54131	1	   	238.83	DCR|2VULN|2ASPD|1DMG|1DUR|1CDMG|1AART	1LHND|29ASPD|3CDMG|4DMG|57VULN|6RCR|8AART|aDUR
162	52331 54133	1	   	238.83	DCR|2VULN|2ASPD|1DMG|1TLV|1CDMG|1AART	1LHND|29ASPD|3CDMG|4DMG|57VULN|6RCR|8AART|aTLV
163	52331 54133	2	   	238.83	DCR|2VULN|2ASPD|1DMG|1TLV|1CDMG|1AART	1LHND|29ASPD|3CDMG|4DMG|57VULN|6RCR|8AART|aTLV
164	22123 43541	4	   	238.57	DCR|4VULN|2DUR	18MLV|2RPLT|3LWND|48DUR|5789VULN|6RCR|8BPWR|aCGEN
165	22123 43543	4	   	238.57	DCR|4VULN|2DUR	18aMLV|2RPLT|3LWND|48DUR|5789VULN|6RCR|8BPWR
166	22123 43561	4	   	238.57	DCR|4VULN|2DUR	18MLV|2RPLT|3LWND|48DUR|578aVULN|6RCR|8BPWR|9BEXP
