0	Index      	Bounty	 *	Score 	Summary	Detail	
1	23322 66411	10	 * 	287.49	DCR|5VULN|3DUR|1TLV	17ERES|24567VULN|367DUR|67BPWR|8CGEN|9TLV|aRCR
24	23322 44353	5	   	271.14	DCR|5VULN|3DUR	17ERES|2457aVULN|367DUR|7BPWR|8CGEN|9RCR
25	23322 56231	10	   	271.14	DCR|5VULN|3DUR	17ERES|24567VULN|379DUR|7BPWR|8LWND|aRCR
26	23362 56321	10	   	271.14	DCR|5VULN|3DUR	17ERES|25678VULN|347DUR|7BPWR|9LWND|aRCR
27	23122 18137	5	   	271.04	DCR|5VULN|3DUR	17aERES|2457aVULN|3MBVNT|6RCR|7aBPWR|89aDUR
28	23122 18145	5	   	271.04	DCR|5VULN|3DUR	179ERES|24579VULN|3MBVNT|6RCR|79BPWR|89aDUR
29	61623 43121	5	 * 	270.63	DCR|2VULN|3DUR|2DMG|3ASPD	149ASPD|2CGEN|368DUR|59DMG|79VULN|9BPWR|aRCR
30	61623 51121	7	   	270.63	DCR|2VULN|3DUR|2DMG|3ASPD	149ASPD|2CGEN|378DUR|59DMG|69VULN|9BPWR|aRCR
31	61623 63121	6	   	270.63	DCR|2VULN|3DUR|2DMG|3ASPD	149ASPD|2CGEN|368DUR|59DMG|79VULN|9BPWR|aRCR
32	61221 62134	9	 * 	269.31	DCR|4VULN|3ASPD|2DUR	14aASPD|2CGEN|379aVULN|5RCVC|6RCR|8aDUR|aBPWR
33	24223 66211	10	   	269.04	DCR|3VULN|3DMG|3ASPD	167ERES|248ASPD|378VULN|567DMG|678BPWR|9RCR|aMLV
34	24223 66211	9	   	269.04	DCR|3VULN|3DMG|3ASPD	167ERES|248ASPD|378VULN|567DMG|678BPWR|9RCR|aLWND
35	24223 66212	10	   	269.04	DCR|3VULN|3DMG|3ASPD	167ERES|248ASPD|378VULN|567DMG|678BPWR|9RCR|aBEXP
36	24223 66212	9	   	269.04	DCR|3VULN|3DMG|3ASPD	167ERES|248ASPD|378VULN|567DMG|678BPWR|9RCR|aFEWX
37	24223 66213	10	   	268.94	DCR|3VULN|3DMG|3ASPD	167ERES|248ASPD|378VULN|567DMG|678BPWR|9RCR|aDUST
38	23322 54631	6	   	268.67	DCR|5VULN|2DUR|1ASPD|1SELL	17ERES|24567VULN|37DUR|7BPWR|8SELL|9RCR|aASPD
39	23322 56631	7	   	268.67	DCR|5VULN|2DUR|1ASPD|1SELL	17ERES|24567VULN|37DUR|7BPWR|8SELL|9RCR|aASPD
40	23322 44251	5	   	267.85	DCR|4VULN|3DUR|1TLV	17ERES|2457VULN|367DUR|7BPWR|8TLV|9RCR|aMLV
41	23322 63151	8	   	267.85	DCR|4VULN|3DUR|1TLV	1ERES|2456VULN|368DUR|6BPWR|7TLV|9RCR|aMLV
42	23322 63155	8	   	267.85	DCR|4VULN|3DUR|1TLV	1ERES|2456VULN|368DUR|6BPWR|7TLV|9RCR|aRMIN
43	23322 63156	8	   	267.85	DCR|4VULN|3DUR|1TLV	1ERES|2456VULN|368DUR|6BPWR|7TLV|9RCR|aZMB
44	23322 44215	5	   	267.85	DCR|4VULN|3DUR|1TLV	17ERES|2457VULN|367DUR|7BPWR|8TLV|9LHND|aRCR
45	23322 44225	5	   	267.85	DCR|4VULN|3DUR|1TLV	17ERES|2457VULN|367DUR|7BPWR|8TLV|9FEWX|aRCR
46	23322 61165	6	   	267.85	DCR|4VULN|3DUR|1TLV	1ERES|2456VULN|368DUR|6BPWR|7BEXP|9TLV|aRCR
47	23322 62165	6	   	267.85	DCR|4VULN|3DUR|1TLV	1ERES|2456VULN|368DUR|6BPWR|7LWND|9TLV|aRCR
48	23322 63115	8	   	267.85	DCR|4VULN|3DUR|1TLV	1ERES|2456VULN|368DUR|6BPWR|7TLV|9LHND|aRCR
49	23322 63125	8	   	267.85	DCR|4VULN|3DUR|1TLV	1ERES|2456VULN|368DUR|6BPWR|7TLV|9FEWX|aRCR
50	23322 63135	9	   	267.85	DCR|4VULN|3DUR|1TLV	1ERES|2456VULN|368DUR|6BPWR|7TLV|9LWND|aRCR
51	23322 63155	9	   	267.85	DCR|4VULN|3DUR|1TLV	1ERES|2456VULN|368DUR|6BPWR|7TLV|9FEWX|aRCR
52	23322 63215	7	   	267.85	DCR|4VULN|3DUR|1TLV	1ERES|2456VULN|369DUR|6BPWR|7TLV|8LWND|aRCR
53	23322 63414	8	   	267.85	DCR|4VULN|3DUR|1TLV	1ERES|2456VULN|369DUR|6BPWR|7TLV|8BELT|aRCR
54	23362 62115	6	   	267.85	DCR|4VULN|3DUR|1TLV	1ERES|2568VULN|346DUR|6BPWR|7TLV|9LHND|aRCR
55	23362 62125	6	   	267.85	DCR|4VULN|3DUR|1TLV	1ERES|2568VULN|346DUR|6BPWR|7TLV|9FEWX|aRCR
56	23362 62151	6	   	267.85	DCR|4VULN|3DUR|1TLV	1ERES|2568VULN|346DUR|6BPWR|7TLV|9RCR|aMLV
57	23321 56231	10	   	267.75	DCR|4VULN|3DUR|1TLV	157ERES|2467VULN|379DUR|7BPWR|8TLV|aRCR
58	23322 44253	5	   	267.75	DCR|4VULN|3DUR|1TLV	17aERES|2457VULN|367DUR|7BPWR|8TLV|9RCR
59	23322 62165	7	   	267.75	DCR|4VULN|3DUR|1TLV	1ERES|2456VULN|368DUR|6BPWR|7LEGI|9TLV|aRCR
60	23322 63115	9	   	267.75	DCR|4VULN|3DUR|1TLV	1ERES|2456VULN|368DUR|6BPWR|7TLV|9LEGI|aRCR
61	23322 63153	8	   	267.75	DCR|4VULN|3DUR|1TLV	1aERES|2456VULN|368DUR|6BPWR|7TLV|9RCR
62	23322 63154	8	   	267.75	DCR|4VULN|3DUR|1TLV	1ERES|2456VULN|368DUR|6BPWR|7TLV|9RCR|aDUST
63	23332 56231	10	   	267.75	DCR|4VULN|3DUR|1TLV	147ERES|2567VULN|379DUR|7BPWR|8TLV|aRCR
64	23362 62153	6	   	267.75	DCR|4VULN|3DUR|1TLV	1aERES|2568VULN|346DUR|6BPWR|7TLV|9RCR
65	23322 65531	7	   	267.57	DCR|5VULN|2DUR|1AART	1ERES|2456aVULN|36DUR|6BPWR|7AART|8RCR|9MLV
66	64111 33543	8	   	267.03	DCR|3VULN|2DMG|3ASPD|1CDMG	139ASPD|29DMG|4CDMG|5MBVNT|6RCR|7CGEN|89aVULN|9BPWR
67	11133 33524	10	 * 	266.27	ACR|4VULN|3ASPD|3LIT|2TLV|1DMG	138LIT|2RCR|49TLV|5789VULN|689ASPD|89BPWR|aDMG
68	23322 56136	9	   	266.22	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8BEXP|9LIT|aRCR
69	23321 66133	8	   	265.25	DCR|4VULN|3DUR|1CDMG	157ERES|2467VULN|367DUR|67BPWR|8BEXP|9CDMG|aRCR
70	23332 66133	8	   	265.25	DCR|4VULN|3DUR|1CDMG	147ERES|2567VULN|367DUR|67BPWR|8BEXP|9CDMG|aRCR
71	63221 36236	9	 * 	265.04	ACR|4VULN|2DMG|2DUR|2ASPD	1aASPD|248aVULN|3RCR|5ERES|69DUR|7aDMG|aBPWR
72	63221 36236	8	   	265.04	ACR|4VULN|2DMG|2DUR|2ASPD	1aASPD|248aVULN|3RCR|5ERES|69DUR|7aDMG|aBPWR
73	63232 36236	9	   	265.04	ACR|4VULN|2DMG|2DUR|2ASPD	1aASPD|258aVULN|3RCR|4ERES|69DUR|7aDMG|aBPWR
74	63232 36236	8	   	265.04	ACR|4VULN|2DMG|2DUR|2ASPD	1aASPD|258aVULN|3RCR|4ERES|69DUR|7aDMG|aBPWR
75	23322 63524	7	   	264.28	DCR|4VULN|2DUR|1TLV|1AART	1ERES|2456VULN|36DUR|6BPWR|7TLV|8RPLT|9AART|aRCR
76	34122 14523	6	   	264.28	DCR|4VULN|3ASPD|1DUR|1AART	1FEWX|2467VULN|36aASPD|5AART|6BPWR|8RCR|9DUR
77	23122 75324	6	   	263.19	DCR|5VULN|1DMG|1DUR	167ERES|24567VULN|3MBVNT|67BPWR|8DUR|9DMG|aRCR
78	23122 77324	7	   	263.19	DCR|5VULN|1DMG|1DUR	167ERES|24567VULN|3MBVNT|67BPWR|8DUR|9DMG|aRCR
79	23124 42532	6	 * 	263.19	DCR|5VULN|3TLV|1DUR	178ERES|24678VULN|3MBVNT|578TLV|78BPWR|9DUR|aRCR
80	12133 45342	1	   	263.06	DCR|4VULN|1DMG|1TLV|1ASPD	1LIT|2ASPD|3BBNT|459aVULN|6DMG|7RCR|8TLV
81	23322 44136	5	   	262.60	DCR|4VULN|3DUR|1ASPD	17ERES|2457VULN|367DUR|7BPWR|8FEWX|9ASPD|aRCR
82	23322 44352	5	   	262.60	DCR|4VULN|3DUR|1ASPD	17ERES|2457VULN|367DUR|7BPWR|8CGEN|9RCR|aASPD
83	23322 61136	6	   	262.60	DCR|4VULN|3DUR|1ASPD	1ERES|2456VULN|368DUR|6BPWR|7BEXP|9ASPD|aRCR
84	23322 62136	6	   	262.60	DCR|4VULN|3DUR|1ASPD	1ERES|2456VULN|368DUR|6BPWR|7LWND|9ASPD|aRCR
85	23322 64136	7	   	262.60	DCR|4VULN|3DUR|1ASPD	1ERES|2456VULN|368DUR|6BPWR|7BEXP|9ASPD|aRCR
86	23322 66136	6	   	262.60	DCR|4VULN|3DUR|1ASPD	1ERES|2456VULN|368DUR|6BPWR|7FEWX|9ASPD|aRCR
87	23362 61116	6	   	262.60	DCR|4VULN|3DUR|1ASPD	1ERES|2568VULN|346DUR|6BPWR|7ASPD|9LHND|aRCR
88	23362 61126	6	   	262.60	DCR|4VULN|3DUR|1ASPD	1ERES|2568VULN|346DUR|6BPWR|7ASPD|9FEWX|aRCR
89	23362 61236	8	   	262.60	DCR|4VULN|3DUR|1ASPD	1ERES|2569VULN|346DUR|6BPWR|7FEWX|8ASPD|aRCR
90	23362 61236	7	   	262.60	DCR|4VULN|3DUR|1ASPD	1ERES|2569VULN|346DUR|6BPWR|7FEWX|8ASPD|aRCR
91	23322 62136	7	   	262.50	DCR|4VULN|3DUR|1ASPD	1ERES|2456VULN|368DUR|6BPWR|7LEGI|9ASPD|aRCR
92	11133 33525	10	   	262.46	ACR|4VULN|3ASPD|3LIT|2TLV|1DUR	138LIT|2RCR|49TLV|5789VULN|689ASPD|89BPWR|aDUR
93	34241 26332	3	 * 	261.79	DCR|3VULN|2DMG|2DUR	1FEWX|29aVULN|3BEXP|4LIT|59DUR|6DUST|79DMG|8RCR|9BPWR
94	23321 54531	6	   	261.58	DCR|4VULN|2DUR|1CDMG|1AART	157ERES|2467VULN|37DUR|7BPWR|8AART|9CDMG|aRCR
95	23321 56531	7	   	261.58	DCR|4VULN|2DUR|1CDMG|1AART	157ERES|2467VULN|37DUR|7BPWR|8AART|9CDMG|aRCR
96	23322 55523	7	   	261.58	DCR|4VULN|2DUR|1CDMG|1AART	1ERES|2456VULN|39DUR|7AART|8RCR|aCDMG
97	23322 65243	8	   	261.58	DCR|4VULN|2DUR|1CDMG|1AART	18ERES|2456VULN|36DUR|6BPWR|7AART|9RCR|aCDMG
98	23332 54531	6	   	261.58	DCR|4VULN|2DUR|1CDMG|1AART	147ERES|2567VULN|37DUR|7BPWR|8AART|9CDMG|aRCR
99	23332 56531	7	   	261.58	DCR|4VULN|2DUR|1CDMG|1AART	147ERES|2567VULN|37DUR|7BPWR|8AART|9CDMG|aRCR
100	23322 65521	7	   	261.26	DCR|4VULN|3DUR|1AART	1ERES|2456VULN|369DUR|6BPWR|7AART|8RCR|aRPLT
101	23322 65522	7	   	261.26	DCR|4VULN|3DUR|1AART	1ERES|2456VULN|369DUR|6BPWR|7AART|8RCR|aRCVC
102	23322 65523	7	   	261.26	DCR|4VULN|3DUR|1AART	1ERES|2456VULN|369DUR|6BPWR|7AART|8RCR|aZMB
103	23322 61551	10	   	261.02	DCR|4VULN|3DUR|1AART|1SELL	1ERES|2456VULN|368DUR|6BPWR|7SELL|9AART|aRCR
104	63633 35331	3	   	260.70	DCR|4VULN|1TLV|1DUR|1ASPD|1AART	1ASPD|247aVULN|3AART|5DUR|6RCR|8RCVC|9TLV
105	35422 13236	1	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	1FEWX|2DMG|345DUR|679VULN|8ASPD|aRCR
106	23322 53116	6	   	259.90	DCR|4VULN|1DMG|1TLV|1DUR	1ERES|2456VULN|3DUR|7BBNT|8TLV|9DMG|aRCR
107	23322 53616	7	   	259.90	DCR|4VULN|1DMG|1TLV|1DUR	1ERES|2456VULN|3DUR|7TLV|8TBNT|9DMG|aRCR
108	33422 13221	2	 * 	259.89	DCR|3VULN|3DUR|3ASPD	19FEWX|289ASPD|345DUR|679VULN|9BPWR|aRCR
109	36122 13221	3	   	259.89	DCR|3VULN|3DUR|3ASPD	19FEWX|245DUR|389ASPD|679VULN|9BPWR|aRCR
110	61221 62134	8	   	259.89	DCR|3VULN|3DUR|3ASPD	14aASPD|2CGEN|37aVULN|5RCVC|6RCR|89aDUR|aBPWR
111	61452 13221	1	   	259.89	DCR|3VULN|3DUR|3ASPD	189ASPD|29LHND|345DUR|679VULN|9BPWR|aRCR
112	62222 13221	1	   	259.89	DCR|3VULN|3DUR|3ASPD	189ASPD|245DUR|39FEWX|679VULN|9BPWR|aRCR
113	62322 13221	1	   	259.89	DCR|3VULN|3DUR|3ASPD	189ASPD|245DUR|39BEXP|679VULN|9BPWR|aRCR
114	64422 13221	1	   	259.89	DCR|3VULN|3DUR|3ASPD	189ASPD|29FEWX|345DUR|679VULN|9BPWR|aRCR
115	63452 33221	1	   	259.89	DCR|3VULN|3DUR|3ASPD	189ASPD|279VULN|345DUR|69FEWX|9BPWR|aRCR
116	63452 33221	2	   	259.89	DCR|3VULN|3DUR|3ASPD	189ASPD|279VULN|345DUR|69FEWX|9BPWR|aRCR
117	61231 62134	9	   	259.79	DCR|4VULN|2DUR|2ASPD	1aASPD|24CGEN|379aVULN|5RCVC|6RCR|8aDUR|aBPWR
118	63532 33122	10	   	259.68	DCR|2VULN|3DUR|2ASPD|1DMG|1TLV	17ASPD|27VULN|3DMSP|4TLV|5DUST|679DUR|7BPWR|8DMG|aRCR
119	23322 53535	9	   	259.48	DCR|5VULN|1TLV|1DUR	1ERES|24569VULN|3DUR|7TLV|8BEXP|aRCR
120	23122 63137	9	   	259.38	DCR|5VULN|1TLV|1DUR	1ERES|24569VULN|3MBVNT|7TLV|8DUR|aRCR
121	23122 73137	9	   	259.38	DCR|5VULN|1TLV|1DUR	16ERES|24569VULN|3MBVNT|6BPWR|7TLV|8DUR|aRCR
122	23123 71728	10	 * 	258.74	DCR|4VULN|2DMG|1CDMG	1aERES|248aVULN|3MBVNT|5CGEN|6CDMG|7aDMG|9RCR|aBPWR
123	23331 63663	5	 * 	258.66	DCR|3VULN|2DMG|2CDMG|1DUR	145ERES|29aVULN|3DUR|6RCR|79CDMG|89DMG|9BPWR
124	23322 13545	7	 * 	258.34	DCR|4VULN|2DUR|2CDMG	18ERES|2458VULN|39DUR|6BEXP|78CDMG|8BPWR|aRCR
125	23322 62156	8	   	258.34	DCR|4VULN|2DUR|1DMG	1ERES|2456VULN|36DUR|6BPWR|7LEGI|8BEXP|9DMG|aRCR
126	23322 62356	7	   	258.34	DCR|4VULN|2DUR|1DMG	1ERES|2456VULN|36DUR|6BPWR|7LEGI|8BEXP|9DMG|aRCR
127	23122 73172	10	   	258.24	DCR|4VULN|2DUR|2TLV	169ERES|2456VULN|3MBVNT|69BPWR|79TLV|89DUR|aRCR
128	23312 23565	7	   	258.24	DCR|4VULN|2DUR|2CDMG	18ERES|2689VULN|35DUR|4DUST|78CDMG|8BPWR|aRCR
129	12621 52162	8	   	258.18	DCR|5VULN|1DUR|2LIT	16LIT|2LWND|3DUST|4569aVULN|6BPWR|7RCR|8DUR
130	34122 14531	6	 * 	257.95	DCR|5VULN|2ASPD|1AART	1FEWX|2467aVULN|36ASPD|5AART|6BPWR|8RCR|9ERES
131	23122 73523	7	   	257.95	DCR|5VULN|2TLV|1ASPD	168ERES|24568VULN|3MBVNT|68BPWR|78TLV|9ASPD|aRCR
132	23124 42566	6	   	257.95	DCR|5VULN|3TLV|1ASPD	178ERES|24678VULN|3MBVNT|578TLV|78BPWR|9ASPD|aRCR
133	23322 54225	6	   	257.91	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8MLV|9FEWX|aRCR
134	23322 54325	6	   	257.91	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8CGEN|9FEWX|aRCR
135	23322 56115	9	   	257.91	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8BEXP|9RMIN|aRCR
136	23322 56215	9	   	257.91	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8LWND|9RMIN|aRCR
137	23322 56225	7	   	257.91	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8MLV|9FEWX|aRCR
138	23322 56235	8	   	257.91	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8LWND|9CGEN|aRCR
139	23322 56325	7	   	257.91	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8CGEN|9FEWX|aRCR
140	23322 56325	8	   	257.91	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8MLV|9FEWX|aRCR
141	23322 62435	6	   	257.91	DCR|5VULN|2DUR	1ERES|24569VULN|36DUR|6BPWR|7LWND|8CGEN|aRCR
142	23322 64235	9	   	257.91	DCR|5VULN|2DUR	1ERES|24569VULN|36DUR|6BPWR|7BEXP|8MLV|aRCR
143	23322 54251	6	   	257.91	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8MLV|9RCR|aLWND
144	23322 54252	6	   	257.91	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8MLV|9RCR|aRPLT
145	23322 54351	6	   	257.91	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8CGEN|9RCR|aLWND
146	23322 54352	6	   	257.91	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8CGEN|9RCR|aRPLT
147	23322 56251	7	   	257.91	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8MLV|9RCR|aLWND
148	23322 56252	7	   	257.91	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8MLV|9RCR|aRPLT
149	23322 56351	8	   	257.91	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8MLV|9RCR|aLWND
150	23322 56351	7	   	257.91	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8CGEN|9RCR|aLWND
151	23322 56352	8	   	257.91	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8MLV|9RCR|aRPLT
152	23322 56352	7	   	257.91	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8CGEN|9RCR|aRPLT
153	34122 14324	7	   	257.89	DCR|3VULN|2ASPD|1DMG|1CDMG|1AART	1FEWX|246VULN|36ASPD|5AART|6BPWR|7CDMG|8LIT|9RCR|aDMG
154	23122 18141	5	   	257.81	DCR|5VULN|2DUR	179ERES|24579VULN|3MBVNT|6RCR|79BPWR|89DUR|aRMIN
155	23122 18143	5	   	257.81	DCR|5VULN|2DUR	179ERES|24579VULN|3MBVNT|6RCR|79BPWR|89DUR|aMLV
156	23122 18146	5	   	257.81	DCR|5VULN|2DUR	179ERES|24579VULN|3MBVNT|6RCR|79BPWR|89DUR|aFEWX
157	23122 18147	5	   	257.81	DCR|5VULN|2DUR	179ERES|24579VULN|3MBVNT|6RCR|79BPWR|89DUR|aZMB
158	23322 54253	6	   	257.81	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8MLV|9RCR|aBBNT
159	23322 54353	6	   	257.81	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8CGEN|9RCR|aBBNT
160	23322 56253	7	   	257.81	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8MLV|9RCR|aBBNT
161	23322 56353	7	   	257.81	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8CGEN|9RCR|aBBNT
162	23322 56353	8	   	257.81	DCR|5VULN|2DUR	17ERES|24567VULN|37DUR|7BPWR|8MLV|9RCR|aBBNT
163	23322 62235	9	   	257.81	DCR|5VULN|2DUR	1ERES|24569VULN|36DUR|6BPWR|7LEGI|8MLV|aRCR
164	23322 62435	7	   	257.81	DCR|5VULN|2DUR	1ERES|24569VULN|36DUR|6BPWR|7LEGI|8CGEN|aRCR
165	23122 18142	5	   	257.71	DCR|5VULN|2DUR	179ERES|24579VULN|3MBVNT|6RCR|79BPWR|89DUR|aTBNT
166	23122 18144	5	   	257.71	DCR|5VULN|2DUR	179ERES|24579VULN|3MBVNT|6RCR|79BPWR|89DUR|aDUST
167	12133 15442	1	   	257.58	DCR|4VULN|2DUR|1ASPD	1LIT|2ASPD|3BBNT|459aVULN|6RCR|78DUR
