0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22326 33553	2	 * 	281.27	DCR|5VULN|3DUR|3ASPD	1BELT|25689VULN|389DUR|489ASPD|7TBNT|89BPWR|aRCR
23	33354 61222	8	 * 	268.35	DCR|4VULN|3DMG|2CDMG	1LEGI|2BELT|37CDMG|478aVULN|567DMG|7BPWR|9RCR
24	12513 16131	8	   	267.62	DCR|3VULN|2TLV|2DUR|1DMG	1DMSP|28TLV|38DUR|4DMG|5LWND|68aVULN|7RCR|8BPWR|9ASPD
25	12514 16131	8	   	267.62	DCR|3VULN|2TLV|2DUR|1DMG	1DMSP|28TLV|38DUR|4DMG|5LHND|68aVULN|7RCR|8BPWR|9ASPD
26	32512 12243	3	   	267.52	DCR|3VULN|2TLV|2DUR|2CDMG	1LEGI|249VULN|34TLV|49BPWR|59CDMG|69DUR|7RPLT|8RCR|aLIT
27	32515 12243	3	   	267.52	DCR|3VULN|2TLV|2DUR|2CDMG	1LEGI|249VULN|34TLV|49BPWR|59DUR|69CDMG|7RPLT|8RCR|aLIT
28	12111 66131	8	   	267.52	DCR|3VULN|2TLV|2DUR|1DMG	1DMSP|28TLV|38aVULN|4DMG|5DUST|68DUR|7RCR|8BPWR|9ASPD
29	12511 16131	8	   	267.52	DCR|3VULN|2TLV|2DUR|1DMG	1DMSP|28TLV|38DUR|4DMG|5DUST|68aVULN|7RCR|8BPWR|9ASPD
30	11431 12148	10	   	267.43	DCR|3VULN|3DUR|2TLV|2LIT	1DMSP|27aVULN|3RCVC|47LIT|57aDUR|6MBVNT|7aBPWR|8aTLV|9RCR
31	32441 26122	9	   	266.06	DCR|3VULN|2DMG|1TLV|2CDMG|1NUKE	1LEGI|289VULN|39CDMG|4ASPD|5NUKE|6TLV|79DMG|9BPWR|aRCR
32	12413 16132	9	   	265.86	DCR|2VULN|2DMG|2TLV|2DUR|1CDMG	1DMSP|28TLV|38DMG|4aDUR|5LWND|68VULN|7RCR|8BPWR|9CDMG
33	12414 16132	9	   	265.86	DCR|2VULN|2DMG|2TLV|2DUR|1CDMG	1DMSP|28TLV|38DMG|4aDUR|5LHND|68VULN|7RCR|8BPWR|9CDMG
34	11433 62212	2	 * 	265.67	DCR|4VULN|2DUR|1TLV|1CDMG	1DMSP|2348VULN|5CDMG|69DUR|7TLV|aRCR
35	22632 51234	10	   	265.48	DCR|3VULN|2DUR|1TLV|3CDMG	1BELT|267VULN|3TLV|47DUR|578CDMG|7BPWR|9RCR|aLIT
36	22632 51236	10	 * 	265.26	DCR|3VULN|2TLV|2DUR|3CDMG	1BELT|267VULN|3aTLV|47DUR|578CDMG|7BPWR|9RCR
37	32512 51413	3	 * 	265.16	DCR|3VULN|3TLV|2DUR|3CDMG	1LEGI|24aVULN|346TLV|46aBPWR|56aCDMG|7RCR|8aDUR|9TBNT
38	22351 13435	10	 * 	265.14	DCR|5VULN|2TLV|2AART	1BELT|2489aVULN|35AART|6RCR|79TLV|9BPWR
39	22312 52346	2	   	264.36	DCR|3VULN|3DUR|1TLV|1DMG	1BELT|245VULN|347DUR|4BPWR|6TLV|8ZMB|9RCR|aDMG
40	12521 15343	2	 * 	264.29	DCR|4VULN|2TLV|1DMG|2LIT	1DMSP|28TLV|3DUST|458aVULN|68LIT|7RCR|8BPWR|9DMG
41	33354 61223	8	   	263.55	DCR|3VULN|3DMG|2CDMG|1DUR	1LEGI|2BELT|37CDMG|478VULN|567DMG|7BPWR|9RCR|aDUR
42	22125 31216	8	 * 	263.47	DCR|4VULN|2DMG|2DUR	1BELT|2469VULN|34DUST|49BPWR|59DUR|79DMG|8DLOT|aRCR
43	22126 62216	8	   	263.47	DCR|4VULN|2DMG|2DUR	1BELT|2469VULN|34DUST|49BPWR|59DMG|79DUR|8DLOT|aRCR
44	22351 13431	9	   	263.05	DCR|4VULN|2TLV|2AART|1DUR	1BELT|2489VULN|35AART|6RCR|79TLV|9BPWR|aDUR
45	22351 13432	10	   	263.05	DCR|4VULN|2TLV|2AART|1DUR	1BELT|2489VULN|35AART|6RCR|79TLV|9BPWR|aDUR
46	32416 12242	3	   	262.46	DCR|3VULN|2TLV|2DUR|1CDMG|1AART	1LEGI|249VULN|3CDMG|59TLV|69DUR|7RPLT|8RCR|9BPWR|aAART
47	12413 12632	5	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	1DMSP|29TLV|39DMG|4DUR|5LWND|6RCR|7RPLT|89aVULN|9BPWR
48	12413 16111	8	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	1DMSP|28TLV|38DMG|4DUR|5LWND|68aVULN|7RCR|8BPWR|9RMIN
49	12413 16121	8	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	1DMSP|28TLV|38DMG|4DUR|5LWND|68aVULN|7RCR|8BPWR|9CGEN
50	12414 12632	5	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	1DMSP|29TLV|39DMG|4DUR|5LHND|6RCR|7RPLT|89aVULN|9BPWR
51	12414 16111	8	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	1DMSP|28TLV|38DMG|4DUR|5LHND|68aVULN|7RCR|8BPWR|9RMIN
52	12414 16121	8	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	1DMSP|28TLV|38DMG|4DUR|5LHND|68aVULN|7RCR|8BPWR|9CGEN
53	12411 16111	8	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	1DMSP|28TLV|38DMG|4DUR|5DUST|68aVULN|7RCR|8BPWR|9RMIN
54	12411 16121	8	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	1DMSP|28TLV|38DMG|4DUR|5DUST|68aVULN|7RCR|8BPWR|9CGEN
55	12411 16143	10	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	1DMSP|28TLV|38DMG|4DUR|5DUST|68aVULN|7RCR|8BPWR|9FEWX
56	22434 61222	8	   	262.14	DCR|4VULN|3DMG|1CDMG	1BELT|278aVULN|3CDMG|47LHND|567DMG|7BPWR|9RCR
57	32425 36111	9	 * 	262.13	DCR|4VULN|2DUR|2CDMG|2ASPD	1LEGI|269aVULN|3aCDMG|4LWND|56DUR|6aBPWR|7aASPD|8RCR
58	22414 61222	8	   	261.94	DCR|4VULN|3DMG|1CDMG	1BELT|278aVULN|3CDMG|47DUST|567DMG|7BPWR|9RCR
59	12131 62215	7	   	261.77	DCR|2VULN|2DMG|2TLV|2DUR|1AART	1DMSP|29TLV|38VULN|4AART|59DUR|6MBVNT|79DMG|9BPWR|aRCR
60	22312 54314	2	   	261.68	DCR|4VULN|2DUR|1TLV|1AART	1BELT|245aVULN|34DUR|4BPWR|6TLV|7AART|8TBNT|9RCR
61	12115 36142	4	   	261.62	DCR|3VULN|3DMG|2TLV	1aDMSP|29TLV|369VULN|456DMG|69BPWR|7RCR|89DUST
62	12433 34236	4	   	261.55	DCR|2VULN|3DMG|2TLV|2LIT|1AART	1DMSP|2aTLV|358DMG|4aLIT|6RCR|7AART|9aVULN|aBPWR
63	12115 36116	4	   	261.52	DCR|3VULN|3DMG|2TLV	1DMSP|2aTLV|369VULN|456DMG|6BPWR|7RCR|8DUST
64	12115 36143	4	   	261.52	DCR|3VULN|3DMG|2TLV	1DMSP|29TLV|369VULN|456DMG|69BPWR|7RCR|89DUST|aBBNT
65	12513 16132	9	   	261.50	DCR|2VULN|3DUR|2TLV|1DMG|1CDMG	1DMSP|28TLV|38aDUR|4DMG|5LWND|68VULN|7RCR|8BPWR|9CDMG
66	12514 16132	9	   	261.50	DCR|2VULN|3DUR|2TLV|1DMG|1CDMG	1DMSP|28TLV|38aDUR|4DMG|5LHND|68VULN|7RCR|8BPWR|9CDMG
67	32416 12243	3	   	261.11	DCR|3VULN|2TLV|2DUR|1CDMG	1LEGI|249VULN|3CDMG|59TLV|69DUR|7RPLT|8RCR|9BPWR|aLIT
68	22351 12463	6	   	261.02	DCR|3VULN|3DMG|2AART|2ASPD	1BELT|24aVULN|35AART|6RCR|79aDMG|8aASPD|aBPWR
69	12413 16131	10	   	260.94	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG|1AART	1DMSP|28TLV|38DMG|4DUR|5LWND|68VULN|7RCR|8BPWR|9CDMG|aAART
70	12413 16135	9	   	260.94	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG|1AART	1DMSP|28TLV|38DMG|4DUR|5LWND|68VULN|7RCR|8BPWR|9CDMG|aAART
71	12414 16131	10	   	260.94	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG|1AART	1DMSP|28TLV|38DMG|4DUR|5LHND|68VULN|7RCR|8BPWR|9CDMG|aAART
72	12121 22552	4	   	260.69	DCR|3VULN|3DUR|2TLV	1DMSP|29TLV|359VULN|479DUR|6TBNT|8RCR|9BPWR|aASPD
73	12125 22552	3	   	260.69	DCR|3VULN|3DUR|2TLV	1DMSP|29TLV|349VULN|579DUR|6TBNT|8RCR|9BPWR|aASPD
74	12521 22552	3	   	260.69	DCR|3VULN|3DUR|2TLV	1DMSP|29TLV|379DUR|459VULN|6TBNT|8RCR|9BPWR|aASPD
75	22312 51221	2	   	260.43	DCR|4VULN|2DUR|1TLV	1BELT|2458VULN|34DUR|4BPWR|6TLV|7ASPD|9BEXP|aRCR
76	32453 11411	6	 * 	259.63	DCR|2VULN|3DUR|1TLV|1DMG|2CDMG	1LEGI|29VULN|39CDMG|4BEXP|5TLV|689DUR|7RCR|9BPWR|aDMG
77	32453 14111	8	   	259.63	DCR|2VULN|3DUR|1TLV|1DMG|2CDMG	1LEGI|29VULN|39CDMG|4BEXP|5TLV|679DUR|8RCR|9BPWR|aDMG
78	12116 61242	4	 * 	259.60	DCR|5VULN|1TLV|1DMG	1DMSP|2TLV|3689aVULN|4DMG|5BELT|7RCR
79	12521 15342	2	   	259.49	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	1DMSP|28TLV|3DUST|458VULN|68LIT|7RCR|8BPWR|9DMG|aDUR
80	12411 16136	8	   	259.48	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DMSP|28TLV|38DMG|4DUR|5DUST|68VULN|7RCR|8BPWR|9ASPD|aCDMG
81	22632 51315	7	   	259.44	DCR|3VULN|2DUR|1TLV|2CDMG	1BELT|267VULN|3TLV|47DUR|57CDMG|7BPWR|8RPLT|9LIT|aRCR
82	22422 32411	4	 * 	259.41	DCR|4VULN|3DUR|2CDMG	1BELT|279aVULN|39CDMG|467LWND|579DUR|79BPWR|8RCR
83	22463 32411	4	   	259.41	DCR|4VULN|3DUR|2CDMG	1BELT|279aVULN|39CDMG|479DUR|567LWND|79BPWR|8RCR
84	12513 12632	5	   	259.32	DCR|3VULN|2TLV|2DUR|1DMG	1DMSP|29TLV|39DUR|4DMG|5LWND|6RCR|7RPLT|89aVULN|9BPWR
85	12513 16111	8	   	259.32	DCR|3VULN|2TLV|2DUR|1DMG	1DMSP|28TLV|38DUR|4DMG|5LWND|68aVULN|7RCR|8BPWR|9RMIN
86	12513 16121	8	   	259.32	DCR|3VULN|2TLV|2DUR|1DMG	1DMSP|28TLV|38DUR|4DMG|5LWND|68aVULN|7RCR|8BPWR|9CGEN
87	12514 12632	5	   	259.32	DCR|3VULN|2TLV|2DUR|1DMG	1DMSP|29TLV|39DUR|4DMG|5LHND|6RCR|7RPLT|89aVULN|9BPWR
88	12514 16111	8	   	259.32	DCR|3VULN|2TLV|2DUR|1DMG	1DMSP|28TLV|38DUR|4DMG|5LHND|68aVULN|7RCR|8BPWR|9RMIN
89	12514 16121	8	   	259.32	DCR|3VULN|2TLV|2DUR|1DMG	1DMSP|28TLV|38DUR|4DMG|5LHND|68aVULN|7RCR|8BPWR|9CGEN
90	22336 63531	2	   	259.32	DCR|3VULN|2TLV|2DUR|1DMG	1BELT|257VULN|39DUR|47TLV|67FEWX|7BPWR|8DMG|aRCR
91	12111 66111	8	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	1DMSP|28TLV|38aVULN|4DMG|5DUST|68DUR|7RCR|8BPWR|9RMIN
92	12111 66121	8	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	1DMSP|28TLV|38aVULN|4DMG|5DUST|68DUR|7RCR|8BPWR|9CGEN
93	12111 66143	10	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	1DMSP|28TLV|38aVULN|4DMG|5DUST|68DUR|7RCR|8BPWR|9FEWX
94	12511 16111	8	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	1DMSP|28TLV|38DUR|4DMG|5DUST|68aVULN|7RCR|8BPWR|9RMIN
95	12511 16121	8	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	1DMSP|28TLV|38DUR|4DMG|5DUST|68aVULN|7RCR|8BPWR|9CGEN
96	12511 16143	10	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	1DMSP|28TLV|38DUR|4DMG|5DUST|68aVULN|7RCR|8BPWR|9FEWX
97	22632 51116	9	   	259.22	DCR|3VULN|2TLV|2DUR|2CDMG	1BELT|267VULN|38TLV|47DUR|57CDMG|7BPWR|9LWND|aRCR
98	22632 51116	8	   	259.22	DCR|3VULN|2TLV|2DUR|2CDMG	1BELT|267VULN|38TLV|47DUR|57CDMG|7BPWR|9LWND|aRCR
99	22632 51133	9	   	259.22	DCR|3VULN|2TLV|2DUR|2CDMG	1BELT|267VULN|38TLV|47DUR|57CDMG|7BPWR|9BEXP|aRCR
100	22632 51313	9	   	259.22	DCR|3VULN|2TLV|2DUR|2CDMG	1BELT|267VULN|39TLV|47DUR|57CDMG|7BPWR|8FEWX|aRCR
101	22632 51513	9	   	259.22	DCR|3VULN|2TLV|2DUR|2CDMG	1BELT|267VULN|39TLV|47DUR|57CDMG|7BPWR|8BEXP|aRCR
102	32512 12244	3	   	259.22	DCR|3VULN|2TLV|2DUR|2CDMG	1LEGI|249VULN|34TLV|49BPWR|59CDMG|69DUR|7RPLT|8RCR|aBEXP
103	32512 12245	3	   	259.22	DCR|3VULN|2TLV|2DUR|2CDMG	1LEGI|249VULN|34TLV|49BPWR|59CDMG|69DUR|7RPLT|8RCR|aBELT
104	32512 11434	3	   	259.17	DCR|4VULN|2TLV|1DUR|1CDMG	1LEGI|247aVULN|34TLV|4BPWR|5CDMG|6DUR|8CGEN|9RCR
105	22132 51663	9	   	259.12	DCR|3VULN|2TLV|2DUR|2CDMG	1BELT|267VULN|3DUST|47TLV|57CDMG|7BPWR|89DUR|aRCR
106	22336 33531	2	   	259.12	DCR|3VULN|2TLV|2DUR|1DMG	1BELT|257VULN|39DUR|47TLV|67DUST|7BPWR|8DMG|aRCR
107	22632 51153	9	   	259.12	DCR|3VULN|2TLV|2DUR|2CDMG	1BELT|267VULN|38TLV|47DUR|57CDMG|7BPWR|9DUST|aRCR
108	22632 51163	8	   	259.12	DCR|3VULN|2TLV|2DUR|2CDMG	1BELT|267VULN|38TLV|47DUR|57CDMG|7BPWR|9DUST|aRCR
109	22632 51413	9	   	259.12	DCR|3VULN|2TLV|2DUR|2CDMG	1BELT|267VULN|39TLV|47DUR|57CDMG|7BPWR|8DUST|aRCR
110	22412 22411	4	   	259.11	DCR|4VULN|3DUR|2CDMG	1BELT|279aVULN|39CDMG|467DUST|579DUR|79BPWR|8RCR
111	22543 23162	9	   	258.99	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	13BELT|2aVULN|4aDMG|58DUR|6TLV|7aLIT|9RCR|aBPWR
112	32351 55212	5	   	258.37	DCR|3VULN|3DMG|2DUR	1LEGI|289VULN|3RCVC|45DUR|689DMG|789LWND|89BPWR|aRCR
113	32512 12216	3	   	258.18	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1LEGI|249VULN|34TLV|4BPWR|5CDMG|6DUR|7RPLT|8RCR|aDMG
114	32515 12216	3	   	258.18	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1LEGI|249VULN|34TLV|4BPWR|5DUR|6CDMG|7RPLT|8RCR|aDMG
115	31323 33335	4	   	258.15	DCR|4VULN|3DMG|1AART	1LEGI|2AART|369DMG|4RPLT|5679VULN|69BPWR|89CGEN|aRCR
116	22525 33512	6	   	257.95	DCR|3VULN|2DMG|1TLV|2CDMG	13BELT|279VULN|4DMSP|59DMG|69CDMG|8RCR|9BPWR|aTLV
117	31323 33435	4	   	257.95	DCR|4VULN|3DMG|1AART	1LEGI|2AART|369DMG|4RPLT|5679VULN|69BPWR|89ERES|aRCR
118	63216 11632	2	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	1CGEN|247VULN|34aDUR|4BPWR|5FEWX|6CDMG|8TLV|9RCR
119	63212 61632	2	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	1CGEN|247VULN|34aDUR|4BPWR|5CDMG|6BEXP|8TLV|9RCR
120	12513 16131	10	   	257.93	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG|1AART	1DMSP|28TLV|38DUR|4DMG|5LWND|68VULN|7RCR|8BPWR|9CDMG|aAART
121	12513 16135	9	   	257.93	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG|1AART	1DMSP|28TLV|38DUR|4DMG|5LWND|68VULN|7RCR|8BPWR|9CDMG|aAART
122	12514 16131	10	   	257.93	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG|1AART	1DMSP|28TLV|38DUR|4DMG|5LHND|68VULN|7RCR|8BPWR|9CDMG|aAART
123	32123 22212	7	   	257.59	DCR|5VULN|3DUR	1LEGI|26789VULN|3DUST|489DUR|589ZMB|89BPWR|aRCR
124	11521 22134	3	 * 	257.48	ACR|4VULN|2DMG|2DUR|1TLV	1DMSP|2589VULN|3RCR|49DMG|6TBNT|79DUR|9BPWR|aTLV
125	22453 23512	4	 * 	257.40	DCR|4VULN|3CDMG|1DMG|2ASPD	1BELT|2479VULN|369CDMG|59ASPD|8RCR|9BPWR|aDMG
126	32143 22214	7	   	257.39	DCR|5VULN|3DUR	1LEGI|26789VULN|389DUST|4RMIN|589DUR|89BPWR|aRCR
127	22353 13435	10	   	257.37	DCR|5VULN|2TLV|1AART	15BELT|2489aVULN|3AART|6RCR|79TLV|9BPWR
128	22434 61223	8	   	257.34	DCR|3VULN|3DMG|1DUR|1CDMG	1BELT|278VULN|3CDMG|47LHND|567DMG|7BPWR|9RCR|aDUR
129	22125 22411	6	   	257.24	DCR|5VULN|3DUR|1SELL	1BELT|2479aVULN|347DUST|479BPWR|579DUR|6SELL|8RCR
130	22632 51231	10	   	257.18	DCR|3VULN|2DUR|1TLV|3CDMG	1BELT|267VULN|3TLV|47DUR|578CDMG|7BPWR|9RCR|aRMIN
131	22632 51232	10	   	257.18	DCR|3VULN|2DUR|1TLV|3CDMG	1BELT|267VULN|3TLV|47DUR|578CDMG|7BPWR|9RCR|aMLV
132	22632 51233	9	   	257.18	DCR|3VULN|2DUR|1TLV|3CDMG	1BELT|267VULN|3TLV|47DUR|578CDMG|7BPWR|9RCR|aRPLT
133	22632 51234	9	   	257.18	DCR|3VULN|2DUR|1TLV|3CDMG	1BELT|267VULN|3TLV|47DUR|578CDMG|7BPWR|9RCR|aCGEN
134	22414 61223	8	   	257.14	DCR|3VULN|3DMG|1DUR|1CDMG	1BELT|278VULN|3CDMG|47DUST|567DMG|7BPWR|9RCR|aDUR
135	22632 51232	9	   	257.08	DCR|3VULN|2DUR|1TLV|3CDMG	1BELT|267VULN|3TLV|47DUR|578CDMG|7BPWR|9RCR|aDUST
136	22632 51235	9	   	257.08	DCR|3VULN|2DUR|1TLV|3CDMG	1BELT|267VULN|3TLV|47DUR|578CDMG|7BPWR|9RCR|aERES
137	12111 66136	8	   	256.48	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1DMSP|28TLV|38VULN|4DMG|5DUST|68DUR|7RCR|8BPWR|9ASPD|aCDMG
138	12511 16136	8	   	256.48	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1DMSP|28TLV|38DUR|4DMG|5DUST|68VULN|7RCR|8BPWR|9ASPD|aCDMG
139	22451 11336	9	   	255.82	DCR|4VULN|2DUR|2ASPD|1CDMG	1BELT|2479VULN|3CDMG|57DUR|67ASPD|7BPWR|8BEXP|aRCR
140	12633 62215	7	   	255.63	DCR|3VULN|2DMG|2TLV|1AART	1DMSP|29TLV|3LWND|4AART|589VULN|6MBVNT|79DMG|9BPWR|aRCR
141	22132 31345	2	   	255.53	DCR|3VULN|3DUR|3ASPD|1CDMG|1NUKE	1BELT|28aVULN|3NUKE|4CDMG|5RMIN|68aASPD|78aDUR|8aBPWR|9RCR
142	22353 13431	9	   	255.28	DCR|4VULN|2TLV|1DUR|1AART	15BELT|2489VULN|3AART|6RCR|79TLV|9BPWR|aDUR
143	22353 13432	10	   	255.28	DCR|4VULN|2TLV|1DUR|1AART	15BELT|2489VULN|3AART|6RCR|79TLV|9BPWR|aDUR
144	22351 13436	10	   	255.11	DCR|4VULN|2TLV|2AART	1BELT|2489VULN|35AART|6RCR|79TLV|9BPWR|aASPD
145	22621 51216	7	   	255.00	DCR|2VULN|3DMG|2TLV|1AART	1BELT|29VULN|39TLV|4LIT|5AART|6RCR|7LWND|89aDMG|9BPWR
146	22621 52216	7	   	255.00	DCR|2VULN|3DMG|2TLV|1AART	1BELT|29VULN|39TLV|4LIT|5AART|6RCR|7LHND|89aDMG|9BPWR
147	12116 61241	4	   	254.90	DCR|4VULN|1TLV|1DMG|1CDMG	1DMSP|2TLV|3689VULN|4DMG|5BELT|7RCR|aCDMG
148	33421 51216	6	   	254.90	DCR|2VULN|3DMG|2TLV|1AART	1LEGI|2BELT|39TLV|4LIT|5AART|6RCR|79VULN|89aDMG|9BPWR
149	32542 51231	9	 * 	254.39	DCR|3VULN|2TLV|3CDMG|1DMG	1LEGI|267VULN|37TLV|4BELT|578CDMG|7BPWR|9RCR|aDMG
150	22316 31212	2	   	254.29	DCR|4VULN|2DUR|1DMG	1BELT|2468VULN|34DUR|4BPWR|5ASPD|7DMG|9CGEN|aRCR
151	22436 25331	2	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1BELT|258VULN|3LWND|4TLV|69DMG|7DUR|aRCR
152	22631 66331	5	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1BELT|268VULN|3TLV|4DUR|5LWND|79DMG|aRCR
153	32513 22526	8	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1LEGI|267VULN|3TLV|4FEWX|5DUR|8RCR|9aDMG
154	22351 13424	10	   	253.88	DCR|3VULN|1TLV|1DMG|2AART|1DUR	1BELT|248VULN|35AART|6RCR|7TLV|9DUR|aDMG
155	31313 35632	8	   	253.75	DCR|3VULN|2DMG|2ASPD|1DUR|1AART	1LEGI|2AART|38DMG|4FEWX|58ASPD|6RCR|789VULN|8BPWR|aDUR
156	31313 35651	8	   	253.75	DCR|3VULN|2DMG|2ASPD|1DUR|1AART	1LEGI|2AART|38DMG|4FEWX|58ASPD|6RCR|78aVULN|8BPWR|9DUR
157	12112 13524	7	   	253.69	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1DMSP|2TLV|36VULN|46DMG|5RMIN|6BPWR|7AART|8RCR|9aDUR
158	12411 16135	8	   	253.68	DCR|2VULN|2DMG|2TLV|2ASPD|1DUR	1DMSP|28TLV|38DMG|4DUR|5DUST|68VULN|7RCR|8BPWR|9aASPD
159	12115 36512	4	   	253.54	DCR|3VULN|3DMG|1TLV	1aDMSP|2TLV|369VULN|456DMG|6BPWR|7RCR|8FEWX
160	22121 61345	2	 * 	253.54	DCR|3VULN|3DMG|3CDMG|1NUKE	1BELT|28aVULN|3NUKE|4BEXP|5RMIN|68aDMG|78aCDMG|8aBPWR|9RCR
161	32123 62382	2	   	253.49	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1LEGI|28VULN|38DMG|4BBNT|58DUR|6MBVNT|7RCR|8BPWR|9AART|aTLV
