0	Index      	 *	Score 	Summary	Detail	
1	12151 33817	 * 	287.90	DCR|3VULN|3ASPD|2DMG|1MLV	139ASPD|29aVULN|4MBVNT|5DUST|6MLV|79DMG|8RCR|9BPWR
13	62325 22112	 * 	278.31	DCR|3VULN|2MLV|2ASPD|1AAC	18MLV|23aVULN|48LHND|5AAC|6RPLT|78ASPD|8BPWR|9RCR
14	62134 24112	 * 	277.90	DCR|2MLV|2TLV|1VULN|2ASPD|1CDMG	16MLV|2VULN|37ASPD|4CDMG|58TLV|9RCR|aDUR
15	21242 63142	 * 	277.33	DCR|3VULN|1TLV|2ASPD|1MLV	1AEFBLL|27ASPD|369VULN|4AART|5TLV|8MLV|aRCR
16	25162 23411	 * 	276.76	DCR|2VULN|2MLV|2DMG|1TLV	1AEFBLL|2aDMG|3CGEN|4TLV|5aVULN|6AME|7RPLT|8aMLV|9RCR|aBPWR
17	25332 23411	   	276.76	DCR|2VULN|2MLV|2DMG|1TLV	1AEFBLL|2aDMG|3TLV|4CGEN|5aVULN|6AME|7RPLT|8aMLV|9RCR|aBPWR
18	25162 13411	   	276.66	DCR|2VULN|2MLV|2DMG|1TLV	1AEFBLL|2aDMG|3CGEN|4TLV|5aVULN|6ERES|7RPLT|8aMLV|9RCR|aBPWR
19	25332 13411	   	276.66	DCR|2VULN|2MLV|2DMG|1TLV	1AEFBLL|2aDMG|3TLV|4CGEN|5aVULN|6ERES|7RPLT|8aMLV|9RCR|aBPWR
20	62134 24113	   	276.53	DCR|2MLV|2TLV|1VULN|2ASPD|1CDMG	16MLV|2VULN|37ASPD|4CDMG|58TLV|9RCR|aRAT
21	62331 13111	   	276.12	DCR|3VULN|2MLV|1TLV|2RAT	17MLV|237VULN|4LIT|5FEWX|67RAT|7BPWR|8RCR|9MBVNT|aTLV
22	62331 13141	   	276.12	DCR|3VULN|2MLV|1TLV|2RAT	17MLV|237VULN|4LIT|5FEWX|67RAT|7BPWR|8RCR|9BEXP|aTLV
23	62333 13111	   	276.02	DCR|3VULN|2MLV|1TLV|2RAT	17MLV|237VULN|4LIT|5BEXP|67RAT|7BPWR|8RCR|9MBVNT|aTLV
24	62334 13111	   	276.02	DCR|3VULN|2MLV|1TLV|2RAT	17MLV|237VULN|4LIT|5DUST|67RAT|7BPWR|8RCR|9MBVNT|aTLV
25	62334 13141	   	276.02	DCR|3VULN|2MLV|1TLV|2RAT	17MLV|237VULN|4LIT|5DUST|67RAT|7BPWR|8RCR|9BEXP|aTLV
26	12286 12142	 * 	275.39	DCR|DCR|1VULN|1MLV|1AAC|1ASPD|1SELL	1ASPD|2VULN|3MBVNT|4AETHUN|5SELL|6RPLT|78RCR|9AAC|aMLV
27	62361 26112	 * 	275.14	DCR|3VULN|1TLV|1MLV|1DMG|1AAC	1MLV|23aVULN|4ERES|5AAC|6RPLT|7DMG|8TLV|9RCR
28	52243 16133	 * 	273.68	DCR|4VULN|1TLV|1MLV	1LIT|2RAT|3469VULN|5DUR|7TLV|8RCR|aMLV
29	32366 26111	 * 	273.25	DCR|2VULN|2MLV|2TLV|1DMG	1CGEN|2aVULN|3AEFBLL|4ERES|5aMLV|6RPLT|7DMG|8aTLV|9RCR|aBPWR
30	62362 26111	   	273.25	DCR|2VULN|2MLV|2TLV|1DMG	1aMLV|23VULN|4aERES|5CGEN|6RPLT|7DMG|8aTLV|9RCR|aBPWR
31	12284 44545	   	272.83	DCR|2MLV|2TLV|1VULN|2ASPD|1AAC	1aASPD|2VULN|3MBVNT|4AETHUN|5RPLT|6aTLV|7RCR|8aMLV|9AAC|aBPWR
32	23263 42353	 * 	272.35	DCR|2VULN|3DMG|2TLV|1ASPD	14AEFBLL|2BBNT|349DMG|49BPWR|5SPLREG|69VULN|79TLV|8RCR|aASPD
33	12142 12132	   	272.05	DCR|2VULN|2TLV|3ASPD|1AAC	136ASPD|28VULN|4AART|58TLV|7MBVNT|8BPWR|9RCR|aAAC
34	61111 31242	 * 	271.27	DCR|3MLV|1TLV|2ASPD|1DMG|2RAT	168MLV|2DUR|38ASPD|4TLV|5DUST|78RAT|8BPWR|9RCR|aDMG
35	52221 33662	 * 	271.08	DCR|3VULN|2AAC|1TLV|1DMG	1LIT|2RAT|356VULN|48AAC|7DMG|9TLV|aRCR
36	51323 24242	 * 	270.76	DCR|DCR|2TLV|1VULN	1LIT|2ERES|3AART|45TLV|69RCR|7MDPS|8MULARM|aVULN
37	21162 23411	 * 	269.94	DCR|2VULN|2MLV|1TLV|2ASPD	1AEFBLL|2aASPD|3CGEN|4TLV|5aVULN|6AME|7RPLT|8aMLV|9RCR|aBPWR
38	21332 23411	   	269.94	DCR|2VULN|2MLV|1TLV|2ASPD	1AEFBLL|2aASPD|3TLV|4CGEN|5aVULN|6AME|7RPLT|8aMLV|9RCR|aBPWR
39	21162 13411	   	269.84	DCR|2VULN|2MLV|1TLV|2ASPD	1AEFBLL|2aASPD|3CGEN|4TLV|5aVULN|6ERES|7RPLT|8aMLV|9RCR|aBPWR
40	21332 13411	   	269.84	DCR|2VULN|2MLV|1TLV|2ASPD	1AEFBLL|2aASPD|3TLV|4CGEN|5aVULN|6ERES|7RPLT|8aMLV|9RCR|aBPWR
41	62134 24111	   	269.49	DCR|2MLV|2TLV|1VULN|2ASPD|1CDMG	16MLV|2VULN|37ASPD|4CDMG|58TLV|9RCR|aERES
42	12286 12147	 * 	269.25	DCR|DCR|1VULN|1DMG|1AAC|1ASPD|1SELL	1ASPD|2VULN|3MBVNT|4AETHUN|5SELL|6RPLT|78RCR|9AAC|aDMG
43	12223 15671	   	269.22	DCR|3VULN|1TLV|2ASPD|1MLV	19ASPD|279VULN|3MBVNT|4FEWX|5MLV|69LIT|8RCR|9BPWR|aTLV
44	12233 15671	   	269.22	DCR|3VULN|1TLV|2ASPD|1MLV	19ASPD|279VULN|3MBVNT|4LWND|5MLV|69LIT|8RCR|9BPWR|aTLV
45	62134 21633	   	268.81	DCR|2VULN|2MLV|1TLV|1ASPD|1CDMG	16MLV|2aVULN|3ASPD|4CDMG|5TLV|7BBNT|8RCR|9AEPOI
46	62323 56321	   	268.13	DCR|3VULN|2MLV|2DMG	1aMLV|23aVULN|4LHND|5TBNT|6BLAICY|7aDMG|8RCR|9RPLT|aBPWR
47	61111 31244	   	268.09	DCR|3MLV|1TLV|2ASPD|1AAC|2RAT	168MLV|2DUR|38ASPD|4TLV|5DUST|78RAT|8BPWR|9RCR|aAAC
48	21242 63152	   	268.04	DCR|2VULN|2TLV|2ASPD|1MLV	1AEFBLL|27ASPD|36VULN|4AART|59TLV|8MLV|aRCR
49	11415 32531	 * 	267.65	DCR|2VULN|2TLV|2AAC|1ASPD	1ASPD|2DUR|35AAC|47TLV|6AART|8aVULN|9RCR
50	12286 12133	   	267.31	DCR|DCR|2VULN|1ASPD|1SELL	1ASPD|2aVULN|3MBVNT|4AETHUN|5SELL|6RPLT|78RCR|9RAT
51	62134 12324	   	267.20	DCR|2VULN|2TLV|1MLV|1ASPD|1CDMG	1MLV|28VULN|3ASPD|4CDMG|58TLV|6DUR|78BLAICY|8BPWR|9FEWX|aRCR
52	62134 12335	   	267.20	DCR|2VULN|2TLV|1MLV|1ASPD|1CDMG	1MLV|28VULN|3ASPD|4CDMG|58TLV|6DUR|78BLAICY|8BPWR|9RPLT|aRCR
53	62322 12663	   	266.84	DCR|4VULN|1TLV|1MLV	1MLV|2368VULN|46LHND|5AART|6BPWR|7TLV|9RCR|aZMB
54	62322 14431	   	266.84	DCR|4VULN|1TLV|1MLV	1MLV|236aVULN|46LHND|5AART|6BPWR|7RCR|8CGEN|9TLV
55	62322 12661	   	266.74	DCR|4VULN|1TLV|1MLV	1MLV|2368VULN|46LHND|5AART|6BPWR|7TLV|9RCR|aMSLREG
56	62322 12662	   	266.74	DCR|4VULN|1TLV|1MLV	1MLV|2368VULN|46LHND|5AART|6BPWR|7TLV|9RCR|aERES
57	62331 13231	   	266.56	DCR|3VULN|3MLV|2RAT	179MLV|237VULN|4LIT|5FEWX|67RAT|7BPWR|8BBNT|aRCR
58	62333 13231	   	266.46	DCR|3VULN|3MLV|2RAT	179MLV|237VULN|4LIT|5BEXP|67RAT|7BPWR|8BBNT|aRCR
59	62334 13231	   	266.46	DCR|3VULN|3MLV|2RAT	179MLV|237VULN|4LIT|5DUST|67RAT|7BPWR|8BBNT|aRCR
60	62333 13143	   	266.36	DCR|3VULN|3MLV|2RAT	17aMLV|237VULN|4LIT|59BEXP|67RAT|7BPWR|8RCR
61	65332 43133	   	266.36	DCR|3VULN|3MLV|2RAT	17aMLV|27BEXP|369VULN|4LIT|57RAT|7BPWR|8RCR
62	11146 12231	   	266.18	DCR|3VULN|1TLV|2ASPD|2DUR	13ASPD|26DUR|4AART|56aVULN|6BPWR|7TLV|8AME|9RCR
63	12164 23412	 * 	265.72	DCR|2VULN|1TLV|2ASPD|1MLV|1DMG	13ASPD|2aVULN|4DMG|5CGEN|6TLV|7RPLT|8MLV|9RCR
64	12164 53112	   	265.72	DCR|2VULN|1TLV|2ASPD|1MLV|1DMG	13ASPD|2aVULN|4DMG|5CGEN|6MLV|7RPLT|8TLV|9RCR
65	12151 33812	   	264.44	DCR|2VULN|3ASPD|2DMG|1MLV	139ASPD|29VULN|4MBVNT|5DUST|6MLV|79DMG|8RCR|9BPWR|aLWND
66	12151 33815	   	264.44	DCR|2VULN|3ASPD|2DMG|1MLV	139ASPD|29VULN|4MBVNT|5DUST|6MLV|79DMG|8RCR|9BPWR|aRMIN
67	12151 33816	   	264.44	DCR|2VULN|3ASPD|2DMG|1MLV	139ASPD|29VULN|4MBVNT|5DUST|6MLV|79DMG|8RCR|9BPWR|aLHND
68	12151 33811	   	264.34	DCR|2VULN|3ASPD|2DMG|1MLV|1MSE	139ASPD|29VULN|4MBVNT|5DUST|6MLV|79DMG|8RCR|9BPWR|aMSE
69	12151 33813	   	264.34	DCR|2VULN|3ASPD|2DMG|1MLV	139ASPD|29VULN|4MBVNT|5DUST|6MLV|79DMG|8RCR|9BPWR|aMDPS
70	12151 33814	   	264.34	DCR|2VULN|3ASPD|2DMG|1MLV	139ASPD|29VULN|4MBVNT|5DUST|6MLV|79DMG|8RCR|9BPWR|aAEWIND
71	62331 13131	   	264.28	DCR|4VULN|2MLV|2RAT	17MLV|2379VULN|4LIT|5aFEWX|67RAT|7BPWR|8RCR
72	62331 13132	   	264.28	DCR|4VULN|2MLV|2RAT	17MLV|2379VULN|4LIT|5FEWX|67RAT|7BPWR|8RCR|aLWND
73	12244 73812	   	264.20	DCR|2VULN|2MLV|2ASPD|1AAC|1NUKE	19ASPD|29VULN|3MBVNT|4AEWIND|5AAC|6DUST|79MLV|8RCR|9BPWR|aNUKE
74	62333 13131	   	264.18	DCR|4VULN|2MLV|2RAT	17MLV|2379VULN|4LIT|5BEXP|67RAT|7BPWR|8RCR|aFEWX
75	62333 13132	   	264.18	DCR|4VULN|2MLV|2RAT	17MLV|2379VULN|4LIT|5BEXP|67RAT|7BPWR|8RCR|aCGEN
76	62334 13131	   	264.18	DCR|4VULN|2MLV|2RAT	17MLV|2379VULN|4LIT|5DUST|67RAT|7BPWR|8RCR|aFEWX
77	62334 13132	   	264.18	DCR|4VULN|2MLV|2RAT	17MLV|2379VULN|4LIT|5DUST|67RAT|7BPWR|8RCR|aCGEN
78	62331 13114	   	264.18	DCR|4VULN|2MLV|2RAT	17MLV|237aVULN|4LIT|5FEWX|67RAT|7BPWR|8RCR|9MBVNT
79	62331 13126	   	264.18	DCR|4VULN|2MLV|2RAT	17MLV|237aVULN|4LIT|5FEWX|67RAT|7BPWR|8RCR|9ERES
80	62331 13133	   	264.18	DCR|4VULN|2MLV|2RAT	17MLV|2379VULN|4LIT|5FEWX|67RAT|7BPWR|8RCR|aMDPS
81	62331 13134	   	264.18	DCR|4VULN|2MLV|2RAT	17MLV|2379VULN|4LIT|5FEWX|67RAT|7BPWR|8RCR|aLEGI
82	62331 13136	   	264.18	DCR|4VULN|2MLV|2RAT	17MLV|2379VULN|4LIT|5FEWX|67RAT|7BPWR|8RCR|aDUST
83	62331 13124	   	264.09	DCR|3VULN|2MLV|1DMG|2RAT	17MLV|237VULN|4LIT|5FEWX|67RAT|7BPWR|8RCR|9ERES|aDMG
84	62333 13114	   	264.08	DCR|4VULN|2MLV|2RAT	17MLV|237aVULN|4LIT|5BEXP|67RAT|7BPWR|8RCR|9MBVNT
85	62333 13126	   	264.08	DCR|4VULN|2MLV|2RAT	17MLV|237aVULN|4LIT|5BEXP|67RAT|7BPWR|8RCR|9ERES
86	62333 13134	   	264.08	DCR|4VULN|2MLV|2RAT	17MLV|2379VULN|4LIT|5BEXP|67RAT|7BPWR|8RCR|aLEGI
87	62334 13114	   	264.08	DCR|4VULN|2MLV|2RAT	17MLV|237aVULN|4LIT|5DUST|67RAT|7BPWR|8RCR|9MBVNT
88	62334 13126	   	264.08	DCR|4VULN|2MLV|2RAT	17MLV|237aVULN|4LIT|5DUST|67RAT|7BPWR|8RCR|9ERES
89	62334 13134	   	264.08	DCR|4VULN|2MLV|2RAT	17MLV|2379VULN|4LIT|5DUST|67RAT|7BPWR|8RCR|aLEGI
90	62333 13124	   	263.99	DCR|3VULN|2MLV|1DMG|2RAT	17MLV|237VULN|4LIT|5BEXP|67RAT|7BPWR|8RCR|9ERES|aDMG
91	62334 13124	   	263.99	DCR|3VULN|2MLV|1DMG|2RAT	17MLV|237VULN|4LIT|5DUST|67RAT|7BPWR|8RCR|9ERES|aDMG
92	62211 15324	   	263.96	DCR|2VULN|2MLV|1TLV|1AAC|1SELL	18MLV|28VULN|3SELL|4DUR|5TLV|68FRZFST|7AAC|8BPWR|9FEWX|aRCR
93	62211 15335	   	263.96	DCR|2VULN|2MLV|1TLV|1AAC|1SELL	18MLV|28VULN|3SELL|4DUR|5TLV|68FRZFST|7AAC|8BPWR|9RPLT|aRCR
94	62211 35324	   	263.96	DCR|2VULN|2MLV|1TLV|1AAC|1SELL	18MLV|28VULN|3SELL|4DUR|5TLV|68MULHEA|7AAC|8BPWR|9FEWX|aRCR
95	62211 35335	   	263.96	DCR|2VULN|2MLV|1TLV|1AAC|1SELL	18MLV|28VULN|3SELL|4DUR|5TLV|68MULHEA|7AAC|8BPWR|9RPLT|aRCR
96	61163 42223	 * 	263.94	DCR|DCR|1MLV|1AAC|1ASPD|2DUR	1MLV|29DUR|3ASPD|4BEXP|5AART|6RPLT|7aRCR|8AAC
97	62211 15352	   	263.86	DCR|2VULN|2MLV|1TLV|1AAC|1SELL	18MLV|28VULN|3SELL|4DUR|5TLV|68FRZFST|7AAC|8BPWR|9ERES|aRCR
98	62211 35352	   	263.86	DCR|2VULN|2MLV|1TLV|1AAC|1SELL	18MLV|28VULN|3SELL|4DUR|5TLV|68MULHEA|7AAC|8BPWR|9ERES|aRCR
99	12431 16112	   	263.68	DCR|2VULN|1TLV|1DMG|1AAC|1ASPD|1CDMG	1ASPD|2aVULN|3AAC|4CDMG|5ERES|6DUR|7DMG|8TLV|9RCR
100	12142 12137	   	263.47	DCR|2VULN|2TLV|3ASPD	136ASPD|28VULN|4AART|58TLV|7MBVNT|8BPWR|9RCR|aDUR
101	62112 43153	   	263.47	DCR|2VULN|2MLV|1TLV|1ASPD	17MLV|26VULN|3ASPD|4TLV|5DMSP|8MSLFST|9RCR|aDUR
102	12162 12626	 * 	262.98	DCR|3VULN|1TLV|2ASPD|1DMG	13ASPD|27aVULN|4DMG|5LIT|6CGEN|8TLV|9RCR
103	12415 13412	 * 	262.97	DCR|2VULN|2AAC|1TLV|1MLV|1ASPD	1ASPD|2aVULN|35AAC|4TLV|6ERES|7RPLT|8MLV|9RCR
104	64111 31242	   	262.96	DCR|3MLV|1TLV|2ASPD|1DMG|2RAT	168MLV|2LWND|38ASPD|4TLV|5DUST|78RAT|8BPWR|9RCR|aDMG
105	65111 31242	   	262.86	DCR|3MLV|1TLV|2ASPD|1DMG|2RAT	168MLV|2BEXP|38ASPD|4TLV|5DUST|78RAT|8BPWR|9RCR|aDMG
106	61412 32531	   	262.50	DCR|2VULN|2TLV|1MLV|1AAC	1MLV|2DUR|3AAC|47TLV|5DMSP|6AART|8aVULN|9RCR
107	62112 43531	   	262.20	DCR|2VULN|2MLV|1TLV|1ASPD	17MLV|26VULN|3ASPD|4TLV|5DMSP|8RAT|9RCR|aCGEN
108	52221 66133	   	262.12	DCR|3VULN|1TLV|1MLV|1AAC	1LIT|2RAT|359VULN|4AAC|6CGEN|7TLV|8RCR|aMLV
109	62112 43532	   	262.10	DCR|2VULN|2MLV|1TLV|1ASPD	17MLV|26VULN|3ASPD|4TLV|5DMSP|8RAT|9RCR|aMDPS
110	62112 43533	   	262.10	DCR|2VULN|2MLV|1TLV|1ASPD	17MLV|26VULN|3ASPD|4TLV|5DMSP|8RAT|9RCR|aBEXP
111	61112 32531	   	261.86	DCR|2VULN|2TLV|1MLV|1ASPD	1MLV|2DUR|3ASPD|47TLV|5DMSP|6AART|8aVULN|9RCR
112	62325 21113	   	261.66	DCR|2VULN|2MLV|2DMG|1AAC	18MLV|23VULN|48LHND|5AAC|6RPLT|78DMG|8BPWR|9RCR|aCGEN
113	62325 21115	   	261.66	DCR|2VULN|2MLV|2DMG|1AAC	18MLV|23VULN|48LHND|5AAC|6RPLT|78DMG|8BPWR|9RCR|aFEWX
114	62325 21111	   	261.56	DCR|2VULN|2MLV|2DMG|1AAC	18MLV|23VULN|48LHND|5AAC|6RPLT|78DMG|8BPWR|9RCR|aBLASTR
115	62325 21114	   	261.56	DCR|2VULN|2MLV|2DMG|1AAC	18MLV|23VULN|48LHND|5AAC|6RPLT|78DMG|8BPWR|9RCR|aERES
116	62325 21116	   	261.56	DCR|2VULN|2MLV|2DMG|1AAC	18MLV|23VULN|48LHND|5AAC|6RPLT|78DMG|8BPWR|9RCR|aAEFRZ
117	11162 21622	 * 	261.33	DCR|DCR|2ASPD|1DMG|1CDMG	13ASPD|2DUR|4DMG|59LIT|6CDMG|7RAT|8aRCR
118	31125 21652	   	261.14	DCR|DCR|1VULN|1ASPD|2DUR|1CDMG	1CGEN|27DUR|3ASPD|4MDPS|5BELT|69RCR|8CDMG|aVULN
119	62333 13151	   	260.92	DCR|3VULN|2MLV|1AAC|2RAT	17MLV|237VULN|4LIT|5BEXP|67RAT|7BPWR|8RCR|9AAC|aRCVC
120	62333 13152	   	260.92	DCR|3VULN|2MLV|1AAC|2RAT	17MLV|237VULN|4LIT|5BEXP|67RAT|7BPWR|8RCR|9AAC|aLHND
121	62333 13153	   	260.92	DCR|3VULN|2MLV|1AAC|2RAT	17MLV|237VULN|4LIT|5BEXP|67RAT|7BPWR|8RCR|9AAC|aCGEN
122	62333 13155	   	260.92	DCR|3VULN|2MLV|1AAC|2RAT	17MLV|237VULN|4LIT|5BEXP|67RAT|7BPWR|8RCR|9AAC|aRMIN
123	62333 13146	   	260.82	DCR|3VULN|2MLV|1AAC|2RAT	17MLV|237VULN|4LIT|59BEXP|67RAT|7BPWR|8RCR|aAAC
124	62333 13156	   	260.82	DCR|3VULN|2MLV|1AAC|2RAT	17MLV|237VULN|4LIT|5BEXP|67RAT|7BPWR|8RCR|9AAC|aERES
125	62325 21512	   	260.74	DCR|3VULN|2DMG|1MLV|1AAC	1MLV|23aVULN|4LHND|5AAC|6RPLT|78DMG|9RCR
126	62322 14211	 * 	260.71	DCR|5VULN|1MLV	1MLV|2369aVULN|46LHND|5AART|6BPWR|7RCR|8DUR
127	62322 14232	   	260.56	DCR|3VULN|2DMG|1MLV	1MLV|236VULN|46LHND|5AART|6BPWR|7RCR|8DUR|9aDMG
128	62322 12425	   	260.34	DCR|3VULN|1TLV|1MLV|1CDMG	1MLV|236VULN|46LHND|5AART|6BPWR|7TLV|8CDMG|9RCVC|aRCR
129	62331 13122	   	260.28	DCR|3VULN|2MLV|1ASPD|2RAT	17MLV|237VULN|4LIT|5FEWX|67RAT|7BPWR|8RCR|9ERES|aASPD
130	62333 13122	   	260.18	DCR|3VULN|2MLV|1ASPD|2RAT	17MLV|237VULN|4LIT|5BEXP|67RAT|7BPWR|8RCR|9ERES|aASPD
131	62334 13122	   	260.18	DCR|3VULN|2MLV|1ASPD|2RAT	17MLV|237VULN|4LIT|5DUST|67RAT|7BPWR|8RCR|9ERES|aASPD
132	42351 13812	   	260.10	DCR|3VULN|2MLV|1DMG|1NUKE	19ZMB|239VULN|4MBVNT|5DUST|6DMG|79MLV|8RCR|9BPWR|aNUKE
133	12241 13813	 * 	259.98	DCR|3MLV|2VULN|2ASPD|1NUKE	19ASPD|29VULN|3MBVNT|4AEWIND|5DUST|6NUKE|79aMLV|8RCR|9BPWR
134	25232 53142	 * 	259.97	DCR|3VULN|2TLV|1DMG|1CDMG	17AEFBLL|2DMG|378VULN|4LIT|5CDMG|67TLV|7BPWR|9AME|aRCR
135	12283 55111	   	259.49	DCR|2VULN|2TLV|2ASPD|1MLV|1SELL	1aASPD|2aVULN|3MBVNT|4AETHUN|5MLV|6SELL|7AEFBLL|8aTLV|9RCR|aBPWR
136	12283 56111	   	259.49	DCR|2VULN|2TLV|2ASPD|1MLV|1SELL	1aASPD|2aVULN|3MBVNT|4AETHUN|5MLV|6SELL|7AEFRZ|8aTLV|9RCR|aBPWR
137	12283 57111	   	259.49	DCR|2VULN|2TLV|2ASPD|1MLV|1SELL	1aASPD|2aVULN|3MBVNT|4AETHUN|5MLV|6SELL|7AEWIND|8aTLV|9RCR|aBPWR
138	12132 56132	   	259.31	DCR|2VULN|1TLV|2ASPD|1MLV|1CDMG	13ASPD|28VULN|4LIT|5CDMG|6TLV|7FEWX|9MLV|aRCR
139	12132 55132	   	259.21	DCR|2VULN|1TLV|2ASPD|1MLV|1CDMG	13ASPD|28VULN|4LIT|5CDMG|6TLV|7DUST|9MLV|aRCR
140	61211 33144	 * 	259.06	DCR|DCR|1VULN|1MLV|1SELL	1MLV|2DUR|3SELL|4AART|5FEWX|6LIT|79RCR|8TBNT|aVULN
141	62134 31324	   	258.80	DCR|2VULN|2TLV|1MLV|1ASPD|1CDMG	1MLV|28VULN|3ASPD|4CDMG|58TLV|6MULARM|78DUST|8BPWR|9FEWX|aRCR
142	62134 31335	   	258.80	DCR|2VULN|2TLV|1MLV|1ASPD|1CDMG	1MLV|28VULN|3ASPD|4CDMG|58TLV|6MULARM|78DUST|8BPWR|9RPLT|aRCR
143	12286 12122	 * 	258.49	DCR|DCR|1VULN|1MLV|1ASPD|1SELL	1ASPD|2VULN|3MBVNT|4AETHUN|5SELL|6RPLT|78RCR|9ZMB|aMLV
144	52243 12133	   	258.48	DCR|4VULN|1MLV|1AAC	1LIT|2RAT|3469VULN|5DUR|7AAC|8RCR|aMLV
145	32532 22433	 * 	258.25	DCR|3VULN|1TLV|1MLV|2CDMG	1CGEN|28aVULN|3RMIN|47CDMG|5TLV|6MLV|9RCR
146	12415 21136	   	257.98	DCR|2VULN|2TLV|2AAC|1ASPD	1ASPD|29VULN|35AAC|46TLV|7RAT|8RPLT|aRCR
147	12228 43811	 * 	257.91	DCR|2VULN|2MLV|2ASPD|1DMG	19ASPD|29VULN|3MBVNT|4aFEWX|5DMG|6DMSP|79MLV|8RCR|9BPWR
148	12228 43813	   	257.91	DCR|2VULN|2MLV|2ASPD|1DMG	19ASPD|29VULN|3MBVNT|4FEWX|5DMG|6DMSP|79MLV|8RCR|9BPWR|aZMB
149	12228 43814	   	257.91	DCR|2VULN|2MLV|2ASPD|1DMG	19ASPD|29VULN|3MBVNT|4FEWX|5DMG|6DMSP|79MLV|8RCR|9BPWR|aRPLT
150	12228 43817	   	257.91	DCR|2VULN|2MLV|2ASPD|1DMG	19ASPD|29VULN|3MBVNT|4FEWX|5DMG|6DMSP|79MLV|8RCR|9BPWR|aCGEN
151	12228 63811	   	257.91	DCR|2VULN|2MLV|2ASPD|1DMG	19ASPD|29VULN|3MBVNT|4aFEWX|5DMG|6RCVC|79MLV|8RCR|9BPWR
152	12228 63813	   	257.91	DCR|2VULN|2MLV|2ASPD|1DMG	19ASPD|29VULN|3MBVNT|4FEWX|5DMG|6RCVC|79MLV|8RCR|9BPWR|aZMB
153	12228 63814	   	257.91	DCR|2VULN|2MLV|2ASPD|1DMG	19ASPD|29VULN|3MBVNT|4FEWX|5DMG|6RCVC|79MLV|8RCR|9BPWR|aRPLT
154	22362 61223	   	257.91	DCR|DCR|2VULN|1CDMG	1AEFBLL|2BEXP|3CDMG|4BELT|59VULN|6aRCR|7MBVNT|8RCVC
