0	Index      	 *	Score 	Summary	Detail	
1	13213 51636	 * 	263.39	DCR|DCR|1VULN|1DMG|1ASPD|1CDMG	13BEXP|2LHND|4TBNT|5DMG|6CDMG|79RCR|8VULN|aASPD
80	11341 24226	   	239.12	ACR|DCR|1VULN|1TLV|1AAC|1CDMG	1BEXP|2FEWX|37RCR|4VULN|5RPLT|6LIT|8AAC|9TLV|aCDMG
81	36623 11341	   	239.08	DCR|2TLV|1VULN|1DMG|1AAC|1CDMG	1DUR|2CDMG|35TLV|4ZMB|6VULN|7DMG|8AART|9RCR|aAAC
82	23341 24226	   	239.02	ACR|DCR|1VULN|1TLV|1AAC|1CDMG	1LEGI|2BEXP|37RCR|4VULN|5RPLT|6LIT|8AAC|9TLV|aCDMG
83	13316 24122	   	239.00	ACR|2VULN|2MLV|2DMG|1TLV	1BEXP|2aLHND|3RCR|4LWND|57MLV|6aDMG|8TLV|9aVULN|aBPWR
84	36113 35341	 * 	238.65	DCR|2TLV|1VULN|1MLV|1ASPD|1CDMG	1DUR|2CDMG|3LIT|4VULN|5aTLV|6MLV|7RCR|8ASPD|9LWND
85	31333 46361	   	238.48	DCR|DCR|1VULN|1AAC|1SELL	1DUR|2FEWX|3VULN|4AEWIND|5SELL|68RCR|7CGEN|9AAC|aRMIN
86	31333 46341	   	238.38	DCR|DCR|1VULN|1AAC|1SELL	1DUR|2FEWX|3VULN|4AEWIND|5SELL|68RCR|7CGEN|9DLOT|aAAC
87	31333 46362	   	238.38	DCR|DCR|1VULN|1AAC|1SELL	1DUR|2FEWX|3VULN|4AEWIND|5SELL|68RCR|7CGEN|9AAC|aERES
88	31333 46363	   	238.38	DCR|DCR|1VULN|1AAC|1SELL	1DUR|2FEWX|3VULN|4AEWIND|5SELL|68RCR|7CGEN|9AAC|aMDPS
89	33333 46341	   	238.38	DCR|DCR|1VULN|1AAC|1SELL	1DUR|2LHND|3VULN|4AEWIND|5SELL|68RCR|7CGEN|9DLOT|aAAC
90	16623 11225	   	238.19	DCR|2VULN|2TLV|1DMG|2CDMG	1BEXP|29CDMG|35TLV|4ZMB|69VULN|7DMG|89LIT|9BPWR|aRCR
91	31133 46336	   	238.05	DCR|DCR|1MLV|1DMG|1SELL	1DUR|2FEWX|3ERES|4MLV|5SELL|68RCR|7CGEN|9DUST|aDMG
92	33133 46336	   	238.05	DCR|DCR|1MLV|1DMG|1SELL	1DUR|2LHND|3ERES|4MLV|5SELL|68RCR|7CGEN|9DUST|aDMG
93	11135 42115	   	237.84	DCR|4VULN|1MLV|1ASPD	1BEXP|26FEWX|3ERES|4MLV|567aVULN|6BPWR|8ASPD|9RCR
94	13135 42115	   	237.84	DCR|4VULN|1MLV|1ASPD	1BEXP|26LHND|3ERES|4MLV|567aVULN|6BPWR|8ASPD|9RCR
95	31135 42315	   	237.83	DCR|3VULN|1MLV|1DMG	1DUR|26FEWX|3ERES|4MLV|567VULN|6BPWR|8DMG|9RCR|aRAT
96	33135 42315	   	237.83	DCR|3VULN|1MLV|1DMG	1DUR|26LHND|3ERES|4MLV|567VULN|6BPWR|8DMG|9RCR|aRAT
97	33631 12342	 * 	237.68	DCR|2VULN|1TLV|1MLV|1AAC	1DUR|2LHND|3AAC|4MLV|5LIT|6BBNT|78VULN|9TLV|aRCR
98	23135 42115	   	237.64	DCR|4VULN|1MLV|1ASPD	1LEGI|26BEXP|3ERES|4MLV|567aVULN|6BPWR|8ASPD|9RCR
99	31135 42314	   	237.44	DCR|3VULN|1MLV|1DMG|2DUR	1aDUR|26FEWX|3ERES|4MLV|567VULN|6BPWR|8DMG|9RCR
100	33135 42314	   	237.44	DCR|3VULN|1MLV|1DMG|2DUR	1aDUR|26LHND|3ERES|4MLV|567VULN|6BPWR|8DMG|9RCR
101	22363 35153	 * 	237.30	DCR|2TLV|1VULN|1MLV|1DMG|1AAC	1LEGI|2AAC|37ZMB|4DMG|5MLV|68TLV|9RCR|aVULN
102	12522 35352	   	237.26	DCR|DCR|1VULN|1AAC	1BEXP|2MDPS|3RAT|4AAC|5VULN|69RCR|7LWND|8LIT|aCGEN
103	12522 35353	   	237.26	DCR|DCR|1VULN|1AAC	1BEXP|2MDPS|3RAT|4AAC|5VULN|69RCR|7LWND|8LIT|aFEWX
104	22363 36153	   	237.20	DCR|2TLV|1VULN|1MLV|1DMG|1AAC	1LEGI|2AAC|3ZMB|4DMG|5MLV|68TLV|7AEFRZ|9RCR|aVULN
105	11341 24521	   	237.17	ACR|DCR|1VULN|1TLV|1MLV	1BEXP|2aFEWX|37RCR|4VULN|5RPLT|6LIT|8MLV|9TLV
106	13341 24521	   	237.17	ACR|DCR|1VULN|1TLV|1MLV	1BEXP|2LHND|37RCR|4VULN|5RPLT|6LIT|8MLV|9TLV|aFEWX
107	13341 24523	   	237.17	ACR|DCR|1VULN|1TLV|1MLV	1BEXP|2LHND|37RCR|4VULN|5RPLT|6LIT|8MLV|9TLV|aRMIN
108	12522 35351	   	237.16	DCR|DCR|1VULN|1AAC	1BEXP|2MDPS|3RAT|4AAC|5VULN|69RCR|7LWND|8LIT|aDUST
109	11341 24522	   	237.07	ACR|DCR|1VULN|1TLV|1MLV	1BEXP|2FEWX|37RCR|4VULN|5RPLT|6LIT|8MLV|9TLV|aDUST
110	11341 24523	   	237.07	ACR|DCR|1VULN|1TLV|1MLV|1MSE	1BEXP|2FEWX|37RCR|4VULN|5RPLT|6LIT|8MLV|9TLV|aMSE
111	13341 24522	   	237.07	ACR|DCR|1VULN|1TLV|1MLV	1BEXP|2LHND|37RCR|4VULN|5RPLT|6LIT|8MLV|9TLV|aAEFRZ
112	23341 24521	   	237.07	ACR|DCR|1VULN|1TLV|1MLV	1LEGI|2BEXP|37RCR|4VULN|5RPLT|6LIT|8MLV|9TLV|aFEWX
113	23341 24523	   	237.07	ACR|DCR|1VULN|1TLV|1MLV	1LEGI|2BEXP|37RCR|4VULN|5RPLT|6LIT|8MLV|9TLV|aRMIN
114	31133 42346	 * 	237.05	DCR|2VULN|2MLV|1ASPD|2DUR|1SELL	17DUR|2FEWX|37ERES|47MLV|5SELL|6RCR|7BPWR|8aVULN|9ASPD
115	33133 42346	 * 	237.05	DCR|2VULN|2MLV|1ASPD|2DUR|1SELL	17DUR|2LHND|37ERES|47MLV|5SELL|6RCR|7BPWR|8aVULN|9ASPD
116	23341 24522	   	236.97	ACR|DCR|1VULN|1TLV|1MLV	1LEGI|2BEXP|37RCR|4VULN|5RPLT|6LIT|8MLV|9TLV|aAEFRZ
117	11146 21612	   	236.73	DCR|DCR|1MLV|1DMG	1BEXP|2FEWX|3ERES|4DMG|5AEWIND|6RAT|7MDPS|8aRCR|9MLV
118	31362 66213	 * 	236.30	ACR|DCR|2VULN|1AAC	1DUR|2FEWX|38VULN|47RCR|5LHND|6AART|9AAC|aCGEN
119	31362 66211	   	236.20	ACR|DCR|2VULN|1AAC	1DUR|2FEWX|38VULN|47RCR|5LHND|6AART|9AAC|aAETHUN
120	31362 66212	   	236.20	ACR|DCR|2VULN|1AAC	1DUR|2FEWX|38VULN|47RCR|5LHND|6AART|9AAC|aMSLREG
121	31333 42114	 * 	236.15	DCR|2VULN|2DMG|1TLV|2DUR|1SELL	17DUR|2FEWX|37VULN|47AEWIND|5SELL|6RCR|7BPWR|8aDMG|9TLV
122	33333 42114	 * 	236.15	DCR|2VULN|2DMG|1TLV|2DUR|1SELL	17DUR|2LHND|37VULN|47AEWIND|5SELL|6RCR|7BPWR|8aDMG|9TLV
123	32522 33234	   	235.89	DCR|2VULN|1TLV|1DMG|1AAC	1DUR|2MDPS|3RAT|4AAC|5aVULN|6RCR|7DMG|8TLV|9DUST
124	22533 21614	 * 	235.61	DCR|2MLV|1VULN|1TLV|1AAC	1LEGI|2AAC|3AEBURN|4VULN|5RAT|69MLV|7MDPS|8RCR|aTLV
125	11133 56352	 * 	235.49	DCR|DCR|2MLV|1SELL	1BEXP|2FEWX|3ERES|4aMLV|5SELL|6CGEN|78RCR|9BELT
126	11133 56361	 * 	235.49	DCR|DCR|2MLV|1SELL	1BEXP|2FEWX|3ERES|49MLV|5SELL|6CGEN|78RCR|aLHND
127	11133 56363	 * 	235.39	DCR|DCR|2MLV|1SELL	1BEXP|2FEWX|3ERES|49MLV|5SELL|6CGEN|78RCR|aDUST
128	53312 61335	   	235.39	DCR|DCR|1VULN|1CDMG	1AEFBLL|2LWND|3CDMG|4BBNT|5DUST|6ZMB|79RCR|8VULN|aDUR
129	36113 35153	   	235.23	DCR|1VULN|1TLV|1MLV|1DMG|1CDMG	1DUR|2CDMG|3LIT|4VULN|5TLV|6MLV|7RCR|8RMIN|9RAT|aDMG
130	31333 46315	   	235.14	DCR|DCR|1VULN|1CDMG|1NUKE|1SELL	1DUR|2FEWX|3VULN|4AEWIND|5SELL|68RCR|7CGEN|9NUKE|aCDMG
131	31133 46361	   	234.98	DCR|DCR|1MLV|1AAC|1SELL	1DUR|2FEWX|3ERES|4MLV|5SELL|68RCR|7CGEN|9AAC|aRMIN
132	31133 46363	   	234.98	DCR|DCR|1MLV|1AAC|1SELL	1DUR|2FEWX|3ERES|4MLV|5SELL|68RCR|7CGEN|9AAC|aLHND
133	13356 35112	   	234.98	ACR|DCR|1VULN|1MLV|1ASPD|1CDMG	1BEXP|2LHND|3aRCR|4BELT|5LWND|6CDMG|7VULN|8ASPD|9MLV
134	31133 46341	   	234.88	DCR|DCR|1MLV|1AAC|1SELL	1DUR|2FEWX|3ERES|4MLV|5SELL|68RCR|7CGEN|9DLOT|aAAC
135	31133 46362	   	234.88	DCR|DCR|1MLV|1AAC|1SELL	1DUR|2FEWX|3aERES|4MLV|5SELL|68RCR|7CGEN|9AAC
136	33133 46341	   	234.88	DCR|DCR|1MLV|1AAC|1SELL	1DUR|2LHND|3ERES|4MLV|5SELL|68RCR|7CGEN|9DLOT|aAAC
137	25543 12221	 * 	234.36	DCR|2VULN|2MLV|1DMG	1LEGI|2AART|37MLV|48VULN|5DUST|6DMG|9LHND|aRCR
138	11633 35116	 * 	234.29	DCR|2MLV|2DMG|1VULN|1AAC|1SELL	18BEXP|2FEWX|3AAC|48MLV|5SELL|68DMG|7RCR|8BPWR|9BBNT|aVULN
139	11633 35126	 * 	234.29	DCR|2MLV|2DMG|1VULN|1AAC|1SELL	18BEXP|2FEWX|3AAC|48MLV|5SELL|68DMG|7RCR|8BPWR|9CGEN|aVULN
140	13633 35116	 * 	234.29	DCR|2MLV|2DMG|1VULN|1AAC|1SELL	18BEXP|2LHND|3AAC|48MLV|5SELL|68DMG|7RCR|8BPWR|9BBNT|aVULN
141	13633 35126	 * 	234.29	DCR|2MLV|2DMG|1VULN|1AAC|1SELL	18BEXP|2LHND|3AAC|48MLV|5SELL|68DMG|7RCR|8BPWR|9CGEN|aVULN
142	23633 35116	 * 	234.19	DCR|2MLV|2DMG|1VULN|1AAC|1SELL	1LEGI|28BEXP|3AAC|48MLV|5SELL|68DMG|7RCR|8BPWR|9BBNT|aVULN
143	23633 35126	 * 	234.19	DCR|2MLV|2DMG|1VULN|1AAC|1SELL	1LEGI|28BEXP|3AAC|48MLV|5SELL|68DMG|7RCR|8BPWR|9CGEN|aVULN
144	33335 11345	   	234.12	DCR|2VULN|1TLV|1DMG|1CDMG	1DUR|2LHND|35VULN|4AEWIND|6CDMG|7DMG|8AART|9RCR|aTLV
145	31361 24622	   	234.07	ACR|DCR|1VULN|1MLV|1CDMG	1DUR|2FEWX|3VULN|47RCR|5RPLT|6LIT|8CDMG|9MLV|aRAT
146	31135 42115	   	234.02	DCR|3VULN|1MLV|1ASPD	1DUR|26FEWX|3ERES|4MLV|567VULN|6BPWR|8ASPD|9RCR|aRAT
147	33135 42115	   	234.02	DCR|3VULN|1MLV|1ASPD	1DUR|26LHND|3ERES|4MLV|567VULN|6BPWR|8ASPD|9RCR|aRAT
148	16633 36331	   	233.99	DCR|2DMG|1VULN|1TLV|1AAC|1CDMG	1BEXP|2CDMG|3TLV|4AETHUN|5AAC|67DMG|8AART|9VULN|aRCR
149	31361 24214	   	233.88	ACR|DCR|1VULN|1TLV|1AAC	1DUR|2FEWX|3VULN|47RCR|5RPLT|69LIT|8AAC|aTLV
150	31361 24221	   	233.88	ACR|DCR|1VULN|1TLV|1AAC	1DUR|2aFEWX|3VULN|47RCR|5RPLT|6LIT|8AAC|9TLV
151	31361 24224	   	233.88	ACR|DCR|1VULN|1TLV|1AAC	1DUR|2FEWX|3VULN|47RCR|5RPLT|6LIT|8AAC|9TLV|aAME
152	31361 24222	   	233.78	ACR|DCR|1VULN|1TLV|1AAC	1DUR|2FEWX|3VULN|47RCR|5RPLT|6LIT|8AAC|9TLV|aDUST
153	31361 24223	   	233.78	ACR|DCR|1VULN|1TLV|1AAC|1MSE	1DUR|2FEWX|3VULN|47RCR|5RPLT|6LIT|8AAC|9TLV|aMSE
154	31361 24225	   	233.78	ACR|DCR|1VULN|1TLV|1AAC	1DUR|2FEWX|3VULN|47RCR|5RPLT|6LIT|8AAC|9TLV|aERES
155	11235 21612	   	233.66	DCR|DCR|1MLV|1AAC	13BEXP|2FEWX|4RAT|5AAC|6AME|7MDPS|8aRCR|9MLV
156	11235 31612	   	233.66	DCR|DCR|1MLV|1AAC	13BEXP|2FEWX|4RAT|5AAC|6CGEN|7MDPS|8aRCR|9MLV
157	11235 42612	   	233.66	DCR|DCR|1MLV|1AAC	13BEXP|2FEWX|4RAT|5AAC|6MDPS|7CGEN|8aRCR|9MLV
158	31135 42114	   	233.63	DCR|3VULN|1MLV|1ASPD|2DUR	1aDUR|26FEWX|3ERES|4MLV|567VULN|6BPWR|8ASPD|9RCR
159	33135 42114	   	233.63	DCR|3VULN|1MLV|1ASPD|2DUR	1aDUR|26LHND|3ERES|4MLV|567VULN|6BPWR|8ASPD|9RCR
