0	Index      	 *	Score 	Summary	Detail	
1	25231 32514	 * 	251.51	DCR|DCR|2DMG|2DUR|1CDMG|1SELL	14LWND|29DUR|38DMG|5CDMG|6SELL|7aRCR
29	22121 16416	   	235.02	DCR|DCR|1VULN|1MLV	17LWND|2BEXP|3TLV|4MLV|5ERES|6AELOIC|8aRCR|9VULN
30	11522 44762	   	234.92	DCR|DCR|1VULN|1MLV	18BEXP|2FEWX|3AME|4MLV|5MBVNT|6MDPS|79RCR|aVULN
31	11522 44862	   	234.92	DCR|DCR|1VULN|1MLV	1BEXP|2FEWX|3AME|4MLV|5MBVNT|6MDPS|79RCR|8RCVC|aVULN
32	32122 42762	   	234.92	DCR|DCR|1VULN|1MLV	1DUST|28BEXP|3TLV|4MLV|5MBVNT|6MDPS|79RCR|aVULN
33	32122 42862	   	234.92	DCR|DCR|1VULN|1MLV	1DUST|2BEXP|3TLV|4MLV|5MBVNT|6MDPS|79RCR|8RCVC|aVULN
34	63462 31332	   	234.66	DCR|3VULN|3ASPD|1AART|1RPLT	1AART|278ERES|3RCVC|4RMIN|578VULN|678ASPD|78BPWR|9RPLT|aRCR
35	64331 12123	   	234.49	ACR|DCR|1VULN|1DMG|2AART|1DUR	1aAART|2DUR|39RCR|4RMIN|5AME|6AAC|7DMG|8VULN
36	64331 15323	   	234.49	ACR|DCR|1VULN|1DMG|2AART|1DUR	1aAART|2DUR|39RCR|4RMIN|5AME|6AAC|7VULN|8DMG
37	64331 62123	   	234.39	ACR|DCR|1VULN|1DMG|2AART|1DUR	1aAART|2DUR|39RCR|4RMIN|5AME|6DMG|7NUKE|8VULN
38	25231 32614	   	233.93	DCR|DCR|1DMG|2DUR|1CDMG|1SELL	14LWND|29DUR|3DMG|5CDMG|6SELL|7aRCR|8RCVC
39	61331 34122	   	232.06	ACR|DCR|1VULN|1DMG|1ASPD|1AART	1AART|2LWND|39RCR|4RMIN|5AME|6DMG|7ASPD|8VULN|aLIT
40	61331 34124	   	232.06	ACR|DCR|1VULN|1DMG|1ASPD|1AART	1AART|2LWND|39RCR|4RMIN|5AME|6DMG|7ASPD|8VULN|aTLV
41	61331 34121	   	231.96	ACR|DCR|1VULN|1DMG|1ASPD|1AART|1ZMB	1AART|2LWND|39RCR|4RMIN|5AME|6DMG|7ASPD|8VULN|aZMB
42	61324 22316	 * 	229.11	ACR|4VULN|2DMG|1CDMG|1AART	1AART|27LWND|3RCR|4CDMG|57DMG|678aVULN|7BPWR|9AAC
43	61324 22513	   	229.01	ACR|4VULN|2DMG|1CDMG|1AART	1AART|27LWND|3RCR|4CDMG|57DMG|679aVULN|7BPWR|8MDPS
44	35212 52336	 * 	228.65	DCR|2VULN|1DMG|1MLV|1ASPD|1CDMG|1DUR	1DUST|2DUR|3DMG|4LIT|59VULN|6ASPD|7MLV|8CDMG|aRCR
45	64331 14123	   	228.08	ACR|DCR|1VULN|2AART|1ASPD|1DUR	1aAART|2DUR|39RCR|4RMIN|5AME|6AAC|7ASPD|8VULN
46	61331 12125	   	228.07	ACR|DCR|1VULN|1DMG|1AART|1RPLT	1AART|2LWND|39RCR|4RMIN|5AME|6AAC|7DMG|8VULN|aRPLT
47	61331 32125	   	227.97	ACR|DCR|1VULN|1DMG|1AART|1RPLT	1AART|2LWND|39RCR|4RMIN|5AME|6DMG|7NUKE|8VULN|aRPLT
48	62361 12125	   	227.97	ACR|DCR|1VULN|1DMG|1AART|1RPLT	1AART|2DUST|39RCR|4RMIN|5AME|6AAC|7DMG|8VULN|aRPLT
49	21343 16124	   	227.35	DCR|DCR|1VULN|1RPLT	1LWND|246FEWX|3RPLT|5AAC|7VULN|8aRCR|9TBNT
50	21343 25124	   	227.35	DCR|DCR|1VULN|1RPLT	1LWND|247FEWX|3RPLT|5AAC|6VULN|8aRCR|9TBNT
51	43251 63311	   	227.01	DCR|DCR|1VULN|1AART|1SELL	1SELL|2LHND|3TLV|4AART|5VULN|68RCR|7FRZICY|9ERES|aBEXP
52	43251 63312	   	227.01	DCR|DCR|1VULN|1AART|1SELL	1SELL|2LHND|3TLV|4AART|5VULN|68RCR|7FRZICY|9ERES|aCGEN
53	43251 63331	   	226.91	DCR|DCR|1VULN|1AART|2SELL	19SELL|2LHND|3TLV|4AART|5VULN|68RCR|7FRZICY|aERES
54	43251 63332	   	226.91	DCR|DCR|1VULN|1AART|2SELL	19SELL|2LHND|3TLV|4AART|5VULN|68RCR|7FRZICY|aDUST
55	64331 12122	   	226.72	ACR|DCR|1VULN|1DMG|1AART|1DUR	1AART|2DUR|39RCR|4RMIN|5AME|6AAC|7DMG|8VULN|aLIT
56	64331 12124	   	226.72	ACR|DCR|1VULN|1DMG|1AART|1DUR	1AART|2DUR|39RCR|4RMIN|5AME|6AAC|7DMG|8VULN|aTLV
57	64331 15322	   	226.72	ACR|DCR|1VULN|1DMG|1AART|1DUR	1AART|2DUR|39RCR|4RMIN|5AME|6AAC|7VULN|8DMG|aLIT
58	25222 25131	 * 	226.72	DCR|2VULN|2MLV|1DMG|1RPLT|1DUR	1LWND|2DUR|3DMG|48MLV|5RPLT|67VULN|9TBNT|aRCR
59	55222 25131	   	226.72	DCR|2VULN|2MLV|1DMG|1RPLT|1DUR	1LHND|2DUR|3DMG|48MLV|5RPLT|67VULN|9TBNT|aRCR
60	64331 12121	   	226.62	ACR|DCR|1VULN|1DMG|1AART|1DUR|1ZMB	1AART|2DUR|39RCR|4RMIN|5AME|6AAC|7DMG|8VULN|aZMB
61	64331 15321	   	226.62	ACR|DCR|1VULN|1DMG|1AART|1DUR|1ZMB	1AART|2DUR|39RCR|4RMIN|5AME|6AAC|7VULN|8DMG|aZMB
62	64331 62122	   	226.62	ACR|DCR|1VULN|1DMG|1AART|1DUR	1AART|2DUR|39RCR|4RMIN|5AME|6DMG|7NUKE|8VULN|aLIT
63	25222 25115	   	226.62	DCR|2VULN|2MLV|1DMG|1RPLT|1DUR	1LWND|2DUR|3DMG|48MLV|5RPLT|67VULN|9AME|aRCR
64	35222 25131	   	226.62	DCR|2VULN|2MLV|1DMG|1RPLT|1DUR	1DUST|2DUR|3DMG|48MLV|5RPLT|67VULN|9TBNT|aRCR
65	64331 62121	   	226.52	ACR|DCR|1VULN|1DMG|1AART|1DUR|1ZMB	1AART|2DUR|39RCR|4RMIN|5AME|6DMG|7NUKE|8VULN|aZMB
66	35222 25115	   	226.52	DCR|2VULN|2MLV|1DMG|1RPLT|1DUR	1DUST|2DUR|3DMG|48MLV|5RPLT|67VULN|9AME|aRCR
67	61331 12123	   	226.18	ACR|DCR|1VULN|1DMG|2AART	1aAART|2LWND|39RCR|4RMIN|5AME|6AAC|7DMG|8VULN
68	61331 32123	   	226.08	ACR|DCR|1VULN|1DMG|2AART	1aAART|2LWND|39RCR|4RMIN|5AME|6DMG|7NUKE|8VULN
69	62361 12123	   	226.08	ACR|DCR|1VULN|1DMG|2AART	1aAART|2DUST|39RCR|4RMIN|5AME|6AAC|7DMG|8VULN
70	62361 15323	   	226.08	ACR|DCR|1VULN|1DMG|2AART	1aAART|2DUST|39RCR|4RMIN|5AME|6AAC|7VULN|8DMG
71	61324 22235	 * 	225.60	ACR|3VULN|3DMG|1CDMG|1AART	1AART|27LWND|3RCR|4CDMG|579DMG|67aVULN|7BPWR|8BEXP
72	61324 22135	   	225.50	ACR|3VULN|3DMG|1CDMG|1AART	1AART|27LWND|3RCR|4CDMG|579DMG|67aVULN|7BPWR|8DUST
73	63462 31313	   	225.00	DCR|3VULN|3ASPD|1AART	1AART|278ERES|3RCVC|4RMIN|578VULN|678ASPD|78BPWR|9RCR|aLHND
74	13224 43235	 * 	224.94	DCR|3VULN|1DMG|1MLV|1AART	1BEXP|2LWND|3DMG|4MLV|59aVULN|6TBNT|7AART|8RCR
75	21224 43235	   	224.94	DCR|3VULN|1DMG|1MLV|1AART	1LWND|2FEWX|3DMG|4MLV|59aVULN|6TBNT|7AART|8RCR
76	22224 43235	   	224.94	DCR|3VULN|1DMG|1MLV|1AART	1LWND|2BEXP|3DMG|4MLV|59aVULN|6TBNT|7AART|8RCR
77	63462 31311	   	224.90	DCR|3VULN|3ASPD|1AART	1AART|278ERES|3RCVC|4RMIN|578VULN|678ASPD|78BPWR|9RCR|aDUST
78	64324 22312	   	224.80	ACR|3VULN|2DMG|2DUR|1CDMG|1AART	1AART|27DUR|3RCR|4CDMG|57DMG|678VULN|7BPWR|9AAC|aBELT
79	64324 22313	   	224.80	ACR|3VULN|2DMG|2DUR|1CDMG|1AART	1AART|27DUR|3RCR|4CDMG|57DMG|678VULN|7BPWR|9AAC|aFEWX
80	64324 22321	   	224.80	ACR|3VULN|2DMG|2DUR|1CDMG|1AART	1AART|27DUR|3RCR|4CDMG|57DMG|678VULN|7BPWR|9BEXP|aLWND
81	64324 22332	   	224.80	ACR|3VULN|2DMG|2DUR|1CDMG|1AART	1AART|27DUR|3RCR|4CDMG|57DMG|678VULN|7BPWR|9CGEN|aFEWX
82	64324 22333	   	224.80	ACR|3VULN|2DMG|2DUR|1CDMG|1AART	1AART|27DUR|3RCR|4CDMG|57DMG|678VULN|7BPWR|9CGEN|aAAC
83	61231 23263	   	224.79	DCR|DCR|1DMG|1AART|1RPLT	1AART|27LWND|3MDPS|4MSLTOX|5DMG|69RCR|8RPLT|aLIT
84	61231 23264	   	224.79	DCR|DCR|1DMG|1AART|1RPLT	1AART|27LWND|3MDPS|4MSLTOX|5DMG|69RCR|8RPLT|aCGEN
85	61231 23265	   	224.79	DCR|DCR|1DMG|1AART|1RPLT	1AART|27LWND|3MDPS|4MSLTOX|5DMG|69RCR|8RPLT|aAAC
86	25322 22361	   	224.76	DCR|2VULN|1DMG|1MLV|1ASPD|1RPLT|1DUR	1LWND|2DUR|3RPLT|4LHND|56VULN|7MLV|8RCR|9ASPD|aDMG
87	63422 25311	 * 	224.71	DCR|2VULN|2DMG|1CDMG|1AART|1DUR	1AART|29ERES|3RCVC|4DUR|5MBVNT|69VULN|7RCR|89DMG|9BPWR|aCDMG
88	64324 22123	   	224.70	ACR|3VULN|2DMG|2DUR|1CDMG|1AART	1AART|27DUR|3RCR|4CDMG|57DMG|67aVULN|7BPWR|8DUST|9LHND
89	64324 22133	   	224.70	ACR|3VULN|2DMG|2DUR|1CDMG|1AART	1AART|27DUR|3RCR|4CDMG|57DMG|67aVULN|7BPWR|8DUST|9BEXP
90	64324 22311	   	224.70	ACR|3VULN|2DMG|2DUR|1CDMG|1AART|1ZMB	1AART|27DUR|3RCR|4CDMG|57DMG|678VULN|7BPWR|9AAC|aZMB
91	64324 22322	   	224.70	ACR|3VULN|2DMG|2DUR|1CDMG|1AART	1AART|27DUR|3RCR|4CDMG|57DMG|678VULN|7BPWR|9BEXP|aAME
92	64324 22323	   	224.70	ACR|3VULN|2DMG|2DUR|1CDMG|1AART	1AART|27DUR|3RCR|4CDMG|57DMG|678VULN|7BPWR|9BEXP|aVENICY
93	64324 22331	   	224.70	ACR|3VULN|2DMG|2DUR|1CDMG|1AART|1ZMB	1AART|27DUR|3RCR|4CDMG|57DMG|678VULN|7BPWR|9CGEN|aZMB
94	61231 23262	   	224.69	DCR|DCR|1DMG|1AART|1RPLT	1AART|27LWND|3MDPS|4MSLTOX|5DMG|69RCR|8RPLT|aERES
95	35333 64211	 * 	224.65	DCR|2DMG|2MLV|1VULN|2DUR|1RPLT	17DUST|29DUR|3RPLT|4TBNT|57DMG|67MLV|7BPWR|8VULN|aRCR
96	61526 23213	 * 	224.38	DCR|2VULN|2DMG|2AART|1CDMG	13AART|2aLWND|4BBNT|5aDMG|6CDMG|7AME|8RCR|9aVULN|aBPWR
97	21253 26124	   	223.63	DCR|DCR|1DMG|1RPLT|1DUR	1LWND|245FEWX|3DMG|6RPLT|7DUR|8aRCR|9TBNT
98	21634 35322	   	223.63	DCR|DCR|1DMG|1AART|1DUR	1LWND|2FEWX|3AART|4FLTARM|5DMG|6TLV|79RCR|8LHND|aDUR
99	61324 22362	   	223.59	ACR|3VULN|2DMG|1ASPD|1CDMG|1AART	1AART|27LWND|3RCR|4CDMG|57DMG|678VULN|7BPWR|9ASPD|aBELT
100	61324 22363	   	223.59	ACR|3VULN|2DMG|1ASPD|1CDMG|1AART	1AART|27LWND|3RCR|4CDMG|57DMG|678VULN|7BPWR|9ASPD|aFEWX
101	61324 22361	   	223.49	ACR|3VULN|2DMG|1ASPD|1CDMG|1AART|1ZMB	1AART|27LWND|3RCR|4CDMG|57DMG|678VULN|7BPWR|9ASPD|aZMB
102	61331 14125	   	221.66	ACR|DCR|1VULN|1ASPD|1AART|1RPLT	1AART|2LWND|39RCR|4RMIN|5AME|6AAC|7ASPD|8VULN|aRPLT
