0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
26	2FROD	9135_05_20	23253 44348	   	355.49	橙2散射对甲2双倍秒伤3伤害2易伤2时间	18易伤24散射对甲348伤害48序列升级58时间6加一7核9a双倍秒伤
27	3GB6C	12049_07_24	14313 62142	 * 	355.40	橙5易伤3散射对甲3伤害1双倍秒伤1全技能	1全技能25789易伤379伤害479散射对甲6核79序列升级a双倍秒伤
28	LCS3Q	63414_05_27	15424 23232	   	355.36	橙2散射对甲2双倍秒伤2易伤2伤害1全技能1技能	17易伤2随机矿37伤害4全技能57散射对甲6核7序列升级8a双倍秒伤9技能
29	AU6C8	33388_05_27	42236 43121	 * 	354.62	橙3散射对甲2双倍秒伤3易伤3时间1全技能	178易伤2掉矿378散射对甲478时间5全技能6核78序列升级9a双倍秒伤
30	2MULB	9771_07_14	63111 35243	 * 	354.56	橙3散射对甲2双倍秒伤3伤害2易伤1攻速	147散射对甲247伤害3平台47序列升级57易伤6核8攻速9a双倍秒伤
31	B3HLP	33868_08_28	21623 35326	 * 	354.52	紫2散射对甲2双倍秒伤3易伤2攻速1全技能1伤害	1核27散射对甲3全技能467易伤57攻速7序列升级8伤害9a双倍秒伤
32	FJZI2	46739_09_27	53253 13222	 * 	354.51	橙3易伤1散射对甲3伤害3攻速1双倍秒伤1全技能	178攻速2全技能3立即金币478伤害578易伤6核78序列升级9散射对甲a双倍秒伤
33	FJZI2	46739_09_27	53553 13222	   	354.51	橙3易伤1散射对甲3伤害3攻速1双倍秒伤1全技能	178攻速2全技能3双倍矿478伤害578易伤6核78序列升级9散射对甲a双倍秒伤
34	S6Z86	82894_04_24	21121 23314	 * 	353.67	橙3双倍秒伤2散射对甲3易伤2攻速1全技能	138易伤2全技能48攻速58散射对甲69a双倍秒伤7核8序列升级
35	7313F	22338_08_01	12341 31624	   	353.65	橙2散射对甲2双倍秒伤2易伤2攻速1全技能1伤害	17易伤2伤害37散射对甲4平台57攻速6全技能7序列升级8核9a双倍秒伤
36	VMHQB	92991_09_23	26163 33473	   	353.49	橙2散射对甲2双倍秒伤3伤害2易伤2时间	137伤害23散射对甲37序列升级47易伤5加一67时间8核9a双倍秒伤
37	RJZ51	81189_06_09	22213 15335	   	353.39	橙3易伤1散射对甲3伤害3攻速1双倍秒伤1暴击	189攻速2暴击389伤害4散射对甲5时间689易伤7核89序列升级a双倍秒伤
38	HRNTR	53264_10_13	11234 73123	   	353.00	橙2散射对甲2双倍秒伤2伤害2攻速1易伤1全技能	17散射对甲27攻速3全技能4加一57伤害6核7序列升级8易伤9a双倍秒伤
39	HRNTR	53264_10_13	13234 73123	   	353.00	橙2散射对甲2双倍秒伤2伤害2攻速1易伤1全技能	17散射对甲2全技能37攻速4加一57伤害6核7序列升级8易伤9a双倍秒伤
40	61OHV	19353_12_31	16342 13315	   	352.75	橙2散射对甲2双倍秒伤3易伤2攻速1全技能	137易伤2全技能47攻速5立即金币67散射对甲7序列升级8核9a双倍秒伤
41	Z43NI	2339_05_05	52333 22155	 * 	352.74	橙2散射对甲2双倍秒伤2全技能2攻速1易伤2时间	18时间24全技能3易伤58攻速6核78散射对甲8序列升级9a双倍秒伤
42	9FMEV	29216_11_10	23226 55213	 * 	352.58	橙4易伤2散射对甲2双倍秒伤2伤害	17伤害2挖尘3567易伤47散射对甲7序列升级8核9a双倍秒伤
43	Z8BIV	2720_03_25	12235 32432	   	352.19	橙2散射对甲2双倍秒伤3易伤2攻速2时间	18攻速256易伤38时间48散射对甲7核8序列升级9a双倍秒伤
44	V4CRH	91362_12_06	23653 33531	   	352.04	橙2散射对甲2双倍秒伤3易伤2伤害1攻速	17伤害237易伤4低血量敌人5攻速67散射对甲7序列升级8核9a双倍秒伤
45	UKN5Z	89956_05_06	13521 26151	   	351.41	橙2散射对甲2双倍秒伤2易伤2伤害1全技能	1随机矿27伤害3时间47易伤5全技能67散射对甲7序列升级8核9a双倍秒伤
46	FJR35	46814_02_16	42561 22213	   	351.37	橙2散射对甲2双倍秒伤2易伤1全技能1伤害1暴击	15易伤2暴击3时间45散射对甲5序列升级6核7伤害8全技能9a双倍秒伤
47	9TTCI	30492_04_17	31316 54333	   	351.36	橙2散射对甲2双倍秒伤2易伤2伤害2攻速1技能	18攻速25易伤38伤害4技能6核78散射对甲8序列升级9a双倍秒伤
48	PJROT	75525_01_26	13143 43124	 * 	351.35	紫4易伤2散射对甲2双倍秒伤2攻速1全技能	1核2368易伤38序列升级48攻速58散射对甲7全技能9a双倍秒伤
49	PJROT	75525_01_26	13613 43124	   	351.35	紫4易伤2散射对甲2双倍秒伤2攻速1全技能	1核2468易伤38攻速58散射对甲7全技能8序列升级9a双倍秒伤
50	Q7RR3	77319_07_30	23653 13122	   	351.16	橙3易伤1散射对甲3伤害3攻速1双倍秒伤1技能	178易伤2散射对甲3挖青478伤害578攻速6核78序列升级9技能a双倍秒伤
51	L9O46	63134_01_27	36222 13146	 * 	351.04	橙3散射对甲2双倍秒伤2易伤3策反1全技能1攻速	147散射对甲247策反3全技能47序列升级57易伤6核8攻速9a双倍秒伤
52	3TZOO	13186_08_21	35215 12151	   	350.65	橙2散射对甲2双倍秒伤3易伤2伤害1技能	17伤害2导弹对黄347易伤57散射对甲6核7序列升级89双倍秒伤a技能
53	5SP8C	18907_05_21	25152 21511	   	350.64	橙2散射对甲2双倍秒伤2易伤2伤害1全技能	1全技能27伤害37散射对甲4掉矿5策反67易伤7序列升级8核9a双倍秒伤
54	5SP8C	18907_05_21	25162 21511	   	350.64	橙2散射对甲2双倍秒伤2易伤2伤害1全技能	1全技能27伤害37散射对甲4等级5策反67易伤7序列升级8核9a双倍秒伤
55	JPIM5	58812_06_20	53351 63311	 * 	350.36	橙3双倍秒伤2散射对甲3易伤3伤害	17散射对甲247伤害357易伤69a双倍秒伤7序列升级8核
56	PAQU5	74715_04_15	35333 34632	   	350.29	橙2散射对甲2双倍秒伤3易伤2攻速2时间	17散射对甲247易伤34攻速47序列升级5最后敌人67时间8核9a双倍秒伤
57	ULJ2R	90034_08_28	13313 13541	   	350.19	橙3易伤1散射对甲3伤害1双倍秒伤2攻速1全技能	139伤害239易伤39序列升级4时间5散射对甲6全技能7核89攻速a双倍秒伤
58	DQTIS	41707_04_26	52312 13424	 * 	350.06	橙2散射对甲2双倍秒伤3伤害3攻速2暴击	148攻速234伤害48序列升级58散射对甲68暴击7核9a双倍秒伤
59	ZFL3K	3374_12_06	35263 41233	   	349.97	橙2散射对甲2双倍秒伤2易伤1全技能1伤害1攻速	1全技能24散射对甲34易伤4序列升级5时间6伤害7攻速8核9a双倍秒伤
60	U2NBV	88342_01_27	23226 33511	   	349.90	橙4易伤2散射对甲2双倍秒伤2时间1暴击	17时间2暴击37散射对甲4567易伤7序列升级8核9a双倍秒伤
61	VKP6A	92832_12_20	41218 52331	 * 	349.56	橙2散射对甲2双倍秒伤2易伤2全技能2攻速	1加一27散射对甲35全技能47易伤67攻速7序列升级8核9a双倍秒伤
62	BKRDF	35421_02_18	13432 21252	   	349.44	橙2散射对甲2双倍秒伤3易伤2伤害1暴击	157易伤27伤害3低血量敌人4暴击67散射对甲7序列升级8核9a双倍秒伤
63	9DLGS	29034_10_17	14346 12313	   	349.42	紫2散射对甲2双倍秒伤3伤害2易伤1全技能2策反	18易伤2核35散射对甲458伤害58序列升级68策反7全技能9a双倍秒伤
64	V8EZS	91725_01_24	24263 32151	 * 	349.40	橙5易伤1散射对甲3伤害3攻速1双倍秒伤	13789易伤2散射对甲479攻速579伤害6核79序列升级a双倍秒伤
65	TF4S7	86585_08_17	11623 34622	 * 	349.39	橙3散射对甲2双倍秒伤2易伤2伤害3时间	156时间27易伤37伤害457散射对甲57序列升级8核9a双倍秒伤
66	GA88G	48824_10_15	22241 61252	   	349.36	橙2散射对甲2双倍秒伤2易伤2伤害2攻速	18易伤28散射对甲3防空对甲46攻速58伤害7核8序列升级9a双倍秒伤
67	8U984	27654_08_24	42325 12411	   	349.36	橙2散射对甲2双倍秒伤2易伤2伤害2攻速1技能	18伤害26易伤38攻速4技能58散射对甲7核8序列升级9a双倍秒伤
68	LDE4K	63464_12_08	13211 36626	   	349.34	橙2散射对甲2双倍秒伤3易伤2伤害1暴击	17散射对甲247易伤34伤害47序列升级5暴击67挖尘8核9a双倍秒伤
69	B6NVB	34155_06_19	22361 61326	 * 	348.73	橙3散射对甲2双倍秒伤3易伤2伤害	134易伤236散射对甲36序列升级56伤害7时间8核9a双倍秒伤
70	NLI8E	69936_01_08	25126 32411	   	348.06	紫2散射对甲2双倍秒伤3易伤2攻速2时间1核弹	147易伤24时间3核47序列升级57散射对甲67攻速89双倍秒伤a核弹
71	4CVQ1	14619_05_26	21124 52532	 * 	348.02	橙2散射对甲2双倍秒伤3易伤3策反1全技能	167策反2金币生成3全技能47散射对甲567易伤67序列升级8核9a双倍秒伤
72	4CVQ1	14619_05_26	26121 52532	   	348.02	橙2散射对甲2双倍秒伤3易伤3策反1全技能	167策反2矿等3全技能47散射对甲567易伤67序列升级8核9a双倍秒伤
73	EZV1S	42249_09_23	62112 43622	   	347.93	橙2散射对甲2双倍秒伤2易伤2伤害1全技能2时间	1全技能28易伤37时间48伤害58散射对甲6核8序列升级9a双倍秒伤
74	NI52M	69629_12_02	13263 42215	 * 	347.87	橙4易伤2散射对甲2双倍秒伤2攻速	18攻速2金币生成3468易伤58散射对甲7核8序列升级9a双倍秒伤
75	NI52M	69629_12_02	11263 42215	   	347.77	橙4易伤2散射对甲2双倍秒伤2攻速	18攻速2掉矿3468易伤58散射对甲7核8序列升级9a双倍秒伤
76	OIUZA	72570_09_15	11432 25163	 * 	347.77	橙4易伤2散射对甲2双倍秒伤3时间	1346易伤234时间346序列升级56散射对甲7核8最后敌人9a双倍秒伤
77	OIUZA	72570_09_15	11432 25263	   	347.77	橙4易伤2散射对甲2双倍秒伤3时间	1346易伤234时间346序列升级56散射对甲7核8低血量敌人9a双倍秒伤
