0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
1	NVAHO	70811_07_25	23516 24131	 * 	454.99	紫橙5易伤3等级2伤害3攻速	189攻速2a伤害3589a易伤46核789等级89a序列升级
14	S3MJ2	82687_10_19	21221 22653	   	440.75	紫橙4易伤3等级3伤害2攻速	17核249a易伤349等级49a序列升级5基地爆炸6a攻速89a伤害
15	KI6CH	61020_11_16	31166 21153	   	439.93	紫橙5易伤3等级3伤害	18核24579易伤357伤害579序列升级679等级a策反
16	39FEI	11433_06_26	31163 32313	   	439.30	紫橙5易伤2等级3伤害2暴击	135伤害2356a易伤35a序列升级47核8a等级9a暴击
17	39FEI	11433_06_26	42163 32313	   	439.30	紫橙5易伤2等级3伤害2暴击	1356a易伤235伤害35a序列升级47核8a等级9a暴击
18	PCNS2	74886_02_13	22241 16622	   	439.30	紫橙5易伤2等级3伤害2暴击	1567a易伤27等级37a伤害49核7a序列升级8a暴击
19	6V1JN	21981_02_21	22661 21331	   	439.30	紫橙5易伤2等级3伤害2毒气减费	1578a易伤26核38毒气减费48a伤害8a序列升级9a等级
20	ZPIZK	4263_06_01	35316 21132	   	438.31	紫橙3等级3易伤3伤害1烈焰减费	189伤害2a核389等级4全技能5烈焰减费6攻速789易伤89序列升级
21	DAGMB	40235_09_21	13136 13136	   	438.04	紫橙5易伤2等级3伤害2时间	1379a易伤27时间45核679伤害79序列升级89等级
22	94OQP	28236_08_18	31442 15312	   	437.96	紫紫4易伤3等级3伤害	189伤害24核389a易伤5攻速6时间789等级89序列升级
23	LUHLO	65000_01_06	22222 46125	   	437.96	紫橙4易伤3等级3伤害	17a伤害278a易伤3攻速49核5时间67a等级7a序列升级
24	J67PT	57077_05_11	31164 32222	   	437.56	紫橙3易伤2等级3伤害3攻速1烈焰减费	18a伤害28a攻速37核4烈焰减费59等级68a易伤8a序列升级
25	IFU7R	55076_10_18	62332 61341	   	437.30	橙橙5易伤3等级2伤害1毒气减费	12468易伤348等级48序列升级59核78伤害a毒气减费
26	2JCBL	9451_01_27	25213 66221	   	437.30	紫橙5易伤3等级2伤害3随机技能	1289a易伤3a伤害47核589等级689随机技能89a序列升级
27	G23Z1	48092_04_20	66333 15321	   	436.55	紫橙4易伤3等级2伤害3攻速	148等级26核38a攻速578a易伤8a序列升级9a伤害
28	OZ6IP	70890_02_25	51142 21124	   	436.55	紫橙4易伤3等级2伤害3攻速	16核27a攻速357a易伤457等级57a序列升级8立即金币9a伤害
29	P2ZLZ	73923_11_12	15211 31633	   	436.55	紫橙4易伤3等级2伤害3攻速	1a核247等级347攻速479序列升级5679易伤89伤害
30	S3MLI	82688_01_07	15432 12632	   	436.55	紫橙4易伤3等级2伤害3攻速	129a易伤3a伤害48核59a等级679攻速9a序列升级
31	OZ6IP	70890_02_25	51142 21224	   	435.56	紫橙3等级3易伤2伤害3攻速2火球减费	16核27a攻速357易伤457等级57a序列升级8a火球减费9a伤害
32	4LURI	15424_03_03	21232 22422	   	435.31	紫橙4易伤3等级3伤害	18a伤害2时间358a易伤49核68a等级7全技能8a序列升级
33	6JBPA	20933_01_29	14116 41123	   	435.31	紫橙4易伤3等级3伤害	15核289伤害3时间4全技能689等级789a易伤89序列升级
34	818LM	25051_04_11	24313 12635	   	435.31	紫紫4易伤3等级3伤害	178伤害24核378等级5678易伤78序列升级9全技能a时间
35	4362C	13739_10_17	21253 16343	   	435.24	橙橙4易伤3等级3伤害	1789易伤289伤害3暴击4策反589等级6a核89序列升级
36	HFQ1T	52194_02_27	11321 41325	   	434.61	紫紫4易伤2等级3伤害2火球减费	12核389伤害48火球减费5暴击69等级789a易伤89序列升级
37	4544Z	13913_10_05	21332 23551	   	434.61	橙橙4易伤3等级3伤害2毒气减费	1379易伤235等级359序列升级459伤害6a核89毒气减费
38	VIZ81	92583_08_07	63316 12342	   	434.61	紫橙4易伤3等级3伤害2暴击	128等级28a序列升级36核458a易伤78a伤害9a暴击
39	Z8ZGE	2689_03_02	11223 32463	   	434.61	紫橙4易伤3等级3伤害1火球减费	1a核2478易伤378伤害578等级6平台78序列升级9火球减费
40	Z8ZGE	2689_03_02	63223 32463	   	434.61	紫橙4易伤3等级3伤害1火球减费	1478易伤2a核378伤害578等级6平台78序列升级9火球减费
41	ZHG7Q	3540_09_17	51244 12321	   	434.61	紫橙4易伤3等级3伤害1火球减费	179伤害2技能点35核4789易伤679等级79序列升级a火球减费
42	4TSGL	16135_05_02	41111 53431	   	434.61	紫橙4易伤3等级3伤害2烈焰减费	1689易伤27核39烈焰减费489伤害568等级689序列升级a随机矿
43	4TSGL	16135_05_02	41111 53432	   	434.61	紫橙4易伤3等级3伤害2烈焰减费	1689易伤27核39烈焰减费489伤害568等级689序列升级a雷电
44	4TSGL	16135_05_02	41111 53433	   	434.61	紫橙4易伤3等级3伤害2烈焰减费	1689易伤27核39烈焰减费489伤害568等级689序列升级a平台
45	6BSSQ	20263_04_28	21333 43641	   	434.61	橙橙4易伤3等级3伤害2暴击	147a易伤2双倍矿347伤害47a序列升级57a等级69核8a暴击
46	7KQB8	23934_07_10	63263 35121	   	434.61	紫紫4易伤3等级3伤害1毒气减费	14核278伤害3毒气减费578等级678a易伤78序列升级9基地爆炸
47	85P1Q	25456_01_22	11312 36132	   	434.61	橙橙4易伤3等级3伤害1火球减费	1689易伤289伤害3火球减费4金币生成589等级7a核89序列升级
48	D7EIT	39960_08_31	32156 62233	   	434.61	紫橙4易伤3等级3伤害1火球减费	178a易伤26核3低血量敌人478等级578伤害78序列升级9火球减费
49	DJDHF	41034_04_29	46113 22623	   	434.61	橙橙4易伤3等级3伤害1烈焰减费	179伤害2随机矿3579易伤479等级68核79序列升级a烈焰减费
50	FNIRV	47149_12_07	62143 13633	   	434.61	橙橙4易伤3等级3伤害1火球减费	19a伤害29a等级3掉矿4火球减费569a易伤78核9a序列升级
51	IDF84	54855_05_03	23222 35314	   	434.61	橙橙4易伤3等级3伤害1烈焰减费	178等级2烈焰减费3478易伤578伤害6a核78序列升级9基地爆炸
52	IDF84	54855_05_03	23222 35324	   	434.61	橙橙4易伤3等级3伤害1烈焰减费	178等级2烈焰减费3478易伤578伤害6a核78序列升级9最后敌人
53	IDF84	54855_05_03	23222 35344	   	434.61	橙橙4易伤3等级3伤害1烈焰减费	178等级2烈焰减费3478易伤578伤害6a核78序列升级9挖尘
54	O2CGU	71086_03_31	13531 62311	   	434.61	橙橙4易伤3等级3伤害3随机技能	139a易伤25a等级459伤害59a序列升级67核89a随机技能
55	QAQBA	77584_07_15	15231 42123	   	434.61	紫橙4易伤3等级3伤害2毒气减费	178等级2a毒气减费37a伤害46核579a易伤7a序列升级
56	QEPLM	77941_07_04	35315 23221	   	434.61	紫橙4易伤3等级3伤害1火球减费	19a伤害25核389a易伤4低血量敌人6火球减费79a等级9a序列升级
57	QL264	78503_09_02	63331 53412	   	434.61	紫橙4易伤3等级3伤害3策反	178策反2a核389伤害4789易伤567等级789序列升级
58	RVIMM	82318_01_15	54353 12132	   	434.61	紫橙4易伤3等级3伤害2毒气减费	178等级278a易伤3雷电减费46核578伤害78a序列升级9a毒气减费
59	TGC49	86695_09_04	61311 25422	   	434.61	紫紫4易伤3等级3伤害1火球减费	14核289等级3平台5789易伤689伤害89序列升级a火球减费
60	VCIPN	92097_04_26	13315 22742	   	434.61	紫橙4易伤3等级3伤害1毒气减费	1加一29核378伤害4578易伤678等级78序列升级a毒气减费
61	VCIPN	92097_04_26	13475 22742	   	434.61	紫橙4易伤3等级3伤害1毒气减费	1加一29核3578易伤478伤害678等级78序列升级a毒气减费
62	VCIPN	92097_04_26	15115 22742	   	434.61	紫橙4易伤3等级3伤害1毒气减费	1加一278伤害39核4578易伤678等级78序列升级a毒气减费
63	1BTAQ	5910_01_12	44252 13132	   	434.61	紫橙4易伤3等级3伤害2烈焰减费	157伤害29核3a烈焰减费478a易伤67a等级7a序列升级
64	KJD5R	61129_08_19	33324 15622	   	433.61	紫橙4易伤3等级3暴击2攻速2火球减费	189等级28火球减费35核4a攻速69a暴击789a易伤89a序列升级
65	7BD88	23090_05_15	15522 22361	   	433.35	紫紫4易伤3等级3伤害2时间	13核2679易伤47a等级579伤害79序列升级89时间
66	818LM	25051_04_11	24313 12163	   	433.35	紫紫4易伤3等级3伤害2时间	17a伤害24核378等级567a易伤7a序列升级9a时间
67	818LM	25051_04_11	24313 13663	   	433.35	紫紫4易伤3等级3伤害2时间	18a伤害24核378等级568a易伤8a序列升级9a时间
68	D4TEN	39733_03_16	11113 16431	   	433.35	紫橙4易伤3等级3伤害2时间	127a易伤36核478伤害57a等级7a序列升级9a时间
69	DAGMB	40235_09_21	13136 13134	   	433.35	紫橙4易伤3等级3伤害2时间	1379易伤27时间45核679伤害79序列升级89a等级
70	MPC96	67407_03_23	41431 23411	   	432.89	紫橙5易伤2等级3伤害	16核27等级357伤害4579a易伤57序列升级8攻速
71	AOVSR	32921_08_27	42626 33133	   	432.89	紫橙5易伤2等级3伤害	159伤害23589易伤47核59序列升级69等级a攻速
72	D3GL2	39607_08_07	36341 61133	   	432.89	紫橙5易伤2等级3伤害	17核29等级35689易伤459伤害59序列升级a攻速
73	2Q9UO	10072_05_05	11616 34222	   	432.89	紫橙5易伤3等级3伤害	1259a易伤35a伤害48核5a序列升级67a等级
74	4255F	13647_07_18	16325 63211	   	432.89	橙橙5易伤3等级3伤害	18a伤害24589易伤358等级58序列升级67核
75	9ATZZ	28786_08_06	41324 13214	   	432.89	橙橙5易伤3等级3伤害	137伤害23467易伤367序列升级567等级8毒液对毒9a核
76	B2JKZ	33784_05_23	31235 64311	   	432.89	橙橙5易伤3等级3伤害	17a伤害257等级3457a易伤57a序列升级69核8双倍矿
77	GE553	49174_12_11	21532 12562	   	432.89	橙橙5易伤3等级3伤害	12679易伤3额外掉落479等级579伤害79序列升级8a核
78	JHDHT	58080_05_08	36212 12441	   	432.89	紫橙5易伤3等级3伤害	178伤害278等级35789易伤46核78序列升级a双倍秒伤
79	JHDHT	58080_05_08	36212 12442	   	432.89	紫橙5易伤3等级3伤害	178伤害278等级35789易伤46核78序列升级a矿等
80	JHDHT	58080_05_08	36212 12443	   	432.89	紫橙5易伤3等级3伤害	178伤害278等级35789易伤46核78序列升级a立即金币
81	KBH44	60422_12_20	43351 33126	   	432.89	紫紫5易伤3等级3伤害	179伤害2技能34核5679a易伤79a序列升级89a等级
82	KI6CH	61020_11_16	31166 21152	   	432.89	紫橙5易伤3等级3伤害	18核24579易伤357伤害579序列升级679等级a最后敌人
83	NB2KZ	68995_01_06	12441 33354	   	432.89	紫橙5易伤3等级3伤害	1加一279等级3579a易伤48核679伤害79序列升级
84	RMUF3	81543_07_30	21312 13316	   	432.89	橙橙5易伤3等级3伤害	1257a易伤27a序列升级37a等级478伤害69核
85	TRIUR	87701_09_12	21122 55211	   	432.89	橙橙5易伤3等级3伤害	13589易伤289等级4双倍秒伤6a核789伤害89序列升级
86	TUTS7	88001_06_15	53133 12721	   	432.89	紫橙5易伤3等级3伤害	18核29a等级3479a易伤59a伤害6加一9a序列升级
87	ZB22G	2962_09_13	45112 61322	   	432.89	紫橙5易伤3等级3伤害	17核29a等级3589a易伤459伤害59a序列升级6双倍秒伤
88	ZQD7S	4339_10_01	11325 12253	   	432.89	紫橙5易伤3等级3伤害	15789易伤2双倍矿3a核489伤害689等级89序列升级
89	ZR689	4409_11_15	23134 15361	   	432.89	紫紫5易伤3等级3伤害	178等级23核4雷电578伤害6789a易伤78序列升级
90	44J2P	13865_12_28	26332 41324	   	432.89	紫橙5易伤3等级3伤害	14679易伤2a核379伤害579等级79序列升级8立即金币
91	6GKOH	20689_02_04	21123 53226	   	432.89	橙橙5易伤3等级3伤害	1578a易伤2基地爆炸37a等级47a伤害69核7a序列升级
92	818LM	25051_04_11	24313 12652	   	432.89	紫紫5易伤3等级3伤害	178伤害24核378等级5678a易伤78序列升级9低血量敌人
93	CJBKO	38158_02_06	34232 52313	   	432.89	紫橙5易伤3等级3伤害	17核2双倍秒伤39a伤害4589a易伤69a等级9a序列升级
94	CJBKO	38158_02_06	35322 52313	   	432.89	紫橙5易伤3等级3伤害	17核29a伤害3589a易伤4双倍秒伤69a等级9a序列升级
95	CJBKO	38158_02_06	35432 52313	   	432.89	紫橙5易伤3等级3伤害	17核29a伤害3双倍秒伤4589a易伤69a等级9a序列升级
96	DAGMB	40235_09_21	11536 13133	   	432.89	紫橙5易伤3等级3伤害	1279a易伤37a挖尘45核679伤害79a序列升级89a等级
97	DAGMB	40235_09_21	12136 13133	   	432.89	紫橙5易伤3等级3伤害	1379a易伤27a挖尘45核679伤害79a序列升级89a等级
98	DUGO4	42030_03_11	33151 53234	   	432.89	紫橙5易伤3等级3伤害	19核2478a易伤3技能578等级678伤害78序列升级
99	DUGO4	42030_03_11	33511 53234	   	432.89	紫橙5易伤3等级3伤害	19核2378a易伤4技能578等级678伤害78序列升级
100	KI6CH	61020_11_16	31161 21151	   	432.89	紫橙5易伤3等级3伤害	18核2479a易伤357伤害679等级79序列升级
101	KNSOU	61532_03_22	21252 42131	   	432.89	紫橙5易伤3等级3伤害	179伤害26核3789a易伤479等级5平台79序列升级
102	MBDSD	66155_09_09	15242 33333	   	432.89	紫橙5易伤3等级3伤害	1789a易伤25核389等级489伤害6雷电减费89序列升级
103	MI8DC	66768_05_13	33251 56112	   	432.89	紫紫5易伤3等级3伤害	18a伤害23核4双倍秒伤58a等级6789a易伤8a序列升级
104	RSKIS	82054_03_01	33335 21361	   	432.89	紫橙5易伤3等级3伤害	16789易伤2a核378伤害478等级5挖青78序列升级
105	SRG88	84823_03_17	11215 66331	   	432.89	紫橙5易伤3等级3伤害	1789a易伤25核3双倍秒伤48a伤害68a等级8a序列升级
106	4ONS2	15673_09_25	42213 11531	   	432.59	紫紫4易伤3等级3伤害	14核289等级389伤害5全技能6789易伤89序列升级a策反
107	AVKUZ	33518_12_05	22416 22242	   	432.59	橙橙4易伤3等级3伤害	1479易伤2全技能3策反579伤害679等级79序列升级8a核
108	GOJ6U	50111_07_07	23321 54533	   	432.41	紫橙4易伤1等级3伤害3攻速1烈焰减费	178攻速2789易伤3等级4a核5烈焰减费678伤害78序列升级
109	MQJQK	67518_02_03	33263 56121	   	432.36	紫紫3等级3易伤3伤害1毒气减费2时间	17a易伤24核3毒气减费57a伤害679等级7a序列升级8a时间
110	R6HTO	80072_12_16	15313 36135	   	432.36	紫橙3等级3易伤3伤害1烈焰减费2时间	178伤害279易伤3烈焰减费4a核59时间679等级79序列升级
111	AZCRS	30715_02_15	11232 52553	   	431.92	橙橙4易伤3等级3伤害	139a易伤239等级39a序列升级4随机技能5a策反69a伤害78核
112	ILP4S	55600_10_24	23463 11262	   	431.41	紫橙4易伤2等级2伤害2攻速2暴击	18核237a易伤4a攻速57等级67伤害7a序列升级9a暴击
113	ULFQK	90025_07_11	21213 55215	   	431.41	紫橙4易伤2等级2伤害2攻速2暴击	168a易伤25核3a攻速48伤害78暴击8a序列升级9a等级
114	JHDHT	58080_05_08	36212 12415	   	431.25	紫橙4易伤3等级3伤害	178伤害278等级3578易伤46核78序列升级9随机技能a时间
115	RV8G1	82289_06_02	12221 53652	 * 	431.15	橙橙3易伤2等级3伤害3攻速	127攻速38等级478伤害578易伤6a核78序列升级9暴击
116	91IS2	27950_10_10	31522 22414	   	431.15	紫橙3等级3易伤3伤害3攻速	19a攻速24a易伤37核569伤害89a等级9a序列升级
117	E55PR	42627_07_07	13133 21151	 * 	431.15	紫紫3等级3易伤3伤害3攻速	14核29a等级38a伤害579攻速69a易伤9a序列升级
118	MZCV2	65166_03_31	34631 23336	   	430.89	紫橙5易伤3等级3攻速	14789易伤29随机技能3a核578攻速678等级789序列升级
119	657IN	19665_04_07	12112 62165	   	430.56	橙橙3等级3易伤3伤害	189伤害2时间389等级4攻速5暴击6a核789易伤89序列升级
120	1LJJP	6779_12_09	22611 24632	   	430.42	紫橙3易伤2等级2伤害2攻速1毒气减费2暴击	179易伤29伤害37暴击45核67等级79序列升级89攻速a毒气减费
121	1KQIK	6709_09_30	31531 52221	   	430.26	紫橙3等级3易伤3伤害1火球减费	1a核278等级378伤害4随机技能5火球减费678易伤78序列升级9时间
122	N6H89	68587_06_19	46313 32143	   	430.24	紫橙5易伤2等级3伤害	16核28a伤害3578a易伤4全技能8a序列升级9a等级
123	4ONS2	15673_09_25	42213 11231	   	429.96	紫紫4易伤3等级2伤害2火球减费	14核29a等级3a伤害5全技能679a易伤89火球减费9a序列升级
124	OO2QZ	73032_10_01	36116 13116	   	429.96	紫橙4易伤3等级3攻速1毒气减费	1全技能279攻速3毒气减费48核579a易伤679等级79序列升级
125	S8ZU5	83075_09_02	24342 34331	   	429.96	紫橙4易伤3等级3攻速1伤害	19核248a易伤3全技能5伤害68a等级78a攻速8a序列升级
126	PHFSB	75312_04_18	34433 51221	   	428.97	紫橙3等级3易伤3攻速1毒气减费1伤害	17核28a易伤38a攻速4毒气减费5伤害68a等级8a序列升级9全技能
127	KI6CH	61020_11_16	31166 21136	   	428.90	紫橙5易伤2等级3伤害	18核2457a易伤357伤害57序列升级67等级9时间
128	ROQ7J	81711_02_19	64113 22342	   	428.90	橙橙5易伤2等级3伤害	13467易伤247伤害47序列升级57等级8时间9a核
129	FZTVF	45117_08_14	32611 16262	   	428.90	紫橙5易伤2等级3伤害	1468a易伤25核348伤害48序列升级78等级9时间
130	2HUT9	9323_08_26	32421 35612	   	428.67	橙橙4易伤3等级3时间1毒气减费1伤害	179等级2479易伤3毒气减费5伤害679时间79序列升级8a核
131	ENA7T	44254_11_04	34321 61253	   	428.50	紫橙3易伤2等级3伤害3攻速	19a攻速26等级37核49a易伤5全技能89a伤害9a序列升级
132	8TJG3	27593_08_31	11425 33113	   	428.46	紫紫3等级3易伤3伤害2全技能	14核279伤害379等级579易伤68全技能79序列升级a暴击
133	CNCHO	38519_07_04	31112 23654	   	428.46	紫橙3等级3易伤3伤害2全技能	18a伤害2暴击38a易伤49核58a等级67全技能8a序列升级
134	GUA7O	50624_08_24	43224 23621	   	428.24	紫橙5易伤3等级3攻速	15789易伤289等级3a核4全技能689攻速89序列升级
135	MS2QD	67649_11_03	62324 26232	   	428.24	紫橙5易伤3等级2伤害	1a核29伤害369等级45689易伤69序列升级7全技能
136	OFMFC	72280_06_13	32632 11414	   	428.24	橙橙5易伤3等级2伤害	1457a易伤25a等级3全技能5a序列升级68核9a伤害
137	8O3HZ	27100_04_23	31125 31141	   	428.20	橙橙4易伤2等级3伤害3时间	1678易伤24等级378时间578伤害78序列升级9a核
138	7BD88	23090_05_15	15522 22362	   	428.20	紫紫4易伤2等级3伤害3时间	13核2679易伤47等级579伤害79序列升级89a时间
139	DAGMB	40235_09_21	13136 13132	   	428.20	紫橙4易伤2等级3伤害3时间	1379易伤27a时间45核679伤害79序列升级89等级
140	LAPHS	63227_10_16	33265 23343	   	428.20	紫橙4易伤2等级3伤害3时间	157伤害29等级38核479a易伤679时间79序列升级
141	PANET	74705_07_16	41114 53323	   	428.20	紫橙4易伤2等级3伤害3时间	1789易伤26等级3a核489伤害589时间89序列升级
142	3ZQ8C	10656_05_04	23134 31643	   	428.20	紫紫4易伤3等级3伤害	12核379a易伤4技能5暴击69a伤害89a等级9a序列升级
143	697RN	20024_12_01	32236 31563	   	428.20	紫紫4易伤2等级3伤害3时间	14核279时间37a伤害5679易伤79序列升级89等级
144	72Q1D	22318_10_11	31365 36112	   	428.20	紫橙4易伤3等级3伤害	19核27a伤害3攻速47a等级567a易伤7a序列升级8随机矿
145	BZCAA	33584_06_27	33213 34416	   	428.20	紫橙4易伤3等级3伤害	16核2459易伤345伤害459序列升级79a等级89喷火对愈
146	FZDJV	45071_10_02	53462 13322	   	428.20	紫紫4易伤3等级3伤害	14核259a易伤3攻速6平台79a等级89a伤害9a序列升级
147	H3AC5	51073_08_11	15136 13521	   	428.20	紫橙4易伤3等级3伤害	17核258等级3458易伤58序列升级68a伤害9暴击
148	J67PT	57077_05_11	21146 32252	   	428.20	紫橙4易伤3等级3伤害	18a等级2攻速37核48a伤害568a易伤8a序列升级9立即金币
149	JHDHT	58080_05_08	36212 12226	   	428.20	紫橙4易伤3等级3伤害	179伤害279等级3579易伤46核79序列升级8技能a攻速
150	JHDHT	58080_05_08	36212 12434	   	428.20	紫橙4易伤3等级3伤害	178伤害278等级3578易伤46核78序列升级9敌人爆炸a攻速
151	JHDHT	58080_05_08	36212 13126	   	428.20	紫橙4易伤3等级3伤害	189伤害289等级3589易伤46核7随机矿89序列升级a攻速
152	PANET	74705_07_16	11116 53323	   	428.20	紫橙4易伤2等级3伤害3时间	189时间26等级3a核489伤害5789易伤89序列升级
153	186JB	5577_02_23	13313 13242	   	428.20	橙橙4易伤3等级3伤害	179a易伤2攻速3雷电减费47a伤害58核67a等级7a序列升级
154	5AGK6	17268_04_20	33234 82852	   	428.20	橙橙4易伤3等级3伤害	178伤害278等级3加一4578易伤69核78序列升级a暴击
155	9N8GJ	29895_06_24	33112 31354	   	428.20	紫橙4易伤3等级3伤害	1489易伤289伤害3a核5攻速6暴雪减费789等级89序列升级
156	9N8GJ	29895_06_24	41112 31354	   	428.20	紫橙4易伤3等级3伤害	189伤害2489易伤3a核5攻速6暴雪减费789等级89序列升级
157	A334I	30956_12_29	33432 31263	   	428.20	橙橙4易伤3等级3伤害	178a易伤278伤害3暴击4掉矿578等级69核78序列升级
158	A334I	30956_12_29	33662 31263	   	428.20	橙橙4易伤3等级3伤害	178a易伤278伤害3掉矿4暴击578等级69核78序列升级
159	BSJ14	36115_05_08	11465 27413	   	428.20	紫紫4易伤3等级3伤害	178伤害2加一34核578a易伤678等级78序列升级9攻速
160	FTDF1	47673_01_27	61643 13112	   	428.20	橙橙4易伤3等级3伤害	179伤害2额外掉落3暴击479a易伤58核679等级79序列升级
161	H8TIE	51576_01_04	24252 11511	   	428.20	紫橙4易伤3等级3伤害	167伤害278等级3578易伤49核78序列升级a暴击
162	IDF84	54855_05_03	22222 35331	   	428.20	橙橙4易伤3等级3伤害	178等级2立即金币3478易伤578伤害6a核78序列升级9攻速
163	IDF84	54855_05_03	25222 35331	   	428.20	橙橙4易伤3等级3伤害	178等级2风暴减费3478易伤578伤害6a核78序列升级9攻速
164	JIUDL	58217_05_11	22262 33225	   	428.20	紫橙4易伤3等级3伤害	1789易伤278伤害3最后敌人4a核5攻速678等级78序列升级
165	KI9KQ	61030_01_05	43115 24323	   	428.20	紫紫4易伤3等级3伤害	178伤害24核3暴击578a易伤678等级78序列升级9立即金币
166	LH5G3	63799_07_28	33533 33126	   	428.20	紫橙4易伤3等级3伤害	179伤害25核3敌人爆炸479等级6789易伤79序列升级a暴击
167	LNPLD	64394_05_28	31266 12213	   	428.20	紫橙4易伤3等级3伤害	1279易伤3双倍秒伤48核579等级679伤害79序列升级a暴击
168	MBDSD	66155_09_09	15242 33334	   	428.20	紫橙4易伤3等级3伤害	1789易伤25核389等级489伤害6雷电减费89序列升级a暴击
169	NEH6Q	69305_01_23	62236 11212	   	428.20	紫橙4易伤3等级3伤害	16核289伤害3挖尘4789易伤589等级89序列升级a暴击
170	NHCKE	69561_05_21	21135 53211	   	428.20	紫紫4易伤3等级3伤害	13核289伤害489等级5789易伤6立即金币89序列升级a攻速
171	OFI84	72268_08_07	46221 31261	   	428.20	紫橙4易伤3等级3伤害	1a核2679易伤39寒冰对冰479等级567伤害679序列升级8平台
172	R21E3	79667_11_13	11231 35512	   	428.20	紫紫4易伤3等级3伤害	178伤害24核3双倍秒伤578等级678a易伤78序列升级9攻速
173	RAAPH	80411_10_30	42311 43121	   	428.20	紫橙4易伤3等级3伤害	19核248a易伤37喷火对甲58a等级68a伤害8a序列升级
174	RAAPH	80411_10_30	42322 23121	   	428.20	紫橙4易伤3等级3伤害	19核268a易伤37喷火对甲48a伤害58a等级8a序列升级
175	T4751	85605_02_18	65352 23222	   	428.20	橙橙4易伤3等级3伤害	178等级2攻速378伤害4加一578a易伤69核78序列升级
176	TGC49	86695_09_04	61311 25421	   	428.20	紫紫4易伤3等级3伤害	14核289等级3平台5789易伤689伤害89序列升级a攻速
177	TGC49	86695_09_04	61311 25423	   	428.20	紫紫4易伤3等级3伤害	14核289等级3平台5789易伤689伤害89序列升级a暴击
178	TJ85S	86953_09_30	22632 15122	   	428.20	紫橙4易伤3等级3伤害	1a核2389易伤4雷电减费5攻速689等级789伤害89序列升级
179	TT6JH	87846_06_30	32314 13515	   	428.20	紫橙4易伤3等级3伤害	1a核248伤害368等级5678易伤68序列升级9暴击
180	UM1U2	90076_04_16	56116 33322	   	428.20	紫紫4易伤3等级3伤害	13核278伤害4暴击578a易伤678等级78序列升级9挖尘
181	UM1U2	90076_04_16	56116 33332	   	428.20	紫紫4易伤3等级3伤害	13核278伤害4暴击578a易伤678等级78序列升级9最后敌人
182	9HGLM	29380_01_22	53542 21213	   	428.20	紫紫4易伤3等级3伤害	1雷电减费289伤害34核5a随机技能689a易伤789等级89a序列升级
183	DLGEC	41221_11_23	42123 53316	   	428.20	紫橙4易伤3等级3伤害	1雷电减费28a伤害36核4攻速589a易伤78a等级8a序列升级
184	GE9NA	49187_10_03	41332 51413	   	428.20	橙橙4易伤3等级3伤害	178等级2加一39随机技能4789易伤578伤害6a核789序列升级
185	K39PT	59684_09_20	21322 51262	   	428.20	紫橙4易伤3等级3伤害	1额外掉落289伤害36核4暴击589a易伤789等级89序列升级
186	1EAJU	6126_09_16	32132 61332	   	428.05	紫橙4易伤3等级3伤害1卖塔	17a伤害257a易伤39核457等级57a序列升级6卖塔8a随机技能
