0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
45	FB7N8	46042_02_02	31361 61326	   	431.65	橙橙5易伤3矿等3等级	179矿等24579易伤379等级68核79序列升级a低血量敌人
46	GZ4BQ	47916_09_16	24341 52132	   	431.65	橙橙4易伤3矿等3等级1技能	1技能2378易伤478等级578矿等69核78序列升级a敌人爆炸
47	GZ4BQ	47916_09_16	24341 52133	   	431.65	橙橙4易伤3矿等3等级1技能	1技能2378易伤478等级578矿等69核78序列升级a金币生成
48	SQ738	84707_10_28	34521 13136	   	431.65	橙橙4易伤3矿等3等级1技能	179等级2平台3579易伤457矿等579序列升级6技能8a核
49	2FONR	9126_12_03	11211 23234	   	431.65	橙橙5易伤3矿等3等级	1赏金邻近23489易伤589矿等689等级7a核89序列升级
50	313V4	10683_07_26	33151 55132	   	431.65	橙橙4易伤3矿等3等级1技能	149a易伤29a等级3立即金币5技能67核89a矿等9a序列升级
51	9DF4K	29016_11_24	42333 24113	   	431.65	橙橙4易伤3矿等3等级1技能	178a易伤278等级3技能478矿等5立即金币69核78序列升级
52	JMZHB	58492_06_07	26331 11222	   	431.65	橙橙4易伤3矿等3等级1技能	1技能2689易伤389矿等4立即金币589等级7a核89序列升级
53	T7JM6	85909_06_06	23151 61214	   	431.65	橙橙5易伤3矿等3等级	1278a易伤3低血量敌人47a等级57a矿等69核7a序列升级
54	FB7N8	46042_02_02	31361 61321	   	431.55	橙橙5易伤3矿等3等级	179矿等24579易伤379等级68核79序列升级a毒气减费
55	FB7N8	46042_02_02	31361 61324	   	431.55	橙橙5易伤3矿等3等级	179矿等24579易伤379等级68核79序列升级a挖尘
56	FGOC4	46537_05_10	23722 25743	   	431.55	橙橙5易伤3矿等3等级	1加一24678易伤378矿等578等级78序列升级9a核
57	9DF4K	29016_11_24	42335 26113	   	431.55	橙橙4易伤3矿等3等级1技能	178a易伤258等级3技能458矿等58序列升级69核
58	G1HDO	48043_01_15	45135 22231	   	431.55	橙橙4易伤3矿等3等级1技能	148a易伤2基地爆炸38a矿等58a等级67核8a序列升级9技能
59	NGHRB	69486_04_17	56413 14336	   	431.55	橙橙4易伤3矿等3等级1技能	1加一2技能3589易伤489等级689矿等7a核89序列升级
60	P5D8A	74228_05_06	62332 12252	   	431.55	橙橙4易伤3矿等3等级1技能	15a矿等235a易伤4技能5a序列升级67a等级89核
61	E841I	42891_09_23	33115 16151	   	431.55	橙橙4易伤3矿等3等级1技能	178a易伤2技能38a矿等48a等级5挖青69核8a序列升级
62	ER476	44596_10_26	21681 13844	   	431.55	橙橙4易伤3矿等3等级1技能	1加一239a易伤4技能59a等级68核79a矿等9a序列升级
63	SON8L	84573_09_20	31613 11515	   	431.51	橙橙3易伤3矿等1等级2攻速1伤害	157矿等2等级37攻速457易伤57序列升级6a核8伤害9全技能
64	H9Q1S	51655_11_11	51211 32343	   	431.30	橙橙3矿等2易伤3伤害2等级	157矿等27等级3暴击458伤害57序列升级67易伤9a核
65	HNIT5	52891_11_04	31132 14345	   	431.07	橙橙3易伤3矿等2等级2伤害	15a矿等28a易伤3随机技能45伤害5a序列升级67核9a等级
66	PDH2A	74956_10_04	33513 21231	   	431.07	橙橙3易伤3矿等2等级2伤害	19伤害246矿等349易伤49序列升级59等级78核a随机技能
67	17HJQ	5518_04_25	15634 33122	   	430.64	橙橙3易伤3矿等2等级3攻速	189易伤2立即金币39等级458矿等6a核789攻速89序列升级
68	HDAP1	51971_11_24	33144 31325	   	430.54	橙橙3易伤3矿等2等级3攻速	19a易伤24等级3雷电减费59a矿等69a攻速78核9a序列升级
69	779SZ	22722_01_09	14211 14132	   	430.12	橙橙3易伤3矿等3攻速1等级	178矿等278易伤3暴击4立即金币5等级678攻速78序列升级9a核
70	EUFHI	44897_09_18	22311 15263	   	430.02	橙橙3易伤3矿等3攻速1等级	127矿等278序列升级38随机技能478攻速578易伤6a核9等级
71	6MMV3	21233_07_28	62343 13521	 * 	429.83	橙橙5易伤2矿等2等级2攻速	1378a易伤23攻速37序列升级47等级57矿等69核
72	6MMV3	21233_07_28	62343 13523	   	429.83	橙橙4易伤2矿等2等级2攻速1技能	1378易伤23攻速37序列升级47等级57矿等69核a技能
73	ILC5G	55564_06_03	33225 21523	 * 	429.67	橙橙5易伤3矿等3伤害	17a伤害2457a易伤37a矿等68核7a序列升级9赏金塔
74	VI5QL	92599_04_01	53132 13341	   	429.67	橙橙5易伤3矿等3伤害	12589易伤3敌人爆炸489矿等6a核789伤害89序列升级
75	2JJ4D	9470_01_23	36114 41133	   	429.67	橙橙4易伤3矿等3伤害1技能	178a易伤28a伤害3技能48a矿等5赏金塔69核8a序列升级
76	2RFJF	10177_11_22	12131 12452	   	429.67	橙橙4易伤3矿等3伤害1技能	17a矿等2技能357a易伤47a伤害6平台7a序列升级89核
77	ONI9J	72986_06_15	23432 42533	   	429.61	橙橙4易伤3矿等3等级	1289易伤37时间489等级589矿等6a核89序列升级
78	7NB26	24160_10_26	33153 13364	   	429.57	橙橙4易伤3矿等3伤害1技能	178矿等278a易伤378伤害4双倍秒伤5技能69核78序列升级
79	KJSUS	61173_11_17	23113 45433	   	429.57	橙橙4易伤3矿等3伤害1技能	1技能267伤害39掉矿479矿等5679易伤679序列升级8a核
80	OAL6I	71828_04_18	24334 24715	   	429.57	橙橙5易伤3矿等3伤害	12589易伤3加一489伤害689矿等7a核89序列升级
81	LOD5T	64449_02_12	11233 66335	   	429.57	橙橙5易伤3矿等3伤害	1278a易伤37a伤害457矿等69核7a序列升级
82	CZBQ6	36453_12_23	32621 23433	   	429.43	橙橙4易伤3矿等3伤害1技能1卖塔	189矿等289伤害3589易伤4卖塔6技能7a核89序列升级
83	LK5VL	64070_01_30	22221 35254	   	429.12	橙橙4易伤3矿等2伤害1等级	137a易伤23a矿等3a序列升级4等级5金币生成69核8a伤害
84	QTD7D	79252_05_06	64333 22352	   	429.03	橙橙4易伤3矿等3伤害1攻速	17a矿等237a易伤4攻速5雷电67a伤害7a序列升级89核
85	ILC5G	55564_06_03	33225 21553	   	429.02	橙橙4易伤3矿等2伤害1等级	17伤害2457易伤37a矿等68核7序列升级9等级
86	B2QC1	33803_04_28	52251 43132	   	429.02	橙橙4易伤3矿等2伤害1等级	1289易伤3等级469矿等59伤害7a核9序列升级
87	LOD5T	64449_02_12	11233 66333	   	429.02	橙橙4易伤3矿等2伤害1等级	1278易伤37伤害457矿等69核7序列升级a等级
88	BL57C	35448_08_20	33214 16251	   	428.83	橙橙4易伤3矿等2等级1攻速	134矿等2346易伤346序列升级56等级78核9攻速a随机技能
89	NHKMI	69584_01_01	36163 32321	 * 	428.77	橙橙4易伤3等级2矿等2伤害	1348易伤234等级348序列升级58矿等6a核78伤害9双倍秒伤
90	AEHOO	31984_11_20	12222 21111	 * 	428.74	橙橙4易伤3矿等3攻速1技能	19a矿等2技能3时间479a易伤59a攻速68核9a序列升级
91	OOQSN	73100_04_11	56131 11423	   	428.33	橙橙4易伤3矿等1等级3随机技能1技能	1478易伤2技能3等级578矿等678随机技能78序列升级9a核
92	7QIPA	24451_08_14	23134 35151	   	427.93	橙橙3易伤3矿等2等级1技能1攻速	18等级248易伤348矿等48序列升级5技能67核9时间a攻速
93	UIU94	89796_11_24	23314 43161	   	426.96	橙橙3矿等2易伤2伤害1等级2攻速	18伤害24攻速348矿等48序列升级5全技能68易伤7a核9等级
94	2CRUP	8866_10_16	53624 23213	   	426.75	橙橙3易伤3矿等2伤害1等级1技能	13伤害235矿等35序列升级457易伤6等级8技能9a核
95	3NKBS	12703_04_16	14226 31234	   	426.75	橙橙3易伤3矿等2伤害1等级1技能	127矿等37伤害4技能57a易伤69核7序列升级8等级
96	BUN98	36306_09_16	33163 12332	   	426.75	橙橙3易伤3矿等2伤害1等级1技能	129矿等3等级4技能579易伤6a核89伤害9序列升级
97	SIHGM	84019_04_23	65135 32232	   	426.75	橙橙3易伤3矿等2伤害1等级1技能	13a易伤2等级47a矿等5a伤害6技能89核a序列升级
98	71VA2	22243_11_02	12243 53342	   	426.66	橙橙3矿等2易伤3等级3伤害	1双倍秒伤278等级36易伤478伤害578矿等78序列升级9a核
99	SUTTU	85130_09_14	63333 62313	   	426.66	橙橙3矿等2易伤3等级3伤害	19a矿等29a等级35易伤4掉矿67核89a伤害9a序列升级
100	Q3FZ8	76924_09_19	33433 51242	   	426.66	橙橙3易伤3矿等3伤害1技能1攻速	148矿等248伤害3技能48序列升级58a易伤67核9攻速
