0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
30	RSFKJ	82040_04_18	34235 33421	   	333.24	紫3基础对甲3伤害3攻速2基地爆炸1暴击	1核289伤害389攻速4暴击57基地爆炸689基础对甲89序列升级a易伤
31	TRFT1	87693_02_15	43311 61135	   	332.84	紫3基础对甲3伤害3攻速1基础对冰2易伤1暴击	19a攻速2核35易伤49a伤害6暴击7基础对冰89a基础对甲9a序列升级
32	A63BT	31226_10_14	31232 23421	   	332.73	紫3基础对甲3攻速3基地爆炸3易伤2暴击1伤害	179攻速27a易伤3核49a基地爆炸5伤害67暴击79a序列升级89a基础对甲
33	9GHGB	29292_09_04	32145 12151	   	332.72	紫3基础对甲3伤害3攻速2基地爆炸2暴击	1核248攻速348伤害489序列升级59基地爆炸69暴击789基础对甲a时间
34	9GHGB	29292_09_04	32145 12153	   	332.72	紫3基础对甲3伤害3攻速2基地爆炸2暴击	1核248攻速348伤害489序列升级59基地爆炸69暴击789基础对甲a雷电
35	U9IFM	88956_05_22	14361 32226	   	332.68	紫2基础对甲3伤害3攻速3基地爆炸3易伤	19a易伤25基础对甲3核457基地爆炸59a序列升级69a攻速89a伤害
36	BUEOR	36282_11_03	23226 44333	   	332.67	紫3基础对甲3伤害3攻速3基地爆炸1暴击	178基础对甲2核358基地爆炸457伤害578序列升级678攻速9平台a暴击
37	TN879	87312_09_25	11321 61234	   	332.65	紫2基础对甲3伤害3攻速3基地爆炸1全技能	1核2技能37a攻速47a伤害5全技能678基地爆炸7a序列升级9a基础对甲
38	E3GF5	42477_12_25	62212 52511	   	332.64	紫3基础对甲3基地爆炸2伤害2攻速2易伤2暴击	1核268基地爆炸38a基础对甲4a暴击56攻速68a序列升级78易伤9a伤害
39	94MNV	28230_10_11	13221 61352	   	332.62	紫3基础对甲3伤害3攻速2基地爆炸1基础对冰	1核267伤害39基地爆炸479攻速579基础对甲79序列升级8双倍秒伤a基础对冰
40	P51KC	74195_10_04	21221 26423	   	332.62	紫3基础对甲3伤害3攻速2基地爆炸2易伤	1核238攻速38a序列升级46a伤害58基地爆炸78a基础对甲9a易伤
41	TAJJN	86178_05_11	53632 12223	   	332.62	紫3基础对甲3伤害3攻速2基地爆炸2易伤	1核258攻速37a伤害48基地爆炸68a基础对甲8a序列升级9a易伤
42	1O6S2	7013_05_13	31421 33263	   	332.62	紫3基础对甲3伤害3攻速2基地爆炸2易伤	1核289伤害3a掉矿489攻速5a易伤6a基地爆炸789基础对甲89a序列升级
43	9GHGB	29292_09_04	32145 12152	   	332.62	紫3基础对甲3伤害3攻速2基地爆炸2暴击	1核248攻速348伤害489序列升级59基地爆炸69暴击789基础对甲a挖尘
44	RSFKJ	82040_04_18	34235 33422	   	332.62	紫3基础对甲3伤害3攻速2基地爆炸2暴击	1核289伤害389攻速4a暴击57基地爆炸689基础对甲89序列升级
45	JZ92Z	56542_07_30	31223 32362	   	332.57	紫3基础对甲3伤害3攻速2全技能1基地爆炸1暴击	179攻速2核379伤害4基地爆炸5暴击679基础对甲79序列升级8a全技能
46	NGDDR	69473_11_23	16146 21131	   	332.57	紫3基础对甲3伤害3攻速3基地爆炸1暴击	178伤害2核34a基地爆炸578攻速678基础对甲78序列升级9暴击
47	I6BCD	54216_06_27	32313 22365	   	332.57	紫3基础对甲3伤害3攻速3基地爆炸1全技能	19a基础对甲2核39a攻速457基地爆炸6全技能89a伤害9a序列升级
48	SIK18	84026_05_14	21631 33115	   	332.57	紫3基础对甲3伤害3攻速3基地爆炸1暴击	167基地爆炸2核39a伤害4暴击59a基础对甲89a攻速9a序列升级
49	ACSCF	31835_03_22	66353 13313	   	332.50	紫3基础对甲3伤害3攻速1基础对冰2暴击	1核28a基础对甲3基础对冰478伤害5技能68a攻速8a序列升级9a暴击
50	GC5CE	48996_02_26	12312 34326	   	332.45	紫2基础对甲3伤害2攻速2基地爆炸1基础对冰2易伤1全技能	17a伤害2核37基础对甲4a易伤5基础对冰67基地爆炸7a序列升级8全技能9a攻速
51	HKZS2	52572_02_19	35313 23411	   	332.36	紫3基础对甲3基地爆炸2伤害2攻速3暴击1全技能	1核247暴击34a基础对甲47a序列升级57攻速67a基地爆炸8a伤害9全技能
52	62HDO	19423_09_21	12335 33323	   	332.32	紫3基础对甲3伤害3攻速3基地爆炸	1核2平台358基地爆炸45a基础对甲58a序列升级68a伤害78a攻速9技能
53	O53VO	71331_06_17	42622 31341	   	332.32	紫3基础对甲3伤害3攻速3基地爆炸	1核278基地爆炸358攻速457伤害578序列升级678基础对甲9技能a最后敌人
54	6AE5F	20132_04_23	22531 35233	   	332.22	紫3基础对甲3伤害3攻速3基地爆炸	1核249伤害34a基础对甲49a序列升级5核弹69a攻速7技能89a基地爆炸
55	6TQMN	21872_01_24	31236 43313	   	332.22	紫3基础对甲3伤害3攻速3基地爆炸	1核2技能378基地爆炸49a伤害579基础对甲679攻速79序列升级
56	MRVJU	67640_11_11	12152 11265	   	332.22	紫3基础对甲3伤害3攻速3基地爆炸	1核28a基础对甲37a基地爆炸458伤害68a攻速8a序列升级9技能
57	O53VO	71331_06_17	42622 31343	   	332.22	紫3基础对甲3伤害3攻速3基地爆炸	1核278基地爆炸358攻速457伤害578序列升级678基础对甲9技能a挖尘
58	RBKUI	80530_01_08	26211 52231	 * 	331.79	紫2基础对甲3伤害3攻速3基地爆炸2全技能	17a伤害2核3a基础对甲47a攻速579基地爆炸68全技能7a序列升级
59	RQBJF	81849_07_21	12161 51153	   	331.79	紫2基础对甲3伤害3攻速3基地爆炸2全技能	189基地爆炸2核39基础对甲489伤害568攻速7a全技能89序列升级
60	AU6TH	33389_12_01	63342 21333	   	331.75	紫3基础对甲3伤害2攻速2基地爆炸3暴击1全技能	18a暴击2核358基础对甲45攻速58a序列升级6a基地爆炸78a伤害9全技能
61	1E6BP	6114_10_12	21223 82312	   	331.32	紫2基础对甲3伤害3攻速3易伤2基地爆炸	1核258伤害35a攻速4加一58a序列升级68基础对甲78a易伤9a基地爆炸
62	TT5T1	87844_07_10	22233 21515	   	331.28	紫2基础对甲3伤害3攻速3基地爆炸1全技能	1核2全技能389基地爆炸49基础对甲578伤害689攻速89序列升级a易伤
63	4BU9I	14525_06_08	33441 12335	   	330.96	紫3基础对甲3伤害3攻速3基地爆炸	1核289基地爆炸369伤害4随机矿568攻速689序列升级789基础对甲a易伤
64	4BU9I	14525_06_08	33651 12335	   	330.96	紫3基础对甲3伤害3攻速3基地爆炸	1核289基地爆炸3随机矿469伤害568攻速689序列升级789基础对甲a易伤
65	K7IZK	60066_08_08	13414 61111	   	330.96	紫3基础对甲3伤害3攻速3基地爆炸	1核278基础对甲358伤害457基地爆炸578序列升级678攻速9易伤a金币生成
66	K7IZK	60066_08_08	13414 61112	   	330.96	紫3基础对甲3伤害3攻速3基地爆炸	1核278基础对甲358伤害457基地爆炸578序列升级678攻速9易伤a时间
67	K7IZK	60066_08_08	13414 61113	   	330.96	紫3基础对甲3伤害3攻速3基地爆炸	1核278基础对甲358伤害457基地爆炸578序列升级678攻速9易伤a矿等
68	O53VO	71331_06_17	42622 31312	   	330.96	紫3基础对甲3伤害3攻速3基地爆炸	1核278基地爆炸358攻速457伤害578序列升级678基础对甲9金币生成a易伤
69	TO2EU	87386_04_19	34242 23331	 * 	330.86	紫3伤害3攻速1基础对甲3基地爆炸3暴击1全技能	148基地爆炸2核349伤害489序列升级589暴击689攻速7全技能a基础对甲
70	O53VO	71331_06_17	42622 31362	   	330.86	紫3基础对甲3伤害3攻速3基地爆炸	1核278基地爆炸358攻速457伤害578序列升级678基础对甲9掉矿a易伤
71	Q29CS	76819_04_15	13225 31312	   	330.86	紫3基础对甲3伤害3攻速2全技能1暴击	1核289伤害3易伤489基础对甲56全技能789攻速89序列升级a暴击
72	QMKDJ	78644_07_03	43124 23421	   	330.75	紫2基础对甲3伤害3攻速3基地爆炸1基础对冰	1核24a基地爆炸346攻速46a序列升级56a伤害7矿等8基础对冰9a基础对甲
73	QMKDJ	78644_07_03	43124 22421	   	330.65	紫2基础对甲3伤害3攻速3基地爆炸1基础对冰	1核24a基地爆炸346攻速46a序列升级56a伤害7掉矿8基础对冰9a基础对甲
74	Z9593	2792_04_04	25242 24232	   	330.61	紫3基础对甲3伤害2攻速2基地爆炸2易伤1全技能	1核2全技能379基础对甲49a伤害57基地爆炸67攻速79序列升级89易伤
75	H3ER9	51086_02_24	11411 11345	   	330.61	紫3基础对甲3攻速2伤害2基地爆炸2易伤1全技能	1核247攻速39基地爆炸57易伤679基础对甲79序列升级89伤害a全技能
76	HLVM4	52748_03_30	33121 63133	   	330.57	紫3基础对甲3伤害3攻速4易伤	1技能2核379a易伤47a基础对甲579伤害6立即金币79a序列升级89a攻速
77	6IAPG	20840_07_29	23261 22523	 * 	330.43	紫3基础对甲3伤害3基地爆炸2全技能1攻速1暴击	1核2a全技能378伤害4暴击578基础对甲678基地爆炸78序列升级9攻速
78	JMJID	58545_10_18	12421 51522	   	330.26	紫3基础对甲3攻速3基地爆炸2伤害3易伤	148基地爆炸24a基础对甲3核48a序列升级578易伤68a攻速9a伤害
79	3NATN	12676_10_24	16623 12123	   	330.22	紫3基础对甲3伤害3基地爆炸2攻速1全技能	1核278基地爆炸3全技能478伤害5技能678基础对甲78序列升级9a攻速
80	3NATN	12676_10_24	16653 12123	   	330.22	紫3基础对甲3攻速3基地爆炸2伤害1全技能	1核278基地爆炸3全技能478攻速5技能678基础对甲78序列升级9a伤害
81	JJJNU	58277_02_18	13211 63132	   	330.22	紫3基础对甲3攻速3基地爆炸2伤害1全技能	1核2技能348基地爆炸5全技能68a基础对甲78a攻速8a序列升级9a伤害
82	JTEIN	59159_10_26	24212 46221	   	330.22	紫3基础对甲3伤害3基地爆炸2攻速1全技能	1核2技能378基地爆炸49攻速589伤害689基础对甲89序列升级a全技能
83	MFLIE	66536_02_09	62211 43422	   	330.22	紫3基础对甲3伤害3基地爆炸2攻速1全技能	1核239伤害4全技能5a攻速6技能79a基地爆炸89a基础对甲9a序列升级
84	1C4FL	5930_01_30	11244 36132	   	330.22	紫3基础对甲3伤害3基地爆炸2攻速1全技能	1核279基地爆炸37a伤害4技能57a基础对甲6全技能7a序列升级8a攻速
85	6A2FS	20099_07_30	33525 13126	   	330.22	紫3基础对甲3攻速3基地爆炸2伤害1全技能	1核2技能37a攻速4a伤害578基地爆炸67a基础对甲7a序列升级9全技能
86	QSHJ9	79174_11_20	11131 34133	   	330.22	紫3基础对甲3攻速3基地爆炸2伤害1全技能	1核249基地爆炸3技能5a伤害69a基础对甲79a攻速8全技能9a序列升级
87	68G96	19958_10_24	23131 53443	   	330.22	紫3基础对甲3伤害3基地爆炸2攻速1暴击	1核29a基础对甲359基地爆炸4技能6暴击7a攻速89a伤害9a序列升级
88	7ENG6	23388_03_31	21432 15431	   	330.13	紫2基础对甲3伤害3攻速3易伤1基地爆炸1暴击	1核279易伤3暴击467攻速579伤害79序列升级89基础对甲a基地爆炸
89	IM8CR	55643_07_26	11212 32655	   	330.08	紫2基础对甲3伤害3攻速4易伤2技能	1核278攻速378a易伤45技能678伤害78a序列升级9a基础对甲
90	QRJMG	79091_01_22	16324 35223	   	329.95	紫3基础对甲3伤害3攻速2基地爆炸1全技能1暴击	1全技能289攻速3核489基础对甲5a基地爆炸6暴击789伤害89序列升级
91	O5TEL	71402_11_09	31131 56363	   	329.91	紫3基础对甲3伤害3攻速3易伤1全技能	1核279伤害39a基础对甲47时间57a攻速6全技能79a序列升级89a易伤
92	PZBOJ	73775_08_02	63211 36342	   	329.91	紫3基础对甲3攻速3基地爆炸3易伤1全技能1暴击	1核279攻速359基地爆炸457基础对甲579序列升级679易伤8全技能a暴击
93	Q6P9B	77222_09_12	26122 42141	   	329.72	紫3伤害3攻速1基础对甲3基地爆炸2暴击1全技能	1核28a伤害38a攻速4全技能59暴击6基础对甲78a基地爆炸8a序列升级
94	9R8P7	30255_02_05	42181 31384	   	329.71	紫3基础对甲3伤害3攻速3易伤1全技能	1核279基础对甲3加一4全技能57a伤害679攻速79a序列升级89a易伤
95	9GAKH	29273_06_02	43224 63311	   	329.71	紫3基础对甲3伤害3攻速3易伤1全技能	1核238伤害469攻速589易伤789基础对甲89序列升级a全技能
96	9GAKH	29273_06_02	43224 63313	   	329.71	紫3基础对甲3伤害3攻速3易伤1基地爆炸	1核238伤害469攻速589易伤789基础对甲89序列升级a基地爆炸
97	LNOLV	64391_08_26	12262 11335	   	329.71	紫3基础对甲3伤害3攻速3易伤1全技能	1核28a伤害357易伤48a基础对甲68a攻速8a序列升级9全技能
98	4HJHD	15033_07_30	31423 61222	   	329.61	紫3基础对甲3伤害3攻速2基地爆炸1全技能	1技能2核37a攻速48基地爆炸57a伤害67a基础对甲7a序列升级9全技能
99	PITQ5	75441_01_26	32352 22541	 * 	329.50	紫3基础对甲3攻速3基础对冰2基地爆炸1伤害1全技能	1核289基础对甲389攻速45基地爆炸6伤害789基础对冰89序列升级a全技能
100	9HUE5	29418_08_26	33346 61311	   	329.31	紫2基础对甲3攻速2伤害3易伤2基地爆炸1暴击	1核279攻速349易伤57基地爆炸67伤害79序列升级89基础对甲a暴击
101	ROP7L	81708_05_03	11362 42153	   	329.15	紫3伤害3攻速1基础对甲3基地爆炸2全技能	1核26全技能378攻速478基地爆炸578伤害78序列升级9基础对甲a易伤
102	8PUB1	27265_03_13	61325 31136	   	329.08	紫3基础对甲3伤害3攻速3基地爆炸2易伤	179攻速29a基地爆炸37易伤4核57a基础对甲6随机矿79a序列升级89a伤害
103	ILIOL	55582_12_03	16223 32635	   	328.99	紫3基础对甲3伤害2攻速3易伤2基地爆炸	1核28a易伤358基础对甲45a伤害58a序列升级6低血量敌人78基地爆炸9a攻速
104	PAP23	74710_01_09	61122 15262	   	328.98	紫3基础对甲3伤害3攻速3基地爆炸2暴击	167伤害29a攻速37a基地爆炸4核567基础对甲67a序列升级8a暴击
105	FBD7I	46057_07_15	33222 53624	   	328.89	紫3基础对甲3伤害2攻速3易伤2基地爆炸	1核29a易伤379伤害45攻速6a基地爆炸89a基础对甲9a序列升级
106	S9287	83169_01_26	33233 33544	   	328.89	紫3基础对甲3攻速2伤害3易伤2基地爆炸	1核257攻速3挖青457基础对甲57a序列升级67a易伤8a基地爆炸9a伤害
107	MAOB6	66095_04_21	12112 51435	   	328.84	紫2基础对甲3伤害3攻速2基地爆炸3暴击	1技能2核37a伤害467攻速567暴击67a序列升级8a基础对甲9a基地爆炸
108	GTU9I	50591_02_28	41621 62121	   	328.80	紫3基础对甲3伤害3攻速2基地爆炸2技能	1核29a基础对甲34基地爆炸57技能69a伤害89a攻速9a序列升级
109	J9D8V	57361_11_04	21122 66116	   	328.65	紫2基础对甲3攻速3基地爆炸2伤害2易伤1全技能	1核2全技能38a攻速45a基地爆炸68伤害78基础对甲8a序列升级9a易伤
110	HI1DB	52394_03_21	14124 14132	   	328.65	紫2基础对甲3攻速3基地爆炸2伤害2易伤1暴击	1核247攻速39易伤57伤害679基地爆炸79序列升级89基础对甲a暴击
111	A4KJC	31095_09_02	24423 23613	   	328.47	紫3伤害1基础对甲3基地爆炸3易伤1基础对冰1攻速1全技能	1核2全技能378易伤4基础对甲578伤害678基地爆炸78序列升级9攻速a基础对冰
112	LO2UA	64420_06_01	61411 34331	   	328.43	紫3基础对甲3攻速3基地爆炸2伤害2暴击	1核289攻速3a暴击489基地爆炸5a金币生成6a伤害789基础对甲89a序列升级
113	1U8KJ	7556_08_11	26352 26111	   	328.42	紫3基础对甲3伤害3攻速1全技能1基地爆炸1暴击	178基础对甲2核3基地爆炸478攻速5全技能678伤害78序列升级9暴击a技能
114	NSQTT	70588_05_03	33121 43512	   	328.42	紫3基础对甲3伤害3攻速1全技能1基地爆炸1暴击	1技能2核3全技能489攻速5暴击689伤害789基础对甲89序列升级a基地爆炸
115	6DTA2	20443_11_30	32112 44123	   	328.33	紫3基础对甲3攻速3基地爆炸2伤害1基础对冰	1核278基础对甲38伤害478基地爆炸567攻速78序列升级9基础对冰a敌人爆炸
116	6DTA2	20443_11_30	32112 44124	   	328.33	紫3基础对甲3攻速3基地爆炸2伤害1基础对冰	1核278基础对甲38伤害478基地爆炸567攻速78序列升级9基础对冰a矿等
117	6DTA2	20443_11_30	32112 44125	   	328.33	紫3基础对甲3攻速3基地爆炸2伤害1基础对冰	1核278基础对甲38伤害478基地爆炸567攻速78序列升级9基础对冰a时间
118	Z2QZA	2222_05_10	31653 22632	   	328.33	紫3基础对甲3伤害3基地爆炸2攻速2易伤	1核28a基地爆炸35易伤458伤害58a序列升级6额外掉落78a基础对甲9a攻速
119	9D11G	28977_05_16	36316 43332	   	328.33	紫3基础对甲3攻速3基地爆炸2伤害2易伤	1核289基地爆炸3额外掉落489基础对甲5a易伤6a伤害789攻速89a序列升级
120	AD8CI	31868_11_14	12145 25213	   	328.33	紫3基础对甲3伤害3基地爆炸2攻速1基础对冰	1核27a基础对甲37a伤害4敌人爆炸5基础对冰678基地爆炸7a序列升级9a攻速
121	SH78M	83900_11_09	52241 21232	   	328.33	紫3基础对甲3攻速3基地爆炸2伤害1基础对冰	1核28a攻速3双倍矿4基础对冰58a基础对甲678基地爆炸8a序列升级9a伤害
122	OEC5D	72161_10_28	32663 31261	 * 	328.29	紫2基础对甲3伤害2基础对冰2基地爆炸2易伤1攻速1全技能	1核28a伤害38基地爆炸4a基础对甲5攻速6全技能78基础对冰8a序列升级9a易伤
123	1U8KJ	7556_08_11	26352 26132	   	328.24	紫3基础对甲3伤害3攻速2基地爆炸1全技能	178基础对甲2核39基地爆炸478攻速5全技能678伤害78序列升级a易伤
124	MEF4E	66428_05_05	12322 24433	   	328.24	紫3基础对甲3伤害3攻速2基地爆炸1暴击	189基础对甲2核3a基地爆炸489攻速5暴击6易伤789伤害89序列升级
125	6DTA2	20443_11_30	32112 44121	   	328.23	紫3基础对甲3攻速3基地爆炸2伤害1基础对冰	1核278基础对甲38伤害478基地爆炸567攻速78序列升级9基础对冰a掉矿
126	6DTA2	20443_11_30	32112 44122	   	328.23	紫3基础对甲3攻速3基地爆炸2伤害1基础对冰	1核278基础对甲38伤害478基地爆炸567攻速78序列升级9基础对冰a挖尘
127	H3ER9	51086_02_24	11411 11341	   	328.23	紫3基础对甲3攻速3基地爆炸2伤害2易伤	1核247攻速39a基地爆炸57易伤679基础对甲79序列升级89伤害
128	V1H2N	91105_08_18	41523 13112	   	328.23	紫3基础对甲3伤害3基地爆炸2攻速2易伤	1核268基地爆炸389伤害4a攻速59易伤789基础对甲89序列升级
129	6IIL2	20862_08_13	23262 24531	 * 	328.23	紫3基础对甲5易伤3基地爆炸2伤害1攻速	1核267基础对甲38伤害478基地爆炸5678a易伤678序列升级9攻速
130	IIPJ4	55332_11_30	32235 42134	   	328.23	紫3基础对甲3攻速3基地爆炸2伤害2暴击	1核28a攻速38a基础对甲46伤害59暴击78a基地爆炸8a序列升级
131	R1KAU	79631_02_22	25213 61131	   	328.23	紫3基础对甲3伤害3基地爆炸2攻速2暴击	1核259基地爆炸3加一459基础对甲59a序列升级6a暴击7a攻速89a伤害
132	R1KAU	79631_02_22	26413 51131	   	328.23	紫3基础对甲3伤害3基地爆炸2攻速2暴击	1核2挖青359基地爆炸459基础对甲59a序列升级6a暴击7a攻速89a伤害
133	6VFO1	22020_10_08	31213 56162	   	328.23	紫3基础对甲3攻速3基地爆炸2伤害2易伤	1核289基础对甲389基地爆炸47易伤5a伤害689攻速89序列升级
134	7BDQC	23091_12_16	53222 23544	   	328.23	紫3基础对甲3伤害3基地爆炸2攻速2易伤	1核289基础对甲389伤害4a易伤5加一6a攻速789基地爆炸89a序列升级
135	AD8CI	31868_11_14	12135 25213	   	328.23	紫3基础对甲3伤害3基地爆炸2攻速1基础对冰	1核27a基础对甲37a伤害4挖尘5基础对冰678基地爆炸7a序列升级9a攻速
136	HOT6Q	53010_06_11	23532 22333	   	328.23	紫3基础对甲3攻速2伤害3暴击2易伤1基地爆炸	1核28a基础对甲358攻速45a暴击58a序列升级6基地爆炸78易伤9a伤害
137	159IZ	5316_04_17	56212 24132	   	328.13	紫3伤害3攻速1基础对甲3基地爆炸1基础对冰1暴击	19a基地爆炸2基础对甲3核49a伤害5基础对冰6暴击79a攻速8技能9a序列升级
138	JZUGF	56602_09_21	45121 26121	   	328.08	紫3基础对甲3伤害3基地爆炸2攻速2易伤1卖塔	1核248基础对甲34a伤害48a序列升级58攻速68a基地爆炸7卖塔9a易伤
139	B3EUV	33861_01_19	64632 83442	 * 	328.03	紫2基础对甲3攻速4易伤3基地爆炸2伤害	1加一278a易伤3核4a伤害578攻速678基地爆炸78a序列升级9a基础对甲
140	TPTSL	87552_11_30	41412 31613	   	328.00	紫3伤害3攻速1基础对甲3基地爆炸3易伤	1核289伤害3加一469易伤568攻速689序列升级789基地爆炸a基础对甲
141	PTBL5	76377_01_15	15511 16313	   	327.94	紫3伤害3攻速1基础对甲4易伤2基地爆炸	1核278伤害378攻速4a金币生成5基础对甲678a易伤78a序列升级9a基地爆炸
142	DMHNK	41315_03_24	61312 51112	   	327.90	紫3基础对甲3伤害3攻速2基地爆炸	1核289攻速37基地爆炸4技能589伤害689基础对甲89序列升级a易伤
143	MV5M9	67927_01_15	51311 11511	   	327.82	紫3基础对甲3伤害3攻速2基地爆炸2暴击	189基础对甲2核3a基地爆炸489伤害5a暴击6a雷电789攻速89a序列升级
144	LDB3F	63456_06_04	33312 62534	   	327.72	紫3基础对甲3伤害3攻速2基地爆炸2易伤	1额外掉落2核357伤害457攻速57a序列升级67a基础对甲8a易伤9a基地爆炸
145	KTT9V	62072_01_03	31225 32625	   	327.70	紫2基础对甲3伤害3攻速2基地爆炸2易伤	1核2技能348伤害5a基础对甲68基地爆炸78a攻速8a序列升级9a易伤
146	QHFJI	78182_06_06	36126 32315	   	327.70	紫2基础对甲3伤害3攻速2基地爆炸2易伤	1核28a伤害3技能48基地爆炸5a基础对甲6a易伤789攻速8a序列升级
147	6UI1S	21937_07_11	35243 12234	   	327.70	紫2基础对甲3伤害3攻速2基地爆炸2易伤	1核2a易伤356攻速456伤害56a序列升级7技能8a基础对甲9a基地爆炸
