0	Index      	 *	Score 	Summary	Detail	
1	53212 43363	 * 	179.60	ACR|2VULN|2DMG|1AART|2CDMG	1aDMG|2BEXP|39CDMG|4LIT|5RCR|67VULN|8AART
98	43233 33354	   	161.87	DCR|3VULN|1AART|1CDMG|1ZMB	1LWND|237VULN|4AART|5RPLT|6ZMB|8CDMG|9RCR|aCGEN
99	43233 33355	   	161.77	DCR|3VULN|1AART|1CDMG|1ZMB	1LWND|237VULN|4AART|5RPLT|6ZMB|8CDMG|9RCR|aDUST
100	56126 33131	 * 	161.77	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1DMG|2ERES|34AART|5CANSTR|67DUR|8VULN|9RCR|aCDMG
101	54163 33222	 * 	161.66	DCR|2VULN|1AART|1DMG|2DUR	1DMG|2MLV|3AART|4aVULN|5RPLT|6RCR|7CGEN|89DUR
102	43531 22261	   	161.61	DCR|3VULN|2DMG|1CDMG	1LWND|257VULN|3CDMG|48DMG|6ERES|9RCR|aFEWX
103	43531 22263	   	161.61	DCR|3VULN|2DMG|1CDMG	1LWND|257VULN|3CDMG|48DMG|6ERES|9RCR|aLHND
104	53212 42423	   	161.41	ACR|2VULN|1AART|2CDMG|1DMG	1DMG|2BEXP|37CDMG|4LIT|5RCR|6aVULN|8MLV|9AART
105	52521 53122	   	161.38	DCR|3DMG|1AART|1VULN	136DMG|2RMIN|3BPWR|4LSRREG|5AART|7RCR|8DMSP|9MLV|aVULN
106	52521 53131	   	161.38	DCR|3DMG|1AART|1VULN	136DMG|2RMIN|3BPWR|4LSRREG|5AART|7RCR|8DMSP|9LWND|aVULN
107	52521 53322	   	161.38	DCR|3DMG|1AART|1VULN	136DMG|28RMIN|3BPWR|4LSRREG|5AART|7RCR|9MLV|aVULN
108	52521 53331	   	161.38	DCR|3DMG|1AART|1VULN	136DMG|28RMIN|3BPWR|4LSRREG|5AART|7RCR|9LWND|aVULN
109	32211 42261	   	161.38	DCR|3VULN|1AART|1DMG	1FEWX|2LWND|35aVULN|4CANHEL|6RCR|7MLV|8DMG|9AART
110	43111 42261	   	161.38	DCR|3VULN|1AART|1DMG	1LWND|25aVULN|3BEXP|4CANHEL|6RCR|7MLV|8DMG|9AART
111	43262 15432	   	161.31	DCR|3VULN|1AART|2ZMB|1DUR	1LWND|234VULN|5DUR|6MBVNT|7RCR|8AART|9aZMB
112	52521 53112	   	161.28	DCR|3DMG|1AART|1VULN	136DMG|2RMIN|3BPWR|4LSRREG|5AART|7RCR|8DMSP|9ERES|aVULN
113	52521 53312	   	161.28	DCR|3DMG|1AART|1VULN	136DMG|28RMIN|3BPWR|4LSRREG|5AART|7RCR|9ERES|aVULN
114	12211 42261	   	161.28	DCR|3VULN|1AART|1DMG	1DUST|2LWND|35aVULN|4CANHEL|6RCR|7MLV|8DMG|9AART
115	36211 42261	   	161.28	DCR|3VULN|1AART|1DMG	1FEWX|2DUST|35aVULN|4CANHEL|6RCR|7MLV|8DMG|9AART
116	51212 11377	   	161.08	DCR|2VULN|2DMG|2CDMG|1ZMB	19DMG|2FEWX|39CDMG|46LIT|5MBVNT|7ZMB|89VULN|9BPWR|aRCR
117	53223 51115	   	160.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2BEXP|3CDMG|4CANHEL|5aVULN|6AART|7LHND|8DUR|9RCR
118	55131 12243	   	160.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	14DMG|2ZMB|3DMSP|5VULN|6BEXP|7MBVNT|8CDMG|9AART|aRCR
119	55231 12243	   	160.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	14DMG|2ZMB|3RCVC|5VULN|6BEXP|7MBVNT|8CDMG|9AART|aRCR
120	55336 32243	   	160.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ZMB|3BEXP|4DMSP|56VULN|7MBVNT|8CDMG|9AART|aRCR
121	43261 11123	 * 	160.63	DCR|4VULN|1DMG|1CDMG	1LWND|234aVULN|5CDMG|6RMIN|7BELT|8RCR|9DMG
122	52533 31112	   	160.62	DCR|3DMG|1AART|1VULN|1ASPD	134DMG|2RMIN|3BPWR|5ASPD|6FEWX|7VULN|8LHND|9RCR|aAART
123	52533 32312	   	160.62	DCR|3DMG|1AART|1VULN|1ASPD	134DMG|2RMIN|3BPWR|5ASPD|6FEWX|7LWND|8VULN|9RCR|aAART
124	52533 51112	   	160.62	DCR|3DMG|1AART|1VULN|1ASPD	134DMG|2RMIN|3BPWR|5ASPD|6BEXP|7VULN|8LHND|9RCR|aAART
125	52533 52312	   	160.62	DCR|3DMG|1AART|1VULN|1ASPD	134DMG|2RMIN|3BPWR|5ASPD|6BEXP|7LWND|8VULN|9RCR|aAART
126	43262 15412	   	160.56	DCR|4VULN|1AART|1DUR	19LWND|234aVULN|5DUR|6MBVNT|7RCR|8AART
127	55131 63232	   	160.55	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	14DMG|2ZMB|3DMSP|5VULN|6RCR|7BEXP|8CDMG|9DUR|aASPD
128	55231 63232	   	160.55	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	14DMG|2ZMB|3RCVC|5VULN|6RCR|7BEXP|8CDMG|9DUR|aASPD
129	51533 41312	   	160.52	DCR|3DMG|1AART|1VULN|1ASPD	136DMG|2FEWX|4MLV|5DUST|7ASPD|8VULN|9RCR|aAART
130	52533 35312	   	160.52	DCR|3DMG|1AART|1VULN|1ASPD	134DMG|2RMIN|3BPWR|5ASPD|6FEWX|7DUST|8VULN|9RCR|aAART
131	53533 41312	   	160.52	DCR|3DMG|1AART|1VULN|1ASPD	136DMG|2BEXP|4MLV|5DUST|7ASPD|8VULN|9RCR|aAART
132	55131 62232	   	160.45	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	14DMG|2ZMB|3DMSP|5VULN|6RCR|7MBVNT|8CDMG|9DUR|aASPD
133	55231 62232	   	160.45	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	14DMG|2ZMB|3RCVC|5VULN|6RCR|7MBVNT|8CDMG|9DUR|aASPD
134	63523 34331	 * 	160.40	DCR|2VULN|2DMG|2DUR|1ZMB|1SELL	1aDUR|2RMIN|3aDMG|48CGEN|5ZMB|6aVULN|7RCR|9SELL|aBPWR
135	43223 15421	   	160.38	DCR|4VULN|2CDMG|1ZMB	1aLWND|238aVULN|4CGEN|5ZMB|6MBVNT|7RCR|9aCDMG|aBPWR
136	54322 61122	   	160.30	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	14DMG|234MLV|4BPWR|5LEGI|6RCR|7ASPD|8AART|9VULN|aDUR
137	43223 15418	   	160.28	DCR|4VULN|1DMG|1ZMB	1LWND|238aVULN|4CGEN|5ZMB|6MBVNT|7RCR|9DMG
138	54326 21133	   	160.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	14DMG|234MLV|4BPWR|5RCR|6ZMB|7VULN|8AART|9CGEN|aDUR
139	54326 22122	   	160.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	14DMG|234MLV|4BPWR|5RCR|6ZMB|7LWND|8AART|9VULN|aDUR
140	43231 53421	   	159.88	DCR|3VULN|1AART|1DMG	17LWND|237VULN|4AART|5RCVC|679FEWX|7BPWR|8RCR|aDMG
141	53321 46321	   	159.88	DCR|2DMG|1AART|1VULN|2ASPD	1aDMG|2BEXP|3LEGI|4LIT|57ASPD|6RCR|8AART|9VULN
142	53321 46323	   	159.88	DCR|2VULN|1AART|1DMG|2ASPD	1DMG|2BEXP|3LEGI|4LIT|57ASPD|6RCR|8AART|9aVULN
143	43266 13221	 * 	159.77	DCR|4VULN|2DMG	1LWND|2345VULN|67BEXP|89DMG|aRCR
144	55121 16112	   	159.73	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1DMG|2ZMB|3DMSP|4LSRREG|5AART|6DUR|7RCR|8CDMG|9LHND|aVULN
145	55221 16112	   	159.73	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1DMG|2ZMB|3RCVC|4LSRREG|5AART|6DUR|7RCR|8CDMG|9LHND|aVULN
146	32211 42265	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2LWND|35VULN|4CANHEL|6RCR|7MLV|8DMG|9AART|aCDMG
147	43332 41352	   	159.31	DCR|2VULN|2DMG|1AART	138LWND|28VULN|4AART|5DUST|6FEWX|78DMG|8BPWR|9RCR|aLHND
148	12211 42265	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2LWND|35VULN|4CANHEL|6RCR|7MLV|8DMG|9AART|aCDMG
149	51225 62211	   	159.21	DCR|3VULN|2DMG|1CDMG	19DMG|2FEWX|3CDMG|4CANHEL|568VULN|7RMIN|aRCR
150	53223 33111	   	159.21	DCR|3VULN|2DMG|1CDMG	19DMG|2BEXP|3CDMG|4CANHEL|578VULN|6CGEN|aRCR
151	53223 63111	   	159.21	DCR|3VULN|2DMG|1CDMG	19DMG|2BEXP|3CDMG|4CANHEL|568VULN|7CGEN|aRCR
152	13225 53211	   	159.11	DCR|3VULN|2DMG|1CDMG	1DUST|2RMIN|3CDMG|4CANHEL|59DMG|678VULN|aRCR
153	52523 23151	   	158.98	DCR|3DMG|1AART|1VULN	136DMG|2RMIN|3BPWR|4LSRREG|5RCVC|7RCR|8BEXP|9AART|aVULN
154	52521 13232	   	158.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	13DMG|2RMIN|3BPWR|4LSRREG|5AART|6DUR|7LIT|8ZMB|9RCR|aVULN
155	63166 13333	   	158.79	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2RMIN|3CGEN|4VULN|5RCR|6BELT|78DMG|9ZMB|aAART
156	52535 23332	   	158.48	DCR|3DMG|1AART|1VULN	134DMG|2RMIN|3BPWR|5MLV|6BEXP|7RCR|8VULN|9FEWX|aAART
157	43221 34413	   	158.38	DCR|3VULN|1AART|1DMG	1LWND|237VULN|49CGEN|5ERES|6AART|8RCR|aDMG
158	62246 33213	   	158.37	ACR|3VULN|1FLTHEA|1CDMG|1ZMB|1DUR	1DUR|2LWND|347VULN|5RCR|6FLTHEA|8LSRHEA|9ZMB|aCDMG
159	43223 33452	   	158.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|23VULN|4CGEN|5ZMB|6AART|7DMG|8ASPD|9RCR|aRCVC
160	43223 33453	   	158.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|23VULN|4CGEN|5ZMB|6AART|7DMG|8ASPD|9RCR|aRPLT
161	43524 31323	   	158.27	DCR|3VULN|1DMG|1CDMG|1ASPD	1LWND|28aVULN|3CDMG|4RCVC|5BELT|6RCR|7ASPD|9DMG
162	12246 62122	   	158.23	ACR|2VULN|2DMG|1AART	1DUST|2LWND|34VULN|5RCR|6FEWX|79DMG|8LEGI|aAART
163	36246 32122	   	158.23	ACR|2VULN|2DMG|1AART	1FEWX|2DUST|34VULN|5RCR|6LEGI|79DMG|8LHND|aAART
164	53322 32231	 * 	158.19	DCR|2DMG|3ZMB|1AART|1DUR	18DMG|28BEXP|3LEGI|4LIT|5DUR|689ZMB|7RCR|8BPWR|aAART
165	62211 42213	   	158.17	DCR|3VULN|1DMG|1CDMG|1DUR	1DUR|2LWND|359VULN|4CANHEL|6RCR|7MLV|8DMG|aCDMG
166	51523 34221	   	158.15	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	13DMG|2FEWX|4DUR|5ZMB|6VULN|7RCR|8ASPD|9MGNSTR|aCDMG
