0	Index      	 *	Score 	Summary	Detail	
1	63613 24131	 * 	192.35	ACR|4VULN|2DMG|2CDMG	1aMLV|2RCR|3aDMG|4568VULN|7FEWX|9aCDMG|aBPWR
18	63622 23252	   	179.32	ACR|4VULN|2DMG|1DUR	19MLV|2RCR|39DMG|4LHND|5DUR|679aVULN|8DMSP|9BPWR
19	63622 26222	   	179.32	ACR|4VULN|2DMG|1DUR	17MLV|2RCR|37DMG|4LHND|5DUR|679aVULN|7BPWR|8DMSP
20	63611 61132	   	179.28	ACR|2VULN|2DMG|1AART|1CDMG	17MLV|2RCR|36DMG|48VULN|5FEWX|9CDMG|aAART
21	63613 23142	 * 	179.25	ACR|4VULN|1DMG|1FLTHEA|1ZMB	1MLV|2RCR|3DMG|456aVULN|7LIT|8ZMB|9FLTHEA
22	56215 32233	 * 	179.24	ACR|4VULN|2AART|2ASPD	1378VULN|23ASPD|3BPWR|4aAART|5RCR|6BEXP|9LWND
23	63612 21134	   	178.67	ACR|3VULN|2DMG|1CDMG|1DUR	17MLV|2RCR|3aDMG|468VULN|5DUR|9CDMG
24	63613 26132	   	178.30	ACR|4VULN|1AART|1DMG	1MLV|2RCR|3DMG|456aVULN|7VENICY|8FEWX|9AART
25	42513 11512	 * 	178.27	DCR|2VULN|2DMG|3CDMG|2ZMB	149CDMG|29ZMB|3DMSP|5aVULN|6CGEN|7RCR|89DMG|9BPWR
26	42521 11512	   	178.27	DCR|2VULN|2DMG|3CDMG|2ZMB	159CDMG|29ZMB|3DMSP|4aVULN|6CGEN|7RCR|89DMG|9BPWR
27	63611 21131	   	178.25	ACR|3VULN|2DMG|2CDMG	17aMLV|2RCR|3aDMG|468VULN|5FEWX|9aCDMG|aBPWR
28	63611 25131	   	178.25	ACR|3VULN|2DMG|2CDMG	1aMLV|2RCR|3aDMG|468VULN|57FEWX|9aCDMG|aBPWR
29	63611 61131	   	178.25	ACR|3DMG|2VULN|2CDMG	17aMLV|2RCR|36aDMG|48VULN|5FEWX|9aCDMG|aBPWR
30	63613 14131	   	178.25	ACR|3VULN|2DMG|2CDMG	1aMLV|2RCR|3aDMG|458VULN|6RCVC|7FEWX|9aCDMG|aBPWR
31	63613 61131	   	178.25	ACR|3VULN|2DMG|2CDMG	17aMLV|2RCR|3aDMG|458VULN|6BEXP|9aCDMG|aBPWR
32	63623 13621	   	178.25	ACR|3VULN|2DMG|2CDMG	1aMLV|2RCR|3aDMG|47LHND|589VULN|6aCDMG|aBPWR
33	42513 21512	   	178.17	DCR|2VULN|2DMG|3CDMG|2ZMB	149CDMG|29ZMB|3DMSP|5aVULN|6ERES|7RCR|89DMG|9BPWR
34	42521 21512	   	178.17	DCR|2VULN|2DMG|3CDMG|2ZMB	159CDMG|29ZMB|3DMSP|4aVULN|6ERES|7RCR|89DMG|9BPWR
35	22533 63325	 * 	177.78	ACR|3VULN|2DMG|2ZMB|1DUR	17aFEWX|2DUR|3RCR|4RCVC|57aVULN|67DMG|7aBPWR|8DUST|9aZMB
36	63611 21132	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	17MLV|2RCR|3DMG|468VULN|5FEWX|9CDMG|aAART
37	63611 25132	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1MLV|2RCR|3DMG|468VULN|57FEWX|9CDMG|aAART
38	63613 14132	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1MLV|2RCR|3DMG|458VULN|6RCVC|7FEWX|9CDMG|aAART
39	63613 61132	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	17MLV|2RCR|3DMG|458VULN|6BEXP|9CDMG|aAART
40	63623 13622	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1MLV|2RCR|3DMG|47LHND|589VULN|6CDMG|aAART
41	52131 15513	   	177.26	DCR|2VULN|2DMG|2CDMG|2ZMB|2DUR	19VULN|25DUR|39ZMB|46CDMG|7MLV|89DMG|9BPWR|aRCR
42	42613 13623	   	177.23	DCR|3VULN|1DMG|2CDMG|2ZMB|1DUR	18CDMG|28ZMB|3LIT|4DMG|58aVULN|6RPLT|7RCR|8BPWR|9DUR
43	52321 13214	 * 	176.52	DCR|3VULN|2DMG|1AART|2FLTHEA|1DUR|1MSE	14aVULN|2DUR|3aFLTHEA|5ERES|6MSE|7AART|8aDMG|9RCR|aBPWR
44	63211 36263	 * 	176.30	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	13MLV|2RCR|3BPWR|4AART|5ZMB|6FEWX|79DMG|8VULN|aFLTHEA
45	63211 26263	   	176.20	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	13MLV|2RCR|3BPWR|4AART|5ZMB|6DUST|79DMG|8VULN|aFLTHEA
46	63212 51322	   	176.17	ACR|2VULN|2DMG|1AART|1ASPD	13MLV|2RCR|3BPWR|4AART|5RCVC|6ASPD|79DMG|8aVULN
47	63613 23111	   	176.03	ACR|3VULN|2DMG|1ZMB|1ASPD	1MLV|2RCR|39DMG|456VULN|7LIT|8ZMB|aASPD
48	53334 31611	   	175.23	DCR|3VULN|2DMG|2CDMG	18aVULN|2aCDMG|37BEXP|49TLV|5aDMG|6RCR|aBPWR
49	53334 32611	   	175.23	DCR|3VULN|2DMG|2CDMG	18aVULN|2aCDMG|3BEXP|49TLV|5aDMG|6RCR|7RCVC|aBPWR
50	63613 26133	   	175.20	ACR|3VULN|1AART|1DMG|1ZMB	1MLV|2RCR|3DMG|456VULN|7VENICY|8FEWX|9AART|aZMB
51	63613 24121	   	175.19	ACR|4VULN|1DMG|1CDMG|1ASPD	1MLV|2RCR|3DMG|4568VULN|7FEWX|9ASPD|aCDMG
52	63615 11122	   	175.19	ACR|4VULN|1DMG|1CDMG|1ASPD	1MLV|2RCR|3DMG|479aVULN|5ASPD|6CDMG|8RPLT
53	63615 12222	   	175.19	ACR|4VULN|1DMG|1CDMG|1ASPD	1MLV|2RCR|3DMG|489aVULN|5ASPD|6CDMG|7RPLT
54	63221 14422	 * 	174.95	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	13MLV|2RCR|3BPWR|4DUR|56CDMG|7DMG|89VULN|aAART
55	52141 63322	   	174.89	DCR|2VULN|2DMG|2ZMB|1CDMG|1DUR|1ASPD	17VULN|2DUR|37ZMB|4ASPD|5FEWX|67DMG|7BPWR|8DUST|9RCR|aCDMG
56	52141 63323	 * 	174.78	DCR|2VULN|2DMG|3ZMB|1DUR|1ASPD	17VULN|2DUR|37aZMB|4ASPD|5FEWX|67DMG|7BPWR|8DUST|9RCR
57	51134 31135	   	174.53	DCR|2VULN|2DMG|2CDMG|2ZMB	19VULN|2DUST|39ZMB|48CDMG|5aDMG|6RCR|79BEXP|9BPWR
58	51134 33135	   	174.53	DCR|2VULN|2DMG|2CDMG|2ZMB	19VULN|2DUST|39ZMB|48CDMG|5aDMG|6RCR|79LHND|9BPWR
59	52131 16621	 * 	174.47	DCR|2VULN|3CDMG|1AART|3DUR|2ZMB	19VULN|258DUR|39ZMB|469CDMG|7AART|9BPWR|aRCR
60	63622 25232	   	174.37	ACR|2VULN|2DMG|1AART|1DUR	1MLV|2RCR|39DMG|4LHND|5DUR|6aVULN|7AART|8LIT
61	63613 24123	 * 	174.36	ACR|5VULN|1DMG|1ASPD	1MLV|2RCR|3DMG|4568aVULN|7FEWX|9ASPD
62	63612 22622	   	174.36	ACR|5VULN|1DMG|1DUR	1MLV|2RCR|3DMG|4689aVULN|5DUR|7LHND
63	63612 23622	   	174.36	ACR|5VULN|1DMG|1DUR	1MLV|2RCR|3DMG|4689aVULN|5DUR|7LWND
64	63612 33622	   	174.36	ACR|5VULN|1DMG|1DUR	1MLV|2RCR|3DMG|4789aVULN|5DUR|6FEWX
65	63622 23622	   	174.36	ACR|5VULN|1DMG|1DUR	1MLV|2RCR|3DMG|4LHND|5DUR|6789aVULN
66	63622 25131	   	174.27	ACR|2VULN|2DMG|1AART|1DUR	1MLV|2RCR|3aDMG|4LHND|5DUR|68VULN|7AART|9ERES
67	51136 22513	   	174.17	DCR|3VULN|2DMG|2ZMB|1CDMG	159VULN|2DUST|39ZMB|4CDMG|6ERES|7RCVC|89DMG|9BPWR|aRCR
68	44211 33336	   	174.15	DCR|3VULN|2DMG|1CDMG|2DUR	1CDMG|24aVULN|3LWND|5LIT|6aDUR|7CGEN|8aDMG|9RCR|aBPWR
69	22533 63612	   	173.83	ACR|3VULN|2DMG|1ZMB|1DUR	17FEWX|2DUR|3RCR|4RCVC|57aVULN|67DMG|7BPWR|8ZMB|9DMSP
70	22533 63632	   	173.83	ACR|3VULN|2DMG|1ZMB|1DUR	17FEWX|2DUR|3RCR|4RCVC|57aVULN|67DMG|7BPWR|8ZMB|9LHND
71	22533 63322	   	173.73	ACR|3VULN|2DMG|1ZMB|1DUR	17FEWX|2DUR|3RCR|4RCVC|57aVULN|67DMG|7BPWR|8DUST|9ZMB
72	22533 63622	   	173.73	ACR|3VULN|2DMG|1ZMB|1DUR	17FEWX|2DUR|3RCR|4RCVC|57aVULN|67DMG|7BPWR|8ZMB|9DUST
73	56215 32314	   	173.65	ACR|3VULN|1AART|1DMG|2ASPD	137VULN|23ASPD|3BPWR|4AART|5RCR|6BEXP|8RCVC|9MBVNT|aDMG
74	56215 13314	   	173.55	ACR|3VULN|1AART|1DMG|2ASPD	138VULN|23ASPD|3BPWR|4AART|5RCR|6ERES|7MBVNT|9FEWX|aDMG
75	56215 13324	   	173.55	ACR|3VULN|1AART|1DMG|2ASPD	138VULN|23ASPD|3BPWR|4AART|5RCR|6ERES|7MBVNT|9LHND|aDMG
76	44214 22322	 * 	173.46	DCR|5VULN|1DMG|1CDMG	1CDMG|2459aVULN|3LWND|6DMG|7RPLT|8RCR
77	53214 22322	   	173.46	DCR|5VULN|1DMG|1CDMG	1459aVULN|2CDMG|3LWND|6DMG|7RPLT|8RCR
78	53314 22362	   	173.46	DCR|5VULN|1DMG|1CDMG	1459aVULN|2CDMG|3BEXP|6DMG|7RPLT|8RCR
79	22143 22651	   	173.34	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|2DUR|3ZMB|4ASPD|56VULN|7aDMG|8RCR|9CDMG
80	63622 26212	   	173.27	ACR|2VULN|2DMG|1AART|1DUR	17MLV|2RCR|37DMG|4LHND|5DUR|67VULN|7BPWR|8DMSP|9AART|aTLV
81	63622 26213	   	173.27	ACR|2VULN|2DMG|1AART|1DUR	17MLV|2RCR|37DMG|4LHND|5DUR|67VULN|7BPWR|8DMSP|9AART|aERES
82	63221 14421	   	172.89	ACR|3VULN|1DMG|2CDMG|2DUR	13aMLV|2RCR|3aBPWR|4aDUR|56CDMG|7DMG|89aVULN
83	26632 62222	 * 	172.83	DCR|3VULN|1AART|1DMG|2ASPD	19FEWX|29ASPD|3DMG|4BEXP|5AART|6RMIN|79aVULN|8RCR|9BPWR
84	22463 22341	   	172.82	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2DUR|3LHND|457VULN|6ZMB|8AART|9RCR|aDMG
85	42662 32331	   	172.65	ACR|2VULN|2DMG|2CDMG|2ZMB	19CDMG|29ZMB|3LIT|4RCR|58DMG|6RMIN|79VULN|9BPWR|aLWND
86	51134 31133	   	172.60	DCR|3VULN|1DMG|2CDMG|2ZMB	19aVULN|2DUST|39ZMB|48CDMG|5DMG|6RCR|79BEXP|9BPWR
87	51134 33133	   	172.60	DCR|3VULN|1DMG|2CDMG|2ZMB	19aVULN|2DUST|39ZMB|48CDMG|5DMG|6RCR|79LHND|9BPWR
88	51134 34133	   	172.60	DCR|3VULN|1DMG|2CDMG|2ZMB	19aVULN|2DUST|39ZMB|48CDMG|5DMG|6RCR|79FEWX|9BPWR
89	63613 23151	   	172.54	ACR|4VULN|1DMG|1ZMB|1ASPD	1MLV|2RCR|3DMG|4569VULN|7LIT|8ZMB|aASPD
90	42662 32333	   	172.40	ACR|2VULN|2DMG|2CDMG|2ZMB|1SELL	19CDMG|29ZMB|3LIT|4RCR|58DMG|6RMIN|79VULN|9BPWR|aSELL
91	63621 23252	   	172.38	ACR|4VULN|2DMG	19MLV|2RCR|39DMG|4LHND|5FEWX|679aVULN|8DMSP|9BPWR
92	22133 33775	 * 	172.25	DCR|2VULN|3ZMB|1AART|1DMG|1DUR	17FEWX|2DUR|367ZMB|47VULN|5MBVNT|7BPWR|8AART|9DMG|aRCR
93	63613 32631	   	172.18	ACR|4VULN|2DMG	1MLV|2RCR|3aDMG|4578VULN|6RMIN|9RCVC
94	63623 21142	   	172.18	ACR|4VULN|2DMG	17MLV|2RCR|39DMG|4LHND|568aVULN
95	63612 21125	   	171.96	ACR|3VULN|2DMG|1DUR|1ASPD	17MLV|2RCR|3aDMG|468VULN|5DUR|9ASPD
96	63631 22611	   	171.84	ACR|3DMG|1AART|1VULN|1DUR	1MLV|2RCR|367DMG|4BEXP|5BELT|8AART|9DUR|aVULN
97	63632 25212	 * 	171.73	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	19MLV|2RCR|39DMG|4BEXP|5AART|6DUR|79ASPD|8RMIN|9BPWR|aVULN
98	63611 21134	   	171.73	ACR|3VULN|2DMG|1CDMG	17MLV|2RCR|3aDMG|468VULN|5FEWX|9CDMG
99	63632 21216	   	171.63	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1MLV|2RCR|39DMG|4BEXP|5AART|6DUR|7FLTHEA|8RPLT|aVULN
100	63613 32134	   	171.63	ACR|3VULN|2DMG|1CDMG	1MLV|2RCR|3aDMG|457VULN|6RMIN|8TLV|9CDMG
101	63613 33134	   	171.63	ACR|3VULN|2DMG|1CDMG	1MLV|2RCR|3aDMG|458VULN|6RMIN|7ERES|9CDMG
102	22533 63412	   	171.57	ACR|2VULN|2DMG|1AART|1DUR	17FEWX|2DUR|3RCR|4RCVC|57VULN|67DMG|7BPWR|8AART|9BEXP|aLHND
103	22533 63422	   	171.57	ACR|2VULN|2DMG|1AART|1DUR	17FEWX|2DUR|3RCR|4RCVC|57VULN|67DMG|7BPWR|8AART|9LWND|aLHND
104	22533 63413	   	171.47	ACR|2VULN|2DMG|1AART|1DUR	17FEWX|2DUR|3RCR|4RCVC|57VULN|67DMG|7BPWR|8AART|9BEXP|aERES
105	22533 63423	   	171.47	ACR|2VULN|2DMG|1AART|1DUR	17FEWX|2DUR|3RCR|4RCVC|57VULN|67DMG|7BPWR|8AART|9LWND|aERES
106	22533 63431	   	171.47	ACR|2VULN|2DMG|1AART|1DUR	17FEWX|2DUR|3RCR|4RCVC|57VULN|67DMG|7BPWR|8AART|9LIT|aERES
107	22533 63432	   	171.47	ACR|2VULN|2DMG|1AART|1DUR	17FEWX|2DUR|3RCR|4RCVC|57VULN|67DMG|7BPWR|8AART|9LIT|aDUST
108	22533 63433	   	171.47	ACR|2VULN|2DMG|1AART|1DUR	17FEWX|2DUR|3RCR|4RCVC|57VULN|67DMG|7BPWR|8AART|9LIT|aLEGI
109	53634 31133	 * 	171.39	DCR|3VULN|1DMG|2CDMG|2ASPD	19aVULN|28CDMG|39ASPD|4FEWX|5DMG|6RCR|79BEXP|9BPWR
110	53634 33133	   	171.39	DCR|3VULN|1DMG|2CDMG|2ASPD	19aVULN|28CDMG|39ASPD|4FEWX|5DMG|6RCR|79LHND|9BPWR
111	63612 22612	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1MLV|2RCR|3DMG|468VULN|5DUR|7LHND|9AART|aTLV
112	63612 22613	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1MLV|2RCR|3DMG|468VULN|5DUR|7LHND|9AART|aERES
113	63612 23612	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1MLV|2RCR|3DMG|468VULN|5DUR|7LWND|9AART|aTLV
114	63612 23613	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1MLV|2RCR|3DMG|468VULN|5DUR|7LWND|9AART|aERES
115	63612 33612	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1MLV|2RCR|3DMG|478VULN|5DUR|6FEWX|9AART|aTLV
116	63612 33613	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1MLV|2RCR|3DMG|478VULN|5DUR|6FEWX|9AART|aERES
117	63622 23612	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1MLV|2RCR|3DMG|4LHND|5DUR|678VULN|9AART|aTLV
118	63622 23613	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1MLV|2RCR|3DMG|4LHND|5DUR|678VULN|9AART|aERES
119	52134 36313	   	171.05	DCR|2VULN|2DMG|2ZMB|1CDMG|2DUR	19VULN|26DUR|39ZMB|4CDMG|56DMG|69BPWR|7RCVC|89CGEN|aRCR
120	52131 26513	   	170.85	DCR|2VULN|2DMG|2ZMB|1CDMG|2DUR	19VULN|25DUR|39ZMB|4CDMG|6ERES|7RCVC|89DMG|9BPWR|aRCR
121	52133 36513	   	170.85	DCR|2VULN|2DMG|2ZMB|1CDMG|2DUR	19VULN|26DUR|39ZMB|4CDMG|56ERES|69BPWR|7RCVC|89DMG|aRCR
122	55125 33121	   	170.83	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	14VULN|2LIT|3SELL|5ZMB|6RCR|7LWND|8AART|9DMG|aCDMG
123	55122 33124	   	170.71	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	14VULN|2LIT|3SELL|5ASPD|6RCR|7LWND|8AART|9aDMG
124	26335 13413	 * 	170.37	ACR|2AART|2VULN|1DMG|1DUR|1ASPD	17FEWX|2ASPD|38AART|47VULN|5RCR|67CANHEL|7BPWR|9DUR|aDMG
125	53214 22314	 * 	170.33	DCR|3VULN|1AART|1DMG|1CDMG	145VULN|2CDMG|3LWND|6DMG|7RPLT|8RCR|9AART|aLIT
126	53214 22315	   	170.33	DCR|3VULN|1AART|1DMG|1CDMG	145VULN|2CDMG|3LWND|6DMG|7RPLT|8RCR|9AART|aLHND
127	53214 22316	   	170.33	DCR|3VULN|1AART|1DMG|1CDMG	145VULN|2CDMG|3LWND|6DMG|7RPLT|8RCR|9AART|aCGEN
128	44214 22312	   	170.23	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|245VULN|3LWND|6DMG|7RPLT|8RCR|9AART|aTLV
129	44214 22313	   	170.23	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|245VULN|3LWND|6DMG|7RPLT|8RCR|9AART|aERES
130	53214 22312	   	170.23	DCR|3VULN|1AART|1DMG|1CDMG	145VULN|2CDMG|3LWND|6DMG|7RPLT|8RCR|9AART|aTLV
131	53214 22313	   	170.23	DCR|3VULN|1AART|1DMG|1CDMG	145VULN|2CDMG|3LWND|6DMG|7RPLT|8RCR|9AART|aERES
132	52132 14313	   	170.03	DCR|3VULN|1DMG|2CDMG|2ZMB|1DUR	159VULN|2DUR|39ZMB|46CDMG|7DMG|89CGEN|9BPWR|aRCR
133	26335 13422	   	170.03	ACR|3VULN|2AART|1ZMB|1ASPD	17FEWX|2ASPD|38AART|47aVULN|5RCR|67CANHEL|7BPWR|9ZMB
134	63612 61121	   	169.96	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	17MLV|2RCR|36DMG|48VULN|5DUR|9ASPD|aCDMG
135	26335 41323	   	169.67	ACR|2VULN|2DMG|1AART|1ASPD	19FEWX|2ASPD|3AART|49VULN|5RCR|6DUST|7LHND|89DMG|9BPWR|aRPLT
136	26335 42323	   	169.67	ACR|2VULN|2DMG|1AART|1ASPD	19FEWX|2ASPD|3AART|49VULN|5RCR|6DUST|7BEXP|89DMG|9BPWR|aRPLT
137	26335 43323	   	169.67	ACR|2VULN|2DMG|1AART|1ASPD	19FEWX|2ASPD|3AART|49VULN|5RCR|6DUST|7LWND|89DMG|9BPWR|aRPLT
138	63616 11113	 * 	169.63	ACR|2VULN|2DMG|1CDMG|1FLTHEA	1MLV|2RCR|39DMG|4aVULN|5CGEN|6CDMG|7TLV|8FLTHEA
139	26335 13213	   	169.57	ACR|2VULN|2DMG|1AART|1ASPD	17FEWX|2ASPD|3AART|47VULN|5RCR|67CANHEL|7BPWR|8aDMG|9RMIN
140	26335 41322	   	169.57	ACR|2VULN|2DMG|1AART|1ASPD	19FEWX|2ASPD|3AART|49VULN|5RCR|6DUST|7LHND|89DMG|9BPWR|aBASHEA
141	26335 42322	   	169.57	ACR|2VULN|2DMG|1AART|1ASPD	19FEWX|2ASPD|3AART|49VULN|5RCR|6DUST|7BEXP|89DMG|9BPWR|aBASHEA
142	26335 43322	   	169.57	ACR|2VULN|2DMG|1AART|1ASPD	19FEWX|2ASPD|3AART|49VULN|5RCR|6DUST|7LWND|89DMG|9BPWR|aBASHEA
143	56215 13414	 * 	169.34	ACR|2AART|2VULN|1DMG|2ASPD	13VULN|23ASPD|3BPWR|48AART|5RCR|6ERES|7MBVNT|9FEWX|aDMG
144	56215 13424	   	169.34	ACR|2AART|2VULN|1DMG|2ASPD	13VULN|23ASPD|3BPWR|48AART|5RCR|6ERES|7MBVNT|9LHND|aDMG
145	63622 22312	   	169.33	ACR|2VULN|2DMG|2CDMG|1DUR	1MLV|2RCR|3aDMG|4LHND|5DUR|6aVULN|7TLV|8MBVNT|9aCDMG|aBPWR
146	63642 22312	   	169.33	ACR|2VULN|2DMG|2CDMG|1DUR	1MLV|2RCR|3aDMG|4LWND|5DUR|6aVULN|7TLV|8MBVNT|9aCDMG|aBPWR
147	53242 25221	 * 	169.32	DCR|2AART|2VULN|1DMG|1CDMG	19VULN|2CDMG|39LWND|47AART|5RPLT|69BEXP|8RCR|9BPWR|aDMG
148	63615 11112	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MLV|2RCR|3DMG|47VULN|5ASPD|6CDMG|8RPLT|9AART|aTLV
149	63615 11113	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MLV|2RCR|3DMG|47VULN|5ASPD|6CDMG|8RPLT|9AART|aERES
150	63615 12212	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MLV|2RCR|3DMG|48VULN|5ASPD|6CDMG|7RPLT|9AART|aTLV
151	63615 12213	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MLV|2RCR|3DMG|48VULN|5ASPD|6CDMG|7RPLT|9AART|aERES
152	63613 23112	   	169.09	ACR|3VULN|2DMG|1ZMB	1MLV|2RCR|39DMG|456VULN|7LIT|8ZMB|aBEXP
153	63613 23113	   	169.09	ACR|3VULN|2DMG|1ZMB	1MLV|2RCR|39DMG|456VULN|7LIT|8ZMB|aRMIN
154	63613 23116	   	169.09	ACR|3VULN|2DMG|1ZMB	1MLV|2RCR|39DMG|456VULN|7LIT|8ZMB|aLWND
155	63613 23114	   	168.99	ACR|3VULN|2DMG|1ZMB	1MLV|2RCR|39DMG|456VULN|7LIT|8ZMB|aERES
156	63613 23115	   	168.99	ACR|3VULN|2DMG|1ZMB	1MLV|2RCR|39DMG|456VULN|7LIT|8ZMB|aDUST
157	55122 32212	   	168.90	DCR|3VULN|2DMG|1ASPD|1DUR|1SELL	147VULN|2LIT|3SELL|5ASPD|6RCR|8aDMG|9DUR
158	56212 52211	 * 	168.88	DCR|4VULN|1AART|3ASPD	1378VULN|236ASPD|3BPWR|4AART|5RCVC|9RPLT|aRCR
159	22533 23411	 * 	168.84	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	17FEWX|2DUR|3RCR|4RCVC|57VULN|67ZMB|7BPWR|8AART|9BEXP|aDMG
160	22533 23421	   	168.84	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	17FEWX|2DUR|3RCR|4RCVC|57VULN|67ZMB|7BPWR|8AART|9LWND|aDMG
161	22533 23451	   	168.84	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	17FEWX|2DUR|3RCR|4RCVC|57VULN|67ZMB|7BPWR|8AART|9LHND|aDMG
162	42613 13363	 * 	168.82	DCR|2VULN|1DMG|2ZMB|2ASPD|1CDMG|1DUR	1CDMG|2aZMB|3LIT|4DMG|5aVULN|6RPLT|7RCR|8DUR|9aASPD|aBPWR
163	42613 13523	   	168.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3LIT|48DMG|5aVULN|6RPLT|7RCR|9DUR
164	63613 21131	   	168.80	ACR|4VULN|2DMG|2CDMG|1MSE	1aMLV|2RCR|3aDMG|4568VULN|7MSE|9aCDMG|aBPWR
165	55122 33126	   	168.77	DCR|3VULN|1AART|1DMG|1ASPD|1SELL	14aVULN|2LIT|3SELL|5ASPD|6RCR|7LWND|8AART|9DMG
166	22533 23462	   	168.74	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	17FEWX|2DUR|3RCR|4RCVC|57VULN|67ZMB|7BPWR|8AART|9DMG|aTLV
167	22533 23463	   	168.74	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	17FEWX|2DUR|3RCR|4RCVC|57VULN|67ZMB|7BPWR|8AART|9DMG|aERES
