0	Index      	 *	Score 	Summary	Detail	
1	45333 12323	 * 	208.42	DCR|3VULN|2DMG|1AART|1CDMG|1ZMB	1AART|279VULN|3NUKE|48DMG|5CDMG|6RCR|aZMB
39	43432 23134	 * 	188.70	ACR|2VULN|2DMG|1AART|3ASPD	1AART|28aASPD|3RCR|4aDMG|5BELT|6BEXP|7CGEN|9aVULN|aBPWR
40	41533 13322	 * 	188.53	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB|1ASPD	1AART|2LHND|37CDMG|48DMG|5ASPD|6RCR|9VULN|aZMB
41	45333 12363	 * 	188.08	DCR|2VULN|2DMG|1AART|2CDMG	1AART|27VULN|3NUKE|48DMG|5aCDMG|6RCR|9CGEN
42	25142 14233	   	187.29	ACR|3DMG|2VULN|1AART|1ZMB	13DUST|256DMG|4RCR|78VULN|9ZMB|aAART
43	43433 51131	   	187.09	ACR|3DMG|1AART|1VULN|2ASPD|1DUR	1AART|28ASPD|3RCR|469DMG|5DUR|7ERES|aVULN
44	45323 12322	   	186.63	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1aAART|27VULN|3NUKE|4ZMB|5CDMG|6RCR|8DMG|9BELT
45	45323 12351	   	186.63	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1aAART|27VULN|3NUKE|4ZMB|5CDMG|6RCR|8DMG|9DMSP
46	44111 62133	   	186.63	ACR|3VULN|2DMG|1AART|1DUR	1AART|2RPLT|37aVULN|47DMG|5RCR|679LHND|7BPWR|8DUR
47	44111 62213	   	186.63	ACR|3DMG|2VULN|1AART|1ASPD	1AART|2RPLT|37VULN|47aDMG|5RCR|67LHND|7BPWR|8ASPD|9BEXP
48	44111 62233	   	186.63	ACR|3DMG|2VULN|1AART|1ASPD	1AART|2RPLT|37VULN|47aDMG|5RCR|67LHND|7BPWR|8ASPD|9LWND
49	44311 22213	   	186.63	ACR|3DMG|2VULN|1AART|1ASPD	1AART|2RPLT|37LWND|47aDMG|5RCR|67VULN|7BPWR|8ASPD|9BEXP
50	44311 22253	   	186.63	ACR|3DMG|2VULN|1AART|1ASPD	1AART|2RPLT|37LWND|47aDMG|5RCR|67VULN|7BPWR|8ASPD|9LHND
51	44311 22621	   	186.63	ACR|3DMG|2VULN|1AART|1DUR	1AART|2RPLT|37LWND|478DMG|5RCR|67VULN|7BPWR|9DUR|aCGEN
52	44111 62223	   	186.53	ACR|3DMG|2VULN|1AART|1ASPD	1AART|2RPLT|37VULN|47aDMG|5RCR|67LHND|7BPWR|8ASPD|9DUST
53	44311 22143	   	186.53	ACR|3DMG|2VULN|1AART|1DUR	1AART|2RPLT|37LWND|47aDMG|5RCR|67VULN|7BPWR|8DUR|9NUKE
54	44311 22223	   	186.53	ACR|3DMG|2VULN|1AART|1ASPD	1AART|2RPLT|37LWND|47aDMG|5RCR|67VULN|7BPWR|8ASPD|9DUST
55	44311 22623	   	186.53	ACR|3DMG|2VULN|1AART|1DUR	1AART|2RPLT|37LWND|478DMG|5RCR|67VULN|7BPWR|9DUR|aERES
56	44111 33353	   	186.45	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RPLT|39aVULN|4DMG|5RCR|6CDMG|7ERES|8ZMB
57	42423 32334	 * 	186.39	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG|1DUR	1AART|24ZMB|3RCR|5TLV|6VULN|7CDMG|8aDMG|9DUR
58	43432 12216	 * 	185.96	ACR|2VULN|1AART|3ASPD|1DMG|2ZMB	1AART|27aASPD|3RCR|4DMG|5BELT|6DMSP|8aVULN|9aZMB|aBPWR
59	43432 22136	 * 	184.76	ACR|2DMG|1AART|1VULN|2CDMG|2ASPD	1AART|2aASPD|3RCR|4aDMG|5BELT|68BEXP|7VULN|9aCDMG|aBPWR
60	44124 12331	   	184.57	DCR|3VULN|2AART|1DMG|1DUR	14AART|2RPLT|357VULN|6RCR|8DMG|9DUR|aERES
61	44124 12332	   	184.57	DCR|3VULN|2AART|1DMG|1DUR	14AART|2RPLT|357VULN|6RCR|8DMG|9DUR|aDUST
62	41312 32133	   	184.47	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1AART|2LHND|3FEWX|4CDMG|59aVULN|6DMG|7RCR|8DUR
63	41533 13324	   	184.14	DCR|2DMG|1AART|1VULN|2CDMG|2ASPD	1AART|2LHND|37CDMG|48DMG|5aASPD|6RCR|9VULN
64	21323 34433	   	183.93	ACR|3VULN|2DMG|1AART|1DUR	1DUST|2RPLT|38aVULN|4RCR|56DMG|7DUR|9AART
65	21323 35133	   	183.93	ACR|3VULN|2DMG|1AART|1DUR	1DUST|2RPLT|37aVULN|4RCR|56DMG|8DUR|9AART
66	25161 63332	 * 	183.61	DCR|3DMG|2VULN|1AART|1ASPD	134DUST|24aDMG|4aBPWR|5AART|6ASPD|7aVULN|8RCR|9aLIT
67	31323 36132	   	183.53	ACR|3DMG|2VULN|1AART|1ASPD	17LHND|2RPLT|37VULN|4RCR|567DMG|7BPWR|8ASPD|9ERES|aAART
68	61323 36132	   	183.53	ACR|3DMG|2VULN|1AART|1ASPD	17LWND|2RPLT|37VULN|4RCR|567DMG|7BPWR|8ASPD|9ERES|aAART
69	31323 26412	   	183.44	ACR|4VULN|3DMG	16789LHND|2RPLT|378aVULN|4RCR|578DMG|78BPWR
70	31323 35416	   	183.34	ACR|4VULN|3DMG	189aLHND|2RPLT|378aVULN|4RCR|568DMG|8aBPWR
71	31323 36616	   	183.34	ACR|4VULN|3DMG	179aLHND|2RPLT|378aVULN|4RCR|567DMG|7aBPWR
72	61323 32426	   	183.34	ACR|4VULN|3DMG	18aLWND|2RPLT|389aVULN|4RCR|568DMG|7DMSP|8aBPWR
73	61323 35421	   	183.24	ACR|4VULN|3DMG	18aLWND|2RPLT|3789VULN|4RCR|568DMG|8BPWR
74	61323 35422	   	183.24	ACR|4VULN|3DMG	18LWND|2RPLT|3789VULN|4RCR|568DMG|8BPWR|aMLV
75	43433 51111	   	183.14	ACR|2DMG|1AART|1VULN|3ASPD|2DUR	1AART|289ASPD|3RCR|46DMG|59DUR|79ERES|9BPWR|aVULN
76	61323 35423	   	183.14	ACR|4VULN|3DMG	18LWND|2RPLT|3789VULN|4RCR|568DMG|8BPWR|aDUST
77	45333 11162	   	183.07	DCR|2VULN|2DMG|1AART|1CDMG	1AART|29VULN|3NUKE|49DMG|5CDMG|6RCR|7LIT|89BASICY|9BPWR|aRCVC
78	21323 32426	   	183.04	ACR|4VULN|3DMG	18aDUST|2RPLT|389aVULN|4RCR|568DMG|7DMSP|8aBPWR
79	21323 35421	   	183.04	ACR|4VULN|3DMG	18DUST|2RPLT|3789VULN|4RCR|568DMG|8BPWR|aLWND
80	21323 35425	   	183.04	ACR|4VULN|3DMG	18DUST|2RPLT|3789VULN|4RCR|568DMG|8BPWR|aCGEN
81	31323 36116	   	183.01	ACR|3VULN|3DMG|1DUR|1ASPD	17LHND|2RPLT|37aVULN|4RCR|567DMG|7BPWR|8ASPD|9DUR
82	31323 26425	   	182.99	ACR|3VULN|3DMG|1CDMG	1678LHND|2RPLT|378VULN|4RCR|578DMG|78BPWR|9LWND|aCDMG
83	43432 33362	 * 	182.98	ACR|2AART|2DMG|2CDMG|2ASPD|1DUR	18AART|29ASPD|3RCR|49DMG|5BELT|69CDMG|7LEGI|9BPWR|aDUR
84	21323 35424	   	182.94	ACR|4VULN|3DMG	18DUST|2RPLT|3789VULN|4RCR|568DMG|8BPWR|aTLV
85	21323 35433	   	182.94	ACR|4VULN|3DMG	18DUST|2RPLT|378aVULN|4RCR|568DMG|8BPWR|9ERES
86	43413 61131	   	182.88	ACR|2AART|2DMG|1VULN|2ASPD|1DUR	15AART|28ASPD|3RCR|4DUR|69DMG|7ERES|aVULN
87	31323 25441	   	182.79	ACR|3VULN|3DMG|1CDMG	168LHND|2RPLT|378VULN|4RCR|58aDMG|8BPWR|9CDMG
88	31323 26641	   	182.79	ACR|3VULN|3DMG|1CDMG	167LHND|2RPLT|378VULN|4RCR|57aDMG|7BPWR|9CDMG
89	31323 35425	   	182.79	ACR|3VULN|3DMG|1CDMG	18LHND|2RPLT|378VULN|4RCR|568DMG|8BPWR|9LWND|aCDMG
90	31323 36225	   	182.79	ACR|3VULN|3DMG|1CDMG	17LHND|2RPLT|379VULN|4RCR|567DMG|7BPWR|8LWND|aCDMG
91	31323 36625	   	182.79	ACR|3VULN|3DMG|1CDMG	17LHND|2RPLT|378VULN|4RCR|567DMG|7BPWR|9LWND|aCDMG
92	61323 36225	   	182.79	ACR|3VULN|3DMG|1CDMG	17LWND|2RPLT|379VULN|4RCR|567DMG|7BPWR|8LHND|aCDMG
93	31323 36332	   	182.69	ACR|3VULN|3DMG|1CDMG	17LHND|2RPLT|379VULN|4RCR|567DMG|7BPWR|8CANHEL|aCDMG
94	61323 36332	   	182.69	ACR|3VULN|3DMG|1CDMG	17LWND|2RPLT|379VULN|4RCR|567DMG|7BPWR|8CANHEL|aCDMG
95	43422 61321	   	182.64	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|4ZMB|5BELT|69DMG|7VULN|8CDMG|aLIT
96	43431 31324	   	182.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|4DMG|5LWND|69VULN|7BEXP|8CDMG|aZMB
97	21323 35415	   	182.59	ACR|3VULN|3DMG|1CDMG	18DUST|2RPLT|378VULN|4RCR|568DMG|8BPWR|9LHND|aCDMG
98	21323 36225	   	182.59	ACR|3VULN|3DMG|1CDMG	17DUST|2RPLT|379VULN|4RCR|567DMG|7BPWR|8LWND|aCDMG
99	31323 35641	   	182.59	ACR|3VULN|3DMG|1CDMG	1LHND|2RPLT|378VULN|4RCR|56aDMG|9CDMG
100	45333 12143	   	182.56	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1aAART|27VULN|3NUKE|4DMG|5CDMG|6RCR|8CGEN|9DUR
101	42412 38243	   	182.54	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2ZMB|3RCR|4DUR|5CDMG|6MBVNT|7aDMG|8LWND|9VULN
102	45115 31133	   	182.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1AART|29aVULN|3LHND|4CDMG|5RCR|6DMG|7FEWX|8DUR
103	21323 35641	   	182.49	ACR|3VULN|3DMG|1CDMG	1DUST|2RPLT|378VULN|4RCR|56aDMG|9CDMG
104	44111 62211	   	182.42	ACR|2AART|2DMG|2VULN|1ASPD	1aAART|2RPLT|37VULN|47DMG|5RCR|67LHND|7BPWR|8ASPD|9BEXP
105	44111 62231	   	182.42	ACR|2AART|2DMG|2VULN|1ASPD	1aAART|2RPLT|37VULN|47DMG|5RCR|67LHND|7BPWR|8ASPD|9LWND
106	44311 22135	   	182.42	ACR|2AART|2DMG|2VULN|1DUR	1aAART|2RPLT|37LWND|47DMG|5RCR|67VULN|7BPWR|8DUR|9LHND
107	44311 22211	   	182.42	ACR|2AART|2DMG|2VULN|1ASPD	1aAART|2RPLT|37LWND|47DMG|5RCR|67VULN|7BPWR|8ASPD|9BEXP
108	44311 22251	   	182.42	ACR|2AART|2DMG|2VULN|1ASPD	1aAART|2RPLT|37LWND|47DMG|5RCR|67VULN|7BPWR|8ASPD|9LHND
109	44111 62221	   	182.32	ACR|2AART|2DMG|2VULN|1ASPD	1aAART|2RPLT|37VULN|47DMG|5RCR|67LHND|7BPWR|8ASPD|9DUST
110	44311 22141	   	182.32	ACR|2AART|2DMG|2VULN|1DUR	1aAART|2RPLT|37LWND|47DMG|5RCR|67VULN|7BPWR|8DUR|9NUKE
111	44311 22221	   	182.32	ACR|2AART|2DMG|2VULN|1ASPD	1aAART|2RPLT|37LWND|47DMG|5RCR|67VULN|7BPWR|8ASPD|9DUST
112	42223 12345	   	182.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ZMB|3CDMG|4LWND|5ASPD|6RCR|79VULN|8DMG|aCGEN
113	42223 14343	   	182.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ZMB|3CDMG|4LWND|5ASPD|6RCR|7BEXP|8DMG|9aVULN
114	43432 12263	   	182.18	ACR|2VULN|2DMG|1AART|2ASPD	1AART|27ASPD|3RCR|49DMG|5BELT|6DMSP|8aVULN
115	45233 42122	 * 	182.17	DCR|3VULN|2AART|2CDMG|1DUR	19AART|248VULN|38DUST|58CDMG|6BELT|7RCR|8BPWR|aDUR
116	42213 12344	   	182.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ZMB|3CDMG|4DUST|5ASPD|6RCR|79VULN|8CGEN|aDMG
117	45323 12314	   	182.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|27VULN|3NUKE|4ZMB|5CDMG|6RCR|8DMG|9CGEN|aASPD
118	45323 12335	   	182.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|27VULN|3NUKE|4ZMB|5CDMG|6RCR|8DMG|9DUR|aCGEN
119	41533 12533	   	182.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2LHND|3CDMG|4DMG|5ASPD|6RCR|7aVULN|8ZMB|9DUST
120	42223 12333	   	182.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ZMB|3CDMG|4LWND|5ASPD|6RCR|7aVULN|8DMG|9DUST
121	42223 12341	   	182.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ZMB|3CDMG|4LWND|5ASPD|6RCR|79VULN|8DMG|aERES
122	42223 12342	   	182.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ZMB|3CDMG|4LWND|5ASPD|6RCR|79VULN|8DMG|aDUST
123	43432 62223	   	182.08	ACR|2VULN|2DMG|1AART|2ASPD	1AART|27ASPD|3RCR|46DMG|5BELT|8aVULN|9DLOT
124	45323 12331	   	182.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|27VULN|3NUKE|4ZMB|5CDMG|6RCR|8DMG|9DUR|aERES
125	45323 12332	   	182.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|27VULN|3NUKE|4ZMB|5CDMG|6RCR|8DMG|9DUR|aDUST
126	45333 12532	   	182.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|27VULN|3NUKE|4DMG|5CDMG|6RCR|8ERES|9DUR|aZMB
127	44124 12322	   	182.00	DCR|3VULN|3AART|1DMG	14aAART|2RPLT|357VULN|6RCR|8DMG|9BELT
128	44111 11162	   	181.97	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|2RPLT|3aVULN|4aDMG|5RCR|6RMIN|7ZMB|8DUR|9aMLV|aBPWR
129	44111 25311	 * 	181.86	ACR|3VULN|1AART|1DMG|2CDMG	1AART|29RPLT|36aVULN|4DMG|5RCR|7aBASICY|8aCDMG|aBPWR
130	41531 32533	   	181.83	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	15AART|2LHND|3CDMG|4DMG|6LSRREG|7aVULN|8RCR|9ZMB
131	42421 13121	   	181.81	ACR|1AART|3ZMB|1DMG|2CDMG|1VULN	1AART|245ZMB|3RCR|5BPWR|67CDMG|8DMG|9VULN|aLHND
132	42421 13123	   	181.81	ACR|1AART|3ZMB|1DMG|2CDMG|1VULN	1AART|245ZMB|3RCR|5BPWR|67CDMG|8DMG|9VULN|aCGEN
133	42421 13124	   	181.81	ACR|1AART|3ZMB|1DMG|2CDMG|1VULN	1AART|245ZMB|3RCR|5BPWR|67CDMG|8DMG|9VULN|aRMIN
134	42421 13126	   	181.81	ACR|1AART|3ZMB|1DMG|2CDMG|1VULN	1AART|245ZMB|3RCR|5BPWR|67CDMG|8DMG|9VULN|aLIT
135	42441 13121	   	181.81	ACR|1AART|3ZMB|1DMG|2CDMG|1VULN	1AART|245ZMB|3RCR|45BPWR|67CDMG|8DMG|9VULN|aLHND
136	42441 13123	   	181.81	ACR|1AART|3ZMB|1DMG|2CDMG|1VULN	1AART|245ZMB|3RCR|45BPWR|67CDMG|8DMG|9VULN|aCGEN
137	45333 11124	   	181.76	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2aVULN|3NUKE|4aDMG|5CDMG|6RCR|79LIT|8aBASICY|aBPWR
138	45333 11161	   	181.76	DCR|2VULN|2DMG|1AART|1CDMG	1AART|29VULN|3NUKE|49DMG|5CDMG|6RCR|7LIT|89BASICY|9BPWR|aCGEN
139	45333 11163	   	181.76	DCR|2VULN|2DMG|1AART|1CDMG	1AART|29VULN|3NUKE|49DMG|5CDMG|6RCR|7LIT|89BASICY|9BPWR|aMGNSTR
140	45333 12162	   	181.76	DCR|2VULN|2DMG|1AART|1CDMG	1AART|27VULN|3NUKE|4aDMG|5CDMG|6RCR|8CGEN|9LIT
141	45333 12353	   	181.76	DCR|2VULN|2DMG|1AART|1CDMG	1AART|27VULN|3NUKE|48DMG|5CDMG|6RCR|9LWND|aDMSP
142	45333 12362	   	181.76	DCR|2VULN|2DMG|1AART|1CDMG	1AART|27VULN|3NUKE|48DMG|5CDMG|6RCR|9CGEN|aFEWX
143	45233 42132	   	181.72	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	1AART|248VULN|38DUST|58CDMG|6BELT|7RCR|8BPWR|9DUR|aZMB
144	42421 13125	   	181.71	ACR|1AART|3ZMB|1DMG|2CDMG|1VULN	1AART|245ZMB|3RCR|5BPWR|67CDMG|8DMG|9VULN|aCANHEL
145	45333 12124	   	181.66	DCR|2VULN|2DMG|1AART|1CDMG	1AART|27VULN|3NUKE|4aDMG|5CDMG|6RCR|8CGEN|9LEGI
146	45333 12232	   	181.66	DCR|2VULN|2DMG|1AART|1CDMG	1AART|27VULN|3NUKE|4aDMG|5CDMG|6RCR|8LIT|9TLV
147	61323 36513	   	181.57	ACR|3VULN|3DMG|2DUR	17aLWND|2RPLT|37aVULN|4RCR|567DMG|7aBPWR|8BELT|9aDUR
148	21323 64232	 * 	181.40	ACR|2VULN|2DMG|1AART|2CDMG	17DUST|2RPLT|3aVULN|4RCR|57DMG|67CDMG|7BPWR|8BEXP|9AART
149	31323 25442	   	181.24	ACR|4VULN|2DMG|1CDMG	168LHND|2RPLT|378aVULN|4RCR|58DMG|8BPWR|9CDMG
150	31323 26642	   	181.24	ACR|4VULN|2DMG|1CDMG	167LHND|2RPLT|378aVULN|4RCR|57DMG|7BPWR|9CDMG
151	31323 35642	   	181.04	ACR|4VULN|2DMG|1CDMG	1LHND|2RPLT|378aVULN|4RCR|56DMG|9CDMG
152	42412 22343	   	180.96	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR|1ASPD	1aAART|2ZMB|3RCR|4DUR|5CDMG|6ASPD|79VULN|8CGEN
153	21323 35642	   	180.94	ACR|4VULN|2DMG|1CDMG	1DUST|2RPLT|378aVULN|4RCR|56DMG|9CDMG
154	43432 63133	   	180.77	ACR|3DMG|1AART|2ASPD|1CDMG|1DUR	1AART|29ASPD|3RCR|46aDMG|5BELT|7DUR|8CDMG
155	42412 34182	   	180.25	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1aAART|27ZMB|3RCR|4DUR|5CDMG|6MBVNT|8DMG|9VULN
156	42423 32333	   	180.25	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1aAART|24ZMB|3RCR|5TLV|6VULN|7CDMG|8DMG|9DUR
157	42443 32333	   	180.25	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1aAART|24ZMB|3RCR|4BPWR|5TLV|6VULN|7CDMG|8DMG|9DUR
158	43432 12253	   	180.25	ACR|3VULN|1AART|1DMG|2ASPD	1AART|27ASPD|3RCR|4DMG|5BELT|6DMSP|89aVULN
159	43431 24131	   	180.15	ACR|3DMG|1AART|1VULN|2ASPD	1AART|28ASPD|3RCR|479DMG|5LWND|6ERES|aVULN
160	43431 51131	   	180.15	ACR|3DMG|1AART|1VULN|2ASPD	1AART|28ASPD|3RCR|469DMG|5LWND|7ERES|aVULN
161	42421 13222	   	180.13	ACR|2AART|3ZMB|2CDMG|1VULN|1ASPD	1aAART|245ZMB|3RCR|5BPWR|67CDMG|8ASPD|9VULN
162	42441 13222	   	180.13	ACR|2AART|3ZMB|2CDMG|1VULN|1ASPD	1aAART|245ZMB|3RCR|45BPWR|67CDMG|8ASPD|9VULN
163	25242 14223	   	179.79	ACR|3DMG|2VULN|1AART	1DUST|256DMG|3RCVC|4RCR|78VULN|9CGEN|aAART
164	45333 11532	   	179.73	DCR|3DMG|1AART|1VULN|1CDMG	1AART|2VULN|3NUKE|48aDMG|5CDMG|6RCR|7LIT|9TLV
165	42262 11532	   	179.72	DCR|3VULN|1AART|1CDMG|1FLTHEA|1ZMB	1AART|2ZMB|3CDMG|4FLTHEA|5FEWX|6LHND|79aVULN|8RCR
166	42263 11532	   	179.72	DCR|3VULN|1AART|1CDMG|1FLTHEA|1ZMB	1AART|2ZMB|3CDMG|4FLTHEA|5BEXP|6LHND|79aVULN|8RCR
167	44111 23612	   	179.69	ACR|3VULN|2DMG|1AART	1AART|2RPLT|36aVULN|4aDMG|5RCR|7CGEN|8FEWX|9aBEXP|aBPWR
