0	Index      	 *	Score 	Summary	Detail	
1	13158 37312	 * 	189.81	DCR|2VULN|2DMG|2AART|1FLTHEA	19FEWX|2BEXP|39DMG|4MBVNT|59VULN|6RCR|78AART|9BPWR|aFLTHEA
27	16116 42123	 * 	175.82	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|2ASPD|3DUR|4ZMB|56AART|7VULN|8RCR|9CDMG|aDMG
28	36231 36342	   	175.41	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1CGEN|2RCVC|39VULN|4RCR|5aCDMG|6DMG|7ZMB|8AART
29	32131 45312	   	175.15	DCR|2VULN|2DMG|1AART|2DUR	1aCGEN|2LHND|3aDUR|4ERES|58VULN|6AART|7RCR|9aDMG|aBPWR
30	33131 45312	   	175.15	DCR|2VULN|2DMG|1AART|2DUR	1aCGEN|2BEXP|3aDUR|4ERES|58VULN|6AART|7RCR|9aDMG|aBPWR
31	21233 11541	 * 	175.01	ACR|2AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1LIT|2ZMB|34CDMG|5RCR|68AART|7DMG|9VULN|aDUR
32	16116 52133	 * 	174.92	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	1FEWX|26ASPD|3DUR|4ZMB|5AART|79VULN|8RCR|aDMG
33	31111 42116	   	174.62	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	1CGEN|27AART|3VULN|4ZMB|5LWND|6DUR|8RCR|9aDMG
34	13158 34248	   	174.52	DCR|2VULN|2DMG|1AART|1ZMB	17FEWX|2BEXP|37DMG|4MBVNT|57VULN|6RCR|7BPWR|8LWND|9AART|aZMB
35	21233 11434	 * 	174.11	ACR|2AART|3CDMG|1VULN|1DMG|1ZMB	1LIT|2ZMB|349CDMG|5RCR|6aAART|7DMG|8VULN
36	22256 16123	 * 	173.90	DCR|4VULN|1AART|2ASPD|2DUR	134LIT|2348VULN|348BPWR|58DUR|6AART|78ASPD|9CGEN|aRCR
37	31115 53115	   	173.82	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|2AART|3aVULN|4ZMB|5RMIN|69DMG|7LWND|8RCR
38	31315 52115	   	173.82	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|2AART|3LHND|4ZMB|5RMIN|69DMG|7aVULN|8RCR
39	33311 45316	   	173.82	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|2BEXP|3LWND|4ZMB|58VULN|6AART|7RCR|9aDMG
40	31112 14115	   	173.72	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|2AART|3aVULN|4ZMB|59DMG|6LHND|7ERES|8RCR
41	31112 53215	   	173.72	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|2AART|3aVULN|4ZMB|59DMG|6NUKE|7LWND|8RCR
42	31112 54215	   	173.72	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|2AART|3aVULN|4ZMB|59DMG|6NUKE|7LHND|8RCR
43	31112 55215	   	173.72	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|2AART|3aVULN|4ZMB|59DMG|6NUKE|7FEWX|8RCR
44	31312 52215	   	173.72	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|2AART|3LHND|4ZMB|59DMG|6NUKE|7aVULN|8RCR
45	31112 24115	   	173.62	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|2AART|3aVULN|4ZMB|59DMG|6DUST|7ERES|8RCR
46	12415 22321	 * 	173.23	DCR|3VULN|1AART|1DMG|1FLTHEA	1FEWX|2LHND|3FLTHEA|4AART|5MBVNT|69aVULN|7DMG|8RCR
47	62415 22321	   	173.23	DCR|3VULN|1AART|1DMG|1FLTHEA	1BEXP|2LHND|3FLTHEA|4AART|5MBVNT|69aVULN|7DMG|8RCR
48	13116 42111	   	172.82	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	1FEWX|2BEXP|39DMG|4ZMB|56AART|7VULN|8RCR|aDUR
49	52116 42133	   	172.72	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	1NUKE|2FEWX|3DUR|4ZMB|56AART|79VULN|8RCR|aDMG
50	31111 15323	   	172.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2AART|38VULN|4ZMB|5LWND|6BEXP|7RCR|9CDMG|aDMG
51	31153 35323	   	172.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2AART|38VULN|4BEXP|5ZMB|6LWND|7RCR|9CDMG|aDMG
52	13116 12115	   	172.22	DCR|2VULN|2DMG|1AART|1ZMB	1aFEWX|26aBEXP|39DMG|4ZMB|5AART|7aVULN|8RCR|aBPWR
53	13116 21115	   	172.22	DCR|2VULN|2DMG|1AART|1ZMB	1aFEWX|27aBEXP|39DMG|4ZMB|5AART|6aVULN|8RCR|aBPWR
54	13116 26115	   	172.22	DCR|2VULN|2DMG|1AART|1ZMB	17aFEWX|2aBEXP|39DMG|4ZMB|5AART|6aVULN|8RCR|aBPWR
55	13116 32115	   	172.22	DCR|2VULN|2DMG|1AART|1ZMB	16aFEWX|2aBEXP|39DMG|4ZMB|5AART|7aVULN|8RCR|aBPWR
56	12114 42111	   	172.22	DCR|2DMG|2AART|1VULN|1ZMB|1DUR	1FEWX|2LHND|39DMG|4ZMB|5VULN|67AART|8RCR|aDUR
57	62114 43111	   	172.22	DCR|2DMG|2AART|1VULN|1ZMB|1DUR	1BEXP|2LHND|39DMG|4ZMB|5VULN|67AART|8RCR|aDUR
58	31111 65323	   	172.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2AART|38VULN|4ZMB|5LWND|6LEGI|7RCR|9CDMG|aDMG
59	36231 32332	 * 	171.35	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1CGEN|2RCVC|3VULN|4RCR|5aCDMG|69DMG|7ASPD|8AART
60	36231 32342	   	171.35	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1CGEN|2RCVC|39VULN|4RCR|5aCDMG|6DMG|7ASPD|8AART
61	16116 52112	 * 	170.98	DCR|1AART|1VULN|1DMG|1FLTHEA|2ASPD|1ZMB|1DUR	1FEWX|26ASPD|3DUR|4ZMB|5AART|7VULN|8RCR|9DMG|aFLTHEA
62	16116 52123	 * 	170.98	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1FEWX|26ASPD|3DUR|4ZMB|5AART|7VULN|8RCR|9CDMG|aDMG
63	12111 24131	   	170.92	DCR|2VULN|2DMG|1AART|1ZMB	19FEWX|2LHND|39DMG|4ZMB|5ERES|69VULN|7AART|8RCR|9BPWR|aRPLT
64	12111 24132	   	170.92	DCR|2VULN|2DMG|1AART|1ZMB	19FEWX|2LHND|39DMG|4ZMB|5ERES|69VULN|7AART|8RCR|9BPWR|aLSRICY
65	12111 24133	   	170.92	DCR|2VULN|2DMG|1AART|1ZMB	19aFEWX|2LHND|39DMG|4ZMB|5ERES|69VULN|7AART|8RCR|9BPWR
66	12111 24134	   	170.92	DCR|2VULN|2DMG|1AART|1ZMB	19FEWX|2LHND|39DMG|4ZMB|5ERES|69VULN|7AART|8RCR|9BPWR|aLWND
67	12111 24135	   	170.92	DCR|2VULN|2DMG|1AART|1ZMB	19FEWX|2LHND|39DMG|4ZMB|5ERES|69VULN|7AART|8RCR|9BPWR|aCGEN
68	62111 24131	   	170.92	DCR|2VULN|2DMG|1AART|1ZMB	19BEXP|2LHND|39DMG|4ZMB|5ERES|69VULN|7AART|8RCR|9BPWR|aRPLT
69	62111 24132	   	170.92	DCR|2VULN|2DMG|1AART|1ZMB	19BEXP|2LHND|39DMG|4ZMB|5ERES|69VULN|7AART|8RCR|9BPWR|aLSRICY
70	62111 24133	   	170.92	DCR|2VULN|2DMG|1AART|1ZMB	19BEXP|2LHND|39DMG|4ZMB|5ERES|69VULN|7AART|8RCR|9BPWR|aFEWX
71	62111 24134	   	170.92	DCR|2VULN|2DMG|1AART|1ZMB	19BEXP|2LHND|39DMG|4ZMB|5ERES|69VULN|7AART|8RCR|9BPWR|aLWND
72	62111 24135	   	170.92	DCR|2VULN|2DMG|1AART|1ZMB	19BEXP|2LHND|39DMG|4ZMB|5ERES|69VULN|7AART|8RCR|9BPWR|aCGEN
73	13231 46311	 * 	170.83	DCR|2VULN|1AART|1DMG|2ASPD|1FLTHEA	18FEWX|2BEXP|38VULN|4MLV|5FLTHEA|68ASPD|7RCR|8BPWR|9AART|aDMG
74	12111 24136	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	19FEWX|2LHND|39DMG|4ZMB|5ERES|69VULN|7AART|8RCR|9BPWR|aDUST
75	62111 24136	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	19BEXP|2LHND|39DMG|4ZMB|5ERES|69VULN|7AART|8RCR|9BPWR|aDUST
76	31111 42123	   	170.68	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1CGEN|27AART|3VULN|4ZMB|5LWND|6DUR|8RCR|9CDMG|aDMG
77	31143 42123	   	170.68	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|27AART|3VULN|4FEWX|5ZMB|6DUR|8RCR|9CDMG|aDMG
78	31153 42123	   	170.68	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|27AART|3VULN|4BEXP|5ZMB|6DUR|8RCR|9CDMG|aDMG
79	31163 42123	   	170.58	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|27AART|3VULN|4DUST|5ZMB|6DUR|8RCR|9CDMG|aDMG
80	13158 34243	   	170.45	DCR|2VULN|2DMG|1AART|1DUR	17FEWX|2BEXP|37DMG|4MBVNT|57VULN|6RCR|7BPWR|8LWND|9AART|aDUR
81	12253 45212	   	170.32	DCR|2VULN|2AART|1DMG|1FLTHEA	1FEWX|2LHND|35VULN|4LWND|68AART|7RCR|9DMG|aFLTHEA
82	13223 45212	   	170.32	DCR|2VULN|2AART|1DMG|1FLTHEA	1FEWX|2BEXP|35VULN|4LHND|68AART|7RCR|9DMG|aFLTHEA
83	13253 45212	   	170.32	DCR|2VULN|2AART|1DMG|1FLTHEA	1FEWX|2BEXP|35VULN|4LWND|68AART|7RCR|9DMG|aFLTHEA
84	13253 45223	 * 	170.32	DCR|2VULN|2AART|1DMG|1CDMG	1FEWX|2BEXP|35VULN|4LWND|68AART|7RCR|9CDMG|aDMG
85	31112 13123	   	170.11	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1CGEN|2AART|3VULN|4ZMB|5aDMG|6LHND|7DUR|8RCR|9ASPD
86	31112 63223	   	170.11	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1CGEN|2AART|3VULN|4ZMB|5aDMG|6ASPD|7LWND|8RCR|9DUR
87	31112 64223	   	170.11	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1CGEN|2AART|3VULN|4ZMB|5aDMG|6ASPD|7LHND|8RCR|9DUR
88	31112 65223	   	170.11	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1CGEN|2AART|3VULN|4ZMB|5aDMG|6ASPD|7FEWX|8RCR|9DUR
89	32111 45316	   	170.11	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1CGEN|2LHND|3DUR|4ZMB|58VULN|6AART|7RCR|9DMG|aASPD
90	31312 62223	   	170.11	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1CGEN|2AART|3LHND|4ZMB|5aDMG|6ASPD|7VULN|8RCR|9DUR
91	31111 25216	   	170.08	DCR|2AART|2DMG|1VULN|1ZMB	1CGEN|28AART|3VULN|4ZMB|5LWND|6FEWX|7RCR|9aDMG
92	31112 23223	   	170.01	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1CGEN|2AART|3VULN|4ZMB|5aDMG|6DUST|7ASPD|8RCR|9DUR
93	31112 63252	   	169.98	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1CGEN|2AART|3aVULN|4ZMB|5DMG|6aASPD|7LWND|8RCR|9aMLV|aBPWR
94	21246 21513	   	169.97	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1SELL	1LIT|2ZMB|3CDMG|46VULN|5AART|7DMG|8DUR|9SELL|aRCR
95	36233 24432	 * 	169.90	ACR|3VULN|1AART|1DMG|1ZMB	1CGEN|25RCVC|389VULN|4RCR|6DMG|7ZMB|aAART
96	31112 14152	   	169.88	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1CGEN|2AART|3aVULN|4ZMB|5DMG|6aLHND|7ERES|8RCR|9aASPD|aBPWR
97	31115 53163	   	169.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CGEN|2AART|3VULN|4ZMB|5RMIN|6aDMG|7LWND|8RCR|9CDMG
98	33311 45323	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2BEXP|3LWND|4ZMB|58VULN|6AART|7RCR|9CDMG|aDMG
99	12153 37217	   	169.85	DCR|2VULN|2DMG|1AART|1DUR	19FEWX|2LHND|39DMG|4MBVNT|5DUR|6RCR|7LIT|89VULN|9BPWR|aAART
100	31112 53263	   	169.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CGEN|2AART|3VULN|4ZMB|5aDMG|6NUKE|7LWND|8RCR|9CDMG
101	31112 64262	   	169.78	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1CGEN|2AART|3aVULN|4ZMB|5DMG|6aASPD|7LHND|8RCR|9aERES|aBPWR
102	31112 65262	   	169.78	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1CGEN|2AART|3aVULN|4ZMB|5DMG|6aASPD|7FEWX|8RCR|9aERES|aBPWR
103	31312 62255	   	169.78	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1CGEN|2AART|3LHND|4ZMB|5DMG|69ASPD|7aVULN|8RCR
104	31112 23255	   	169.68	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1CGEN|2AART|3aVULN|4ZMB|5DMG|6DUST|79ASPD|8RCR
105	31112 24152	   	169.68	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1CGEN|2AART|3aVULN|4ZMB|5DMG|6aDUST|7ERES|8RCR|9aASPD|aBPWR
106	21233 11432	   	169.60	ACR|3CDMG|1AART|1VULN|1DMG|1ZMB|1ASPD	1LIT|2ZMB|349CDMG|5RCR|6AART|7DMG|8VULN|aASPD
107	24222 23615	 * 	169.43	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1LIT|2MBVNT|3MGNLIT|46VULN|5CDMG|7AART|8RCR|9FLTHEA|aDMG
108	13158 34328	 * 	169.21	DCR|3DMG|2VULN|1CDMG	17aFEWX|2BEXP|37aDMG|4MBVNT|57VULN|6RCR|7aBPWR|8CDMG|9aLWND
109	24123 51253	   	169.15	DCR|4VULN|1AART|2DUR|1ZMB	1LIT|2MBVNT|35DUR|4568VULN|5BPWR|7ZMB|9AART|aRCR
110	24123 53153	   	169.15	DCR|4VULN|1AART|2DUR|1ZMB	1LIT|2MBVNT|35DUR|4567VULN|5BPWR|8ZMB|9AART|aRCR
111	36231 36315	   	169.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2RCVC|3aVULN|4RCR|5CDMG|6DMG|7ZMB|8AART|9RPLT
112	36231 36341	   	169.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2RCVC|39VULN|4RCR|5CDMG|6DMG|7ZMB|8AART|aLIT
113	36231 36343	   	169.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2RCVC|39VULN|4RCR|5CDMG|6DMG|7ZMB|8AART|aFEWX
114	13158 34314	   	169.01	DCR|3DMG|2VULN|1CDMG	17FEWX|2BEXP|37aDMG|4MBVNT|57VULN|6RCR|7BPWR|8CDMG|9LIT
115	13158 34325	   	169.01	DCR|3VULN|2DMG|1CDMG	17FEWX|2BEXP|37DMG|4MBVNT|57aVULN|6RCR|7BPWR|8CDMG|9LWND
116	15131 45212	   	169.01	DCR|2DMG|2AART|1VULN|2DUR	1aFEWX|2ERES|3aDUR|4CGEN|5VULN|68AART|7RCR|9aDMG|aBPWR
117	13158 34332	   	168.91	DCR|3DMG|2VULN|1CDMG	17FEWX|2BEXP|37aDMG|4MBVNT|57VULN|6RCR|7BPWR|8CDMG|9ERES
118	13116 42152	   	168.88	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1FEWX|2BEXP|3DMG|4ZMB|56AART|7VULN|8RCR|9ASPD|aFLTHEA
119	52116 42112	   	168.78	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1NUKE|2FEWX|3DUR|4ZMB|56AART|7VULN|8RCR|9DMG|aFLTHEA
120	52116 42123	   	168.78	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1NUKE|2FEWX|3DUR|4ZMB|56AART|7VULN|8RCR|9CDMG|aDMG
121	65423 31231	   	168.66	DCR|2VULN|2DMG|1AART|1CDMG	13BEXP|23VULN|3BPWR|4BASICY|5RPLT|68DMG|7AART|9CDMG|aRCR
122	12415 22327	   	168.58	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1FEWX|2LHND|3FLTHEA|4AART|5MBVNT|69VULN|7DMG|8RCR|aZMB
123	65223 31231	   	168.56	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|23VULN|4BASICY|5RPLT|68DMG|7AART|9CDMG|aRCR
124	24224 32318	   	168.46	DCR|3VULN|3DMG|1DUR	167LIT|2MBVNT|3MGNLIT|479VULN|567DMG|67BPWR|8DUR|aRCR
125	13116 43113	 * 	168.41	DCR|3DMG|2AART|1ZMB|1DUR	1FEWX|2BEXP|39aDMG|4ZMB|56AART|7DUR|8RCR
126	21243 41232	 * 	168.38	DCR|2VULN|2DMG|2CDMG|1ZMB	1aLIT|2ZMB|3aCDMG|46VULN|5CGEN|7RCR|8aDMG|9RMIN|aBPWR
127	13116 25112	   	168.28	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	19FEWX|29BEXP|3DMG|4ZMB|5AART|69VULN|7RMIN|8RCR|9BPWR|aFLTHEA
128	12114 42152	   	168.28	DCR|2AART|1DMG|1VULN|1FLTHEA|1ZMB|1ASPD	1FEWX|2LHND|3DMG|4ZMB|5VULN|67AART|8RCR|9ASPD|aFLTHEA
129	16314 42112	   	168.28	DCR|2AART|1DMG|1VULN|1FLTHEA|1ZMB|1ASPD	1FEWX|2ASPD|3LWND|4ZMB|5VULN|67AART|8RCR|9DMG|aFLTHEA
130	16314 42123	   	168.28	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2ASPD|3LWND|4ZMB|5VULN|67AART|8RCR|9CDMG|aDMG
131	31152 25323	   	168.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2AART|38VULN|4BEXP|5DUR|6RMIN|7RCR|9CDMG|aDMG
132	21233 11523	   	168.07	ACR|2AART|1VULN|1DMG|2CDMG|1ZMB	1LIT|2ZMB|34CDMG|5RCR|68AART|7DMG|9FEWX|aVULN
133	21233 11542	   	168.07	ACR|2AART|1VULN|1DMG|2CDMG|1ZMB	1LIT|2ZMB|34CDMG|5RCR|68AART|7DMG|9VULN|aMGNSTR
134	21233 11543	   	168.07	ACR|2AART|1VULN|2CDMG|1DMG|1ZMB	1LIT|2ZMB|34CDMG|5RCR|68AART|7DMG|9VULN|aLWND
135	21233 11544	   	168.07	ACR|2AART|1VULN|1DMG|2CDMG|1ZMB	1LIT|2ZMB|34CDMG|5RCR|68AART|7DMG|9VULN|aBELT
136	21233 11545	   	168.07	ACR|2AART|1VULN|1DMG|2CDMG|1ZMB	1LIT|2ZMB|34CDMG|5RCR|68AART|7DMG|9VULN|aFEWX
137	31134 61316	   	167.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|2AART|38VULN|4LHND|5ZMB|6RCR|7BEXP|9DMG|aASPD
138	31353 62353	   	167.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3LHND|4BEXP|5ZMB|6RCR|7DUR|8VULN|9aDMG
139	31621 12165	   	167.72	DCR|3VULN|1AART|1DMG|1ASPD	1CGEN|2AART|3ERES|4ASPD|5DMG|6LHND|79aVULN|8RCR
140	22262 41532	 * 	167.71	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	13LIT|239VULN|3BPWR|4CDMG|5RCVC|6DUR|7ZMB|8RCR|aAART
141	12114 45112	   	167.68	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	19FEWX|29LHND|3DMG|4ZMB|59VULN|6AART|7RMIN|8RCR|9BPWR|aFLTHEA
142	31111 12116	   	167.68	DCR|2AART|2DMG|1VULN|1ZMB	1CGEN|27AART|3VULN|4ZMB|5LWND|6BEXP|8RCR|9aDMG
143	31111 22116	   	167.68	DCR|2AART|2DMG|1VULN|1ZMB	1CGEN|27AART|3VULN|4ZMB|5LWND|6FEWX|8RCR|9aDMG
144	31143 62116	   	167.68	DCR|2AART|2DMG|1VULN|1ZMB	1CGEN|27AART|3VULN|4FEWX|5ZMB|6LWND|8RCR|9aDMG
145	31153 32116	   	167.68	DCR|2AART|2DMG|1VULN|1ZMB	1CGEN|27AART|3VULN|4BEXP|5ZMB|6LWND|8RCR|9aDMG
146	31163 62116	   	167.58	DCR|2AART|2DMG|1VULN|1ZMB	1CGEN|27AART|3VULN|4DUST|5ZMB|6LWND|8RCR|9aDMG
147	21233 11453	 * 	167.41	ACR|1AART|1VULN|1DMG|2CDMG|2ZMB|1DUR	1LIT|2aZMB|34CDMG|5RCR|6AART|7DMG|8VULN|9DUR
148	22256 11163	   	167.19	DCR|4VULN|1AART|2DUR|1ASPD	134LIT|2348VULN|348BPWR|58DUR|6AART|7RMIN|9ASPD|aRCR
149	21233 11132	 * 	167.13	ACR|2DMG|3CDMG|1AART|1ZMB|1ASPD	1LIT|2ZMB|348CDMG|5RCR|6AART|7aDMG|9ASPD
150	31115 64112	 * 	167.12	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	1aCGEN|2AART|3VULN|4aZMB|5RMIN|6DUR|7ERES|8RCR|9aDMG|aBPWR
151	32111 64123	   	167.11	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1CGEN|2LHND|3DUR|4ZMB|5VULN|6ASPD|7AART|8RCR|9aDMG
152	24123 67443	   	166.89	DCR|4VULN|1AART|2DUR|1ASPD	1LIT|2MBVNT|35DUR|4578VULN|5BPWR|6AART|9ASPD|aRCR
153	24224 12348	   	166.72	DCR|2VULN|2DMG|1AART|1ZMB	167LIT|2MBVNT|3MGNLIT|47VULN|57DMG|7BPWR|8ZMB|9RCR|aAART
154	13223 45235	 * 	166.57	DCR|4VULN|2AART	1aFEWX|2BEXP|359aVULN|4aLHND|68AART|7RCR|aBPWR
