0	Index      	 *	Score 	Summary	Detail	
1	21542 31335	 * 	207.80	ACR|3VULN|1AART|2CDMG|1DMG|2ZMB|1ASPD|1DUR	169VULN|2DMG|39CDMG|4RCR|5ASPD|7DUR|89ZMB|9BPWR|aAART
79	21543 13632	   	183.02	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR|1ASPD	19VULN|29DMG|3CDMG|4RCR|5RCVC|6DUR|79ZMB|8RMIN|9BPWR|aASPD
80	21513 23245	   	182.99	DCR|3VULN|2DMG|1CDMG|1DUR|1ASPD	17aVULN|27DMG|3CDMG|4MLV|57LHND|6RCR|7BPWR|8ASPD|9DUR
81	23466 13111	   	182.79	ACR|3VULN|2AART|1DMG|1DUR	126VULN|3RCR|46MLV|59AART|6BPWR|7DMG|8LHND|aDUR
82	22243 15611	 * 	182.73	ACR|4VULN|3ZMB|1AART	179aVULN|259LIT|369ZMB|4RCR|8AART|9aBPWR
83	22243 15613	   	182.73	ACR|4VULN|3ZMB|1AART	179aVULN|259LIT|369ZMB|4RCR|8AART|9BPWR
84	23416 11141	   	182.69	ACR|3VULN|2AART|1DMG|1DUR	126VULN|3RCR|46CGEN|59AART|6BPWR|7MBVNT|8DUR|aDMG
85	23416 11431	   	182.69	ACR|3VULN|2AART|1DMG|1DUR	126VULN|3RCR|46CGEN|58AART|6BPWR|7MBVNT|9DUR|aDMG
86	23436 53111	   	182.69	ACR|3VULN|2AART|1DMG|1DUR	126VULN|3RCR|4RMIN|59AART|7DMG|8LHND|aDUR
87	23466 11141	   	182.69	ACR|3VULN|2AART|1DMG|1DUR	126VULN|3RCR|46MLV|59AART|6BPWR|7MBVNT|8DUR|aDMG
88	23466 11431	   	182.69	ACR|3VULN|2AART|1DMG|1DUR	126VULN|3RCR|46MLV|58AART|6BPWR|7MBVNT|9DUR|aDMG
89	23413 26433	   	182.59	ACR|3VULN|2DMG|1AART	127VULN|3RCR|49CGEN|58DMG|6AART|aRCVC
90	23433 23423	   	182.59	ACR|3VULN|2DMG|1AART	129VULN|3RCR|47RMIN|58DMG|6AART|aRCVC
91	23416 51141	   	182.59	ACR|3VULN|2AART|1DMG|1DUR	126VULN|3RCR|4CGEN|59AART|7MBVNT|8DUR|aDMG
92	23416 51431	   	182.59	ACR|3VULN|2AART|1DMG|1DUR	126VULN|3RCR|4CGEN|58AART|7MBVNT|9DUR|aDMG
93	23436 51141	   	182.59	ACR|3VULN|2AART|1DMG|1DUR	126VULN|3RCR|4RMIN|59AART|7MBVNT|8DUR|aDMG
94	23426 11141	   	182.49	ACR|3VULN|2AART|1DMG|1DUR	126VULN|3RCR|46ERES|59AART|6BPWR|7MBVNT|8DUR|aDMG
95	23426 11431	   	182.49	ACR|3VULN|2AART|1DMG|1DUR	126VULN|3RCR|46ERES|58AART|6BPWR|7MBVNT|9DUR|aDMG
96	23426 51141	   	182.49	ACR|3VULN|2AART|1DMG|1DUR	126VULN|3RCR|4ERES|59AART|7MBVNT|8DUR|aDMG
97	23426 51431	   	182.49	ACR|3VULN|2AART|1DMG|1DUR	126VULN|3RCR|4ERES|58AART|7MBVNT|9DUR|aDMG
98	21513 23523	   	182.37	DCR|3DMG|2VULN|2CDMG|1DUR	17VULN|278DMG|39CDMG|4MLV|57LHND|6RCR|7BPWR|aDUR
99	21513 23524	   	182.37	DCR|3DMG|2VULN|2CDMG|1ASPD	17VULN|278DMG|39CDMG|4MLV|57LHND|6RCR|7BPWR|aASPD
100	22245 41321	   	182.35	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB|1ASPD	1aVULN|2LIT|3ZMB|4RCR|5DMG|67CDMG|8AART|9ASPD
101	23416 31126	   	182.24	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	129VULN|3RCR|48CGEN|5AART|6DUR|7ZMB|aDMG
102	23433 12415	   	182.22	ACR|4VULN|2DMG|2DUR	129aVULN|3RCR|4RMIN|59DMG|6BEXP|7LHND|89DUR|9BPWR
103	23466 12322	   	182.17	ACR|5VULN|1AART|1ZMB	12679VULN|3RCR|46MLV|5AART|6BPWR|8TLV|aZMB
104	26113 35621	   	182.10	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	19VULN|2LHND|36ASPD|4AART|5DUR|7aDMG|8RCR
105	63113 35621	   	182.10	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	1LHND|29VULN|36ASPD|4AART|5DUR|7aDMG|8RCR
106	23413 22613	   	182.09	ACR|3VULN|2AART|1DMG|1DUR	12aVULN|3RCR|4CGEN|5DMG|68AART|7RPLT|9DUR
107	23463 22613	   	182.09	ACR|3VULN|2AART|1DMG|1DUR	12aVULN|3RCR|4MLV|5DMG|68AART|7RPLT|9DUR
108	23413 26111	   	182.09	ACR|3VULN|2AART|1DMG|1DUR	127VULN|3RCR|4CGEN|5DMG|69AART|8LHND|aDUR
109	23436 52322	   	182.07	ACR|5VULN|1AART|1ZMB	12679VULN|3RCR|4RMIN|5AART|8TLV|aZMB
110	43113 35621	   	182.00	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	1DUST|29VULN|36ASPD|4AART|5DUR|7aDMG|8RCR
111	23466 13331	   	181.99	ACR|3VULN|2DMG|1AART	126VULN|3RCR|46MLV|5AART|6BPWR|7aDMG|8BEXP|9RMIN
112	21542 22513	   	181.92	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1aVULN|28DMG|3CDMG|4RCR|5ASPD|6DUST|7LHND|9AART
113	23416 12421	   	181.89	ACR|3VULN|2DMG|1AART	126VULN|3RCR|46CGEN|5AART|6BPWR|7TLV|8aDMG|9LWND
114	23416 12431	   	181.89	ACR|3VULN|2DMG|1AART	126VULN|3RCR|46CGEN|5AART|6BPWR|7TLV|8aDMG|9LHND
115	26336 21523	   	181.77	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	19VULN|2LHND|3LWND|4RCR|5AART|6aDMG|7ASPD|8ZMB
116	63336 21523	   	181.77	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1LHND|29VULN|3LWND|4RCR|5AART|6aDMG|7ASPD|8ZMB
117	23413 25413	   	181.71	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	12VULN|3RCR|4CGEN|58DMG|6AART|7RCVC|9DUR|aASPD
118	23433 25413	   	181.71	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	12VULN|3RCR|4RMIN|58DMG|6AART|7RCVC|9DUR|aASPD
119	23426 12421	   	181.69	ACR|3VULN|2DMG|1AART	126VULN|3RCR|46ERES|5AART|6BPWR|7TLV|8aDMG|9LWND
120	23426 12431	   	181.69	ACR|3VULN|2DMG|1AART	126VULN|3RCR|46ERES|5AART|6BPWR|7TLV|8aDMG|9LHND
121	23433 21621	   	181.54	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	129VULN|3RCR|4RMIN|5DMG|6AART|7TLV|8ZMB|aDUR
122	23416 31321	   	181.32	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	12aVULN|3RCR|4CGEN|5AART|6aDUR|7ZMB|8CDMG|9aLIT|aBPWR
123	23466 31321	   	181.32	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	12aVULN|3RCR|4MLV|5AART|6aDUR|7ZMB|8CDMG|9aLIT|aBPWR
124	23413 22131	   	181.29	ACR|3VULN|2DMG|1AART	129VULN|3RCR|4aCGEN|59DMG|6AART|7RPLT|89ERES|9BPWR
125	23413 22136	   	181.29	ACR|3VULN|2DMG|1AART	129VULN|3RCR|4CGEN|59DMG|6AART|7RPLT|89ERES|9BPWR|aLIT
126	23413 26141	   	181.29	ACR|3VULN|2DMG|1AART	127VULN|3RCR|4CGEN|5aDMG|6AART|8LHND|9RMIN
127	23413 26316	   	181.29	ACR|3VULN|2DMG|1AART	127VULN|3RCR|4CGEN|5aDMG|6AART|8BEXP|9DMSP
128	23413 26331	   	181.29	ACR|3VULN|2DMG|1AART	127VULN|3RCR|4CGEN|5aDMG|6AART|8BEXP|9RMIN
129	23413 26431	   	181.29	ACR|3VULN|2DMG|1AART	127VULN|3RCR|49CGEN|58DMG|6AART|aMLV
130	23413 26432	   	181.29	ACR|3VULN|2DMG|1AART	127VULN|3RCR|49CGEN|58DMG|6AART|aLIT
131	23433 23421	   	181.29	ACR|3VULN|2DMG|1AART	129VULN|3RCR|47RMIN|58DMG|6AART|aMLV
132	23433 23422	   	181.29	ACR|3VULN|2DMG|1AART	129VULN|3RCR|47RMIN|58DMG|6AART|aLIT
133	23433 23426	   	181.29	ACR|3VULN|2DMG|1AART	129VULN|3RCR|47RMIN|58DMG|6AART|aBEXP
134	23463 22131	   	181.29	ACR|3VULN|2DMG|1AART	129VULN|3RCR|4MLV|59DMG|6AART|7RPLT|89ERES|9BPWR|aCGEN
135	23463 22132	   	181.29	ACR|3VULN|2DMG|1AART	129VULN|3RCR|4MLV|59DMG|6AART|7RPLT|89ERES|9BPWR|aLIT
136	23426 31321	   	181.22	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	12aVULN|3RCR|4ERES|5AART|6aDUR|7ZMB|8CDMG|9aLIT|aBPWR
137	23413 21542	   	181.19	ACR|3VULN|2DMG|1AART	12aVULN|3RCR|4aCGEN|5aDMG|6AART|789TLV|aBPWR
138	23413 22132	   	181.19	ACR|3VULN|2DMG|1AART	129VULN|3RCR|4CGEN|59DMG|6AART|7RPLT|89ERES|9BPWR|aDLOT
139	23413 24126	   	181.19	ACR|3VULN|2DMG|1AART	129VULN|3RCR|48CGEN|5aDMG|6AART|7DUST
140	23413 26161	   	181.19	ACR|3VULN|2DMG|1AART	127VULN|3RCR|4CGEN|5aDMG|6AART|8LHND|9ERES
141	23413 26361	   	181.19	ACR|3VULN|2DMG|1AART	127VULN|3RCR|4CGEN|5aDMG|6AART|8BEXP|9ERES
142	23413 26422	   	181.19	ACR|3VULN|2DMG|1AART	127VULN|3RCR|4CGEN|58DMG|6AART|9TLV|aLHND
143	23413 26423	   	181.19	ACR|3VULN|2DMG|1AART	127VULN|3RCR|4CGEN|58DMG|6AART|9TLV|aLWND
144	23432 23426	   	181.19	ACR|3VULN|2DMG|1AART	129VULN|3RCR|47RMIN|5ERES|6AART|8aDMG
145	23463 22135	   	181.19	ACR|3VULN|2DMG|1AART	129VULN|3RCR|4MLV|59DMG|6AART|7RPLT|89ERES|9BPWR|aDUST
146	21542 33325	   	181.15	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB|1ASPD	16VULN|2DMG|39CDMG|4RCR|5ASPD|7FEWX|8ZMB|aAART
147	23416 31311	   	181.12	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	12aVULN|3RCR|4CGEN|5AART|69DUR|7ZMB|8CDMG
148	23466 31311	   	181.12	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	12aVULN|3RCR|4MLV|5AART|69DUR|7ZMB|8CDMG
149	21132 31313	   	181.10	DCR|3VULN|2DMG|1AART|3RCVC	17aVULN|2aDMG|346RCVC|5aDUST|8AART|9RCR|aBPWR
150	23413 26421	   	181.09	ACR|3VULN|2DMG|1AART	127VULN|3RCR|4CGEN|58DMG|6AART|9TLV|aERES
151	23433 21526	   	181.09	ACR|3VULN|2DMG|1AART	129VULN|3RCR|4RMIN|5aDMG|6AART|78TLV
152	23433 24324	   	181.09	ACR|3VULN|2DMG|1AART	129VULN|3RCR|4RMIN|5aDMG|6AART|7DUST|8MBVNT
153	21543 41232	 * 	181.09	ACR|2VULN|2DMG|3ASPD|1CDMG|1DUR	19VULN|29DMG|3CDMG|4RCR|5RCVC|6RMIN|7DUR|89aASPD|9BPWR
154	21542 23325	   	181.05	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB|1ASPD	17VULN|2DMG|39CDMG|4RCR|5ASPD|6DUST|8ZMB|aAART
155	23426 31311	   	181.02	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	12aVULN|3RCR|4ERES|5AART|69DUR|7ZMB|8CDMG
156	21613 21625	   	180.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	19VULN|2DMG|3LHND|4AART|56DUR|7ZMB|8RCR|aCDMG
157	21543 13232	 * 	180.81	ACR|2VULN|3ASPD|1DMG|2CDMG|1ZMB|1DUR	19VULN|2DMG|39CDMG|4RCR|5RCVC|6DUR|7ZMB|89aASPD|9BPWR
158	32432 51433	   	180.79	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1LSRREG|2BEXP|3AART|45VULN|6RCR|7ASPD|8aDMG|9DUR
159	21613 25621	   	180.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	19VULN|2aDMG|3LHND|4AART|56DUR|7ASPD|8RCR
160	25113 35621	   	180.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	19VULN|2FEWX|3ASPD|4AART|56DUR|7aDMG|8RCR
161	26113 25621	   	180.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	19VULN|2LHND|3ASPD|4AART|56DUR|7aDMG|8RCR
162	63113 25621	   	180.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1LHND|29VULN|3ASPD|4AART|56DUR|7aDMG|8RCR
163	21542 31152	   	180.74	ACR|3VULN|1DMG|2CDMG|1ZMB|1DUR|1ASPD	169VULN|2DMG|39CDMG|4RCR|5ASPD|7DUR|89LIT|9BPWR|aZMB
164	21222 22641	   	180.61	DCR|3DMG|2VULN|1AART|1ASPD	17VULN|257DMG|345ERES|57BPWR|67MLV|8RCR|9ASPD|aAART
165	23426 11424	   	180.59	ACR|4VULN|2AART|1ZMB	1269VULN|3RCR|46ERES|58AART|6BPWR|7MBVNT|aZMB
166	23426 51424	   	180.59	ACR|4VULN|2AART|1ZMB	1269VULN|3RCR|4ERES|58AART|7MBVNT|aZMB
167	21543 13234	   	180.54	ACR|2VULN|3CDMG|1DMG|2ASPD|1ZMB|1DUR	19VULN|2DMG|39aCDMG|4RCR|5RCVC|6DUR|7ZMB|89ASPD|9BPWR
168	25113 21621	   	180.35	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD|1DUR	19VULN|2FEWX|3ASPD|46AART|5DUR|7ZMB|8RCR|aDMG
169	21514 63312	   	180.33	DCR|4VULN|1AART|1DMG|1CDMG	1579VULN|2DMG|3CDMG|45MLV|5BPWR|6LIT|8AART|aRCR
170	22523 33312	   	180.23	DCR|4VULN|1AART|1DMG|1CDMG	1679VULN|2LIT|3CGEN|4CDMG|5DMG|8AART|aRCR
171	21534 53312	   	180.13	DCR|4VULN|1AART|1DMG|1CDMG	1579VULN|2DMG|3CDMG|45ERES|5BPWR|6LIT|8AART|aRCR
172	21513 23136	   	180.12	DCR|3VULN|2DMG|1CDMG|1ZMB	17aVULN|27DMG|3CDMG|4MLV|57LHND|6RCR|7BPWR|8LIT|9ZMB
173	21513 23625	   	180.12	DCR|3VULN|2DMG|1CDMG|1ZMB	17aVULN|27DMG|3CDMG|4MLV|57LHND|6RCR|7BPWR|8ZMB|9BEXP
174	21513 23635	   	180.12	DCR|3VULN|2DMG|1CDMG|1ZMB	17aVULN|27DMG|3CDMG|4MLV|57LHND|6RCR|7BPWR|8ZMB|9LWND
175	23413 22615	   	180.08	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	12VULN|3RCR|4CGEN|5DMG|68AART|7RPLT|9DUR|aCDMG
176	23413 25411	   	180.07	ACR|2VULN|2DMG|1AART|2DUR	12VULN|3RCR|4CGEN|58DMG|6AART|7RCVC|9aDUR
