0	Index      	 *	Score 	Summary	Detail	
1	21425 21613	 * 	219.60	DCR|3VULN|2DMG|1AART|1ZMB|1DUR	1DUR|2ZMB|39DMG|4MSLREG|5AART|68aVULN|7RCR
15	41431 14121	   	212.12	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1DUR	18VULN|2ZMB|38DMG|4AART|5CDMG|6DUR|78ERES|8BPWR|9LWND|aRCR
16	41431 14131	   	212.12	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1DUR	18VULN|2ZMB|38DMG|4AART|5CDMG|6DUR|78ERES|8BPWR|9LIT|aRCR
17	41433 13633	 * 	211.21	DCR|3DMG|2VULN|1AART|1ZMB	1aVULN|2ZMB|378DMG|4AART|5BELT|6RCR|9BEXP
18	41433 13211	   	210.15	DCR|2DMG|1MDPS|1VULN|1AART|1CDMG|1ZMB	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8MBVNT|9CDMG|aMDPS
19	41433 12112	   	209.96	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB|1DUR	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8DUR|9aCDMG
20	41433 12111	   	209.30	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1ZMB|1DUR	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8DUR|9CDMG|aAAC
21	24231 26241	 * 	209.02	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	1DUR|2ASPD|3MLV|4AART|5CDMG|6CGEN|7RCR|89VULN|aMDPS
22	21425 21353	   	208.84	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|2ZMB|1SELL	19DUR|29ZMB|3DMG|4MSLREG|5AART|69VULN|7RCR|8SELL|9BPWR|aCDMG
23	41433 12115	   	207.77	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8aDUR|9CDMG
24	44421 32232	 * 	207.48	DCR|3DMG|2VULN|2ASPD	1aVULN|24ASPD|349DMG|4BPWR|5RPLT|67RCVC|8RCR
25	43214 14113	 * 	207.48	DCR|5VULN|1AART|1ASPD	14569VULN|2DUST|3AART|7ASPD|8FEWX|aRCR
26	43214 14313	   	207.48	DCR|5VULN|1AART|1ASPD	14569VULN|2DUST|3AART|7ASPD|8LWND|aRCR
27	43214 32613	 * 	207.48	DCR|5VULN|1AART|1DMG	14589VULN|2DUST|3AART|6LWND|7DMG|aRCR
28	41433 13112	   	207.16	DCR|2DMG|1VULN|1AART|2CDMG|1ZMB|1DUR	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8DUR|9aCDMG
29	41433 13631	 * 	206.91	DCR|3DMG|2AART|1VULN|1ZMB	1VULN|2ZMB|378DMG|4aAART|5BELT|6RCR|9BEXP
30	41433 13111	   	206.51	DCR|2DMG|1VULN|1AART|1CDMG|1AAC|1ZMB|1DUR	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8DUR|9CDMG|aAAC
31	44423 23121	   	206.15	DCR|3ASPD|2DMG|1AART|1VULN	1VULN|245ASPD|34DMG|4BPWR|6AART|7MLV|8AELBLL|9RCR|aCGEN
32	24432 33631	 * 	206.14	DCR|2VULN|2ASPD|1DMG|1CDMG|2DUR	16DUR|2aASPD|3DMG|4FEWX|5aVULN|7RCR|8CDMG|9aMLV|aBPWR
33	44423 21121	   	206.05	DCR|3ASPD|2DMG|1AART|1VULN	1VULN|245ASPD|34DMG|4BPWR|6AART|7ERES|8AELBLL|9RCR|aCGEN
34	44423 21123	   	206.05	DCR|3ASPD|2DMG|1VULN|1AART	1VULN|245ASPD|34DMG|4BPWR|6AART|7ERES|8AELBLL|9RCR|aDMSP
35	44423 23122	   	206.05	DCR|3ASPD|2DMG|1AART|1VULN	1VULN|245ASPD|34DMG|4BPWR|6AART|7MLV|8AELBLL|9RCR|aERES
36	44423 21122	   	205.95	DCR|3ASPD|2DMG|1AART|1VULN	1VULN|245ASPD|34DMG|4BPWR|6AART|7aERES|8AELBLL|9RCR
37	41433 12134	   	205.10	DCR|2VULN|1MDPS|1AART|1DMG|1ZMB|1DUR	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8DUR|9RMIN|aMDPS
38	22215 12231	   	205.09	DCR|3DMG|2VULN|1AART|1DUR	1DUR|2AELBLL|3AART|479DMG|5TLV|6aVULN|8RCR
39	15431 32362	 * 	205.05	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DUR|39aDMG|4AART|5CDMG|6RCR|7BEXP|8VULN
40	41433 12161	 * 	205.00	DCR|2VULN|2AART|1MDPS|1DMG|1ZMB|1DUR	17VULN|2ZMB|3DMG|4aAART|5BELT|6RCR|8DUR|9MDPS
41	41433 12162	   	205.00	DCR|2VULN|1MDPS|1AART|1DMG|1ZMB|1DUR	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8DUR|9MDPS|aRCVC
42	41433 12163	 * 	205.00	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1ZMB|1DUR	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8DUR|9MDPS|aASPD
43	41433 13115	   	204.98	DCR|2DMG|1VULN|1AART|1CDMG|2DUR|1ZMB	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8aDUR|9CDMG
44	22215 12234	 * 	204.77	DCR|3DMG|1VULN|1AART|1NUKE|1DUR	1DUR|2AELBLL|3AART|479DMG|5TLV|6VULN|8RCR|aNUKE
45	43216 13213	 * 	204.51	DCR|3VULN|2AART|1MDPS|1DUR	146VULN|2DUST|35AART|7LWND|8RCR|9DUR|aMDPS
46	43214 13213	 * 	204.29	DCR|4VULN|1MDPS|1AART|1DUR	1456VULN|2DUST|3AART|7LWND|8RCR|9DUR|aMDPS
47	16211 11331	   	204.25	DCR|2DMG|1MDPS|1VULN|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3AART|45DMG|6CDMG|7LWND|8VULN|9RCR|aMDPS
48	16211 12331	   	204.25	DCR|1MDPS|2DMG|1AART|1VULN|1CDMG|1ZMB	1CGEN|2ZMB|3AART|45DMG|6CDMG|7BEXP|8VULN|9RCR|aMDPS
49	16211 14331	   	204.25	DCR|1MDPS|2DMG|1AART|1VULN|1CDMG|1ZMB	1CGEN|2ZMB|3AART|45DMG|6CDMG|7LHND|8VULN|9RCR|aMDPS
50	41433 13612	   	204.24	DCR|3DMG|2VULN|1AART|1AAC|1ZMB	1aVULN|2ZMB|378DMG|4AART|5BELT|6RCR|9AAC
51	44431 41111	 * 	204.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	16VULN|2ASPD|3DMG|4AART|5MBVNT|7BELT|8DUR|9CDMG|aRCR
52	44431 12111	   	204.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	17VULN|2ASPD|3DMG|4AART|5MBVNT|6BELT|8DUR|9CDMG|aRCR
53	41433 12142	   	204.11	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	17aVULN|2ZMB|3DMG|4AART|5BELT|6RCR|8DUR|9CGEN
54	43211 42241	   	204.06	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	14VULN|2DUST|3AART|5CDMG|6TLV|7ASPD|8DUR|9DMG|aRCR
55	43212 34241	   	204.06	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	14VULN|2DUST|3AART|5TLV|6ASPD|7CDMG|8DUR|9DMG|aRCR
56	41433 13142	   	203.87	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1aVULN|2ZMB|37DMG|4AART|5BELT|6RCR|8DUR|9CGEN
57	25216 42211	 * 	203.86	DCR|2VULN|2ASPD|1AART|1CDMG|2DUR	18DUR|2LWND|3AART|48VULN|59LHND|6CDMG|78ASPD|8BPWR|aRCR
58	41431 24121	   	203.81	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	18VULN|2ZMB|38DMG|4AART|5CDMG|6LHND|78ERES|8BPWR|9LWND|aRCR
59	41431 24131	   	203.81	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	18VULN|2ZMB|38DMG|4AART|5CDMG|6LHND|78ERES|8BPWR|9LIT|aRCR
60	44622 33221	   	203.76	DCR|2VULN|2ASPD|1AART|1CDMG|2DUR	18VULN|28ASPD|3LEGI|49DUR|5AART|6CDMG|78LWND|8BPWR|aRCR
61	41431 43121	   	203.71	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	18VULN|2ZMB|38DMG|4AART|5CDMG|6TLV|78DUST|8BPWR|9LWND|aRCR
62	41431 43131	   	203.71	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	18VULN|2ZMB|38DMG|4AART|5CDMG|6TLV|78DUST|8BPWR|9LIT|aRCR
63	44421 32233	 * 	203.35	DCR|3DMG|2ASPD|1VULN|1CDMG	1VULN|24ASPD|349DMG|4BPWR|5RPLT|67RCVC|8RCR|aCDMG
64	41433 12113	   	202.53	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8DUR|9CDMG|aCGEN
65	41433 12151	   	202.53	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8DUR|9LIT|aCDMG
66	41433 12114	   	202.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8DUR|9CDMG|aMBVNT
67	41433 12116	   	202.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8DUR|9CDMG|aERES
68	41433 12135	   	202.35	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	17VULN|2ZMB|3DMG|4aAART|5BELT|6RCR|8DUR|9RMIN
69	41433 13134	   	202.31	DCR|2DMG|1MDPS|1VULN|1AART|1ZMB|1DUR	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8DUR|9RMIN|aMDPS
70	41433 13161	 * 	202.21	DCR|2AART|2DMG|1MDPS|1VULN|1ZMB|1DUR	1VULN|2ZMB|37DMG|4aAART|5BELT|6RCR|8DUR|9MDPS
71	41433 13162	   	202.21	DCR|2DMG|1MDPS|1VULN|1AART|1ZMB|1DUR	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8DUR|9MDPS|aRCVC
72	41433 13163	   	202.21	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1ZMB|1DUR	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8DUR|9MDPS|aASPD
73	31432 36421	   	202.11	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2ZMB|3DMG|4FEWX|58aVULN|6DUR|7RCR|9AART
74	43216 13212	 * 	201.94	DCR|3VULN|2AART|1CDMG|1DUR	146VULN|2DUST|35AART|7LWND|8RCR|9DUR|aCDMG
75	21423 61162	 * 	201.93	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1DUR|2ZMB|3DMG|4MSLREG|5RMIN|6RCR|78AART|9VULN|aASPD
76	43211 12341	 * 	201.93	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	148VULN|2DUST|3AART|5CDMG|6DUR|7BEXP|9DMG|aRCR
77	21425 21513	   	201.77	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|2ZMB|39DMG|4MSLREG|5AART|6aVULN|7RCR|8AELBLL
78	21425 21611	   	201.77	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|2ZMB|39DMG|4MSLREG|5AART|68VULN|7RCR|aCGEN
79	21425 21612	   	201.77	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|2ZMB|39DMG|4MSLREG|5AART|68VULN|7RCR|aBEXP
80	43214 13212	 * 	201.71	DCR|4VULN|1AART|1CDMG|1DUR	1456VULN|2DUST|3AART|7LWND|8RCR|9DUR|aCDMG
81	41433 12412	   	201.65	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8LWND|9aCDMG
82	41433 14312	   	201.65	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	18VULN|2ZMB|3DMG|4AART|5BELT|6RCR|7BEXP|9aCDMG
83	41433 16312	   	201.65	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	18VULN|2ZMB|3DMG|4AART|5BELT|6RCR|7FEWX|9aCDMG
84	41433 12212	   	201.55	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8MBVNT|9aCDMG
85	24432 33332	 * 	201.51	DCR|2DMG|1VULN|1AART|1ASPD|3DUR	168DUR|2ASPD|39DMG|4FEWX|5VULN|7RCR|aAART
86	14211 14242	 * 	201.36	DCR|2DMG|1AART|1VULN|1ASPD|1NUKE|1CDMG|1DUR	1CGEN|2ASPD|3AART|49DMG|5NUKE|6VULN|7CDMG|8DUR|aRCR
87	44431 13111	   	201.36	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1VULN|2ASPD|37DMG|4AART|5MBVNT|6BELT|8DUR|9CDMG|aRCR
88	41433 11512	 * 	201.23	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1ZMB	1VULN|2ZMB|3DMG|4AART|5BELT|6RCR|7ERES|8ASPD|9aCDMG
89	41433 12411	   	201.00	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1ZMB	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8LWND|9CDMG|aAAC
90	41433 14311	   	201.00	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1ZMB	18VULN|2ZMB|3DMG|4AART|5BELT|6RCR|7BEXP|9CDMG|aAAC
91	41433 16311	   	201.00	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1ZMB	18VULN|2ZMB|3DMG|4AART|5BELT|6RCR|7FEWX|9CDMG|aAAC
92	41433 11511	   	200.58	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1VULN|2ZMB|3DMG|4AART|5BELT|6RCR|7ERES|8ASPD|9CDMG|aAAC
93	25342 32241	 * 	200.27	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DUR|2LWND|3LHND|4DMG|57AART|6CDMG|89VULN|aRCR
94	35242 32241	   	200.27	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1LHND|2LWND|3DUR|4DMG|57AART|6CDMG|89VULN|aRCR
95	45242 32221	   	200.27	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	18VULN|2LHND|3DUR|4DMG|57AART|6CDMG|9LWND|aRCR
96	45242 32231	   	200.27	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	18VULN|2LHND|3DUR|4DMG|57AART|6CDMG|9LIT|aRCR
97	34622 32241	 * 	200.17	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	1LHND|2ASPD|3LEGI|4DUR|57AART|6CDMG|89VULN|aRCR
98	44622 32221	   	200.17	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	18VULN|2ASPD|3LEGI|4DUR|57AART|6CDMG|9LWND|aRCR
99	44622 32231	   	200.17	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	18VULN|2ASPD|3LEGI|4DUR|57AART|6CDMG|9LIT|aRCR
100	41433 13113	   	199.73	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8DUR|9CDMG|aCGEN
101	41433 13151	   	199.73	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8DUR|9LIT|aCDMG
102	41433 13114	   	199.63	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB|1DUR	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8DUR|9CDMG|aMBVNT
103	41433 13116	   	199.63	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB|1DUR	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8DUR|9CDMG|aERES
104	43212 35512	 * 	199.58	DCR|2VULN|2AART|1ASPD|1DMG	14VULN|2DUST|39AART|5TLV|6ASPD|7LIT|8RCR|aDMG
105	41433 13135	   	199.56	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	1VULN|2ZMB|37DMG|4aAART|5BELT|6RCR|8DUR|9RMIN
106	15431 31622	   	199.30	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG|1DUR	1CGEN|2DUR|3DMG|4AART|58CDMG|6RCR|7LIT|9ASPD|aVULN
107	21231 26241	   	199.29	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3MLV|4AART|5CDMG|6CGEN|7RCR|89VULN|aMDPS
108	24432 33141	   	199.25	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	16DUR|2ASPD|3DMG|4FEWX|5aVULN|7RCR|8BEXP|9AART
109	34432 36221	   	199.25	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	1LHND|2ASPD|3DMG|4FEWX|5aVULN|68DUR|7RCR|9AART
110	41433 13623	   	199.14	DCR|3DMG|1VULN|1AART|1ZMB|1DUR	1VULN|2ZMB|378DMG|4AART|5BELT|6RCR|9RCVC|aDUR
111	41433 13632	   	199.14	DCR|3DMG|1VULN|1AART|1ZMB|1DUR	1VULN|2ZMB|378DMG|4AART|5BELT|6RCR|9BEXP|aDUR
112	41433 13412	   	198.86	DCR|2DMG|1VULN|1AART|2CDMG|1ZMB	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8LWND|9aCDMG
113	41433 13212	   	198.76	DCR|2DMG|1VULN|1AART|2CDMG|1ZMB	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8MBVNT|9aCDMG
114	43216 12222	 * 	198.71	DCR|3VULN|3AART|1DMG	146VULN|2DUST|357AART|8DMG|9CGEN|aRCR
115	43216 12262	   	198.61	DCR|3VULN|3AART|1DMG	146VULN|2DUST|357AART|8DMG|9ERES|aRCR
116	41433 22315	   	198.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	17VULN|2ZMB|3DMG|4AART|5BELT|6DUST|8RCR|9CDMG|aDUR
117	21425 23226	   	198.24	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1DUR|2ZMB|3DMG|4MSLREG|5AART|68VULN|7LIT|9ASPD|aRCR
118	41433 13411	   	198.20	DCR|2DMG|1VULN|1AART|1CDMG|1AAC|1ZMB	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8LWND|9CDMG|aAAC
119	43216 41313	   	198.02	DCR|3VULN|2AART|1ZMB|1DUR	14aVULN|2DUST|35AART|6MLV|7RCR|8ZMB|9DUR
120	43216 61313	   	197.92	DCR|3VULN|2AART|1ZMB|1DUR	14aVULN|2DUST|35AART|6TLV|7RCR|8ZMB|9DUR
121	43214 41313	   	197.80	DCR|4VULN|1AART|1ZMB|1DUR	145aVULN|2DUST|3AART|6MLV|7RCR|8ZMB|9DUR
122	43214 61313	   	197.70	DCR|4VULN|1AART|1ZMB|1DUR	145aVULN|2DUST|3AART|6TLV|7RCR|8ZMB|9DUR
123	43214 22312	   	197.65	DCR|5VULN|1AART|1AAC|1ZMB	14589VULN|2DUST|3AART|6AAC|7ZMB|aRCR
124	41433 14211	   	197.64	DCR|2VULN|1AART|1DMG|1CDMG|2ZMB	19VULN|29ZMB|3DMG|4AART|5BELT|6RCR|7BEXP|89LIT|9BPWR|aCDMG
125	41433 16211	   	197.64	DCR|2VULN|1AART|1DMG|1CDMG|2ZMB	19VULN|29ZMB|3DMG|4AART|5BELT|6RCR|7FEWX|89LIT|9BPWR|aCDMG
126	41433 22312	   	197.55	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	17VULN|2ZMB|3DMG|4AART|5BELT|6DUST|8RCR|9aCDMG
127	22211 34223	   	197.55	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2AELBLL|3AART|45DMG|6ZMB|7ASPD|8LIT|9RCR|aVULN
128	41433 13611	   	197.51	DCR|3DMG|1VULN|1AART|1AAC|1ZMB|1DUR	1VULN|2ZMB|378DMG|4AART|5BELT|6RCR|9AAC|aDUR
129	41433 13613	   	197.51	DCR|3DMG|1VULN|1AART|1AAC|1ZMB	1VULN|2ZMB|378DMG|4AART|5BELT|6RCR|9AAC|aFEWX
130	21425 21622	   	197.27	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB|1DUR	1DUR|2ZMB|3DMG|4MSLREG|5AART|68VULN|7RCR|9AAC|aASPD
131	41432 31312	   	197.23	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1ZMB	1VULN|2ZMB|3DMG|4AART|5TLV|6ASPD|7BELT|8RCR|9aCDMG
132	15431 31322	   	197.12	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR	1CGEN|28DUR|3DMG|4AART|5CDMG|6RCR|7LIT|9ASPD|aVULN
133	41322 52152	   	196.95	DCR|2VULN|2DMG|2SPLREG|2ZMB|1DUR	18VULN|28ZMB|3DUST|4DUR|58SPLREG|6RCR|7RMIN|8BPWR|9aDMG
134	22342 66211	 * 	196.95	DCR|3DMG|3ASPD|1MDPS|3DUR	189DUR|2AELBLL|3MDPS|489DMG|5LEGI|689ASPD|7RCR|89BPWR|aFEWX
135	22342 66212	   	196.95	DCR|3DMG|3ASPD|1MDPS|3DUR	189DUR|2AELBLL|3MDPS|489DMG|5LEGI|689ASPD|7RCR|89BPWR|aLHND
136	22342 66213	   	196.95	DCR|3DMG|3ASPD|1MDPS|3DUR	189DUR|2AELBLL|3MDPS|489DMG|5LEGI|689ASPD|7RCR|89BPWR|aLIT
137	24312 66211	   	196.95	DCR|3DMG|3ASPD|3DUR	189DUR|289ASPD|3DUST|4FEWX|5LEGI|689DMG|7RCR|89BPWR|aBEXP
138	24312 66212	   	196.95	DCR|3DMG|3ASPD|3DUR	189DUR|289ASPD|3DUST|4FEWX|5LEGI|689DMG|7RCR|89BPWR|aLHND
139	24312 66213	   	196.95	DCR|3DMG|3ASPD|3DUR	189DUR|289ASPD|3DUST|4FEWX|5LEGI|689DMG|7RCR|89BPWR|aLIT
140	24332 66211	   	196.95	DCR|3DMG|3ASPD|3DUR	189DUR|289ASPD|3DUST|4BEXP|5LEGI|689DMG|7RCR|89BPWR|aFEWX
141	24332 66212	   	196.95	DCR|3DMG|3ASPD|3DUR	189DUR|289ASPD|3DUST|4BEXP|5LEGI|689DMG|7RCR|89BPWR|aLHND
142	24332 66213	   	196.95	DCR|3DMG|3ASPD|3DUR	189DUR|289ASPD|3DUST|4BEXP|5LEGI|689DMG|7RCR|89BPWR|aLIT
143	41433 22311	   	196.90	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1ZMB	17VULN|2ZMB|3DMG|4AART|5BELT|6DUST|8RCR|9CDMG|aAAC
144	41432 31311	   	196.58	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1VULN|2ZMB|3DMG|4AART|5TLV|6ASPD|7BELT|8RCR|9CDMG|aAAC
145	31462 42215	   	195.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LHND|2ZMB|3DMG|4MBVNT|58VULN|6ASPD|7RCR|9LWND|aAART
146	11216 52362	 * 	195.87	DCR|3DMG|1AART|1ASPD|1CDMG|1AAC	1CGEN|2AAC|3AART|479DMG|5SPLREG|6CDMG|8RCR|aASPD
147	44431 12411	   	195.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	17VULN|2ASPD|3DMG|4AART|5MBVNT|6BELT|8LWND|9CDMG|aRCR
148	44431 41411	   	195.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	16VULN|2ASPD|3DMG|4AART|5MBVNT|7BELT|8LWND|9CDMG|aRCR
149	43211 42341	   	195.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	14VULN|2DUST|3AART|5CDMG|6TLV|7ASPD|8BEXP|9DMG|aRCR
150	43212 34341	   	195.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	14VULN|2DUST|3AART|5TLV|6ASPD|7CDMG|8BEXP|9DMG|aRCR
151	41433 12242	   	195.70	DCR|3VULN|1AART|1DMG|1ZMB	17aVULN|2ZMB|3DMG|4AART|5BELT|6RCR|8MBVNT|9CGEN
152	41433 23315	   	195.63	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB|1DUR	1VULN|2ZMB|37DMG|4AART|5BELT|6DUST|8RCR|9CDMG|aDUR
153	41433 12282	   	195.60	DCR|3VULN|1AART|1DMG|1ZMB	17aVULN|2ZMB|3DMG|4AART|5BELT|6RCR|8MBVNT|9ERES
154	41433 12612	   	195.56	DCR|2VULN|2DMG|1AART|1ZMB	17VULN|2ZMB|38DMG|4AART|5BELT|6RCR|9AELBLL|aRCVC
155	41433 12623	   	195.56	DCR|2VULN|2DMG|1AART|1ZMB	17VULN|2ZMB|38DMG|4AART|5BELT|6RCR|9BEXP|aLHND
