0	Index      	 *	Score 	Summary	Detail	
1	41611 21263	 * 	217.62	DCR|1SPLARM|2VULN|2ASPD|1DMG|1ZMB	1BELT|2DMG|3ZMB|4RMIN|5SPLARM|6RCR|78ASPD|9aVULN
44	23461 63233	   	200.16	DCR|1MDPS|2ASPD|1AART|2CDMG|1DMG	17DUST|25ASPD|3AART|45CDMG|5BPWR|6RCR|8AME|9DMG|aMDPS
45	53534 22321	   	199.64	DCR|4VULN|2AART|1DUR	1RPLT|25AART|346aVULN|7LWND|8DUR|9RCR
46	53534 33121	   	199.64	DCR|4VULN|2AART|1DUR	1RPLT|25AART|348aVULN|6LHND|7DUR|9RCR
47	23411 23514	 * 	199.41	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1DUST|2ASPD|39AART|4RCVC|5FEWX|6VULN|7RCR|8CDMG|aMDPS
48	23461 52221	 * 	199.22	DCR|2ASPD|1VULN|1AART|2CDMG|1DMG	1DUST|25ASPD|3AART|45CDMG|5BPWR|6DMG|7LWND|8BEXP|9RCR|aVULN
49	32651 11234	   	198.49	DCR|3ASPD|1AART|1DMG|1CDMG|2DUR	1CANSTR|24DUR|348ASPD|4BPWR|5DMG|6BELT|7RCR|9CDMG|aAART
50	61333 61324	 * 	197.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1BEXP|2LHND|3DMG|4AART|5FEWX|6ASPD|7aVULN|8CDMG|9RCR
51	15221 64232	 * 	197.24	DCR|1MDPS|2DMG|1VULN|1ASPD|1NUKE|1CDMG	1LIT|23DMG|4MDPS|5DUST|6RCR|7VULN|8ASPD|9CDMG|aNUKE
52	31661 11342	 * 	197.03	DCR|2DMG|2ASPD|1VULN|1AART	1CANSTR|2VULN|34ASPD|59DMG|6BELT|7RCR|8LIT|aAART
53	63431 42123	   	196.53	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1BEXP|2ASPD|3AART|4DUR|5ZMB|6CDMG|78VULN|9RCR|aBELT
54	23431 42123	   	196.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUST|2ASPD|3AART|4DUR|5ZMB|6CDMG|78VULN|9RCR|aBELT
55	23431 42126	   	196.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUST|2ASPD|3AART|4DUR|5ZMB|6CDMG|78VULN|9RCR|aLWND
56	63431 42122	   	196.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1BEXP|2ASPD|3AART|4DUR|5ZMB|6CDMG|78VULN|9RCR|aTLV
57	23431 42122	   	196.33	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUST|2ASPD|3AART|4DUR|5ZMB|6CDMG|78VULN|9RCR|aTLV
58	23431 42124	   	196.33	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUST|2ASPD|3AART|4DUR|5ZMB|6CDMG|78VULN|9RCR|aLEGI
59	23431 42125	   	196.33	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1aDUST|2ASPD|3AART|4DUR|5ZMB|6CDMG|78VULN|9RCR
60	23463 16122	 * 	196.32	DCR|2AART|2ASPD|1DMG|1CDMG|1ZMB	1DUST|29ASPD|3aAART|4CDMG|5BELT|6DMG|7ZMB|8RCR
61	23431 63521	   	196.11	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DUST|2ASPD|3AART|4DUR|5ZMB|6CGEN|7CDMG|8DMG|9RCR|aVULN
62	63431 23521	   	196.11	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2ASPD|3AART|4DUR|5ZMB|6ERES|7CDMG|8DMG|9RCR|aVULN
63	23431 23521	   	196.01	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DUST|2ASPD|3AART|4DUR|5ZMB|6ERES|7CDMG|8DMG|9RCR|aVULN
64	23431 43521	   	196.01	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DUST|2ASPD|3AART|4DUR|5ZMB|6CDMG|7ERES|8DMG|9RCR|aVULN
65	23435 13521	   	196.01	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DUST|2ASPD|3AART|4DUR|5TLV|6ZMB|7CDMG|8DMG|9RCR|aVULN
66	53334 21253	   	195.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1RPLT|2AART|3DUST|47VULN|5DMG|6CDMG|8ASPD|9ERES|aRCR
67	15236 12224	   	195.66	DCR|2VULN|2DMG|1ASPD|1CDMG	1LIT|23DMG|4CANARM|5MLV|6ASPD|7RCR|89VULN|aCDMG
68	41341 21223	 * 	195.63	DCR|2VULN|2DMG|2ASPD	1BELT|29DMG|3DMSP|4aVULN|5MSLFST|6RCR|78ASPD
69	63423 32121	   	195.62	DCR|3VULN|1AART|1ASPD|1CDMG|1AAC	1BEXP|2ASPD|3AART|4AAC|5CDMG|6LHND|78aVULN|9RCR
70	15232 12224	   	195.56	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	1LIT|23DMG|4CANARM|5AAC|6ASPD|7RCR|89VULN|aCDMG
71	53531 32221	 * 	195.55	DCR|3VULN|2AART|1DMG	1RPLT|27AART|34aVULN|5DMG|6LWND|8AME|9RCR
72	53561 32221	   	195.55	DCR|3VULN|2AART|1DMG	1RPLT|27AART|34aVULN|4BPWR|5DMG|6LWND|8AME|9RCR
73	63421 42121	   	195.52	DCR|3VULN|1AART|1ASPD|1CDMG|1AAC	1BEXP|2ASPD|3AART|4AAC|5DUST|6CDMG|78aVULN|9RCR
74	23425 32121	   	195.52	DCR|3VULN|1AART|1ASPD|1CDMG|1AAC	1DUST|2ASPD|3AART|4AAC|5CDMG|6LHND|78aVULN|9RCR
75	23426 42121	   	195.52	DCR|3VULN|1AART|1ASPD|1CDMG|1AAC	1DUST|2ASPD|3AART|4AAC|5BEXP|6CDMG|78aVULN|9RCR
76	23466 32121	   	195.52	DCR|3VULN|1AART|1ASPD|1CDMG|1AAC	1DUST|2ASPD|3AART|4CDMG|5AAC|6LHND|78aVULN|9RCR
77	23147 52121	   	195.42	DCR|3VULN|1AART|1ASPD|1CDMG	1DUST|2ASPD|3TLV|4MBVNT|5AART|6CDMG|78aVULN|9RCR
78	31663 31211	 * 	195.35	DCR|3VULN|2ASPD|1AART|1SELL	1CANSTR|27aVULN|34ASPD|5SELL|6AART|8RCR|9CGEN
79	31663 31232	 * 	195.35	DCR|3VULN|2ASPD|1AART|1SELL	1CANSTR|27aVULN|34ASPD|5SELL|6AART|8RCR|9FEWX
80	31663 31252	 * 	195.35	DCR|3VULN|2ASPD|1AART|1SELL	1CANSTR|27aVULN|34ASPD|5SELL|6AART|8RCR|9LWND
81	51112 51216	   	195.34	DCR|3VULN|2DMG|1ASPD	1RPLT|25DMG|356VULN|4RMIN|5BPWR|7TLV|8RCR|9AME|aASPD
82	31663 31241	 * 	195.25	DCR|3VULN|2ASPD|1AART|1SELL	1CANSTR|27aVULN|34ASPD|5SELL|6AART|8RCR|9ERES
83	51112 23643	   	195.20	DCR|3VULN|2DMG|1ASPD|1SELL	1RPLT|25DMG|35aVULN|4RMIN|5BPWR|6BEXP|7ASPD|8RCR|9SELL
84	53112 63633	 * 	195.05	DCR|3VULN|3AART|1DUR	13RPLT|247AART|59aVULN|6RCR|8DUR
85	34232 36135	 * 	194.96	DCR|3VULN|2DMG|1AART	1CANSTR|28DMG|3CGEN|479VULN|5AART|6FEWX|aRCR
86	34232 43135	   	194.96	DCR|3VULN|2DMG|1AART	1CANSTR|28DMG|3CGEN|479VULN|5AART|6LHND|aRCR
87	11533 52232	   	194.53	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	13LIT|2CDMG|4ZMB|5DUR|67VULN|8ASPD|9AART|aRCR
88	12633 52232	   	194.53	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	12LIT|3CDMG|4ZMB|5DUR|67VULN|8ASPD|9AART|aRCR
89	14633 52232	   	194.53	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	12LIT|2BPWR|3CDMG|4ZMB|5DUR|67VULN|8ASPD|9AART|aRCR
90	11246 33422	 * 	194.19	DCR|2VULN|1MDPS|2ASPD|1DMG|1CDMG	1LIT|2CDMG|3MDPS|4DMG|5aASPD|6RCR|7TLV|89VULN
91	53112 61422	   	194.05	DCR|2VULN|2AART|1DMG|1ZMB	137RPLT|24AART|59VULN|6RCR|8DMG|aZMB
92	23462 63121	   	194.02	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	19DUST|2ASPD|3AART|4CDMG|5LWND|6RCR|7ZMB|8aVULN
93	51112 52512	   	194.02	DCR|3VULN|2DMG|1ZMB|1DUR	1RPLT|25DMG|356VULN|4RMIN|5BPWR|7BEXP|8RCR|9ZMB|aDUR
94	23461 61231	   	193.98	DCR|2ASPD|1AART|2CDMG|1DMG|1ZMB	1DUST|25ASPD|3AART|45CDMG|5BPWR|6RCR|7RCVC|8AME|9DMG|aZMB
95	51112 23623	   	193.86	DCR|2VULN|2DMG|1ASPD|1CDMG	19RPLT|25DMG|35VULN|4RMIN|5BPWR|6BEXP|7ASPD|8RCR|aCDMG
96	23462 63331	   	193.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3AART|4CDMG|5LWND|6RCR|7ZMB|8MLV|9DMG|aVULN
97	23462 63231	   	193.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3AART|4CDMG|5LWND|6RCR|7ZMB|8ERES|9DMG|aVULN
98	15236 23324	   	193.66	DCR|2VULN|2DMG|1ASPD|1CDMG	1LIT|23DMG|4CANARM|5MLV|69VULN|7ASPD|8RCR|aCDMG
99	31661 11133	   	193.63	DCR|2VULN|2DMG|2ASPD	1CANSTR|2aVULN|34ASPD|59DMG|6BELT|7RCR|8FEWX
100	15232 23324	   	193.56	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	1LIT|23DMG|4CANARM|5AAC|69VULN|7ASPD|8RCR|aCDMG
101	51433 13312	   	193.56	DCR|2VULN|2DMG|1AART|1ZMB	1RPLT|26DMG|3AELBLL|4AART|5BELT|7RCR|8ZMB|9aVULN
102	23462 32521	   	193.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1DUST|2ASPD|37AART|4CDMG|5LWND|6LHND|8DMG|9RCR|aVULN
103	31661 11433	   	193.53	DCR|2VULN|2DMG|2ASPD	1CANSTR|2aVULN|34ASPD|59DMG|6BELT|7RCR|8DUST
104	11233 34616	 * 	193.46	DCR|1MDPS|2ASPD|1AART|1VULN|2CDMG|1AAC|1DUR	17LIT|27CDMG|3MDPS|47ASPD|5AAC|6RCR|7BPWR|8AART|9VULN|aDUR
105	51112 13341	   	193.44	DCR|3VULN|2DMG|1ASPD	1RPLT|25DMG|358VULN|4RMIN|5BPWR|6FEWX|7ASPD|9RCR|aLIT
106	51112 13345	   	193.44	DCR|3VULN|2DMG|1ASPD	1RPLT|25DMG|358VULN|4RMIN|5BPWR|6FEWX|7ASPD|9RCR|aAME
107	51112 23341	   	193.44	DCR|3VULN|2DMG|1ASPD	1RPLT|25DMG|358VULN|4RMIN|5BPWR|6BEXP|7ASPD|9RCR|aLIT
108	51112 23345	   	193.44	DCR|3VULN|2DMG|1ASPD	1RPLT|25DMG|358VULN|4RMIN|5BPWR|6BEXP|7ASPD|9RCR|aAME
109	51112 31511	   	193.44	DCR|3VULN|2DMG|1ASPD	1RPLT|25DMG|357VULN|4RMIN|5BPWR|6aBELT|8ASPD|9RCR
110	51112 31514	   	193.44	DCR|3VULN|2DMG|1ASPD	1RPLT|25DMG|357VULN|4RMIN|5BPWR|6BELT|8ASPD|9RCR|aDMSP
111	51112 13346	   	193.34	DCR|3VULN|2DMG|1ASPD	1RPLT|25DMG|358VULN|4RMIN|5BPWR|6FEWX|7ASPD|9RCR|aDUST
112	51112 23346	   	193.34	DCR|3VULN|2DMG|1ASPD	1RPLT|25DMG|358VULN|4RMIN|5BPWR|6BEXP|7ASPD|9RCR|aDUST
113	51112 31512	   	193.34	DCR|3VULN|2DMG|1ASPD	1RPLT|25DMG|357VULN|4RMIN|5BPWR|6BELT|8ASPD|9RCR|aMBVNT
114	51112 31515	   	193.34	DCR|3VULN|2DMG|1ASPD|1MSE	1RPLT|25DMG|357VULN|4RMIN|5BPWR|6BELT|8ASPD|9RCR|aMSE
115	51112 31516	   	193.34	DCR|3VULN|2DMG|1ASPD	1RPLT|25DMG|357VULN|4RMIN|5BPWR|6BELT|8ASPD|9RCR|aDUST
116	32651 11612	   	193.09	DCR|2ASPD|1AART|1VULN|1DMG|2DUR	1CANSTR|24DUR|34ASPD|4BPWR|5DMG|6BELT|7RCR|8AART|9LWND|aVULN
117	32651 11621	   	193.09	DCR|2ASPD|1AART|1VULN|1DMG|2DUR	1CANSTR|24DUR|34ASPD|4BPWR|5DMG|6BELT|7RCR|8AART|9AME|aVULN
118	53525 21222	 * 	193.07	ACR|3VULN|2ASPD|1AART|2CDMG	1RPLT|2AART|37aVULN|48ASPD|5RCR|69CDMG
119	31661 23311	   	192.68	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1CANSTR|29VULN|34ASPD|5DMG|6AELBLL|7DUR|8RCR|aZMB
120	53534 23123	   	192.53	DCR|4VULN|2AART|1MDPS	1RPLT|25AART|3468VULN|7MDPS|9RCR|aRCVC
121	53525 21213	   	192.42	ACR|3VULN|2ASPD|1AART|1CDMG|1AAC	1RPLT|2AART|379VULN|48ASPD|5RCR|6CDMG|aAAC
122	32651 11233	   	192.30	DCR|3ASPD|2DMG|1CDMG|2DUR	1CANSTR|24DUR|348ASPD|4BPWR|5aDMG|6BELT|7RCR|9CDMG
123	32653 31361	 * 	192.22	DCR|2VULN|2ASPD|1AART|3DUR|1SELL	1CANSTR|249DUR|34ASPD|4BPWR|5SELL|6AART|78VULN|aRCR
124	21412 13521	   	192.12	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2LHND|34AART|5DUR|6ZMB|7CDMG|8DMG|9RCR|aVULN
125	26412 13521	   	192.12	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2LWND|34AART|5DUR|6ZMB|7CDMG|8DMG|9RCR|aVULN
126	53332 33324	   	191.92	DCR|2VULN|2AART|1DMG|1DUR	1RPLT|29AART|3DUST|4aVULN|5DUR|6RCR|7CGEN|8DMG
127	51112 23443	   	191.86	DCR|2VULN|2DMG|1ASPD|1CDMG	1RPLT|25DMG|35VULN|4RMIN|5BPWR|68BEXP|7ASPD|9RCR|aCDMG
128	53332 34324	   	191.82	DCR|2VULN|2AART|1DMG|1DUR	1RPLT|29AART|3DUST|4aVULN|5DUR|6RCR|7TLV|8DMG
129	51122 25153	   	191.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1RPLT|2DMG|3aVULN|48DUR|5CDMG|6MLV|7RCR|9ASPD
130	23461 63231	   	191.67	DCR|2ASPD|1AART|2CDMG|1DMG|1ZMB	17DUST|25ASPD|3AART|45CDMG|5BPWR|6RCR|8AME|9DMG|aZMB
131	51321 42343	   	191.66	DCR|2VULN|2DMG|1ASPD|1CDMG	1RPLT|27DMG|3TLV|4ASPD|5FEWX|68VULN|9RCR|aCDMG
132	63133 33611	   	191.64	DCR|2VULN|2DMG|1ASPD|1AAC|1ZMB	1BEXP|2ASPD|3TLV|4AAC|57VULN|6RCR|8ZMB|9aDMG
133	31661 11231	   	191.61	DCR|3ASPD|1VULN|1DMG|1CDMG|1AAC	1CANSTR|2VULN|348ASPD|5DMG|6BELT|7RCR|9CDMG|aAAC
134	11246 34231	 * 	191.60	DCR|1MDPS|2DMG|2ASPD|1VULN|1CDMG	17LIT|2CDMG|3MDPS|47DMG|57ASPD|6RCR|7BPWR|8BASARM|9VULN|aBELT
135	11246 34233	   	191.60	DCR|1MDPS|2DMG|2ASPD|1VULN|1CDMG	17LIT|2CDMG|3MDPS|47DMG|57ASPD|6RCR|7BPWR|8BASARM|9VULN|aLWND
136	23633 43148	 * 	191.59	DCR|3VULN|2ASPD|1AART	19DUST|29ASPD|3LWND|4AART|5FEWX|679VULN|8MBVNT|9BPWR|aRCR
137	41332 23215	   	191.56	DCR|2VULN|2DMG|1AART|1ZMB	1BELT|27DMG|3DMSP|4RMIN|59VULN|6ZMB|8RCR|aAART
138	23133 33611	   	191.54	DCR|2VULN|2DMG|1ASPD|1AAC|1ZMB	1DUST|2ASPD|3TLV|4AAC|57VULN|6RCR|8ZMB|9aDMG
139	21415 42121	 * 	191.53	DCR|3VULN|2AART|1CDMG	1DUST|2LHND|34AART|5CDMG|6MBVNT|78aVULN|9RCR
140	51112 41236	   	191.53	DCR|3VULN|2DMG|1CDMG	1RPLT|25DMG|359VULN|4RMIN|5BPWR|6DMSP|7TLV|8RCR|aCDMG
141	51112 51223	   	191.53	DCR|3VULN|2DMG|1CDMG	1RPLT|25DMG|356VULN|4RMIN|5BPWR|7TLV|8RCR|9LHND|aCDMG
142	51112 51253	   	191.53	DCR|3VULN|2DMG|1CDMG	1RPLT|25DMG|356VULN|4RMIN|5BPWR|7TLV|8RCR|9LWND|aCDMG
143	51112 61236	   	191.53	DCR|3VULN|2DMG|1CDMG	1RPLT|25DMG|359VULN|46RMIN|5BPWR|7TLV|8RCR|aCDMG
144	11246 34232	   	191.50	DCR|2DMG|1MDPS|2ASPD|1VULN|1CDMG	17LIT|2CDMG|3MDPS|47DMG|57ASPD|6RCR|7BPWR|8BASARM|9VULN|aERES
145	31324 61632	 * 	191.49	DCR|3VULN|1MDPS|2ASPD|1AART	19CANSTR|269VULN|3MDPS|4FEWX|5DUST|7AART|89ASPD|9BPWR|aRCR
146	31324 66232	   	191.49	DCR|3VULN|1MDPS|2ASPD|1AART	19CANSTR|269VULN|3MDPS|4FEWX|5DUST|79ASPD|8AART|9BPWR|aRCR
147	63112 51263	   	191.39	DCR|2ASPD|1VULN|1AART|2CDMG|1ZMB	1BEXP|26ASPD|3TLV|45CDMG|7ZMB|8RCR|9AART|aVULN
148	41151 26232	 * 	191.33	DCR|3SPLARM|3DMG|2VULN	1BELT|279DMG|347BEXP|579SPLARM|6RCR|79BPWR|89VULN|aLHND
149	41151 26233	   	191.33	DCR|3SPLARM|3DMG|2VULN	1aBELT|279DMG|347BEXP|579SPLARM|6RCR|79BPWR|89VULN
150	21412 13526	 * 	191.27	DCR|2AART|2DMG|1CDMG|2DUR|1ZMB	1aDUST|2LHND|34AART|5aDUR|6ZMB|7CDMG|8aDMG|9RCR|aBPWR
151	41151 26231	   	191.23	DCR|3SPLARM|3DMG|2VULN	1BELT|279DMG|347BEXP|579SPLARM|6RCR|79BPWR|89VULN|aLEGI
152	53112 23121	   	191.23	DCR|4VULN|2AART|1MDPS	13RPLT|24AART|568aVULN|7MDPS|9RCR
153	51112 23615	   	191.16	DCR|2VULN|2DMG|1ASPD|2ZMB	1RPLT|25DMG|35VULN|4RMIN|5BPWR|6BEXP|7ASPD|8RCR|9aZMB
154	51112 51231	   	191.13	DCR|4VULN|2DMG	1RPLT|25DMG|3569VULN|4RMIN|5BPWR|7TLV|8RCR|aBEXP
155	51112 51233	   	191.13	DCR|4VULN|2DMG	1RPLT|25DMG|3569VULN|4RMIN|5BPWR|7TLV|8RCR|aAELBLL
156	51112 51235	   	191.13	DCR|4VULN|2DMG	1RPLT|25DMG|3569VULN|4RMIN|5BPWR|7TLV|8RCR|aCGEN
157	51112 51232	   	191.03	DCR|4VULN|2DMG	1RPLT|25DMG|3569VULN|4RMIN|5BPWR|7TLV|8RCR|aERES
158	51112 51234	   	191.03	DCR|4VULN|2DMG	1RPLT|25DMG|3569VULN|4RMIN|5BPWR|7TLV|8RCR|aBASFIG
159	41341 21226	 * 	190.90	DCR|3DMG|2ASPD|1VULN	1BELT|29aDMG|3DMSP|4VULN|5MSLFST|6RCR|78ASPD
160	41112 11163	   	190.88	DCR|2VULN|2DMG|1AART|2DUR	1BELT|29DMG|3BEXP|4AART|59DUR|6TLV|7FEWX|89VULN|9BPWR|aRCR
