0	Index      	Bounty	 *	Score 	Summary	Detail	
1	36263 33312	10	 * 	275.54	DCR|4VULN|3TLV|3CDMG|1DMG	19aTLV|2LWND|389aVULN|4DMG|5ERES|69aCDMG|7RCR|9aBPWR
23	52313 16216	4	   	267.76	DCR|2VULN|3DMG|2TLV|2DUR	1RCVC|247DMG|37TLV|57DUR|6RCR|7BPWR|8aVULN|9ERES
24	35133 23361	1	 * 	266.88	DCR|4VULN|2DMG|2TLV|1SELL	17TLV|2SELL|37DMG|479aVULN|5RPLT|6RCVC|7BPWR|8RCR
25	36263 33322	10	 * 	265.93	DCR|3VULN|2DMG|2TLV|2CDMG	1aTLV|2LWND|38aVULN|49DMG|5ERES|6aCDMG|7RCR|aBPWR
26	32336 22625	2	 * 	265.46	DCR|2VULN|3DUR|2DMG|1TLV	1TLV|235DUR|47VULN|6LIT|8aDMG|9RCR
27	32146 12523	2	   	264.26	DCR|3VULN|3DUR|1TLV|1DMG	1TLV|258DUR|349VULN|6DMG|7RCR|aLWND
28	32246 12523	3	   	264.26	DCR|3VULN|3DUR|1TLV|1DMG	1TLV|258DUR|349VULN|6DMG|7RCR|aLWND
29	32146 12521	2	   	264.16	DCR|3VULN|3DUR|1TLV|1DMG	1TLV|258DUR|349VULN|6DMG|7RCR|aLEGI
30	32246 12521	3	   	264.16	DCR|3VULN|3DUR|1TLV|1DMG	1TLV|258DUR|349VULN|6DMG|7RCR|aLEGI
31	33234 22132	6	   	263.44	DCR|2VULN|2DMG|3TLV|2ASPD|1DUR|1AART	139TLV|23ASPD|39BPWR|49VULN|5DUR|6BEXP|79DMG|8AART|aRCR
32	33234 62132	5	   	263.34	DCR|2VULN|2DMG|3TLV|2ASPD|1DUR|1AART	139TLV|23ASPD|39BPWR|49VULN|5DUR|6DUST|79DMG|8AART|aRCR
33	32146 13213	2	   	262.88	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG|1AART	1TLV|25aDUR|34VULN|6DMG|7AART|8RCR|9CDMG
34	32146 13262	2	   	262.88	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG|1AART	1TLV|259DUR|34VULN|6DMG|7AART|8RCR|aCDMG
35	32246 13213	3	   	262.88	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG|1AART	1TLV|25aDUR|34VULN|6DMG|7AART|8RCR|9CDMG
36	32246 13262	3	   	262.88	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG|1AART	1TLV|259DUR|34VULN|6DMG|7AART|8RCR|aCDMG
37	32336 26225	2	   	262.71	DCR|2VULN|3DUR|2TLV|1DMG|2LIT	17TLV|235DUR|47VULN|67LIT|7BPWR|8RMIN|9RCR|aDMG
38	32336 26623	2	   	262.71	DCR|2VULN|3DUR|2TLV|1DMG|2LIT	17TLV|235DUR|47VULN|67LIT|7BPWR|8DMG|9RCR|aCGEN
39	32336 26622	2	 * 	262.61	DCR|2VULN|3DUR|3TLV|1DMG|2LIT	17aTLV|235DUR|47VULN|67LIT|7BPWR|8DMG|9RCR
40	31323 63152	1	   	262.56	DCR|3VULN|2TLV|2DUR|1CDMG|1AART	19TLV|2BEXP|39DUR|4AART|5BELT|6RCR|789VULN|9BPWR|aCDMG
41	32531 52632	2	 * 	261.77	DCR|2VULN|2DMG|3TLV|2DUR|1AART	149TLV|24DUR|3AART|49BPWR|59VULN|6DUST|7ZMB|89DMG|aRCR
42	32461 23224	9	   	261.53	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG	1TLV|236DUR|4LIT|5CDMG|79VULN|8DMG|aRCR
43	33314 25143	2	   	261.48	DCR|3VULN|2TLV|3ASPD|1DMG|1AART|1SELL	17TLV|257ASPD|3TBNT|457VULN|57BPWR|6SELL|8DMG|9AART|aRCR
44	52313 16262	4	   	261.32	DCR|3DMG|1VULN|2TLV|2DUR|1CDMG|1AART	1RCVC|247DMG|37TLV|57DUR|6RCR|7BPWR|8VULN|9CDMG|aAART
45	55333 53332	10	   	261.21	DCR|2VULN|2DMG|2TLV|3ASPD|1DUR	1RCVC|259ASPD|39TLV|4aVULN|6RCR|7DUR|89DMG|9BPWR
46	33115 56313	6	   	260.87	DCR|3VULN|2DUR|1TLV|2ASPD|1CDMG	1TLV|25ASPD|35DUR|4RMIN|5BPWR|6RCR|7CDMG|89aVULN
47	33231 53321	9	   	260.78	DCR|3VULN|2TLV|1DMG|2ASPD|1DUR	13TLV|23ASPD|3BPWR|49aVULN|5DMSP|6RCR|7DUR|8DMG
48	33231 53361	8	   	260.78	DCR|3VULN|2TLV|1DMG|2ASPD|1DUR	13TLV|23ASPD|3BPWR|49aVULN|5DMSP|6RCR|7DUR|8DMG
49	32146 13243	2	   	260.70	DCR|3VULN|2DUR|1TLV|1DMG|1AART	1TLV|25DUR|34aVULN|6DMG|7AART|8RCR|9RCVC
50	32246 13243	3	   	260.70	DCR|3VULN|2DUR|1TLV|1DMG|1AART	1TLV|25DUR|34aVULN|6DMG|7AART|8RCR|9RCVC
51	32146 13223	2	   	260.60	DCR|3VULN|2DUR|1TLV|1DMG|1AART	1TLV|25DUR|34aVULN|6DMG|7AART|8RCR|9BBNT
52	32246 13223	3	   	260.60	DCR|3VULN|2DUR|1TLV|1DMG|1AART	1TLV|25DUR|34aVULN|6DMG|7AART|8RCR|9BBNT
53	32223 51236	4	   	260.33	DCR|2VULN|2TLV|2DUR|1DMG|2ASPD|1AART	1aTLV|25DUR|3aVULN|4DUST|6DMG|7AART|8RCR|9aASPD|aBPWR
54	32335 61236	2	   	260.33	DCR|2VULN|2TLV|2DUR|1DMG|2ASPD|1AART	1aTLV|23DUR|4aVULN|5DMG|6DUST|7AART|8RCR|9aASPD|aBPWR
55	32531 51236	2	   	260.33	DCR|2VULN|3TLV|2DUR|1DMG|2ASPD|1AART	14aTLV|24DUR|3AART|4aBPWR|5aVULN|6DUST|7DMG|8RCR|9aASPD
56	52513 36343	7	   	259.69	DCR|2VULN|3DMG|2DUR|1TLV	1RCVC|247DMG|3CGEN|57VULN|67DUR|7BPWR|8MBVNT|9TLV|aRCR
57	22136 52621	2	   	259.59	DCR|2VULN|3DMG|2DUR|1TLV	18ERES|29DUR|38VULN|4TLV|5ZMB|678DMG|8BPWR|aRCR
58	22236 52621	3	   	259.59	DCR|2VULN|3DMG|2DUR|1TLV	18ERES|29DUR|38VULN|4TLV|5ZMB|678DMG|8BPWR|aRCR
59	35133 23366	1	   	259.48	DCR|3VULN|2DMG|2TLV|1CDMG|1SELL	17TLV|2SELL|37DMG|479VULN|5RPLT|6RCVC|7BPWR|8RCR|aCDMG
60	42232 41332	1	 * 	259.40	DCR|5VULN|1TLV|3LIT	17DUST|247LIT|3567aVULN|7BPWR|8RCR|9TLV
61	32141 35411	2	   	259.15	DCR|4VULN|1TLV|1DUR|1CDMG|1SELL	1TLV|2DUR|348aVULN|5SELL|6ASPD|7RCR|9CDMG
62	32241 35411	3	   	259.15	DCR|4VULN|1TLV|1DUR|1CDMG|1SELL	1TLV|2DUR|348aVULN|5SELL|6ASPD|7RCR|9CDMG
63	32136 12261	2	 * 	259.12	DCR|3VULN|2TLV|2DUR|1DMG	14TLV|25DUR|39aVULN|6DMG|7RCR|8CGEN
64	32136 12661	2	   	259.12	DCR|3VULN|2TLV|2DUR|1DMG	14TLV|25DUR|39aVULN|6DMG|7RCR|8MLV
65	32236 12261	3	   	259.12	DCR|3VULN|2TLV|2DUR|1DMG	14TLV|25DUR|39aVULN|6DMG|7RCR|8CGEN
66	32236 12661	3	   	259.12	DCR|3VULN|2TLV|2DUR|1DMG	14TLV|25DUR|39aVULN|6DMG|7RCR|8MLV
67	32331 35453	2	   	259.10	DCR|3VULN|2DUR|1TLV|1DMG|1SELL	1TLV|23DUR|48aVULN|5SELL|6ASPD|7RCR|9DMG
68	33212 56313	6	   	258.18	DCR|3VULN|2TLV|1DMG|2ASPD|1CDMG	13TLV|23ASPD|3BPWR|4DMG|5FEWX|6RCR|7CDMG|89aVULN
69	33215 56313	6	   	258.18	DCR|3VULN|2TLV|1DMG|2ASPD|1CDMG	13TLV|23ASPD|3BPWR|4DMG|5BEXP|6RCR|7CDMG|89aVULN
70	33216 56313	6	   	258.18	DCR|3VULN|2TLV|1DMG|2ASPD|1CDMG	13TLV|23ASPD|3BPWR|4DMG|5LHND|6RCR|7CDMG|89aVULN
71	11131 23354	2	 * 	257.64	DCR|5VULN|3DUR|1SELL	179LHND|24ZMB|34789VULN|479BPWR|5SELL|679DUR|aRCR
72	11231 23354	3	 * 	257.64	DCR|5VULN|3DUR|1SELL	179LHND|24ZMB|34789VULN|479BPWR|5SELL|679DUR|aRCR
73	14131 23354	1	 * 	257.64	DCR|5VULN|3DUR|1SELL	179LHND|24ZMB|34789VULN|479BPWR|5SELL|679DUR|aRCR
74	43121 34422	4	   	257.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	17DUST|27VULN|3aDUR|4CDMG|5LEGI|67DMG|7BPWR|8TLV|9RCR
75	32531 51261	2	   	257.31	DCR|2VULN|3DUR|2TLV|1DMG|1AART	14TLV|249DUR|3AART|4BPWR|5aVULN|6DUST|7DMG|8RCR
76	23231 53333	10	 * 	257.16	DCR|2VULN|3DMG|2DUR|3ASPD	139ERES|239ASPD|39aBPWR|4aVULN|5DMSP|6RCR|7aDUR|89aDMG
77	32146 12343	2	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	1TLV|25aDUR|34VULN|69DMG|7RCR|8RPLT
78	32246 12343	3	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	1TLV|25aDUR|34VULN|69DMG|7RCR|8RPLT
79	32146 12115	2	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	1TLV|259DUR|34VULN|6aDMG|7RCR|8BEXP
80	32246 12115	3	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	1TLV|259DUR|34VULN|6aDMG|7RCR|8BEXP
81	43121 34521	4	 * 	257.04	DCR|3VULN|3DMG|1DUR|1CDMG	17aDUST|27aVULN|3DUR|4CDMG|5LEGI|67aDMG|7aBPWR|8MBVNT|9RCR
82	52311 14341	4	 * 	256.99	DCR|2VULN|3DMG|2TLV|2CDMG	1RCVC|24aDMG|3aTLV|58VULN|6RCR|7CGEN|9aCDMG|aBPWR
83	52311 15341	4	   	256.89	DCR|2VULN|3DMG|2TLV|2CDMG	1RCVC|24aDMG|3aTLV|58VULN|6RCR|7ERES|9aCDMG|aBPWR
84	52313 26341	7	   	256.89	DCR|2VULN|3DMG|2TLV|2CDMG	1RCVC|24aDMG|3aTLV|5ERES|6RCR|78VULN|9aCDMG|aBPWR
85	31323 63553	2	   	256.68	DCR|3VULN|2TLV|2DUR|2AART	19TLV|2FEWX|39DUR|47AART|5BELT|6RCR|89aVULN|9BPWR
86	32323 63553	1	   	256.68	DCR|3VULN|2TLV|2DUR|2AART	19TLV|2FEWX|39DUR|47AART|5BELT|6RCR|89aVULN|9BPWR
87	32141 25331	7	   	256.19	DCR|2VULN|3DUR|2TLV|2LIT|1CDMG	1aTLV|26aDUR|34LIT|5CDMG|7RCR|8aVULN|9LEGI|aBPWR
88	32336 22621	2	   	256.18	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|235DUR|47VULN|6LIT|8DMG|9RCR|aASPD
89	32436 22621	3	   	256.18	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|235DUR|47VULN|6LIT|8DMG|9RCR|aASPD
90	33635 13513	2	   	256.16	DCR|2VULN|3DUR|2TLV|1DMG	1aTLV|2ASPD|3aZMB|47VULN|5DMG|6RCR|89aDUR|aBPWR
91	43123 22553	4	 * 	256.07	DCR|3VULN|2DMG|2DUR|1CDMG	19DUST|289VULN|3aDUR|4CDMG|5RMIN|69DMG|7RCR|9BPWR
92	33125 13113	4	   	256.06	DCR|2VULN|3DUR|3TLV|1DMG	18aTLV|2ASPD|39aDUR|4ZMB|5DMG|6RCR|7aVULN|aBPWR
93	32146 13216	2	 * 	255.97	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG|1AART	1TLV|25DUR|34VULN|6DMG|7AART|8RCR|9aCDMG
94	32246 13216	3	   	255.97	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG|1AART	1TLV|25DUR|34VULN|6DMG|7AART|8RCR|9aCDMG
95	32136 12522	2	   	255.96	DCR|2VULN|3DUR|2TLV|1DMG	14TLV|258DUR|39VULN|6DMG|7RCR|aLIT
96	32236 12522	3	   	255.96	DCR|2VULN|3DUR|2TLV|1DMG	14TLV|258DUR|39VULN|6DMG|7RCR|aLIT
97	32336 22622	2	   	255.96	DCR|2VULN|3DUR|2TLV|1DMG	1aTLV|235DUR|47VULN|6LIT|8DMG|9RCR
98	32436 22622	3	   	255.96	DCR|2VULN|3DUR|2TLV|1DMG	1aTLV|235DUR|47VULN|6LIT|8DMG|9RCR
99	32234 32514	8	   	255.49	DCR|2VULN|2DMG|2TLV|1DUR|1NUKE|1AART	19TLV|2DUR|39VULN|4LIT|5NUKE|6AART|7LWND|89DMG|9BPWR|aRCR
100	32234 33514	8	   	255.49	DCR|2VULN|2DMG|2TLV|1DUR|1NUKE|1AART	19TLV|2DUR|39VULN|4LIT|5NUKE|6AART|7LHND|89DMG|9BPWR|aRCR
101	32133 62132	2	   	255.39	DCR|2VULN|2DMG|3TLV|1DUR|1AART	149TLV|2DUR|39VULN|5ASPD|6DUST|79DMG|8AART|9BPWR|aRCR
102	32233 62132	3	   	255.39	DCR|2VULN|2DMG|3TLV|1DUR|1AART	149TLV|2DUR|39VULN|5ASPD|6DUST|79DMG|8AART|9BPWR|aRCR
103	33231 32566	6	   	255.30	DCR|3VULN|2TLV|2DUR|2ASPD	13TLV|23ASPD|3BPWR|49aVULN|5DMSP|68DUR|7RCR
104	33234 46222	10	 * 	255.30	DCR|3VULN|3TLV|2DUR|2ASPD	137TLV|23ASPD|37BPWR|47aVULN|57DUR|6RCVC|8ERES|9RCR
105	33231 36222	10	   	255.30	DCR|3VULN|3TLV|2DUR|2ASPD	137TLV|23ASPD|37BPWR|47aVULN|5DMSP|67DUR|8ERES|9RCR
106	33231 36226	9	   	255.30	DCR|3VULN|3TLV|2DUR|2ASPD	137TLV|23ASPD|37BPWR|47aVULN|5DMSP|67DUR|8ERES|9RCR
107	23565 11212	3	   	255.26	DCR|2VULN|2DMG|1TLV|2ASPD|1DUR|1AART	1ERES|2aASPD|3LWND|4TLV|5aDMG|6RCR|7AART|8DUR|9aVULN|aBPWR
108	32141 36222	2	   	255.06	DCR|3VULN|3TLV|2DUR|2ASPD|1SELL	178TLV|2aDUR|347VULN|5SELL|67ASPD|7BPWR|9RCR
109	32241 36222	3	   	255.06	DCR|3VULN|3TLV|2DUR|2ASPD|1SELL	178TLV|2aDUR|347VULN|5SELL|67ASPD|7BPWR|9RCR
110	36263 33313	8	   	254.80	DCR|4VULN|1TLV|1DMG|1CDMG	1TLV|2LWND|389aVULN|4DMG|5ERES|6CDMG|7RCR
111	36263 33333	9	   	254.80	DCR|4VULN|1TLV|1DMG|1CDMG	1TLV|2LWND|389aVULN|4DMG|5ERES|6CDMG|7RCR
112	22336 26622	2	   	254.43	DCR|2VULN|3DUR|1TLV|1DMG|2LIT	17ERES|235DUR|47VULN|67LIT|7BPWR|8DMG|9RCR|aTLV
113	32336 22626	2	   	254.43	DCR|2VULN|3DUR|1TLV|1DMG|2LIT	1TLV|235DUR|47VULN|6aLIT|8DMG|9RCR
114	36263 33212	10	   	254.39	DCR|3VULN|3TLV|3CDMG|1DMG	19aTLV|2LWND|39aVULN|4DMG|58ERES|69aCDMG|7RCR|9aBPWR
115	32115 23224	9	   	254.28	DCR|2VULN|3DUR|1TLV|1DMG|2LIT|1SELL	1TLV|256DUR|35LIT|4SELL|5BPWR|79VULN|8DMG|aRCR
116	31221 51236	5	   	254.19	DCR|3VULN|2TLV|1DMG|2ASPD|1AART	1aTLV|2FEWX|35aVULN|4DUST|6DMG|7AART|8RCR|9aASPD|aBPWR
117	31223 51236	4	   	254.19	DCR|3VULN|2TLV|1DMG|2ASPD|1AART	1aTLV|2FEWX|35aVULN|4DUST|6DMG|7AART|8RCR|9aASPD|aBPWR
118	43111 32356	7	 * 	254.09	DCR|4VULN|2DUR|2CDMG	19DUST|2589VULN|37DUR|4ASPD|69CDMG|9BPWR|aRCR
119	52416 33311	6	 * 	254.04	DCR|3VULN|2DMG|3CDMG|1DUR	1RCVC|27DMG|378VULN|4BEXP|5DUR|679CDMG|7BPWR|aRCR
120	51315 21523	10	   	253.86	DCR|3VULN|3DUR|1TLV|1AART	1RCVC|2AART|356DUR|478VULN|9RCR|aTLV
121	32141 35423	2	   	253.81	DCR|4VULN|1TLV|1DUR|1SELL	1TLV|2DUR|348aVULN|5SELL|6ASPD|7RCR|9LIT
122	32241 35423	3	   	253.81	DCR|4VULN|1TLV|1DUR|1SELL	1TLV|2DUR|348aVULN|5SELL|6ASPD|7RCR|9LIT
123	55331 53331	9	   	253.78	DCR|2VULN|2DMG|2TLV|2ASPD|1DUR	1RCVC|29ASPD|39TLV|4aVULN|5DMSP|6RCR|7DUR|89DMG|9BPWR
124	33231 53341	9	   	253.68	DCR|2VULN|2DMG|2TLV|2ASPD|1DUR	13TLV|23ASPD|3BPWR|4aVULN|5DMSP|6RCR|7DUR|89DMG
125	52311 14362	4	 * 	253.44	DCR|3VULN|3DMG|1TLV	1RCVC|24aDMG|3TLV|589VULN|6RCR|7CGEN
126	52311 15362	4	   	253.34	DCR|3VULN|3DMG|1TLV	1RCVC|24aDMG|3TLV|589VULN|6RCR|7ERES
127	52313 26124	10	   	253.34	DCR|3VULN|3DMG|1TLV	1RCVC|24aDMG|3TLV|5aERES|6RCR|79aVULN|8MBVNT|aBPWR
128	52313 26362	7	   	253.34	DCR|3VULN|3DMG|1TLV	1RCVC|24aDMG|3TLV|5ERES|6RCR|789VULN
129	32113 52631	2	   	253.28	DCR|2VULN|3DMG|2TLV|1DUR	18TLV|2DUR|38VULN|4ZMB|5MLV|678DMG|8BPWR|9BELT|aRCR
130	32213 52631	3	   	253.28	DCR|2VULN|3DMG|2TLV|1DUR	18TLV|2DUR|38VULN|4ZMB|5MLV|678DMG|8BPWR|9BELT|aRCR
131	42232 41312	1	 * 	253.26	DCR|5VULN|3LIT|1DMG	17DUST|247LIT|3567aVULN|7BPWR|8RCR|9DMG
132	32216 52611	4	   	253.08	DCR|2VULN|3DMG|2TLV|1DUR	18TLV|2DUR|38VULN|49ERES|5ZMB|678DMG|8BPWR|aRCR
133	32221 62125	9	   	252.97	DCR|3VULN|1TLV|1DMG|1DUR	1TLV|2DUR|357VULN|4DUST|6ASPD|8LIT|9RCR|aDMG
134	32251 62125	9	   	252.97	DCR|3VULN|1TLV|1DMG|1DUR	1TLV|2DUR|357VULN|4LEGI|6ASPD|8LIT|9RCR|aDMG
135	32112 55423	2	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|25DUR|38aVULN|4ZMB|6CDMG|7RCR|9LIT
136	32212 55423	3	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|25DUR|38aVULN|4ZMB|6CDMG|7RCR|9LIT
137	36221 12625	9	   	252.84	DCR|3VULN|2TLV|1DMG|2ASPD	18TLV|2LWND|358VULN|4DUST|6LIT|78ASPD|8BPWR|9RCR|aDMG
138	31256 23311	4	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	18TLV|2FEWX|38aVULN|4LEGI|58DUR|6RCR|7TBNT|8BPWR|9CDMG
139	36451 23311	5	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	18TLV|2LWND|38DUR|4LEGI|58aVULN|6RCR|7TBNT|8BPWR|9CDMG
140	32331 35411	2	   	252.69	DCR|3VULN|2DUR|1TLV|1CDMG|1SELL	1TLV|23DUR|48aVULN|5SELL|6ASPD|7RCR|9CDMG
141	32431 35411	3	   	252.69	DCR|3VULN|2DUR|1TLV|1CDMG|1SELL	1TLV|23DUR|48aVULN|5SELL|6ASPD|7RCR|9CDMG
142	55333 53321	9	   	252.60	DCR|3VULN|1TLV|1DMG|2ASPD|1DUR	1RCVC|25ASPD|3TLV|49aVULN|6RCR|7DUR|8DMG
143	32131 35453	2	   	252.59	DCR|3VULN|2TLV|1DMG|1DUR|1SELL	14TLV|2DUR|38aVULN|5SELL|6ASPD|7RCR|9DMG
144	32231 35453	3	   	252.59	DCR|3VULN|2TLV|1DMG|1DUR|1SELL	14TLV|2DUR|38aVULN|5SELL|6ASPD|7RCR|9DMG
145	32415 16322	6	 * 	252.58	DCR|3VULN|3DUR|3TLV	17aTLV|235DUR|457BEXP|57aBPWR|67aVULN|8DMSP|9RCR
146	32336 16341	2	   	252.48	DCR|3VULN|3DUR|2TLV	17TLV|235DUR|478VULN|67LHND|7BPWR|9RCR|aFEWX
147	32336 16342	2	   	252.48	DCR|3VULN|3DUR|2TLV	17TLV|235DUR|478VULN|67aLHND|7BPWR|9RCR
148	32336 16343	2	   	252.38	DCR|3VULN|3DUR|2TLV	17TLV|235DUR|478VULN|67LHND|7BPWR|9RCR|aTBNT
149	32212 34322	2	   	252.33	DCR|3VULN|3DUR|3TLV|1SELL	178TLV|26aDUR|3SELL|478CGEN|578VULN|78BPWR|9RCR
150	52331 32563	6	   	252.21	DCR|2VULN|2DMG|2TLV|2DUR	1RCVC|2aDMG|3aTLV|4LWND|5DMSP|68DUR|7RCR|9aVULN|aBPWR
151	22212 16165	6	   	252.18	DCR|3VULN|3DUR|2TLV	145ERES|268DUR|369VULN|69BPWR|79TLV|aRCR
152	32146 13231	2	   	252.15	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD|1AART	1TLV|25DUR|34VULN|6DMG|7AART|8RCR|9aASPD
153	32246 13231	3	   	252.15	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD|1AART	1TLV|25DUR|34VULN|6DMG|7AART|8RCR|9aASPD
154	52346 13283	1	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	13RCVC|2MBVNT|4aDUR|58VULN|6RCR|7aDMG|9aTLV|aBPWR
155	32136 12345	2	   	252.01	DCR|2VULN|2DMG|2TLV|2DUR	14TLV|25DUR|3aVULN|69DMG|7RCR|8RPLT
156	32236 12345	3	   	252.01	DCR|2VULN|2DMG|2TLV|2DUR	14TLV|25DUR|3aVULN|69DMG|7RCR|8RPLT
157	33233 11225	9	   	251.96	DCR|3VULN|2TLV|3ASPD|1DMG	13TLV|235ASPD|3BPWR|479VULN|6DMG|8CGEN|aRCR
158	33233 11235	7	   	251.96	DCR|3VULN|2TLV|3ASPD|1DMG	13TLV|235ASPD|3BPWR|478VULN|6DMG|9RCVC|aRCR
159	33233 11265	10	   	251.96	DCR|3VULN|2TLV|3ASPD|1DMG	13TLV|235ASPD|3BPWR|47aVULN|6DMG|8CGEN|9RCR
160	33233 11266	9	   	251.96	DCR|3VULN|2TLV|3ASPD|1DMG	13TLV|235ASPD|3BPWR|47aVULN|6DMG|8CGEN|9RCR
161	33233 11365	7	   	251.96	DCR|3VULN|2TLV|3ASPD|1DMG	13TLV|235ASPD|3BPWR|479VULN|6DMG|8RCVC|aRCR
162	33233 11515	9	   	251.96	DCR|3VULN|2TLV|3ASPD|1DMG	13TLV|235ASPD|3BPWR|478VULN|6DMG|9MLV|aRCR
163	33233 11535	8	   	251.96	DCR|3VULN|2TLV|3ASPD|1DMG	13TLV|235ASPD|3BPWR|478VULN|6DMG|9RCVC|aRCR
164	33233 11565	9	   	251.96	DCR|3VULN|2TLV|3ASPD|1DMG	13TLV|235ASPD|3BPWR|478VULN|6DMG|9RMIN|aRCR
165	33233 15265	7	   	251.96	DCR|3VULN|2TLV|3ASPD|1DMG	13TLV|235ASPD|3BPWR|489VULN|6DMG|7RCVC|aRCR
166	33233 15525	9	   	251.96	DCR|3VULN|2TLV|3ASPD|1DMG	13TLV|235ASPD|3BPWR|489VULN|6DMG|7RCVC|aRCR
167	33233 11325	9	   	251.86	DCR|3VULN|2TLV|3ASPD|1DMG	13TLV|235ASPD|3BPWR|479VULN|6DMG|8ERES|aRCR
