0	Index      	Bounty	 *	Score 	Summary	Detail	
1	65432 41411	7	 * 	286.67	DCR|3VULN|3DUR|2DMG|3TLV	17aTLV|2LEGI|3MBVNT|47aVULN|578DUR|6RCR|7aBPWR|9aDMG
49	55213 11312	6	   	269.97	DCR|3VULN|2DMG|2CDMG|1DUR|1ASPD	1RMIN|28CDMG|3DUR|48DMG|568VULN|7RCR|8BPWR|9ASPD|aFEWX
50	55213 11313	6	   	269.97	DCR|3VULN|2DMG|2CDMG|1DUR|1ASPD	1RMIN|28CDMG|3DUR|48DMG|568VULN|7RCR|8BPWR|9ASPD|aLWND
51	55213 11316	6	   	269.97	DCR|3VULN|2DMG|2CDMG|1DUR|1ASPD	1RMIN|28CDMG|3DUR|48DMG|568VULN|7RCR|8BPWR|9ASPD|aLHND
52	55313 11311	6	   	269.97	DCR|3VULN|2DMG|2CDMG|1TLV|1ASPD	1RMIN|28CDMG|3LHND|48DMG|568VULN|7RCR|8BPWR|9ASPD|aTLV
53	55413 11311	6	   	269.97	DCR|3VULN|2DMG|2CDMG|1TLV|1ASPD	1RMIN|28CDMG|3LWND|48DMG|568VULN|7RCR|8BPWR|9ASPD|aTLV
54	32114 34234	9	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	1LWND|238VULN|47DMG|5aDUR|6RCR|9TLV
55	32114 31216	10	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	1LWND|2389VULN|4DMG|57DUR|6RCR|aASPD
56	32234 34214	9	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	1LWND|2489VULN|3ASPD|5aDUR|6RCR|7DMG
57	54212 14223	8	 * 	269.37	DCR|3VULN|3DMG|2TLV|1ASPD	1RMIN|258DMG|3ASPD|48TLV|678VULN|8BPWR|9LHND|aRCR
58	54212 14233	8	   	269.37	DCR|3VULN|3DMG|2TLV|1ASPD	1RMIN|258DMG|3ASPD|48TLV|678VULN|8BPWR|9BEXP|aRCR
59	32114 34421	10	 * 	269.24	DCR|3VULN|3DMG|2DUR	19aLWND|23aVULN|478DMG|5aDUR|6RCR|aBPWR
60	53632 13241	7	 * 	269.14	DCR|3VULN|3DMG|3ASPD	1RMIN|2RPLT|358DMG|468VULN|789ASPD|8BPWR|aRCR
61	32114 31443	8	   	269.04	DCR|3VULN|3DMG|2DUR	1LWND|23aVULN|489DMG|57DUR|6RCR
62	55214 21332	6	 * 	268.43	DCR|2VULN|3DMG|2DUR|3CDMG	1RMIN|28aCDMG|35DUR|458DMG|58BPWR|68VULN|7RCR|9ZMB
63	55214 21332	5	   	268.43	DCR|2VULN|3DMG|2DUR|3CDMG	1RMIN|28aCDMG|35DUR|458DMG|58BPWR|68VULN|7RCR|9ZMB
64	55214 21312	6	   	268.33	DCR|2VULN|3DMG|2DUR|3CDMG	1RMIN|28aCDMG|35DUR|458DMG|58BPWR|68VULN|7RCR|9BBNT
65	55214 21312	5	   	268.33	DCR|2VULN|3DMG|2DUR|3CDMG	1RMIN|28aCDMG|35DUR|458DMG|58BPWR|68VULN|7RCR|9BBNT
66	32114 31211	10	   	268.10	DCR|4VULN|2DUR|1DMG|1AART	1LWND|2389VULN|4DMG|57DUR|6RCR|aAART
67	32114 31213	9	   	268.10	DCR|4VULN|2DUR|1DMG|1AART	1LWND|2389VULN|4DMG|57DUR|6RCR|aAART
68	32114 35214	8	   	268.10	DCR|4VULN|2DUR|1DMG|1AART	1LWND|2378VULN|4DMG|5aDUR|6RCR|9AART
69	32115 36214	8	   	268.10	DCR|4VULN|2DUR|1DMG|1AART	1LWND|2358VULN|4DMG|6RCR|7aDUR|9AART
70	55214 23221	9	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1RMIN|2CDMG|35DUR|45DMG|5BPWR|68VULN|7ASPD|9RCR|aTLV
71	55213 11321	6	   	267.27	DCR|3VULN|2DMG|2CDMG|1DUR	1RMIN|28CDMG|3DUR|48DMG|568VULN|7RCR|8BPWR|9LHND|aLIT
72	55213 11361	6	   	267.27	DCR|3VULN|2DMG|2CDMG|1DUR	1RMIN|28CDMG|3DUR|48DMG|568VULN|7RCR|8BPWR|9DMSP|aLIT
73	55213 11331	6	   	267.17	DCR|3VULN|2DMG|2CDMG|1DUR	1RMIN|28CDMG|3DUR|48DMG|568VULN|7RCR|8BPWR|9DUST|aLIT
74	55213 11351	6	   	267.17	DCR|3VULN|2DMG|2CDMG|1DUR	1RMIN|28CDMG|3DUR|48DMG|568VULN|7RCR|8BPWR|9LEGI|aLIT
75	23224 34252	10	   	266.86	DCR|3VULN|2DUR|1DMG|2TLV|1ASPD	1ERES|2aTLV|3ASPD|4LWND|5aDUR|6RCR|7DMG|89aVULN|aBPWR
76	52533 31235	9	   	266.81	DCR|3VULN|3DUR|2DMG	1RMIN|29LWND|357DUR|49aVULN|6RCR|89DMG|9BPWR
77	32234 34431	9	   	266.25	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	19LWND|249VULN|3ASPD|5DUR|6RCR|79DMG|8RMIN|9BPWR|aTLV
78	32114 34235	10	   	266.05	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1LWND|238VULN|47DMG|5DUR|6RCR|9TLV|aASPD
79	32114 34235	9	   	266.05	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1LWND|238VULN|47DMG|5DUR|6RCR|9TLV|aASPD
80	32234 34261	10	   	266.05	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1LWND|248VULN|3ASPD|5DUR|6RCR|7aDMG|9TLV
81	32114 35222	8	   	265.81	DCR|4VULN|1DMG|1DUR|1CDMG	1LWND|2378VULN|4DMG|5DUR|6RCR|9LIT|aCDMG
82	32114 35522	7	   	265.81	DCR|4VULN|1DMG|1DUR|1CDMG	1LWND|2378VULN|4DMG|5DUR|6RCR|9LIT|aCDMG
83	32115 36222	8	   	265.81	DCR|4VULN|1DMG|1DUR|1CDMG	1LWND|2358VULN|4DMG|6RCR|7DUR|9LIT|aCDMG
84	32115 36522	7	   	265.81	DCR|4VULN|1DMG|1DUR|1CDMG	1LWND|2358VULN|4DMG|6RCR|7DUR|9LIT|aCDMG
85	32115 36522	6	   	265.81	DCR|4VULN|1DMG|1DUR|1CDMG	1LWND|2358VULN|4DMG|6RCR|7DUR|9LIT|aCDMG
86	32114 35631	7	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1LWND|237VULN|4DMG|59DUR|6RCR|8CDMG|aTLV
87	32115 36631	7	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1LWND|235VULN|4DMG|6RCR|79DUR|8CDMG|aTLV
88	32115 36631	6	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1LWND|235VULN|4DMG|6RCR|79DUR|8CDMG|aTLV
89	32234 34431	10	   	265.66	DCR|3VULN|3DMG|1DUR|1ASPD	19LWND|249VULN|3ASPD|5DUR|6RCR|79aDMG|8RMIN|9BPWR
90	32235 36234	9	   	265.63	DCR|4VULN|2DUR|1TLV|1ASPD	1LWND|2458VULN|3ASPD|6RCR|7aDUR|9TLV
91	32234 34315	10	   	265.46	DCR|3VULN|3DMG|1DUR|1ASPD	1LWND|249VULN|3ASPD|5DUR|6RCR|78aDMG
92	32113 43233	7	   	265.35	DCR|4VULN|2DMG|2CDMG	167LWND|238aVULN|4aDMG|5aCDMG|9RCR|aBPWR
93	32113 46233	6	   	265.35	DCR|4VULN|2DMG|2CDMG	167LWND|238aVULN|4aDMG|5aCDMG|9RCR|aBPWR
94	32113 46233	5	   	265.35	DCR|4VULN|2DMG|2CDMG	167LWND|238aVULN|4aDMG|5aCDMG|9RCR|aBPWR
95	32132 63233	7	   	265.35	DCR|4VULN|2DMG|2CDMG	157LWND|238aVULN|4aCDMG|6aDMG|9RCR|aBPWR
96	32132 66233	6	   	265.35	DCR|4VULN|2DMG|2CDMG	157LWND|238aVULN|4aCDMG|6aDMG|9RCR|aBPWR
97	32114 31234	9	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	1LWND|238VULN|4DMG|57aDUR|6RCR|9TLV
98	55313 11326	6	   	265.25	DCR|4VULN|2DMG|2CDMG	1RMIN|28CDMG|3LHND|48DMG|568aVULN|7RCR|8BPWR|9LEGI
99	32234 34215	9	 * 	265.06	DCR|4VULN|2ASPD|1DMG|1DUR	1LWND|2489VULN|3aASPD|5DUR|6RCR|7DMG
100	55213 11322	6	 * 	265.00	DCR|3VULN|2DMG|3CDMG|1DUR	1RMIN|28aCDMG|3DUR|48DMG|568VULN|7RCR|8BPWR|9LHND
101	55213 11332	6	   	264.90	DCR|3VULN|2DMG|3CDMG|1DUR	1RMIN|28aCDMG|3DUR|48DMG|568VULN|7RCR|8BPWR|9DUST
102	55213 11352	6	   	264.90	DCR|3VULN|2DMG|3CDMG|1DUR	1RMIN|28aCDMG|3DUR|48DMG|568VULN|7RCR|8BPWR|9LEGI
103	55213 25312	5	   	264.90	DCR|3VULN|2DMG|3CDMG|1DUR	1RMIN|278CDMG|3DUR|48DMG|58aVULN|6RCR|8BPWR|9DUST
104	55213 41312	5	   	264.90	DCR|3VULN|2DMG|3CDMG|1DUR	1RMIN|268CDMG|3DUR|48DMG|58aVULN|7RCR|8BPWR|9DUST
105	55213 51312	6	   	264.90	DCR|3VULN|2DMG|3CDMG|1DUR	1RMIN|268CDMG|3DUR|48DMG|58aVULN|7RCR|8BPWR|9DUST
106	32125 42411	3	   	264.69	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1LWND|2358VULN|4DUR|6RCR|7CDMG|9ASPD|aTLV
107	32133 11411	6	   	264.69	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1LWND|2368VULN|4CDMG|5DUR|7RCR|9ASPD|aTLV
108	32235 36213	8	   	264.52	DCR|4VULN|1DMG|1DUR|1ASPD|1AART	1LWND|2458VULN|3ASPD|6RCR|7DUR|9AART|aDMG
109	32235 36513	7	   	264.52	DCR|4VULN|1DMG|1DUR|1ASPD|1AART	1LWND|2458VULN|3ASPD|6RCR|7DUR|9AART|aDMG
110	32114 31416	10	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	1LWND|239VULN|48DMG|57DUR|6RCR|aASPD
111	32234 31415	10	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	1LWND|249VULN|3ASPD|57DUR|6RCR|8aDMG
112	32234 34314	9	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	1LWND|249VULN|3ASPD|5aDUR|6RCR|78DMG
113	32114 34213	8	   	264.11	DCR|3VULN|3DMG|1DUR|1AART	1LWND|238VULN|47aDMG|5DUR|6RCR|9AART
114	32114 34513	7	   	264.11	DCR|3VULN|3DMG|1DUR|1AART	1LWND|238VULN|47aDMG|5DUR|6RCR|9AART
115	32114 35413	8	   	264.11	DCR|3VULN|3DMG|1DUR|1AART	1LWND|237VULN|48aDMG|5DUR|6RCR|9AART
116	32115 36413	8	   	264.11	DCR|3VULN|3DMG|1DUR|1AART	1LWND|235VULN|48aDMG|6RCR|7DUR|9AART
117	32114 35622	7	   	264.02	DCR|4VULN|1DMG|2CDMG|1DUR	19LWND|2379VULN|4DMG|5DUR|6RCR|89CDMG|9BPWR|aFEWX
118	32114 35623	7	   	264.02	DCR|4VULN|1DMG|2CDMG|1DUR	19aLWND|2379VULN|4DMG|5DUR|6RCR|89CDMG|9BPWR
119	32115 32621	7	   	264.02	DCR|4VULN|1DMG|2CDMG|1TLV	19LWND|2359VULN|4DMG|6RCR|7LHND|89CDMG|9BPWR|aTLV
120	32115 33363	5	 * 	264.02	DCR|4VULN|2TLV|1DMG|1DUR	18LWND|2358VULN|4DMG|6CGEN|78TLV|8BPWR|9RCR|aDUR
121	32115 33363	4	   	264.02	DCR|4VULN|2TLV|1DMG|1DUR	18LWND|2358VULN|4DMG|6CGEN|78TLV|8BPWR|9RCR|aDUR
122	32115 36622	7	   	264.02	DCR|4VULN|1DMG|2CDMG|1DUR	19LWND|2359VULN|4DMG|6RCR|7DUR|89CDMG|9BPWR|aFEWX
123	32115 36622	6	   	264.02	DCR|4VULN|1DMG|2CDMG|1DUR	19LWND|2359VULN|4DMG|6RCR|7DUR|89CDMG|9BPWR|aFEWX
124	32115 36623	6	   	264.02	DCR|4VULN|1DMG|2CDMG|1DUR	19aLWND|2359VULN|4DMG|6RCR|7DUR|89CDMG|9BPWR
125	32115 36623	7	   	264.02	DCR|4VULN|1DMG|2CDMG|1DUR	19aLWND|2359VULN|4DMG|6RCR|7DUR|89CDMG|9BPWR
126	32116 36622	7	   	264.02	DCR|4VULN|1DMG|2CDMG|1DUR	159LWND|239aVULN|4DMG|6RCR|7DUR|89CDMG|9BPWR
127	32116 36622	6	   	264.02	DCR|4VULN|1DMG|2CDMG|1DUR	159LWND|239aVULN|4DMG|6RCR|7DUR|89CDMG|9BPWR
128	32135 33363	3	   	264.02	DCR|4VULN|2TLV|1DMG|1DUR	18LWND|2358VULN|4DMG|6CGEN|78TLV|8BPWR|9RCR|aDUR
129	32115 31621	7	   	263.92	DCR|4VULN|1DMG|2CDMG|1TLV	19LWND|2359VULN|4DMG|6RCR|7DUST|89CDMG|9BPWR|aTLV
130	32114 35211	10	   	263.39	DCR|5VULN|1DMG|1DUR	1aLWND|23789VULN|4DMG|5DUR|6RCR
131	32114 35212	9	   	263.39	DCR|5VULN|1DMG|1DUR	1LWND|23789VULN|4DMG|5DUR|6RCR|aFEWX
132	32114 35212	10	   	263.39	DCR|5VULN|1DMG|1DUR	1LWND|23789VULN|4DMG|5DUR|6RCR|aFEWX
133	32114 35213	10	   	263.39	DCR|5VULN|1DMG|1DUR	1LWND|23789VULN|4DMG|5DUR|6RCR|aRPLT
134	32114 35214	10	   	263.39	DCR|5VULN|1DMG|1DUR	1LWND|23789VULN|4DMG|5DUR|6RCR|aRMIN
135	32114 35215	10	   	263.39	DCR|5VULN|1DMG|1DUR	1LWND|23789VULN|4DMG|5DUR|6RCR|aCGEN
136	32114 35215	9	   	263.39	DCR|5VULN|1DMG|1DUR	1LWND|23789VULN|4DMG|5DUR|6RCR|aMLV
137	32114 35216	10	   	263.39	DCR|5VULN|1DMG|1DUR	1LWND|23789VULN|4DMG|5DUR|6RCR|aBELT
138	32114 35226	10	   	263.39	DCR|5VULN|1DMG|1DUR	1LWND|2378aVULN|4DMG|5DUR|6RCR|9LHND
139	32115 32214	9	   	263.39	DCR|5VULN|1DMG|1TLV	1LWND|23589VULN|4DMG|6RCR|7LHND|aTLV
140	32115 36211	10	   	263.39	DCR|5VULN|1DMG|1DUR	1aLWND|23589VULN|4DMG|6RCR|7DUR
141	32115 36212	10	   	263.39	DCR|5VULN|1DMG|1DUR	1LWND|23589VULN|4DMG|6RCR|7DUR|aFEWX
142	32115 36212	9	   	263.39	DCR|5VULN|1DMG|1DUR	1LWND|23589VULN|4DMG|6RCR|7DUR|aFEWX
143	32115 36213	10	   	263.39	DCR|5VULN|1DMG|1DUR	1LWND|23589VULN|4DMG|6RCR|7DUR|aRPLT
144	32115 36214	10	   	263.39	DCR|5VULN|1DMG|1DUR	1LWND|23589VULN|4DMG|6RCR|7DUR|aRMIN
145	32115 36215	9	   	263.39	DCR|5VULN|1DMG|1DUR	1LWND|23589VULN|4DMG|6RCR|7DUR|aMLV
146	32115 36215	10	   	263.39	DCR|5VULN|1DMG|1DUR	1LWND|23589VULN|4DMG|6RCR|7DUR|aCGEN
147	32115 36216	10	   	263.39	DCR|5VULN|1DMG|1DUR	1LWND|23589VULN|4DMG|6RCR|7DUR|aBELT
148	32115 36226	10	   	263.39	DCR|5VULN|1DMG|1DUR	1LWND|2358aVULN|4DMG|6RCR|7DUR|9LHND
149	32114 35211	9	   	263.29	DCR|5VULN|1DMG|1DUR|1NUKE	1LWND|23789VULN|4DMG|5DUR|6RCR|aNUKE
150	32114 35213	9	   	263.29	DCR|5VULN|1DMG|1DUR	1LWND|23789VULN|4DMG|5DUR|6RCR|aTBNT
151	32115 31214	9	   	263.29	DCR|5VULN|1DMG|1TLV	1LWND|23589VULN|4DMG|6RCR|7DUST|aTLV
152	32115 36211	9	   	263.29	DCR|5VULN|1DMG|1DUR|1NUKE	1LWND|23589VULN|4DMG|6RCR|7DUR|aNUKE
153	32115 36213	9	   	263.29	DCR|5VULN|1DMG|1DUR	1LWND|23589VULN|4DMG|6RCR|7DUR|aTBNT
154	32234 31621	7	   	263.15	DCR|3VULN|2DUR|2CDMG|1TLV|1ASPD	19LWND|249VULN|3ASPD|57DUR|6RCR|89CDMG|9BPWR|aTLV
155	32114 31235	9	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1LWND|238VULN|4DMG|57DUR|6RCR|9TLV|aASPD
156	32114 31235	10	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1LWND|238VULN|4DMG|57DUR|6RCR|9TLV|aASPD
157	32234 31235	10	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1LWND|248VULN|3ASPD|57DUR|6RCR|9TLV|aDMG
158	32114 34323	6	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1LWND|239VULN|4DMG|5aDUR|6RCR|7TLV|8ASPD
159	32234 34263	9	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1LWND|248VULN|3ASPD|5aDUR|6RCR|7DMG|9TLV
160	32114 31213	8	   	263.04	DCR|3VULN|2DMG|2DUR|1AART	1LWND|238VULN|4aDMG|57DUR|6RCR|9AART
161	32114 31243	8	   	263.04	DCR|3VULN|2DMG|2DUR|1AART	1LWND|238VULN|49DMG|57DUR|6RCR|aAART
162	32114 31411	10	   	263.04	DCR|3VULN|2DMG|2DUR|1AART	1LWND|239VULN|48DMG|57DUR|6RCR|aAART
163	32114 31413	9	   	263.04	DCR|3VULN|2DMG|2DUR|1AART	1LWND|239VULN|48DMG|57DUR|6RCR|aAART
164	32114 31513	7	   	263.04	DCR|3VULN|2DMG|2DUR|1AART	1LWND|238VULN|4aDMG|57DUR|6RCR|9AART
165	32114 31543	7	   	263.04	DCR|3VULN|2DMG|2DUR|1AART	1LWND|238VULN|49DMG|57DUR|6RCR|aAART
166	32114 34214	8	   	263.04	DCR|3VULN|2DMG|2DUR|1AART	1LWND|238VULN|47DMG|5aDUR|6RCR|9AART
167	32125 63225	3	   	262.93	DCR|4VULN|2DUR|1TLV	1LWND|2359VULN|48DUR|6TLV|7LIT|aRCR
168	32235 35633	6	   	262.47	DCR|4VULN|2ASPD|1DMG|1CDMG	1LWND|2459VULN|37ASPD|6RCR|8CDMG|aDMG
169	55214 21321	6	   	262.39	DCR|2VULN|3DMG|2DUR|2CDMG	1RMIN|28CDMG|35DUR|458DMG|58BPWR|68VULN|7RCR|9BEXP|aDMSP
170	55214 21321	5	   	262.39	DCR|2VULN|3DMG|2DUR|2CDMG	1RMIN|28CDMG|35DUR|458DMG|58BPWR|68VULN|7RCR|9BEXP|aDMSP
171	55214 21323	6	   	262.39	DCR|2VULN|3DMG|2DUR|2CDMG	1RMIN|28CDMG|35DUR|458DMG|58BPWR|68VULN|7RCR|9BEXP|aLHND
172	55214 21323	5	   	262.39	DCR|2VULN|3DMG|2DUR|2CDMG	1RMIN|28CDMG|35DUR|458DMG|58BPWR|68VULN|7RCR|9BEXP|aLHND
173	55214 21333	5	   	262.39	DCR|2VULN|3DMG|2DUR|2CDMG	1RMIN|28CDMG|35DUR|458DMG|58BPWR|68VULN|7RCR|9ZMB|aLWND
174	55214 21333	6	   	262.39	DCR|2VULN|3DMG|2DUR|2CDMG	1RMIN|28CDMG|35DUR|458DMG|58BPWR|68VULN|7RCR|9ZMB|aLWND
175	55213 61322	6	   	262.29	DCR|2VULN|3DMG|2DUR|2CDMG	1RMIN|28CDMG|3aDUR|468DMG|58VULN|7RCR|8BPWR|9BEXP
176	55213 61331	6	   	262.29	DCR|2VULN|3DMG|2DUR|2CDMG	1RMIN|28CDMG|3aDUR|468DMG|58VULN|7RCR|8BPWR|9ZMB
