0	Index      	Bounty	 *	Score 	Summary	Detail	
1	23345 24312	3	 * 	289.64	DCR|4VULN|2DUR|1DMG|1TLV|2LIT	19DUR|2349VULN|5TLV|6ERES|79LIT|8RCR|9BPWR|aDMG
25	23162 16262	3	   	278.60	DCR|4VULN|2DUR|2TLV|1DMG	18DUR|2689VULN|3DMG|4LWND|58TLV|7RCR|8BPWR|aFEWX
26	23162 16263	3	   	278.60	DCR|4VULN|2DUR|2TLV|1DMG	18DUR|2689VULN|3DMG|4LWND|58TLV|7RCR|8BPWR|aBEXP
27	23132 16254	4	   	278.50	DCR|4VULN|2DUR|2TLV|1DMG	18DUR|268aVULN|3DMG|4FEWX|58TLV|7RCR|8BPWR|9DUST
28	23132 16261	4	   	278.50	DCR|4VULN|2DUR|2TLV|1DMG	18DUR|2689VULN|3DMG|4FEWX|58TLV|7RCR|8BPWR|aDUST
29	23132 16266	4	   	278.50	DCR|4VULN|2DUR|2TLV|1DMG	18DUR|2689VULN|3DMG|4FEWX|58TLV|7RCR|8BPWR|aBBNT
30	23142 16261	4	   	278.50	DCR|4VULN|2DUR|2TLV|1DMG	18DUR|2689VULN|3DMG|4LHND|58TLV|7RCR|8BPWR|aDUST
31	23162 16224	3	   	278.50	DCR|4VULN|2DUR|2TLV|1DMG	18DUR|268aVULN|3DMG|4LWND|58TLV|7RCR|8BPWR|9DUST
32	23162 16261	3	   	278.50	DCR|4VULN|2DUR|2TLV|1DMG	18DUR|2689VULN|3DMG|4LWND|58TLV|7RCR|8BPWR|aDUST
33	23336 63123	5	 * 	278.29	DCR|5VULN|2ASPD|1DUR|1CDMG	1DUR|23579VULN|45ASPD|5BPWR|6CDMG|8FEWX|aRCR
34	23336 63623	5	   	278.29	DCR|5VULN|2ASPD|1DUR|1CDMG	1DUR|23579VULN|45ASPD|5BPWR|6CDMG|8BEXP|aRCR
35	23341 16623	3	 * 	277.98	DCR|5VULN|2DUR|1DMG	1aDUR|23458VULN|6LHND|7RCR|9DMG
36	23345 33211	3	 * 	277.98	DCR|5VULN|2DUR|2TLV	18DUR|23478VULN|58TLV|6TBNT|8BPWR|9BELT|aRCR
37	21234 33634	1	 * 	277.83	DCR|2VULN|3DUR|2DMG|2TLV|1AART	137DUR|28VULN|48DMG|5AART|68TLV|8BPWR|9LIT|aRCR
38	23234 33634	2	   	277.83	DCR|2VULN|3DUR|2DMG|2TLV|1AART	137DUR|28VULN|48DMG|5AART|68TLV|8BPWR|9LIT|aRCR
39	23351 44221	7	   	277.51	DCR|4VULN|3DUR|1TLV|1AART	156DUR|236aVULN|4LEGI|6BPWR|7RCR|8AART|9TLV
40	33321 36326	4	   	276.46	DCR|3VULN|2DMG|2ASPD|1TLV|1DUR	1LWND|23aVULN|4CGEN|5DUR|6aASPD|7RCR|8TLV|9aDMG|aBPWR
41	53321 36326	4	   	276.46	DCR|3VULN|2DMG|2ASPD|1TLV|1DUR	1LHND|23aVULN|4CGEN|5DUR|6aASPD|7RCR|8TLV|9aDMG|aBPWR
42	23413 36326	5	   	276.36	DCR|3VULN|2DMG|2ASPD|1TLV|1DUR	1DUR|24aVULN|3ERES|5BEXP|6aASPD|7RCR|8TLV|9aDMG|aBPWR
43	33411 36326	4	   	276.36	DCR|3VULN|2DMG|2ASPD|1DUR|1TLV	1LWND|24aVULN|3ERES|5DUR|6aASPD|7RCR|8TLV|9aDMG|aBPWR
44	33412 36326	5	   	276.36	DCR|3VULN|2DMG|2ASPD|1DUR|1TLV	1LWND|24aVULN|3ERES|5DUR|6aASPD|7RCR|8TLV|9aDMG|aBPWR
45	53321 36326	3	   	276.36	DCR|3VULN|2DMG|2ASPD|1DUR|1TLV	1LHND|23aVULN|4ERES|5DUR|6aASPD|7RCR|8TLV|9aDMG|aBPWR
46	22224 32651	10	   	276.22	DCR|2VULN|3DMG|3DUR|1ASPD|1AART	13aDUR|2RPLT|4AART|5ASPD|6RCR|7aVULN|89aDMG|aBPWR
47	23336 52252	7	   	275.94	DCR|4VULN|2DUR|2ASPD|1TLV	19DUR|2358VULN|45ASPD|5BPWR|6RPLT|7TLV|aRCR
48	23342 26252	3	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	19DUR|2348VULN|5RPLT|6TLV|7DMG|aRCR
49	23231 26252	4	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	19DUR|2458VULN|3RPLT|6TLV|7DMG|aRCR
50	23316 16213	5	   	273.78	DCR|3VULN|3DUR|1DMG|1CDMG|1ASPD	156DUR|235VULN|4RMIN|5BPWR|7ASPD|8DMG|9CDMG|aRCR
51	42362 52121	3	 * 	273.78	ACR|2VULN|3DUR|2DMG|2ASPD|1TLV|2LIT|1CDMG	1RCR|279DUR|37VULN|49ASPD|5TLV|67LIT|79BPWR|89DMG|aCDMG
52	23326 36322	8	   	273.49	DCR|4VULN|2DUR|1DMG|2LIT	19DUR|2359VULN|4CGEN|6FEWX|79LIT|8RCR|9BPWR|aDMG
53	23326 44312	5	   	273.49	DCR|4VULN|2DUR|1DMG|2LIT	19DUR|2359VULN|4CGEN|6MLV|79LIT|8RCR|9BPWR|aDMG
54	33151 16326	5	   	273.46	DCR|3VULN|2DUR|2ASPD|1DMG|1TLV	1LWND|26aVULN|3DMG|4CGEN|5aDUR|7RCR|8TLV|9aASPD|aBPWR
55	23132 16246	4	 * 	273.45	DCR|3VULN|2DMG|2DUR|2TLV	18DUR|268VULN|3aDMG|4FEWX|58TLV|7RCR|8BPWR|9ERES
56	11527 84334	1	   	273.39	DCR|4VULN|2DUR|2TLV|2LIT	1MBVNT|2RCVC|3589VULN|45DUR|59BPWR|69TLV|79LIT|aRCR
57	23326 24312	5	   	273.39	DCR|4VULN|2DUR|1DMG|2LIT	19DUR|2359VULN|4CGEN|6ERES|79LIT|8RCR|9BPWR|aDMG
58	23411 13312	5	   	273.39	DCR|4VULN|2DUR|1DMG|2LIT	19DUR|2479VULN|3ERES|5CGEN|69LIT|8RCR|9BPWR|aDMG
59	33111 16326	5	   	273.36	DCR|3VULN|2DUR|2ASPD|1DMG|1TLV	1LWND|26aVULN|3DMG|4ERES|5aDUR|7RCR|8TLV|9aASPD|aBPWR
60	53111 16326	5	   	273.36	DCR|3VULN|2DUR|2ASPD|1DMG|1TLV	1LHND|26aVULN|3DMG|4ERES|5aDUR|7RCR|8TLV|9aASPD|aBPWR
61	63111 16326	5	   	273.36	DCR|3VULN|2DUR|2ASPD|1DMG|1TLV	1FEWX|26aVULN|3DMG|4ERES|5aDUR|7RCR|8TLV|9aASPD|aBPWR
62	12512 17427	4	   	273.26	DCR|3VULN|2DUR|2ASPD|1DMG|1TLV	1MBVNT|2aDUR|3ERES|46aVULN|5TLV|7RCR|8DMG|9aASPD|aBPWR
63	12311 23423	3	   	273.13	DCR|5VULN|1TLV|1DUR|1CDMG	1MBVNT|2DUR|35789VULN|4CDMG|6TLV|aRCR
64	23336 11346	5	 * 	273.11	DCR|4VULN|3DUR|2ASPD	16aDUR|235aVULN|45ASPD|5aBPWR|7RCR|8ZMB|9aBEXP
65	23336 11356	5	   	273.11	DCR|4VULN|3DUR|2ASPD	16aDUR|235aVULN|45ASPD|5aBPWR|7RCR|8ZMB|9aLHND
66	23341 16622	3	   	273.05	DCR|5VULN|1DMG|1DUR|1AART	1DUR|23458VULN|6LHND|7RCR|9DMG|aAART
67	23336 53233	6	   	272.95	DCR|5VULN|2ASPD|1DUR	1DUR|2357aVULN|45ASPD|5BPWR|6RPLT|8LIT|9RCR
68	23336 11326	5	   	272.91	DCR|4VULN|3DUR|2ASPD	16aDUR|235aVULN|45ASPD|5aBPWR|7RCR|8ZMB|9aDUST
69	23336 26532	9	   	272.42	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR|1CDMG	1DUR|235VULN|45ASPD|5BPWR|6ZMB|7TLV|8CDMG|9DMG|aRCR
70	23335 25125	4	   	271.96	DCR|3VULN|2DUR|2ASPD|1DMG|2LIT	19DUR|23aVULN|49ASPD|5DMG|6ERES|79LIT|8RCR|9BPWR
71	23316 22622	10	   	271.76	DCR|4VULN|3DUR|1DMG	157DUR|235aVULN|4RMIN|5BPWR|6ZMB|8DMG|9RCR
72	23341 46133	6	   	271.76	DCR|4VULN|3DUR|1DMG	158DUR|2369VULN|46BEXP|6BPWR|7RCR|aDMG
73	12238 52451	7	 * 	271.76	DCR|4VULN|3DUR|2TLV	1MBVNT|269DUR|3RPLT|4569VULN|69BPWR|7RCR|89TLV|aRCVC
74	12238 52452	7	   	271.76	DCR|4VULN|3DUR|2TLV	1MBVNT|269DUR|3RPLT|4569VULN|69BPWR|7RCR|89TLV|aCGEN
75	12238 52453	7	   	271.76	DCR|4VULN|3DUR|2TLV	1MBVNT|269DUR|3RPLT|4569VULN|69BPWR|7RCR|89TLV|aBEXP
76	12238 52454	7	   	271.76	DCR|4VULN|3DUR|2TLV	1MBVNT|269DUR|3RPLT|4569VULN|69BPWR|7RCR|89TLV|aLHND
77	23411 15313	5	   	271.76	DCR|4VULN|3DUR|3LIT	179DUR|2479VULN|3ERES|5CGEN|679LIT|79BPWR|8RCR|aZMB
78	23411 15316	5	   	271.76	DCR|4VULN|3DUR|3LIT	179DUR|2479VULN|3ERES|5CGEN|679LIT|79BPWR|8RCR|aFEWX
79	23316 33231	5	   	271.66	DCR|4VULN|3DUR|1DMG	15aDUR|2357VULN|4RMIN|5BPWR|6TBNT|8DMG|9RCR
80	21245 33211	1	   	271.66	DCR|4VULN|3DUR|2TLV	138DUR|2478VULN|58TLV|6TBNT|8BPWR|9BELT|aRCR
81	23245 33211	2	   	271.66	DCR|4VULN|3DUR|2TLV	138DUR|2478VULN|58TLV|6TBNT|8BPWR|9BELT|aRCR
82	23321 56421	3	   	271.66	DCR|4VULN|3DUR|1DMG	147DUR|2357VULN|6BBNT|7BPWR|8BELT|9DMG|aRCR
83	23325 33211	3	   	271.66	DCR|4VULN|3DUR|2TLV	148DUR|2378VULN|58TLV|6TBNT|8BPWR|9BELT|aRCR
84	23341 36133	6	   	271.66	DCR|4VULN|3DUR|1DMG	158DUR|2369VULN|4BEXP|7RCR|aDMG
85	23351 44313	7	   	271.66	DCR|4VULN|3DUR|1DMG	156DUR|2368VULN|4LEGI|6BPWR|7RCR|9RCVC|aDMG
86	23351 44322	7	   	271.66	DCR|4VULN|3DUR|1DMG	156DUR|2368VULN|4LEGI|6BPWR|7RCR|9DMG|aLHND
87	23411 15311	5	   	271.66	DCR|4VULN|3DUR|3LIT	179DUR|2479VULN|3aERES|5CGEN|679LIT|79BPWR|8RCR
88	23335 11263	3	   	271.60	DCR|2VULN|3DMG|3DUR|1TLV	169DUR|23VULN|45aDMG|7RCR|8TLV
89	23351 26133	6	   	271.56	DCR|4VULN|3DUR|1DMG	158DUR|2369VULN|4LEGI|7RCR|aDMG
90	23351 44323	7	   	271.56	DCR|4VULN|3DUR|1DMG	156DUR|2368VULN|4LEGI|6BPWR|7RCR|9DMG|aDUST
91	23225 35622	9	   	271.45	DCR|3VULN|2DMG|2DUR|1AART	1aDUR|27aVULN|3RPLT|4AART|5DUST|6LIT|8aDMG|9RCR|aBPWR
92	23351 44321	7	   	271.42	DCR|4VULN|3DUR|1DMG|1SELL	156DUR|2368VULN|4LEGI|6BPWR|7RCR|9DMG|aSELL
93	23321 16651	3	 * 	271.34	DCR|5VULN|3DUR	14aDUR|2358aVULN|69aLHND|7RCR|aBPWR
94	23341 16151	3	   	271.34	DCR|5VULN|3DUR	18aDUR|2345aVULN|69aLHND|7RCR|aBPWR
95	23341 46313	6	   	271.34	DCR|5VULN|3DUR	159DUR|2369aVULN|469BEXP|69BPWR|7RCR|8TBNT
96	23361 46313	6	   	271.34	DCR|5VULN|3DUR	159DUR|2369aVULN|469FEWX|69BPWR|7RCR|8TBNT
97	23325 44312	3	   	271.27	DCR|3VULN|3DUR|1TLV|2LIT|1ASPD	149DUR|239VULN|5TLV|6MLV|79LIT|8RCR|9BPWR|aASPD
98	23361 46133	6	   	271.24	DCR|5VULN|3DUR	158DUR|2369aVULN|46FEWX|6BPWR|7RCR
99	23361 33813	9	   	271.24	DCR|5VULN|3DUR	158DUR|23689VULN|48FEWX|7MBVNT|8BPWR|aRCR
100	23361 33833	8	   	271.24	DCR|5VULN|3DUR	158DUR|23689VULN|48FEWX|7MBVNT|8BPWR|aRCR
101	23363 71813	9	   	271.24	DCR|5VULN|3DUR	168DUR|23789VULN|48FEWX|5MBVNT|8BPWR|aRCR
102	23363 71833	8	   	271.24	DCR|5VULN|3DUR	168DUR|23789VULN|48FEWX|5MBVNT|8BPWR|aRCR
103	23416 35312	6	   	271.21	DCR|4VULN|3DUR|1ASPD	179DUR|2479VULN|3ERES|5LIT|679CGEN|79BPWR|8RCR|aASPD
104	23434 35312	6	   	271.21	DCR|4VULN|3DUR|1ASPD	179DUR|2579VULN|3ERES|4LIT|679CGEN|79BPWR|8RCR|aASPD
105	21245 24312	1	   	271.17	DCR|3VULN|3DUR|1TLV|2LIT|1ASPD	139DUR|249VULN|5TLV|6ERES|79LIT|8RCR|9BPWR|aASPD
106	23245 24312	2	   	271.17	DCR|3VULN|3DUR|1TLV|2LIT|1ASPD	139DUR|249VULN|5TLV|6ERES|79LIT|8RCR|9BPWR|aASPD
107	23325 24312	3	   	271.17	DCR|3VULN|3DUR|1TLV|2LIT|1ASPD	149DUR|239VULN|5TLV|6ERES|79LIT|8RCR|9BPWR|aASPD
108	23351 44331	7	   	271.14	DCR|5VULN|3DUR	156DUR|23689VULN|4LEGI|6BPWR|7RCR|aLHND
109	23351 44332	7	   	271.14	DCR|5VULN|3DUR	156DUR|23689VULN|4LEGI|6BPWR|7RCR|aRCVC
110	23351 44333	7	   	271.14	DCR|5VULN|3DUR	156DUR|23689VULN|4LEGI|6BPWR|7RCR|aBELT
111	23361 36133	6	   	271.14	DCR|5VULN|3DUR	158DUR|2369aVULN|4FEWX|7RCR
112	23336 11163	5	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	169DUR|235VULN|45ASPD|5BPWR|7RCR|8CGEN|aDMG
113	23336 11363	5	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	169DUR|235VULN|45ASPD|5BPWR|7RCR|8ZMB|aDMG
114	23336 11663	5	   	270.33	DCR|3VULN|3DUR|2ASPD|1DMG	169DUR|235VULN|45ASPD|5BPWR|7RCR|8RMIN|aDMG
115	23336 11463	5	   	270.23	DCR|3VULN|3DUR|2ASPD|1DMG|1NUKE	169DUR|235VULN|45ASPD|5BPWR|7RCR|8NUKE|aDMG
116	23336 11563	5	   	270.23	DCR|3VULN|3DUR|2ASPD|1DMG	169DUR|235VULN|45ASPD|5BPWR|7RCR|8ERES|aDMG
117	23651 16231	5	   	269.83	DCR|3VULN|2DMG|2DUR|1TLV	18DUR|268VULN|3BEXP|4CGEN|58DMG|7RCR|8BPWR|9RPLT|aTLV
118	23325 24315	3	   	269.83	DCR|3VULN|3DUR|1TLV|2LIT|1AART	149DUR|239VULN|5TLV|6ERES|79LIT|8RCR|9BPWR|aAART
119	23142 16621	4	   	269.76	DCR|4VULN|1DMG|1TLV|1DUR|1AART	1DUR|269aVULN|3DMG|4LHND|5TLV|7RCR|8AART
120	23162 16621	3	   	269.76	DCR|4VULN|1DMG|1TLV|1DUR|1AART	1DUR|269aVULN|3DMG|4LWND|5TLV|7RCR|8AART
121	23441 16231	5	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	18DUR|268VULN|3ERES|4LHND|58DMG|7RCR|8BPWR|9RPLT|aTLV
122	23461 16231	5	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	18DUR|268VULN|3ERES|4FEWX|58DMG|7RCR|8BPWR|9RPLT|aTLV
123	11556 14334	1	   	269.58	DCR|4VULN|2DUR|1TLV|2LIT	1MBVNT|2RCVC|3489VULN|5TLV|69DUR|79LIT|9BPWR|aRCR
124	23132 66211	4	 * 	269.19	DCR|3VULN|3DUR|2TLV|1DMG	168DUR|28aVULN|3DMG|4FEWX|58TLV|7RCR|8BPWR|9LHND
125	23132 66231	4	   	269.19	DCR|3VULN|3DUR|2TLV|1DMG	168DUR|28aVULN|3DMG|4FEWX|58TLV|7RCR|8BPWR|9LWND
126	23132 16212	4	   	269.19	DCR|3VULN|3DUR|2TLV|1DMG	18aDUR|268VULN|3DMG|4FEWX|58TLV|7RCR|8BPWR|9LWND
127	23142 16212	4	   	269.19	DCR|3VULN|3DUR|2TLV|1DMG	18aDUR|268VULN|3DMG|4LHND|58TLV|7RCR|8BPWR|9LWND
128	53163 61312	10	   	269.10	DCR|5VULN|1DMG|1CDMG	1LHND|25789VULN|3DMG|4CDMG|6LIT|aRCR
129	15341 78223	7	   	269.09	DCR|3VULN|3DUR|2TLV|1DMG	1MBVNT|28TLV|38aVULN|4RMIN|568DUR|7RCR|8BPWR|9DMG
130	23132 16252	4	   	269.09	DCR|3VULN|3DUR|2TLV|1DMG	18aDUR|268VULN|3DMG|4FEWX|58TLV|7RCR|8BPWR|9DUST
131	23142 16252	4	   	269.09	DCR|3VULN|3DUR|2TLV|1DMG	18aDUR|268VULN|3DMG|4LHND|58TLV|7RCR|8BPWR|9DUST
132	23162 16222	3	   	269.09	DCR|3VULN|3DUR|2TLV|1DMG	18aDUR|268VULN|3DMG|4LWND|58TLV|7RCR|8BPWR|9DUST
133	23162 16236	3	   	269.09	DCR|3VULN|3DUR|1DMG|2TLV	18aDUR|268VULN|3DMG|4LWND|58TLV|7RCR|8BPWR|9ERES
134	15141 38223	7	   	269.09	DCR|3VULN|3DUR|2TLV|1DMG	1MBVNT|28TLV|358DUR|4RMIN|68aVULN|7RCR|8BPWR|9DMG
135	12581 37223	6	   	268.99	DCR|3VULN|3DUR|2TLV|1DMG	1MBVNT|258DUR|3ERES|48TLV|68aVULN|7RCR|8BPWR|9DMG
136	42362 52233	3	 * 	268.61	ACR|3VULN|2DMG|2DUR|3LIT|1TLV|1ASPD	1RCR|27DUR|37aVULN|4ASPD|5TLV|67aLIT|7aBPWR|8CGEN|9aDMG
137	21233 14653	1	 * 	268.38	DCR|2VULN|3DUR|3CDMG|2TLV|1DMG	136DUR|29VULN|4DMG|569CDMG|69BPWR|7RPLT|89TLV|aRCR
138	23233 14653	2	   	268.38	DCR|2VULN|3DUR|3CDMG|2TLV|1DMG	136DUR|29VULN|4DMG|569CDMG|69BPWR|7RPLT|89TLV|aRCR
139	23332 25125	3	   	268.34	DCR|3VULN|2DMG|2DUR|2LIT	19DUR|23aVULN|49DMG|5ZMB|6ERES|79LIT|8RCR|9BPWR
140	23412 23312	3	   	268.33	DCR|3VULN|3DUR|2TLV|1ASPD	169DUR|279VULN|3ERES|4LIT|59TLV|8RCR|9BPWR|aASPD
141	23432 23312	4	   	268.33	DCR|3VULN|3DUR|2TLV|1ASPD	169DUR|279VULN|3ERES|4LIT|59TLV|8RCR|9BPWR|aASPD
142	23436 23312	5	   	268.33	DCR|3VULN|3DUR|2TLV|1ASPD	169DUR|279VULN|3ERES|4LIT|59TLV|8RCR|9BPWR|aASPD
143	23336 52521	9	 * 	268.30	DCR|3VULN|3ASPD|1DMG|1TLV|1DUR	1DUR|235VULN|458ASPD|5BPWR|6RPLT|7TLV|9RCR|aDMG
144	23336 53233	7	   	267.99	DCR|4VULN|2DUR|2ASPD	17DUR|235aVULN|45ASPD|5BPWR|6RPLT|8LIT|9RCR
145	23361 33838	9	   	267.95	DCR|4VULN|3DUR|1TLV	158DUR|2368VULN|48FEWX|7MBVNT|8BPWR|9TLV|aRCR
146	12238 52441	7	   	267.85	DCR|4VULN|3DUR|1TLV	1MBVNT|26aDUR|3RPLT|4569VULN|6BPWR|7RCR|8TLV
147	21241 56211	1	   	267.85	DCR|4VULN|3DUR|1TLV	137DUR|2457VULN|6BBNT|7BPWR|8TLV|9BELT|aRCR
148	23241 56211	2	   	267.85	DCR|4VULN|3DUR|1TLV	137DUR|2457VULN|6BBNT|7BPWR|8TLV|9BELT|aRCR
149	23321 56211	3	   	267.85	DCR|4VULN|3DUR|1TLV	147DUR|2357VULN|6BBNT|7BPWR|8TLV|9BELT|aRCR
150	23346 36211	3	   	267.85	DCR|4VULN|3DUR|1TLV	167DUR|2347VULN|5TBNT|7BPWR|8TLV|9BELT|aRCR
151	24231 35322	9	   	267.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	17DUR|2MLV|37DMG|4ASPD|5CGEN|67VULN|7BPWR|8TLV|9RCR|aCDMG
152	23222 61121	5	   	267.16	DCR|4VULN|1DMG|1DUR|1CDMG|1AART	1DUR|289aVULN|3RPLT|4AART|5DMG|6RCR|7CDMG
153	53163 53313	10	   	267.15	DCR|4VULN|2DMG|1CDMG	1LHND|2589VULN|36DMG|4CDMG|7LIT|aRCR
154	23326 36323	8	   	267.08	DCR|4VULN|2DUR|2LIT|1CDMG	19DUR|2359VULN|4CGEN|6FEWX|79LIT|8RCR|9BPWR|aCDMG
155	23326 44313	5	   	267.08	DCR|4VULN|2DUR|2LIT|1CDMG	19DUR|2359VULN|4CGEN|6MLV|79LIT|8RCR|9BPWR|aCDMG
156	23336 53234	6	   	267.06	DCR|4VULN|2ASPD|1DUR|1CDMG	1DUR|2357VULN|45ASPD|5BPWR|6RPLT|8LIT|9RCR|aCDMG
157	21145 24312	1	   	267.00	DCR|3VULN|2DUR|1DMG|1TLV|2LIT	19DUR|249VULN|3RCVC|5TLV|6ERES|79LIT|8RCR|9BPWR|aDMG
158	23145 24312	2	   	267.00	DCR|3VULN|2DUR|1DMG|1TLV|2LIT	19DUR|249VULN|3RCVC|5TLV|6ERES|79LIT|8RCR|9BPWR|aDMG
159	23412 23315	3	   	266.99	DCR|3VULN|3DUR|2TLV|1AART	169DUR|279VULN|3ERES|4LIT|59TLV|8RCR|9BPWR|aAART
160	23432 23315	4	   	266.99	DCR|3VULN|3DUR|2TLV|1AART	169DUR|279VULN|3ERES|4LIT|59TLV|8RCR|9BPWR|aAART
161	23436 23315	5	   	266.99	DCR|3VULN|3DUR|2TLV|1AART	169DUR|279VULN|3ERES|4LIT|59TLV|8RCR|9BPWR|aAART
162	23326 24313	5	   	266.98	DCR|4VULN|2DUR|2LIT|1CDMG	19DUR|2359VULN|4CGEN|6ERES|79LIT|8RCR|9BPWR|aCDMG
163	23411 13313	5	   	266.98	DCR|4VULN|2DUR|2LIT|1CDMG	19DUR|2479VULN|3ERES|5CGEN|69LIT|8RCR|9BPWR|aCDMG
164	23132 16215	4	   	266.96	DCR|3VULN|2DUR|2TLV|1DMG|1ASPD	18DUR|268VULN|3DMG|4FEWX|58TLV|7RCR|8BPWR|9LWND|aASPD
165	23132 16225	4	   	266.96	DCR|3VULN|2DUR|2TLV|1DMG|1ASPD	18DUR|268VULN|3DMG|4FEWX|58TLV|7RCR|8BPWR|9RCVC|aASPD
166	23142 16215	4	   	266.96	DCR|3VULN|2DUR|2TLV|1DMG|1ASPD	18DUR|268VULN|3DMG|4LHND|58TLV|7RCR|8BPWR|9LWND|aASPD
167	23142 16225	4	   	266.96	DCR|3VULN|2DUR|2TLV|1DMG|1ASPD	18DUR|268VULN|3DMG|4LHND|58TLV|7RCR|8BPWR|9RCVC|aASPD
168	23162 16215	3	   	266.96	DCR|3VULN|2DUR|2TLV|1DMG|1ASPD	18DUR|268VULN|3DMG|49LWND|58TLV|7RCR|8BPWR|aASPD
169	23132 16255	4	   	266.86	DCR|3VULN|2DUR|2TLV|1DMG|1ASPD	18DUR|268VULN|3DMG|4FEWX|58TLV|7RCR|8BPWR|9DUST|aASPD
170	23162 16225	3	   	266.86	DCR|3VULN|2DUR|2TLV|1DMG|1ASPD	18DUR|268VULN|3DMG|4LWND|58TLV|7RCR|8BPWR|9DUST|aASPD
