0	Index      	Bounty	 *	Score 	Summary	Detail	
1	41122 42252	6	 * 	277.29	DCR|4VULN|3DMG|1DUR	189DMG|2DUST|3489VULN|589LWND|6RCR|7TBNT|89BPWR|aDUR
53	61628 32312	8	   	258.86	DCR|3VULN|3DUR|1TLV|1CDMG	159DUR|2RMIN|3MBVNT|45aVULN|5BPWR|6RCR|7CDMG|8TLV
54	61312 54331	1	 * 	258.78	DCR|3VULN|3DUR|3TLV|1AART	14aDUR|24aVULN|3BELT|4aBPWR|5RMIN|6AART|78aTLV|9RCR
55	61313 12641	1	 * 	258.78	DCR|3VULN|3DUR|2CDMG|1AART	14aDUR|24aVULN|3BELT|4aBPWR|5TBNT|6aCDMG|7RMIN|8AART|9RCR
56	41112 14236	5	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	19DMG|2DUST|39aVULN|4ERES|5DUR|69CDMG|7RPLT|8RCR|9BPWR
57	41123 62343	4	   	258.61	DCR|4VULN|1DMG|1DUR|2LIT	1DMG|2DUST|3469VULN|57LIT|8RCR|aDUR
58	61513 14232	1	   	258.54	DCR|4VULN|2DUR|2CDMG	19DUR|239aVULN|4FEWX|5LHND|69CDMG|7RPLT|8RCR|9BPWR
59	41133 61335	3	 * 	258.17	DCR|3VULN|3DMG|3LIT	149DMG|2DUST|369VULN|589LIT|7BELT|9BPWR|aRCR
60	41133 31422	7	 * 	257.92	DCR|3VULN|3DMG|2TLV|1SELL	18aDMG|257DUST|38aVULN|4SELL|6RCR|8aBPWR|9aTLV
61	41133 62141	3	   	257.92	DCR|3VULN|3DMG|3LIT|1SELL	14aDMG|2DUST|36aVULN|57aLIT|8SELL|9RCR|aBPWR
62	34631 31125	7	 * 	257.91	DCR|5VULN|2DUR	1aBEXP|2DUST|3689aVULN|4DLOT|5aDUR|7RCR|aBPWR
63	61322 33416	1	   	257.56	DCR|3VULN|3DUR|2LIT|1CDMG	178DUR|267VULN|3BELT|47LIT|5TBNT|7BPWR|9RCR|aCDMG
64	61628 21333	5	   	257.43	DCR|3VULN|3DUR|2TLV	158DUR|2RMIN|3MBVNT|458VULN|58BPWR|6BELT|78TLV|9LIT|aRCR
65	41121 42633	9	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1DMG|2DUST|3489VULN|5FEWX|6RCR|7CDMG|aDUR
66	55222 32333	1	 * 	256.91	DCR|3VULN|2DUR|2ASPD|3TLV	19ASPD|245TLV|379VULN|6TBNT|89DUR|9BPWR|aRCR
67	63634 23264	10	   	256.60	DCR|3VULN|2DUR|1TLV|2LIT|1AART	18DUR|2FEWX|358VULN|4MBVNT|6AART|78LIT|8BPWR|9RCR|aTLV
68	41523 22233	1	   	255.95	DCR|2VULN|3DUR|2DMG|1TLV	18DMG|2FEWX|3LEGI|468DUR|58VULN|7TBNT|8BPWR|9RCR|aTLV
69	41223 25234	3	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	18DMG|28DUST|3LHND|4DUR|589VULN|6TBNT|7RCR|8BPWR|aTLV
70	13342 15313	9	   	254.85	DCR|3VULN|2DMG|1TLV|1DUR	124ERES|368VULN|56DMG|6BPWR|7TLV|9DUR|aRCR
71	45313 11632	10	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1DMG|2ASPD|3DUST|4DUR|5789VULN|6DMSP|aRCR
72	51122 42252	6	 * 	254.72	DCR|4VULN|3ASPD|1DUR	189ASPD|2DUST|3489VULN|589LWND|6RCR|7TBNT|89BPWR|aDUR
73	61641 14524	10	 * 	254.58	ACR|3VULN|3DUR|2DMG|2TLV	18aDUR|2RMIN|3MBVNT|4RCR|5BELT|68TLV|78aVULN|8aBPWR|9aDMG
74	46121 22315	7	   	253.85	DCR|3VULN|2DMG|1DUR|2LIT	1aDMG|26LWND|34aVULN|5FEWX|7DUR|8RCR|9aLIT|aBPWR
75	46122 22315	7	   	253.85	DCR|3VULN|2DMG|1DUR|2LIT	1aDMG|25LWND|34aVULN|6FEWX|7DUR|8RCR|9aLIT|aBPWR
76	46123 11315	4	   	253.85	DCR|3VULN|2DMG|1DUR|2LIT	1aDMG|26LWND|34aVULN|5DUR|7FEWX|8RCR|9aLIT|aBPWR
77	46123 11315	3	   	253.85	DCR|3VULN|2DMG|1DUR|2LIT	1aDMG|26LWND|35aVULN|4DUR|7FEWX|8RCR|9aLIT|aBPWR
78	46123 11315	5	   	253.85	DCR|3VULN|2DMG|1DUR|2LIT	1aDMG|26LWND|34aVULN|5DUR|7FEWX|8RCR|9aLIT|aBPWR
79	46123 21315	6	   	253.85	DCR|3VULN|2DMG|1DUR|2LIT	1aDMG|26LWND|34aVULN|5DUR|7FEWX|8RCR|9aLIT|aBPWR
80	63633 47231	4	   	253.83	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	19DUR|2FEWX|39VULN|4MBVNT|5ASPD|6TLV|79DMG|8RCR|9BPWR|aLHND
81	63633 47232	4	   	253.83	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	19DUR|2aFEWX|39VULN|4MBVNT|5ASPD|6TLV|79DMG|8RCR|9BPWR
82	63633 47233	4	   	253.83	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	19DUR|2FEWX|39VULN|4MBVNT|5ASPD|6TLV|79DMG|8RCR|9BPWR|aBEXP
83	45226 34231	2	   	253.83	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	19DMG|2ASPD|39VULN|4TLV|5FEWX|6MBVNT|79DUR|8RCR|9BPWR|aLHND
84	45226 34232	2	   	253.83	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	19DMG|2ASPD|39VULN|4TLV|5aFEWX|6MBVNT|79DUR|8RCR|9BPWR
85	45226 34233	2	   	253.83	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	19DMG|2ASPD|39VULN|4TLV|5FEWX|6MBVNT|79DUR|8RCR|9BPWR|aBEXP
86	41121 13615	4	   	253.75	DCR|3VULN|2DMG|1DUR|2LIT	1aDMG|2DUST|34aVULN|56LWND|7RCR|8DUR|9aLIT|aBPWR
87	41122 13615	5	   	253.75	DCR|3VULN|2DMG|1DUR|2LIT	1aDMG|2DUST|34aVULN|56LWND|7RCR|8DUR|9aLIT|aBPWR
88	41122 23615	6	   	253.75	DCR|3VULN|2DMG|1DUR|2LIT	1aDMG|2DUST|34aVULN|56LWND|7RCR|8DUR|9aLIT|aBPWR
89	46123 21315	7	   	253.75	DCR|3VULN|2DMG|1DUR|2LIT	1aDMG|26LWND|34aVULN|5DUR|7DUST|8RCR|9aLIT|aBPWR
90	63633 47234	4	   	253.73	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	19DUR|2FEWX|39VULN|4MBVNT|5ASPD|6TLV|79DMG|8RCR|9BPWR|aTBNT
91	45226 34234	2	   	253.73	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	19DMG|2ASPD|39VULN|4TLV|5FEWX|6MBVNT|79DUR|8RCR|9BPWR|aTBNT
92	41121 23615	4	   	253.65	DCR|3VULN|2DMG|1DUR|2LIT	1aDMG|26DUST|34aVULN|5LWND|7RCR|8DUR|9aLIT|aBPWR
93	41122 23615	5	   	253.65	DCR|3VULN|2DMG|1DUR|2LIT	1aDMG|26DUST|34aVULN|5LWND|7RCR|8DUR|9aLIT|aBPWR
94	41133 62343	3	   	253.55	DCR|3VULN|2DMG|1DUR|2LIT	14DMG|2DUST|369VULN|57LIT|8RCR|aDUR
95	61523 62322	1	   	253.51	DCR|3VULN|3DUR|1TLV	17aDUR|236VULN|4TLV|5LIT|8RCR|9BEXP
96	61523 62332	1	   	253.51	DCR|3VULN|3DUR|1TLV	17aDUR|236VULN|4TLV|5LIT|8RCR|9FEWX
97	63634 37232	5	   	253.48	DCR|3VULN|2DMG|2DUR	19DUR|29FEWX|35aVULN|4MBVNT|6LHND|79DMG|8RCR|9BPWR
98	63634 47232	6	   	253.48	DCR|3VULN|2DMG|2DUR	19DUR|29FEWX|35aVULN|4MBVNT|6LHND|79DMG|8RCR|9BPWR
99	42235 34232	2	   	253.48	DCR|3VULN|2DMG|2DUR	19DMG|2RMIN|39aVULN|4ZMB|5LHND|6MBVNT|79DUR|8RCR|9BPWR
100	46123 42211	6	   	253.48	DCR|3VULN|2DMG|2DUR	18DMG|29LWND|348VULN|58DUR|6RCR|7TBNT|8BPWR|aFEWX
101	46123 42212	6	   	253.48	DCR|3VULN|2DMG|2DUR	18DMG|29aLWND|348VULN|58DUR|6RCR|7TBNT|8BPWR
102	46123 42222	6	   	253.48	DCR|3VULN|2DMG|2DUR	18DMG|2LWND|348VULN|58DUR|6RCR|7TBNT|8BPWR|9CGEN|aLHND
103	46123 42223	6	   	253.48	DCR|3VULN|2DMG|2DUR	18DMG|2LWND|348VULN|58DUR|6RCR|7TBNT|8BPWR|9CGEN|aRMIN
104	46123 42233	6	   	253.48	DCR|3VULN|2DMG|2DUR	18DMG|2LWND|348VULN|58DUR|6RCR|7TBNT|8BPWR|9LHND|aRMIN
105	46123 42223	3	   	253.38	DCR|3VULN|2DMG|2DUR	18DMG|2LWND|358VULN|48DUR|6TBNT|7LEGI|8BPWR|9CGEN|aRCR
106	46123 42221	6	   	253.38	DCR|3VULN|2DMG|2DUR	18DMG|2LWND|348VULN|58DUR|6RCR|7TBNT|8BPWR|9CGEN|aDUST
107	46123 42223	4	   	253.38	DCR|3VULN|2DMG|2DUR	18DMG|2LWND|348VULN|58DUR|6TBNT|7LEGI|8BPWR|9CGEN|aRCR
108	46123 42223	5	   	253.38	DCR|3VULN|2DMG|2DUR	18DMG|2LWND|348VULN|58DUR|6TBNT|7LEGI|8BPWR|9CGEN|aRCR
109	46123 42231	6	   	253.38	DCR|3VULN|2DMG|2DUR	18DMG|2LWND|348VULN|58DUR|6RCR|7TBNT|8BPWR|9LHND|aERES
110	46123 52223	6	   	253.38	DCR|3VULN|2DMG|2DUR	18DMG|2LWND|348VULN|58DUR|6LEGI|7TBNT|8BPWR|9CGEN|aRCR
111	41123 63115	4	   	253.30	DCR|4VULN|2DMG	18DMG|2DUST|346aVULN|5LIT|7MBVNT|9RCR
112	52226 34237	2	   	253.29	DCR|3VULN|2DUR|2ASPD|1TLV	19ASPD|2RMIN|39aVULN|4TLV|5FEWX|6MBVNT|79DUR|8RCR|9BPWR
113	41523 34231	4	   	253.28	DCR|3VULN|2DMG|2DUR	19DMG|2DUST|3LEGI|459VULN|6MBVNT|79DUR|8RCR|9BPWR|aLHND
114	41523 34232	4	   	253.28	DCR|3VULN|2DMG|2DUR	19DMG|2DUST|3LEGI|459VULN|6MBVNT|79DUR|8RCR|9BPWR|aFEWX
115	41223 25226	3	   	253.28	DCR|3VULN|2DMG|2DUR	18DMG|28DUST|3LHND|49DUR|58aVULN|6TBNT|7RCR|8BPWR
116	41124 34232	5	   	253.28	DCR|3VULN|2DMG|2DUR	19DMG|29DUST|34aVULN|5LHND|6MBVNT|79DUR|8RCR|9BPWR
117	41125 34232	4	   	253.28	DCR|3VULN|2DMG|2DUR	19DMG|29DUST|34aVULN|5LHND|6MBVNT|79DUR|8RCR|9BPWR
118	41143 34232	3	   	253.28	DCR|3VULN|2DMG|2DUR	19DMG|29DUST|35aVULN|4LHND|6MBVNT|79DUR|8RCR|9BPWR
119	41163 34232	4	   	253.28	DCR|3VULN|2DMG|2DUR	19DMG|29DUST|35aVULN|4LHND|6MBVNT|79DUR|8RCR|9BPWR
120	41223 34232	4	   	253.28	DCR|3VULN|2DMG|2DUR	19DMG|29DUST|3LHND|45aVULN|6MBVNT|79DUR|8RCR|9BPWR
121	41523 34238	4	   	253.18	DCR|3VULN|2DMG|2DUR	19DMG|2aDUST|3LEGI|459VULN|6MBVNT|79DUR|8RCR|9BPWR
122	45213 33142	9	   	252.72	DCR|2VULN|2DMG|2CDMG|1DUR|1ASPD|1AART	18DMG|2ASPD|38FEWX|4DUR|59VULN|68CDMG|7AART|8BPWR|aRCR
123	64315 23322	1	   	252.27	DCR|3VULN|3DUR|1CDMG|1AART	179DUR|279ERES|3CDMG|4BEXP|5BBNT|679VULN|79BPWR|8RCR|aAART
124	13342 15324	8	   	252.25	DCR|3VULN|2DMG|1TLV|1CDMG	124ERES|368VULN|56DMG|6BPWR|7TLV|9CDMG|aRCR
125	41123 43116	6	 * 	252.17	DCR|3VULN|2DMG|2TLV|1AART	1aDMG|2DUST|34aVULN|5ERES|6MLV|7RCR|8aTLV|9AART|aBPWR
126	41123 53116	5	   	252.17	DCR|3VULN|2DMG|2TLV|1AART	1aDMG|2DUST|34aVULN|5ERES|6MLV|7RCR|8aTLV|9AART|aBPWR
127	61321 31614	1	   	252.16	DCR|4VULN|1DMG|1DUR	1DUR|2789VULN|3BELT|4LIT|5DMG|6RPLT|aRCR
128	41121 42632	10	   	252.16	DCR|4VULN|1DMG|1CDMG|1ASPD	1DMG|2DUST|3489VULN|5FEWX|6RCR|7CDMG|aASPD
129	45623 11233	3	   	252.10	DCR|2VULN|3DMG|1DUR|1CDMG|1ASPD	135DMG|2ASPD|4BBNT|6DUR|7CDMG|89VULN|aRCR
130	46133 13315	3	 * 	251.99	DCR|2VULN|3DMG|2DUR|1AART	14aDMG|26LWND|3aVULN|5aDUR|7RCR|8RMIN|9AART|aBPWR
131	41123 63612	4	   	251.96	DCR|4VULN|1DMG|1DUR	1DMG|2DUST|3468VULN|5LIT|7MBVNT|9RCR|aDUR
132	41123 63614	4	   	251.96	DCR|4VULN|1DMG|1TLV	1DMG|2DUST|3468VULN|5LIT|7MBVNT|9RCR|aTLV
133	61322 33316	1	   	251.90	DCR|3VULN|2DUR|2ASPD|2LIT	17DUR|267VULN|3BELT|47LIT|5TBNT|7BPWR|89ASPD|aRCR
134	42213 33114	8	   	251.75	DCR|2VULN|3DMG|2DUR|1AART|1SELL	189DMG|2RMIN|3FEWX|48DUR|58VULN|6SELL|7AART|8BPWR|aRCR
135	42413 33114	8	   	251.75	DCR|2VULN|3DMG|2DUR|1AART|1SELL	189DMG|2RMIN|3BEXP|48DUR|58VULN|6SELL|7AART|8BPWR|aRCR
136	42242 33114	8	   	251.75	DCR|2VULN|3DMG|2DUR|1AART|1SELL	189DMG|2RMIN|3FEWX|48VULN|58DUR|6SELL|7AART|8BPWR|aRCR
137	61628 12234	6	   	251.70	DCR|4VULN|3DUR	158DUR|2RMIN|3MBVNT|458aVULN|58BPWR|68BEXP|7TBNT|9RCR
138	61628 32221	6	   	251.60	DCR|4VULN|3DUR	158DUR|2RMIN|3MBVNT|4589VULN|58BPWR|6RCR|7TBNT|aCGEN
139	32115 23321	4	   	251.56	DCR|4VULN|3DUR|1SELL	179BEXP|2SELL|3ERES|479DUR|5BBNT|679aVULN|79BPWR|8RCR
140	62115 23321	3	   	251.56	DCR|4VULN|3DUR|1SELL	179DUR|2SELL|3ERES|479BEXP|5BBNT|679aVULN|79BPWR|8RCR
141	62415 23321	2	   	251.56	DCR|4VULN|3DUR|1SELL	179DUR|2SELL|3ERES|479BEXP|5BBNT|679aVULN|79BPWR|8RCR
142	62151 13321	3	   	251.56	DCR|4VULN|3DUR|1SELL	179DUR|2SELL|3ERES|4BBNT|579aVULN|679FEWX|79BPWR|8RCR
143	62155 13321	4	   	251.56	DCR|4VULN|3DUR|1SELL	179DUR|2SELL|3ERES|479aVULN|5BBNT|679FEWX|79BPWR|8RCR
144	62451 13321	2	   	251.56	DCR|4VULN|3DUR|1SELL	179DUR|2SELL|3ERES|4BBNT|579aVULN|679FEWX|79BPWR|8RCR
145	61628 32223	6	   	251.50	DCR|4VULN|3DUR	158DUR|2RMIN|3MBVNT|4589VULN|58BPWR|6RCR|7TBNT|aDUST
146	62355 23321	4	   	251.26	DCR|4VULN|3DUR|1SELL	179DUR|2SELL|3DUST|479ERES|5BBNT|679aVULN|79BPWR|8RCR
147	63631 62131	9	   	251.13	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	16DUR|2FEWX|39VULN|4MBVNT|56DMG|6BPWR|7CDMG|8RCR|aASPD
148	64632 11121	4	   	251.03	DCR|2VULN|2DMG|2DUR|1TLV	19DUR|2DUST|39VULN|4DLOT|5BEXP|6LIT|79DMG|8RCR|9BPWR|aTLV
149	61223 36315	4	   	250.85	DCR|3VULN|2DUR|1DMG|2LIT	1aDUR|2RMIN|3LHND|45aVULN|6ZMB|7DMG|8RCR|9aLIT|aBPWR
150	63623 12315	5	   	250.85	DCR|3VULN|2DUR|1DMG|2LIT	1aDUR|24FEWX|35aVULN|6LHND|7DMG|8RCR|9aLIT|aBPWR
151	55263 21424	10	 * 	250.55	DCR|3VULN|3ASPD|1DMG|2LIT	127ASPD|37LIT|4LEGI|5MBVNT|67aVULN|7BPWR|8DMG|9RCR
152	41133 25264	3	   	250.43	DCR|2VULN|3DMG|2DUR	149DMG|2DUST|39VULN|5LIT|6BEXP|79DUR|8MBVNT|9BPWR|aRCR
153	41133 35264	3	   	250.43	DCR|2VULN|3DMG|2DUR	149DMG|2DUST|39VULN|5LIT|6FEWX|79DUR|8MBVNT|9BPWR|aRCR
154	51523 22236	1	 * 	250.17	DCR|3VULN|3DUR|2ASPD	18ASPD|2FEWX|3LEGI|468DUR|58aVULN|7TBNT|8BPWR|9RCR
155	44323 25232	1	   	249.90	DCR|3VULN|2DMG|1DUR|1ASPD	18DMG|28BEXP|3LHND|4DUR|589VULN|6TBNT|7RCR|8BPWR|aASPD
156	46123 25232	2	   	249.90	DCR|3VULN|2DMG|1DUR|1ASPD	18DMG|28LWND|3LHND|4DUR|589VULN|6TBNT|7RCR|8BPWR|aASPD
157	46223 25232	3	   	249.90	DCR|3VULN|2DMG|1DUR|1ASPD	18DMG|28LWND|3LHND|4DUR|589VULN|6TBNT|7RCR|8BPWR|aASPD
158	41121 42242	6	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	18DMG|2DUST|348VULN|58FEWX|6RCR|7TBNT|8BPWR|9DUR|aASPD
159	41122 42242	6	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	18DMG|2DUST|348VULN|58LWND|6RCR|7TBNT|8BPWR|9DUR|aASPD
160	61628 32341	9	   	249.79	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	15DUR|2RMIN|3MBVNT|45VULN|5BPWR|6RCR|7CDMG|8TLV|9ASPD|aDMG
161	41223 25232	3	   	249.70	DCR|3VULN|2DMG|1DUR|1ASPD	18DMG|28DUST|3LHND|4DUR|589VULN|6TBNT|7RCR|8BPWR|aASPD
162	51123 62343	4	   	249.55	DCR|4VULN|1DUR|2LIT|1ASPD	1ASPD|2DUST|3469VULN|57LIT|8RCR|aDUR
163	41121 42613	8	   	249.46	DCR|4VULN|1DMG|1CDMG	1DMG|2DUST|348aVULN|5FEWX|6RCR|7CDMG|9LIT
164	41122 42613	8	   	249.46	DCR|4VULN|1DMG|1CDMG	1DMG|2DUST|348aVULN|5LWND|6RCR|7CDMG|9LIT
165	46123 42111	8	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1DMG|2LWND|34aVULN|59DUR|6RCR|7CDMG|8ZMB
166	46123 42211	8	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1DMG|2LWND|34aVULN|59DUR|6RCR|7CDMG|8CGEN
