0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22152 22561	6	 * 	281.71	DCR|4VULN|3DMG|1ASPD|1AART	1AART|27CGEN|3ASPD|457aVULN|678DMG|7BPWR|9RCR
40	21452 22523	2	   	263.25	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1AART|2CDMG|3569VULN|4TLV|7ERES|8RCR|aDUR
41	12352 22462	1	   	263.19	DCR|4VULN|2DUR|2LIT|1AART	1aLWND|2RMIN|35DUR|456aVULN|5aBPWR|7aLIT|8RCR|9AART
42	32352 22462	1	   	263.19	DCR|4VULN|2DUR|2LIT|1AART	1aLHND|2RMIN|35DUR|456aVULN|5aBPWR|7aLIT|8RCR|9AART
43	22152 22441	6	 * 	263.14	DCR|3VULN|2DMG|3ASPD|1AART	1AART|27CGEN|38aASPD|457VULN|67DMG|7BPWR|9RCR
44	21162 24342	4	   	261.68	DCR|4VULN|2DUR|1CDMG|1AART	1AART|2CDMG|3569VULN|4RMIN|78DUR|aRCR
45	21532 24342	3	   	261.68	DCR|4VULN|2DUR|1CDMG|1AART	1AART|2CDMG|3RMIN|4569VULN|78DUR|aRCR
46	21632 24342	3	   	261.68	DCR|4VULN|2DUR|1CDMG|1AART	1AART|2CDMG|3MLV|4569VULN|78DUR|aRCR
47	21146 13153	7	   	261.53	DCR|3VULN|2DUR|2CDMG|2AART	18AART|29CDMG|379VULN|4DUST|5LIT|69DUR|9BPWR|aRCR
48	22151 22443	6	   	261.39	DCR|3VULN|2DMG|2ASPD|2AART	15AART|27CGEN|38ASPD|47aVULN|67DMG|7BPWR|9RCR
49	46332 23231	10	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1LIT|29DUR|3FEWX|4TLV|58aVULN|6DMG|7RCR
50	46235 23232	8	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1LIT|2aDUR|3LWND|4TLV|589VULN|6DMG|7RCR
51	46252 23232	8	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1LIT|2aDUR|3LWND|489VULN|5TLV|6DMG|7RCR
52	46332 23232	8	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1LIT|2aDUR|3FEWX|4TLV|589VULN|6DMG|7RCR
53	62313 33636	5	   	260.35	DCR|3VULN|2DUR|3TLV|1CDMG|1ASPD	137ERES|28DUR|478VULN|578TLV|6RCR|78BPWR|9CDMG|aASPD
54	21122 23624	3	 * 	260.26	DCR|3VULN|2DUR|2ASPD|1CDMG|1AART	1AART|2CDMG|356VULN|47ASPD|8aDUR|9RCR
55	21422 23624	2	   	260.26	DCR|3VULN|2DUR|2ASPD|1CDMG|1AART	1AART|2CDMG|356VULN|47ASPD|8aDUR|9RCR
56	52436 22312	7	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	1CGEN|279DUR|356VULN|4DMG|8RCR|aASPD
57	22152 22245	8	   	259.46	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	1AART|2CGEN|3ASPD|457VULN|68DMG|9RCR|aDUR
58	22123 32561	5	   	259.07	DCR|3VULN|3DMG|1ASPD|1AART	1AART|27CGEN|3ASPD|4RCVC|578DMG|67aVULN|7BPWR|9RCR
59	22134 32561	3	   	259.07	DCR|3VULN|3DMG|1ASPD|1AART	1AART|27CGEN|3ASPD|478DMG|5DMSP|67aVULN|7BPWR|9RCR
60	21152 24224	3	   	259.01	DCR|3VULN|2DUR|2TLV|1CDMG|1AART	1AART|2CDMG|356VULN|48TLV|7aDUR|9RCR
61	43132 34242	1	   	258.86	DCR|3VULN|2DMG|3LIT|1DUR	13aLIT|23aVULN|3aBPWR|4DUR|5RCVC|6RCR|7DLOT|8LHND|9aDMG
62	43132 34342	1	   	258.86	DCR|3VULN|2DMG|3LIT|1DUR	13aLIT|23aVULN|3aBPWR|4DUR|5RCVC|6RCR|7DLOT|8LWND|9aDMG
63	11163 26413	8	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	17LWND|2LEGI|37aVULN|467DUR|5AART|7BPWR|8RCR|9DMG
64	31163 26413	8	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	17LHND|2LEGI|37aVULN|467DUR|5AART|7BPWR|8RCR|9DMG
65	21133 35254	9	 * 	258.78	DCR|3VULN|3DUR|2CDMG|1AART	1AART|2aCDMG|38aVULN|4aFEWX|567DUR|9RCR|aBPWR
66	21133 55252	9	   	258.68	DCR|3VULN|3DUR|2CDMG|1AART	1AART|26CDMG|38aVULN|4FEWX|567DUR|6BPWR|9RCR
67	21133 55253	10	   	258.68	DCR|3VULN|3DUR|2CDMG|1AART	1AART|26CDMG|38aVULN|4FEWX|567DUR|6BPWR|9RCR
68	22152 22443	7	   	258.48	DCR|4VULN|2ASPD|1DMG|1AART	1AART|2CGEN|38ASPD|457aVULN|6DMG|9RCR
69	14433 42311	4	 * 	258.44	DCR|4VULN|2DUR|1DMG	1LWND|2MLV|3567VULN|4DMG|8RCR|9aDUR
70	21122 24442	3	   	258.10	DCR|4VULN|1DUR|1CDMG|1ASPD|1AART	1AART|2CDMG|3569VULN|4ASPD|7DUR|8RCVC|aRCR
71	21152 21342	3	   	258.10	DCR|4VULN|1TLV|1CDMG|1ASPD|1AART	1AART|2CDMG|3569VULN|4TLV|7CGEN|8ASPD|aRCR
72	21152 23542	3	   	258.10	DCR|4VULN|1TLV|1CDMG|1ASPD|1AART	1AART|2CDMG|3569VULN|4TLV|7ASPD|8RMIN|aRCR
73	21452 21342	2	   	258.10	DCR|4VULN|1TLV|1CDMG|1ASPD|1AART	1AART|2CDMG|3569VULN|4TLV|7CGEN|8ASPD|aRCR
74	52411 27424	5	 * 	258.01	DCR|5VULN|2DUR	18CGEN|28DUR|35678VULN|4MBVNT|8BPWR|9LWND|aRCR
75	21152 22342	3	   	258.00	DCR|4VULN|1TLV|1CDMG|1ASPD|1AART	1AART|2CDMG|3569VULN|4TLV|7ERES|8ASPD|aRCR
76	21452 22342	2	   	258.00	DCR|4VULN|1TLV|1CDMG|1ASPD|1AART	1AART|2CDMG|3569VULN|4TLV|7ERES|8ASPD|aRCR
77	52422 33322	10	   	257.85	DCR|3VULN|2DUR|2TLV|1CDMG	1aCGEN|26DUR|35aVULN|4CDMG|7LIT|8RCR|9aTLV|aBPWR
78	62411 27424	5	   	257.81	DCR|5VULN|2DUR	18ERES|28DUR|35678VULN|4MBVNT|8BPWR|9LWND|aRCR
79	46331 24332	2	   	257.75	DCR|3VULN|2DUR|1DMG|1CDMG	1LIT|2aDUR|359VULN|4RPLT|6CDMG|7RCR|8DMG
80	13241 35311	2	 * 	257.61	DCR|2VULN|2DMG|3ASPD|2DUR	128LWND|3RMIN|4aVULN|58DMG|6RCR|78aASPD|8aBPWR|9aDUR
81	14241 35311	1	   	257.61	DCR|2VULN|2DMG|3ASPD|2DUR	128LWND|3RMIN|4aVULN|58DMG|6RCR|78aASPD|8aBPWR|9aDUR
82	32153 36513	9	   	257.60	DCR|4VULN|2TLV|1DUR|1CDMG	1aLHND|2BEXP|367aVULN|4CDMG|5DUR|8aTLV|9RCR|aBPWR
83	42132 35231	2	   	257.58	DCR|2VULN|2DMG|3ASPD|1DUR|2LIT	1aLIT|256ASPD|3DUR|4DLOT|7RCR|8aDMG|9aVULN|aBPWR
84	42632 35231	3	   	257.58	DCR|2VULN|2DMG|3ASPD|1DUR|2LIT	1aLIT|256ASPD|3DUR|4DLOT|7RCR|8aDMG|9aVULN|aBPWR
85	21121 63311	6	 * 	257.53	DCR|4VULN|1DMG|2CDMG|1AART	1AART|29CDMG|3689VULN|469CGEN|5BELT|69BPWR|7RCR|aDMG
86	31153 36513	9	   	257.50	DCR|4VULN|2TLV|1DUR|1CDMG	1aLHND|2LEGI|367aVULN|4CDMG|5DUR|8aTLV|9RCR|aBPWR
87	21152 26121	3	   	257.33	DCR|4VULN|2TLV|2CDMG|1AART	1AART|27CDMG|3567VULN|47TLV|7BPWR|8MLV|9RCR|aFEWX
88	21152 26122	3	   	257.33	DCR|4VULN|2TLV|2CDMG|1AART	1AART|27CDMG|3567VULN|47TLV|7BPWR|8aMLV|9RCR
89	21152 26126	3	   	257.33	DCR|4VULN|2TLV|2CDMG|1AART	1AART|27CDMG|3567VULN|47TLV|7BPWR|8MLV|9RCR|aBEXP
90	21152 26152	3	   	257.33	DCR|4VULN|2TLV|2CDMG|1AART	1AART|27CDMG|3567VULN|47TLV|7BPWR|8MLV|9CGEN|aRCR
91	21152 26162	3	   	257.33	DCR|4VULN|2TLV|2CDMG|1AART	1AART|27CDMG|3567VULN|47TLV|7BPWR|8MLV|9ZMB|aRCR
92	21152 26323	3	   	257.33	DCR|4VULN|2TLV|2CDMG|1AART	1AART|27CDMG|3567VULN|47TLV|7BPWR|8LHND|9RCR|aFEWX
93	21152 26521	3	   	257.33	DCR|4VULN|2TLV|2CDMG|1AART	1AART|27CDMG|3567VULN|47TLV|7BPWR|8CGEN|9RCR|aFEWX
94	21152 26522	3	   	257.33	DCR|4VULN|2TLV|2CDMG|1AART	1AART|27CDMG|3567VULN|47TLV|7BPWR|8CGEN|9RCR|aMLV
95	21452 26121	2	   	257.33	DCR|4VULN|2TLV|2CDMG|1AART	1AART|27CDMG|3567VULN|47TLV|7BPWR|8MLV|9RCR|aFEWX
96	21452 26122	2	   	257.33	DCR|4VULN|2TLV|2CDMG|1AART	1AART|27CDMG|3567VULN|47TLV|7BPWR|8aMLV|9RCR
97	21452 26323	2	   	257.33	DCR|4VULN|2TLV|2CDMG|1AART	1AART|27CDMG|3567VULN|47TLV|7BPWR|8LHND|9RCR|aFEWX
98	21152 26124	3	 * 	257.23	DCR|4VULN|3TLV|2CDMG|1AART	1AART|27CDMG|3567VULN|47aTLV|7BPWR|8MLV|9RCR
99	21152 26125	3	   	257.23	DCR|4VULN|2TLV|2CDMG|1AART	1AART|27CDMG|3567VULN|47TLV|7BPWR|8MLV|9RCR|aTBNT
100	21152 26223	3	   	257.23	DCR|4VULN|2TLV|2CDMG|1AART	1AART|27CDMG|3567VULN|47TLV|7BPWR|8LEGI|9RCR|aFEWX
101	21452 26223	2	   	257.23	DCR|4VULN|2TLV|2CDMG|1AART	1AART|27CDMG|3567VULN|47TLV|7BPWR|8LEGI|9RCR|aFEWX
102	43112 32246	1	 * 	257.11	DCR|3VULN|2DUR|2ASPD|3LIT	137LIT|23aVULN|3aBPWR|4BEXP|5RCVC|6RCR|8aASPD|9aDUR
103	13315 26621	10	   	256.19	DCR|4VULN|2DMG|1ASPD	12LWND|3ASPD|4678VULN|5aDMG|9RCR
104	22151 22516	6	   	256.18	DCR|2VULN|3DMG|2AART|1DUR|1ASPD	15AART|27CGEN|3ASPD|47VULN|678DMG|7BPWR|9DUR|aRCR
105	22151 22563	6	   	256.18	DCR|2VULN|3DMG|2AART|1DUR|1ASPD	15AART|27CGEN|3ASPD|47VULN|678DMG|7BPWR|9RCR|aDUR
106	52433 22513	10	 * 	255.45	DCR|2VULN|3DMG|3DUR	15CGEN|278DUR|36VULN|45aDMG|5BPWR|9RCR
107	21146 13613	8	   	255.31	DCR|4VULN|1DUR|1CDMG|1AART	1AART|2CDMG|3789VULN|4DUST|5LIT|6DUR|aRCR
108	21233 16543	1	   	255.15	DCR|4VULN|2DMG|1AART	1AART|267LWND|3BEXP|47DMG|5678VULN|67BPWR|9RPLT|aRCR
109	52433 53123	7	   	255.15	DCR|3VULN|2DMG|1TLV|1DUR	15CGEN|2DUR|38aVULN|45DMG|5BPWR|6RCR|7TLV|9LWND
110	52433 53322	7	   	255.15	DCR|3VULN|2DMG|1TLV|1DUR	15CGEN|2DUR|39aVULN|45DMG|5BPWR|6RCR|7TLV|8BELT
111	52433 26323	7	   	255.15	DCR|3VULN|2DMG|1TLV|1DUR	15CGEN|2DUR|367VULN|45DMG|5BPWR|8RCR|9ZMB|aTLV
112	32354 11143	1	   	255.07	DCR|3VULN|3DUR|1TLV|1AART	18LHND|2RMIN|368DUR|468VULN|5AART|68BPWR|7BBNT|9RCR|aTLV
113	62313 33613	5	   	255.00	DCR|3VULN|2DUR|3TLV|1ASPD	137ERES|28DUR|478VULN|578TLV|6RCR|78BPWR|9LIT|aASPD
114	62313 53613	6	   	255.00	DCR|3VULN|2DUR|3TLV|1ASPD	137ERES|28DUR|478VULN|578TLV|6RCR|78BPWR|9LIT|aASPD
115	36413 36222	9	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1LHND|2ASPD|357aVULN|4RPLT|6DMG|8RCR|9DUR
116	43162 43133	1	 * 	254.76	DCR|4VULN|3LIT|1TLV|1ASPD	134LIT|2345VULN|345BPWR|6ERES|7TLV|8CGEN|9ASPD|aRCR
117	43162 43311	1	   	254.76	DCR|4VULN|3LIT|1TLV|1ASPD	134LIT|2345VULN|345BPWR|6ERES|7TLV|8ASPD|9BELT|aRCR
118	52433 26322	7	   	254.55	DCR|3VULN|3DMG|1DUR	15CGEN|2DUR|367VULN|45aDMG|5BPWR|8RCR|9ZMB
119	52422 33315	8	   	253.94	DCR|3VULN|2DUR|1TLV|1CDMG	1CGEN|26DUR|35aVULN|4CDMG|7LIT|8RCR|9TLV
120	52422 33325	9	   	253.94	DCR|3VULN|2DUR|1TLV|1CDMG	1CGEN|26DUR|35aVULN|4CDMG|7LIT|8RCR|9TLV
121	21136 14613	7	   	253.86	DCR|3VULN|2DUR|2CDMG|1AART	1AART|28CDMG|389VULN|4FEWX|5LIT|68DUR|7RCVC|8BPWR|aRCR
122	21136 15613	7	   	253.86	DCR|3VULN|2DUR|2CDMG|1AART	1AART|28CDMG|389VULN|47FEWX|5LIT|68DUR|8BPWR|aRCR
123	42332 63131	1	   	253.85	DCR|3VULN|2DMG|1TLV|2LIT	1aLIT|2FEWX|39aVULN|4RPLT|5BEXP|6TLV|7RCR|8aDMG|aBPWR
124	21161 11653	3	   	253.76	DCR|3VULN|2DUR|2CDMG|1AART	1AART|29CDMG|369VULN|4RCVC|5LIT|7DUST|89DUR|9BPWR|aRCR
125	21146 12613	7	   	253.66	DCR|3VULN|2DUR|2CDMG|1AART	1AART|28CDMG|389VULN|47DUST|5LIT|68DUR|8BPWR|aRCR
126	22152 22442	6	   	253.62	DCR|3VULN|2DMG|2ASPD|1AART	1AART|27CGEN|38ASPD|457VULN|67DMG|7BPWR|9RCR|aDMSP
127	22123 32443	5	   	253.62	DCR|3VULN|2DMG|2ASPD|1AART	1AART|27CGEN|38ASPD|4RCVC|57DMG|67aVULN|7BPWR|9RCR
128	22134 32443	3	   	253.62	DCR|3VULN|2DMG|2ASPD|1AART	1AART|27CGEN|38ASPD|47DMG|5DMSP|67aVULN|7BPWR|9RCR
129	21632 26621	3	   	253.61	DCR|4VULN|2CDMG|1DUR|1AART	1AART|27CDMG|37MLV|4567VULN|7BPWR|8DUR|9RCR|aDMSP
130	21632 26623	3	   	253.61	DCR|4VULN|2CDMG|1DUR|1AART	1AART|27CDMG|37MLV|4567VULN|7BPWR|8DUR|9RCR|aLHND
131	21632 26224	3	   	253.51	DCR|4VULN|2CDMG|1TLV|1AART	1AART|27CDMG|37MLV|4567VULN|7BPWR|8ERES|9RCR|aTLV
132	21632 26622	3	   	253.51	DCR|4VULN|2CDMG|1DUR|1AART	1AART|27CDMG|37MLV|4567VULN|7BPWR|8DUR|9RCR|aERES
133	52433 22325	7	 * 	253.48	DCR|3VULN|2DMG|2DUR	15CGEN|27DUR|36aVULN|45DMG|5BPWR|8RCR|9ZMB
134	52433 26313	7	   	253.48	DCR|3VULN|2DMG|2DUR	15CGEN|29DUR|367VULN|45DMG|5BPWR|8RCR|aRPLT
135	52433 26331	7	   	253.48	DCR|3VULN|2DMG|2DUR	15CGEN|2aDUR|367VULN|45DMG|5BPWR|8RCR|9LHND
136	52433 22315	7	   	253.45	DCR|2VULN|3DUR|2DMG|1CDMG	15CGEN|279DUR|36VULN|45DMG|5BPWR|8RCR|aCDMG
137	22152 22241	8	   	253.42	DCR|3VULN|2DMG|2ASPD|1AART	1AART|2CGEN|3aASPD|457VULN|68DMG|9RCR
138	22152 22541	7	   	253.42	DCR|3VULN|2DMG|2ASPD|1AART	1AART|2CGEN|3aASPD|457VULN|68DMG|9RCR
139	22152 24243	8	   	253.42	DCR|3VULN|2DMG|2ASPD|1AART	1AART|2CGEN|37ASPD|45aVULN|68DMG|9RCR
140	52433 26311	7	   	253.38	DCR|3VULN|2DMG|2DUR	15CGEN|29DUR|367VULN|45DMG|5BPWR|8RCR|aDUST
141	52433 26312	7	   	253.38	DCR|3VULN|2DMG|2DUR	15CGEN|29DUR|367VULN|45DMG|5BPWR|8RCR|aBBNT
142	52436 22322	7	   	253.38	DCR|3VULN|2DMG|2DUR	1CGEN|27DUR|356VULN|4aDMG|8RCR|9ZMB
143	43121 31154	1	   	253.23	DCR|4VULN|2DUR|2LIT	13LIT|2356VULN|3BPWR|4RPLT|79DUR|8ERES|aRCR
144	22615 11134	8	   	252.47	DCR|3VULN|3DUR|1CDMG|1AART	1AART|27CGEN|379DUR|4FEWX|5CDMG|67aVULN|7BPWR|8RCR
145	43132 31251	1	   	252.40	DCR|4VULN|1DUR|2LIT|1CDMG	13LIT|2389VULN|3BPWR|4DUR|5RCVC|6RCR|7BEXP|aCDMG
146	43132 36251	1	   	252.40	DCR|4VULN|1DUR|2LIT|1CDMG	13LIT|2389VULN|3BPWR|4DUR|5RCVC|6RCR|7FEWX|aCDMG
147	43362 31251	1	   	252.40	DCR|4VULN|1DUR|2LIT|1CDMG	14LIT|2489VULN|3RCVC|4BPWR|5DUR|6RCR|7BEXP|aCDMG
148	21162 24324	4	   	252.27	DCR|3VULN|3DUR|1CDMG|1AART	1AART|2CDMG|356VULN|4RMIN|78aDUR|9RCR
149	21532 24324	3	   	252.27	DCR|3VULN|3DUR|1CDMG|1AART	1AART|2CDMG|3RMIN|456VULN|78aDUR|9RCR
150	21632 24324	3	   	252.27	DCR|3VULN|3DUR|1CDMG|1AART	1AART|2CDMG|3MLV|456VULN|78aDUR|9RCR
151	21133 35252	9	   	252.27	DCR|3VULN|3DUR|1CDMG|1AART	1AART|2CDMG|38aVULN|4FEWX|567DUR|9RCR
152	21133 35253	10	   	252.27	DCR|3VULN|3DUR|1CDMG|1AART	1AART|2CDMG|38aVULN|4FEWX|567DUR|9RCR
153	14433 35121	4	   	252.26	DCR|4VULN|1DMG|1CDMG|1ASPD	1LWND|2MLV|358aVULN|4DMG|6RCR|7ASPD|9CDMG
154	34433 35121	4	   	252.26	DCR|4VULN|1DMG|1CDMG|1ASPD	1LHND|2MLV|358aVULN|4DMG|6RCR|7ASPD|9CDMG
155	13621 32443	2	   	252.25	DCR|3VULN|2DUR|1DMG|1TLV	129LWND|389VULN|4MLV|5DMG|6RCR|79DUR|9BPWR|aTLV
156	52451 23232	8	   	252.16	DCR|4VULN|1DMG|1DUR	1CGEN|2DUR|389aVULN|4LIT|5FEWX|6DMG|7RCR
157	43126 63331	1	   	252.15	DCR|3VULN|2DUR|3LIT|1TLV	13aLIT|23aVULN|3aBPWR|4RPLT|5BEXP|6TLV|7RCR|8aDUR|9RMIN
158	43122 43621	1	   	252.15	DCR|3VULN|2DUR|3LIT|1TLV	13aLIT|23aVULN|3aBPWR|4RPLT|5RMIN|6LHND|7RCR|8TLV|9aDUR
159	21116 74442	9	   	252.12	DCR|4VULN|2CDMG|2LIT|1AART	1AART|2aCDMG|389aVULN|4RPLT|5MBVNT|6RCR|7aLIT|aBPWR
160	21122 23242	3	   	252.06	DCR|4VULN|2ASPD|1CDMG|1AART	1AART|2CDMG|3569VULN|47ASPD|8LHND|aRCR
161	21122 53542	3	   	252.06	DCR|4VULN|2ASPD|1CDMG|1AART	1AART|2CDMG|3589VULN|47ASPD|6BEXP|aRCR
162	21422 23242	2	   	252.06	DCR|4VULN|2ASPD|1CDMG|1AART	1AART|2CDMG|3569VULN|47ASPD|8LHND|aRCR
163	13211 42311	4	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	12LWND|3TLV|467VULN|5DMG|8RCR|9aDUR
164	13241 42311	3	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	12LWND|3TLV|467VULN|5DMG|8RCR|9aDUR
165	13242 42311	4	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	12LWND|3TLV|4DMG|567VULN|8RCR|9aDUR
166	52436 22323	7	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|27DUR|356VULN|4DMG|8RCR|9ZMB|aTLV
167	21122 23342	3	   	251.96	DCR|4VULN|2ASPD|1CDMG|1AART	1AART|2CDMG|3569VULN|47ASPD|8LEGI|aRCR
168	21422 23342	2	   	251.96	DCR|4VULN|2ASPD|1CDMG|1AART	1AART|2CDMG|3569VULN|47ASPD|8LEGI|aRCR
169	21133 21134	8	 * 	251.84	DCR|2VULN|3DUR|2TLV|2CDMG|1AART	1AART|27CDMG|37VULN|4FEWX|59aDUR|67TLV|7BPWR|8RCR
170	21436 21134	8	   	251.84	DCR|2VULN|3DUR|2TLV|2CDMG|1AART	1AART|27CDMG|379DUR|4FEWX|5aVULN|67TLV|7BPWR|8RCR
171	21152 21324	3	   	251.71	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD|1AART	1AART|2CDMG|356VULN|4TLV|7CGEN|8ASPD|9RCR|aDUR
