0	Index      	 *	Score 	Summary	Detail	
1	41162 22512	 * 	233.20	ACR|1BASARM|2ASPD|2DMG|1CDMG	1LWND|2RCR|36DMG|46ASPD|5NUKE|6BPWR|7DUR|8CDMG|9MBVNT|aBASARM
51	41122 21611	   	216.63	ACR|3DMG|1VULN|1ASPD|1AART|1CDMG	17LWND|2RCR|34aDMG|5AART|6ASPD|8CDMG|9VULN
52	41161 22234	   	216.43	ACR|2VULN|2DMG|1ASPD|1AART|1CDMG	19LWND|2RCR|39DMG|4ASPD|5MBVNT|6CDMG|7AART|89VULN|9BPWR|aFEWX
53	41161 22235	   	216.43	ACR|2VULN|2DMG|1ASPD|1AART|1CDMG	19LWND|2RCR|39DMG|4ASPD|5MBVNT|6CDMG|7AART|89VULN|9BPWR|aDMSP
54	41161 22236	   	216.43	ACR|2VULN|2DMG|1ASPD|1AART|1CDMG	19LWND|2RCR|39DMG|4ASPD|5MBVNT|6CDMG|7AART|89VULN|9BPWR|aLIT
55	41161 22233	   	216.33	ACR|2VULN|2DMG|1ASPD|1AART|1CDMG	19LWND|2RCR|39DMG|4ASPD|5MBVNT|6CDMG|7AART|89VULN|9BPWR|aERES
56	41153 12134	 * 	216.30	ACR|2VULN|2AART|1ASPD|1DMG|1BASICY	1LWND|2RCR|3DMG|49AART|56VULN|7ASPD|8AME|aBASICY
57	41122 23431	   	216.16	ACR|2VULN|2DMG|2AART|1ASPD	1LWND|2RCR|34DMG|59AART|6ASPD|7RMIN|8aVULN
58	41162 21433	   	216.04	ACR|2ASPD|2DMG|1VULN|1BEXP|1CDMG	1LWND|2RCR|36DMG|46ASPD|5NUKE|6BPWR|7RMIN|8CDMG|9VULN|aBEXP
59	41162 23433	   	216.04	ACR|2ASPD|2DMG|1VULN|1BEXP|1CDMG	1LWND|2RCR|36DMG|46ASPD|5NUKE|6BPWR|7CGEN|8CDMG|9VULN|aBEXP
60	41162 23125	 * 	215.94	ACR|2ASPD|2DMG|2BEXP|1VULN	1LWND|2RCR|36DMG|46ASPD|5NUKE|6BPWR|7CGEN|89BEXP|aVULN
61	41412 15121	   	215.94	ACR|2ASPD|2DMG|2BEXP|1VULN	16LWND|2RCR|38BEXP|45ASPD|7aDMG|9VULN
62	41153 43144	 * 	215.45	ACR|1BASARM|1VULN|1DMG|2CDMG|1AART	1LWND|2RCR|3DMG|4AART|5VULN|6aCDMG|7CGEN|8MBVNT|9BASARM
63	41121 32264	   	215.44	ACR|3DMG|2ASPD|2BEXP	1aLWND|2RCR|347DMG|5aBEXP|6DUST|8FEWX|9aASPD|aBPWR
64	41121 23116	   	215.34	ACR|3DMG|2ASPD|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|7aASPD|8DUR|9DUST
65	41121 23216	   	215.34	ACR|3DMG|2ASPD|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|7aASPD|8FEWX|9DUST
66	41121 23516	   	215.34	ACR|3DMG|2ASPD|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|7aASPD|8LHND|9DUST
67	41162 23121	   	215.34	ACR|3DMG|2ASPD|2BEXP	1LWND|2RCR|36aDMG|46ASPD|5NUKE|6BPWR|7CGEN|89BEXP
68	41412 23116	 * 	215.34	ACR|3ASPD|2DMG|2BEXP	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7aDMG|8DUR|9DUST
69	41412 23216	   	215.34	ACR|3ASPD|2DMG|2BEXP	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7aDMG|8FEWX|9DUST
70	41121 21346	   	214.59	ACR|3DMG|2VULN|2BEXP|1AAC	1LWND|2RCR|346DMG|56BEXP|6BPWR|7aVULN|8RPLT|9AAC
71	41153 11331	 * 	214.52	ACR|4VULN|2AART|1DMG|1BEXP	1LWND|2RCR|3DMG|49AART|567aVULN|8BEXP
72	41223 33543	 * 	214.27	ACR|1BASARM|1VULN|1ASPD|1DMG|1AART	1LWND|2RCR|3AART|4CGEN|5VULN|6MSLFST|7FEWX|8BASARM|9DMG|aASPD
73	41153 12334	   	214.26	ACR|2VULN|2DMG|1ASPD|1BEXP|1AART	19LWND|2RCR|39DMG|4AART|56VULN|7ASPD|89DUR|9BPWR|aBEXP
74	41322 26142	   	214.21	ACR|3DMG|2BEXP|1VULN|1ASPD	19LWND|2RCR|3CGEN|459DMG|6LHND|7VULN|89BEXP|9BPWR|aASPD
75	41162 21115	   	214.16	ACR|3DMG|2ASPD|1AART|1BEXP	1LWND|2RCR|36aDMG|46ASPD|5NUKE|6BPWR|7RMIN|8BEXP|9AART
76	41121 21264	   	214.11	ACR|3DMG|2BEXP|1VULN|1ASPD	1aLWND|2RCR|346DMG|56BEXP|6BPWR|7VULN|8FEWX|9ASPD
77	41121 21266	   	214.11	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7VULN|8FEWX|9ASPD|aMLV
78	41123 21263	   	214.11	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56LHND|6BPWR|7VULN|8aBEXP|9ASPD
79	41512 21263	   	214.11	ACR|3ASPD|2BEXP|1VULN|1DMG	1LWND|2RCR|36LHND|456ASPD|6BPWR|7VULN|8aBEXP|9DMG
80	41132 35521	 * 	214.06	ACR|2VULN|2ASPD|1DMG|1AART|1BEXP	1LWND|2RCR|3DMG|4FEWX|58ASPD|67VULN|9BEXP|aAART
81	41121 21232	   	214.01	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7VULN|8FEWX|9ERES|aASPD
82	41121 21262	   	214.01	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7VULN|8FEWX|9ASPD|aNUKE
83	41121 21265	   	214.01	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7VULN|8FEWX|9ASPD|aDUST
84	41121 21532	   	214.01	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7VULN|8LHND|9ERES|aASPD
85	41121 21562	   	214.01	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7VULN|8LHND|9ASPD|aNUKE
86	41121 21632	   	214.01	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7VULN|8DUR|9ERES|aASPD
87	41121 21662	   	214.01	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7VULN|8DUR|9ASPD|aNUKE
88	41121 22312	   	214.01	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ZMB|8VULN|9DUST|aASPD
89	41121 23314	   	214.01	ACR|3DMG|2BEXP|1VULN|1ASPD	1aLWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8VULN|9DUST
90	41121 23331	   	214.01	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8VULN|9MULARM|aFEWX
91	41121 23336	   	214.01	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8VULN|9MULARM|aCGEN
92	41121 23341	   	214.01	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8VULN|9MDPS|aFEWX
93	41121 23345	   	214.01	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8VULN|9MDPS|aDUR
94	41121 23411	   	214.01	ACR|3DMG|2BEXP|1ASPD|1VULN	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8AAC|9LHND|aVULN
95	41123 53263	   	214.01	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|347DMG|5LHND|6VULN|8aBEXP|9ASPD
96	41125 23263	   	214.01	ACR|3DMG|1VULN|2BEXP|1ASPD	1LWND|2RCR|347DMG|5VULN|6LHND|8aBEXP|9ASPD
97	41125 32263	   	214.01	ACR|3DMG|1VULN|2BEXP|1ASPD	1LWND|2RCR|347DMG|5VULN|6aBEXP|8FEWX|9ASPD
98	41412 21232	   	214.01	ACR|3ASPD|2BEXP|1VULN|1DMG	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7VULN|8FEWX|9ERES|aDMG
99	41412 21262	   	214.01	ACR|3ASPD|2BEXP|1VULN|1DMG	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7VULN|8FEWX|9DMG|aNUKE
100	41412 21532	   	214.01	ACR|3ASPD|2BEXP|1VULN|1DMG	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7VULN|8LHND|9ERES|aDMG
101	41412 21632	   	214.01	ACR|3ASPD|2BEXP|1VULN|1DMG	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7VULN|8DUR|9ERES|aDMG
102	41412 22312	   	214.01	ACR|3ASPD|2BEXP|1VULN|1DMG	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7ZMB|8VULN|9DUST|aDMG
103	41412 23314	   	214.01	ACR|3ASPD|2BEXP|1VULN|1DMG	1aLWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8VULN|9DUST
104	41412 23331	   	214.01	ACR|3ASPD|2BEXP|1VULN|1DMG	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8VULN|9MULARM|aFEWX
105	41412 23336	   	214.01	ACR|3ASPD|2BEXP|1VULN|1DMG	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8VULN|9MULARM|aCGEN
106	41412 23341	   	214.01	ACR|3ASPD|2BEXP|1VULN|1DMG	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8VULN|9MDPS|aFEWX
107	41412 23411	   	214.01	ACR|3ASPD|2BEXP|1DMG|1VULN	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8AAC|9LHND|aVULN
108	41121 21112	   	213.91	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7VULN|8TLV|9DUST|aASPD
109	41121 21412	   	213.91	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7VULN|8ERES|9DUST|aASPD
110	41121 23312	   	213.91	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8VULN|9DUST|aNUKE
111	41121 23315	   	213.91	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8VULN|9aDUST
112	41121 23316	   	213.91	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8VULN|9DUST|aTLV
113	41121 23332	   	213.91	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8VULN|9MULARM|aAEMAG
114	41121 23333	   	213.91	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8VULN|9MULARM|aERES
115	41121 23335	   	213.91	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8VULN|9MULARM|aMDPS
116	41121 23342	   	213.91	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8VULN|9MDPS|aDUST
117	41121 23344	   	213.91	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8VULN|9MDPS|aERES
118	41121 23441	   	213.91	ACR|3DMG|2BEXP|1ASPD|1VULN	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8AAC|9DUST|aVULN
119	41121 23451	   	213.91	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8AAC|9VULN|aAEFBLL
120	41121 23452	   	213.91	ACR|3DMG|2BEXP|1VULN|1ASPD	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8AAC|9VULN|aERES
121	41412 21112	   	213.91	ACR|3ASPD|2BEXP|1VULN|1DMG	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7VULN|8TLV|9DUST|aDMG
122	41412 21412	   	213.91	ACR|3ASPD|2BEXP|1VULN|1DMG	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7VULN|8ERES|9DUST|aDMG
123	41412 23312	   	213.91	ACR|3ASPD|2BEXP|1VULN|1DMG	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8VULN|9DUST|aNUKE
124	41412 23315	   	213.91	ACR|3ASPD|2BEXP|1VULN|1DMG	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8VULN|9aDUST
125	41412 23316	   	213.91	ACR|3ASPD|2BEXP|1VULN|1DMG	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8VULN|9DUST|aTLV
126	41412 23332	   	213.91	ACR|3ASPD|2BEXP|1VULN|1DMG	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8VULN|9MULARM|aAEMAG
127	41412 23333	   	213.91	ACR|3ASPD|2BEXP|1VULN|1DMG	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8VULN|9MULARM|aERES
128	41412 23335	   	213.91	ACR|3ASPD|2BEXP|1VULN|1DMG	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8VULN|9MULARM|aMDPS
129	41412 23342	   	213.91	ACR|3ASPD|2BEXP|1VULN|1DMG	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8VULN|9MDPS|aDUST
130	41122 12522	   	213.54	ACR|2ASPD|2DMG|2BEXP|1AART	1aLWND|2RCR|34DMG|5AART|6aBEXP|7DUR|8ZMB|9aASPD|aBPWR
131	41122 13522	   	213.54	ACR|2ASPD|2DMG|2BEXP|1AART	1aLWND|2RCR|34DMG|5AART|6aBEXP|7LHND|8ZMB|9aASPD|aBPWR
132	41122 21311	   	213.54	ACR|2ASPD|2DMG|2BEXP|1AART	179LWND|2RCR|34DMG|5AART|69ASPD|89BEXP|9BPWR|aZMB
133	41122 21312	   	213.54	ACR|2ASPD|2DMG|2BEXP|1AART	179LWND|2RCR|34DMG|5AART|69ASPD|89BEXP|9BPWR|aCGEN
134	41122 21314	   	213.54	ACR|2ASPD|2DMG|2BEXP|1AART	179LWND|2RCR|34DMG|5AART|69ASPD|89BEXP|9BPWR|aFEWX
135	41122 21315	   	213.54	ACR|2ASPD|2DMG|2BEXP|1AART	179LWND|2RCR|34DMG|5AART|69ASPD|89BEXP|9BPWR|aRMIN
136	41153 23632	   	213.49	ACR|2DMG|1VULN|2BEXP|1ASPD|1AART	19LWND|2RCR|39DMG|4AART|5VULN|6ASPD|7DMSP|89BEXP|9BPWR|aZMB
137	41153 23633	   	213.49	ACR|2DMG|1VULN|2BEXP|1ASPD|1AART	19LWND|2RCR|39DMG|4AART|5VULN|6ASPD|7DMSP|89BEXP|9BPWR|aFEWX
138	41122 23436	   	213.47	ACR|2DMG|1VULN|2AART|1ASPD|1CDMG	1LWND|2RCR|34DMG|59AART|6ASPD|7RMIN|8VULN|aCDMG
139	41132 22263	   	213.37	ACR|2DMG|1VULN|1ASPD|1BEXP|1AART|1CDMG	1LWND|2RCR|3aDMG|4FEWX|5ASPD|6CDMG|7AART|8VULN|9BEXP
140	41162 21143	   	213.34	ACR|2ASPD|2DMG|2BEXP|1CDMG	1LWND|2RCR|36DMG|46ASPD|5NUKE|6BPWR|7RMIN|8aBEXP|9CDMG
141	41162 21413	   	213.34	ACR|2ASPD|2DMG|2BEXP|1CDMG	1LWND|2RCR|36DMG|46ASPD|5NUKE|6BPWR|7RMIN|8CDMG|9aBEXP
142	41162 23133	   	213.34	ACR|2ASPD|2DMG|2BEXP|1CDMG	1LWND|2RCR|36DMG|46ASPD|5NUKE|6BPWR|7CGEN|8aBEXP|9CDMG
143	41162 23413	   	213.34	ACR|2ASPD|2DMG|2BEXP|1CDMG	1LWND|2RCR|36DMG|46ASPD|5NUKE|6BPWR|7CGEN|8CDMG|9aBEXP
144	41412 32115	   	213.24	ACR|2ASPD|2DMG|2BEXP|1AART	1LWND|2RCR|38BEXP|45ASPD|6DUST|7aDMG|9AART
145	41233 41323	 * 	212.48	ACR|3BEXP|1ASPD|1DMG|2CDMG|1AART	17LWND|2RCR|3AART|4RCVC|57CDMG|678BEXP|7BPWR|9ASPD|aDMG
146	41121 21341	   	212.32	ACR|3DMG|3BEXP|1VULN|1AAC	1LWND|2RCR|346DMG|56aBEXP|6BPWR|7VULN|8RPLT|9AAC
147	41412 21341	   	212.32	ACR|3ASPD|3BEXP|1VULN|1AAC	1LWND|2RCR|36aBEXP|456ASPD|6BPWR|7VULN|8RPLT|9AAC
148	41122 24331	   	212.22	ACR|2DMG|2AART|1VULN|1ASPD|1BEXP	1LWND|2RCR|34DMG|59AART|6ASPD|7CGEN|8BEXP|aVULN
149	41153 12322	   	212.22	ACR|2VULN|2AART|1ASPD|1DMG|1CDMG	1LWND|2RCR|3DMG|4aAART|56VULN|7ASPD|8DUR|9CDMG
150	41153 12222	   	212.12	ACR|2VULN|2AART|1ASPD|1DMG|1CDMG	1LWND|2RCR|3DMG|4aAART|56VULN|7ASPD|8DUST|9CDMG
151	41154 33131	   	212.12	ACR|2DMG|2AART|1VULN|1ASPD|1BEXP	1LWND|2RCR|37DMG|49AART|5ASPD|6BEXP|8AME|aVULN
152	41125 33215	   	211.90	ACR|2DMG|1VULN|2BEXP|1ASPD|1CDMG	1LWND|2RCR|34DMG|5VULN|69BEXP|7CDMG|8MDPS|aASPD
153	41423 13224	   	211.77	ACR|1BASARM|1ASPD|1DMG|1BEXP|1CDMG	1LWND|2RCR|3BEXP|4LIT|5DUR|6ASPD|7CDMG|8DMG|9CGEN|aBASARM
154	41423 13214	   	211.67	ACR|1BASARM|1ASPD|1DMG|1CDMG|1BEXP	1LWND|2RCR|3BEXP|4LIT|5DUR|6ASPD|7CDMG|8DMG|9ERES|aBASARM
155	41423 13234	   	211.67	ACR|1BASARM|1ASPD|1DMG|1BEXP|1CDMG	1LWND|2RCR|3BEXP|4LIT|5DUR|6ASPD|7CDMG|8DMG|9TLV|aBASARM
156	41125 33235	   	211.65	ACR|2VULN|2DMG|1ASPD|1BEXP|1CDMG	1LWND|2RCR|34DMG|59VULN|6BEXP|7CDMG|8MDPS|aASPD
