0	Index      	 *	Score 	Summary	Detail	
1	11633 62333	 * 	215.20	ACR|2BASARM|3ASPD|1VULN	1RMIN|29CGEN|369ASPD|4ZMB|5RCR|7MLV|89BASARM|9BPWR|aVULN
21	11633 61311	   	197.31	ACR|1BASARM|2ASPD|1VULN|1BEXP	1RMIN|2CGEN|36ASPD|4ZMB|5RCR|7ERES|8BASARM|9VULN|aBEXP
22	11633 34412	   	197.30	ACR|3ASPD|1BASARM|1AART	1RMIN|26CGEN|378ASPD|4ZMB|5RCR|9BASARM|aAART
23	11633 61335	   	197.23	ACR|2BASARM|3ASPD	1RMIN|29CGEN|369ASPD|4ZMB|5RCR|7ERES|89BASARM|9BPWR|aAEFBLL
24	11633 61336	   	197.23	ACR|2BASARM|3ASPD	1RMIN|29CGEN|369ASPD|4ZMB|5RCR|7ERES|89BASARM|9BPWR|aDUST
25	11111 23144	   	194.68	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1RMIN|2CGEN|3MSLFST|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM|aRCVC
26	11511 23144	   	194.68	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1RMIN|2CGEN|3VENICY|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM|aRCVC
27	21511 23144	   	194.68	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1AIRHEL|2MLV|3RMIN|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM|aRCVC
28	23511 23144	   	194.68	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1AIRHEL|2CGEN|3RMIN|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM|aRCVC
29	61233 34362	   	194.44	ACR|1BASARM|1ASPD|1DMG|1VULN|1AAC	1AAC|26CGEN|3ZMB|4TLV|5RCR|7ASPD|8BASARM|9DMG|aVULN
30	11111 23141	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1RMIN|2CGEN|3MSLFST|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM|aLWND
31	11111 23142	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1RMIN|2CGEN|3MSLFST|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM|aFEWX
32	11111 23143	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1RMIN|2CGEN|3MSLFST|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM|aMLV
33	11111 23146	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1RMIN|2CGEN|3MSLFST|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM|aLIT
34	11111 65142	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1RMIN|2CGEN|3MSLFST|4VULN|5RCR|6FEWX|7DMG|8CDMG|9BASARM|aBEXP
35	11511 23141	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1RMIN|2CGEN|3VENICY|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM|aLWND
36	11511 23142	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1RMIN|2CGEN|3VENICY|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM|aFEWX
37	11511 23143	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1RMIN|2CGEN|3VENICY|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM|aMLV
38	11511 23146	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1RMIN|2CGEN|3VENICY|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM|aLIT
39	21511 23141	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1AIRHEL|2MLV|3RMIN|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM|aLWND
40	21511 23142	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1AIRHEL|2MLV|3RMIN|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM|aFEWX
41	21511 23143	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1AIRHEL|2aMLV|3RMIN|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM
42	21511 23146	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1AIRHEL|2MLV|3RMIN|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM|aLIT
43	23511 23141	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1AIRHEL|2CGEN|3RMIN|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM|aLWND
44	23511 23142	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1AIRHEL|2CGEN|3RMIN|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM|aFEWX
45	23511 23143	   	193.37	ACR|1BASARM|1VULN|1DMG|1CDMG|1BEXP	1AIRHEL|2CGEN|3RMIN|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM|aMLV
46	23511 23146	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1AIRHEL|2CGEN|3RMIN|4VULN|5RCR|6DMG|7BEXP|8CDMG|9BASARM|aLIT
47	11643 23163	   	192.68	ACR|2DMG|1VULN|1AART|1ASPD|1BEXP	1RMIN|2CGEN|3ASPD|4AART|5RCR|69DMG|7ZMB|8VULN|aBEXP
48	61243 36323	   	192.01	ACR|1BASARM|1AART|1DMG|1BEXP|1AAC	1AAC|2CGEN|3ZMB|4AART|5RCR|6BELT|7DMG|8LWND|9BEXP|aBASARM
49	55214 22222	 * 	191.95	ACR|3VULN|2ASPD|2BEXP|1AAC	13aVULN|234FEWX|3aBPWR|5RCR|6aBEXP|7MBVNT|8aASPD|9AAC
50	35543 31223	 * 	191.40	ACR|1BASARM|2AART|1BEXP|1CDMG|1SELL	1SELL|2CDMG|3LWND|49AART|5RCR|6BELT|7DUST|8BEXP|aBASARM
51	35643 31223	 * 	191.40	ACR|1BASARM|2AART|1BEXP|1CDMG|1SELL	1SELL|2CDMG|3LHND|49AART|5RCR|6BELT|7DUST|8BEXP|aBASARM
52	11633 14531	   	191.33	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AAC	1RMIN|2CGEN|3ASPD|4ZMB|5RCR|6AME|7AAC|8DMG|9BASARM|aBEXP
53	56131 21511	 * 	190.27	ACR|3ASPD|2VULN|1DMG	1aVULN|2RCVC|3LSRREG|4DUR|5RCR|6DMG|789ASPD
54	23311 23416	 * 	189.25	ACR|1BASARM|2VULN|1DMG|1BEXP	1AIRHEL|2CGEN|39VULN|4ERES|5RCR|6DMG|7BEXP|8BELT|aBASARM
55	25631 31213	 * 	189.23	ACR|1BASARM|1ASPD|1DMG|2CDMG	1AIRHEL|2DUST|36LWND|4DMG|5RCR|7ASPD|89CDMG|aBASARM
56	25331 21213	   	189.13	ACR|1BASARM|1ASPD|1DMG|2CDMG	1AIRHEL|23DUST|4LWND|5RCR|6DMG|7ASPD|89CDMG|aBASARM
57	25341 21213	   	189.13	ACR|1BASARM|1ASPD|1DMG|2CDMG	1AIRHEL|23DUST|4FEWX|5RCR|6DMG|7ASPD|89CDMG|aBASARM
58	25361 21213	   	189.13	ACR|1BASARM|1ASPD|1DMG|2CDMG	1AIRHEL|23DUST|4LHND|5RCR|6DMG|7ASPD|89CDMG|aBASARM
59	21211 21312	 * 	188.42	ACR|2ASPD|2DMG|1VULN|1BEXP	1AIRHEL|2MLV|3BEXP|4ERES|5RCR|68DMG|79ASPD|aVULN
60	23211 21312	   	188.42	ACR|2ASPD|2DMG|1VULN|1BEXP	1AIRHEL|2CGEN|3BEXP|4ERES|5RCR|68DMG|79ASPD|aVULN
61	21311 21313	 * 	188.40	ACR|2VULN|2ASPD|2DMG	1AIRHEL|2MLV|3ERES|4aVULN|5RCR|68DMG|79ASPD
62	23311 21313	   	188.40	ACR|2VULN|2ASPD|2DMG	1AIRHEL|2CGEN|3aVULN|4ERES|5RCR|68DMG|79ASPD
63	11633 62361	   	188.36	ACR|1BASARM|2ASPD|1DMG	1RMIN|2CGEN|36ASPD|4ZMB|5RCR|7MLV|8BASARM|9DMG|aRCVC
64	25311 21541	   	188.32	ACR|2ASPD|2DMG|1VULN|1BEXP	1AIRHEL|23DUST|4VULN|5RCR|6aDMG|78ASPD|9BEXP
65	11633 61361	   	188.26	ACR|1BASARM|2ASPD|1DMG	1RMIN|2CGEN|36ASPD|4ZMB|5RCR|7ERES|8BASARM|9DMG|aRCVC
66	56233 62221	   	188.14	ACR|2VULN|2ASPD|1DMG|1BEXP	17VULN|28RCVC|3ZMB|47TLV|5RCR|67ASPD|7BPWR|9DMG|aBEXP
67	11633 62363	   	187.06	ACR|1BASARM|2ASPD|1DMG	1RMIN|2aCGEN|36ASPD|4ZMB|5RCR|7MLV|8BASARM|9DMG
68	11633 63211	   	187.06	ACR|1BASARM|2ASPD|1DMG	1RMIN|2CGEN|36ASPD|4ZMB|5RCR|7DUR|8LWND|9BASARM|aDMG
69	11141 21635	   	186.96	ACR|1BASARM|2ASPD|1DMG	1RMIN|2CGEN|3MSLFST|4FEWX|5RCR|6DMG|7aASPD|8BASARM|9ZMB
70	11633 61363	   	186.96	ACR|1BASARM|2ASPD|1DMG	1RMIN|2aCGEN|36ASPD|4ZMB|5RCR|7ERES|8BASARM|9DMG
71	11633 63111	   	186.96	ACR|1BASARM|2ASPD|1DMG	1RMIN|2CGEN|36ASPD|4ZMB|5RCR|7DUR|8MBVNT|9BASARM|aDMG
72	11141 21626	 * 	186.86	ACR|1BASARM|2DMG|1ASPD	1RMIN|2CGEN|3MSLFST|4FEWX|5RCR|6aDMG|7ASPD|8BASARM|9AEMAG
73	25411 53131	 * 	186.60	ACR|3BEXP|2DMG|2VULN	1aAIRHEL|2DUST|347BEXP|5RCR|6RMIN|8aDMG|9aVULN|aBPWR
74	21221 21511	   	186.58	ACR|3ASPD|1DMG|1VULN|1BEXP	1AIRHEL|2MLV|3BEXP|4CGEN|5RCR|6DMG|789ASPD|aVULN
75	21211 21511	   	186.48	ACR|3ASPD|1DMG|1VULN|1BEXP	1AIRHEL|2MLV|3BEXP|4ERES|5RCR|6DMG|789ASPD|aVULN
76	23211 21511	   	186.48	ACR|3ASPD|1DMG|1VULN|1BEXP	1AIRHEL|2CGEN|3BEXP|4ERES|5RCR|6DMG|789ASPD|aVULN
77	21311 21341	 * 	186.48	ACR|3DMG|1VULN|1ASPD|1BEXP	1AIRHEL|2MLV|3ERES|4VULN|5RCR|68aDMG|7ASPD|9BEXP
78	23311 21341	   	186.48	ACR|3DMG|1VULN|1ASPD|1BEXP	1AIRHEL|2CGEN|3VULN|4ERES|5RCR|68aDMG|7ASPD|9BEXP
79	25311 21513	   	186.38	ACR|3ASPD|1VULN|1DMG|1BEXP	1AIRHEL|23DUST|4VULN|5RCR|6DMG|789ASPD|aBEXP
80	25311 21511	   	186.37	ACR|3ASPD|2VULN|1DMG	1AIRHEL|23DUST|4aVULN|5RCR|6DMG|789ASPD
81	11263 34362	   	186.24	ACR|1BASARM|1ASPD|1DMG|1VULN	1RMIN|26CGEN|3ZMB|4MLV|5RCR|7ASPD|8BASARM|9DMG|aVULN
82	11633 32362	   	186.24	ACR|1BASARM|1ASPD|1DMG|1VULN	1RMIN|26CGEN|3ASPD|4ZMB|5RCR|7MLV|8BASARM|9DMG|aVULN
83	35643 21321	   	186.22	ACR|2DMG|1AART|1ASPD|1BEXP|1CDMG|1SELL	1SELL|2CDMG|3LHND|4AART|5RCR|6aDMG|7BEXP|8MDPS|9ASPD
84	11633 31362	   	186.14	ACR|1BASARM|1ASPD|1DMG|1VULN	1RMIN|26CGEN|3ASPD|4ZMB|5RCR|7ERES|8BASARM|9DMG|aVULN
85	11141 21625	   	186.04	ACR|1BASARM|1ASPD|1DMG|1VULN	1RMIN|2CGEN|3MSLFST|4FEWX|5RCR|6DMG|7ASPD|8BASARM|9AEMAG|aVULN
86	11111 25235	   	185.93	ACR|1BASARM|1VULN|1DMG|1AART	1RMIN|2CGEN|3MSLFST|4VULN|5RCR|6DMG|7RCVC|8AART|9DUR|aBASARM
87	11511 25235	   	185.93	ACR|1BASARM|1VULN|1DMG|1AART	1RMIN|2CGEN|3VENICY|4VULN|5RCR|6DMG|7RCVC|8AART|9DUR|aBASARM
88	21511 25235	   	185.93	ACR|1BASARM|1VULN|1DMG|1AART	1AIRHEL|2MLV|3RMIN|4VULN|5RCR|6DMG|7RCVC|8AART|9DUR|aBASARM
89	23511 25235	   	185.93	ACR|1BASARM|1VULN|1DMG|1AART	1AIRHEL|2CGEN|3RMIN|4VULN|5RCR|6DMG|7RCVC|8AART|9DUR|aBASARM
90	35241 51113	 * 	185.88	DCR|1BASARM|1VULN|1AART|1DMG|1BEXP|1CDMG|1SELL	1SELL|2CDMG|3VULN|4AART|5BASARM|6BEXP|7CGEN|8DMG|9RPLT|aRCR
91	21341 21435	   	185.82	ACR|1BASARM|1ASPD|1DMG|1AART	1AIRHEL|2MLV|3ERES|4FEWX|5RCR|6DMG|7ASPD|8AART|9TLV|aBASARM
92	35241 31142	 * 	185.78	DCR|1BASARM|1VULN|1AART|1DMG|1BEXP|1CDMG|1SELL	1SELL|2CDMG|3VULN|4AART|5BASARM|6ZMB|7BEXP|8DMG|9MDPS|aRCR
93	35241 52113	 * 	185.78	DCR|1BASARM|1VULN|1AART|1DMG|1BEXP|1CDMG|1SELL	1SELL|2CDMG|3VULN|4AART|5BASARM|6BEXP|7ERES|8DMG|9RPLT|aRCR
94	11643 11161	 * 	185.26	ACR|2ASPD|2DMG|1AART|1AAC	1RMIN|2aCGEN|3aASPD|4AART|5RCR|6DUST|7MLV|8AAC|9aDMG|aBPWR
