0	Index      	 *	Score 	Summary	Detail	
1	61133 21322	 * 	245.33	ACR|2VULN|1BASARM|2ASPD|1BEXP|1AART	1RCR|28FEWX|3AART|48VULN|5CGEN|6BEXP|78ASPD|8BPWR|9ZMB|aBASARM
26	61421 33511	   	226.51	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG|1AART	1RCR|2FEWX|3CDMG|4AART|5ERES|6DMG|7VULN|8BASARM|9BEXP|aMLV
27	61421 33512	   	226.51	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG|1AART	1RCR|2FEWX|3CDMG|4AART|5ERES|6DMG|7VULN|8BASARM|9BEXP|aDUR
28	61133 21522	   	226.50	ACR|1BASARM|1VULN|2BEXP|1ASPD|1AART	1RCR|2FEWX|3AART|4VULN|5CGEN|68BEXP|7ASPD|9ZMB|aBASARM
29	61133 31522	   	226.50	ACR|1BASARM|1VULN|2BEXP|1ASPD|1AART	1RCR|2FEWX|3AART|4VULN|5CGEN|6ASPD|78BEXP|9ZMB|aBASARM
30	63124 33533	   	226.41	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG|1AART	1RCR|2RMIN|3ERES|4DUST|5AART|6CDMG|7VULN|8BASARM|9BEXP|aDMG
31	61421 33513	   	226.41	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG|1AART	1RCR|2FEWX|3CDMG|4AART|5ERES|6DMG|7VULN|8BASARM|9BEXP|aNUKE
32	62224 33533	   	226.31	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG|1AART	1RCR|2ERES|3NUKE|4DUST|5AART|6CDMG|7VULN|8BASARM|9BEXP|aDMG
33	61115 11312	   	226.23	ACR|2BASARM|2BEXP|1ASPD|1AART	1RCR|28aFEWX|3AART|4ASPD|5RPLT|6aBASARM|7aBEXP|9MDPS|aBPWR
34	61133 33611	 * 	225.47	ACR|2VULN|2ASPD|2DMG|1AART	1RCR|278FEWX|3AART|4aVULN|5CGEN|6aASPD|9aDMG|aBPWR
35	61115 33251	   	225.47	ACR|2VULN|2ASPD|2DMG|1AART	1RCR|2aFEWX|3AART|4aASPD|5RPLT|6CGEN|78DMG|9aVULN|aBPWR
36	61136 21252	 * 	225.38	ACR|1BASARM|1VULN|2AART|1ASPD|1BEXP	1RCR|2FEWX|38AART|4VULN|5ZMB|6BEXP|7ASPD|9AME|aBASARM
37	61136 31252	   	225.38	ACR|1BASARM|1VULN|2AART|1ASPD|1BEXP	1RCR|2FEWX|38AART|4VULN|5ZMB|6ASPD|7BEXP|9AME|aBASARM
38	66132 24322	   	225.38	ACR|1BASARM|1VULN|2AART|1ASPD|1BEXP	1RCR|2LWND|35AART|4VULN|6ASPD|7BEXP|8AME|9ZMB|aBASARM
39	61135 21252	   	225.28	ACR|1BASARM|1VULN|2AART|1ASPD|1BEXP	1RCR|2FEWX|38AART|4VULN|5AAC|6BEXP|7ASPD|9AME|aBASARM
40	61135 31252	   	225.28	ACR|1BASARM|1VULN|2AART|1ASPD|1BEXP	1RCR|2FEWX|38AART|4VULN|5AAC|6ASPD|7BEXP|9AME|aBASARM
41	66132 21253	   	225.28	ACR|1BASARM|1VULN|2AART|1ASPD|1BEXP	1RCR|2LWND|35AART|4VULN|6ASPD|7AAC|8ERES|9BASARM|aBEXP
42	61115 11136	   	225.19	ACR|1BASARM|2BEXP|1ASPD|1AART|1CDMG	1RCR|2FEWX|3AART|4ASPD|5RPLT|6BASARM|7aBEXP|8ZMB|9CDMG
43	61115 11113	   	225.19	ACR|1BASARM|2VULN|1ASPD|1BEXP|1AART	1RCR|2FEWX|3AART|4ASPD|5RPLT|6BASARM|7BEXP|8ZMB|9aVULN
44	61132 21453	   	225.09	ACR|2VULN|1BASARM|1ASPD|1BEXP|1AART	1RCR|2FEWX|3AART|45VULN|6ASPD|7AAC|8CGEN|9BASARM|aBEXP
45	61132 21462	   	225.09	ACR|2VULN|1BASARM|1ASPD|1BEXP|1AART	1RCR|2FEWX|3AART|45VULN|6ASPD|7AAC|8CGEN|9BEXP|aBASARM
46	61132 24322	   	225.09	ACR|2VULN|1BASARM|1ASPD|1AART|1BEXP	1RCR|2FEWX|3AART|45VULN|6ASPD|7BEXP|8AME|9ZMB|aBASARM
47	61132 21253	   	224.99	ACR|2VULN|1BASARM|1ASPD|1AART|1BEXP	1RCR|2FEWX|3AART|45VULN|6ASPD|7AAC|8ERES|9BASARM|aBEXP
48	66113 21212	   	223.72	ACR|2VULN|2DMG|2AART|1ASPD	1RCR|2aLWND|38AART|4ASPD|5RCVC|6MDPS|7aDMG|9aVULN|aBPWR
49	61214 43131	 * 	223.14	ACR|3BEXP|2ASPD|1VULN|1AART|1CDMG	1RCR|2FEWX|356BEXP|46ASPD|6BPWR|7LEGI|8AART|9CDMG|aVULN
50	42312 32616	 * 	223.03	ACR|2VULN|3ASPD|3DMG	18aDMG|28VULN|3aDUR|4LEGI|5RCR|6aERES|789ASPD|8aBPWR
51	61211 21314	   	222.94	ACR|3DMG|2ASPD|1VULN|1BEXP	1RCR|2FEWX|3BEXP|49ASPD|5AAC|68aDMG|7VULN
52	61211 22224	   	222.94	ACR|3DMG|2ASPD|1VULN|1BEXP	1RCR|2FEWX|3BEXP|47ASPD|5AAC|68aDMG|9VULN
53	61114 24212	   	222.87	ACR|2VULN|2DMG|2AART|1ASPD	1RCR|2aFEWX|38AART|4ASPD|5aDMG|6MDPS|7RCVC|9aVULN|aBPWR
54	66115 13221	   	222.60	ACR|1BASARM|2ASPD|1AART|1CDMG|1AAC	1RCR|2LWND|3AART|48ASPD|5RPLT|6BASARM|7CDMG|9AAC|aDUR
55	66115 13223	   	222.60	ACR|1BASARM|2ASPD|1AART|1CDMG|1AAC	1RCR|2LWND|3AART|48ASPD|5RPLT|6BASARM|7CDMG|9AAC|aFEWX
56	66115 13222	   	222.50	ACR|1BASARM|2ASPD|1AART|1CDMG|1AAC	1RCR|2LWND|3AART|48ASPD|5RPLT|6BASARM|7CDMG|9AAC|aDUST
57	61133 21312	 * 	222.21	ACR|4VULN|2ASPD|1AART|1BEXP	1RCR|28FEWX|3AART|489aVULN|5CGEN|6BEXP|78ASPD|8BPWR
58	61132 35235	   	221.33	ACR|2VULN|2ASPD|1DMG|1CDMG|1AART	1RCR|2FEWX|3AART|45VULN|6CDMG|7DUR|8DMG|9aASPD
59	61111 21512	   	221.26	ACR|2VULN|2DMG|2AART|1ASPD	1RCR|28aFEWX|35AART|4ASPD|6MDPS|7aDMG|9aVULN|aBPWR
60	66114 21212	   	221.26	ACR|2VULN|2DMG|2AART|1ASPD	1RCR|27aLWND|38AART|4ASPD|5aDMG|6MDPS|9aVULN|aBPWR
61	66132 21313	 * 	221.26	ACR|2VULN|2ASPD|2AART|1DMG	1RCR|29LWND|35AART|49VULN|69ASPD|7AAC|8DMSP|9BPWR|aDMG
62	61214 43133	 * 	221.26	ACR|3ASPD|3BEXP|1CDMG|1AART	1RCR|2FEWX|356BEXP|46aASPD|6BPWR|7LEGI|8AART|9CDMG
63	61114 16212	   	221.16	ACR|2VULN|2ASPD|2AART|1DMG	1RCR|2aFEWX|38AART|4aASPD|5DMG|6AEMAG|7MDPS|9aVULN|aBPWR
64	61215 22236	   	221.04	ACR|2ASPD|2DMG|1VULN|1BEXP|1CDMG	1RCR|2FEWX|3BEXP|47ASPD|5MLV|68DMG|9CDMG|aVULN
65	65251 21311	   	221.04	ACR|2ASPD|2DMG|1VULN|1BEXP|1CDMG	1RCR|2RPLT|39ASPD|4CDMG|5BEXP|68DMG|7VULN|aCGEN
66	65251 21312	   	221.04	ACR|2ASPD|2DMG|1VULN|1CDMG|1BEXP	1RCR|2RPLT|39ASPD|4CDMG|5BEXP|68DMG|7VULN|aFEWX
67	65251 21313	   	221.04	ACR|2ASPD|2DMG|1VULN|1BEXP|1CDMG	1RCR|2RPLT|39ASPD|4CDMG|5BEXP|68DMG|7VULN|aLIT
68	65251 22221	   	221.04	ACR|2ASPD|2DMG|1VULN|1BEXP|1CDMG	1RCR|2RPLT|37ASPD|4CDMG|5BEXP|68DMG|9VULN|aCGEN
69	65251 22222	   	221.04	ACR|2ASPD|2DMG|1VULN|1CDMG|1BEXP	1RCR|2RPLT|37ASPD|4CDMG|5BEXP|68DMG|9VULN|aFEWX
70	65251 22223	   	221.04	ACR|2ASPD|2DMG|1VULN|1BEXP|1CDMG	1RCR|2RPLT|37ASPD|4CDMG|5BEXP|68DMG|9VULN|aLIT
71	61133 31313	 * 	221.01	ACR|3VULN|2BEXP|1ASPD|1AART|1CDMG	1RCR|28FEWX|3AART|489VULN|5CGEN|6ASPD|78BEXP|8BPWR|aCDMG
72	61211 22166	   	220.94	ACR|2ASPD|2DMG|1VULN|1CDMG|1BEXP	1RCR|2FEWX|3BEXP|47ASPD|5AAC|6aDMG|8VULN|9CDMG
73	65251 22233	   	220.94	ACR|2ASPD|2DMG|1VULN|1BEXP|1CDMG	1RCR|2RPLT|37ASPD|4CDMG|5BEXP|68DMG|9ERES|aVULN
74	66211 22236	   	220.94	ACR|2ASPD|2DMG|1VULN|1CDMG|1BEXP	1RCR|2LWND|3BEXP|47ASPD|5AAC|68DMG|9CDMG|aVULN
75	61211 21414	 * 	220.84	ACR|2ASPD|2DMG|2BEXP|1VULN	1RCR|2FEWX|38BEXP|49ASPD|5AAC|6aDMG|7VULN
76	61213 51251	 * 	220.54	ACR|3ASPD|2DMG|2BEXP	1RCR|2aFEWX|3aBEXP|467ASPD|5LIT|8LWND|9aDMG|aBPWR
77	61135 21122	   	219.31	ACR|1BASARM|1VULN|1ASPD|1AART|1BEXP	1RCR|2FEWX|3AART|4VULN|59AAC|6BEXP|7ASPD|8AME|aBASARM
78	61135 31122	   	219.31	ACR|1BASARM|1VULN|1ASPD|1AART|1BEXP	1RCR|2FEWX|3AART|4VULN|59AAC|6ASPD|7BEXP|8AME|aBASARM
79	61126 25111	 * 	219.27	ACR|1BASARM|1VULN|1ASPD|1DMG|1AART	1RCR|2FEWX|3AART|4ERES|5MLV|6ASPD|7LIT|8VULN|9BASARM|aDMG
80	62316 25111	   	219.27	ACR|1BASARM|1VULN|1ASPD|1DMG|1AART	1RCR|2ERES|3AART|4DUR|5MLV|6ASPD|7LIT|8VULN|9BASARM|aDMG
81	66112 35111	   	219.27	ACR|1BASARM|1VULN|1ASPD|1DMG|1AART	1RCR|2LWND|3AART|4ASPD|5TLV|6MLV|7LIT|8VULN|9BASARM|aDMG
82	61133 32634	   	219.27	ACR|1BASARM|1VULN|1ASPD|1DMG|1AART	1RCR|2FEWX|3AART|4VULN|5CGEN|6ASPD|7AME|8LWND|9BASARM|aDMG
83	62314 15111	   	219.17	ACR|1BASARM|1VULN|1ASPD|1DMG|1AART	1RCR|2ERES|3AART|4DUR|5ASPD|6TLV|7LIT|8VULN|9BASARM|aDMG
84	61124 15111	   	219.17	ACR|1BASARM|1VULN|1ASPD|1DMG|1AART	1RCR|2FEWX|3AART|4ERES|5ASPD|6TLV|7LIT|8VULN|9BASARM|aDMG
85	62124 25111	   	219.17	ACR|1BASARM|1VULN|1ASPD|1DMG|1AART	1RCR|2ERES|3MLV|4DUST|5AART|6ASPD|7LIT|8VULN|9BASARM|aDMG
86	65252 22111	   	219.10	ACR|3ASPD|1VULN|1DMG|1CDMG|1BEXP	1RCR|2RPLT|379ASPD|4CDMG|5LWND|6DMG|8VULN|aBEXP
87	61211 22213	   	219.06	ACR|3ASPD|2DMG|1AART|1BEXP	1RCR|2FEWX|3BEXP|47aASPD|5AAC|68DMG|9AART
88	61215 22111	   	219.01	ACR|3ASPD|2BEXP|1VULN|1DMG	1RCR|2FEWX|3aBEXP|479ASPD|5MLV|6DMG|8VULN
89	66215 22111	   	219.01	ACR|3ASPD|2BEXP|1VULN|1DMG	1RCR|2LWND|3aBEXP|479ASPD|5MLV|6DMG|8VULN
90	61211 21366	   	219.00	ACR|3DMG|1VULN|1ASPD|1CDMG|1BEXP	1RCR|2FEWX|3BEXP|4ASPD|5AAC|68aDMG|7VULN|9CDMG
91	65251 22112	   	219.00	ACR|3ASPD|1VULN|1DMG|1CDMG|1BEXP	1RCR|2RPLT|379ASPD|4CDMG|5BEXP|6DMG|8VULN|aAME
92	65251 22113	   	219.00	ACR|3ASPD|1VULN|1DMG|1BEXP|1CDMG	1RCR|2RPLT|379ASPD|4CDMG|5BEXP|6DMG|8VULN|aAIRARM
93	61211 22111	   	218.91	ACR|3ASPD|2BEXP|1VULN|1DMG	1RCR|2FEWX|3aBEXP|479ASPD|5AAC|6DMG|8VULN
94	66211 22111	   	218.91	ACR|3ASPD|2BEXP|1VULN|1DMG	1RCR|2LWND|3aBEXP|479ASPD|5AAC|6DMG|8VULN
95	61111 21225	 * 	218.79	ACR|2ASPD|2DMG|3AART|1AAC	1RCR|29FEWX|358AART|49ASPD|6MDPS|79DMG|9BPWR|aAAC
96	42312 32611	   	218.65	ACR|2VULN|3ASPD|2DMG|1BEXP	18DMG|28VULN|3DUR|4LEGI|5RCR|6ERES|789ASPD|8BPWR|aBEXP
97	42312 52611	   	218.65	ACR|2VULN|3ASPD|2DMG|1BEXP	18DMG|28VULN|3DUR|4LEGI|5RCR|6TLV|789ASPD|8BPWR|aBEXP
98	42512 32611	   	218.65	ACR|2VULN|3ASPD|2DMG|1BEXP	18DMG|28VULN|3FEWX|4LEGI|5RCR|6ERES|789ASPD|8BPWR|aBEXP
99	61215 22235	   	218.34	ACR|2ASPD|2DMG|2BEXP|1CDMG	1RCR|2FEWX|3aBEXP|47ASPD|5MLV|68DMG|9CDMG
100	66211 22235	   	218.24	ACR|2ASPD|2DMG|2BEXP|1CDMG	1RCR|2LWND|3aBEXP|47ASPD|5AAC|68DMG|9CDMG
101	61132 35231	   	217.22	ACR|2VULN|2AART|1ASPD|1DMG|1CDMG	1RCR|2FEWX|3aAART|45VULN|6CDMG|7DUR|8DMG|9ASPD
102	66132 34232	   	217.22	ACR|2VULN|2AART|1ASPD|1DMG|1CDMG	1RCR|2LWND|35AART|4aVULN|6CDMG|7FEWX|8DMG|9ASPD
103	65251 22211	   	217.05	ACR|2ASPD|2DMG|1CDMG|1BEXP|1AART	1RCR|2RPLT|37ASPD|4CDMG|5BEXP|68DMG|9AART|aERES
104	65251 22212	   	217.05	ACR|2ASPD|2DMG|1AART|1BEXP|1CDMG	1RCR|2RPLT|37ASPD|4CDMG|5BEXP|68DMG|9AART|aSNITOX
105	61133 32635	   	216.79	ACR|1BASARM|2ASPD|1VULN|1AART	1RCR|2FEWX|3AART|4VULN|5CGEN|6aASPD|7AME|8LWND|9BASARM
106	61115 13234	   	216.77	ACR|1BASARM|1ASPD|1DMG|1AART|1CDMG	1RCR|2FEWX|3AART|4ASPD|5RPLT|6BASARM|7CGEN|8LWND|9CDMG|aDMG
107	61115 13334	   	216.77	ACR|1BASARM|1ASPD|1DMG|1CDMG|1AART	1RCR|2FEWX|3AART|4ASPD|5RPLT|6BASARM|7CGEN|8CDMG|9DUR|aDMG
108	66115 13121	   	216.77	ACR|1BASARM|1ASPD|1DMG|1AART|1CDMG	1RCR|2LWND|3AART|4ASPD|5RPLT|6BASARM|7CDMG|8LIT|9CGEN|aDMG
109	66115 13131	   	216.77	ACR|1BASARM|1ASPD|1DMG|1AART|1CDMG	1RCR|2LWND|3AART|4ASPD|5RPLT|6BASARM|7CDMG|8LIT|9MLV|aDMG
110	61135 11132	   	216.69	ACR|1BASARM|2ASPD|1VULN|1AART	1RCR|2FEWX|3AART|4VULN|5AAC|6DUR|79ASPD|8AME|aBASARM
111	61135 32132	   	216.69	ACR|1BASARM|2ASPD|1VULN|1AART	1RCR|2FEWX|3AART|4VULN|5AAC|69ASPD|7AME|8LHND|aBASARM
112	61135 32532	   	216.69	ACR|1BASARM|2ASPD|1VULN|1AART	1RCR|2FEWX|3AART|4VULN|5AAC|69ASPD|7AME|8DUR|aBASARM
113	61135 36132	   	216.69	ACR|1BASARM|2ASPD|1VULN|1AART	1RCR|2FEWX|3AART|4VULN|5AAC|69ASPD|7DUR|8AME|aBASARM
114	61116 31315	   	216.67	ACR|1BASARM|1ASPD|1DMG|1AART|1CDMG	1RCR|2FEWX|3AART|4ASPD|56MLV|7MULARM|8CDMG|9DMG|aBASARM
115	64123 23332	   	216.67	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AART	1RCR|2CGEN|3MLV|4BEXP|5FEWX|6DMG|7AART|8AME|9ASPD|aBASARM
116	64161 23332	   	216.67	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AART	1RCR|2CGEN|3MLV|4FEWX|5BEXP|6DMG|7AART|8AME|9ASPD|aBASARM
117	61115 11241	 * 	216.57	ACR|1BASARM|1ASPD|2CDMG|1BEXP|1AART	1RCR|2FEWX|3AART|4ASPD|5RPLT|6BASARM|7BEXP|8DUST|9aCDMG
118	61116 11315	   	216.57	ACR|1BASARM|1ASPD|1DMG|1CDMG|1AART	1RCR|2FEWX|3AART|4ASPD|5MLV|6AEMAG|7MULARM|8CDMG|9DMG|aBASARM
119	64122 23332	   	216.57	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AART	1RCR|2CGEN|3MLV|4BEXP|5MBVNT|6DMG|7AART|8AME|9ASPD|aBASARM
120	64122 74332	   	216.57	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AART	1RCR|2CGEN|3MLV|4BEXP|5MBVNT|6AART|7DMG|8AME|9ASPD|aBASARM
121	64126 23332	   	216.57	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AART	1RCR|2CGEN|3MLV|4BEXP|5LEGI|6DMG|7AART|8AME|9ASPD|aBASARM
122	64531 23332	   	216.57	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AART	1RCR|2CGEN|3FEWX|4TLV|5BEXP|6DMG|7AART|8AME|9ASPD|aBASARM
123	61114 12233	   	216.51	ACR|3ASPD|2BEXP|1DMG|1AART	1RCR|29FEWX|3AART|49aASPD|5DMG|6AEMAG|7RMIN|89BEXP|9BPWR
124	66114 12233	   	216.51	ACR|3ASPD|2BEXP|1DMG|1AART	1RCR|29LWND|3AART|49aASPD|5DMG|6AEMAG|7RMIN|89BEXP|9BPWR
125	65251 22311	   	216.41	ACR|3ASPD|2BEXP|1DMG|1CDMG	1RCR|2RPLT|379ASPD|4CDMG|5aBEXP|6DMG|8LWND
126	61262 26241	 * 	216.20	ACR|3DMG|1BASARM|1BEXP	1RCR|249FEWX|3BEXP|5MBVNT|678DMG|aBASARM
127	61215 21236	 * 	215.79	ACR|2VULN|2DMG|2BEXP|1ASPD	1RCR|2FEWX|3aBEXP|4ASPD|5MLV|6aDMG|79VULN|8aCGEN|aBPWR
128	61133 31312	 * 	215.51	ACR|4VULN|2BEXP|1ASPD|1AART	1RCR|28FEWX|3AART|489aVULN|5CGEN|6ASPD|78BEXP|8BPWR
