0	Index      	 *	Score 	Summary	Detail	
1	13133 12662	 * 	226.64	ACR|3VULN|3DMG|1AART|2ASPD|1CDMG	15aVULN|2AART|3RCR|47aDMG|6CDMG|8CANSTR|9aASPD|aBPWR
61	13133 12112	   	204.28	ACR|3VULN|2DMG|1AART|1CDMG	158VULN|2AART|3RCR|47DMG|6CDMG|9ASPD|aFEWX
62	13133 12124	   	204.28	ACR|3VULN|2DMG|1AART|1CDMG	158VULN|2AART|3RCR|47DMG|6CDMG|9LWND|aASPD
63	13133 12154	   	204.28	ACR|3VULN|2DMG|1AART|1CDMG	158VULN|2AART|3RCR|47DMG|6CDMG|9BEXP|aASPD
64	13133 13521	   	204.28	ACR|3VULN|2DMG|1AART|1CDMG	15aVULN|2AART|3RCR|48DMG|6CDMG|7DUR|9LHND
65	13133 13531	   	204.28	ACR|3VULN|2DMG|1AART|1CDMG	159VULN|2AART|3RCR|48DMG|6CDMG|7DUR|aBEXP
66	13133 13532	   	204.28	ACR|3VULN|2DMG|1AART|1CDMG	159VULN|2AART|3RCR|48DMG|6CDMG|7DUR|aLIT
67	13133 13535	   	204.28	ACR|3VULN|2DMG|1AART|1CDMG	159VULN|2AART|3RCR|48DMG|6CDMG|7DUR|aLHND
68	13333 33211	   	204.21	DCR|4VULN|2DMG|1AART	159aVULN|2AART|3ASPD|4LEGI|6RCR|7aVENICY|8aDMG|aBPWR
69	13133 12533	   	204.18	ACR|3VULN|2DMG|1AART|1CDMG	159VULN|2AART|3RCR|47DMG|6CDMG|8DUR|aERES
70	13133 12536	   	204.18	ACR|3VULN|2DMG|1AART|1CDMG	159VULN|2AART|3RCR|47DMG|6CDMG|8DUR|aNUKE
71	13133 12551	   	204.18	ACR|3VULN|2DMG|1AART|1CDMG	15aVULN|2AART|3RCR|47DMG|6CDMG|8DUR|9LEGI
72	13133 12113	   	204.18	ACR|3VULN|2DMG|1AART|1CDMG	158VULN|2AART|3RCR|47DMG|6CDMG|9ASPD|aDUST
73	13133 12116	   	204.18	ACR|3VULN|2DMG|1AART|1CDMG	158VULN|2AART|3RCR|47DMG|6CDMG|9ASPD|aERES
74	13133 13533	   	204.18	ACR|3VULN|2DMG|1AART|1CDMG	159VULN|2AART|3RCR|48DMG|6CDMG|7DUR|aERES
75	13133 13536	   	204.18	ACR|3VULN|2DMG|1AART|1CDMG	159VULN|2AART|3RCR|48DMG|6CDMG|7DUR|aNUKE
76	13133 13551	   	204.18	ACR|3VULN|2DMG|1AART|1CDMG	15aVULN|2AART|3RCR|48DMG|6CDMG|7DUR|9LEGI
77	13133 12332	   	204.13	ACR|2AART|2VULN|2DMG|1CDMG|1ZMB	15VULN|28AART|3RCR|47DMG|6CDMG|9ZMB|aFEWX
78	13133 12333	   	204.03	ACR|2AART|2VULN|2DMG|1CDMG|1ZMB	15VULN|28AART|3RCR|47DMG|6CDMG|9ZMB|aDUST
79	13133 12336	   	204.03	ACR|2AART|2VULN|2DMG|1CDMG|1ZMB	15VULN|28AART|3RCR|47DMG|6CDMG|9ZMB|aERES
80	13344 21313	   	203.92	DCR|4VULN|2DMG|1AART|2ASPD	178aVULN|2AART|37ASPD|4CGEN|5LIT|67DMG|7BPWR|9RCR
81	13313 33261	   	203.86	DCR|3VULN|2DMG|1AART|2ASPD	15aVULN|2AART|3aASPD|4DUR|6RCR|7VENICY|8aDMG|9DMSP|aBPWR
82	13141 13211	 * 	203.65	ACR|3VULN|2DMG|1AART|3ASPD	19aVULN|2AART|3RCR|46aASPD|5LWND|7VENICY|8aDMG|aBPWR
83	13133 11335	   	203.50	ACR|3VULN|2AART|1DMG|1CDMG|1ZMB	157VULN|28AART|3RCR|4DMG|6CDMG|9ZMB|aRCVC
84	13136 12111	   	202.87	ACR|2AART|2VULN|2DMG|1CDMG	18VULN|2aAART|3RCR|47DMG|5RCVC|6CDMG|9ASPD
85	13164 23314	   	202.65	ACR|4VULN|2AART|1DMG|1ZMB	148aVULN|27AART|3RCR|5LIT|6DMG|9ZMB
86	13244 21115	 * 	202.57	DCR|3DMG|2AART|2VULN|2ZMB	17VULN|28AART|37ZMB|4CGEN|5LIT|67aDMG|7BPWR|9RCR
87	13443 33261	   	202.54	DCR|3VULN|2DMG|1AART|2DUR	15aVULN|2AART|3aDUR|4ASPD|6RCR|7VENICY|8aDMG|9DMSP|aBPWR
88	13143 11331	   	202.41	ACR|3VULN|3AART|1DMG|1CDMG	157VULN|28aAART|3RCR|4ASPD|6CDMG|9DMG
89	13133 11311	   	202.41	ACR|3VULN|3AART|1DMG|1CDMG	157VULN|28aAART|3RCR|4DMG|6CDMG|9ASPD
90	13133 11332	   	202.20	ACR|3VULN|2AART|1DMG|1CDMG|1ZMB	157VULN|28AART|3RCR|4DMG|6CDMG|9ZMB|aFEWX
91	13133 11333	   	202.10	ACR|3VULN|2AART|1DMG|1CDMG|1ZMB	157VULN|28AART|3RCR|4DMG|6CDMG|9ZMB|aDUST
92	13133 11336	   	202.10	ACR|3VULN|2AART|1DMG|1CDMG|1ZMB	157VULN|28AART|3RCR|4DMG|6CDMG|9ZMB|aERES
93	13143 11135	   	202.09	ACR|4VULN|1AART|1DMG|1CDMG	1578VULN|2AART|3RCR|4ASPD|6CDMG|9DMG|aRCVC
94	13133 11115	   	202.09	ACR|4VULN|1AART|1DMG|1CDMG	1578VULN|2AART|3RCR|4DMG|6CDMG|9ASPD|aRCVC
95	13133 12315	   	201.37	ACR|2AART|2VULN|2DMG|1CDMG	15VULN|28AART|3RCR|47DMG|6CDMG|9ASPD|aRCVC
96	13344 21112	   	201.27	DCR|3DMG|2AART|2VULN|2ASPD	17VULN|28AART|37ASPD|4CGEN|5LIT|67aDMG|7BPWR|9RCR
97	13344 21113	 * 	201.27	DCR|3VULN|2AART|2DMG|2ASPD	17aVULN|28AART|37ASPD|4CGEN|5LIT|67DMG|7BPWR|9RCR
98	13213 31565	   	201.21	DCR|3DMG|2VULN|1AART|1ZMB	15VULN|2AART|3ZMB|4DUR|6RCR|7MLV|89aDMG
99	13433 32425	   	201.21	DCR|3VULN|2DMG|1AART|1ZMB	157VULN|2AART|3DUR|4aDMG|6RCR|8MLV|9ZMB
100	13412 25236	   	201.16	DCR|3VULN|3DMG|1AART	19aVULN|2AART|3DUR|49LIT|5LEGI|679DMG|8RCR|9BPWR
101	13146 11131	   	200.94	ACR|3VULN|2AART|1DMG|1CDMG	178VULN|2aAART|3RCR|4ASPD|5RCVC|6CDMG|9DMG
102	13136 11111	   	200.94	ACR|3VULN|2AART|1DMG|1CDMG	178VULN|2aAART|3RCR|4DMG|5RCVC|6CDMG|9ASPD
103	13133 12514	   	200.85	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	15VULN|2AART|3RCR|47DMG|6CDMG|89DUR|aASPD
104	13133 13514	   	200.85	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	15VULN|2AART|3RCR|48DMG|6CDMG|79DUR|aASPD
105	13133 13321	   	200.79	ACR|4VULN|1AART|1DMG|1CDMG	158aVULN|2AART|3RCR|4DMG|6CDMG|7DUR|9LHND
106	13133 13331	   	200.79	ACR|4VULN|1AART|1DMG|1CDMG	1589VULN|2AART|3RCR|4DMG|6CDMG|7DUR|aBEXP
107	13133 13332	   	200.79	ACR|4VULN|1AART|1DMG|1CDMG	1589VULN|2AART|3RCR|4DMG|6CDMG|7DUR|aLIT
108	13133 13335	   	200.79	ACR|4VULN|1AART|1DMG|1CDMG	1589VULN|2AART|3RCR|4DMG|6CDMG|7DUR|aLHND
109	13143 11132	   	200.79	ACR|4VULN|1AART|1DMG|1CDMG	1578VULN|2AART|3RCR|4ASPD|6CDMG|9DMG|aFEWX
110	13133 11112	   	200.79	ACR|4VULN|1AART|1DMG|1CDMG	1578VULN|2AART|3RCR|4DMG|6CDMG|9ASPD|aFEWX
111	13133 11124	   	200.79	ACR|4VULN|1AART|1DMG|1CDMG	1578VULN|2AART|3RCR|4DMG|6CDMG|9LWND|aASPD
112	13133 11154	   	200.79	ACR|4VULN|1AART|1DMG|1CDMG	1578VULN|2AART|3RCR|4DMG|6CDMG|9BEXP|aASPD
113	13133 11211	   	200.79	ACR|4VULN|1AART|1DMG|1CDMG	157aVULN|2AART|3RCR|4DMG|6CDMG|8LHND|9DUR
114	13133 11521	   	200.79	ACR|4VULN|1AART|1DMG|1CDMG	157aVULN|2AART|3RCR|4DMG|6CDMG|8DUR|9LHND
115	13133 11531	   	200.79	ACR|4VULN|1AART|1DMG|1CDMG	1579VULN|2AART|3RCR|4DMG|6CDMG|8DUR|aBEXP
116	13133 11532	   	200.79	ACR|4VULN|1AART|1DMG|1CDMG	1579VULN|2AART|3RCR|4DMG|6CDMG|8DUR|aLIT
117	13133 11535	   	200.79	ACR|4VULN|1AART|1DMG|1CDMG	1579VULN|2AART|3RCR|4DMG|6CDMG|8DUR|aLHND
118	13133 15311	   	200.79	ACR|4VULN|1AART|1DMG|1CDMG	158aVULN|2AART|3RCR|4DMG|6CDMG|7LHND|9DUR
119	13161 11336	   	200.79	ACR|4VULN|1AART|1DMG|1CDMG	1479VULN|2AART|3RCR|5CGEN|6CDMG|8DUR|aDMG
120	13133 13333	   	200.69	ACR|4VULN|1AART|1DMG|1CDMG	1589VULN|2AART|3RCR|4DMG|6CDMG|7DUR|aERES
121	13133 13336	   	200.69	ACR|4VULN|1AART|1DMG|1CDMG	1589VULN|2AART|3RCR|4DMG|6CDMG|7DUR|aNUKE
122	13133 13351	   	200.69	ACR|4VULN|1AART|1DMG|1CDMG	158aVULN|2AART|3RCR|4DMG|6CDMG|7DUR|9LEGI
123	13143 11133	   	200.69	ACR|4VULN|1AART|1DMG|1CDMG	1578VULN|2AART|3RCR|4ASPD|6CDMG|9DMG|aDUST
124	13143 11136	   	200.69	ACR|4VULN|1AART|1DMG|1CDMG	1578VULN|2AART|3RCR|4ASPD|6CDMG|9DMG|aERES
125	13143 12352	   	200.69	ACR|4VULN|1AART|1DMG|1CDMG	158aVULN|2AART|3RCR|4ASPD|6CDMG|7DMG|9DUST
126	13143 12362	   	200.69	ACR|4VULN|1AART|1DMG|1CDMG	158aVULN|2AART|3RCR|4ASPD|6CDMG|7DMG|9MBVNT
127	13133 11113	   	200.69	ACR|4VULN|1AART|1DMG|1CDMG	1578VULN|2AART|3RCR|4DMG|6CDMG|9ASPD|aDUST
128	13133 11116	   	200.69	ACR|4VULN|1AART|1DMG|1CDMG	1578VULN|2AART|3RCR|4DMG|6CDMG|9ASPD|aERES
129	13133 11533	   	200.69	ACR|4VULN|1AART|1DMG|1CDMG	1579VULN|2AART|3RCR|4DMG|6CDMG|8DUR|aERES
130	13133 11536	   	200.69	ACR|4VULN|1AART|1DMG|1CDMG	1579VULN|2AART|3RCR|4DMG|6CDMG|8DUR|aNUKE
131	13133 11551	   	200.69	ACR|4VULN|1AART|1DMG|1CDMG	157aVULN|2AART|3RCR|4DMG|6CDMG|8DUR|9LEGI
132	13264 21116	   	200.57	DCR|2AART|2VULN|2DMG|2ZMB|1CDMG	17VULN|28AART|37ZMB|4MLV|5LIT|67DMG|7BPWR|9RCR|aCDMG
133	13164 13152	   	200.34	ACR|3VULN|1AART|1DMG|1FLTHEA|1CDMG	146VULN|2AART|3RCR|5LIT|7FLTHEA|8CDMG|9DMG|aDUR
134	13164 13142	   	200.27	ACR|5VULN|1AART|1FLTHEA|1CDMG	1469aVULN|2AART|3RCR|5LIT|7FLTHEA|8CDMG
135	13133 12162	   	200.12	ACR|3VULN|2DMG|1AART|1CDMG	158VULN|2AART|3RCR|47DMG|6CDMG|9aRCVC
136	13133 12312	   	200.07	ACR|2AART|2VULN|2DMG|1CDMG	15VULN|28AART|3RCR|47DMG|6CDMG|9ASPD|aFEWX
137	13133 12324	   	200.07	ACR|2AART|2VULN|2DMG|1CDMG	15VULN|28AART|3RCR|47DMG|6CDMG|9LWND|aASPD
138	13133 12354	   	200.07	ACR|2AART|2VULN|2DMG|1CDMG	15VULN|28AART|3RCR|47DMG|6CDMG|9BEXP|aASPD
139	13133 12313	   	199.97	ACR|2AART|2VULN|2DMG|1CDMG	15VULN|28AART|3RCR|47DMG|6CDMG|9ASPD|aDUST
140	13133 12316	   	199.97	ACR|2AART|2VULN|2DMG|1CDMG	15VULN|28AART|3RCR|47DMG|6CDMG|9ASPD|aERES
141	13133 12541	   	199.97	ACR|2AART|2VULN|2DMG|1CDMG	15VULN|2aAART|3RCR|47DMG|6CDMG|8DUR|9ERES
142	13133 13541	   	199.97	ACR|2AART|2VULN|2DMG|1CDMG	15VULN|2aAART|3RCR|48DMG|6CDMG|7DUR|9ERES
143	13133 12544	   	199.52	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	15VULN|2AART|3RCR|47DMG|6CDMG|8DUR|9ERES|aZMB
144	13133 13544	   	199.52	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	15VULN|2AART|3RCR|48DMG|6CDMG|7DUR|9ERES|aZMB
145	13433 31212	   	199.52	DCR|3VULN|2DMG|1AART|3DUR	15aVULN|2AART|389DUR|4aDMG|6RCR|7aMLV|aBPWR
146	13143 11335	   	199.44	ACR|3VULN|2AART|1DMG|1CDMG	157VULN|28AART|3RCR|4ASPD|6CDMG|9DMG|aRCVC
147	13133 11315	   	199.44	ACR|3VULN|2AART|1DMG|1CDMG	157VULN|28AART|3RCR|4DMG|6CDMG|9ASPD|aRCVC
148	13133 51563	   	199.24	ACR|3VULN|3DMG|1AART	15aVULN|2AART|3RCR|478DMG|6RPLT|9DLOT
149	13133 12163	   	198.94	ACR|3VULN|2DMG|1AART|1CDMG	158VULN|2AART|3RCR|47DMG|6CDMG|9RCVC|aCGEN
150	13133 13314	   	198.92	ACR|3VULN|1AART|1DMG|1CDMG|2DUR	158VULN|2AART|3RCR|4DMG|6CDMG|79DUR|aASPD
151	13133 11514	   	198.92	ACR|3VULN|1AART|1DMG|1CDMG|2DUR	157VULN|2AART|3RCR|4DMG|6CDMG|89DUR|aASPD
152	13133 12164	   	198.84	ACR|3VULN|2DMG|1AART|1CDMG	158VULN|2AART|3RCR|47DMG|6CDMG|9RCVC|aDUST
153	13133 12415	   	198.64	ACR|3VULN|2DMG|1AART|1CDMG	159VULN|2AART|3RCR|47DMG|6CDMG|8CGEN|aRCVC
154	13136 13534	   	198.36	ACR|2VULN|2DMG|1AART|1CDMG	19VULN|2AART|3RCR|48DMG|5RCVC|6CDMG|7DUR|aASPD
155	13136 12534	   	198.36	ACR|2VULN|2DMG|1AART|1CDMG	19VULN|2AART|3RCR|47DMG|5RCVC|6CDMG|8DUR|aASPD
156	13143 11332	   	198.14	ACR|3VULN|2AART|1DMG|1CDMG	157VULN|28AART|3RCR|4ASPD|6CDMG|9DMG|aFEWX
157	13143 12321	   	198.14	ACR|3VULN|2AART|1DMG|1CDMG	158VULN|2aAART|3RCR|4ASPD|6CDMG|7DMG|9LHND
158	13133 11312	   	198.14	ACR|3VULN|2AART|1DMG|1CDMG	157VULN|28AART|3RCR|4DMG|6CDMG|9ASPD|aFEWX
159	13133 11324	   	198.14	ACR|3VULN|2AART|1DMG|1CDMG	157VULN|28AART|3RCR|4DMG|6CDMG|9LWND|aASPD
160	13133 11354	   	198.14	ACR|3VULN|2AART|1DMG|1CDMG	157VULN|28AART|3RCR|4DMG|6CDMG|9BEXP|aASPD
161	13433 33422	 * 	198.07	DCR|4VULN|2AART|1DMG	1589VULN|2aAART|3DUR|4DMG|6RCR|7VENICY
162	13244 21312	   	198.06	DCR|3VULN|2DMG|1AART|2ZMB	178VULN|2AART|37ZMB|4CGEN|5LIT|67DMG|7BPWR|9RCR|aASPD
163	13133 13341	   	198.04	ACR|3VULN|2AART|1DMG|1CDMG	158VULN|2aAART|3RCR|4DMG|6CDMG|7DUR|9ERES
164	13143 11333	   	198.04	ACR|3VULN|2AART|1DMG|1CDMG	157VULN|28AART|3RCR|4ASPD|6CDMG|9DMG|aDUST
165	13143 11336	   	198.04	ACR|3VULN|2AART|1DMG|1CDMG	157VULN|28AART|3RCR|4ASPD|6CDMG|9DMG|aERES
166	13133 11313	   	198.04	ACR|3VULN|2AART|1DMG|1CDMG	157VULN|28AART|3RCR|4DMG|6CDMG|9ASPD|aDUST
167	13133 11316	   	198.04	ACR|3VULN|2AART|1DMG|1CDMG	157VULN|28AART|3RCR|4DMG|6CDMG|9ASPD|aERES
168	13133 11541	   	198.04	ACR|3VULN|2AART|1DMG|1CDMG	157VULN|2aAART|3RCR|4DMG|6CDMG|8DUR|9ERES
169	13164 26321	   	197.99	ACR|4VULN|2DMG|1AART	1478VULN|2AART|3RCR|57LIT|67DMG|7BPWR|9FEWX|aCGEN
170	13164 26331	   	197.99	ACR|4VULN|2DMG|1AART	1478VULN|2AART|3RCR|57LIT|67DMG|7BPWR|9LHND|aCGEN
171	13112 13636	   	197.89	ACR|4VULN|2DMG|1AART	189aVULN|2AART|3RCR|4LIT|5LEGI|69BEXP|79DMG|9BPWR
172	13112 21636	   	197.89	ACR|4VULN|2DMG|1AART	189aVULN|2AART|3RCR|4LIT|5LEGI|69DMG|79BEXP|9BPWR
173	13112 63636	   	197.89	ACR|4VULN|2DMG|1AART	189aVULN|2AART|3RCR|4LIT|5LEGI|69LHND|79DMG|9BPWR
174	13164 26323	   	197.89	ACR|4VULN|2DMG|1AART	1478VULN|2AART|3RCR|57LIT|67DMG|7BPWR|9FEWX|aDUST
175	13164 26333	   	197.89	ACR|4VULN|2DMG|1AART	1478VULN|2AART|3RCR|57LIT|67DMG|7BPWR|9LHND|aDUST
176	13112 33734	   	197.79	ACR|4VULN|2DMG|1AART	189aVULN|2AART|3RCR|49LIT|5LEGI|6MBVNT|79DMG|9BPWR
177	13133 51331	   	197.79	ACR|4VULN|2DMG|1AART	158aVULN|2AART|3RCR|47DMG|6RPLT|9BEXP
178	13133 51361	   	197.79	ACR|4VULN|2DMG|1AART	158aVULN|2AART|3RCR|47DMG|6RPLT|9LHND
179	13164 21113	   	197.79	ACR|4VULN|2DMG|1AART	149aVULN|2AART|3RCR|58LIT|6aDMG|7aLSRREG|aBPWR
180	13164 21363	   	197.79	ACR|4VULN|2DMG|1AART	148aVULN|2AART|3RCR|59LIT|6aDMG|7aLSRREG|aBPWR
181	13143 12324	   	197.69	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	158VULN|2AART|3RCR|4ASPD|6CDMG|7DMG|9LHND|aZMB
