0	Index      	 *	Score 	Summary	Detail	
1	21231 43331	 * 	213.57	ACR|3VULN|2DMG|1AART|1CDMG|2DUR|1ZMB	18DMG|289VULN|3BELT|4RCR|5CDMG|6ZMB|78DUR|8BPWR|aAART
19	22344 14211	   	198.90	ACR|3DMG|2VULN|3ZMB|2DUR	19aDMG|2RCR|3RMIN|47VULN|589ZMB|69DUR|9BPWR
20	22311 36164	 * 	198.04	ACR|3DMG|2VULN|1AART|3DUR	156DMG|2RCR|3RMIN|457DUR|5BPWR|8aVULN|9AART
21	21231 43345	   	197.92	ACR|2VULN|2DMG|1AART|1CDMG|2DUR|1ZMB	18DMG|28VULN|3BELT|4RCR|5CDMG|6ZMB|78DUR|8BPWR|9RPLT|aAART
22	22662 32125	   	197.32	ACR|3VULN|2DMG|1AART|2DUR	1aDMG|2RCR|3aLIT|4AART|5CGEN|679VULN|8aDUR|aBPWR
23	22145 32113	   	197.24	ACR|3VULN|3DMG|1AART	179DMG|2RCR|3FEWX|4RPLT|579VULN|679LIT|79BPWR|8LEGI|aAART
24	22114 54113	   	196.84	ACR|3VULN|2DMG|1AART|1CDMG	1aDMG|2RCR|3aFEWX|4DMSP|5CDMG|6BASICY|7AART|89aVULN|aBPWR
25	22661 24132	 * 	196.23	ACR|3VULN|2AART|2DMG	16DMG|2RCR|3LIT|47AART|5DUST|89aVULN
26	22142 11411	   	196.10	ACR|3VULN|3DMG|2CDMG	169DMG|2RCR|3FEWX|4RPLT|59CDMG|7RCVC|89aVULN|9BPWR
27	22642 24132	   	195.73	ACR|3VULN|2AART|2DMG	16DMG|2RCR|3LIT|4FEWX|57AART|89aVULN
28	22565 31311	   	195.69	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1ZMB	1DMG|2RCR|3DUR|4CDMG|5LWND|6AART|78VULN|9ZMB|aFLTHEA
29	21232 14516	   	194.54	ACR|3VULN|3DMG|1AART	158DMG|29aVULN|3BELT|4RCR|6AART|7LHND
30	41231 64231	   	194.45	ACR|2VULN|2DMG|1AART|2CDMG|2ASPD	18ASPD|28VULN|3BELT|4RCR|59CDMG|6ERES|78DMG|8BPWR|aAART
31	21232 15617	   	194.44	ACR|3VULN|3DMG|1AART	158DMG|29aVULN|3BELT|4RCR|6AART|7MBVNT
32	22343 14135	   	194.29	ACR|3VULN|2DMG|1AART|1ZMB	1aDMG|2RCR|3RMIN|45aVULN|6ZMB|7AART|8MLV|9aLIT|aBPWR
33	21232 11365	   	194.20	ACR|2VULN|2DMG|1AART|2CDMG|1ZMB	15DMG|29VULN|3BELT|4RCR|6AART|78CDMG|aZMB
34	22343 14225	   	194.09	ACR|3VULN|2DMG|1AART|1ZMB	1aDMG|2RCR|3RMIN|45aVULN|6ZMB|7AART|8LIT|9aTLV|aBPWR
35	21232 14543	 * 	193.94	ACR|3DMG|2VULN|1AART|2ZMB	158DMG|2aVULN|3BELT|4RCR|6AART|7aLHND|9aZMB|aBPWR
36	22145 15313	   	193.90	ACR|3VULN|3DMG|2CDMG	189DMG|2RCR|3FEWX|4RPLT|579VULN|69CDMG|9BPWR|aLHND
37	22145 15312	   	193.80	ACR|3VULN|3DMG|2CDMG	189DMG|2RCR|3FEWX|4RPLT|579VULN|69CDMG|9BPWR|aTLV
38	22212 64523	   	193.78	ACR|3DMG|2VULN|2CDMG|2DUR	189DMG|2RCR|3RCVC|4aDUR|5ERES|6aVULN|7aCDMG|aBPWR
39	22314 54213	   	193.61	ACR|3VULN|2DMG|3ZMB	19DMG|2RCR|3RMIN|4DUR|589ZMB|679VULN|9BPWR|aLHND
40	22343 13235	   	193.59	ACR|3VULN|2DMG|1AART|1ZMB	1aDMG|2RCR|3RMIN|45aVULN|6ZMB|7ERES|8AART|9aLIT|aBPWR
41	22343 15235	   	193.59	ACR|3VULN|2DMG|1AART|1ZMB	1aDMG|2RCR|3RMIN|45aVULN|6ZMB|7TLV|8AART|9aLIT|aBPWR
42	22314 54212	   	193.51	ACR|3VULN|2DMG|3ZMB	19DMG|2RCR|3RMIN|4DUR|589ZMB|679VULN|9BPWR|aCANHEL
43	21114 51331	   	193.44	ACR|3VULN|3DMG|1AART	189DMG|289VULN|3BEXP|4AART|5RCR|6LHND|789DUST|89BPWR|aFEWX
44	21114 51333	   	193.44	ACR|3VULN|3DMG|1AART	189DMG|289VULN|3BEXP|4AART|5RCR|6aLHND|789DUST|89BPWR
45	21114 51324	   	193.34	ACR|3VULN|3DMG|1AART	189DMG|28aVULN|3BEXP|4AART|5RCR|6LHND|78DUST|8BPWR
46	41112 45211	 * 	193.21	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1ASPD|2aVULN|3BEXP|4AART|57DMG|6CDMG|8RCR|9ZMB
47	21232 13126	   	192.89	ACR|4VULN|2DMG|1AART	15DMG|289aVULN|3BELT|4RCR|6AART|7CANSTR
48	22311 14154	   	192.89	ACR|3DMG|1AART|1VULN|2ZMB|2DUR	159DMG|2RCR|3RMIN|45DUR|59BPWR|69ZMB|7AART|89MLV|aVULN
49	21232 14514	   	192.54	ACR|3DMG|2VULN|1AART|1CDMG	158DMG|29VULN|3BELT|4RCR|6AART|7LHND|aCDMG
50	21232 11262	   	192.54	ACR|3VULN|2DMG|1AART|1CDMG	15DMG|289VULN|3BELT|4RCR|6AART|7CDMG|aRPLT
51	21232 11263	   	192.54	ACR|3VULN|2DMG|1AART|1CDMG	15DMG|289VULN|3BELT|4RCR|6AART|7CDMG|aLHND
52	21232 11264	   	192.54	ACR|3VULN|2DMG|1AART|1CDMG	15DMG|289VULN|3BELT|4RCR|6AART|7CDMG|aLWND
53	21232 11266	   	192.54	ACR|3VULN|2DMG|1AART|1CDMG	15DMG|289VULN|3BELT|4RCR|6AART|7CDMG|aMLV
54	21232 15615	   	192.44	ACR|3DMG|2VULN|1AART|1CDMG	158DMG|29VULN|3BELT|4RCR|6AART|7MBVNT|aCDMG
55	21232 11261	   	192.44	ACR|3VULN|2DMG|1AART|1CDMG	15DMG|289VULN|3BELT|4RCR|6AART|7CDMG|aMBVNT
56	21231 43431	   	192.42	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	18DMG|29VULN|3BELT|4RCR|5CDMG|6ZMB|7DUR|aAART
57	21231 44131	   	192.42	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	17DMG|29VULN|3BELT|4RCR|5CDMG|6ZMB|8DUR|aAART
58	22343 14313	   	192.26	ACR|2VULN|2AART|1DMG|2CDMG|1ZMB	1DMG|2RCR|3RMIN|45VULN|6ZMB|7aAART|89CDMG
59	22311 64115	   	192.22	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	15DMG|2RCR|3RMIN|45DUR|5BPWR|6aVULN|7CDMG|8BEXP|9AART
60	22321 14361	   	192.19	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	15DMG|2RCR|3RMIN|45BEXP|5BPWR|6ZMB|7AART|8CDMG|9aVULN
61	22666 32122	   	192.18	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|2RCR|3LIT|4AART|5ASPD|679VULN|8DUR|aZMB
62	22311 13254	   	192.09	ACR|3DMG|1AART|1VULN|2ZMB|2DUR	159DMG|2RCR|3RMIN|45DUR|59BPWR|69ZMB|79ERES|8AART|aVULN
63	22311 15254	   	192.09	ACR|3DMG|1AART|1VULN|2ZMB|2DUR	159DMG|2RCR|3RMIN|45DUR|59BPWR|69ZMB|79TLV|8AART|aVULN
64	22666 32233	   	191.73	ACR|3VULN|2DMG|1AART	1aDMG|2RCR|3LIT|4AART|5ASPD|679VULN|8ERES
65	21514 14211	   	191.69	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|28aVULN|3DUR|4AART|5RCR|6CGEN|7CDMG|9ZMB
66	21514 24211	   	191.69	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|28aVULN|3DUR|4AART|5RCR|6MLV|7CDMG|9ZMB
67	22311 36163	   	191.45	ACR|3DMG|1AART|1VULN|3DUR|1ZMB	156DMG|2RCR|3RMIN|457DUR|5BPWR|8VULN|9AART|aZMB
68	41112 44211	 * 	191.27	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1ASPD|27aVULN|3BEXP|4AART|5DMG|6CDMG|8RCR|9ZMB
69	21232 12253	   	191.12	ACR|3DMG|2VULN|1AART|2DUR	159DMG|2aVULN|3BELT|4RCR|6AART|7aERES|8aDUR|aBPWR
70	21512 12134	 * 	190.92	DCR|3VULN|2DMG|1AART|3DUR	15DMG|26aVULN|378DUR|4AART|9RCR
71	21512 22634	   	190.92	DCR|3VULN|2DMG|1AART|3DUR	15DMG|28aVULN|367DUR|4AART|9RCR
72	22224 52143	   	190.90	ACR|2VULN|2DMG|1AART|2CDMG	1aDMG|2RCR|3RCVC|4aLWND|59CDMG|6BASICY|7AART|8aVULN|aBPWR
73	22224 52314	   	190.90	ACR|2VULN|2DMG|1AART|2CDMG	1aDMG|2RCR|3RCVC|4LWND|5aCDMG|6BASICY|7AART|8CGEN|9aVULN|aBPWR
74	22165 31315	   	190.75	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2RCR|3FEWX|4CDMG|5LWND|6AART|78aVULN|9ZMB
75	22343 14232	   	190.60	ACR|4VULN|1AART|1DMG|1ZMB	1DMG|2RCR|3RMIN|459aVULN|6ZMB|7AART|8LIT
76	21231 45131	   	190.49	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|279VULN|3BELT|4RCR|5CDMG|6ZMB|8DUR|aAART
77	22311 43516	   	190.49	ACR|3DMG|2VULN|3DUR|1CDMG	159DMG|2RCR|3RMIN|459DUR|59BPWR|6RCVC|79VULN|8NUKE|aCDMG
78	21231 43322	   	190.37	ACR|3DMG|2VULN|1CDMG|2DUR|1ZMB	18aDMG|28VULN|3BELT|4RCR|5CDMG|6ZMB|78DUR|8BPWR|9FEWX
79	21231 43332	   	190.37	ACR|3VULN|2DMG|1CDMG|2DUR|1ZMB	18DMG|289VULN|3BELT|4RCR|5CDMG|6ZMB|78DUR|8BPWR|aFEWX
80	21231 43333	   	190.37	ACR|3VULN|2DMG|1CDMG|2DUR|1ZMB	18DMG|289VULN|3BELT|4RCR|5CDMG|6ZMB|78DUR|8BPWR|aLHND
81	21231 43354	   	190.37	ACR|3VULN|2DMG|1CDMG|2DUR|1ZMB	18DMG|28aVULN|3BELT|4RCR|5CDMG|6ZMB|78DUR|8BPWR|9CGEN
82	21231 43314	   	190.27	ACR|3VULN|2DMG|1CDMG|2DUR|1ZMB	18DMG|28aVULN|3BELT|4RCR|5CDMG|6ZMB|78DUR|8BPWR|9ERES
83	21231 43334	   	190.27	ACR|3VULN|2DMG|1CDMG|2DUR|1ZMB	18DMG|289VULN|3BELT|4RCR|5CDMG|6ZMB|78DUR|8BPWR|aERES
84	21231 43362	   	190.27	ACR|3DMG|2VULN|1CDMG|2DUR|1ZMB	18aDMG|28VULN|3BELT|4RCR|5CDMG|6ZMB|78DUR|8BPWR|9DUST
85	21232 13326	   	190.23	ACR|3VULN|2DMG|2AART	15DMG|29aVULN|3BELT|4RCR|68AART|7CANSTR
86	22343 14236	   	190.15	ACR|3VULN|1AART|1DMG|1FLTHEA|1ZMB	1DMG|2RCR|3RMIN|459VULN|6ZMB|7AART|8LIT|aFLTHEA
87	22343 14331	   	190.15	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2RCR|3RMIN|45aVULN|6ZMB|7AART|8CDMG|9FEWX
88	22343 14611	   	190.15	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2RCR|3RMIN|45aVULN|6ZMB|7AART|8FEWX|9CDMG
89	21514 12253	   	190.12	ACR|3DMG|2VULN|1AART|2DUR	179DMG|2aVULN|3aDUR|4AART|5RCR|6aCGEN|8BELT|aBPWR
90	21514 12335	   	190.12	ACR|3DMG|2VULN|1AART|2DUR	17aDMG|2aVULN|38DUR|4AART|5RCR|6CGEN|9aLIT|aBPWR
91	21514 22253	   	190.12	ACR|3DMG|2VULN|1AART|2DUR	179DMG|2aVULN|3aDUR|4AART|5RCR|6aMLV|8BELT|aBPWR
92	21514 22335	   	190.12	ACR|3DMG|2VULN|1AART|2DUR	17aDMG|2aVULN|38DUR|4AART|5RCR|6MLV|9aLIT|aBPWR
93	21114 53334	   	190.12	ACR|3VULN|2DMG|1AART|2DUR	18DMG|28aVULN|3BEXP|4AART|5RCR|6LHND|78DUR|8BPWR|9CGEN
94	22343 14341	   	190.05	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2RCR|3RMIN|45aVULN|6ZMB|7AART|8CDMG|9LEGI
95	22343 14411	   	190.05	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2RCR|3RMIN|45aVULN|6ZMB|7AART|8DUST|9CDMG
96	42343 34233	   	190.03	ACR|3VULN|2DMG|1AART	1ASPD|2RCR|3RMIN|459VULN|6aDMG|7AART|8LIT
97	22525 21115	 * 	189.84	ACR|3VULN|3DMG|3DUR|1SELL	19aDMG|2RCR|39aDUR|4BEXP|5SELL|6LIT|79aVULN|8LEGI|9aBPWR
98	21232 13243	   	189.79	ACR|3VULN|2DMG|1AART|1ZMB	15DMG|29aVULN|3BELT|4RCR|6AART|7CANSTR|8ZMB
99	21612 22625	 * 	189.77	DCR|4VULN|2DMG|1AART	1aDMG|259aVULN|3LIT|4MLV|6aFEWX|7AART|8RCR|aBPWR
100	21612 32625	   	189.57	DCR|4VULN|2DMG|1AART	1aDMG|259aVULN|3LIT|4MLV|6aDUST|7AART|8RCR|aBPWR
101	21231 24345	   	189.54	ACR|2VULN|2DMG|1AART|2ZMB|1CDMG	18DMG|28VULN|3BELT|4RCR|5CDMG|6BEXP|78ZMB|8BPWR|9RPLT|aAART
102	22342 53235	   	189.53	ACR|3VULN|2DMG|1AART	1aDMG|2RCR|3RMIN|46aVULN|5ERES|7ASPD|8AART|9aLIT|aBPWR
103	41231 43331	   	189.47	ACR|3VULN|1AART|2ASPD|1CDMG|2DUR|1ZMB	18ASPD|289VULN|3BELT|4RCR|5CDMG|6ZMB|78DUR|8BPWR|aAART
104	21231 14345	   	189.44	ACR|2VULN|2DMG|1AART|2ZMB|1CDMG	18DMG|28VULN|3BELT|4RCR|5CDMG|6DUST|78ZMB|8BPWR|9RPLT|aAART
105	21231 14361	   	189.34	ACR|2VULN|2DMG|1AART|2ZMB|1CDMG	18DMG|28VULN|3BELT|4RCR|5CDMG|69DUST|78ZMB|8BPWR|aAART
106	41512 42211	   	189.17	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1ZMB	17ASPD|2aVULN|3DUR|4AART|5DMG|6CDMG|8RCR|9ZMB
107	21114 51326	   	189.13	ACR|3DMG|2AART|2VULN	189DMG|28VULN|3BEXP|4aAART|5RCR|6LHND|78DUST|8BPWR
108	21232 11245	   	189.12	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	15DMG|28VULN|3BELT|4RCR|6AART|7CDMG|9aDUR
109	22323 34411	   	188.97	ACR|3VULN|3DMG|2DUR	169DMG|2RCR|3RMIN|4BEXP|5RCVC|79DUR|89aVULN|9BPWR
110	22313 33513	   	188.87	ACR|3VULN|3DMG|2DUR	169DMG|2RCR|3RMIN|49DUR|5RCVC|79aVULN|8NUKE|9BPWR
111	22363 34411	   	188.87	ACR|3VULN|3DMG|2DUR	169DMG|2RCR|3RMIN|4DUST|5RCVC|79DUR|89aVULN|9BPWR
112	22311 41411	   	188.77	ACR|3VULN|3DMG|2DUR	159DMG|2RCR|3RMIN|45DUR|59BPWR|6RCVC|79LHND|89aVULN
113	22311 43146	   	188.77	ACR|3VULN|3DMG|2DUR	15aDMG|2RCR|3RMIN|45DUR|5aBPWR|6RCVC|79aVULN|8aLIT
114	21525 42313	 * 	188.76	DCR|3VULN|3DMG|1ZMB	189DMG|29aVULN|3DUR|4ZMB|579DUST|6RCR|9BPWR
115	22165 31311	   	188.75	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1ZMB	1DMG|2RCR|3FEWX|4CDMG|5LWND|6AART|78VULN|9ZMB|aFLTHEA
116	22311 43242	   	188.74	ACR|2DMG|1AART|1VULN|1FLTHEA|2DUR|1ZMB	15DMG|2RCR|3RMIN|45DUR|5BPWR|6RCVC|7VULN|8AART|9FLTHEA|aZMB
117	22133 13456	   	188.73	ACR|3VULN|2DMG|1AART	16DMG|2RCR|3FEWX|4TLV|578VULN|9AART|aASPD
118	21114 51322	   	188.69	ACR|3DMG|2VULN|1AART|1ZMB	189DMG|28VULN|3BEXP|4AART|5RCR|6LHND|78DUST|8BPWR|aZMB
119	21114 51432	   	188.69	ACR|3DMG|2VULN|1AART|1ZMB	189DMG|29VULN|3BEXP|4AART|5RCR|6LHND|79DUST|9BPWR|aZMB
120	22343 13433	   	188.59	ACR|3VULN|3DMG|2ZMB	19aDMG|2RCR|3RMIN|458VULN|6aZMB|7aERES|aBPWR
121	22343 33213	   	188.59	ACR|3VULN|3DMG|2ZMB	16aDMG|2RCR|3RMIN|457VULN|8aERES|9aZMB|aBPWR
122	22311 43611	   	188.57	ACR|3VULN|3DMG|2DUR	159DMG|2RCR|3RMIN|45DUR|59BPWR|6RCVC|79aVULN|89DUST
123	21231 36131	   	188.36	ACR|2VULN|2DMG|1AART|1CDMG	16DMG|29VULN|3BELT|4RCR|5CDMG|7ASPD|8DUR|aAART
124	41231 33431	   	188.36	ACR|2VULN|2DMG|1AART|1CDMG	1ASPD|29VULN|3BELT|4RCR|5CDMG|68DMG|7DUR|aAART
125	41231 34131	   	188.36	ACR|2VULN|2DMG|1AART|1CDMG	1ASPD|29VULN|3BELT|4RCR|5CDMG|67DMG|8DUR|aAART
126	22311 64111	   	188.28	ACR|2DMG|1AART|1VULN|1CDMG|1FLTHEA|2DUR	15DMG|2RCR|3RMIN|45DUR|5BPWR|6VULN|7CDMG|8BEXP|9AART|aFLTHEA
127	22666 32232	   	188.24	ACR|4VULN|1AART|1DMG	1DMG|2RCR|3LIT|4AART|5ASPD|679aVULN|8ERES
128	22352 23346	   	188.24	ACR|4VULN|3DMG	18aDMG|2RCR|3RMIN|4LIT|589aVULN|68aLWND|7DMSP|8aBPWR
129	21232 15442	   	188.23	ACR|2VULN|2DMG|2AART|1FLTHEA	15DMG|2aVULN|3BELT|4RCR|69AART|7MBVNT|8FLTHEA
130	42343 34313	   	188.19	ACR|2VULN|2AART|1DMG|2CDMG	1ASPD|2RCR|3RMIN|45VULN|6DMG|7aAART|89CDMG
131	22145 33115	   	188.14	ACR|4VULN|3DMG	19aDMG|2RCR|3FEWX|4RPLT|579aVULN|69aLIT|8LEGI|9aBPWR
132	21114 53341	   	188.12	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	18DMG|28VULN|3aBEXP|4AART|5RCR|6LHND|78DUR|8BPWR|9CDMG
133	21114 53343	   	188.12	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	18DMG|28VULN|3BEXP|4AART|5RCR|6LHND|78DUR|8BPWR|9CDMG|aMLV
134	42343 34322	   	188.02	ACR|2VULN|2DMG|1AART|1CDMG	1ASPD|2RCR|3RMIN|45VULN|6aDMG|7AART|8CDMG|9MLV
135	22311 23516	   	187.98	ACR|3DMG|2VULN|3DUR|1CDMG	159DMG|2RCR|36RMIN|459DUR|59BPWR|79VULN|8NUKE|aCDMG
136	22311 63516	   	187.98	ACR|3DMG|2VULN|3DUR|1CDMG	159DMG|2RCR|3RMIN|459DUR|59BPWR|69VULN|7DMSP|8NUKE|aCDMG
137	22343 31513	   	187.94	ACR|4VULN|3DMG	169DMG|2RCR|3RMIN|459aVULN|79LHND|8NUKE|9BPWR
138	22366 25311	   	187.94	ACR|4VULN|3DMG	189DMG|2RCR|3RMIN|4DUST|579aVULN|69FEWX|9BPWR
139	22545 32111	   	187.91	ACR|3VULN|3DMG	179DMG|2RCR|3DUR|4RPLT|579VULN|679LIT|79BPWR|8LEGI|aASPD
140	22311 36233	   	187.88	ACR|3DMG|2VULN|3DUR|1CDMG	156DMG|2RCR|3RMIN|457DUR|5BPWR|8CDMG|9aVULN
141	22315 33516	   	187.88	ACR|3DMG|2VULN|3DUR|1CDMG	169DMG|2RCR|3RMIN|459DUR|79VULN|8NUKE|9BPWR|aCDMG
142	22343 31432	   	187.84	ACR|4VULN|3DMG	169DMG|2RCR|3RMIN|458aVULN|7LHND
143	22343 33132	   	187.84	ACR|4VULN|3DMG	169DMG|2RCR|3RMIN|457aVULN|8BEXP
144	22343 14314	   	187.75	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1DMG|2RCR|3RMIN|45VULN|6ZMB|7AART|89CDMG|aDUR
145	22343 33632	   	187.74	ACR|4VULN|3DMG	169DMG|2RCR|3RMIN|457aVULN|8DUST
146	21514 14232	   	187.63	ACR|3VULN|1AART|1DMG|1CDMG	1DMG|289VULN|3DUR|4AART|5RCR|6CGEN|7CDMG|aASPD
147	21514 24232	   	187.63	ACR|3VULN|1AART|1DMG|1CDMG	1DMG|289VULN|3DUR|4AART|5RCR|6MLV|7CDMG|aASPD
148	22142 16234	   	187.57	ACR|3DMG|1AART|1VULN|2CDMG	169DMG|2RCR|39FEWX|4RPLT|59CDMG|7AART|8RCVC|9BPWR|aVULN
149	22661 24133	   	187.52	ACR|2AART|2VULN|2DMG	16DMG|2RCR|3LIT|47AART|5DUST|89VULN|aASPD
150	21521 45113	   	187.51	DCR|4VULN|2DMG|1ZMB	19DMG|279aVULN|3DUR|4ZMB|589LWND|6RCR|9BPWR
151	22163 54123	   	187.50	ACR|2VULN|2DMG|1AART|2CDMG	1aDMG|2RCR|39aFEWX|45CDMG|6BASICY|7AART|8aVULN|aBPWR
152	22343 31511	   	187.49	ACR|3VULN|3DMG|1CDMG	169DMG|2RCR|3RMIN|459VULN|79LHND|8NUKE|9BPWR|aCDMG
153	22163 24232	 * 	187.44	ACR|2DMG|3CDMG|1AART|1VULN|2DUR|1SELL	19DMG|2RCR|3FEWX|459CDMG|69DUR|7SELL|8AART|9BPWR|aVULN
154	22343 33526	   	187.39	ACR|3VULN|3DMG|1CDMG	169DMG|2RCR|3RMIN|457VULN|8RPLT|aCDMG
155	22311 36165	   	187.39	ACR|3DMG|1AART|1VULN|3DUR	156DMG|2RCR|3RMIN|457DUR|5BPWR|8VULN|9AART|aASPD
156	22214 22534	   	187.37	ACR|3VULN|2DMG|1CDMG|2DUR	1aDMG|2RCR|3RCVC|46DUR|5CDMG|789VULN
157	21514 31315	   	187.36	ACR|2AART|2VULN|2DMG	18DMG|28VULN|3DUR|49AART|5RCR|6BEXP|78DUST|8BPWR|aASPD
158	22251 62162	   	187.29	ACR|3VULN|2DMG|1AART	19DMG|2RCR|3RCVC|4LIT|59MLV|6AART|7RMIN|89aVULN|9BPWR
159	22142 11234	   	187.27	ACR|3DMG|1AART|1VULN|2CDMG	169DMG|2RCR|39FEWX|4RPLT|59CDMG|7RCVC|8AART|9BPWR|aVULN
160	21114 53352	   	187.22	ACR|2AART|2DMG|2VULN|2DUR	18DMG|28VULN|3BEXP|49AART|5RCR|6LHND|78DUR|8BPWR|aRCVC
161	22343 63213	 * 	187.04	ACR|4VULN|2DMG|2ZMB	1aDMG|2RCR|3RMIN|4567VULN|8aERES|9aZMB|aBPWR
162	22545 32321	   	187.02	ACR|2VULN|2DMG|1AART|1CDMG	17DMG|2RCR|3DUR|4RPLT|57VULN|67LIT|7BPWR|8CGEN|9AART|aCDMG
163	22642 24133	   	187.02	ACR|2VULN|2DMG|2AART	16DMG|2RCR|3LIT|4FEWX|57AART|89VULN|aASPD
164	22313 33511	   	186.87	ACR|3DMG|2VULN|1CDMG|2DUR	169DMG|2RCR|3RMIN|49DUR|5RCVC|79VULN|8NUKE|9BPWR|aCDMG
165	22311 14331	   	186.83	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	15DMG|2RCR|3RMIN|45DUR|5BPWR|6ZMB|7AART|8CDMG|9FEWX|aVULN
166	22311 14341	   	186.83	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	15DMG|2RCR|3RMIN|45DUR|5BPWR|6ZMB|7AART|8CDMG|9LHND|aVULN
167	22311 14351	   	186.83	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	15DMG|2RCR|3RMIN|45DUR|5BPWR|6ZMB|7AART|8CDMG|9BEXP|aVULN
168	22311 14611	   	186.83	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	15DMG|2RCR|3RMIN|45DUR|5BPWR|6ZMB|7AART|8FEWX|9CDMG|aVULN
169	22563 22532	   	186.79	ACR|4VULN|1DMG|2CDMG|2DUR	1DMG|2RCR|36DUR|45CDMG|789aVULN
