0	Index      	 *	Score 	Summary	Detail	
1	26121 32422	 * 	198.85	ACR|3DMG|2VULN|1AART|2CDMG	18aDMG|2aVULN|3BEXP|4RCR|59CDMG|6AART|7aAIRHEL|aBPWR
18	26433 32234	   	184.36	DCR|3VULN|3DMG|1ZMB|1DUR	14aDMG|24aVULN|3BELT|4aBPWR|5ZMB|6RCVC|7DUR|8RCR|9aLHND
19	33232 24516	   	184.20	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1LHND|2aFEWX|3MLV|4CDMG|5AART|6aDMG|7RCR|8ASPD|9aVULN|aBPWR
20	33332 24516	   	184.20	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1LHND|2aFEWX|3CGEN|4CDMG|5AART|6aDMG|7RCR|8ASPD|9aVULN|aBPWR
21	33132 24516	   	184.10	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1LHND|2aFEWX|3ERES|4CDMG|5AART|6aDMG|7RCR|8ASPD|9aVULN|aBPWR
22	23333 34416	   	184.08	DCR|2VULN|2DMG|1AART|2CDMG	1aDMG|2FEWX|3aCDMG|4AART|5CGEN|6DUST|7RCR|8RMIN|9aVULN|aBPWR
23	31132 24516	   	184.00	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1LHND|2aERES|3BEXP|4CDMG|5AART|6aDMG|7RCR|8ASPD|9aVULN|aBPWR
24	23331 34216	   	183.98	DCR|2VULN|2DMG|1AART|2CDMG	1aDMG|2FEWX|3aCDMG|4AART|5RMIN|6DUST|7RCR|8TLV|9aVULN|aBPWR
25	26121 35342	   	183.72	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	19DMG|2aVULN|3BEXP|4RCR|5CDMG|6AART|7DUR|8DLOT
26	21123 25642	   	183.53	ACR|3DMG|2VULN|1AART|1ASPD	179DMG|27LWND|3BEXP|4RCR|5DUST|67VULN|7BPWR|8ASPD|aAART
27	21123 25512	   	183.53	ACR|3DMG|2VULN|1AART|1ASPD	178DMG|27LWND|3BEXP|4RCR|5DUST|67VULN|7BPWR|9ASPD|aAART
28	26126 15313	 * 	183.45	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|268VULN|3BEXP|4RCR|5TLV|7ZMB|9CDMG|aAART
29	26121 34532	   	183.15	ACR|2VULN|2DMG|1AART|2CDMG|1SELL	19DMG|2aVULN|379BEXP|4RCR|59CDMG|6AART|8SELL|9BPWR
30	26121 32424	   	183.10	ACR|2VULN|2DMG|1AART|2CDMG	18DMG|2aVULN|3BEXP|4RCR|59CDMG|6AART|7AIRHEL
31	21323 14416	   	182.98	DCR|2VULN|2DMG|1AART|2CDMG	1aDMG|2LWND|3aCDMG|4MLV|5FEWX|6AART|7RCR|8RMIN|9aVULN|aBPWR
32	26331 63422	 * 	182.88	DCR|3DMG|2VULN|2CDMG|2ZMB	18aDMG|25VULN|38CDMG|4BASHEA|6ERES|78ZMB|8BPWR|9RCR
33	21333 14416	   	182.88	DCR|2VULN|2DMG|1AART|2CDMG	1aDMG|2LWND|3aCDMG|4TLV|5FEWX|6AART|7RCR|8RMIN|9aVULN|aBPWR
34	23332 31514	 * 	182.73	DCR|3AART|2VULN|1DMG|1CDMG|1DUR	1DMG|2FEWX|3CDMG|48aAART|5DUR|69VULN|7RCR
35	23332 31345	 * 	182.57	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	19aDMG|2FEWX|3CDMG|4AART|5DUR|6VULN|7RCR|8DLOT
36	26433 32314	   	181.96	DCR|3VULN|3DMG|1ZMB|1DUR	14aDMG|24aVULN|3BELT|4aBPWR|5ZMB|6RCVC|7DUR|8aBEXP|9RCR
37	23332 43222	   	180.60	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD|1DUR	17DMG|2FEWX|3CDMG|4aAART|5DUR|6ASPD|8VULN|9RCR
38	26126 16323	   	180.44	ACR|4VULN|1AART|1DMG|1ASPD	1DMG|268aVULN|3BEXP|4RCR|5TLV|7ASPD|9AART
39	26334 63223	   	180.17	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16DMG|28VULN|3CDMG|4BASHEA|5CGEN|7ZMB|9RCR|aAART
40	26222 13116	 * 	179.81	DCR|3DMG|2VULN|1AART|1ASPD	178DMG|28VULN|367LIT|4AART|578FEWX|78BPWR|9ASPD|aRCR
41	26224 13116	   	179.81	DCR|3DMG|2VULN|1AART|1ASPD	178DMG|28VULN|367LIT|4AART|578BEXP|78BPWR|9ASPD|aRCR
42	26126 16313	   	179.39	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|268VULN|3BEXP|4RCR|5TLV|7ASPD|9CDMG|aAART
43	25321 25131	   	178.64	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1DMG|23CGEN|4RCR|569VULN|7AART|8ZMB|aDUR
44	56321 25131	   	178.64	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	13CGEN|2DMG|4RCR|569VULN|7AART|8ZMB|aDUR
45	26125 12124	   	178.59	ACR|4VULN|2DMG|1ZMB	1aDMG|268aVULN|3BEXP|4RCR|5ZMB|7BELT|9aFEWX|aBPWR
46	26125 12134	   	178.59	ACR|4VULN|2DMG|1ZMB	1aDMG|268aVULN|3BEXP|4RCR|5ZMB|7BELT|9aLHND|aBPWR
47	22536 24113	 * 	178.47	DCR|3VULN|2DMG|1AART	14DMG|2MLV|3RMIN|59aVULN|6AART|7RCR|8FEWX
48	23332 31511	   	178.46	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DMG|2FEWX|3CDMG|48AART|5DUR|69VULN|7RCR|aMGNSTR
49	23332 31512	   	178.46	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DMG|2FEWX|3CDMG|48AART|5DUR|69VULN|7RCR|aLWND
50	23332 31513	   	178.46	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DMG|2FEWX|3CDMG|48AART|5DUR|69VULN|7RCR|aLHND
51	23332 31516	   	178.46	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DMG|2aFEWX|3CDMG|48AART|5DUR|69VULN|7RCR
52	26125 12234	   	178.39	ACR|4VULN|2DMG|1ZMB	1aDMG|269aVULN|3BEXP|4RCR|5ZMB|7BELT|8aDUST|aBPWR
53	22424 23251	 * 	178.08	DCR|2VULN|2DMG|1AART|2FLTHEA	19DMG|2MLV|3RPLT|4NUKE|59FLTHEA|69VULN|7RMIN|8RCR|9BPWR|aAART
54	26125 13114	   	178.04	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|269VULN|3BEXP|4RCR|5ZMB|7LWND|8AART|aASPD
55	21123 25543	 * 	178.04	ACR|3DMG|2VULN|1FLTHEA|1ZMB	178DMG|27LWND|3BEXP|4RCR|5DUST|67VULN|7BPWR|9FLTHEA|aZMB
56	23335 51224	   	177.73	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	16DMG|2FEWX|3CDMG|4aAART|5ZMB|7LWND|8VULN|9RCR
57	21123 22654	   	177.69	ACR|3VULN|2DMG|1AART	19DMG|29LWND|3BEXP|4RCR|5DUST|69aVULN|7MBVNT|8AART|9BPWR
58	26121 35511	 * 	177.68	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|29VULN|3BEXP|4RCR|5CDMG|68AART|7DUR|aMGNSTR
59	26121 35512	   	177.68	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|29VULN|3BEXP|4RCR|5CDMG|68AART|7DUR|aLWND
60	26121 35513	   	177.68	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|29VULN|3BEXP|4RCR|5CDMG|68AART|7DUR|aLHND
61	23335 33224	   	177.63	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	17DMG|2FEWX|3CDMG|4aAART|5ZMB|6DUST|8VULN|9RCR
62	26123 22113	   	177.59	ACR|3VULN|2DMG|1AART	1aDMG|29aVULN|3BEXP|4RCR|5DUST|6aTLV|7RCVC|8AART|aBPWR
63	26123 23133	   	177.59	ACR|3VULN|2DMG|1AART	1aDMG|27aVULN|39BEXP|4RCR|5DUST|6aTLV|8AART|aBPWR
64	26123 24113	   	177.59	ACR|3VULN|2DMG|1AART	1aDMG|29aVULN|3BEXP|4RCR|5DUST|6aTLV|7DMSP|8AART|aBPWR
65	26123 32113	   	177.59	ACR|3VULN|2DMG|1AART	1aDMG|29aVULN|3BEXP|4RCR|5DUST|6aERES|7RCVC|8AART|aBPWR
66	26123 33133	   	177.59	ACR|3VULN|2DMG|1AART	1aDMG|27aVULN|39BEXP|4RCR|5DUST|6aERES|8AART|aBPWR
67	26123 34113	   	177.59	ACR|3VULN|2DMG|1AART	1aDMG|29aVULN|3BEXP|4RCR|5DUST|6aERES|7DMSP|8AART|aBPWR
68	22536 11623	   	177.57	DCR|3DMG|2VULN|2CDMG|1DUR	14aDMG|2MLV|3RMIN|5aVULN|6LHND|7DUR|8RCR|9aCDMG|aBPWR
69	26123 23123	   	177.49	ACR|3VULN|2DMG|1AART	1aDMG|27aVULN|3BEXP|4RCR|59DUST|6aTLV|8AART|aBPWR
70	26123 33123	   	177.49	ACR|3VULN|2DMG|1AART	1aDMG|27aVULN|3BEXP|4RCR|59DUST|6aERES|8AART|aBPWR
71	26132 42114	 * 	177.22	DCR|4VULN|2DMG|2ZMB	1aDMG|248aVULN|3BEXP|5FEWX|6aZMB|7BELT|9RCR|aBPWR
72	21121 31616	   	177.08	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2LWND|3aBEXP|4RCR|5CDMG|6AART|7RMIN|8MLV|9aVULN|aBPWR
73	21121 31216	   	176.98	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2LWND|3aBEXP|4RCR|5CDMG|6AART|7RMIN|8TLV|9aVULN|aBPWR
74	26432 31242	   	176.90	DCR|4VULN|2DMG|2DUR	14DMG|2459VULN|3BELT|4BPWR|6aDUR|7MLV|8RCR
75	26121 33342	   	176.78	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2aVULN|3BEXP|4RCR|5CDMG|6AART|7FEWX|8DLOT
76	21123 25532	   	176.59	ACR|3DMG|2VULN|1AART	178DMG|27LWND|39BEXP|4RCR|5DUST|67VULN|7BPWR|aAART
77	26331 55131	 * 	176.54	DCR|3VULN|1AART|1DMG|2CDMG	1DMG|257VULN|36CDMG|4BASHEA|8RCR|9AART|aLWND
78	21123 25522	   	176.49	ACR|3DMG|2VULN|1AART	178DMG|27LWND|3BEXP|4RCR|5DUST|67VULN|7BPWR|9ERES|aAART
79	26331 55133	   	176.44	DCR|3VULN|1AART|2CDMG|1DMG	1DMG|257VULN|36CDMG|4BASHEA|8RCR|9AART|aERES
80	23121 31342	   	176.36	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2FEWX|3BEXP|4aVULN|5CDMG|6AART|7RCR|8DLOT
81	23621 31342	   	176.26	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2FEWX|3DUST|4aVULN|5CDMG|6AART|7RCR|8DLOT
82	26125 52113	 * 	176.15	ACR|3VULN|1AART|1DMG|2ZMB	1DMG|29aVULN|3BEXP|4RCR|57ZMB|6AART|8RMIN
83	26125 52313	   	176.05	ACR|3VULN|1AART|1DMG|2ZMB	1DMG|29aVULN|3BEXP|4RCR|57ZMB|6AART|8TLV
84	14132 24112	 * 	175.92	DCR|2AART|2DMG|2CDMG|1ZMB|1DUR	18FEWX|28CDMG|3ZMB|4aAART|5DUR|68DMG|7RCR|8BPWR|9RPLT
85	14132 24124	   	175.92	DCR|2AART|2DMG|2CDMG|1ZMB|1DUR	18FEWX|28CDMG|3ZMB|4aAART|5DUR|68DMG|7RCR|8BPWR|9RMIN
86	14132 24162	   	175.92	DCR|2AART|2DMG|2CDMG|1ZMB|1DUR	18FEWX|28CDMG|3ZMB|4aAART|5DUR|68DMG|7RCR|8BPWR|9LHND
87	25321 23244	 * 	175.73	ACR|2VULN|2DMG|2FLTHEA|1ZMB|1ASPD	19DMG|239CGEN|4RCR|56VULN|7ASPD|89FLTHEA|9BPWR|aZMB
88	26334 21223	   	175.58	DCR|2VULN|2DMG|1AART|2CDMG	17DMG|27VULN|36CDMG|4BASHEA|57CGEN|7BPWR|8ERES|9RCR|aAART
89	26334 21323	   	175.58	DCR|2VULN|2DMG|1AART|2CDMG	17DMG|27VULN|36CDMG|4BASHEA|57CGEN|7BPWR|8TLV|9RCR|aAART
90	21131 41542	   	175.16	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2LWND|3BEXP|4aVULN|5CDMG|6DLOT|7RCR|8AART
91	21313 41542	   	175.16	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2LWND|3CDMG|4FEWX|5aVULN|6DLOT|7RCR|8AART
92	23121 41542	   	175.16	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2FEWX|3BEXP|4aVULN|5CDMG|6DLOT|7RCR|8AART
93	25322 33316	   	175.04	ACR|2VULN|2DMG|1AART|1ZMB	1aDMG|23aCGEN|4RCR|5AART|6LHND|7ZMB|8RPLT|9aVULN|aBPWR
94	56322 33316	   	175.04	ACR|2VULN|2DMG|1AART|1ZMB	13aCGEN|2aDMG|4RCR|5AART|6LHND|7ZMB|8RPLT|9aVULN|aBPWR
95	26121 33514	 * 	175.01	ACR|3AART|2VULN|1DMG|1CDMG	1DMG|29VULN|3BEXP|4RCR|5CDMG|68aAART|7FEWX
96	26226 34312	   	174.96	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	18DMG|29VULN|38LIT|4AART|5ZMB|6DUR|78LWND|8BPWR|aRCR
97	21154 22114	   	174.92	DCR|3VULN|3DMG|1ZMB	16aDMG|2aLWND|3BEXP|4BELT|5ZMB|78aVULN|9RCR|aBPWR
98	26322 13524	   	174.86	DCR|2DMG|2AART|1VULN|1CDMG|1DUR	17DMG|2VULN|3CDMG|4MLV|5DUR|6aAART|8RCR|9RMIN
99	26322 13534	   	174.86	DCR|2DMG|2AART|1VULN|1CDMG|1DUR	17DMG|2VULN|3CDMG|4MLV|5DUR|6aAART|8RCR|9FEWX
100	26121 33345	   	174.85	ACR|3DMG|1AART|1VULN|1CDMG	19aDMG|2VULN|3BEXP|4RCR|5CDMG|6AART|7FEWX|8DLOT
101	26226 35312	   	174.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	18DMG|29VULN|38LIT|4AART|5ZMB|6DUR|78DUST|8BPWR|aRCR
102	26223 46112	   	174.66	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	15DMG|29VULN|3LIT|4AART|6ZMB|7DUR|8DUST|aRCR
103	26136 63323	   	174.62	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|24aVULN|3BEXP|5DMSP|6ZMB|7ASPD|8RCR|9AART
104	23121 31514	   	174.60	DCR|3AART|2VULN|1DMG|1CDMG	1DMG|2FEWX|3BEXP|49VULN|5CDMG|68aAART|7RCR
105	23621 31514	   	174.50	DCR|3AART|2VULN|1DMG|1CDMG	1DMG|2FEWX|3DUST|49VULN|5CDMG|68aAART|7RCR
106	23121 31345	   	174.43	DCR|3DMG|1AART|1VULN|1CDMG	19aDMG|2FEWX|3BEXP|4VULN|5CDMG|6AART|7RCR|8DLOT
107	26322 13535	   	174.42	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	17DMG|2VULN|3CDMG|4MLV|5DUR|6AART|8RCR|9FEWX|aZMB
108	23621 31345	   	174.33	DCR|3DMG|1AART|1VULN|1CDMG	19aDMG|2FEWX|3DUST|4VULN|5CDMG|6AART|7RCR|8DLOT
109	12611 12533	 * 	174.28	DCR|4VULN|1DMG|1CDMG|1FLTHEA	1FEWX|2LIT|3567VULN|4FLTHEA|8RCR|9CDMG|aDMG
110	22536 24211	 * 	174.26	DCR|2VULN|2DMG|2AART	14DMG|2MLV|3RMIN|59VULN|6aAART|7RCR|8LWND
111	25321 25313	   	174.08	ACR|2VULN|2DMG|2AART	18DMG|239CGEN|4RCR|56VULN|7aAART
112	56321 25313	   	174.08	ACR|2VULN|2DMG|2AART	139CGEN|28DMG|4RCR|56VULN|7aAART
113	21123 25514	   	173.97	ACR|3DMG|2VULN|1CDMG|1ASPD	178DMG|27LWND|3BEXP|4RCR|5DUST|67VULN|7BPWR|9ASPD|aCDMG
114	26433 32242	   	173.80	DCR|3VULN|2DMG|2DUR|1ZMB	14DMG|249VULN|3BELT|4BPWR|5ZMB|6RCVC|7aDUR|8RCR
115	26432 31216	   	173.80	DCR|3VULN|2DMG|2DUR|1ZMB	14DMG|245VULN|3BELT|4BPWR|6aDUR|7MLV|8RCR|9ZMB
116	23331 53222	   	173.66	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	16DMG|2FEWX|3CDMG|4aAART|5RMIN|7DUR|8VULN|9RCR
117	25321 25315	   	173.64	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|239CGEN|4RCR|56VULN|7AART|aZMB
118	23332 13224	   	173.56	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	17DMG|2FEWX|3CDMG|4aAART|5DUR|6TLV|8VULN|9RCR
119	23332 23222	   	173.56	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	17DMG|2FEWX|3CDMG|4aAART|5DUR|6NUKE|8VULN|9RCR
120	25321 25322	   	173.54	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|23CGEN|4RCR|56VULN|7AART|9MBVNT|aZMB
121	56321 25322	   	173.54	ACR|2VULN|2DMG|1AART|1ZMB	13CGEN|28DMG|4RCR|56VULN|7AART|9MBVNT|aZMB
122	12611 12522	 * 	173.46	DCR|5VULN|1DMG|1FLTHEA	1FEWX|2LIT|3567aVULN|4FLTHEA|8RCR|9DMG
123	26123 22143	   	173.38	ACR|2VULN|2DMG|2AART	1aDMG|2aVULN|3BEXP|4RCR|5DUST|6aTLV|7RCVC|89AART|aBPWR
124	26123 24143	   	173.38	ACR|2VULN|2DMG|2AART	1aDMG|2aVULN|3BEXP|4RCR|5DUST|6aTLV|7DMSP|89AART|aBPWR
125	26123 32143	   	173.38	ACR|2VULN|2DMG|2AART	1aDMG|2aVULN|3BEXP|4RCR|5DUST|6aERES|7RCVC|89AART|aBPWR
126	26123 34143	   	173.38	ACR|2VULN|2DMG|2AART	1aDMG|2aVULN|3BEXP|4RCR|5DUST|6aERES|7DMSP|89AART|aBPWR
127	25321 35323	   	173.38	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DMG|23CGEN|4RCR|58aVULN|6DUR|7ASPD|9AART
128	25323 25323	   	173.38	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DMG|23CGEN|4RCR|5DUR|68aVULN|7ASPD|9AART
129	25323 33323	   	173.38	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DMG|23CGEN|4RCR|5DUR|6ASPD|78aVULN|9AART
130	56321 35323	   	173.38	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	13CGEN|2DMG|4RCR|58aVULN|6DUR|7ASPD|9AART
131	56323 25323	   	173.38	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	13CGEN|2DMG|4RCR|5DUR|68aVULN|7ASPD|9AART
132	56323 33323	   	173.38	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	13CGEN|2DMG|4RCR|5DUR|6ASPD|78aVULN|9AART
133	14132 23221	   	173.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1FEWX|2CDMG|3ZMB|4AART|5DUR|67DMG|8VULN|9RCR|aRCVC
134	14132 23223	   	173.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1FEWX|2CDMG|3ZMB|4AART|5DUR|67DMG|8VULN|9RCR|aCGEN
135	14132 23225	   	173.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1FEWX|2CDMG|3ZMB|4AART|5DUR|67DMG|8VULN|9RCR|aRMIN
136	14132 23226	   	173.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1FEWX|2CDMG|3ZMB|4AART|5DUR|67DMG|8VULN|9RCR|aBEXP
137	23331 53225	   	173.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	16DMG|2FEWX|3CDMG|4AART|5RMIN|7DUR|8VULN|9RCR|aZMB
138	23335 51222	   	173.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	16DMG|2FEWX|3CDMG|4AART|5ZMB|7LWND|8VULN|9RCR|aDUR
139	23335 53221	   	173.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	16DMG|2FEWX|3CDMG|4AART|5ZMB|7DUR|8VULN|9RCR|aRCVC
140	23335 53223	   	173.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	16DMG|2FEWX|3CDMG|4AART|5ZMB|7DUR|8VULN|9RCR|aCGEN
141	23335 53225	   	173.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	16DMG|2FEWX|3CDMG|4AART|5ZMB|7DUR|8VULN|9RCR|aRMIN
142	23335 53226	   	173.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	16DMG|2FEWX|3CDMG|4AART|5ZMB|7DUR|8VULN|9RCR|aBEXP
143	26121 42422	   	173.15	ACR|3DMG|2VULN|2CDMG	18aDMG|2aVULN|3BEXP|4RCR|59CDMG|6DLOT|7aAIRHEL|aBPWR
144	26332 41531	 * 	173.12	DCR|2VULN|2DMG|2CDMG|1FLTHEA	1aDMG|28VULN|37CDMG|4BASHEA|5LHND|6RCR|9FLTHEA
145	23335 33221	   	173.12	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	17DMG|2FEWX|3CDMG|4AART|5ZMB|6DUST|8VULN|9RCR|aDUR
146	23332 13225	   	173.12	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	17DMG|2FEWX|3CDMG|4AART|5DUR|6TLV|8VULN|9RCR|aZMB
147	26121 33616	 * 	173.05	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	1DMG|2aVULN|3BEXP|4RCR|5CDMG|6AART|7aFEWX|8CGEN|9aASPD|aBPWR
148	26121 33416	   	172.95	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	1DMG|2aVULN|3BEXP|4RCR|5CDMG|6AART|7aFEWX|8TLV|9aASPD|aBPWR
149	26434 13113	 * 	172.82	DCR|3VULN|2DMG|1CDMG|1ZMB	14DMG|248VULN|3BELT|4BPWR|5LHND|6ZMB|7BEXP|9RCR|aCDMG
150	26322 14512	   	172.75	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|29VULN|3CDMG|4MLV|5DUR|6AART|7RCR|8ASPD|aLWND
151	26322 14513	   	172.75	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|29VULN|3CDMG|4MLV|5DUR|6AART|7RCR|8ASPD|aLHND
152	26433 43113	   	172.72	DCR|3VULN|2DMG|1CDMG|1ZMB	14DMG|248VULN|3BELT|4BPWR|5ZMB|6LEGI|7BEXP|9RCR|aCDMG
153	26322 14511	   	172.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|29VULN|3CDMG|4MLV|5DUR|6AART|7RCR|8ASPD|aAIRHEL
154	26323 14116	 * 	172.63	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1DMG|2aVULN|3CDMG|4MLV|5aFEWX|6AART|7RCR|8LWND|9aASPD|aBPWR
155	26334 63222	   	172.62	DCR|3DMG|2VULN|1CDMG|1ZMB	16aDMG|28VULN|3CDMG|4BASHEA|5CGEN|7ZMB|9RCR
156	26224 34312	   	172.57	DCR|3VULN|2DMG|1AART	18DMG|289VULN|3LIT|4AART|5BEXP|6NUKE|78LWND|8BPWR|aRCR
157	21123 25453	   	172.54	ACR|2VULN|2DMG|1AART|1ZMB	17DMG|27LWND|3BEXP|4RCR|5DUST|67VULN|7BPWR|8FEWX|9AART|aZMB
158	26223 24333	   	172.47	DCR|3VULN|2DMG|1AART	15DMG|269VULN|3LIT|4AART|7RPLT|8FEWX|aRCR
159	26223 24433	   	172.47	DCR|3VULN|2DMG|1AART	15DMG|269VULN|3LIT|4AART|7RPLT|8LHND|aRCR
160	26322 13224	   	172.46	DCR|2DMG|2AART|1VULN|1CDMG|1DUR	17DMG|2VULN|3CDMG|4MLV|5DUR|6aAART|8FEWX|9RCR
161	23352 13224	   	172.46	DCR|2DMG|2AART|1VULN|1CDMG|1DUR	17DMG|2FEWX|3CDMG|4CGEN|5DUR|6aAART|8VULN|9RCR
162	26126 11313	   	172.45	ACR|3VULN|1AART|1DMG|1CDMG	1DMG|268VULN|3BEXP|4RCR|5TLV|7CGEN|9CDMG|aAART
163	26313 14116	   	172.43	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1DMG|2aVULN|3CDMG|4FEWX|5aTLV|6AART|7RCR|8LWND|9aASPD|aBPWR
