0	Index      	 *	Score 	Summary	Detail	
1	21112 52651	 * 	184.82	DCR|4VULN|3DMG	1LEGI|2ERES|3459VULN|6RCR|78aDMG
34	21122 15635	   	164.52	DCR|3VULN|1AART|1DMG|1DUR	1LEGI|2ERES|356VULN|4CANSTR|7AART|8RCR|9DMG|aDUR
35	65124 21332	   	164.01	DCR|3VULN|2DMG|1CDMG	1RMIN|2DUST|35aVULN|47DMG|6LWND|8RCR|9CDMG
36	56512 31243	   	163.99	ACR|3VULN|1AART|1CDMG|1ZMB	1MGNSTR|2ZMB|35aVULN|4RCR|6MBVNT|7LWND|8CDMG|9AART
37	21112 51542	 * 	163.81	DCR|4VULN|1DMG|2DUR	1LEGI|2ERES|345aVULN|6RCR|79DUR|8DMG
38	21231 11136	   	163.59	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	1LEGI|2ERES|3SELL|4DMG|5RCR|6ASPD|78aVULN|9AART
39	52314 24121	 * 	163.49	DCR|2VULN|1AART|1DMG|2CDMG	16MGNSTR|27CDMG|3LIT|46VULN|5AART|6BPWR|8RCR|9BELT|aDMG
40	64221 43323	 * 	162.83	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2CDMG|3VULN|4ASPD|5RCR|6DUR|7BEXP|8DMG|9aAART
41	51512 15311	   	162.43	ACR|3VULN|1AART|1CDMG|1DUR	1MGNSTR|2ERES|356VULN|4RCR|7AART|8DUR|9CDMG|aRCVC
42	64221 23325	 * 	162.03	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RMIN|2CDMG|3VULN|4ASPD|5RCR|6FEWX|7BEXP|8aDMG|9AART
43	12463 12115	 * 	162.01	DCR|3VULN|1AART|3DUR|1ASPD	1RCVC|278DUR|37FEWX|4AART|567VULN|7BPWR|9ASPD|aRCR
44	52251 22261	   	161.94	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1MGNSTR|25CDMG|3BELT|4AART|6VULN|7ZMB|8DUR|9RCR|aDMG
45	64221 33325	   	161.93	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RMIN|2CDMG|3VULN|4ASPD|5RCR|6DUST|7BEXP|8aDMG|9AART
46	61233 44312	   	161.83	DCR|3VULN|1AART|1DMG|1SELL	1RMIN|2BEXP|3SELL|4LWND|59aVULN|6RCR|7DMG|8AART
47	64221 12362	 * 	161.81	ACR|2VULN|1AART|3ASPD|2CDMG	1RMIN|29CDMG|3aVULN|467ASPD|5RCR|8AART
48	21112 53331	   	161.81	DCR|3VULN|1AART|1CDMG|1DUR	1LEGI|2ERES|345VULN|6RCR|7CDMG|8DUR|9AART|aCGEN
49	21112 53334	   	161.81	DCR|3VULN|1AART|1CDMG|1DUR	1LEGI|2ERES|345VULN|6RCR|7CDMG|8DUR|9AART|aLWND
50	21112 53335	   	161.81	DCR|3VULN|1AART|1CDMG|1DUR	1LEGI|2ERES|345VULN|6RCR|7CDMG|8DUR|9AART|aFEWX
51	21112 53534	   	161.71	DCR|3VULN|1AART|1CDMG|1DUR	1LEGI|2ERES|345VULN|6RCR|7CDMG|8MBVNT|9AART|aDUR
52	21112 53332	   	161.71	DCR|3VULN|1AART|1CDMG|1DUR	1LEGI|2ERES|345VULN|6RCR|7CDMG|8DUR|9AART|aMBVNT
53	21112 53333	   	161.71	DCR|3VULN|1AART|1CDMG|1DUR	1LEGI|2ERES|345VULN|6RCR|7CDMG|8DUR|9AART|aDUST
54	24163 22341	   	161.69	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1LEGI|2ZMB|3VULN|4DUR|5RCR|6ASPD|7CDMG|8DMG|9FEWX|aAART
55	51512 51111	 * 	161.48	ACR|3VULN|1DMG|1CDMG|2DUR	1MGNSTR|2ERES|358VULN|4RCR|6DMG|7aDUR|9CDMG
56	64221 22126	   	161.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RMIN|2CDMG|38VULN|4ASPD|5RCR|6FEWX|7DMG|9RPLT|aAART
57	64221 32126	   	161.33	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RMIN|2CDMG|38VULN|4ASPD|5RCR|6DUST|7DMG|9RPLT|aAART
58	21112 52331	   	161.28	DCR|3VULN|1AART|1DMG	1LEGI|2ERES|345VULN|6RCR|7DMG|8RMIN|9AART|aLWND
59	21112 52332	   	161.28	DCR|3VULN|1AART|1DMG	1LEGI|2ERES|345VULN|6RCR|7DMG|8RMIN|9AART|aFEWX
60	21112 52333	   	161.28	DCR|3VULN|1AART|1DMG	1LEGI|2ERES|345VULN|6RCR|7DMG|8RMIN|9AART|aCGEN
61	21112 52335	   	161.28	DCR|3VULN|1AART|1DMG	1LEGI|2ERES|345VULN|6RCR|7DMG|8RMIN|9AART|aBEXP
62	21112 52336	   	161.28	DCR|3VULN|1AART|1DMG	1LEGI|2ERES|345VULN|6RCR|7DMG|8RMIN|9AART|aRPLT
63	21112 53146	   	161.21	DCR|3VULN|1AART|1CDMG|1DUR	1LEGI|2ERES|345VULN|6RCR|7CDMG|8RPLT|9DUR|aAART
64	21112 53316	   	161.21	DCR|3VULN|1AART|1CDMG|1DUR	1LEGI|2ERES|345VULN|6RCR|7CDMG|8DUR|9CGEN|aAART
65	21112 53326	   	161.21	DCR|3VULN|1AART|1CDMG|1DUR	1LEGI|2ERES|345VULN|6RCR|7CDMG|8DUR|9RPLT|aAART
66	21112 56631	   	161.18	DCR|3VULN|1AART|1DMG	1LEGI|2ERES|345VULN|6RCR|7TLV|8DMG|9AART|aLWND
67	21112 56632	   	161.18	DCR|3VULN|1AART|1DMG	1LEGI|2ERES|345VULN|6RCR|7TLV|8DMG|9AART|aFEWX
68	21112 56633	   	161.18	DCR|3VULN|1AART|1DMG	1LEGI|2ERES|345VULN|6RCR|7TLV|8DMG|9AART|aCGEN
69	51512 15313	   	161.12	ACR|3VULN|1AART|1CDMG|1DUR	1MGNSTR|2ERES|356VULN|4RCR|7AART|8DUR|9CDMG|aFEWX
70	51512 51321	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MGNSTR|2ERES|35VULN|4RCR|6DMG|7DUR|8LHND|9ZMB|aAART
71	51532 53111	 * 	161.06	DCR|3VULN|1DMG|1CDMG|2DUR	1MGNSTR|2ERES|358VULN|4aDUR|6DMG|7RCR|9CDMG
72	51532 53321	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MGNSTR|2ERES|35VULN|4DUR|6DMG|7RCR|8LHND|9ZMB|aAART
73	21112 52216	   	160.58	DCR|3VULN|1AART|1DMG	1LEGI|2ERES|345VULN|6RCR|7DMG|8FEWX|9DUST|aAART
74	53235 31331	 * 	160.41	DCR|2VULN|2DMG|1AART	1MGNSTR|2RPLT|3aDMG|4CGEN|5BELT|6AART|79VULN|8RCR
75	24114 22622	   	160.32	DCR|4VULN|1AART|1ZMB	1LEGI|2ZMB|358aVULN|4ERES|6LWND|7AART|9RCR
76	56512 11221	   	160.24	ACR|4VULN|2ZMB|1CDMG	17MGNSTR|27ZMB|3567VULN|4RCR|7BPWR|8RCVC|9CDMG|aTLV
77	56512 11223	   	160.24	ACR|4VULN|2ZMB|1CDMG	17MGNSTR|27ZMB|3567VULN|4RCR|7BPWR|8RCVC|9CDMG|aLEGI
78	56512 11232	 * 	160.23	ACR|4VULN|3ZMB	17MGNSTR|27aZMB|3567VULN|4RCR|7BPWR|8RCVC|9MLV
79	21112 51562	   	160.12	DCR|4VULN|1DMG|1DUR	1LEGI|2ERES|345aVULN|6RCR|7DUR|8DMG|9RCVC
80	61124 12111	   	160.00	DCR|3VULN|2DMG|1DUR	1RMIN|28BEXP|359VULN|48DMG|68LIT|7RCR|8BPWR|aDUR
81	61124 12112	   	160.00	DCR|3VULN|2DMG|1ASPD	1RMIN|28BEXP|359VULN|48DMG|68LIT|7RCR|8BPWR|aASPD
82	52254 44231	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1MGNSTR|2CDMG|3BELT|4AART|5MBVNT|6FEWX|7RCR|89VULN|aDMG
83	56223 13511	 * 	159.90	ACR|2VULN|1AART|1DMG|2ZMB	1MGNSTR|26ZMB|3AART|4LIT|5RCR|7FEWX|89VULN|aDMG
84	45331 31331	 * 	159.78	DCR|3DMG|1AART|2CDMG	1aLWND|2aCDMG|3RPLT|4FEWX|5LIT|69aDMG|7RCR|8AART|aBPWR
85	56512 11212	   	159.52	ACR|5VULN|2ZMB	17MGNSTR|27ZMB|3567aVULN|4RCR|7BPWR|8RCVC|9FEWX
86	56223 32263	   	159.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1MGNSTR|2ZMB|3AART|4LIT|5RCR|6LHND|7VULN|8CDMG|9DMG|aASPD
87	51512 52131	   	158.80	ACR|3VULN|1AART|1DMG	1MGNSTR|2ERES|358VULN|4RCR|6DMG|79LHND|aAART
88	24163 32522	   	158.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LEGI|2ZMB|37VULN|4DUR|5RCR|6LWND|8DMG|9LIT|aAART
89	21112 52352	   	158.52	DCR|4VULN|1DMG|1ASPD	1LEGI|2ERES|345aVULN|6RCR|7DMG|8RMIN|9ASPD
90	51512 15323	   	158.48	ACR|3VULN|1AART|1ZMB|1DUR	1MGNSTR|2ERES|356VULN|4RCR|7AART|8DUR|9ZMB|aBEXP
91	21112 51552	   	158.42	DCR|4VULN|1DMG|1DUR	1LEGI|29ERES|345aVULN|6RCR|7DUR|8DMG
92	51512 15321	   	158.38	ACR|3VULN|1AART|1ZMB|1DUR	1MGNSTR|2ERES|356VULN|4RCR|7AART|8DUR|9ZMB|aDUST
93	64252 24412	   	158.31	DCR|3VULN|1AART|1CDMG|1DUR	1RMIN|2CDMG|39aVULN|4MBVNT|5MLV|6DUR|7AART|8RCR
94	12352 81284	 * 	158.22	DCR|2DMG|1VULN|3ASPD|2DUR	1RCVC|28DUR|38aASPD|4MBVNT|5RMIN|6RCR|78DMG|8BPWR|9VULN
95	51513 51112	   	158.12	ACR|2VULN|2DMG|1CDMG|1DUR	1MGNSTR|2ERES|38VULN|4RCR|5DMSP|6aDMG|7DUR|9CDMG
96	21112 53232	 * 	157.99	DCR|5VULN|1CDMG	1LEGI|2ERES|3458aVULN|6RCR|7CDMG|9RPLT
97	64221 12335	   	157.87	ACR|1AART|1VULN|3ASPD|1DMG|1CDMG	1RMIN|2CDMG|3VULN|467ASPD|5RCR|8AART|9TLV|aDMG
98	21112 52626	   	157.84	DCR|3VULN|2DMG	1LEGI|2ERES|345VULN|6RCR|78DMG|9aRCVC
99	12352 81237	 * 	157.73	DCR|3DMG|3ASPD|3DUR	1RCVC|28aDUR|38aASPD|4MBVNT|5RMIN|6RCR|78aDMG|8aBPWR|9LEGI
100	51533 53112	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1MGNSTR|2ERES|38VULN|4DUR|5DMSP|6aDMG|7RCR|9CDMG
101	21122 15633	   	157.58	DCR|3VULN|1AART|1DMG	1LEGI|2ERES|356VULN|4CANSTR|7AART|8RCR|9DMG|aBEXP
102	21122 15634	   	157.58	DCR|3VULN|1AART|1DMG	1LEGI|2ERES|356VULN|4CANSTR|7AART|8RCR|9DMG|aCGEN
103	21122 65633	   	157.58	DCR|3VULN|1AART|1DMG	1LEGI|2ERES|356VULN|46CANSTR|6BPWR|7AART|8RCR|9DMG|aBEXP
104	56512 11111	   	157.52	ACR|5VULN|2ZMB	17MGNSTR|27ZMB|35679VULN|4RCR|7BPWR|8VENICY|aFEWX
105	56512 11112	   	157.52	ACR|5VULN|2ZMB	17MGNSTR|27ZMB|35679VULN|4RCR|7BPWR|8VENICY|aCGEN
106	56512 11311	   	157.52	ACR|5VULN|2ZMB	17MGNSTR|27ZMB|35679VULN|4RCR|7BPWR|8BASHEA|aFEWX
107	56512 11312	   	157.52	ACR|5VULN|2ZMB	17MGNSTR|27ZMB|35679VULN|4RCR|7BPWR|8BASHEA|aCGEN
108	56513 11111	   	157.52	ACR|5VULN|2ZMB	17MGNSTR|27ZMB|3679aVULN|4RCR|5DMSP|7BPWR|8VENICY
109	56513 11311	   	157.52	ACR|5VULN|2ZMB	17MGNSTR|27ZMB|3679aVULN|4RCR|5DMSP|7BPWR|8BASHEA
110	21122 15612	 * 	157.48	DCR|3VULN|1AART|2CDMG	1LEGI|2ERES|356VULN|4CANSTR|7AART|8RCR|9aCDMG
111	21122 15631	   	157.48	DCR|3VULN|1AART|1DMG	1LEGI|2ERES|356VULN|4CANSTR|7AART|8RCR|9DMG|aDUST
112	21122 65612	   	157.48	DCR|3VULN|1AART|2CDMG	1LEGI|2ERES|356VULN|46CANSTR|6BPWR|7AART|8RCR|9aCDMG
113	21122 65631	   	157.48	DCR|3VULN|1AART|1DMG	1LEGI|2ERES|356VULN|46CANSTR|6BPWR|7AART|8RCR|9DMG|aDUST
114	53256 12132	   	157.40	DCR|3DMG|2VULN|1ASPD	1MGNSTR|2RPLT|357DMG|4aVULN|6ASPD|8RCR|9MLV
115	42616 33441	 * 	157.17	DCR|2VULN|2AART|2CDMG	18LWND|2RPLT|3MBVNT|4VENICY|58VULN|6RCR|78CDMG|8BPWR|9aAART
116	44112 34131	   	157.06	DCR|4VULN|1AART|1DUR	1LWND|2CGEN|345aVULN|6AART|7DUR|8LIT|9RCR
117	44112 34322	   	157.06	DCR|4VULN|1AART|1DUR	1LWND|2CGEN|345aVULN|6AART|7DUR|8RMIN|9RCR
118	24163 22622	   	156.96	ACR|3VULN|1CDMG|2DUR|1ZMB|1ASPD	1LEGI|2ZMB|38aVULN|49DUR|5RCR|6ASPD|7CDMG
119	44112 35122	   	156.96	DCR|4VULN|1AART|1DUR	1LWND|2CGEN|345aVULN|6AART|7ERES|8DUR|9RCR
120	51516 33131	 * 	156.93	ACR|4VULN|1CDMG|1FLTHEA	1MGNSTR|2ERES|379aVULN|4RCR|5FLTHEA|6CGEN|8CDMG
121	21112 34131	   	156.86	DCR|4VULN|1AART|1DUR	1LEGI|2ERES|345aVULN|6AART|7DUR|8LIT|9RCR
122	21112 34322	   	156.86	DCR|4VULN|1AART|1DUR	1LEGI|2ERES|345aVULN|6AART|7DUR|8RMIN|9RCR
123	21112 34622	   	156.86	DCR|4VULN|1AART|1DUR	1LEGI|2ERES|345aVULN|6AART|7DUR|8MLV|9RCR
124	21112 52625	   	156.67	DCR|3VULN|2DMG	1LEGI|2ERES|345VULN|6RCR|78DMG|9RCVC|aFEWX
125	51512 51133	   	156.64	ACR|4VULN|1DMG|1DUR	1MGNSTR|2ERES|358aVULN|4RCR|6DMG|7DUR|9LHND
126	51212 34311	 * 	156.58	ACR|2VULN|1AART|1DMG|2DUR	1MGNSTR|2ERES|37DUR|4RCR|59VULN|6LIT|8AART|aDMG
127	21112 52622	   	156.57	DCR|3VULN|2DMG	1LEGI|2ERES|345VULN|6RCR|78DMG|9RCVC|aDUST
128	21112 52623	   	156.57	DCR|3VULN|2DMG	1LEGI|2aERES|345VULN|6RCR|78DMG|9RCVC
129	56211 14132	 * 	156.55	DCR|2AART|2DMG|1ZMB|1ASPD	1aMGNSTR|2ZMB|34AART|5aLHND|6LIT|7RCR|8ASPD|9aDMG|aBPWR
130	44112 11122	   	156.46	DCR|4VULN|1AART|1DUR	1LWND|2CGEN|345aVULN|6MLV|7AART|8DUR|9RCR
131	44112 21122	   	156.46	DCR|4VULN|1AART|1DUR	1LWND|2CGEN|345aVULN|6RMIN|7AART|8DUR|9RCR
132	21112 52641	   	156.37	DCR|3VULN|2DMG	1LEGI|2ERES|345VULN|6RCR|78DMG|9CGEN|aRCVC
133	56211 14131	   	156.35	DCR|2AART|2DMG|1ZMB|1ASPD	1MGNSTR|2ZMB|34AART|5LHND|6LIT|7RCR|8ASPD|9aDMG
134	53311 44112	 * 	156.28	DCR|2VULN|1AART|2CDMG|2ASPD	1MGNSTR|2RPLT|34ASPD|59CDMG|68VULN|7RCR|aAART
135	21112 11122	   	156.26	DCR|4VULN|1AART|1DUR	1LEGI|2ERES|345aVULN|6MLV|7AART|8DUR|9RCR
136	21112 21122	   	156.26	DCR|4VULN|1AART|1DUR	1LEGI|2ERES|345aVULN|6RMIN|7AART|8DUR|9RCR
137	21116 22622	   	156.26	DCR|4VULN|1AART|1ASPD	1LEGI|2ERES|348aVULN|5ASPD|6LWND|7AART|9RCR
138	21154 22622	   	156.26	DCR|4VULN|1AART|1ASPD	1LEGI|2ERES|358aVULN|4ASPD|6LWND|7AART|9RCR
139	51532 53133	   	156.22	DCR|4VULN|1DMG|1DUR	1MGNSTR|2ERES|358aVULN|4DUR|6DMG|7RCR|9LHND
140	51512 51113	   	156.18	ACR|3VULN|1DMG|1CDMG|1DUR	1MGNSTR|2ERES|358VULN|4RCR|6DMG|7DUR|9CDMG|aLHND
141	51512 52111	   	156.18	ACR|3VULN|1DMG|1CDMG|1DUR	1MGNSTR|2ERES|358VULN|4RCR|6DMG|7LHND|9CDMG|aDUR
142	51512 52112	   	156.18	ACR|3VULN|1DMG|1CDMG|1ASPD	1MGNSTR|2ERES|358VULN|4RCR|6DMG|7LHND|9CDMG|aASPD
143	51512 37112	   	156.08	ACR|3VULN|1DMG|1CDMG|1ASPD	1MGNSTR|2ERES|358VULN|4RCR|6MBVNT|7ASPD|9CDMG|aDMG
144	24163 22351	   	156.07	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1LEGI|2ZMB|3VULN|4DUR|5RCR|6ASPD|7CDMG|89DMG|aLWND
145	24163 22352	   	156.07	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1LEGI|2ZMB|3VULN|4DUR|5RCR|6ASPD|7CDMG|89DMG|aLHND
146	56223 32116	   	156.05	ACR|2VULN|1AART|1DMG|1ZMB	1MGNSTR|2ZMB|3AART|4LIT|5RCR|6LHND|7aVULN|8DMG|9CGEN
147	56223 32126	   	156.05	ACR|2VULN|1AART|1DMG|1ZMB	1MGNSTR|2ZMB|3AART|4LIT|5RCR|6LHND|7aVULN|8DMG|9MLV
148	56223 32151	   	156.05	ACR|2VULN|1AART|1DMG|1ZMB	1MGNSTR|2ZMB|3AART|4LIT|5RCR|6LHND|7aVULN|8DMG|9DMSP
149	56223 32336	   	156.05	ACR|2VULN|1AART|1DMG|1ZMB	1MGNSTR|2ZMB|3AART|4LIT|5RCR|6LHND|7aVULN|8BEXP|9DMG
150	56223 32411	   	156.05	ACR|2VULN|1AART|1DMG|1ZMB	1MGNSTR|2ZMB|3AART|4LIT|5RCR|68LHND|79VULN|aDMG
151	56223 32136	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1MGNSTR|2ZMB|3AART|4LIT|5RCR|6LHND|7aVULN|8DMG|9ERES
152	51512 15121	   	155.94	ACR|4VULN|1AART	1MGNSTR|2ERES|3569VULN|4RCR|7AART|8RPLT|aRCVC
153	56222 14132	 * 	155.90	DCR|2DMG|1AART|2ZMB|1DUR|1ASPD	1aMGNSTR|26ZMB|3AART|4aLIT|5DUR|7RCR|8ASPD|9aDMG|aBPWR
154	52226 13381	   	155.90	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MGNSTR|2CDMG|3BELT|4RCVC|5MBVNT|6RCR|7ZMB|8VULN|9AART|aDMG
155	64221 23323	   	155.89	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1RMIN|2CDMG|3VULN|4ASPD|5RCR|6FEWX|7BEXP|8DMG|9aAART
156	64221 22423	   	155.79	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1RMIN|2CDMG|3VULN|4ASPD|5RCR|6FEWX|7DMG|8MBVNT|9aAART
157	64221 33323	   	155.79	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1RMIN|2CDMG|3VULN|4ASPD|5RCR|6DUST|7BEXP|8DMG|9aAART
158	44116 33112	   	155.77	DCR|3VULN|1DMG|1CDMG|1ASPD	1LWND|2CGEN|348VULN|5ASPD|6BASICY|7RCR|9CDMG|aDMG
159	44123 53111	   	155.77	DCR|3VULN|1DMG|1CDMG|1DUR	1LWND|2CGEN|358VULN|4CANSTR|6DMG|7RCR|9CDMG|aDUR
160	44123 53112	   	155.77	DCR|3VULN|1DMG|1CDMG|1ASPD	1LWND|2CGEN|358VULN|4CANSTR|6DMG|7RCR|9CDMG|aASPD
161	51532 53113	   	155.77	DCR|3VULN|1DMG|1CDMG|1DUR	1MGNSTR|2ERES|358VULN|4DUR|6DMG|7RCR|9CDMG|aLHND
162	12352 81282	 * 	155.73	DCR|2DMG|1VULN|3DUR|2ASPD	1RCVC|28aDUR|38ASPD|4MBVNT|5RMIN|6RCR|78DMG|8BPWR|9VULN
163	56222 14131	   	155.70	DCR|2DMG|1AART|2ZMB|1DUR|1ASPD	1MGNSTR|26ZMB|3AART|4LIT|5DUR|7RCR|8ASPD|9aDMG
164	64221 32423	   	155.69	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1RMIN|2CDMG|3VULN|4ASPD|5RCR|6DUST|7DMG|8MBVNT|9aAART
165	12631 21343	 * 	155.58	ACR|2VULN|2DMG|3DUR	1RCVC|24aDUR|346LWND|4aBPWR|5RCR|7aDMG|8DMSP|9aVULN
166	21122 53111	   	155.57	DCR|3VULN|1DMG|1CDMG|1DUR	1LEGI|2ERES|358VULN|4CANSTR|6DMG|7RCR|9CDMG|aDUR
167	21122 53112	   	155.57	DCR|3VULN|1DMG|1CDMG|1ASPD	1LEGI|2ERES|358VULN|4CANSTR|6DMG|7RCR|9CDMG|aASPD
168	45221 12315	   	155.49	ACR|2VULN|1AART|3ASPD|1CDMG	1LWND|2CDMG|3CGEN|467ASPD|5RCR|8AART|9aVULN
169	64121 12315	   	155.49	ACR|2VULN|1AART|3ASPD|1CDMG	1RMIN|2CDMG|3LHND|467ASPD|5RCR|8AART|9aVULN
170	64221 12313	   	155.49	ACR|2VULN|1AART|3ASPD|1CDMG	1RMIN|2CDMG|39VULN|467ASPD|5RCR|8AART|aFEWX
171	64221 12314	   	155.49	ACR|2VULN|1AART|3ASPD|1CDMG	1RMIN|2CDMG|39VULN|467ASPD|5RCR|8AART|aBEXP
172	51512 51231	   	155.47	ACR|2VULN|2DMG|1ZMB|1DUR	1MGNSTR|2ERES|35VULN|4RCR|69DMG|7DUR|8ZMB|aBEXP
173	51512 51232	   	155.47	ACR|2VULN|2DMG|1ZMB|1DUR	1MGNSTR|2ERES|35VULN|4RCR|69DMG|7DUR|8ZMB|aLHND
174	21122 15625	   	155.46	DCR|3VULN|1AART|1ZMB|1DUR	1LEGI|2ERES|356VULN|4CANSTR|7AART|8RCR|9ZMB|aDUR
175	64221 12316	   	155.39	ACR|2VULN|1AART|3ASPD|1CDMG	1RMIN|2CDMG|39VULN|467ASPD|5RCR|8AART|aMBVNT
