0	Index      	 *	Score 	Summary	Detail	
1	14123 63211	 * 	194.84	ACR|3VULN|2DMG|1AART|1CDMG	1BELT|2RCR|379VULN|4CDMG|59DMG|689ERES|9BPWR|aAART
13	32523 12423	   	185.41	DCR|3VULN|2DMG|1AART|1ASPD	1RMIN|2aCGEN|3ASPD|46aVULN|5RCVC|7AART|8RCR|9aDMG|aBPWR
14	33323 12423	   	185.21	DCR|3VULN|2DMG|1AART|1ASPD	1RMIN|2aERES|3ASPD|46aVULN|5RCVC|7AART|8RCR|9aDMG|aBPWR
15	14333 33254	 * 	184.94	ACR|4VULN|1AART|1CDMG|1FLTHEA	1BELT|2RCR|3TLV|4578VULN|6FLTHEA|9CDMG|aAART
16	34122 53253	 * 	184.08	DCR|3DMG|2VULN|2CDMG|2ASPD	1RMIN|29ASPD|39VULN|4ERES|57CDMG|69aDMG|8RCR|9BPWR
17	42343 12632	 * 	183.81	DCR|2AART|2VULN|2DMG|3DUR	149DUR|2DUST|39VULN|56AART|79DMG|8RPLT|9BPWR|aRCR
18	14161 32334	 * 	183.76	ACR|3VULN|1AART|2CDMG|2FLTHEA	1BELT|2RCR|389VULN|4CGEN|5DMSP|68FLTHEA|78CDMG|8BPWR|aAART
19	14333 32334	   	183.56	ACR|3VULN|1AART|2CDMG|2FLTHEA	1BELT|2RCR|38TLV|459VULN|68FLTHEA|78CDMG|8BPWR|aAART
20	34152 13163	 * 	183.48	DCR|3VULN|1AART|1DMG|2ASPD|1CDMG	1RMIN|2aASPD|38aVULN|4DMG|5CDMG|6AART|7aLHND|9RCR|aBPWR
21	15111 35363	 * 	182.66	ACR|3VULN|1AART|2CDMG|1DMG	1BELT|29LIT|3RCR|4DMG|5RPLT|69CDMG|79aVULN|8AART|9BPWR
22	14123 61513	   	182.64	ACR|3DMG|2VULN|1CDMG|1ZMB	1BELT|2RCR|39VULN|4CDMG|589DMG|679ERES|9BPWR|aZMB
23	34223 62423	 * 	182.58	DCR|2VULN|2DMG|1AART|3ASPD	1RMIN|26aASPD|3ERES|4aVULN|5RCVC|7AART|8RCR|9aDMG|aBPWR
24	14153 11622	 * 	182.48	ACR|2VULN|2DMG|2AART	1BELT|2RCR|3aVULN|4RCVC|5VENICY|68AART|79DMG
25	35116 33334	 * 	181.87	DCR|3DMG|2VULN|1AART|1ZMB	1RMIN|2RPLT|349DMG|5ZMB|69VULN|7AART|89LWND|9BPWR|aRCR
26	62152 53223	   	181.87	DCR|3DMG|2VULN|2ASPD|1CDMG	1RCVC|29FEWX|39VULN|46aDMG|5CDMG|79ASPD|8RCR|9BPWR
27	14123 41211	   	181.69	ACR|2VULN|2DMG|1AART|1CDMG	1BELT|2RCR|39VULN|4CDMG|59DMG|6RCVC|789ERES|9BPWR|aAART
28	14431 34313	   	180.99	ACR|2VULN|2DMG|1AART|2ZMB	1BELT|2RCR|36ZMB|46VULN|5LEGI|6BPWR|7aDMG|8DUST|9AART
29	34152 33314	 * 	180.61	DCR|3DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1RMIN|2ASPD|3VULN|489DMG|5CDMG|6DUR|7AART|aRCR
30	14153 11621	 * 	180.55	ACR|3DMG|2AART|1VULN	1BELT|2RCR|3VULN|4RCVC|5VENICY|68AART|79aDMG
31	14123 62262	   	180.38	ACR|2VULN|2DMG|1AART|1CDMG	1BELT|2RCR|39VULN|4CDMG|5aDMG|6ERES|7LIT|8AART
32	34151 41111	 * 	180.00	DCR|3VULN|3DMG|1ASPD|1DUR	1RMIN|2ASPD|369VULN|47aDMG|5DUR|8RCR
33	14123 43334	   	179.75	ACR|3VULN|1AART|1DMG|1CDMG	1BELT|2RCR|379VULN|4CDMG|5DMG|6RCVC|8AIRHEL|aAART
34	11336 25163	 * 	179.67	DCR|2VULN|2DMG|1AART|2ZMB	1BELT|29ZMB|39LWND|4aVULN|5LIT|6RCR|7AART|89DMG|9BPWR
35	14123 64211	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1BELT|2RCR|39VULN|4CDMG|59DMG|689ERES|7DMSP|9BPWR|aAART
36	12532 26363	   	179.07	DCR|2VULN|2DMG|1AART|2ZMB	1BELT|29FEWX|39DMG|4aVULN|5LIT|6RCR|79ZMB|8AART|9BPWR
37	66125 31222	 * 	178.91	ACR|3VULN|2DMG|2ASPD|1DUR|1SELL	1aRCVC|239VULN|4RCR|5DUR|69ASPD|79DMG|8SELL|9BPWR
38	66122 12232	 * 	178.90	ACR|4VULN|1AART|2CDMG	1RCVC|236aVULN|4RCR|5CGEN|7AART|8aLIT|9aCDMG|aBPWR
39	42263 33314	   	178.86	DCR|3DMG|1AART|1VULN|1CDMG|2DUR	13DUR|2DUST|4CDMG|589DMG|6VULN|7AART|aRCR
40	34152 12163	   	178.60	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1RMIN|2ASPD|37VULN|4aDMG|5CDMG|6AART|8LWND|9RCR
41	14123 63213	   	178.57	ACR|3VULN|2DMG|1CDMG|1ASPD	1BELT|2RCR|379VULN|4CDMG|59DMG|689ERES|9BPWR|aASPD
42	13336 25163	   	178.36	DCR|2VULN|2DMG|1AART|2ASPD	1BELT|29ASPD|39LWND|4aVULN|5LIT|6RCR|7AART|89DMG|9BPWR
43	15111 32312	   	178.28	ACR|2VULN|2DMG|1AART|1CDMG	1BELT|2aLIT|3RCR|4aDMG|5RPLT|6CDMG|7LHND|8AART|9aVULN|aBPWR
44	14153 11311	   	178.18	ACR|2VULN|2DMG|1AART|1ASPD	1BELT|2RCR|39VULN|4RCVC|5VENICY|6AART|79DMG|89CGEN|9BPWR|aASPD
45	14333 41511	 * 	178.05	ACR|3DMG|2VULN|2CDMG	1BELT|2RCR|39TLV|45VULN|689DMG|79CDMG|9BPWR|aFEWX
46	14333 41513	   	178.05	ACR|3DMG|2VULN|2CDMG	1BELT|2RCR|39TLV|45VULN|689DMG|79CDMG|9BPWR|aCGEN
47	14153 11111	   	177.98	ACR|2VULN|2DMG|1AART|1ASPD	1BELT|2RCR|39VULN|4RCVC|5VENICY|6AART|79DMG|89TLV|9BPWR|aASPD
48	34113 22643	 * 	177.96	DCR|3VULN|1AART|1FLTHEA|1CDMG|1ASPD	1RMIN|2ASPD|39aVULN|4AIRHEL|5AART|6RCR|7FLTHEA|8CDMG
49	14333 41112	   	177.95	ACR|3DMG|2VULN|2CDMG	1BELT|2RCR|389TLV|45VULN|69aDMG|79CDMG|9BPWR
50	42343 12363	 * 	177.86	DCR|3DMG|2AART|1VULN|2DUR	14DUR|2DUST|3VULN|56AART|789DMG|aRCR
51	14333 41512	   	177.80	ACR|3DMG|2VULN|2CDMG|1SELL	1BELT|2RCR|39TLV|45VULN|689DMG|79CDMG|9BPWR|aSELL
52	34122 52253	   	177.76	DCR|3DMG|2VULN|2ASPD|1CDMG	1RMIN|29ASPD|39VULN|4ERES|5CDMG|69aDMG|7DMSP|8RCR|9BPWR
53	66125 31221	 * 	177.73	ACR|3VULN|2DMG|2ASPD|1DUR|1SELL	1RCVC|239VULN|4RCR|5DUR|69ASPD|79DMG|8SELL|9BPWR|aCGEN
54	66124 31222	 * 	177.73	ACR|3VULN|2DMG|2ASPD|1DUR|1SELL	1RCVC|239VULN|4RCR|5BEXP|69ASPD|79DMG|8SELL|9BPWR|aDUR
55	66113 13163	   	177.67	DCR|3VULN|2DMG|1AART	1RCVC|238VULN|4RPLT|5aDMG|6AART|7LWND|9RCR
56	66125 31223	 * 	177.63	ACR|3VULN|2DMG|2ASPD|1DUR|1SELL	1RCVC|239VULN|4RCR|5DUR|69ASPD|79DMG|8SELL|9BPWR|aCANSTR
57	11636 31211	   	177.43	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2ZMB|3RCVC|467VULN|5ASPD|8RCR|9DMG|aAART
58	13631 41211	   	177.43	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2ASPD|3RCVC|457VULN|6ZMB|8RCR|9DMG|aAART
59	66121 33252	 * 	176.71	ACR|5VULN|1AART|1DUR	1RCVC|23689VULN|4RCR|5BELT|7DUR|aAART
60	32153 52422	   	176.57	DCR|3DMG|2VULN|1AART	1RMIN|27CGEN|37VULN|479DMG|5RCVC|6DLOT|7BPWR|8RCR|aAART
61	14453 31312	 * 	176.40	ACR|2VULN|3ZMB|1DMG|2CDMG	1BELT|2RCR|389ZMB|4RCVC|5TLV|69VULN|79CDMG|9BPWR|aDMG
62	34323 42423	   	176.37	DCR|2VULN|2DMG|1AART|2ASPD	1RMIN|2aASPD|36CGEN|4aVULN|5RCVC|7AART|8RCR|9aDMG|aBPWR
63	14221 25513	   	176.23	ACR|3VULN|2DMG|1ZMB|1ASPD	1BELT|2RCR|3RPLT|4aLIT|57aVULN|6ASPD|8ZMB|9aDMG|aBPWR
64	34123 12423	   	176.17	DCR|2VULN|2DMG|1AART|2ASPD	1RMIN|2aASPD|36VULN|4aERES|5RCVC|7AART|8RCR|9aDMG|aBPWR
65	33323 62423	   	176.17	DCR|2VULN|2DMG|1AART|2ASPD	1RMIN|2aERES|36ASPD|4aVULN|5RCVC|7AART|8RCR|9aDMG|aBPWR
66	15111 35313	   	176.15	ACR|3VULN|1AART|1DMG|1CDMG	1BELT|2LIT|3RCR|4DMG|5RPLT|6CDMG|79aVULN|8AART
67	14123 12353	   	176.15	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1BELT|2RCR|39VULN|4aCDMG|5DMG|6DUR|7BEXP|8AART
68	42315 41323	   	175.56	DCR|3VULN|1AART|1CDMG|1FLTHEA|1DUR	1DUR|2DUST|35aVULN|4FLTHEA|6RCR|7FEWX|8CDMG|9AART
69	34122 53252	   	175.36	DCR|2VULN|2DMG|2CDMG|2ASPD|1DUR	1RMIN|29ASPD|39VULN|4ERES|57CDMG|69DMG|8RCR|9BPWR|aDUR
70	14123 12324	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1BELT|2RCR|3aVULN|4CDMG|5DMG|69DUR|7BEXP|8AART
71	65322 32323	   	174.79	ACR|3DMG|2AART|2DUR|2RCVC	13RCVC|28AART|4RCR|5aDUR|6aLHND|79aDMG|aBPWR
72	42313 42353	 * 	174.46	DCR|3VULN|2FLTHEA|1CDMG|2DUR|1ZMB	15DUR|2DUST|37aVULN|45FLTHEA|5BPWR|6RCR|8CDMG|9ZMB
73	11336 25142	   	174.31	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	1BELT|2aZMB|3LWND|4aVULN|5LIT|6RCR|7AART|8DMG|9aDUR|aBPWR
74	34152 13314	   	174.27	DCR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RMIN|2ASPD|3VULN|489DMG|5CDMG|6AART|7LHND|aRCR
75	14123 41511	   	174.24	ACR|3DMG|2VULN|1CDMG	1BELT|2RCR|39VULN|4CDMG|589DMG|6RCVC|79ERES|9BPWR|aFEWX
76	14123 41513	   	174.24	ACR|3DMG|2VULN|1CDMG	1BELT|2RCR|39VULN|4CDMG|589DMG|6RCVC|79ERES|9BPWR|aCGEN
77	14123 43531	   	174.24	ACR|3VULN|2DMG|1CDMG	19BELT|2RCR|378VULN|4CDMG|5aDMG|6RCVC
78	34152 23252	 * 	174.14	DCR|2VULN|1AART|1DMG|2CDMG|2ASPD	1RMIN|29ASPD|39VULN|4DMG|57CDMG|69CGEN|8RCR|9BPWR|aAART
79	32522 53252	 * 	174.14	DCR|2DMG|1AART|1VULN|2CDMG|2ASPD	1RMIN|29CGEN|39ASPD|4VULN|57CDMG|69DMG|8RCR|9BPWR|aAART
80	34322 53252	   	174.14	DCR|2DMG|1AART|1VULN|2CDMG|2ASPD	1RMIN|29ASPD|39CGEN|4VULN|57CDMG|69DMG|8RCR|9BPWR|aAART
81	14123 43412	   	174.14	ACR|3VULN|2DMG|1CDMG	1BELT|2RCR|379VULN|4CDMG|59DMG|6RCVC|89aERES|9BPWR
82	14123 43413	   	174.14	ACR|3VULN|2DMG|1CDMG	1BELT|2RCR|379VULN|4CDMG|59DMG|6RCVC|89ERES|9BPWR|aDUST
83	11236 31211	   	174.02	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2ZMB|3DMSP|467VULN|5ASPD|8RCR|9DMG|aAART
84	13231 41211	   	174.02	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2ASPD|3DMSP|457VULN|6ZMB|8RCR|9DMG|aAART
85	35116 35232	   	174.02	DCR|3DMG|1AART|1VULN|1ZMB|1ASPD	1RMIN|2RPLT|349DMG|5ZMB|6VULN|7ASPD|8RCR|aAART
86	14123 15512	   	174.02	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1BELT|2RCR|3aVULN|4CDMG|59DMG|6DUR|7ZMB|8LIT
87	14123 41512	   	173.99	ACR|3DMG|2VULN|1CDMG|1SELL	1BELT|2RCR|39VULN|4CDMG|589DMG|6RCVC|79ERES|9BPWR|aSELL
88	66122 12423	 * 	173.80	ACR|4VULN|1AART|2ZMB	1RCVC|236aVULN|4RCR|5CGEN|7AART|8aZMB|9aLHND|aBPWR
89	62153 11341	   	173.72	DCR|2VULN|2DMG|1AART|1ZMB	1RCVC|27FEWX|37VULN|47DMG|5AART|6LEGI|7BPWR|8ZMB|9RCR|aBEXP
90	62153 11342	   	173.72	DCR|2VULN|2DMG|1AART|1ZMB	1RCVC|27FEWX|37VULN|47DMG|5AART|6LEGI|7BPWR|8ZMB|9RCR|aLIT
91	11336 25113	   	173.68	DCR|3VULN|1AART|1DMG|1ZMB	1BELT|2ZMB|3LWND|49aVULN|5LIT|6RCR|7AART|8DMG
92	16136 25113	   	173.68	DCR|3VULN|1AART|1DMG|1ZMB	1BELT|2LWND|3ZMB|49aVULN|5LIT|6RCR|7AART|8DMG
93	35111 16163	   	173.67	DCR|3DMG|2VULN|1AART	1RMIN|2RPLT|34aDMG|5CGEN|6AART|78VULN|9RCR
94	35112 16163	   	173.67	DCR|3DMG|2VULN|1AART	1RMIN|2RPLT|34aDMG|5MLV|6AART|78VULN|9RCR
95	62153 11343	   	173.62	DCR|2VULN|2DMG|1AART|1ZMB	1RCVC|27FEWX|37VULN|47DMG|5AART|6LEGI|7BPWR|8ZMB|9RCR|aDUST
96	66122 12433	   	173.60	ACR|4VULN|1AART|2ZMB	1RCVC|236aVULN|4RCR|5CGEN|7AART|8aZMB|9aDUST|aBPWR
97	66121 31313	 * 	173.57	ACR|5VULN|1DMG|1ASPD	1RCVC|23678VULN|4RCR|5BELT|9DMG|aASPD
98	33152 33314	   	173.57	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	1RMIN|2ERES|3VULN|489DMG|5CDMG|6DUR|7AART|aRCR
99	42354 33311	   	173.57	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2DUST|3VULN|468DMG|5CDMG|7AART|9BEXP|aRCR
100	14121 42613	   	173.50	ACR|2VULN|2DMG|2CDMG|1ZMB	1BELT|2RCR|3aVULN|4aCDMG|5MBVNT|6LIT|7RMIN|8ZMB|9aDMG|aBPWR
101	42354 33321	   	173.47	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2DUST|3VULN|468DMG|5CDMG|7AART|9LEGI|aRCR
102	34323 52423	 * 	173.43	DCR|3VULN|2DMG|3ASPD	1RMIN|27aASPD|37CGEN|47aVULN|5RCVC|6DLOT|7aBPWR|8RCR|9aDMG
103	14123 35363	   	173.40	ACR|2VULN|2DMG|2CDMG|1ZMB	1BELT|2RCR|39VULN|48CDMG|5aDMG|6LWND|7ZMB
104	62152 53222	   	173.15	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1RCVC|29FEWX|39VULN|46DMG|5CDMG|79ASPD|8RCR|9BPWR|aDUR
105	12532 26313	   	173.08	DCR|3VULN|1AART|1DMG|1ZMB	1BELT|2FEWX|3DMG|49aVULN|5LIT|6RCR|7ZMB|8AART
106	13336 25142	   	173.01	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	1BELT|2aASPD|3LWND|4aVULN|5LIT|6RCR|7AART|8DMG|9aDUR|aBPWR
107	66122 12123	 * 	172.95	ACR|4VULN|2DMG|1AART|2MSE	1RCVC|236aVULN|4RCR|5CGEN|7AART|8aMSE|9aDMG|aBPWR
108	15111 35342	   	172.93	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1BELT|2aLIT|3RCR|4aDMG|5RPLT|6CDMG|7VULN|8AART|9aDUR|aBPWR
109	65326 12121	   	172.91	ACR|2VULN|2DMG|1AART|2RCVC	13RCVC|2AART|4RCR|5LIT|69DMG|7aVULN|8MLV
110	62152 43223	   	172.53	DCR|2VULN|2DMG|2CDMG|2ASPD	1RCVC|29FEWX|39VULN|4aDMG|56CDMG|79ASPD|8RCR|9BPWR
111	34133 53163	   	172.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1RMIN|2ASPD|38VULN|4DUST|5AART|6ZMB|7CDMG|9RCR|aDMG
112	42311 32353	   	172.48	ACR|4VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1DUR|2DUST|367aVULN|4FLTHEA|5RCR|8CDMG|9ZMB
113	42311 35163	   	172.23	ACR|4VULN|1AART|1FLTHEA|1DUR	1DUR|2DUST|369aVULN|4FLTHEA|5RCR|7RPLT|8AART
114	65131 53123	   	172.11	ACR|2VULN|1AART|1DMG|2CDMG	1RCVC|2AART|39CGEN|4RCR|5LEGI|6BEXP|79CDMG|89VULN|9BPWR|aDMG
115	66222 33423	   	172.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCVC|29VULN|39DUST|4ERES|5CDMG|69DUR|7AART|8RCR|9BPWR|aDMG
116	62153 23314	   	171.93	DCR|3DMG|1AART|1VULN|1CDMG	1RCVC|2FEWX|3VULN|489DMG|5AART|6LWND|7CDMG|aRCR
117	14333 33221	 * 	171.92	ACR|5VULN|1FLTHEA|1ZMB	1BELT|2RCR|3TLV|45789VULN|6FLTHEA|aZMB
118	62153 13314	   	171.83	DCR|3DMG|1AART|1VULN|1CDMG	1RCVC|2FEWX|3VULN|489DMG|5AART|6LEGI|7CDMG|aRCR
119	14123 24511	   	171.73	ACR|3DMG|2VULN|1CDMG	1BELT|2RCR|39VULN|4CDMG|589DMG|69TLV|7DMSP|9BPWR|aFEWX
120	14123 24513	   	171.73	ACR|3DMG|2VULN|1CDMG	1BELT|2RCR|39VULN|4CDMG|589DMG|69TLV|7DMSP|9BPWR|aCGEN
121	14123 24112	   	171.63	ACR|3DMG|2VULN|1CDMG	1BELT|2RCR|39VULN|4CDMG|59aDMG|689TLV|7DMSP|9BPWR
122	14123 61511	   	171.63	ACR|3DMG|2VULN|1CDMG	1BELT|2RCR|39VULN|4CDMG|589DMG|679ERES|9BPWR|aFEWX
123	14123 61512	   	171.63	ACR|3DMG|2VULN|1CDMG	1BELT|2RCR|39VULN|4CDMG|589DMG|679ERES|9BPWR|aLHND
124	14123 63212	   	171.63	ACR|3VULN|2DMG|1CDMG	1BELT|2RCR|379VULN|4CDMG|59DMG|689ERES|9BPWR|aRPLT
125	14123 63214	   	171.63	ACR|3VULN|2DMG|1CDMG	1BELT|2RCR|379VULN|4CDMG|59DMG|689ERES|9BPWR|aLHND
126	42313 41323	 * 	171.61	DCR|2VULN|1AART|2FLTHEA|1CDMG|2DUR	15DUR|2DUST|3aVULN|45FLTHEA|5BPWR|6RCR|7FEWX|8CDMG|9AART
127	32152 16273	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	1RMIN|2CGEN|37VULN|4aDMG|5CDMG|6AART|8MBVNT|9RCR
128	14123 63216	   	171.53	ACR|3VULN|2DMG|1CDMG	1BELT|2RCR|379VULN|4CDMG|59DMG|689ERES|9BPWR|aDUST
129	65133 11343	   	171.51	ACR|2VULN|2DMG|1AART	18RCVC|2AART|36aCGEN|4RCR|5aDMG|7LEGI|9aVULN|aBPWR
130	14123 24512	   	171.49	ACR|3DMG|2VULN|1CDMG|1SELL	1BELT|2RCR|39VULN|4CDMG|589DMG|69TLV|7DMSP|9BPWR|aSELL
131	35111 12124	   	171.47	DCR|3DMG|2VULN|1AART	1RMIN|2RPLT|349DMG|5CGEN|6AART|79LHND|89VULN|9BPWR|aRCR
132	35111 13124	   	171.47	DCR|3DMG|2VULN|1AART	1RMIN|2RPLT|349DMG|5CGEN|6AART|79LWND|89VULN|9BPWR|aRCR
133	35111 16324	   	171.47	DCR|3DMG|2VULN|1AART	1RMIN|2RPLT|349DMG|5CGEN|6AART|79VULN|89LWND|9BPWR|aRCR
134	35112 12124	   	171.47	DCR|3DMG|2VULN|1AART	1RMIN|2RPLT|349DMG|5MLV|6AART|79LHND|89VULN|9BPWR|aRCR
135	35112 13124	   	171.47	DCR|3DMG|2VULN|1AART	1RMIN|2RPLT|349DMG|5MLV|6AART|79LWND|89VULN|9BPWR|aRCR
136	35112 16324	   	171.47	DCR|3DMG|2VULN|1AART	1RMIN|2RPLT|349DMG|5MLV|6AART|79VULN|89LWND|9BPWR|aRCR
137	33152 16273	   	171.46	DCR|2VULN|2DMG|1AART|1CDMG	1RMIN|2ERES|37VULN|4aDMG|5CDMG|6AART|8MBVNT|9RCR
138	42343 15131	 * 	171.45	DCR|3VULN|2AART|1CDMG|2DUR	14DUR|2DUST|389VULN|56AART|7CDMG|aRCR
139	35115 12124	   	171.37	DCR|3DMG|2VULN|1AART	1RMIN|2RPLT|349DMG|5TLV|6AART|79LHND|89VULN|9BPWR|aRCR
140	35115 13124	   	171.37	DCR|3DMG|2VULN|1AART	1RMIN|2RPLT|349DMG|5TLV|6AART|79LWND|89VULN|9BPWR|aRCR
141	42315 41322	 * 	171.35	DCR|2VULN|2AART|1CDMG|1FLTHEA|1DUR	1DUR|2DUST|35VULN|4FLTHEA|6RCR|7FEWX|8CDMG|9aAART
142	14121 18713	   	171.34	ACR|2VULN|2DMG|2CDMG|1DUR	1BELT|2RCR|3aVULN|4aCDMG|5MBVNT|6DUR|7LIT|8RCVC|9aDMG|aBPWR
143	62152 12314	   	171.33	DCR|3DMG|1AART|1VULN|1CDMG	1RCVC|2FEWX|3VULN|489DMG|5CDMG|6AART|7LHND|aRCR
144	62152 13314	   	171.33	DCR|3DMG|1AART|1VULN|1CDMG	1RCVC|2FEWX|3VULN|489DMG|5CDMG|6AART|7LWND|aRCR
145	14333 13254	   	171.29	ACR|4VULN|1AART|1CDMG	1BELT|2RCR|3TLV|4578VULN|6MGNSTR|9CDMG|aAART
146	14153 11313	   	171.24	ACR|2VULN|2DMG|1AART	1BELT|2RCR|39VULN|4RCVC|5VENICY|6AART|79DMG|89CGEN|9BPWR|aDMSP
147	14153 11314	   	171.24	ACR|2VULN|2DMG|1AART	1BELT|2RCR|39VULN|4RCVC|5VENICY|6AART|79DMG|89CGEN|9BPWR|aLWND
148	14153 11316	   	171.24	ACR|2VULN|2DMG|1AART	1BELT|2RCR|39VULN|4RCVC|5VENICY|6AART|79DMG|89aCGEN|9BPWR
149	66122 12413	   	171.22	ACR|4VULN|1AART|1ZMB	19RCVC|236aVULN|4RCR|5CGEN|7AART|8ZMB
150	42311 31323	   	171.17	ACR|3VULN|1AART|1CDMG|1FLTHEA|1DUR	1DUR|2DUST|36aVULN|4FLTHEA|5RCR|7FEWX|8CDMG|9AART
151	14431 34233	   	171.16	ACR|2VULN|2DMG|2ZMB|1ASPD|1DUR	1BELT|2RCR|36ZMB|46VULN|5LEGI|6BPWR|7aDMG|8DUR|9ASPD
152	14153 11113	   	171.04	ACR|2VULN|2DMG|1AART	1BELT|2RCR|39VULN|4RCVC|5VENICY|6AART|79DMG|89TLV|9BPWR|aDMSP
153	14153 11114	   	171.04	ACR|2VULN|2DMG|1AART	1BELT|2RCR|39VULN|4RCVC|5VENICY|6AART|79DMG|89TLV|9BPWR|aLWND
154	14153 11116	   	171.04	ACR|2VULN|2DMG|1AART	1BELT|2RCR|39VULN|4RCVC|5VENICY|6AART|79DMG|89TLV|9BPWR|aCGEN
155	14123 42153	   	171.02	ACR|2VULN|2DMG|1CDMG|2DUR	1BELT|2RCR|3aVULN|4CDMG|5aDMG|6RCVC|7LIT|8BEXP|9aDUR|aBPWR
156	42313 42324	   	171.01	DCR|2VULN|1AART|2FLTHEA|1CDMG|2DUR	15DUR|2DUST|37VULN|45FLTHEA|5BPWR|6RCR|8CDMG|9BEXP|aAART
157	34151 61111	   	170.95	DCR|3DMG|2VULN|2ASPD|1DUR	1RMIN|26ASPD|39VULN|47aDMG|5DUR|8RCR
158	14335 33223	 * 	170.95	ACR|4VULN|1DMG|1FLTHEA	1BELT|2RCR|3TLV|4789VULN|5RCVC|6FLTHEA|aDMG
159	34113 22144	 * 	170.92	DCR|3VULN|1AART|2ASPD|1FLTHEA	1RMIN|29ASPD|38aVULN|4AIRHEL|5AART|6RCR|7FLTHEA
160	14331 33254	   	170.84	ACR|3VULN|1AART|1CDMG|1FLTHEA	1BELT|2RCR|3TLV|478VULN|5DMSP|6FLTHEA|9CDMG|aAART
161	66121 33211	   	170.82	ACR|4VULN|1AART|1ASPD|1DUR	1RCVC|2368VULN|4RCR|5BELT|7DUR|9ASPD|aAART
162	42253 33232	   	170.82	DCR|2VULN|2DMG|1AART|3DUR|1SELL	139DUR|2DUST|4SELL|59DMG|69VULN|7AART|8MBVNT|9BPWR|aRCR
163	14165 32311	   	170.81	ACR|2VULN|1AART|2CDMG|2FLTHEA	1BELT|2RCR|38VULN|4CGEN|5RCVC|68FLTHEA|78CDMG|8BPWR|9LSRHEA|aAART
164	66124 31221	 * 	170.79	ACR|3VULN|2DMG|2ASPD|1SELL	1RCVC|239VULN|4RCR|5BEXP|69ASPD|79DMG|8SELL|9BPWR|aCGEN
