0	Index      	 *	Score 	Summary	Detail	
1	22234 11612	 * 	193.77	DCR|3VULN|2AART|1DMG|1ZMB|1ASPD	1DUST|259VULN|3ASPD|47AART|6RCR|8ZMB|aDMG
17	22236 11521	   	184.26	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1DUST|2aVULN|3ASPD|4AART|58DMG|6RCR|7ZMB|9LHND
18	22236 11561	   	184.26	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1DUST|2aVULN|3ASPD|4AART|58DMG|6RCR|7ZMB|9BEXP
19	55133 52233	 * 	183.98	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB|1SELL	1aAART|2DUST|3ZMB|4SELL|56VULN|7RCR|8DMG|9CDMG
20	22234 12113	 * 	182.96	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8LHND|9FLTHEA|aCDMG
21	22234 12613	   	182.96	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8FEWX|9FLTHEA|aCDMG
22	22234 15513	   	182.96	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7BEXP|8DMG|9FLTHEA|aCDMG
23	22236 13313	   	182.96	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1ASPD	1DUST|28VULN|3ASPD|4AART|5DMG|6RCR|7FEWX|9FLTHEA|aCDMG
24	22236 13533	   	182.96	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1ASPD	1DUST|29VULN|3ASPD|4AART|5DMG|6RCR|7FEWX|8FLTHEA|aCDMG
25	22234 12552	 * 	182.86	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	1DUST|25VULN|39ASPD|4AART|6RCR|7DMG|8CDMG|aDUR
26	22234 11412	   	182.77	DCR|3VULN|2AART|1DMG|1ASPD	1DUST|259VULN|3ASPD|47AART|6RCR|8MLV|aDMG
27	22234 12312	   	182.77	DCR|3VULN|2AART|1DMG|1ASPD	1DUST|259VULN|3ASPD|4aAART|6RCR|7DMG|8LIT
28	22234 11212	   	182.67	DCR|3VULN|2AART|1DMG|1ASPD	1DUST|259VULN|3ASPD|47AART|6RCR|8TLV|aDMG
29	22234 12532	 * 	182.57	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD|1DUR	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|89CDMG|aDUR
30	22234 13246	   	182.32	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|25aVULN|3ASPD|4AART|6RCR|7ZMB|8BELT|9DMG
31	22234 13314	   	182.32	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|259VULN|3ASPD|4AART|6RCR|7ZMB|8LIT|aDMG
32	22236 11131	   	182.32	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|29aVULN|3ASPD|4AART|5DMG|6RCR|7ZMB|8LWND
33	22236 12131	   	182.32	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|29aVULN|3ASPD|4AART|5DMG|6RCR|7LHND|8ZMB
34	22236 13131	   	182.32	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|29aVULN|3ASPD|4AART|5DMG|6RCR|7FEWX|8ZMB
35	22434 12314	 * 	181.87	DCR|3VULN|2DMG|1AART	1DUST|259VULN|3TLV|4AART|6RCR|7aDMG|8LIT
36	51121 13552	 * 	180.62	DCR|2VULN|2DMG|1AART|2ZMB|1SELL	1AART|2RPLT|39ZMB|4SELL|59VULN|6RMIN|7RCR|89DMG|9BPWR|aLIT
37	51121 13553	 * 	180.52	DCR|2VULN|2DMG|1AART|2ZMB|1SELL	1AART|2RPLT|39ZMB|4SELL|59VULN|6RMIN|7RCR|89DMG|9BPWR|aDUST
38	22234 13245	   	180.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7ZMB|8BELT|9DMG|aCDMG
39	22236 11122	   	180.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4AART|5aDMG|6RCR|7ZMB|8LWND|9CDMG
40	22236 12122	   	180.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4AART|5aDMG|6RCR|7LHND|8ZMB|9CDMG
41	22236 13122	   	180.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4AART|5aDMG|6RCR|7FEWX|8ZMB|9CDMG
42	55225 12333	 * 	180.02	DCR|4VULN|1AART|2CDMG|1ASPD	1AART|2DUST|3568VULN|46CDMG|6BPWR|7RMIN|9RCR|aASPD
43	15152 32324	 * 	179.99	ACR|3DMG|2VULN|1AART	1VENICY|27VULN|3RCR|46aDMG|5LIT|8AART|9LHND
44	22133 12242	 * 	179.86	DCR|2VULN|2DMG|1AART|1CDMG	1DUST|25VULN|3ERES|4AART|6RCR|79DMG|8BELT|aCDMG
45	22434 12242	   	179.86	DCR|2VULN|2DMG|1AART|1CDMG	1DUST|25VULN|3TLV|4AART|6RCR|79DMG|8BELT|aCDMG
46	55214 12232	   	179.83	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2DUST|359VULN|4MLV|6RCR|7DMG|8BELT|aCDMG
47	15361 11214	   	179.82	DCR|3VULN|2DMG|1CDMG|1ZMB	1VENICY|247VULN|3CDMG|5BEXP|6RCR|8ZMB|9aDMG
48	55261 12232	   	179.73	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2DUST|349VULN|5TLV|6RCR|7DMG|8BELT|aCDMG
49	55133 52232	   	179.47	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1AART|2DUST|3ZMB|4SELL|56VULN|7RCR|8DMG|9CDMG|aASPD
50	52251 12314	   	179.12	DCR|2VULN|2DMG|1AART|1ZMB	1AART|2RMIN|3ZMB|49VULN|5TLV|6RCR|7aDMG|8LIT
51	22236 11432	   	178.90	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	1DUST|29VULN|3ASPD|4AART|5DMG|6RCR|7ZMB|8aDUR
52	22234 12235	   	178.26	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUST|259VULN|3ASPD|4AART|6RCR|7DMG|8BELT|aDUR
53	15152 32342	   	178.21	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9DUR|aASPD
54	22133 12566	 * 	178.14	DCR|4VULN|1AART|1DMG|1SELL	1DUST|259aVULN|3ERES|4AART|6RCR|7DMG|8SELL
55	22234 12342	   	178.12	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1DUST|25VULN|3ASPD|4aAART|6RCR|7DMG|8LIT|9ZMB
56	22236 11535	 * 	178.12	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4aAART|58DMG|6RCR|7ZMB|9DMSP
57	22233 11612	   	178.02	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	15DUST|29VULN|3ASPD|47AART|6RCR|8ZMB|aDMG
58	22133 12232	   	177.93	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|259VULN|3ERES|4AART|6RCR|7DMG|8BELT|aCDMG
59	22434 12232	   	177.93	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|259VULN|3TLV|4AART|6RCR|7DMG|8BELT|aCDMG
60	22234 12315	 * 	177.93	DCR|3VULN|1AART|1DMG|2ASPD	1DUST|259VULN|3aASPD|4AART|6RCR|7DMG|8LIT
61	15152 32333	 * 	177.88	ACR|2VULN|2DMG|1AART|1CDMG	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9DLOT|aCDMG
62	22236 11433	 * 	177.46	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1DUR	1DUST|29VULN|3ASPD|4AART|5DMG|6RCR|7aZMB|8DUR
63	22133 12452	   	177.22	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|25VULN|3ERES|4AART|6RCR|7aDMG|8RPLT|9ZMB
64	22133 13462	   	177.22	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|25VULN|3ERES|4AART|6RCR|7ZMB|8RPLT|9aDMG
65	15126 11215	 * 	176.51	ACR|2VULN|1AART|2CDMG|1DMG|1ZMB	1VENICY|27VULN|3RCR|46CDMG|5LHND|8ZMB|9DMG|aAART
66	22236 11613	   	176.38	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4AART|5DMG|6RCR|7ZMB|8RMIN|9FLTHEA|aCDMG
67	22234 12431	   	176.25	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8RPLT|9DUR|aCDMG
68	22234 12512	   	176.25	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8CDMG|9RMIN|aDUR
69	22234 12522	   	176.25	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8CDMG|9CGEN|aDUR
70	22234 15422	   	176.25	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUST|25VULN|3ASPD|4AART|6RCR|7BEXP|8DUR|9CDMG|aDMG
71	22234 12542	   	176.15	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	19DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8CDMG|aDUR
72	22234 11662	 * 	175.97	DCR|3AART|2VULN|1CDMG|1ZMB|1ASPD	1DUST|25VULN|3ASPD|479AART|6RCR|8ZMB|aCDMG
73	22234 12111	 * 	175.93	DCR|2VULN|1AART|1DMG|2ASPD|1FLTHEA	1DUST|25VULN|3aASPD|4AART|6RCR|7DMG|8LHND|9FLTHEA
74	22234 12551	   	175.93	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1DUST|25VULN|39ASPD|4AART|6RCR|7DMG|8CDMG|aCGEN
75	22234 12553	   	175.93	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1DUST|25VULN|39ASPD|4AART|6RCR|7DMG|8CDMG|aRMIN
76	22234 12611	   	175.93	DCR|2VULN|1AART|1DMG|2ASPD|1FLTHEA	1DUST|25VULN|3aASPD|4AART|6RCR|7DMG|8FEWX|9FLTHEA
77	22234 15511	   	175.93	DCR|2VULN|1AART|1DMG|2ASPD|1FLTHEA	1DUST|25VULN|3aASPD|4AART|6RCR|7BEXP|8DMG|9FLTHEA
78	22236 13311	   	175.93	DCR|2VULN|1AART|1DMG|2ASPD|1FLTHEA	1DUST|28VULN|3aASPD|4AART|5DMG|6RCR|7FEWX|9FLTHEA
79	22236 13531	   	175.93	DCR|2VULN|1AART|1DMG|2ASPD|1FLTHEA	1DUST|29VULN|3aASPD|4AART|5DMG|6RCR|7FEWX|8FLTHEA
80	22234 13232	   	175.91	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1DUST|259VULN|3ASPD|4AART|6RCR|7ZMB|8BELT|aCDMG
81	22133 11216	   	175.73	DCR|3VULN|2AART|1DMG	1DUST|259VULN|3ERES|47AART|6RCR|8MLV|aDMG
82	22434 11216	   	175.73	DCR|3VULN|2AART|1DMG	1DUST|259VULN|3TLV|47AART|6RCR|8MLV|aDMG
83	22234 12531	   	175.63	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|89CDMG|aCGEN
84	22234 12533	   	175.63	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|89CDMG|aRMIN
85	22234 12535	   	175.63	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|89CDMG|aFEWX
86	22234 12534	   	175.53	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|89CDMG|aERES
87	22234 12536	   	175.53	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|89CDMG|aMBVNT
88	22133 12131	   	175.28	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|25aVULN|3ERES|4AART|6RCR|7DMG|8LHND|9ZMB
89	22133 13246	   	175.28	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|25aVULN|3ERES|4AART|6RCR|7ZMB|8BELT|9DMG
90	22434 13314	   	175.28	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|259VULN|3TLV|4AART|6RCR|7ZMB|8LIT|aDMG
91	15152 32311	   	175.24	ACR|2VULN|2DMG|1AART|1ZMB	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9ERES|aZMB
92	15152 32351	   	175.24	ACR|2VULN|2DMG|1AART|1ZMB	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9NUKE|aZMB
93	52251 12232	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RMIN|3ZMB|49VULN|5TLV|6RCR|7DMG|8BELT|aCDMG
94	52251 12242	   	175.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2RMIN|3ZMB|4VULN|5TLV|6RCR|79DMG|8BELT|aCDMG
95	21421 25622	   	175.16	DCR|2VULN|2DMG|1AART|1CDMG	1DUST|2LHND|35VULN|4AART|6aDMG|7BEXP|8RCR|9CDMG
96	53143 31631	 * 	175.16	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	1AART|23ERES|457DMG|6ASPD|8RCR|9DUR|aVULN
97	54153 12212	   	174.95	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2TLV|3ERES|49VULN|57DMG|6RCR|8MLV|aASPD
98	55235 12212	   	174.95	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2DUST|39VULN|4RCVC|57DMG|6RCR|8TLV|aASPD
99	54153 12331	   	174.95	DCR|2VULN|2DMG|1AART|1DUR	1AART|2TLV|3ERES|4aVULN|57DMG|6RCR|8LWND|9DUR
100	22236 12511	 * 	174.18	DCR|2AART|1DMG|1VULN|1FLTHEA|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4aAART|5DMG|6RCR|7LHND|8FLTHEA|9ZMB
101	22236 13511	   	174.18	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1DUST|2VULN|3ASPD|4aAART|5DMG|6RCR|7FEWX|8FLTHEA|9ZMB
102	51121 22611	   	174.17	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1AART|2RPLT|3ZMB|4SELL|5aVULN|67DMG|8RCR|9FEWX
103	51121 22621	   	174.17	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1AART|2RPLT|3ZMB|4SELL|5aVULN|67DMG|8RCR|9LHND
104	51121 22651	   	174.07	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1AART|2RPLT|3ZMB|4SELL|5aVULN|67DMG|8RCR|9DUST
105	53143 15321	   	174.07	DCR|3VULN|2DMG|1AART	1AART|23ERES|45DMG|689VULN|7LHND|aRCR
106	22234 11131	   	174.05	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1DUST|25VULN|3ASPD|47AART|6RCR|8LHND|9DMG|aDUR
107	22234 11452	   	174.05	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1DUST|25VULN|3ASPD|47AART|6RCR|8MLV|9DUR|aDMG
108	15124 43231	 * 	174.00	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VENICY|2VULN|3RCR|4CDMG|56AART|7DMG|8LIT|9ZMB|aASPD
109	53143 12331	   	173.97	DCR|3VULN|2DMG|1AART	1AART|23ERES|45DMG|689VULN|7DUST|aRCR
110	54343 12331	   	173.97	DCR|3VULN|2DMG|1AART	1AART|23TLV|45DMG|689VULN|7DUST|aRCR
111	22234 11252	   	173.95	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1DUST|25VULN|3ASPD|47AART|6RCR|8TLV|9DUR|aDMG
112	22234 13113	   	173.90	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7ZMB|8LHND|9FLTHEA|aCDMG
113	22234 11611	   	173.71	DCR|3VULN|2AART|1ZMB|1ASPD	1DUST|259VULN|3ASPD|47AART|6RCR|8ZMB|aFEWX
114	22234 11616	   	173.71	DCR|3VULN|2AART|1ZMB|1ASPD	1DUST|259VULN|3ASPD|47AART|6RCR|8ZMB|aLHND
115	22234 13312	   	173.71	DCR|3VULN|2AART|1ZMB|1ASPD	1DUST|259VULN|3ASPD|4aAART|6RCR|7ZMB|8LIT
116	21421 25631	 * 	173.68	DCR|4VULN|1AART|1DMG	1DUST|2LHND|359aVULN|4AART|6DMG|7BEXP|8RCR
117	15124 43322	 * 	173.64	ACR|2AART|2VULN|1DMG|1CDMG	1VENICY|2aVULN|3RCR|4CDMG|56AART|7DMG|8BEXP|9LWND
118	15124 43323	 * 	173.64	ACR|2AART|2DMG|1VULN|1CDMG	1VENICY|2VULN|3RCR|4CDMG|56AART|7aDMG|8BEXP|9LWND
119	52326 25123	   	173.61	DCR|3DMG|1AART|1VULN|2DUR	1AART|2RMIN|37DUST|47DUR|567DMG|7BPWR|8RCR|9MBVNT|aVULN
120	22236 11412	   	173.61	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1DUST|2VULN|3ASPD|4AART|5aDMG|6RCR|7ZMB|8DUR|9BEXP
121	22236 11434	   	173.61	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUST|29VULN|3ASPD|4AART|5DMG|6RCR|7ZMB|8DUR|aBEXP
122	22236 11452	   	173.61	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1DUST|2VULN|3ASPD|4AART|5aDMG|6RCR|7ZMB|8DUR|9LWND
123	22234 13241	   	173.61	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUST|25VULN|3ASPD|4AART|6RCR|7ZMB|8BELT|9DMG|aDUR
124	22236 11132	   	173.61	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUST|29VULN|3ASPD|4AART|5DMG|6RCR|7ZMB|8LWND|aDUR
125	22236 11162	   	173.61	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1DUST|2VULN|3ASPD|4AART|59DMG|6RCR|7ZMB|8LWND|aDUR
126	22236 11512	   	173.61	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1DUST|2VULN|3ASPD|4AART|58DMG|6RCR|7ZMB|9FEWX|aDUR
127	22236 11522	   	173.61	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1DUST|2VULN|3ASPD|4AART|58DMG|6RCR|7ZMB|9LHND|aDUR
128	22236 11533	   	173.61	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1DUST|2VULN|3ASPD|4AART|58DMG|6RCR|7ZMB|9DMSP|aDUR
129	22236 11562	   	173.61	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1DUST|2VULN|3ASPD|4AART|58DMG|6RCR|7ZMB|9BEXP|aDUR
130	22236 12132	   	173.61	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUST|29VULN|3ASPD|4AART|5DMG|6RCR|7LHND|8ZMB|aDUR
131	22236 13132	   	173.61	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUST|29VULN|3ASPD|4AART|5DMG|6RCR|7FEWX|8ZMB|aDUR
132	22234 11613	   	173.61	DCR|3VULN|2AART|1ZMB|1ASPD	1DUST|259VULN|3ASPD|47AART|6RCR|8ZMB|aERES
133	15124 43123	   	173.54	ACR|2AART|2VULN|1DMG|1CDMG	1VENICY|2aVULN|3RCR|4CDMG|56AART|7DMG|8CGEN|9ERES
134	22236 11553	   	173.51	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	19DUST|2VULN|3ASPD|4AART|58DMG|6RCR|7ZMB|aDUR
135	22133 12535	 * 	173.48	DCR|2AART|2VULN|1DMG|1CDMG|1SELL	1DUST|25VULN|3ERES|4aAART|6RCR|7DMG|8SELL|9CDMG
136	55133 32232	 * 	173.33	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	16AART|2DUST|3ZMB|4SELL|5VULN|7RCR|8DMG|9CDMG|aASPD
137	55133 32234	 * 	173.33	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	16AART|2DUST|3ZMB|4SELL|5VULN|7RCR|8DMG|9CDMG|aDUR
138	15113 62351	 * 	173.30	ACR|3VULN|1AART|1DMG|1ZMB	1VENICY|257VULN|3RCR|4LIT|6ERES|8AART|9DMG|aZMB
139	22133 13245	   	173.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|25VULN|3ERES|4AART|6RCR|7ZMB|8BELT|9DMG|aCDMG
140	22236 11136	   	173.28	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1DUST|29VULN|3aASPD|4AART|5DMG|6RCR|7ZMB|8LWND
141	22236 11166	 * 	173.28	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	1DUST|2VULN|3aASPD|4AART|59DMG|6RCR|7ZMB|8LWND
142	22236 11516	   	173.28	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	1DUST|2VULN|3aASPD|4AART|58DMG|6RCR|7ZMB|9FEWX
143	22236 11526	   	173.28	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	1DUST|2VULN|3aASPD|4AART|58DMG|6RCR|7ZMB|9LHND
144	22236 11532	   	173.28	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	1DUST|2VULN|3aASPD|4AART|58DMG|6RCR|7ZMB|9DMSP
145	22236 12136	   	173.28	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1DUST|29VULN|3aASPD|4AART|5DMG|6RCR|7LHND|8ZMB
146	22236 13136	   	173.28	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1DUST|29VULN|3aASPD|4AART|5DMG|6RCR|7FEWX|8ZMB
147	52532 32336	   	173.27	ACR|2VULN|2DMG|1AART|1ASPD	1AART|2RMIN|3aMGNSTR|4RCR|5DUST|6aDMG|7ASPD|8CGEN|9aVULN|aBPWR
148	22234 12414	   	173.25	DCR|2VULN|2DMG|1AART|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7aDMG|8RPLT|9BELT
149	22236 11552	   	173.18	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	19DUST|2VULN|3aASPD|4AART|58DMG|6RCR|7ZMB
150	52532 32236	   	173.17	ACR|2VULN|2DMG|1AART|1ASPD	1AART|2RMIN|3aMGNSTR|4RCR|5DUST|6aDMG|7ASPD|8ERES|9aVULN|aBPWR
151	22133 12245	   	173.15	DCR|2VULN|2DMG|1AART|1DUR	1DUST|25VULN|3ERES|4AART|6RCR|79DMG|8BELT|aDUR
152	55214 12312	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUST|359VULN|4MLV|6RCR|7DMG|8LIT|aDUR
153	55235 12132	   	173.12	DCR|3DMG|1AART|1VULN|1DUR	1AART|2DUST|3VULN|4RCVC|579DMG|6RCR|8LHND|aDUR
154	55225 12332	   	173.08	DCR|4VULN|1AART|2CDMG	1AART|2DUST|3568VULN|46CDMG|6BPWR|7RMIN|9RCR|aFEWX
155	54153 12132	   	173.02	DCR|3DMG|1AART|1VULN|1DUR	1AART|2TLV|3ERES|4VULN|579DMG|6RCR|8LHND|aDUR
156	54153 13312	   	173.02	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2TLV|3ERES|489VULN|5DMG|6RCR|7CGEN|aASPD
157	55261 12312	   	173.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUST|349VULN|5TLV|6RCR|7DMG|8LIT|aDUR
158	55133 52231	   	172.53	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1AART|2DUST|3ZMB|4SELL|56VULN|7RCR|8DMG|9CDMG|aMLV
159	22234 15431	   	172.30	DCR|4VULN|1AART|1ASPD|1DUR	1DUST|259aVULN|3ASPD|4AART|6RCR|7BEXP|8DUR
160	22136 22331	   	172.17	DCR|3VULN|2DMG|1AART	1DUST|289VULN|37ERES|4AART|56DMG|aRCR
